Date,AGNC
2012-12-04,31.469998999999998
2012-12-05,30.99
2012-12-06,31.02
2012-12-07,31.110001
2012-12-10,31.530001000000002
2012-12-11,31.43
2012-12-12,30.84
2012-12-13,30.5
2012-12-14,30.200001
2012-12-17,30.940001000000002
2012-12-18,31.129998999999998
2012-12-19,31.6
2012-12-20,31.67
2012-12-21,31.15
2012-12-24,29.92
2012-12-26,29.5
2012-12-27,29.09
2012-12-28,29.0
2012-12-31,28.9
2013-01-02,30.219998999999998
2013-01-03,30.51
2013-01-04,31.049999
2013-01-07,30.719998999999998
2013-01-08,30.76
2013-01-09,30.889999
2013-01-10,30.959999
2013-01-11,31.030001000000002
2013-01-14,31.049999
2013-01-15,31.030001000000002
2013-01-16,31.120001000000002
2013-01-17,31.25
2013-01-18,31.48
2013-01-22,31.82
2013-01-23,31.860001
2013-01-24,31.629998999999998
2013-01-25,31.33
2013-01-28,31.540001
2013-01-29,31.73
2013-01-30,31.719998999999998
2013-01-31,31.620001000000002
2013-02-01,31.620001000000002
2013-02-04,31.59
2013-02-05,31.48
2013-02-06,31.450001
2013-02-07,31.200001
2013-02-08,32.130001
2013-02-11,32.290001000000004
2013-02-12,32.32
2013-02-13,32.560001
2013-02-14,32.549999
2013-02-15,32.509997999999996
2013-02-19,32.639998999999996
2013-02-20,32.459998999999996
2013-02-21,31.799999
2013-02-22,32.18
2013-02-25,32.18
2013-02-26,32.810001
2013-02-27,32.779999
2013-02-28,31.709999
2013-03-01,31.74
2013-03-04,31.91
2013-03-05,32.279999
2013-03-06,32.279999
2013-03-07,32.209998999999996
2013-03-08,32.470001
2013-03-11,32.75
2013-03-12,33.060001
2013-03-13,32.990002000000004
2013-03-14,33.200001
2013-03-15,33.119999
2013-03-18,31.98
2013-03-19,31.639999
2013-03-20,31.65
2013-03-21,31.940001000000002
2013-03-22,32.360001000000004
2013-03-25,31.82
2013-03-26,32.209998999999996
2013-03-27,32.509997999999996
2013-03-28,32.779999
2013-04-01,32.830002
2013-04-02,32.68
2013-04-03,32.240002000000004
2013-04-04,32.650002
2013-04-05,32.790001000000004
2013-04-08,32.810001
2013-04-09,33.040001000000004
2013-04-10,32.900002
2013-04-11,32.709998999999996
2013-04-12,32.650002
2013-04-15,31.969998999999998
2013-04-16,32.34
2013-04-17,31.91
2013-04-18,31.93
2013-04-19,31.799999
2013-04-22,32.18
2013-04-23,32.650002
2013-04-24,32.720001
2013-04-25,32.779999
2013-04-26,32.790001000000004
2013-04-29,33.169998
2013-04-30,33.310001
2013-05-01,33.02
2013-05-02,33.099998
2013-05-03,30.66
2013-05-06,30.940001000000002
2013-05-07,30.889999
2013-05-08,30.889999
2013-05-09,30.889999
2013-05-10,30.040001
2013-05-13,29.049999
2013-05-14,28.91
2013-05-15,29.24
2013-05-16,29.52
2013-05-17,29.65
2013-05-20,28.98
2013-05-21,28.549999
2013-05-22,28.290001
2013-05-23,28.049999
2013-05-24,27.719998999999998
2013-05-28,26.41
2013-05-29,26.4
2013-05-30,26.66
2013-05-31,25.799999
2013-06-03,25.43
2013-06-04,25.85
2013-06-05,25.34
2013-06-06,26.200001
2013-06-07,25.559998999999998
2013-06-10,24.82
2013-06-11,24.67
2013-06-12,24.49
2013-06-13,25.790001
2013-06-14,25.52
2013-06-17,25.33
2013-06-18,25.34
2013-06-19,24.440001000000002
2013-06-20,23.4
2013-06-21,23.450001
2013-06-24,22.620001000000002
2013-06-25,23.209999
2013-06-26,22.41
2013-06-27,22.780001000000002
2013-06-28,23.01
2013-07-01,22.799999
2013-07-02,22.469998999999998
2013-07-03,21.93
2013-07-05,20.76
2013-07-08,21.110001
2013-07-09,21.17
2013-07-10,20.74
2013-07-11,22.66
2013-07-12,21.9
2013-07-15,22.459999
2013-07-16,22.17
2013-07-17,22.450001
2013-07-18,21.98
2013-07-19,22.049999
2013-07-22,22.139999
2013-07-23,22.07
2013-07-24,21.35
2013-07-25,21.51
2013-07-26,21.639999
2013-07-29,21.85
2013-07-30,23.09
2013-07-31,22.540001
2013-08-01,22.120001000000002
2013-08-02,22.59
2013-08-05,22.51
2013-08-06,22.51
2013-08-07,22.709999
2013-08-08,23.209999
2013-08-09,23.110001
2013-08-12,23.33
2013-08-13,22.709999
2013-08-14,22.66
2013-08-15,22.35
2013-08-16,21.82
2013-08-19,20.43
2013-08-20,21.49
2013-08-21,21.459999
2013-08-22,21.58
2013-08-23,22.82
2013-08-26,22.65
2013-08-27,22.950001
2013-08-28,22.57
2013-08-29,22.940001000000002
2013-08-30,22.76
2013-09-03,22.51
2013-09-04,22.799999
2013-09-05,22.26
2013-09-06,22.74
2013-09-09,23.139999
2013-09-10,22.67
2013-09-11,23.190001000000002
2013-09-12,23.32
2013-09-13,23.74
2013-09-16,23.290001
2013-09-17,23.18
2013-09-18,24.41
2013-09-19,23.76
2013-09-20,23.190001000000002
2013-09-23,23.709999
2013-09-24,24.040001
2013-09-25,24.040001
2013-09-26,22.9
2013-09-27,22.879998999999998
2013-09-30,22.58
2013-10-01,22.860001
2013-10-02,23.02
2013-10-03,23.049999
2013-10-04,23.049999
2013-10-07,23.0
2013-10-08,22.559998999999998
2013-10-09,22.49
2013-10-10,22.5
2013-10-11,22.48
2013-10-14,22.190001000000002
2013-10-15,22.370001000000002
2013-10-16,22.459999
2013-10-17,23.469998999999998
2013-10-18,23.5
2013-10-21,23.379998999999998
2013-10-22,23.77
2013-10-23,24.01
2013-10-24,24.120001000000002
2013-10-25,24.049999
2013-10-28,23.870001000000002
2013-10-29,21.870001000000002
2013-10-30,21.540001
2013-10-31,21.709999
2013-11-01,21.959999
2013-11-04,21.82
2013-11-05,21.73
2013-11-06,21.799999
2013-11-07,21.639999
2013-11-08,21.049999
2013-11-11,20.690001000000002
2013-11-12,21.07
2013-11-13,21.43
2013-11-14,21.67
2013-11-15,21.42
2013-11-18,21.120001000000002
2013-11-19,20.91
2013-11-20,20.719998999999998
2013-11-21,20.52
2013-11-22,20.360001
2013-11-25,20.540001
2013-11-26,19.92
2013-11-27,20.52
2013-11-29,20.379998999999998
2013-12-02,19.98
2013-12-03,19.84
2013-12-04,19.75
2013-12-05,19.459999
2013-12-06,19.280001000000002
2013-12-09,19.799999
2013-12-10,20.209999
2013-12-11,19.809998999999998
2013-12-12,19.9
2013-12-13,20.02
2013-12-16,19.48
2013-12-17,19.75
2013-12-18,19.76
2013-12-19,19.469998999999998
2013-12-20,19.870001000000002
2013-12-23,20.02
2013-12-24,19.93
2013-12-26,19.93
2013-12-27,19.209999
2013-12-30,19.129998999999998
2013-12-31,19.290001
2014-01-02,19.4
2014-01-03,19.59
2014-01-06,19.76
2014-01-07,19.950001
2014-01-08,19.870001000000002
2014-01-09,19.780001000000002
2014-01-10,20.139999
2014-01-13,20.450001
2014-01-14,20.16
2014-01-15,20.15
2014-01-16,20.280001000000002
2014-01-17,20.25
2014-01-21,20.57
2014-01-22,20.559998999999998
2014-01-23,20.84
2014-01-24,20.809998999999998
2014-01-27,20.67
2014-01-28,20.68
2014-01-29,20.75
2014-01-30,20.719998999999998
2014-01-31,20.950001
2014-02-03,21.059998999999998
2014-02-04,21.33
2014-02-05,21.77
2014-02-06,21.65
2014-02-07,21.98
2014-02-10,22.129998999999998
2014-02-11,21.959999
2014-02-12,22.0
2014-02-13,22.120001000000002
2014-02-14,22.040001
2014-02-18,22.48
2014-02-19,22.309998999999998
2014-02-20,22.16
2014-02-21,22.02
2014-02-24,22.049999
2014-02-25,22.129998999999998
2014-02-26,22.309998999999998
2014-02-27,22.379998999999998
2014-02-28,22.290001
2014-03-03,22.6
2014-03-04,22.59
2014-03-05,22.65
2014-03-06,22.549999
2014-03-07,22.01
2014-03-10,22.1
2014-03-11,22.02
2014-03-12,22.440001000000002
2014-03-13,22.66
2014-03-14,22.559998999999998
2014-03-17,22.5
2014-03-18,22.639999
2014-03-19,22.07
2014-03-20,21.950001
2014-03-21,22.48
2014-03-24,22.219998999999998
2014-03-25,22.030001000000002
2014-03-26,21.9
2014-03-27,21.26
2014-03-28,21.25
2014-03-31,21.49
2014-04-01,21.639999
2014-04-02,21.5
2014-04-03,21.51
2014-04-04,21.809998999999998
2014-04-07,21.959999
2014-04-08,22.07
2014-04-09,22.309998999999998
2014-04-10,22.33
2014-04-11,22.389999
2014-04-14,22.219998999999998
2014-04-15,22.219998999999998
2014-04-16,22.110001
2014-04-17,21.879998999999998
2014-04-21,22.129998999999998
2014-04-22,22.360001
2014-04-23,22.379998999999998
2014-04-24,22.57
2014-04-25,22.77
2014-04-28,22.59
2014-04-29,22.4
2014-04-30,22.709999
2014-05-01,22.85
2014-05-02,22.51
2014-05-05,22.690001000000002
2014-05-06,22.709999
2014-05-07,23.1
2014-05-08,23.02
2014-05-09,23.1
2014-05-12,22.940001000000002
2014-05-13,22.98
2014-05-14,23.18
2014-05-15,23.23
2014-05-16,23.200001
2014-05-19,23.34
2014-05-20,23.25
2014-05-21,23.34
2014-05-22,23.43
2014-05-23,23.58
2014-05-27,23.790001
2014-05-28,23.65
2014-05-29,23.559998999999998
2014-05-30,23.73
2014-06-02,23.709999
2014-06-03,23.450001
2014-06-04,23.360001
2014-06-05,23.629998999999998
2014-06-06,23.76
2014-06-09,23.82
2014-06-10,23.549999
2014-06-11,23.59
2014-06-12,23.68
2014-06-13,23.68
2014-06-16,23.65
2014-06-17,23.4
2014-06-18,23.459999
2014-06-19,23.73
2014-06-20,23.73
2014-06-23,23.92
2014-06-24,23.870001000000002
2014-06-25,23.76
2014-06-26,23.34
2014-06-27,23.32
2014-06-30,23.41
2014-07-01,23.129998999999998
2014-07-02,23.0
2014-07-03,22.75
2014-07-07,22.68
2014-07-08,23.0
2014-07-09,22.959999
2014-07-10,23.01
2014-07-11,22.93
2014-07-14,22.98
2014-07-15,23.01
2014-07-16,23.08
2014-07-17,23.1
2014-07-18,23.139999
2014-07-21,23.24
2014-07-22,23.389999
2014-07-23,23.51
2014-07-24,23.450001
2014-07-25,23.58
2014-07-28,23.690001000000002
2014-07-29,23.48
2014-07-30,22.93
2014-07-31,23.120001000000002
2014-08-01,23.26
2014-08-04,23.129998999999998
2014-08-05,23.18
2014-08-06,23.200001
2014-08-07,23.219998999999998
2014-08-08,23.219998999999998
2014-08-11,23.190001000000002
2014-08-12,23.18
2014-08-13,23.25
2014-08-14,23.309998999999998
2014-08-15,23.42
2014-08-18,23.34
2014-08-19,23.290001
2014-08-20,23.360001
2014-08-21,23.459999
2014-08-22,23.360001
2014-08-25,23.379998999999998
2014-08-26,23.5
2014-08-27,23.52
2014-08-28,23.51
2014-08-29,23.65
2014-09-02,23.58
2014-09-03,23.6
2014-09-04,23.48
2014-09-05,23.700001
2014-09-08,23.68
2014-09-09,23.379998999999998
2014-09-10,23.18
2014-09-11,23.299999
2014-09-12,22.709999
2014-09-15,22.73
2014-09-16,22.610001
2014-09-17,22.540001
2014-09-18,22.129998999999998
2014-09-19,22.459999
2014-09-22,22.25
2014-09-23,22.17
2014-09-24,22.09
2014-09-25,22.1
2014-09-26,21.450001
2014-09-29,21.450001
2014-09-30,21.25
2014-10-01,21.610001
2014-10-02,21.450001
2014-10-03,21.459999
2014-10-06,21.709999
2014-10-07,21.98
2014-10-08,22.440001000000002
2014-10-09,22.559998999999998
2014-10-10,22.620001000000002
2014-10-13,22.940001000000002
2014-10-14,22.940001000000002
2014-10-15,22.58
2014-10-16,22.280001000000002
2014-10-17,22.450001
2014-10-20,22.66
2014-10-21,22.84
2014-10-22,22.959999
2014-10-23,22.9
2014-10-24,23.02
2014-10-27,23.200001
2014-10-28,23.120001000000002
2014-10-29,22.48
2014-10-30,22.690001000000002
2014-10-31,22.74
2014-11-03,22.65
2014-11-04,22.48
2014-11-05,22.4
2014-11-06,22.42
2014-11-07,22.549999
2014-11-10,22.5
2014-11-11,22.52
2014-11-12,22.52
2014-11-13,22.67
2014-11-14,22.870001000000002
2014-11-17,23.08
2014-11-18,23.120001000000002
2014-11-19,23.120001000000002
2014-11-20,23.190001000000002
2014-11-21,23.17
2014-11-24,23.290001
2014-11-25,22.98
2014-11-26,23.049999
2014-11-28,23.08
2014-12-01,22.92
2014-12-02,23.139999
2014-12-03,23.15
2014-12-04,23.139999
2014-12-05,22.66
2014-12-08,22.290001
2014-12-09,22.59
2014-12-10,22.309998999999998
2014-12-11,22.48
2014-12-12,22.24
2014-12-15,21.860001
2014-12-16,21.780001000000002
2014-12-17,21.92
2014-12-18,22.0
2014-12-19,22.299999
2014-12-22,22.41
2014-12-23,22.219998999999998
2014-12-24,22.139999
2014-12-26,22.299999
2014-12-29,22.32
2014-12-30,22.129998999999998
2014-12-31,21.83
2015-01-02,22.32
2015-01-05,22.110001
2015-01-06,22.120001000000002
2015-01-07,22.09
2015-01-08,22.01
2015-01-09,21.940001000000002
2015-01-12,21.9
2015-01-13,21.639999
2015-01-14,21.530001000000002
2015-01-15,21.48
2015-01-16,21.799999
2015-01-20,21.469998999999998
2015-01-21,21.6
2015-01-22,22.07
2015-01-23,21.879998999999998
2015-01-26,22.059998999999998
2015-01-27,21.91
2015-01-28,21.549999
2015-01-29,21.52
2015-01-30,21.549999
2015-02-02,21.450001
2015-02-03,21.73
2015-02-04,21.43
2015-02-05,21.690001000000002
2015-02-06,21.549999
2015-02-09,21.68
2015-02-10,21.51
2015-02-11,21.48
2015-02-12,21.74
2015-02-13,21.950001
2015-02-17,21.92
2015-02-18,21.860001
2015-02-19,21.870001000000002
2015-02-20,21.940001000000002
2015-02-23,21.85
2015-02-24,21.780001000000002
2015-02-25,21.459999
2015-02-26,21.27
2015-02-27,21.440001000000002
2015-03-02,21.35
2015-03-03,21.35
2015-03-04,21.379998999999998
2015-03-05,21.360001
2015-03-06,21.049999
2015-03-09,21.049999
2015-03-10,20.98
2015-03-11,20.780001000000002
2015-03-12,21.02
2015-03-13,21.139999
2015-03-16,21.42
2015-03-17,21.52
2015-03-18,21.799999
2015-03-19,21.74
2015-03-20,21.790001
2015-03-23,21.870001000000002
2015-03-24,21.76
2015-03-25,21.809998999999998
2015-03-26,21.76
2015-03-27,21.58
2015-03-30,21.41
2015-03-31,21.33
2015-04-01,21.459999
2015-04-02,21.42
2015-04-06,21.66
2015-04-07,21.58
2015-04-08,21.73
2015-04-09,21.629998999999998
2015-04-10,21.700001
2015-04-13,21.59
2015-04-14,21.73
2015-04-15,21.530001000000002
2015-04-16,21.67
2015-04-17,21.6
2015-04-20,21.639999
2015-04-21,21.639999
2015-04-22,21.65
2015-04-23,21.6
2015-04-24,21.58
2015-04-27,21.5
2015-04-28,20.809998999999998
2015-04-29,20.540001
2015-04-30,20.639999
2015-05-01,20.75
2015-05-04,20.790001
2015-05-05,20.540001
2015-05-06,20.4
2015-05-07,20.469998999999998
2015-05-08,20.629998999999998
2015-05-11,20.549999
2015-05-12,20.6
2015-05-13,20.52
2015-05-14,20.639999
2015-05-15,20.74
2015-05-18,20.780001000000002
2015-05-19,20.709999
2015-05-20,20.719998999999998
2015-05-21,20.799999
2015-05-22,20.75
2015-05-26,20.73
2015-05-27,20.540001
2015-05-28,20.67
2015-05-29,20.860001
2015-06-01,20.709999
2015-06-02,20.450001
2015-06-03,20.24
2015-06-04,20.25
2015-06-05,19.77
2015-06-08,19.639999
2015-06-09,19.450001
2015-06-10,19.49
2015-06-11,19.950001
2015-06-12,20.110001
2015-06-15,19.85
2015-06-16,19.860001
2015-06-17,19.940001000000002
2015-06-18,19.950001
2015-06-19,19.82
2015-06-22,19.82
2015-06-23,19.75
2015-06-24,19.65
2015-06-25,19.42
2015-06-26,18.719998999999998
2015-06-29,18.59
2015-06-30,18.370001000000002
2015-07-01,18.52
2015-07-02,18.620001000000002
2015-07-06,18.809998999999998
2015-07-07,19.379998999999998
2015-07-08,19.32
2015-07-09,19.049999
2015-07-10,18.799999
2015-07-13,18.85
2015-07-14,18.92
2015-07-15,19.01
2015-07-16,19.0
2015-07-17,19.040001
2015-07-20,19.02
2015-07-21,19.049999
2015-07-22,19.030001000000002
2015-07-23,18.889999
2015-07-24,18.639999
2015-07-27,18.73
2015-07-28,18.959999
2015-07-29,18.959999
2015-07-30,19.219998999999998
2015-07-31,19.26
2015-08-03,19.34
2015-08-04,19.200001
2015-08-05,19.25
2015-08-06,19.25
2015-08-07,19.24
2015-08-10,19.26
2015-08-11,19.549999
2015-08-12,19.85
2015-08-13,19.75
2015-08-14,19.940001000000002
2015-08-17,19.9
2015-08-18,19.84
2015-08-19,19.889999
2015-08-20,19.98
2015-08-21,19.530001000000002
2015-08-24,19.209999
2015-08-25,19.08
2015-08-26,19.32
2015-08-27,19.549999
2015-08-28,19.360001
2015-08-31,19.129998999999998
2015-09-01,19.08
2015-09-02,19.110001
2015-09-03,19.190001000000002
2015-09-04,18.98
2015-09-08,19.09
2015-09-09,18.860001
2015-09-10,18.82
2015-09-11,19.08
2015-09-14,18.99
2015-09-15,19.030001000000002
2015-09-16,19.049999
2015-09-17,19.450001
2015-09-18,19.42
2015-09-21,19.719998999999998
2015-09-22,19.459999
2015-09-23,19.639999
2015-09-24,19.67
2015-09-25,19.389999
2015-09-28,18.969998999999998
2015-09-29,18.629998999999998
2015-09-30,18.700001
2015-10-01,18.860001
2015-10-02,19.110001
2015-10-05,19.41
2015-10-06,19.459999
2015-10-07,19.48
2015-10-08,19.440001000000002
2015-10-09,19.360001
2015-10-12,19.440001000000002
2015-10-13,19.32
2015-10-14,19.27
2015-10-15,19.209999
2015-10-16,19.16
2015-10-19,19.1
2015-10-20,19.09
2015-10-21,19.08
2015-10-22,19.139999
2015-10-23,19.18
2015-10-26,19.07
2015-10-27,18.15
2015-10-28,17.98
2015-10-29,17.85
2015-10-30,17.83
2015-11-02,18.129998999999998
2015-11-03,18.07
2015-11-04,18.040001
2015-11-05,17.84
2015-11-06,17.780001000000002
2015-11-09,17.73
2015-11-10,17.9
2015-11-11,17.9
2015-11-12,17.700001
2015-11-13,17.82
2015-11-16,17.91
2015-11-17,17.889999
2015-11-18,18.09
2015-11-19,18.07
2015-11-20,17.959999
2015-11-23,17.950001
2015-11-24,18.07
2015-11-25,17.84
2015-11-27,18.01
2015-11-30,17.950001
2015-12-01,17.969998999999998
2015-12-02,17.700001
2015-12-03,17.700001
2015-12-04,17.65
2015-12-07,17.59
2015-12-08,17.5
2015-12-09,17.440001000000002
2015-12-10,17.440001000000002
2015-12-11,17.23
2015-12-14,16.959999
2015-12-15,17.110001
2015-12-16,17.4
2015-12-17,17.469998999999998
2015-12-18,17.5
2015-12-21,17.68
2015-12-22,17.879998999999998
2015-12-23,17.85
2015-12-24,17.780001000000002
2015-12-28,17.77
2015-12-29,17.440001000000002
2015-12-30,17.4
2015-12-31,17.34
2016-01-04,17.709999
2016-01-05,17.790001
2016-01-06,17.860001
2016-01-07,17.719998999999998
2016-01-08,17.629998999999998
2016-01-11,17.530001000000002
2016-01-12,17.290001
2016-01-13,17.08
2016-01-14,16.98
2016-01-15,16.719998999999998
2016-01-19,16.5
2016-01-20,16.24
2016-01-21,16.030001000000002
2016-01-22,16.65
2016-01-25,16.290001
2016-01-26,16.76
2016-01-27,16.43
2016-01-28,16.530001000000002
2016-01-29,17.07
2016-02-01,16.9
2016-02-02,17.43
2016-02-03,17.690001000000002
2016-02-04,17.85
2016-02-05,17.790001
2016-02-08,17.77
2016-02-09,17.59
2016-02-10,17.549999
2016-02-11,17.24
2016-02-12,17.530001000000002
2016-02-16,17.75
2016-02-17,17.83
2016-02-18,18.0
2016-02-19,18.01
2016-02-22,18.09
2016-02-23,18.18
2016-02-24,18.129998999999998
2016-02-25,18.110001
2016-02-26,18.190001000000002
2016-02-29,18.07
2016-03-01,18.030001000000002
2016-03-02,18.16
2016-03-03,18.379998999999998
2016-03-04,18.370001000000002
2016-03-07,18.34
2016-03-08,18.26
2016-03-09,18.24
2016-03-10,18.15
2016-03-11,18.299999
2016-03-14,18.41
2016-03-15,18.190001000000002
2016-03-16,18.309998999999998
2016-03-17,18.67
2016-03-18,18.629998999999998
2016-03-21,18.610001
2016-03-22,18.719998999999998
2016-03-23,18.48
2016-03-24,18.43
2016-03-28,18.57
2016-03-29,18.459999
2016-03-30,18.48
2016-03-31,18.629998999999998
2016-04-01,18.74
2016-04-04,18.639999
2016-04-05,18.57
2016-04-06,18.65
2016-04-07,18.6
2016-04-08,18.690001000000002
2016-04-11,18.790001
2016-04-12,18.719998999999998
2016-04-13,18.799999
2016-04-14,18.719998999999998
2016-04-15,18.77
2016-04-18,18.84
2016-04-19,18.93
2016-04-20,18.76
2016-04-21,18.59
2016-04-22,18.57
2016-04-25,18.66
2016-04-26,18.23
2016-04-27,18.26
2016-04-28,18.219998999999998
2016-04-29,18.370001000000002
2016-05-02,18.33
2016-05-03,18.15
2016-05-04,18.43
2016-05-05,18.58
2016-05-06,18.84
2016-05-09,18.91
2016-05-10,19.049999
2016-05-11,19.07
2016-05-12,19.09
2016-05-13,19.129998999999998
2016-05-16,19.17
2016-05-17,19.049999
2016-05-18,18.66
2016-05-19,18.66
2016-05-20,18.77
2016-05-23,19.17
2016-05-24,19.08
2016-05-25,19.110001
2016-05-26,19.01
2016-05-27,18.879998999999998
2016-05-31,18.889999
2016-06-01,18.98
2016-06-02,19.0
2016-06-03,19.07
2016-06-06,19.110001
2016-06-07,19.110001
2016-06-08,19.059998999999998
2016-06-09,19.07
2016-06-10,18.889999
2016-06-13,18.77
2016-06-14,18.58
2016-06-15,18.73
2016-06-16,18.99
2016-06-17,19.0
2016-06-20,19.24
2016-06-21,19.17
2016-06-22,19.25
2016-06-23,19.290001
2016-06-24,19.49
2016-06-27,19.33
2016-06-28,19.51
2016-06-29,19.450001
2016-06-30,19.82
2016-07-01,19.73
2016-07-05,19.57
2016-07-06,19.82
2016-07-07,19.49
2016-07-08,19.24
2016-07-11,19.27
2016-07-12,19.24
2016-07-13,19.200001
2016-07-14,19.200001
2016-07-15,19.25
2016-07-18,19.209999
2016-07-19,19.42
2016-07-20,19.540001
2016-07-21,19.59
2016-07-22,19.639999
2016-07-25,19.58
2016-07-26,19.67
2016-07-27,19.49
2016-07-28,19.620001000000002
2016-07-29,19.59
2016-08-01,19.66
2016-08-02,19.5
2016-08-03,19.690001000000002
2016-08-04,19.780001000000002
2016-08-05,19.889999
2016-08-08,19.85
2016-08-09,20.01
2016-08-10,19.99
2016-08-11,19.950001
2016-08-12,19.9
2016-08-15,19.780001000000002
2016-08-16,19.700001
2016-08-17,19.790001
2016-08-18,19.870001000000002
2016-08-19,19.870001000000002
2016-08-22,19.84
2016-08-23,19.969998999999998
2016-08-24,19.950001
2016-08-25,19.879998999999998
2016-08-26,19.709999
2016-08-29,19.52
2016-08-30,19.530001000000002
2016-08-31,19.309998999999998
2016-09-01,19.209999
2016-09-02,19.57
2016-09-06,19.77
2016-09-07,19.889999
2016-09-08,19.75
2016-09-09,19.049999
2016-09-12,19.309998999999998
2016-09-13,19.18
2016-09-14,19.299999
2016-09-15,19.360001
2016-09-16,19.15
2016-09-19,19.299999
2016-09-20,19.549999
2016-09-21,19.700001
2016-09-22,19.809998999999998
2016-09-23,19.700001
2016-09-26,19.82
2016-09-27,19.780001000000002
2016-09-28,19.52
2016-09-29,19.41
2016-09-30,19.540001
2016-10-03,19.309998999999998
2016-10-04,19.049999
2016-10-05,18.9
2016-10-06,18.709999
2016-10-07,18.92
2016-10-10,19.02
2016-10-11,18.99
2016-10-12,19.24
2016-10-13,19.469998999999998
2016-10-14,19.280001000000002
2016-10-17,19.25
2016-10-18,19.299999
2016-10-19,19.43
2016-10-20,19.48
2016-10-21,19.48
2016-10-24,19.84
2016-10-25,20.18
2016-10-26,20.26
2016-10-27,19.889999
2016-10-28,19.84
2016-10-31,20.059998999999998
2016-11-01,19.74
2016-11-02,19.610001
2016-11-03,19.629998999999998
2016-11-04,19.709999
2016-11-07,19.860001
2016-11-08,19.9
2016-11-09,19.629998999999998
2016-11-10,19.26
2016-11-11,19.34
2016-11-14,19.08
2016-11-15,19.280001000000002
2016-11-16,19.16
2016-11-17,19.16
2016-11-18,19.139999
2016-11-21,19.190001000000002
2016-11-22,19.18
2016-11-23,18.92
2016-11-25,18.92
2016-11-28,18.68
2016-11-29,19.01
2016-11-30,18.66
2016-12-01,18.09
2016-12-02,17.889999
2016-12-05,18.280001000000002
2016-12-06,18.370001000000002
2016-12-07,18.59
2016-12-08,18.540001
2016-12-09,18.49
2016-12-12,18.33
2016-12-13,17.99
2016-12-14,17.889999
2016-12-15,17.530001000000002
2016-12-16,17.870001000000002
2016-12-19,18.25
2016-12-20,18.08
2016-12-21,18.09
2016-12-22,18.17
2016-12-23,18.15
2016-12-27,18.09
2016-12-28,17.91
2016-12-29,18.16
2016-12-30,18.129998999999998
2017-01-03,18.57
2017-01-04,18.9
2017-01-05,18.940001000000002
2017-01-06,18.870001000000002
2017-01-09,18.870001000000002
2017-01-10,18.75
2017-01-11,18.809998999999998
2017-01-12,18.870001000000002
2017-01-13,18.84
2017-01-17,18.959999
2017-01-18,18.99
2017-01-19,19.0
2017-01-20,18.950001
2017-01-23,19.1
2017-01-24,19.200001
2017-01-25,19.110001
2017-01-26,19.049999
2017-01-27,18.93
2017-01-30,18.92
2017-01-31,18.67
2017-02-01,18.559998999999998
2017-02-02,18.83
2017-02-03,18.940001000000002
2017-02-06,19.200001
2017-02-07,19.030001000000002
2017-02-08,19.16
2017-02-09,19.1
2017-02-10,19.17
2017-02-13,19.4
2017-02-14,19.290001
2017-02-15,19.32
2017-02-16,19.459999
2017-02-17,19.49
2017-02-21,19.530001000000002
2017-02-22,19.5
2017-02-23,19.639999
2017-02-24,19.540001
2017-02-27,19.530001000000002
2017-02-28,19.629998999999998
2017-03-01,19.389999
2017-03-02,19.4
2017-03-03,19.559998999999998
2017-03-06,19.52
2017-03-07,19.49
2017-03-08,19.110001
2017-03-09,19.110001
2017-03-10,19.34
2017-03-13,19.24
2017-03-14,19.120001000000002
2017-03-15,19.51
2017-03-16,19.559998999999998
2017-03-17,19.67
2017-03-20,19.709999
2017-03-21,19.790001
2017-03-22,19.84
2017-03-23,19.870001000000002
2017-03-24,19.73
2017-03-27,19.85
2017-03-28,19.93
2017-03-29,19.9
2017-03-30,19.950001
2017-03-31,19.889999
2017-04-03,20.049999
2017-04-04,20.209999
2017-04-05,20.190001000000002
2017-04-06,20.09
2017-04-07,20.049999
2017-04-10,20.049999
2017-04-11,20.1
2017-04-12,20.09
2017-04-13,20.27
2017-04-17,20.620001000000002
2017-04-18,20.629998999999998
2017-04-19,20.629998999999998
2017-04-20,20.66
2017-04-21,20.790001
2017-04-24,20.84
2017-04-25,20.870001000000002
2017-04-26,20.799999
2017-04-27,21.35
2017-04-28,21.07
2017-05-01,21.17
2017-05-02,20.5
2017-05-03,20.129998999999998
2017-05-04,20.0
2017-05-05,20.190001000000002
2017-05-08,20.049999
2017-05-09,19.66
2017-05-10,19.879998999999998
2017-05-11,19.959999
2017-05-12,20.0
2017-05-15,20.09
2017-05-16,20.040001
2017-05-17,20.16
2017-05-18,20.0
2017-05-19,20.15
2017-05-22,20.389999
2017-05-23,20.530001000000002
2017-05-24,20.57
2017-05-25,20.66
2017-05-26,20.530001000000002
2017-05-30,20.540001
2017-05-31,20.790001
2017-06-01,20.91
2017-06-02,20.85
2017-06-05,20.84
2017-06-06,20.93
2017-06-07,20.959999
2017-06-08,21.16
2017-06-09,21.35
2017-06-12,21.299999
2017-06-13,21.370001000000002
2017-06-14,21.639999
2017-06-15,21.84
2017-06-16,22.049999
2017-06-19,22.059998999999998
2017-06-20,21.99
2017-06-21,21.950001
2017-06-22,22.16
2017-06-23,22.209999
2017-06-26,22.280001000000002
2017-06-27,21.700001
2017-06-28,21.540001
2017-06-29,21.290001
2017-06-30,21.290001
2017-07-03,21.639999
2017-07-05,21.700001
