Date,PHG
1980-09-02,2.1875
1980-09-03,2.25
1980-09-04,2.25
1980-09-05,2.25
1980-09-08,2.25
1980-09-09,2.25
1980-09-10,2.25
1980-09-11,2.21875
1980-09-12,2.21875
1980-09-15,2.21875
1980-09-16,2.21875
1980-09-17,2.25
1980-09-18,2.25
1980-09-19,2.21875
1980-09-22,2.21875
1980-09-23,2.1875
1980-09-24,2.15625
1980-09-25,2.15625
1980-09-26,2.125
1980-09-29,2.09375
1980-09-30,2.0625
1980-10-01,2.09375
1980-10-02,2.09375
1980-10-03,2.09375
1980-10-06,2.125
1980-10-07,2.1875
1980-10-08,2.1875
1980-10-09,2.21875
1980-10-10,2.21875
1980-10-13,2.21875
1980-10-14,2.1875
1980-10-15,2.15625
1980-10-16,2.15625
1980-10-17,2.125
1980-10-20,2.09375
1980-10-21,2.09375
1980-10-22,2.0625
1980-10-23,2.0625
1980-10-24,2.03125
1980-10-27,2.03125
1980-10-28,2.03125
1980-10-29,2.03125
1980-10-30,2.03125
1980-10-31,2.0
1980-11-03,2.0
1980-11-05,2.0
1980-11-06,1.96875
1980-11-07,1.9375
1980-11-10,1.9375
1980-11-11,1.9375
1980-11-12,2.0
1980-11-13,2.0
1980-11-14,1.96875
1980-11-17,1.9375
1980-11-18,1.96875
1980-11-19,1.9375
1980-11-20,1.9375
1980-11-21,1.9375
1980-11-24,1.9375
1980-11-25,1.9375
1980-11-26,1.90625
1980-11-28,1.84375
1980-12-01,1.78125
1980-12-02,1.75
1980-12-03,1.71875
1980-12-04,1.71875
1980-12-05,1.71875
1980-12-08,1.6875
1980-12-09,1.65625
1980-12-10,1.6875
1980-12-11,1.6875
1980-12-12,1.75
1980-12-15,1.78125
1980-12-16,1.71875
1980-12-17,1.71875
1980-12-18,1.71875
1980-12-19,1.71875
1980-12-22,1.75
1980-12-23,1.78125
1980-12-24,1.78125
1980-12-26,1.78125
1980-12-29,1.71875
1980-12-30,1.75
1980-12-31,1.75
1981-01-02,1.75
1981-01-05,1.84375
1981-01-06,1.875
1981-01-07,1.84375
1981-01-08,1.75
1981-01-09,1.78125
1981-01-12,1.78125
1981-01-13,1.75
1981-01-14,1.75
1981-01-15,1.75
1981-01-16,1.78125
1981-01-19,1.78125
1981-01-20,1.78125
1981-01-21,1.78125
1981-01-22,1.78125
1981-01-23,1.8125
1981-01-26,1.84375
1981-01-27,1.875
1981-01-28,1.875
1981-01-29,1.84375
1981-01-30,1.84375
1981-02-02,1.84375
1981-02-03,1.84375
1981-02-04,1.8125
1981-02-05,1.8125
1981-02-06,1.84375
1981-02-09,1.875
1981-02-10,1.90625
1981-02-11,1.9375
1981-02-12,1.90625
1981-02-13,1.875
1981-02-17,1.9375
1981-02-18,1.96875
1981-02-19,2.03125
1981-02-20,2.03125
1981-02-23,2.0625
1981-02-24,2.0625
1981-02-25,2.09375
1981-02-26,2.0625
1981-02-27,2.03125
1981-03-02,1.96875
1981-03-03,1.9375
1981-03-04,1.9375
1981-03-05,1.90625
1981-03-06,1.90625
1981-03-09,1.90625
1981-03-10,1.96875
1981-03-11,1.90625
1981-03-12,1.90625
1981-03-13,1.9375
1981-03-16,1.9375
1981-03-17,2.03125
1981-03-18,2.0625
1981-03-19,2.21875
1981-03-20,2.125
1981-03-23,2.09375
1981-03-24,2.09375
1981-03-25,2.0625
1981-03-26,2.0625
1981-03-27,2.03125
1981-03-30,2.0
1981-03-31,2.0625
1981-04-01,2.1875
1981-04-02,2.15625
1981-04-03,2.21875
1981-04-06,2.15625
1981-04-07,2.15625
1981-04-08,2.25
1981-04-09,2.21875
1981-04-10,2.21875
1981-04-13,2.15625
1981-04-14,2.125
1981-04-15,2.15625
1981-04-16,2.15625
1981-04-20,2.125
1981-04-21,2.15625
1981-04-22,2.1875
1981-04-23,2.1875
1981-04-24,2.1875
1981-04-27,2.1875
1981-04-28,2.25
1981-04-29,2.21875
1981-04-30,2.1875
1981-05-01,2.1875
1981-05-04,2.15625
1981-05-05,2.09375
1981-05-06,2.09375
1981-05-07,2.0625
1981-05-08,2.125
1981-05-11,2.09375
1981-05-12,2.0625
1981-05-13,2.09375
1981-05-14,2.0
1981-05-15,2.03125
1981-05-18,2.03125
1981-05-19,2.03125
1981-05-20,2.09375
1981-05-21,2.09375
1981-05-22,2.125
1981-05-26,2.125
1981-05-27,2.09375
1981-05-28,2.125
1981-05-29,2.125
1981-06-01,2.125
1981-06-02,2.15625
1981-06-03,2.28125
1981-06-04,2.28125
1981-06-05,2.25
1981-06-08,2.25
1981-06-09,2.25
1981-06-10,2.25
1981-06-11,2.25
1981-06-12,2.28125
1981-06-15,2.3125
1981-06-16,2.3125
1981-06-17,2.3125
1981-06-18,2.3125
1981-06-19,2.28125
1981-06-22,2.28125
1981-06-23,2.28125
1981-06-24,2.28125
1981-06-25,2.25
1981-06-26,2.25
1981-06-29,2.28125
1981-06-30,2.25
1981-07-01,2.21875
1981-07-02,2.1875
1981-07-06,2.15625
1981-07-07,2.15625
1981-07-08,2.09375
1981-07-09,2.0625
1981-07-10,2.0625
1981-07-13,2.0625
1981-07-14,2.0
1981-07-15,2.0
1981-07-16,2.03125
1981-07-17,2.0625
1981-07-20,2.03125
1981-07-21,1.96875
1981-07-22,1.96875
1981-07-23,2.0
1981-07-24,2.03125
1981-07-27,2.0625
1981-07-28,2.125
1981-07-29,2.125
1981-07-30,2.15625
1981-07-31,2.1875
1981-08-03,2.15625
1981-08-04,2.125
1981-08-05,2.15625
1981-08-06,2.15625
1981-08-07,2.125
1981-08-10,2.125
1981-08-11,2.0625
1981-08-12,2.125
1981-08-13,2.125
1981-08-14,2.125
1981-08-17,2.09375
1981-08-18,2.09375
1981-08-19,2.09375
1981-08-20,2.125
1981-08-21,2.15625
1981-08-24,2.15625
1981-08-25,1.96875
1981-08-26,2.03125
1981-08-27,2.03125
1981-08-28,2.03125
1981-08-31,2.03125
1981-09-01,2.0
1981-09-02,2.03125
1981-09-03,2.03125
1981-09-04,2.03125
1981-09-08,2.0
1981-09-09,1.96875
1981-09-10,1.96875
1981-09-11,2.0
1981-09-14,2.0
1981-09-15,2.03125
1981-09-16,2.03125
1981-09-17,1.96875
1981-09-18,1.96875
1981-09-21,1.96875
1981-09-22,1.96875
1981-09-23,1.90625
1981-09-24,1.84375
1981-09-25,1.78125
1981-09-28,1.71875
1981-09-29,1.84375
1981-09-30,1.8125
1981-10-01,1.84375
1981-10-02,1.90625
1981-10-05,1.9375
1981-10-06,1.90625
1981-10-07,1.90625
1981-10-08,1.96875
1981-10-09,2.0
1981-10-12,2.03125
1981-10-13,2.03125
1981-10-14,2.0
1981-10-15,2.0
1981-10-16,2.0
1981-10-19,2.0
1981-10-20,2.03125
1981-10-21,2.0
1981-10-22,1.96875
1981-10-23,1.9375
1981-10-26,1.90625
1981-10-27,1.90625
1981-10-28,1.90625
1981-10-29,1.90625
1981-10-30,1.90625
1981-11-02,1.96875
1981-11-03,1.96875
1981-11-04,1.96875
1981-11-05,1.96875
1981-11-06,1.96875
1981-11-09,2.0
1981-11-10,1.96875
1981-11-11,1.9375
1981-11-12,2.0
1981-11-13,1.96875
1981-11-16,1.96875
1981-11-17,1.96875
1981-11-18,1.96875
1981-11-19,1.96875
1981-11-20,1.90625
1981-11-23,1.84375
1981-11-24,1.84375
1981-11-25,1.9375
1981-11-27,2.0625
1981-11-30,2.0625
1981-12-01,2.0
1981-12-02,2.0
1981-12-03,2.0
1981-12-04,2.03125
1981-12-07,2.0625
1981-12-08,1.96875
1981-12-09,2.03125
1981-12-10,2.0
1981-12-11,2.0
1981-12-14,1.9375
1981-12-15,1.96875
1981-12-16,1.96875
1981-12-17,1.9375
1981-12-18,1.90625
1981-12-21,1.90625
1981-12-22,1.90625
1981-12-23,1.9375
1981-12-24,1.9375
1981-12-28,1.96875
1981-12-29,1.96875
1981-12-30,1.96875
1981-12-31,2.03125
1982-01-04,2.0625
1982-01-05,2.0
1982-01-06,2.03125
1982-01-07,2.09375
1982-01-08,2.09375
1982-01-11,2.09375
1982-01-12,2.0625
1982-01-13,2.0625
1982-01-14,2.09375
1982-01-15,2.125
1982-01-18,2.15625
1982-01-19,2.125
1982-01-20,2.125
1982-01-21,2.15625
1982-01-22,2.1875
1982-01-25,2.15625
1982-01-26,2.1875
1982-01-27,2.1875
1982-01-28,2.28125
1982-01-29,2.28125
1982-02-01,2.1875
1982-02-02,2.1875
1982-02-03,2.21875
1982-02-04,2.21875
1982-02-05,2.28125
1982-02-08,2.25
1982-02-09,2.21875
1982-02-10,2.25
1982-02-11,2.25
1982-02-12,2.21875
1982-02-16,2.1875
1982-02-17,2.25
1982-02-18,2.25
1982-02-19,2.28125
1982-02-22,2.28125
1982-02-23,2.28125
1982-02-24,2.25
1982-02-25,2.28125
1982-02-26,2.28125
1982-03-01,2.25
1982-03-02,2.28125
1982-03-03,2.28125
1982-03-04,2.3125
1982-03-05,2.28125
1982-03-08,2.21875
1982-03-09,2.1875
1982-03-10,2.1875
1982-03-11,2.15625
1982-03-12,2.09375
1982-03-15,2.0625
1982-03-16,2.0625
1982-03-17,2.03125
1982-03-18,2.0625
1982-03-19,2.09375
1982-03-22,2.15625
1982-03-23,2.1875
1982-03-24,2.15625
1982-03-25,2.1875
1982-03-26,2.1875
1982-03-29,2.1875
1982-03-30,2.1875
1982-03-31,2.21875
1982-04-01,2.28125
1982-04-02,2.28125
1982-04-05,2.3125
1982-04-06,2.28125
1982-04-07,2.28125
1982-04-08,2.3125
1982-04-12,2.28125
1982-04-13,2.28125
1982-04-14,2.28125
1982-04-15,2.28125
1982-04-16,2.28125
1982-04-19,2.28125
1982-04-20,2.3125
1982-04-21,2.375
1982-04-22,2.375
1982-04-23,2.34375
1982-04-26,2.375
1982-04-27,2.34375
1982-04-28,2.34375
1982-04-29,2.34375
1982-04-30,2.34375
1982-05-03,2.34375
1982-05-04,2.375
1982-05-05,2.375
1982-05-06,2.4375
1982-05-07,2.46875
1982-05-10,2.4375
1982-05-11,2.4375
1982-05-12,2.4375
1982-05-13,2.40625
1982-05-14,2.3125
1982-05-17,2.34375
1982-05-18,2.34375
1982-05-19,2.34375
1982-05-20,2.34375
1982-05-21,2.3125
1982-05-24,2.3125
1982-05-25,2.34375
1982-05-26,2.3125
1982-05-27,2.3125
1982-05-28,2.28125
1982-06-01,2.25
1982-06-02,2.21875
1982-06-03,2.21875
1982-06-04,2.21875
1982-06-07,2.15625
1982-06-08,2.15625
1982-06-09,2.125
1982-06-10,2.09375
1982-06-11,2.15625
1982-06-14,2.125
1982-06-15,2.09375
1982-06-16,2.0625
1982-06-17,2.0625
1982-06-18,2.03125
1982-06-21,2.03125
1982-06-22,2.03125
1982-06-23,2.03125
1982-06-24,2.0625
1982-06-25,2.0625
1982-06-28,2.0625
1982-06-29,2.0625
1982-06-30,2.0625
1982-07-01,2.0625
1982-07-02,2.03125
1982-07-06,2.03125
1982-07-07,2.03125
1982-07-08,2.03125
1982-07-09,2.0625
1982-07-12,2.09375
1982-07-13,2.09375
1982-07-14,2.09375
1982-07-15,2.09375
1982-07-16,2.09375
1982-07-19,2.125
1982-07-20,2.15625
1982-07-21,2.15625
1982-07-22,2.15625
1982-07-23,2.21875
1982-07-26,2.21875
1982-07-27,2.21875
1982-07-28,2.1875
1982-07-29,2.15625
1982-07-30,2.1875
1982-08-02,2.1875
1982-08-03,2.21875
1982-08-04,2.1875
1982-08-05,2.15625
1982-08-06,2.125
1982-08-09,2.09375
1982-08-10,2.09375
1982-08-11,2.0625
1982-08-12,2.0625
1982-08-13,2.09375
1982-08-16,2.09375
1982-08-17,2.125
1982-08-18,2.15625
1982-08-19,2.25
1982-08-20,2.28125
1982-08-23,2.28125
1982-08-24,2.28125
1982-08-25,2.28125
1982-08-26,2.3125
1982-08-27,2.28125
1982-08-30,2.21875
1982-08-31,2.25
1982-09-01,2.25
1982-09-02,2.3125
1982-09-03,2.3125
1982-09-07,2.28125
1982-09-08,2.25
1982-09-09,2.25
1982-09-10,2.21875
1982-09-13,2.21875
1982-09-14,2.25
1982-09-15,2.25
1982-09-16,2.25
1982-09-17,2.28125
1982-09-20,2.28125
1982-09-21,2.3125
1982-09-22,2.375
1982-09-23,2.34375
1982-09-24,2.34375
1982-09-27,2.28125
1982-09-28,2.28125
1982-09-29,2.28125
1982-09-30,2.28125
1982-10-01,2.28125
1982-10-04,2.28125
1982-10-05,2.28125
1982-10-06,2.375
1982-10-07,2.375
1982-10-08,2.40625
1982-10-11,2.5
1982-10-12,2.5
1982-10-13,2.53125
1982-10-14,2.5
1982-10-15,2.46875
1982-10-18,2.5
1982-10-19,2.53125
1982-10-20,2.5625
1982-10-21,2.5625
1982-10-22,2.5625
1982-10-25,2.5
1982-10-26,2.46875
1982-10-27,2.53125
1982-10-28,2.5
1982-10-29,2.5
1982-11-01,2.5625
1982-11-02,2.625
1982-11-03,2.65625
1982-11-04,2.625
1982-11-05,2.625
1982-11-08,2.53125
1982-11-09,2.59375
1982-11-10,2.59375
1982-11-11,2.5625
1982-11-12,2.5625
1982-11-15,2.53125
1982-11-16,2.53125
1982-11-17,2.4375
1982-11-18,2.375
1982-11-19,2.40625
1982-11-22,2.4375
1982-11-23,2.40625
1982-11-24,2.46875
1982-11-26,2.40625
1982-11-29,2.375
1982-11-30,2.375
1982-12-01,2.4375
1982-12-02,2.5
1982-12-03,2.5625
1982-12-06,2.65625
1982-12-07,2.6875
1982-12-08,2.65625
1982-12-09,2.625
1982-12-10,2.5625
1982-12-13,2.53125
1982-12-14,2.59375
1982-12-15,2.5
1982-12-16,2.53125
1982-12-17,2.5625
1982-12-20,2.53125
1982-12-21,2.53125
1982-12-22,2.53125
1982-12-23,2.5625
1982-12-27,2.625
1982-12-28,2.59375
1982-12-29,2.59375
1982-12-30,2.5625
1982-12-31,2.59375
1983-01-03,2.625
1983-01-04,2.65625
1983-01-05,2.75
1983-01-06,2.875
1983-01-07,2.875
1983-01-10,3.0
1983-01-11,3.03125
1983-01-12,3.03125
1983-01-13,3.03125
1983-01-14,2.90625
1983-01-17,2.90625
1983-01-18,2.8125
1983-01-19,2.78125
1983-01-20,2.8125
1983-01-21,2.78125
1983-01-24,2.71875
1983-01-25,2.8125
1983-01-26,2.875
1983-01-27,2.90625
1983-01-28,3.03125
1983-01-31,3.0625
1983-02-01,3.03125
1983-02-02,3.03125
1983-02-03,3.03125
1983-02-04,3.03125
1983-02-07,3.21875
1983-02-08,3.09375
1983-02-09,3.1875
1983-02-10,3.1875
1983-02-11,3.1875
1983-02-14,3.21875
1983-02-15,3.3125
1983-02-16,3.375
1983-02-17,3.375
1983-02-18,3.375
1983-02-22,3.34375
1983-02-23,3.28125
1983-02-24,3.34375
1983-02-25,3.34375
1983-02-28,3.25
1983-03-01,3.25
1983-03-02,3.25
1983-03-03,3.28125
1983-03-04,3.3125
1983-03-07,3.4375
1983-03-08,3.40625
1983-03-09,3.53125
1983-03-10,3.65625
1983-03-11,3.65625
1983-03-14,3.71875
1983-03-15,3.65625
1983-03-16,3.65625
1983-03-17,3.65625
1983-03-18,3.65625
1983-03-21,3.625
1983-03-22,3.71875
1983-03-23,3.90625
1983-03-24,4.0625
1983-03-25,4.0625
1983-03-28,3.9375
1983-03-29,3.9375
1983-03-30,3.96875
1983-03-31,3.96875
1983-04-04,3.96875
1983-04-05,4.09375
1983-04-06,4.125
1983-04-07,4.15625
1983-04-08,4.1875
1983-04-11,4.375
1983-04-12,4.5
1983-04-13,4.40625
1983-04-14,4.28125
1983-04-15,4.375
1983-04-18,4.34375
1983-04-19,4.15625
1983-04-20,4.1875
1983-04-21,4.15625
1983-04-22,4.15625
1983-04-25,4.25
1983-04-26,4.25
1983-04-27,4.1875
1983-04-28,4.15625
1983-04-29,4.21875
1983-05-02,4.15625
1983-05-03,4.0625
1983-05-04,4.0
1983-05-05,4.03125
1983-05-06,4.1875
1983-05-09,4.15625
1983-05-10,4.125
1983-05-11,4.1875
1983-05-12,4.1875
1983-05-13,4.28125
1983-05-16,4.15625
1983-05-17,4.21875
1983-05-18,4.3125
1983-05-19,4.0
1983-05-20,4.125
1983-05-23,4.15625
1983-05-24,4.21875
1983-05-25,4.25
1983-05-26,4.1875
1983-05-27,4.15625
1983-05-31,4.0625
1983-06-01,3.96875
1983-06-02,4.0625
1983-06-03,4.0625
1983-06-06,4.0
1983-06-07,4.0625
1983-06-08,4.3125
1983-06-09,4.4375
1983-06-10,4.40625
1983-06-13,4.59375
1983-06-14,4.53125
1983-06-15,4.46875
1983-06-16,4.53125
1983-06-17,4.53125
1983-06-20,4.65625
1983-06-21,4.78125
1983-06-22,4.875
1983-06-23,4.78125
1983-06-24,4.75
1983-06-27,4.6875
1983-06-28,4.46875
1983-06-29,4.53125
1983-06-30,4.53125
1983-07-01,4.5
1983-07-05,4.40625
1983-07-06,4.46875
1983-07-07,4.5
1983-07-08,4.4375
1983-07-11,4.4375
1983-07-12,4.25
1983-07-13,4.25
1983-07-14,4.3125
1983-07-15,4.21875
1983-07-18,4.21875
1983-07-19,4.28125
1983-07-20,4.40625
1983-07-21,4.4375
1983-07-22,4.625
1983-07-25,4.65625
1983-07-26,4.65625
1983-07-27,4.5625
1983-07-28,4.5625
1983-07-29,4.25
1983-08-01,4.21875
1983-08-02,4.3125
1983-08-03,4.3125
1983-08-04,4.21875
1983-08-05,4.21875
1983-08-08,4.125
1983-08-09,4.125
1983-08-10,4.09375
1983-08-11,4.0625
1983-08-12,4.09375
1983-08-15,4.1875
1983-08-16,4.15625
1983-08-17,4.15625
1983-08-18,3.9375
1983-08-19,3.90625
1983-08-22,3.90625
1983-08-23,3.78125
1983-08-24,3.75
1983-08-25,3.59375
1983-08-26,3.78125
1983-08-29,3.78125
1983-08-30,3.96875
1983-08-31,4.125
1983-09-01,4.0625
1983-09-02,4.09375
1983-09-06,4.21875
1983-09-07,4.125
1983-09-08,4.0625
1983-09-09,4.0625
1983-09-12,4.0625
1983-09-13,3.96875
1983-09-14,3.96875
1983-09-15,3.875
1983-09-16,4.0
1983-09-19,4.125
1983-09-20,4.0625
1983-09-21,4.03125
1983-09-22,4.125
1983-09-23,4.0625
1983-09-26,4.09375
1983-09-27,4.0
1983-09-28,3.90625
1983-09-29,3.9375
1983-09-30,3.9375
1983-10-03,3.90625
1983-10-04,4.0
1983-10-05,4.0
1983-10-06,4.03125
1983-10-07,4.03125
1983-10-10,4.03125
1983-10-11,3.9375
1983-10-12,3.9375
1983-10-13,3.9375
1983-10-14,3.90625
1983-10-17,3.96875
1983-10-18,3.9375
1983-10-19,3.96875
1983-10-20,4.09375
1983-10-21,4.0
1983-10-24,3.9375
1983-10-25,3.9375
1983-10-26,3.84375
1983-10-27,3.84375
1983-10-28,3.84375
1983-10-31,3.84375
1983-11-01,3.71875
1983-11-02,3.59375
1983-11-03,3.59375
1983-11-04,3.59375
1983-11-07,3.53125
1983-11-08,3.34375
1983-11-09,3.46875
1983-11-10,3.5
1983-11-11,3.65625
1983-11-14,3.71875
1983-11-15,3.65625
1983-11-16,3.5
1983-11-17,3.28125
1983-11-18,3.375
1983-11-21,3.5
1983-11-22,3.5
1983-11-23,3.5
1983-11-25,3.53125
1983-11-28,3.59375
1983-11-29,3.65625
1983-11-30,3.59375
1983-12-01,3.5625
1983-12-02,3.53125
1983-12-05,3.46875
1983-12-06,3.4375
1983-12-07,3.40625
1983-12-08,3.3125
1983-12-09,3.28125
1983-12-12,3.34375
1983-12-13,3.34375
1983-12-14,3.34375
1983-12-15,3.34375
1983-12-16,3.375
1983-12-19,3.4375
1983-12-20,3.5
1983-12-21,3.53125
1983-12-22,3.5625
1983-12-23,3.59375
1983-12-27,3.625
1983-12-28,3.59375
1983-12-29,3.59375
1983-12-30,3.59375
1984-01-03,3.6875
1984-01-04,3.9375
1984-01-05,4.0
1984-01-06,3.90625
1984-01-09,3.875
1984-01-10,3.84375
1984-01-11,3.78125
1984-01-12,3.8125
1984-01-13,3.65625
1984-01-16,3.59375
1984-01-17,3.625
1984-01-18,3.78125
1984-01-19,3.78125
1984-01-20,3.78125
1984-01-23,3.71875
1984-01-24,3.6875
1984-01-25,3.6875
1984-01-26,3.75
1984-01-27,3.6875
1984-01-30,3.6875
1984-01-31,3.71875
1984-02-01,3.71875
1984-02-02,3.71875
1984-02-03,3.71875
1984-02-06,3.65625
1984-02-07,3.625
1984-02-08,3.5625
1984-02-09,3.46875
1984-02-10,3.46875
1984-02-13,3.3125
1984-02-14,3.4375
1984-02-15,3.4375
1984-02-16,3.5
1984-02-17,3.625
1984-02-21,3.59375
1984-02-22,3.59375
1984-02-23,3.5625
1984-02-24,3.8125
1984-02-27,3.96875
1984-02-28,3.8125
1984-02-29,3.90625
1984-03-01,3.9375
1984-03-02,3.9375
1984-03-05,3.90625
1984-03-06,3.96875
1984-03-07,4.03125
1984-03-08,4.21875
1984-03-09,4.125
1984-03-12,4.09375
1984-03-13,4.0625
1984-03-14,4.03125
1984-03-15,4.0
1984-03-16,4.03125
1984-03-19,3.875
1984-03-20,3.96875
1984-03-21,3.90625
1984-03-22,3.875
1984-03-23,3.90625
1984-03-26,3.9375
1984-03-27,4.0
1984-03-28,4.15625
1984-03-29,4.125
1984-03-30,4.1875
1984-04-02,4.1875
1984-04-03,4.15625
1984-04-04,4.15625
1984-04-05,4.0625
1984-04-06,4.0
1984-04-09,4.03125
1984-04-10,4.03125
1984-04-11,4.0
1984-04-12,4.09375
1984-04-13,4.0625
1984-04-16,4.0625
1984-04-17,4.0625
1984-04-18,4.0
1984-04-19,4.0
1984-04-23,3.96875
1984-04-24,3.96875
1984-04-25,3.96875
1984-04-26,4.09375
1984-04-27,3.625
1984-04-30,3.59375
1984-05-01,3.625
1984-05-02,3.65625
1984-05-03,3.71875
1984-05-04,3.78125
1984-05-07,3.78125
1984-05-08,3.78125
1984-05-09,3.78125
1984-05-10,3.78125
1984-05-11,3.71875
1984-05-14,3.75
1984-05-15,3.8125
1984-05-16,3.90625
1984-05-17,3.84375
1984-05-18,3.78125
1984-05-21,3.75
1984-05-22,3.71875
1984-05-23,3.71875
1984-05-24,3.59375
1984-05-25,3.5625
1984-05-29,3.53125
1984-05-30,3.5
1984-05-31,3.5
1984-06-01,3.625
1984-06-04,3.71875
1984-06-05,3.65625
1984-06-06,3.6875
1984-06-07,3.59375
1984-06-08,3.59375
1984-06-11,3.59375
1984-06-12,3.5625
1984-06-13,3.5625
1984-06-14,3.5
1984-06-15,3.5
1984-06-18,3.5625
1984-06-19,3.53125
1984-06-20,3.53125
1984-06-21,3.5
1984-06-22,3.53125
1984-06-25,3.5
1984-06-26,3.53125
1984-06-27,3.5625
1984-06-28,3.65625
1984-06-29,3.71875
1984-07-02,3.6875
1984-07-03,3.65625
1984-07-05,3.65625
1984-07-06,3.625
1984-07-09,3.65625
1984-07-10,3.59375
1984-07-11,3.5
1984-07-12,3.46875
1984-07-13,3.5625
1984-07-16,3.53125
1984-07-17,3.5
1984-07-18,3.40625
1984-07-19,3.375
1984-07-20,3.34375
1984-07-23,3.21875
1984-07-24,3.21875
1984-07-25,3.28125
1984-07-26,3.3125
1984-07-27,3.3125
1984-07-30,3.3125
1984-07-31,3.34375
1984-08-01,3.4375
1984-08-02,3.5625
1984-08-03,3.75
1984-08-06,3.6875
1984-08-07,3.65625
1984-08-08,3.6875
1984-08-09,3.78125
1984-08-10,3.78125
1984-08-13,3.75
1984-08-14,3.78125
1984-08-15,3.75
1984-08-16,3.8125
1984-08-17,3.8125
1984-08-20,3.8125
1984-08-21,3.8125
1984-08-22,3.8125
1984-08-23,3.875
1984-08-24,3.875
1984-08-27,3.8125
1984-08-28,3.875
1984-08-29,3.84375
1984-08-30,3.875
1984-08-31,3.875
1984-09-04,3.84375
1984-09-05,3.84375
1984-09-06,3.875
1984-09-07,3.84375
1984-09-10,3.8125
1984-09-11,3.84375
1984-09-12,3.875
1984-09-13,3.9375
1984-09-14,4.0
1984-09-17,3.9375
1984-09-18,3.96875
1984-09-19,3.90625
1984-09-20,3.84375
1984-09-21,3.84375
1984-09-24,3.84375
1984-09-25,3.78125
1984-09-26,3.875
1984-09-27,3.9375
1984-09-28,3.875
1984-10-01,3.84375
1984-10-02,3.84375
1984-10-03,3.84375
1984-10-04,3.84375
1984-10-05,3.9375
1984-10-08,3.90625
1984-10-09,3.875
1984-10-10,3.8125
1984-10-11,3.84375
1984-10-12,3.84375
1984-10-15,3.875
1984-10-16,3.84375
1984-10-17,3.84375
1984-10-18,3.90625
1984-10-19,4.0
1984-10-22,4.03125
1984-10-23,4.0625
1984-10-24,4.1875
1984-10-25,4.1875
1984-10-26,4.125
1984-10-29,4.125
1984-10-30,4.21875
1984-10-31,4.15625
1984-11-01,4.25
1984-11-02,4.25
1984-11-05,4.1875
1984-11-06,4.125
1984-11-07,4.15625
1984-11-08,4.15625
1984-11-09,4.1875
1984-11-12,4.21875
1984-11-13,4.1875
1984-11-14,4.15625
1984-11-15,4.0625
1984-11-16,4.03125
1984-11-19,3.90625
1984-11-20,3.9375
1984-11-21,3.90625
