Date,BK
1973-05-03,1.4906190000000001
1973-05-04,1.4906190000000001
1973-05-07,1.4906190000000001
1973-05-08,1.4795770000000001
1973-05-09,1.5016610000000001
1973-05-10,1.5016610000000001
1973-05-11,1.5016610000000001
1973-05-14,1.4906190000000001
1973-05-15,1.4795770000000001
1973-05-16,1.4795770000000001
1973-05-17,1.4906190000000001
1973-05-18,1.4906190000000001
1973-05-21,1.468536
1973-05-22,1.4795770000000001
1973-05-23,1.4906190000000001
1973-05-24,1.5016610000000001
1973-05-25,1.512702
1973-05-29,1.5016610000000001
1973-05-30,1.5016610000000001
1973-05-31,1.512702
1973-06-01,1.4906190000000001
1973-06-04,1.4795770000000001
1973-06-05,1.4795770000000001
1973-06-06,1.4795770000000001
1973-06-07,1.4906190000000001
1973-06-08,1.4906190000000001
1973-06-11,1.512702
1973-06-12,1.512702
1973-06-13,1.5016610000000001
1973-06-14,1.5016610000000001
1973-06-15,1.5016610000000001
1973-06-18,1.4906190000000001
1973-06-19,1.5016610000000001
1973-06-20,1.512702
1973-06-21,1.5016610000000001
1973-06-22,1.5016610000000001
1973-06-25,1.5016610000000001
1973-06-26,1.5016610000000001
1973-06-27,1.5016610000000001
1973-06-28,1.5016610000000001
1973-06-29,1.5016610000000001
1973-07-02,1.512702
1973-07-03,1.512702
1973-07-05,1.512702
1973-07-06,1.512702
1973-07-09,1.523744
1973-07-10,1.523744
1973-07-11,1.523744
1973-07-12,1.534786
1973-07-13,1.523744
1973-07-16,1.523744
1973-07-17,1.5016610000000001
1973-07-18,1.4795770000000001
1973-07-19,1.4906190000000001
1973-07-20,1.468536
1973-07-23,1.5016610000000001
1973-07-24,1.4906190000000001
1973-07-25,1.5016610000000001
1973-07-26,1.5016610000000001
1973-07-27,1.4906190000000001
1973-07-30,1.4906190000000001
1973-07-31,1.4906190000000001
1973-08-01,1.4906190000000001
1973-08-02,1.4906190000000001
1973-08-03,1.4906190000000001
1973-08-06,1.5016610000000001
1973-08-07,1.5016610000000001
1973-08-08,1.4906190000000001
1973-08-09,1.4906190000000001
1973-08-10,1.4906190000000001
1973-08-13,1.4906190000000001
1973-08-14,1.4795770000000001
1973-08-15,1.4795770000000001
1973-08-16,1.451973
1973-08-17,1.4906190000000001
1973-08-20,1.4795770000000001
1973-08-21,1.468536
1973-08-22,1.418849
1973-08-23,1.396765
1973-08-24,1.418849
1973-08-27,1.418849
1973-08-28,1.4298899999999999
1973-08-29,1.4298899999999999
1973-08-30,1.451973
1973-08-31,1.4409319999999999
1973-09-04,1.451973
1973-09-05,1.451973
1973-09-06,1.468536
1973-09-07,1.451973
1973-09-10,1.451973
1973-09-11,1.451973
1973-09-12,1.468536
1973-09-13,1.468536
1973-09-14,1.451973
1973-09-17,1.451973
1973-09-18,1.451973
1973-09-19,1.451973
1973-09-20,1.451973
1973-09-21,1.451973
1973-09-24,1.451973
1973-09-25,1.451973
1973-09-26,1.463015
1973-09-27,1.5016610000000001
1973-09-28,1.512702
1973-10-01,1.512702
1973-10-02,1.523744
1973-10-03,1.545827
1973-10-04,1.5899940000000001
1973-10-05,1.5955139999999999
1973-10-08,1.5955139999999999
1973-10-09,1.6175979999999999
1973-10-10,1.6065559999999999
1973-10-11,1.5955139999999999
1973-10-12,1.6065559999999999
1973-10-15,1.5955139999999999
1973-10-16,1.5789520000000001
1973-10-17,1.5899940000000001
