Date,MC
2014-04-16,26.15
2014-04-17,26.09
2014-04-21,25.950001
2014-04-22,26.25
2014-04-23,26.879998999999998
2014-04-24,27.77
2014-04-25,26.959999
2014-04-28,27.0
2014-04-29,26.950001
2014-04-30,26.559998999999998
2014-05-01,26.73
2014-05-02,26.870001000000002
2014-05-05,26.67
2014-05-06,26.440001000000002
2014-05-07,26.73
2014-05-08,26.290001
2014-05-09,27.549999
2014-05-12,28.0
2014-05-13,29.5
2014-05-14,29.23
2014-05-15,29.15
2014-05-16,29.25
2014-05-19,29.98
2014-05-20,29.709999
2014-05-21,30.1
2014-05-22,30.299999
2014-05-23,30.24
2014-05-27,30.370001000000002
2014-05-28,30.280001000000002
2014-05-29,30.43
2014-05-30,31.459999
2014-06-02,31.280001000000002
2014-06-03,32.200001
2014-06-04,32.279999
2014-06-05,32.41
2014-06-06,32.759997999999996
2014-06-09,33.509997999999996
2014-06-10,33.330002
2014-06-11,33.32
2014-06-12,34.240002000000004
2014-06-13,34.099998
2014-06-16,34.07
2014-06-17,34.099998
2014-06-18,33.610001000000004
2014-06-19,33.810001
2014-06-20,34.330002
2014-06-23,35.529999
2014-06-24,34.990002000000004
2014-06-25,34.369999
2014-06-26,34.549999
2014-06-27,33.200001
2014-06-30,33.610001000000004
2014-07-01,33.599998
2014-07-02,33.709998999999996
2014-07-03,33.630001
2014-07-07,32.709998999999996
2014-07-08,31.35
2014-07-09,30.85
2014-07-10,30.610001
2014-07-11,30.32
2014-07-14,30.42
2014-07-15,30.629998999999998
2014-07-16,30.83
2014-07-17,30.559998999999998
2014-07-18,31.469998999999998
2014-07-21,32.860001000000004
2014-07-22,33.610001000000004
2014-07-23,33.900002
2014-07-24,34.580002
2014-07-25,33.810001
2014-07-28,33.099998
2014-07-29,32.759997999999996
2014-07-30,34.080002
2014-07-31,34.060001
2014-08-01,34.049999
2014-08-04,34.16
2014-08-05,33.919998
2014-08-06,33.959998999999996
2014-08-07,33.82
2014-08-08,34.009997999999996
2014-08-11,34.080002
2014-08-12,34.240002000000004
2014-08-13,35.060001
2014-08-14,34.860001000000004
2014-08-15,34.959998999999996
2014-08-18,34.869999
2014-08-19,34.360001000000004
2014-08-20,33.490002000000004
2014-08-21,34.049999
2014-08-22,34.07
2014-08-25,34.240002000000004
2014-08-26,34.919998
2014-08-27,35.060001
2014-08-28,35.16
2014-08-29,36.290001000000004
2014-09-02,35.900002
2014-09-03,35.150002
2014-09-04,34.970001
2014-09-05,35.119999
2014-09-08,34.77
2014-09-09,34.150002
2014-09-10,34.18
2014-09-11,35.16
2014-09-12,34.830002
2014-09-15,33.93
2014-09-16,34.580002
2014-09-17,35.099998
2014-09-18,35.57
2014-09-19,35.049999
2014-09-22,34.139998999999996
2014-09-23,34.200001
2014-09-24,34.299999
2014-09-25,34.119999
2014-09-26,34.240002000000004
2014-09-29,33.779999
2014-09-30,34.150002
2014-10-01,33.98
2014-10-02,34.470001
2014-10-03,34.360001000000004
2014-10-06,33.860001000000004
2014-10-07,33.240002000000004
2014-10-08,33.66
2014-10-09,31.889999
2014-10-10,31.040001
2014-10-13,30.879998999999998
2014-10-14,31.52
2014-10-15,30.790001
2014-10-16,30.9
2014-10-17,30.709999
2014-10-20,30.190001000000002
2014-10-21,30.309998999999998
2014-10-22,30.139999
2014-10-23,30.120001000000002
2014-10-24,31.27
2014-10-27,31.08
2014-10-28,30.790001
2014-10-29,31.33
2014-10-30,33.5
2014-10-31,34.16
2014-11-03,34.599998
2014-11-04,34.599998
2014-11-05,34.150002
2014-11-06,33.349998
2014-11-07,34.349998
2014-11-10,33.419998
2014-11-11,34.950001
2014-11-12,34.34
2014-11-13,35.09
2014-11-14,35.009997999999996
2014-11-17,34.220001
2014-11-18,31.860001
2014-11-19,31.24
2014-11-20,31.25
2014-11-21,31.84
2014-11-24,32.130001
2014-11-25,32.369999
2014-11-26,32.470001
2014-11-28,32.23
2014-12-01,31.77
2014-12-02,32.5
2014-12-03,33.549999
2014-12-04,33.52
2014-12-05,34.040001000000004
2014-12-08,34.82
2014-12-09,34.580002
2014-12-10,34.200001
2014-12-11,33.950001
2014-12-12,33.02
2014-12-15,32.869999
2014-12-16,32.77
2014-12-17,33.419998
2014-12-18,34.349998
2014-12-19,34.360001000000004
2014-12-22,34.490002000000004
2014-12-23,35.169998
2014-12-24,35.259997999999996
2014-12-26,35.040001000000004
2014-12-29,34.119999
2014-12-30,34.419998
2014-12-31,34.93
2015-01-02,35.279999
2015-01-05,34.310001
2015-01-06,33.470001
2015-01-07,33.560001
2015-01-08,33.209998999999996
2015-01-09,33.490002000000004
2015-01-12,33.639998999999996
2015-01-13,33.150002
2015-01-14,32.610001000000004
2015-01-15,31.959999
2015-01-16,31.5
2015-01-20,31.549999
2015-01-21,31.0
2015-01-22,32.02
2015-01-23,33.130001
2015-01-26,33.220001
2015-01-27,33.189999
2015-01-28,32.91
2015-01-29,32.610001000000004
2015-01-30,31.0
2015-02-02,30.379998999999998
2015-02-03,30.889999
2015-02-04,31.049999
2015-02-05,31.99
2015-02-06,29.74
2015-02-09,29.940001000000002
2015-02-10,30.540001
2015-02-11,30.27
2015-02-12,30.27
2015-02-13,30.790001
2015-02-17,30.48
2015-02-18,30.799999
2015-02-19,31.379998999999998
2015-02-20,31.67
2015-02-23,31.25
2015-02-24,32.200001
2015-02-25,31.950001
2015-02-26,32.279999
2015-02-27,32.18
2015-03-02,32.279999
2015-03-03,32.25
2015-03-04,31.27
2015-03-05,30.85
2015-03-06,30.84
2015-03-09,30.469998999999998
2015-03-10,29.83
2015-03-11,31.35
