Date,HTZ
2016-07-01,38.114681
2016-07-05,38.297134
2016-07-06,37.8106
2016-07-07,37.784534
2016-07-08,41.615986
2016-07-11,42.536926
2016-07-12,43.874893
2016-07-13,43.553432
2016-07-14,43.883579
2016-07-15,44.092094
2016-07-18,44.317986
2016-07-19,43.761948
2016-07-20,44.526497
2016-07-21,44.413555
2016-07-22,45.282364
2016-07-25,45.655952
2016-07-26,45.708079999999995
2016-07-27,43.727191999999995
2016-07-28,43.2841
2016-07-29,42.293659000000005
2016-08-01,40.556038
2016-08-02,38.601215
2016-08-03,39.131190999999994
2016-08-04,40.330147
2016-08-05,40.608166
2016-08-08,41.103390000000005
2016-08-09,39.061684
2016-08-10,38.870548
2016-08-11,39.40052
2016-08-12,40.642918
2016-08-15,42.423981
2016-08-16,43.397045
2016-08-17,43.058208
2016-08-18,44.587315000000004
2016-08-19,44.309296
2016-08-22,44.257168
2016-08-23,44.526497
2016-08-24,44.039967
2016-08-25,44.005215
2016-08-26,43.944396999999995
2016-08-29,43.970459000000005
2016-08-30,43.18853
2016-08-31,42.797565000000006
2016-09-01,42.771503
2016-09-02,43.084274
2016-09-06,43.049521999999996
2016-09-07,43.909645000000005
2016-09-08,44.978279
2016-09-09,43.014771
2016-09-12,43.709816
2016-09-13,41.781059
2016-09-14,41.294525
2016-09-15,41.737621000000004
2016-09-16,42.762814
2016-09-19,41.754996999999996
2016-09-20,40.625541999999996
2016-09-21,40.868809000000006
2016-09-22,41.537791999999996
2016-09-23,40.399651
2016-09-26,40.121632
2016-09-27,36.099045000000004
2016-09-28,34.986969
2016-09-29,33.709816
2016-09-30,34.891399
2016-10-03,34.430931
2016-10-04,34.326671999999995
2016-10-05,34.456993
2016-10-06,33.718506
2016-10-07,31.928757
2016-10-10,32.180714
2016-10-11,31.181581
2016-10-12,30.364901
2016-10-13,29.35708
2016-10-14,29.105125
2016-10-17,29.018246
2016-10-18,29.122501
2016-10-19,28.583839
2016-10-20,28.192875
2016-10-21,28.618593
2016-10-24,29.278889000000003
2016-10-25,29.530842
2016-10-26,29.600347999999997
2016-10-27,29.252823
2016-10-28,29.322328999999996
2016-10-31,28.801043
2016-11-01,28.549088
2016-11-02,28.105995
2016-11-03,29.052998
2016-11-04,28.94874
2016-11-07,31.05126
2016-11-08,24.066029
2016-11-09,24.335361
2016-11-10,24.735014000000003
2016-11-11,24.326672
2016-11-14,24.326672
2016-11-15,23.709818
2016-11-16,22.971329
2016-11-17,21.841877
2016-11-18,21.920069
2016-11-21,22.450043
2016-11-22,22.780191000000002
2016-11-23,22.728061999999998
2016-11-25,22.493484
2016-11-28,22.00695
2016-11-29,21.659426
2016-11-30,21.876629
2016-12-01,21.381407
2016-12-02,21.268463
2016-12-05,21.728931
2016-12-06,21.841877
2016-12-07,21.798435
2016-12-08,20.903563000000002
2016-12-09,21.007820000000002
2016-12-12,19.748045
2016-12-13,21.833189
2016-12-14,20.017376000000002
2016-12-15,19.331017000000003
2016-12-16,19.695917
2016-12-19,19.617723
2016-12-20,19.374456
2016-12-21,19.504777999999998
2016-12-22,19.061685999999998
2016-12-23,19.087749
2016-12-27,18.931364000000002
2016-12-28,18.5404
2016-12-29,18.592527
2016-12-30,18.731537
2017-01-03,19.565596
2017-01-04,20.529974
2017-01-05,20.382277
2017-01-06,20.234579
2017-01-09,19.774109
2017-01-10,19.49609
2017-01-11,19.643787
2017-01-12,19.165943
2017-01-13,19.009558
2017-01-17,18.740226999999997
2017-01-18,18.297132
2017-01-19,18.036489000000003
2017-01-20,18.253693
2017-01-23,18.184186999999998
2017-01-24,18.114683
2017-01-25,18.470896
2017-01-26,18.314508
2017-01-27,18.609904999999998
2017-01-30,18.218941
2017-01-31,18.218941
2017-02-01,18.271069
2017-02-02,17.984362
2017-02-03,18.549088
2017-02-06,17.932232
2017-02-07,17.176369
2017-02-08,17.185057
2017-02-09,17.793222
2017-02-10,17.749782999999997
2017-02-13,17.715031
2017-02-14,18.297132
2017-02-15,19.609035000000002
2017-02-16,18.818419
2017-02-17,17.376194
2017-02-21,17.39357
2017-02-22,17.35013
2017-02-23,17.454388
2017-02-24,17.35013
