Date,TAP
1975-10-14,15.0625
1975-10-15,15.25
1975-10-16,15.0625
1975-10-17,14.0
1975-10-20,14.1875
1975-10-21,13.625
1975-10-22,13.75
1975-10-23,14.375
1975-10-24,14.0
1975-10-27,14.0
1975-10-28,14.25
1975-10-29,13.625
1975-10-30,13.3125
1975-10-31,13.375
1975-11-03,13.0
1975-11-04,12.625
1975-11-05,12.4375
1975-11-06,12.375
1975-11-07,11.625
1975-11-10,12.125
1975-11-11,12.0
1975-11-12,13.0625
1975-11-13,12.625
1975-11-14,12.6875
1975-11-17,12.6875
1975-11-18,12.3125
1975-11-19,12.0625
1975-11-20,12.0625
1975-11-21,12.3125
1975-11-24,12.4375
1975-11-25,12.25
1975-11-26,12.625
1975-11-28,12.4375
1975-12-01,12.375
1975-12-02,12.25
1975-12-03,12.0625
1975-12-04,11.6875
1975-12-05,11.25
1975-12-08,11.1875
1975-12-09,11.0625
1975-12-10,11.75
1975-12-11,11.8125
1975-12-12,11.8125
1975-12-15,11.6875
1975-12-16,11.9375
1975-12-17,12.0625
1975-12-18,12.25
1975-12-19,12.1875
1975-12-22,12.375
1975-12-23,12.4375
1975-12-24,12.4375
1975-12-26,12.75
1975-12-29,12.6875
1975-12-30,12.625
1975-12-31,12.75
1976-01-02,12.6875
1976-01-05,12.375
1976-01-06,12.375
1976-01-07,12.875
1976-01-08,13.375
1976-01-09,13.1875
1976-01-12,12.8125
1976-01-13,12.625
1976-01-14,12.625
1976-01-15,12.6875
1976-01-16,12.875
1976-01-19,12.875
1976-01-20,12.8125
1976-01-21,13.0
1976-01-22,12.8125
1976-01-23,12.875
1976-01-26,12.875
1976-01-27,12.6875
1976-01-28,12.4375
1976-01-29,12.8125
1976-01-30,13.25
1976-02-02,13.0625
1976-02-03,13.0
1976-02-04,13.125
1976-02-05,13.0625
1976-02-06,13.0625
1976-02-09,13.875
1976-02-10,14.25
1976-02-11,14.1875
1976-02-12,14.0
1976-02-13,14.0
1976-02-17,14.3125
1976-02-18,14.75
1976-02-19,14.75
1976-02-20,14.5
1976-02-23,14.25
1976-02-24,13.625
1976-02-25,13.6875
1976-02-26,13.3125
1976-02-27,12.5625
1976-03-01,13.5
1976-03-02,12.8125
1976-03-03,12.875
1976-03-04,13.0
1976-03-05,12.875
1976-03-08,13.3125
1976-03-09,13.375
1976-03-10,13.625
1976-03-11,13.75
1976-03-12,13.75
1976-03-15,13.4375
1976-03-16,13.4375
1976-03-17,13.5
1976-03-18,13.4375
1976-03-19,13.25
1976-03-22,13.25
1976-03-23,13.5625
1976-03-24,13.625
1976-03-25,13.8125
1976-03-26,13.75
1976-03-29,14.0
1976-03-30,13.9375
1976-03-31,13.75
1976-04-01,13.5625
1976-04-02,13.5625
1976-04-05,13.0625
1976-04-06,13.0
1976-04-07,12.9375
1976-04-08,12.875
1976-04-09,12.625
1976-04-12,12.75
1976-04-13,12.9375
1976-04-14,12.9375
1976-04-15,13.0
1976-04-19,13.0625
1976-04-20,13.625
1976-04-21,13.9375
1976-04-22,14.125
1976-04-23,14.0
1976-04-26,13.75
1976-04-27,12.75
1976-04-28,12.8125
1976-04-29,12.875
1976-04-30,12.6875
1976-05-03,12.5625
1976-05-04,12.5625
1976-05-05,12.6875
1976-05-06,12.625
1976-05-07,12.6875
1976-05-10,12.6875
1976-05-11,12.3125
1976-05-12,12.25
1976-05-13,12.1875
1976-05-14,12.1875
1976-05-17,12.0625
1976-05-18,12.0625
1976-05-19,12.125
1976-05-20,12.25
1976-05-21,12.1875
1976-05-24,12.0625
1976-05-25,11.875
1976-05-26,11.75
1976-05-27,11.625
1976-05-28,11.1875
1976-06-01,11.25
1976-06-02,11.6875
1976-06-03,11.6875
1976-06-04,11.5
1976-06-07,11.5
1976-06-08,11.375
1976-06-09,11.25
1976-06-10,11.1875
1976-06-11,11.0
1976-06-14,11.1875
1976-06-15,11.125
1976-06-16,11.375
1976-06-17,11.375
1976-06-18,12.3125
1976-06-21,12.375
1976-06-22,12.1875
1976-06-23,11.875
1976-06-24,12.0
1976-06-25,12.0
1976-06-28,12.0625
1976-06-29,12.1875
1976-06-30,12.125
1976-07-01,12.3125
1976-07-02,12.8125
1976-07-06,13.125
1976-07-07,13.3125
1976-07-08,13.25
1976-07-09,13.625
1976-07-12,13.6875
1976-07-13,13.5
1976-07-14,12.4375
1976-07-15,12.0625
1976-07-16,12.125
1976-07-19,11.9375
1976-07-20,11.9375
1976-07-21,11.9375
1976-07-22,11.9375
1976-07-23,12.0
1976-07-26,11.875
1976-07-27,11.8125
1976-07-28,11.8125
1976-07-29,11.5625
1976-07-30,11.5625
1976-08-02,11.5625
1976-08-03,11.6875
1976-08-04,11.375
1976-08-05,11.0
1976-08-06,11.125
1976-08-09,11.3125
1976-08-10,11.5625
1976-08-11,11.5625
1976-08-12,11.625
1976-08-13,11.5625
1976-08-16,11.625
1976-08-17,11.75
1976-08-18,11.625
1976-08-19,11.5
1976-08-20,11.375
1976-08-23,11.25
1976-08-24,11.25
1976-08-25,11.5625
1976-08-26,11.5625
1976-08-27,11.5
1976-08-30,11.5625
1976-08-31,11.75
1976-09-01,12.1875
1976-09-02,12.1875
1976-09-03,12.3125
1976-09-07,12.25
1976-09-08,12.0625
1976-09-09,11.75
1976-09-10,11.8125
1976-09-13,11.6875
1976-09-14,11.3125
1976-09-15,11.4375
1976-09-16,11.5625
1976-09-17,11.6875
1976-09-20,11.625
1976-09-21,11.5625
1976-09-22,11.625
1976-09-23,11.625
1976-09-24,11.625
1976-09-27,11.5
1976-09-28,11.0
1976-09-29,10.875
1976-09-30,11.0
1976-10-01,10.875
1976-10-04,10.8125
1976-10-05,10.8125
1976-10-06,10.8125
1976-10-07,10.875
1976-10-08,10.8125
1976-10-11,10.625
1976-10-12,10.625
1976-10-13,10.875
1976-10-14,10.875
1976-10-15,11.0625
1976-10-18,11.125
1976-10-19,11.1875
1976-10-20,11.1875
1976-10-21,11.1875
1976-10-22,11.125
1976-10-25,11.125
1976-10-26,11.125
1976-10-27,11.0625
1976-10-28,11.0625
1976-10-29,11.0625
1976-11-01,10.9375
1976-11-03,10.75
1976-11-04,10.375
1976-11-05,9.875
1976-11-08,9.875
1976-11-09,9.8125
1976-11-10,9.6875
1976-11-11,9.75
1976-11-12,9.8125
1976-11-15,9.9375
1976-11-16,9.9375
1976-11-17,10.0625
1976-11-18,10.25
1976-11-19,10.0
1976-11-22,9.875
1976-11-23,9.625
1976-11-24,9.6875
1976-11-26,9.6875
1976-11-29,9.5625
1976-11-30,9.625
1976-12-01,9.75
1976-12-02,9.75
1976-12-03,10.0625
1976-12-06,9.75
1976-12-07,9.8125
1976-12-08,9.75
1976-12-09,9.875
1976-12-10,10.0
1976-12-13,9.875
1976-12-14,9.875
1976-12-15,9.9375
1976-12-16,10.25
1976-12-17,9.8125
1976-12-20,9.6875
1976-12-21,9.5625
1976-12-22,9.5
1976-12-23,9.375
1976-12-27,9.6875
1976-12-28,9.9375
1976-12-29,10.0
1976-12-30,9.9375
1976-12-31,10.125
1977-01-03,10.5625
1977-01-04,10.6875
1977-01-05,10.875
1977-01-06,10.875
1977-01-07,10.8125
1977-01-10,10.5
1977-01-11,10.1875
1977-01-12,10.125
1977-01-13,10.25
1977-01-14,10.25
1977-01-17,10.125
1977-01-18,10.0
1977-01-19,10.0625
1977-01-20,10.0
1977-01-21,10.0625
1977-01-24,10.0625
1977-01-25,9.75
1977-01-26,9.5
1977-01-27,9.25
1977-01-28,9.3125
1977-01-31,9.5
1977-02-01,9.75
1977-02-02,9.6875
1977-02-03,9.5625
1977-02-04,9.5625
1977-02-07,9.5
1977-02-08,9.5625
1977-02-09,9.375
1977-02-10,9.25
1977-02-11,9.125
1977-02-14,9.1875
1977-02-15,9.5625
1977-02-16,9.625
1977-02-17,9.625
1977-02-18,9.5625
1977-02-22,9.4375
1977-02-23,9.125
1977-02-24,9.125
1977-02-25,9.1875
1977-02-28,9.3125
1977-03-01,9.5625
1977-03-02,9.5
1977-03-03,9.6875
1977-03-04,9.875
1977-03-07,10.0
1977-03-08,10.0
1977-03-09,9.75
1977-03-10,9.8125
1977-03-11,9.875
1977-03-14,9.875
1977-03-15,9.9375
1977-03-16,9.9375
1977-03-17,9.875
1977-03-18,9.875
1977-03-21,9.6875
1977-03-22,9.625
1977-03-23,9.5625
1977-03-24,9.625
1977-03-25,9.625
1977-03-28,9.625
1977-03-29,9.4375
1977-03-30,9.25
1977-03-31,8.9375
1977-04-01,8.875
1977-04-04,8.625
1977-04-05,8.5625
1977-04-06,8.625
1977-04-07,8.6875
1977-04-11,8.8125
1977-04-12,8.875
1977-04-13,8.875
1977-04-14,9.375
1977-04-15,9.25
1977-04-18,9.1875
1977-04-19,9.0625
1977-04-20,9.0625
1977-04-21,8.875
1977-04-22,8.625
1977-04-25,8.625
1977-04-26,8.8125
1977-04-27,9.0
1977-04-28,9.25
1977-04-29,9.3125
1977-05-02,9.3125
1977-05-03,9.5
1977-05-04,9.5
1977-05-05,9.5
1977-05-06,9.5
1977-05-09,9.375
1977-05-10,9.25
1977-05-11,9.0625
1977-05-12,8.875
1977-05-13,8.875
1977-05-16,9.125
1977-05-17,9.5
1977-05-18,9.625
1977-05-19,9.5625
1977-05-20,9.5625
1977-05-23,9.375
1977-05-24,9.4375
1977-05-25,9.4375
1977-05-26,9.4375
1977-05-27,9.1875
1977-05-31,9.3125
1977-06-01,9.3125
1977-06-02,9.3125
1977-06-03,9.25
1977-06-06,9.125
1977-06-07,9.0
1977-06-08,9.0
1977-06-09,8.875
1977-06-10,8.9375
1977-06-13,8.9375
1977-06-14,9.0
1977-06-15,9.0625
1977-06-16,9.0625
1977-06-17,9.0625
1977-06-20,9.125
1977-06-21,9.0625
1977-06-22,8.9375
1977-06-23,9.0
1977-06-24,9.0
1977-06-27,9.0
1977-06-28,8.8125
1977-06-29,8.8125
1977-06-30,8.5
1977-07-01,8.375
1977-07-05,8.5
1977-07-06,8.4375
1977-07-07,8.3125
1977-07-08,8.25
1977-07-11,8.1875
1977-07-12,8.1875
1977-07-13,8.125
1977-07-15,8.5
1977-07-18,8.625
1977-07-19,8.5625
1977-07-20,8.5625
1977-07-21,8.5625
1977-07-22,8.6875
1977-07-25,8.625
1977-07-26,8.375
1977-07-27,8.1875
1977-07-28,8.0
1977-07-29,8.125
1977-08-01,8.125
1977-08-02,8.0625
1977-08-03,8.0625
1977-08-04,8.1875
1977-08-05,8.1875
1977-08-08,8.125
1977-08-09,8.1875
1977-08-10,8.1875
1977-08-11,8.0
1977-08-12,8.0
1977-08-15,7.875
1977-08-16,7.8125
1977-08-17,7.8125
1977-08-18,7.875
1977-08-19,7.875
1977-08-22,8.0625
1977-08-23,7.875
1977-08-24,7.8125
1977-08-25,7.75
1977-08-26,7.8125
1977-08-29,7.8125
1977-08-30,7.8125
1977-08-31,7.8125
1977-09-01,7.8125
1977-09-02,7.8125
1977-09-06,7.5625
1977-09-07,7.875
1977-09-08,8.0
1977-09-09,7.9375
1977-09-12,7.875
1977-09-13,7.875
1977-09-14,7.9375
1977-09-15,8.0
1977-09-16,8.0
1977-09-19,7.875
1977-09-20,7.8125
1977-09-21,7.625
1977-09-22,7.625
1977-09-23,7.625
1977-09-26,7.6875
1977-09-27,7.75
1977-09-28,7.8125
1977-09-29,7.8125
1977-09-30,7.6875
1977-10-03,7.6875
1977-10-04,7.6875
1977-10-05,7.625
1977-10-06,7.625
1977-10-07,7.5625
1977-10-10,7.5
1977-10-11,7.5
1977-10-12,7.4375
1977-10-13,7.375
1977-10-14,7.375
1977-10-17,7.4375
1977-10-18,7.4375
1977-10-19,7.125
1977-10-20,7.125
1977-10-21,7.125
1977-10-24,7.0625
1977-10-25,6.875
1977-10-26,6.875
1977-10-27,6.875
1977-10-28,6.9375
1977-10-31,7.0
1977-11-01,6.875
1977-11-02,6.8125
1977-11-03,6.5625
1977-11-04,6.5625
1977-11-07,6.6875
1977-11-08,6.8125
1977-11-09,6.9375
1977-11-10,7.1875
1977-11-11,7.25
1977-11-14,7.1875
1977-11-15,7.1875
1977-11-16,7.0
1977-11-17,7.0
1977-11-18,6.875
1977-11-21,6.75
1977-11-22,6.8125
1977-11-23,7.0
1977-11-25,7.1875
1977-11-28,7.125
1977-11-29,6.9375
1977-11-30,6.9375
1977-12-01,7.0
1977-12-02,7.0
1977-12-05,6.9375
1977-12-06,6.9375
1977-12-07,6.75
1977-12-08,6.75
1977-12-09,6.75
1977-12-12,6.75
1977-12-13,7.0
1977-12-14,7.0
1977-12-15,7.0
1977-12-16,6.9375
1977-12-19,6.75
1977-12-20,6.5625
1977-12-21,6.625
1977-12-22,6.6875
1977-12-23,6.75
1977-12-27,6.6875
1977-12-28,6.5625
1977-12-29,6.5
1977-12-30,6.625
1978-01-03,6.5
1978-01-04,6.625
1978-01-05,6.4375
1978-01-06,6.375
1978-01-09,6.125
1978-01-10,6.125
1978-01-11,6.1875
1978-01-12,6.3125
1978-01-13,6.3125
1978-01-16,6.3125
1978-01-17,6.5625
1978-01-18,6.5625
1978-01-19,6.625
1978-01-20,6.625
1978-01-23,6.5
1978-01-24,6.5
1978-01-25,6.5
1978-01-26,6.375
1978-01-27,6.3125
1978-01-30,6.125
1978-01-31,6.125
1978-02-01,6.25
1978-02-02,6.3125
1978-02-03,6.375
1978-02-06,6.375
1978-02-07,6.5
1978-02-08,6.625
1978-02-09,6.5
1978-02-10,6.5625
1978-02-13,6.5625
1978-02-14,6.625
1978-02-15,6.6875
1978-02-16,6.6875
1978-02-17,6.8125
1978-02-21,6.625
1978-02-22,6.5625
1978-02-23,6.5625
1978-02-24,6.5
1978-02-27,6.3125
1978-02-28,6.125
1978-03-01,6.0625
1978-03-02,6.0625
1978-03-03,6.0
1978-03-06,5.9375
1978-03-07,5.9375
1978-03-08,5.9375
1978-03-09,5.875
1978-03-10,5.875
1978-03-13,5.875
1978-03-14,5.9375
1978-03-15,5.875
1978-03-16,5.9375
1978-03-17,6.0
1978-03-20,6.0625
1978-03-21,6.125
1978-03-22,6.125
1978-03-23,6.125
1978-03-27,6.125
1978-03-28,6.125
1978-03-29,6.125
1978-03-30,6.125
1978-03-31,6.1875
1978-04-03,6.125
1978-04-04,6.125
1978-04-05,6.25
1978-04-06,6.4375
1978-04-07,6.5
1978-04-10,6.5
1978-04-11,6.4375
1978-04-12,6.375
1978-04-13,6.4375
1978-04-14,6.5
1978-04-17,6.5625
1978-04-18,6.5
1978-04-19,6.4375
1978-04-20,6.4375
1978-04-21,6.5
1978-04-24,6.4375
1978-04-25,6.4375
1978-04-26,6.375
1978-04-27,6.375
1978-04-28,6.375
1978-05-01,6.3125
1978-05-02,6.4375
1978-05-03,6.5
1978-05-04,6.6875
1978-05-05,6.9375
1978-05-08,6.8125
1978-05-09,6.8125
1978-05-10,7.1875
1978-05-11,7.1875
1978-05-12,7.3125
1978-05-15,7.25
1978-05-16,7.25
1978-05-17,7.25
1978-05-18,7.1875
1978-05-19,7.0
1978-05-22,6.875
1978-05-23,6.5
1978-05-24,6.5
1978-05-25,6.4375
1978-05-26,6.5
1978-05-30,6.5
1978-05-31,6.4375
1978-06-01,6.6875
1978-06-02,7.375
1978-06-05,7.875
1978-06-06,7.6875
1978-06-07,7.6875
1978-06-08,7.75
1978-06-09,7.75
1978-06-12,7.4375
1978-06-13,7.5
1978-06-14,7.625
1978-06-15,7.625
1978-06-16,7.5625
1978-06-19,7.5
1978-06-20,7.4375
1978-06-21,7.3125
1978-06-22,7.3125
1978-06-23,7.3125
1978-06-26,7.25
1978-06-27,7.1875
1978-06-28,7.1875
1978-06-29,7.1875
1978-06-30,7.1875
1978-07-03,7.1875
1978-07-05,7.1875
1978-07-06,7.125
1978-07-07,7.125
1978-07-10,7.1875
1978-07-11,7.3125
1978-07-12,7.375
1978-07-13,7.375
1978-07-14,7.375
1978-07-17,7.4375
1978-07-18,7.3125
1978-07-19,7.3125
1978-07-20,7.25
1978-07-21,7.25
1978-07-24,7.25
1978-07-25,7.25
1978-07-26,7.25
1978-07-27,7.1875
1978-07-28,7.1875
1978-07-31,7.25
1978-08-01,7.25
1978-08-02,7.25
1978-08-03,7.25
1978-08-04,7.1875
1978-08-07,7.1875
1978-08-08,7.25
1978-08-09,7.4375
1978-08-10,7.4375
1978-08-11,7.375
1978-08-14,7.375
1978-08-15,7.3125
1978-08-16,7.25
1978-08-17,7.3125
1978-08-18,7.5
1978-08-21,7.875
1978-08-22,7.875
1978-08-23,7.9375
1978-08-24,8.25
1978-08-25,8.25
1978-08-28,7.9375
1978-08-29,7.875
1978-08-30,7.8125
1978-08-31,7.8125
1978-09-01,7.8125
1978-09-05,8.0
1978-09-06,8.125
1978-09-07,8.25
1978-09-08,8.3125
1978-09-11,8.4375
1978-09-12,8.375
1978-09-13,8.25
1978-09-14,8.25
1978-09-15,8.125
1978-09-18,8.125
1978-09-19,8.0
1978-09-20,7.875
1978-09-21,7.875
1978-09-22,7.625
1978-09-25,7.6875
1978-09-26,7.8125
1978-09-27,7.8125
1978-09-28,7.75
1978-09-29,7.875
1978-10-02,7.875
1978-10-03,7.75
1978-10-04,7.6875
1978-10-05,7.6875
1978-10-06,7.1875
1978-10-09,7.1875
1978-10-10,7.1875
1978-10-11,7.0
1978-10-12,7.1875
1978-10-13,7.1875
1978-10-16,7.0
1978-10-17,6.375
1978-10-18,6.25
1978-10-19,6.3125
1978-10-20,6.0625
1978-10-23,6.0
1978-10-24,6.25
1978-10-25,6.125
1978-10-26,5.75
1978-10-27,5.6875
1978-10-30,5.625
1978-10-31,5.6875
1978-11-01,6.1875
1978-11-02,6.125
1978-11-03,6.375
1978-11-06,6.3125
1978-11-07,6.1875
1978-11-08,6.3125
1978-11-09,6.3125
1978-11-10,6.375
1978-11-13,6.375
1978-11-14,6.25
1978-11-15,6.25
1978-11-16,6.3125
1978-11-17,6.375
1978-11-20,6.375
1978-11-21,6.3125
1978-11-22,6.375
1978-11-24,6.4375
1978-11-27,6.375
1978-11-28,6.25
1978-11-29,6.1875
1978-11-30,6.125
1978-12-01,6.1875
1978-12-04,6.1875
1978-12-05,6.1875
1978-12-06,6.1875
1978-12-07,6.25
1978-12-08,6.25
1978-12-11,6.1875
1978-12-12,6.1875
1978-12-13,6.125
1978-12-14,6.1875
1978-12-15,6.4375
1978-12-18,6.25
1978-12-19,6.3125
1978-12-20,6.3125
1978-12-21,6.375
1978-12-22,6.375
1978-12-26,6.375
1978-12-27,6.375
1978-12-28,6.3125
1978-12-29,6.25
1979-01-02,6.25
1979-01-03,6.25
1979-01-04,6.4375
1979-01-05,6.5
1979-01-08,6.4375
1979-01-09,6.375
1979-01-10,6.3125
1979-01-11,6.3125
1979-01-12,6.4375
1979-01-15,6.5
1979-01-16,6.5625
1979-01-17,6.625
1979-01-18,6.9375
1979-01-19,6.9375
1979-01-22,6.9375
1979-01-23,6.9375
1979-01-24,7.0625
1979-01-25,7.125
1979-01-26,7.0625
1979-01-29,7.0
1979-01-30,6.875
1979-01-31,6.75
1979-02-01,6.75
1979-02-02,6.75
1979-02-05,6.6875
1979-02-06,6.75
1979-02-07,6.8125
1979-02-08,6.8125
1979-02-09,6.8125
1979-02-12,6.875
1979-02-13,6.875
1979-02-14,6.875
1979-02-15,6.875
1979-02-16,6.875
1979-02-20,6.875
1979-02-21,6.8125
1979-02-22,6.75
1979-02-23,6.75
1979-02-26,6.6875
1979-02-27,6.5
1979-02-28,6.5
1979-03-01,6.5625
1979-03-02,6.5625
1979-03-05,6.5625
1979-03-06,6.5625
1979-03-07,6.6875
1979-03-08,6.6875
1979-03-09,6.6875
1979-03-12,6.6875
1979-03-13,6.8125
1979-03-14,6.75
1979-03-15,6.75
1979-03-16,6.75
1979-03-19,6.75
1979-03-20,6.625
1979-03-21,6.5625
1979-03-22,6.5625
1979-03-23,6.5625
1979-03-26,6.5625
1979-03-27,6.5625
1979-03-28,6.5625
1979-03-29,6.5625
1979-03-30,6.5
1979-04-02,6.375
1979-04-03,6.375
1979-04-04,6.375
1979-04-05,6.5
1979-04-06,6.5625
1979-04-09,6.625
1979-04-10,6.625
1979-04-11,6.625
1979-04-12,6.5
1979-04-16,6.4375
1979-04-17,6.4375
1979-04-18,6.5
1979-04-19,6.5625
1979-04-20,6.5
1979-04-23,6.5625
1979-04-24,6.625
1979-04-25,6.6875
1979-04-26,6.6875
1979-04-27,6.875
1979-04-30,6.9375
1979-05-01,6.9375
1979-05-02,6.875
1979-05-03,6.875
1979-05-04,6.875
1979-05-07,6.6875
1979-05-08,6.5
1979-05-09,6.5625
1979-05-10,6.5
1979-05-11,6.5
1979-05-14,6.5
1979-05-15,6.625
1979-05-16,6.625
1979-05-17,6.625
1979-05-18,6.625
1979-05-21,6.625
1979-05-22,6.625
1979-05-23,6.625
1979-05-24,6.625
1979-05-25,6.8125
1979-05-29,6.9375
1979-05-30,7.0
1979-05-31,6.9375
1979-06-01,7.1875
1979-06-04,7.25
1979-06-05,7.3125
1979-06-06,7.375
1979-06-07,7.4375
1979-06-08,7.25
1979-06-11,7.25
1979-06-12,7.375
1979-06-13,7.3125
1979-06-14,7.25
1979-06-15,7.25
1979-06-18,7.1875
1979-06-19,7.25
1979-06-20,7.1875
1979-06-21,7.125
1979-06-22,7.125
1979-06-25,7.125
1979-06-26,7.0625
1979-06-27,7.0625
1979-06-28,7.0625
1979-06-29,7.125
1979-07-02,7.125
1979-07-03,7.125
1979-07-05,7.0
1979-07-06,7.0
1979-07-09,7.0
1979-07-10,6.875
1979-07-11,6.875
1979-07-12,6.875
1979-07-13,6.875
1979-07-16,7.0
1979-07-17,7.0625
1979-07-18,7.625
1979-07-19,7.8125
1979-07-20,7.8125
1979-07-23,8.0
1979-07-24,8.0625
1979-07-25,8.0
1979-07-26,7.9375
1979-07-27,7.875
1979-07-30,7.875
1979-07-31,7.875
1979-08-01,7.875
1979-08-02,7.875
1979-08-03,7.875
1979-08-06,7.875
1979-08-07,7.875
1979-08-08,7.9375
1979-08-09,7.9375
1979-08-10,7.875
1979-08-13,7.875
1979-08-14,7.9375
1979-08-15,8.0625
1979-08-16,8.3125
1979-08-17,8.375
1979-08-20,8.375
1979-08-21,8.25
1979-08-22,8.25
1979-08-23,8.1875
1979-08-24,8.1875
1979-08-27,8.1875
1979-08-28,8.4375
1979-08-29,8.375
1979-08-30,8.375
1979-08-31,8.375
1979-09-04,8.1875
1979-09-05,8.125
1979-09-06,8.125
1979-09-07,8.25
1979-09-10,8.3125
1979-09-11,8.1875
1979-09-12,8.1875
1979-09-13,8.1875
1979-09-14,8.25
1979-09-17,8.1875
1979-09-18,8.1875
1979-09-19,8.1875
1979-09-20,8.3125
1979-09-21,8.375
1979-09-24,8.5
1979-09-25,8.5
1979-09-26,8.375
1979-09-27,7.9375
1979-09-28,7.625
1979-10-01,7.75
1979-10-02,7.9375
1979-10-03,7.9375
1979-10-04,7.9375
1979-10-05,7.875
1979-10-08,7.4375
1979-10-09,7.125
1979-10-10,6.75
1979-10-11,6.75
1979-10-12,7.25
1979-10-15,7.125
1979-10-16,7.125
1979-10-17,7.1875
1979-10-18,7.25
1979-10-19,7.125
1979-10-22,6.875
1979-10-23,6.875
1979-10-24,6.875
1979-10-25,6.875
1979-10-26,6.9375
1979-10-29,6.875
1979-10-30,7.0
1979-10-31,7.0
1979-11-01,7.0
1979-11-02,7.0
1979-11-05,7.0
1979-11-06,6.875
1979-11-07,6.6875
1979-11-08,6.8125
1979-11-09,6.6875
1979-11-12,6.6875
1979-11-13,6.4375
1979-11-14,6.625
1979-11-15,6.75
1979-11-16,6.75
1979-11-19,6.75
1979-11-20,6.375
1979-11-21,6.1875
1979-11-23,6.25
1979-11-26,6.75
1979-11-27,6.75
1979-11-28,6.875
1979-11-29,6.875
1979-11-30,6.75
1979-12-03,6.75
1979-12-04,6.6875
1979-12-05,6.6875
1979-12-06,6.5625
1979-12-07,6.5625
1979-12-10,6.5625
1979-12-11,6.5625
1979-12-12,6.6875
1979-12-13,6.6875
1979-12-14,6.6875
1979-12-17,6.625
1979-12-18,6.4375
1979-12-19,6.375
1979-12-20,6.4375
1979-12-21,6.4375
1979-12-24,6.4375
1979-12-26,6.5
1979-12-27,6.5
1979-12-28,6.5625
1979-12-31,6.5625
1980-01-02,6.375
1980-01-03,6.3125
1980-01-04,6.5
1980-01-07,6.5625
1980-01-08,6.625
1980-01-09,6.5625
1980-01-10,6.5625
1980-01-11,6.5
1980-01-14,6.5
1980-01-15,6.4375
1980-01-16,6.4375
1980-01-17,6.375
1980-01-18,6.3125
1980-01-21,6.3125
1980-01-22,6.375
1980-01-23,6.375
1980-01-24,6.4375
1980-01-25,6.5625
1980-01-28,6.5
1980-01-29,6.4375
1980-01-30,6.375
1980-01-31,6.375
1980-02-01,6.4375
1980-02-04,6.5
1980-02-05,6.5625
1980-02-06,6.5625
1980-02-07,6.5
1980-02-08,7.375
1980-02-11,7.4375
1980-02-12,7.375
1980-02-13,7.5
1980-02-14,7.25
1980-02-15,7.25
1980-02-19,7.1875
1980-02-20,7.125
1980-02-21,6.6875
1980-02-22,6.625
1980-02-25,6.5625
1980-02-26,6.6875
1980-02-27,6.625
1980-02-28,6.625
1980-02-29,6.625
1980-03-03,6.625
1980-03-04,6.5625
1980-03-05,6.5
1980-03-06,6.5625
1980-03-07,6.5625
1980-03-10,6.375
1980-03-11,6.4375
1980-03-12,6.5
1980-03-13,6.5
1980-03-14,6.5625
1980-03-17,6.3125
1980-03-18,6.1875
1980-03-19,6.1875
1980-03-20,6.25
1980-03-21,6.25
1980-03-24,6.0
1980-03-25,5.8125
1980-03-26,5.6875
1980-03-27,4.75
1980-03-28,5.375
1980-03-31,5.6875
1980-04-01,5.625
1980-04-02,5.625
1980-04-03,5.4375
1980-04-07,5.375
1980-04-08,5.5625
1980-04-09,5.625
