Date,TOWN
1999-05-05,6.362523
1999-05-06,4.928991000000001
1999-05-07,6.598171000000001
1999-05-10,6.2839730000000005
1999-05-11,6.2839730000000005
1999-05-12,6.205423000000001
1999-05-13,5.655575
1999-05-14,6.205423000000001
1999-05-17,6.009049
1999-05-18,6.205423000000001
1999-05-19,6.2839730000000005
1999-05-20,6.441072
1999-05-21,6.480347
1999-05-24,6.2839730000000005
1999-05-25,6.2839730000000005
1999-05-26,6.480347
1999-05-27,6.519622
1999-05-28,6.2839730000000005
1999-06-01,6.126873000000001
1999-06-02,6.126873000000001
1999-06-03,6.362523
1999-06-04,6.362523
1999-06-07,6.126873000000001
1999-06-08,6.126873000000001
1999-06-09,6.126873000000001
1999-06-10,6.126873000000001
1999-06-11,6.126873000000001
1999-06-14,6.2839730000000005
1999-06-15,6.048324
1999-06-16,6.362523
1999-06-17,6.126873000000001
1999-06-18,6.048324
1999-06-21,5.969774
1999-06-22,5.969774
1999-06-23,5.969774
1999-06-24,6.048324
1999-06-25,6.048324
1999-06-28,6.205423000000001
1999-06-29,6.048324
1999-06-30,5.85195
1999-07-01,6.048324
1999-07-02,6.048324
1999-07-06,6.048324
1999-07-07,6.087599
1999-07-08,6.087599
1999-07-09,6.048324
1999-07-12,6.205423000000001
1999-07-13,6.2839730000000005
1999-07-14,6.205423000000001
1999-07-15,6.205423000000001
1999-07-16,6.411616
1999-07-19,6.264335
1999-07-20,6.205423000000001
1999-07-21,6.2446980000000005
1999-07-22,6.126873000000001
1999-07-23,6.2839730000000005
1999-07-26,6.2839730000000005
1999-07-27,6.401797
1999-07-28,6.2839730000000005
1999-07-29,6.362523
1999-07-30,6.833819999999999
1999-08-02,6.362523
1999-08-03,6.755269999999999
1999-08-04,6.676721000000001
1999-08-05,6.362523
1999-08-06,6.362523
1999-08-09,6.676721000000001
1999-08-10,6.676721000000001
1999-08-11,6.362523
1999-08-12,6.362523
1999-08-13,6.362523
1999-08-16,6.676721000000001
1999-08-17,6.441072
1999-08-18,6.441072
1999-08-19,6.441072
1999-08-20,6.362523
1999-08-23,6.362523
1999-08-24,6.362523
1999-08-25,6.362523
1999-08-26,6.362523
1999-08-27,6.362523
1999-08-30,6.558897
1999-08-31,6.598171000000001
1999-09-01,6.598171000000001
1999-09-02,6.598171000000001
1999-09-03,6.598171000000001
1999-09-07,6.598171000000001
1999-09-08,6.598171000000001
1999-09-09,6.676721000000001
1999-09-10,6.657083999999999
1999-09-13,6.755269999999999
1999-09-14,6.794546
1999-09-15,6.91237
1999-09-16,6.91237
1999-09-17,6.598171000000001
1999-09-20,6.755269999999999
1999-09-21,6.91237
1999-09-22,6.99092
1999-09-23,6.99092
1999-09-24,6.91237
1999-09-27,6.91237
1999-09-28,6.91237
1999-09-29,6.91237
1999-09-30,6.91237
1999-10-01,6.91237
1999-10-04,6.91237
1999-10-05,6.676721000000001
1999-10-06,6.598171000000001
1999-10-07,6.598171000000001
1999-10-08,6.598171000000001
1999-10-11,6.598171000000001
1999-10-12,6.676721000000001
1999-10-13,6.676721000000001
1999-10-14,6.676721000000001
1999-10-15,6.676721000000001
1999-10-18,6.676721000000001
1999-10-19,6.676721000000001
1999-10-20,6.598171000000001
1999-10-21,6.441072
1999-10-22,6.676721000000001
1999-10-25,6.676721000000001
1999-10-26,6.676721000000001
1999-10-27,6.676721000000001
1999-10-28,6.676721000000001
1999-10-29,6.676721000000001
1999-11-01,6.676721000000001
1999-11-02,6.676721000000001
1999-11-03,6.676721000000001
1999-11-04,6.676721000000001
1999-11-05,6.598171000000001
1999-11-08,6.2839730000000005
1999-11-09,6.441072
1999-11-10,6.2839730000000005
1999-11-11,6.441072
1999-11-12,6.441072
1999-11-15,6.441072
1999-11-16,6.2839730000000005
1999-11-17,6.2839730000000005
1999-11-18,6.2839730000000005
1999-11-19,6.441072
1999-11-22,6.2839730000000005
1999-11-23,6.2839730000000005
1999-11-24,6.126873000000001
1999-11-26,6.126873000000001
1999-11-29,6.126873000000001
1999-11-30,6.205423000000001
1999-12-01,6.126873000000001
1999-12-02,5.969774
1999-12-03,5.969774
1999-12-06,6.087599
1999-12-07,6.087599
1999-12-08,6.087599
1999-12-09,6.028687000000001
1999-12-10,5.969774
1999-12-13,5.969774
1999-12-14,5.969774
1999-12-15,5.969774
1999-12-16,5.969774
1999-12-17,5.969774
1999-12-20,5.969774
1999-12-21,5.969774
1999-12-22,5.969774
1999-12-23,6.067961
1999-12-27,5.969774
1999-12-28,5.655575
1999-12-29,5.969774
1999-12-30,5.498476
1999-12-31,5.498476
2000-01-03,5.655575
2000-01-04,5.4199269999999995
2000-01-05,5.812675
2000-01-06,5.655575
2000-01-07,5.655575
2000-01-10,5.341377
2000-01-11,5.734125
2000-01-12,5.498476
2000-01-13,5.498476
2000-01-14,5.537751
2000-01-18,5.459201
2000-01-19,5.341377
2000-01-20,5.341377
2000-01-21,5.341377
2000-01-24,5.498476
2000-01-25,5.027178
2000-01-26,5.184278
2000-01-27,5.498476
2000-01-28,5.262827
2000-01-31,5.262827
2000-02-01,5.655575
2000-02-02,5.655575
2000-02-03,5.4199269999999995
2000-02-04,5.262827
2000-02-07,5.262827
2000-02-08,5.262827
2000-02-09,5.262827
2000-02-10,4.948628
2000-02-11,5.105728
2000-02-14,5.105728
2000-02-15,4.948628
2000-02-16,5.184278
2000-02-17,5.262827
2000-02-18,5.262827
2000-02-22,5.027178
2000-02-23,5.027178
2000-02-24,5.027178
2000-02-25,5.027178
2000-02-28,4.752254
2000-02-29,4.732616999999999
2000-03-01,4.712979
2000-03-02,4.712979
2000-03-03,4.712979
2000-03-06,4.948628
2000-03-07,4.948628
2000-03-08,4.712979
2000-03-09,4.752254
2000-03-10,4.712979
2000-03-13,4.654068
2000-03-14,4.654068
2000-03-15,4.673705
2000-03-16,4.712979
2000-03-17,4.4773309999999995
2000-03-20,4.712979
2000-03-21,4.8700790000000005
2000-03-22,4.4773309999999995
2000-03-23,4.4773309999999995
2000-03-24,4.438056
2000-03-27,4.4773309999999995
2000-03-28,4.4773309999999995
2000-03-29,4.712979
2000-03-30,4.712979
2000-03-31,4.791529
2000-04-03,4.55588
2000-04-04,4.55588
2000-04-05,4.8700790000000005
2000-04-06,4.8700790000000005
2000-04-07,4.948628
2000-04-10,5.027178
2000-04-11,5.027178
2000-04-12,5.027178
2000-04-13,5.027178
2000-04-14,5.184278
2000-04-17,5.184278
2000-04-18,5.184278
2000-04-19,5.302102
2000-04-20,5.4199269999999995
2000-04-24,5.4199269999999995
2000-04-25,5.812675
2000-04-26,5.341377
2000-04-27,5.341377
2000-04-28,5.4199269999999995
2000-05-01,5.027178
2000-05-02,5.027178
2000-05-03,5.380651
2000-05-04,5.341377
2000-05-05,5.262827
2000-05-08,5.262827
2000-05-09,5.341377
2000-05-10,5.341377
2000-05-11,5.184278
2000-05-12,5.4199269999999995
2000-05-15,5.606482
2000-05-16,5.341377
2000-05-17,5.341377
2000-05-18,5.341377
2000-05-19,5.655575
2000-05-22,5.341377
2000-05-23,5.341377
2000-05-24,5.341377
2000-05-25,5.459201
2000-05-26,5.459201
2000-05-30,5.459201
2000-05-31,5.184278
2000-06-01,5.184278
2000-06-02,5.184278
2000-06-05,5.498476
2000-06-06,5.498476
2000-06-07,5.577026
2000-06-08,5.577026
2000-06-09,5.577026
2000-06-12,5.734125
2000-06-13,5.969774
2000-06-14,5.969774
2000-06-15,5.969774
2000-06-16,5.812675
2000-06-19,5.812675
2000-06-20,5.812675
2000-06-21,6.2839730000000005
2000-06-22,6.2839730000000005
2000-06-23,6.441072
2000-06-26,6.048324
2000-06-27,6.048324
2000-06-28,6.264335
2000-06-29,6.2839730000000005
2000-06-30,6.2839730000000005
2000-07-03,6.2839730000000005
2000-07-05,6.323247
2000-07-06,6.323247
2000-07-07,6.205423000000001
2000-07-10,6.205423000000001
2000-07-11,5.891224
2000-07-12,5.969774
2000-07-13,6.205423000000001
2000-07-14,6.205423000000001
2000-07-17,5.969774
2000-07-18,5.969774
2000-07-19,5.950137000000001
2000-07-20,5.950137000000001
2000-07-21,6.048324
2000-07-24,6.048324
2000-07-25,5.655575
2000-07-26,5.4199269999999995
2000-07-27,5.4199269999999995
