Date,SCU
2007-11-14,306.5
2007-11-15,280.5
2007-11-16,280.0
2007-11-19,257.299988
2007-11-20,243.5
2007-11-21,228.5
2007-11-23,235.69999700000002
2007-11-26,245.5
2007-11-27,251.0
2007-11-28,254.0
2007-11-29,249.899994
2007-11-30,246.5
2007-12-03,245.0
2007-12-04,240.399994
2007-12-05,241.0
2007-12-06,252.5
2007-12-07,261.100006
2007-12-10,281.0
2007-12-11,273.299988
2007-12-12,267.100006
2007-12-13,262.0
2007-12-14,260.0
2007-12-17,259.0
2007-12-18,267.0
2007-12-19,264.100006
2007-12-20,271.799988
2007-12-21,278.100006
2007-12-24,278.0
2007-12-26,273.700012
2007-12-27,268.700012
2007-12-28,267.200012
2007-12-31,262.799988
2008-01-02,261.0
2008-01-03,257.5
2008-01-04,247.5
2008-01-07,244.0
2008-01-08,232.5
2008-01-09,228.5
2008-01-10,235.399994
2008-01-11,242.19999700000002
2008-01-14,249.0
2008-01-15,240.0
2008-01-16,237.0
2008-01-17,228.5
2008-01-18,234.5
2008-01-22,238.69999700000002
2008-01-23,241.5
2008-01-24,240.0
2008-01-25,232.600006
2008-01-28,228.100006
2008-01-29,229.0
2008-01-30,220.80000299999998
2008-01-31,220.30000299999998
2008-02-01,226.899994
2008-02-04,231.899994
2008-02-05,225.19999700000002
2008-02-06,218.5
2008-02-07,214.69999700000002
2008-02-08,205.800003
2008-02-11,214.30000299999998
2008-02-12,222.100006
2008-02-13,222.80000299999998
2008-02-14,218.69999700000002
2008-02-15,216.69999700000002
2008-02-19,215.69999700000002
2008-02-20,216.30000299999998
2008-02-21,215.0
2008-02-22,209.300003
2008-02-25,211.5
2008-02-26,227.0
2008-02-27,237.19999700000002
2008-02-28,238.5
2008-02-29,231.399994
2008-03-03,221.80000299999998
2008-03-04,209.899994
2008-03-05,213.100006
2008-03-06,204.600006
2008-03-07,202.800003
2008-03-10,197.699997
2008-03-11,209.100006
2008-03-12,210.600006
2008-03-13,222.30000299999998
2008-03-14,216.399994
2008-03-17,194.800003
2008-03-18,206.800003
2008-03-19,215.0
2008-03-20,227.5
2008-03-24,234.0
2008-03-25,232.0
2008-03-26,230.30000299999998
2008-03-27,220.30000299999998
2008-03-28,209.5
2008-03-31,210.0
2008-04-01,214.0
2008-04-02,204.399994
2008-04-03,200.800003
2008-04-04,200.100006
2008-04-07,200.0
2008-04-08,192.800003
2008-04-09,188.100006
2008-04-10,188.300003
2008-04-11,187.5
2008-04-14,182.600006
2008-04-15,184.199997
2008-04-16,192.100006
2008-04-17,196.699997
2008-04-18,197.800003
2008-04-21,195.199997
2008-04-22,187.699997
2008-04-23,185.399994
2008-04-24,185.5
2008-04-25,182.5
2008-04-28,187.5
2008-04-29,192.899994
2008-04-30,194.100006
2008-05-01,213.30000299999998
2008-05-02,204.0
2008-05-05,214.100006
2008-05-06,207.100006
2008-05-07,203.100006
2008-05-08,198.300003
2008-05-09,198.0
2008-05-12,200.699997
2008-05-13,200.899994
2008-05-14,211.0
2008-05-15,218.5
2008-05-16,220.0
2008-05-19,222.399994
2008-05-20,216.100006
2008-05-21,208.5
2008-05-22,207.899994
2008-05-23,202.199997
2008-05-27,200.399994
2008-05-28,199.699997
2008-05-29,202.399994
2008-05-30,206.399994
2008-06-02,204.300003
2008-06-03,201.399994
2008-06-04,204.300003
2008-06-05,209.5
2008-06-06,209.0
2008-06-09,208.100006
2008-06-10,213.80000299999998
2008-06-11,211.30000299999998
2008-06-12,208.300003
2008-06-13,211.19999700000002
2008-06-16,211.0
2008-06-17,209.899994
2008-06-18,205.800003
2008-06-19,207.800003
2008-06-20,209.0
2008-06-23,211.30000299999998
2008-06-24,201.0
2008-06-25,203.699997
2008-06-26,190.699997
2008-06-27,186.800003
2008-06-30,190.100006
2008-07-01,188.0
2008-07-02,177.100006
2008-07-03,171.0
2008-07-07,164.800003
2008-07-08,175.0
2008-07-09,159.899994
2008-07-10,164.399994
2008-07-11,166.800003
2008-07-14,160.699997
2008-07-15,157.0
2008-07-16,163.199997
2008-07-17,170.0
2008-07-18,172.0
2008-07-21,170.199997
2008-07-22,173.399994
2008-07-23,172.600006
2008-07-24,161.800003
2008-07-25,162.699997
2008-07-28,156.399994
2008-07-29,164.800003
2008-07-30,166.0
2008-07-31,163.399994
2008-08-01,165.600006
2008-08-04,164.0
2008-08-05,170.899994
2008-08-06,176.0
2008-08-07,170.600006
2008-08-08,180.800003
2008-08-11,187.0
2008-08-12,178.5
2008-08-13,176.0
2008-08-14,176.199997
2008-08-15,174.300003
2008-08-18,172.100006
2008-08-19,165.600006
2008-08-20,168.100006
2008-08-21,171.800003
2008-08-22,180.0
2008-08-25,168.0
2008-08-26,170.800003
2008-08-27,176.199997
2008-08-28,177.899994
2008-08-29,178.5
2008-09-02,171.899994
2008-09-03,169.800003
2008-09-04,163.399994
2008-09-05,165.0
2008-09-08,172.899994
2008-09-09,165.699997
2008-09-10,160.399994
2008-09-11,160.600006
2008-09-12,158.899994
2008-09-15,147.899994
2008-09-16,145.800003
2008-09-17,128.0
2008-09-18,134.0
2008-09-19,135.800003
2008-09-22,131.800003
2008-09-23,129.0
2008-09-24,134.0
2008-09-25,130.100006
2008-09-26,123.5
2008-09-29,116.900002
2008-09-30,116.900002
2008-10-01,112.0
2008-10-02,93.0
2008-10-03,94.0
2008-10-06,89.400002
2008-10-07,79.199997
2008-10-08,70.300003
2008-10-09,59.599998
2008-10-10,60.200001
2008-10-13,67.5
2008-10-14,68.0
2008-10-15,59.700001
2008-10-16,56.0
2008-10-17,58.5
2008-10-20,54.299999
2008-10-21,54.299999
2008-10-22,48.5
2008-10-23,41.5
2008-10-24,41.5
2008-10-27,40.200001
2008-10-28,43.200001
2008-10-29,45.599998
2008-10-30,46.700001
2008-10-31,46.5
2008-11-03,44.0
2008-11-04,47.5
2008-11-05,49.5
2008-11-06,47.599998
2008-11-07,46.599998
2008-11-10,45.0
2008-11-11,44.599998
2008-11-12,44.5
2008-11-13,45.0
2008-11-14,48.0
2008-11-17,43.0
2008-11-18,43.200001
2008-11-19,40.0
2008-11-20,39.799999
2008-11-21,39.900002
2008-11-24,41.099998
2008-11-25,41.200001
2008-11-26,50.299999
2008-11-28,49.700001
2008-12-01,46.5
2008-12-02,53.5
2008-12-03,50.0
2008-12-04,46.200001
2008-12-05,48.5
2008-12-08,51.900002
2008-12-09,49.799999
2008-12-10,51.5
2008-12-11,51.200001
2008-12-12,49.0
2008-12-15,49.700001
2008-12-16,51.099998
2008-12-17,49.599998
2008-12-18,47.200001
2008-12-19,44.5
2008-12-22,44.599998
2008-12-23,41.299999
2008-12-24,42.200001
2008-12-26,40.599998
2008-12-29,45.200001
2008-12-30,51.900002
2008-12-31,51.5
2009-01-02,53.799999
2009-01-05,47.5
2009-01-06,51.799999
2009-01-07,47.599998
2009-01-08,47.900002
2009-01-09,46.0
2009-01-12,45.799999
2009-01-13,50.099998
2009-01-14,46.5
2009-01-15,47.799999
2009-01-16,48.5
2009-01-20,47.400002
2009-01-21,48.0
2009-01-22,47.099998
2009-01-23,46.0
2009-01-26,47.299999
2009-01-27,48.400002
2009-01-28,51.5
2009-01-29,48.900002
2009-01-30,49.5
2009-02-02,51.099998
2009-02-03,53.099998
2009-02-04,56.0
2009-02-05,57.099998
2009-02-06,56.099998
2009-02-09,54.0
2009-02-10,53.5
2009-02-11,54.200001
2009-02-12,57.200001
2009-02-13,54.0
2009-02-17,55.099998
2009-02-18,54.5
2009-02-19,52.599998
2009-02-20,52.900002
2009-02-23,50.200001
2009-02-24,52.5
2009-02-25,51.5
2009-02-26,51.599998
2009-02-27,51.599998
2009-03-02,48.599998
2009-03-03,50.299999
2009-03-04,57.200001
2009-03-05,56.599998
2009-03-06,55.599998
2009-03-09,53.900002
2009-03-10,59.5
2009-03-11,57.799999
2009-03-12,64.599998
2009-03-13,62.700001
2009-03-16,58.5
2009-03-17,57.0
2009-03-18,60.400002
2009-03-19,54.200001
2009-03-20,58.400002
2009-03-23,63.099998
2009-03-24,63.099998
2009-03-25,64.0
2009-03-26,65.699997
2009-03-27,64.0
2009-03-30,60.0
2009-03-31,60.700001
2009-04-01,62.0
2009-04-02,67.900002
2009-04-03,72.0
2009-04-06,72.099998
2009-04-07,67.5
2009-04-08,70.400002
2009-04-09,74.199997
2009-04-13,77.300003
2009-04-14,71.5
2009-04-15,73.5
2009-04-16,77.400002
2009-04-17,74.699997
2009-04-20,67.800003
2009-04-21,71.300003
2009-04-22,70.0
2009-04-23,72.400002
2009-04-24,72.5
2009-04-27,73.199997
2009-04-28,71.900002
2009-04-29,74.5
2009-04-30,74.400002
2009-05-01,88.0
2009-05-04,88.599998
2009-05-05,91.699997
2009-05-06,100.599998
2009-05-07,95.099998
2009-05-08,105.599998
2009-05-11,99.0
2009-05-12,100.0
2009-05-13,95.0
2009-05-14,92.800003
2009-05-15,88.699997
2009-05-18,93.699997
2009-05-19,92.699997
2009-05-20,91.900002
2009-05-21,88.800003
2009-05-22,87.900002
2009-05-26,92.300003
2009-05-27,96.300003
2009-05-28,98.0
2009-05-29,98.800003
2009-06-01,99.900002
2009-06-02,102.199997
2009-06-03,99.800003
2009-06-04,98.099998
2009-06-05,95.699997
2009-06-08,89.699997
2009-06-09,91.400002
2009-06-10,89.599998
2009-06-11,88.599998
2009-06-12,88.0
2009-06-15,86.0
2009-06-16,89.900002
