Date,KALU
2007-04-18,77.610001
2007-04-19,76.910004
2007-04-20,80.269997
2007-04-23,80.0
2007-04-24,79.220001
2007-04-25,81.0
2007-04-26,81.440002
2007-04-27,80.599998
2007-04-30,78.599998
2007-05-01,78.5
2007-05-02,80.150002
2007-05-03,81.0
2007-05-04,81.75
2007-05-07,84.050003
2007-05-08,85.07
2007-05-09,85.379997
2007-05-10,85.949997
2007-05-11,88.68
2007-05-14,87.949997
2007-05-15,79.519997
2007-05-16,76.150002
2007-05-17,77.32
2007-05-18,76.620003
2007-05-21,75.230003
2007-05-22,74.260002
2007-05-23,74.879997
2007-05-24,72.33000200000001
2007-05-25,73.0
2007-05-29,74.709999
2007-05-30,75.18
2007-05-31,76.25
2007-06-01,74.879997
2007-06-04,76.0
2007-06-05,75.300003
2007-06-06,74.110001
2007-06-07,73.720001
2007-06-08,73.949997
2007-06-11,74.290001
2007-06-12,73.08000200000001
2007-06-13,74.0
2007-06-14,75.029999
2007-06-15,75.25
2007-06-18,75.099998
2007-06-19,79.83000200000001
2007-06-20,79.449997
2007-06-21,76.93
2007-06-22,75.260002
2007-06-25,75.68
2007-06-26,72.989998
2007-06-27,74.58000200000001
2007-06-28,73.190002
2007-06-29,72.879997
2007-07-02,75.599998
2007-07-03,76.349998
2007-07-05,77.480003
2007-07-06,78.0
2007-07-09,77.610001
2007-07-10,76.440002
2007-07-11,77.400002
2007-07-12,76.910004
2007-07-13,78.260002
2007-07-16,75.800003
2007-07-17,75.32
2007-07-18,75.849998
2007-07-19,76.550003
2007-07-20,76.339996
2007-07-23,76.160004
2007-07-24,74.739998
2007-07-25,73.449997
2007-07-26,68.040001
2007-07-27,67.989998
2007-07-30,67.58000200000001
2007-07-31,67.510002
2007-08-01,65.010002
2007-08-02,63.98
2007-08-03,60.34
2007-08-06,60.540001000000004
2007-08-07,60.599998
2007-08-08,62.200001
2007-08-09,57.970001
2007-08-10,57.880001
2007-08-13,58.639998999999996
2007-08-14,62.689999
2007-08-15,63.599998
2007-08-16,62.610001000000004
2007-08-17,62.82
2007-08-20,62.209998999999996
2007-08-21,61.0
2007-08-22,62.529999
2007-08-23,63.779999
2007-08-24,67.559998
2007-08-27,66.970001
2007-08-28,64.68
2007-08-29,67.239998
2007-08-30,66.459999
2007-08-31,67.91999799999999
2007-09-04,69.129997
2007-09-05,69.459999
2007-09-06,69.220001
2007-09-07,66.18
2007-09-10,65.730003
2007-09-11,66.629997
2007-09-12,67.309998
2007-09-13,67.699997
2007-09-14,68.82
2007-09-17,66.93
2007-09-18,69.720001
2007-09-19,71.870003
2007-09-20,72.129997
2007-09-21,73.120003
2007-09-24,71.940002
2007-09-25,71.790001
2007-09-26,71.339996
2007-09-27,72.07
2007-09-28,70.57
2007-10-01,70.949997
2007-10-02,71.959999
2007-10-03,76.889999
2007-10-04,75.980003
2007-10-05,77.260002
2007-10-08,75.489998
2007-10-09,76.889999
2007-10-10,75.970001
2007-10-11,74.16999799999999
2007-10-12,75.699997
2007-10-15,76.470001
2007-10-16,74.5
2007-10-17,75.910004
2007-10-18,76.0
2007-10-19,73.709999
2007-10-22,73.709999
2007-10-23,75.699997
2007-10-24,75.08000200000001
2007-10-25,75.459999
2007-10-26,75.779999
2007-10-29,76.029999
2007-10-30,74.160004
2007-10-31,75.779999
2007-11-01,72.889999
2007-11-02,72.860001
2007-11-05,71.690002
2007-11-06,72.650002
2007-11-07,69.400002
2007-11-08,69.800003
2007-11-09,67.959999
2007-11-12,66.269997
2007-11-13,69.650002
2007-11-14,71.75
2007-11-15,70.290001
2007-11-16,70.660004
2007-11-19,68.690002
2007-11-20,69.150002
2007-11-21,69.449997
2007-11-23,70.959999
2007-11-26,69.550003
2007-11-27,68.279999
2007-11-28,70.57
2007-11-29,70.690002
2007-11-30,71.139999
2007-12-03,70.949997
2007-12-04,71.0
2007-12-05,71.339996
2007-12-06,73.139999
2007-12-07,73.279999
2007-12-10,73.279999
2007-12-11,72.800003
2007-12-12,73.739998
2007-12-13,74.5
2007-12-14,74.150002
2007-12-17,73.779999
2007-12-18,74.739998
2007-12-19,74.980003
2007-12-20,76.889999
2007-12-21,78.769997
2007-12-24,80.199997
2007-12-26,80.58000200000001
2007-12-27,78.0
2007-12-28,79.290001
2007-12-31,79.480003
2008-01-02,77.879997
2008-01-03,76.83000200000001
2008-01-04,74.699997
2008-01-07,73.0
2008-01-08,70.25
2008-01-09,69.239998
2008-01-10,71.870003
2008-01-11,70.720001
2008-01-14,70.339996
2008-01-15,67.120003
2008-01-16,66.290001
2008-01-17,62.939999
2008-01-18,62.799999
2008-01-22,61.119999
2008-01-23,60.919998
2008-01-24,62.810001
2008-01-25,61.799999
2008-01-28,63.459998999999996
2008-01-29,63.450001
2008-01-30,63.0
2008-01-31,63.959998999999996
2008-02-01,65.779999
2008-02-04,66.089996
2008-02-05,64.290001
2008-02-06,63.950001
2008-02-07,63.310001
2008-02-08,63.98
2008-02-11,64.139999
2008-02-12,64.139999
2008-02-13,66.82
2008-02-14,67.43
2008-02-15,68.540001
2008-02-19,71.970001
2008-02-20,74.82
2008-02-21,71.989998
2008-02-22,73.300003
2008-02-25,75.559998
2008-02-26,76.959999
2008-02-27,77.66999799999999
2008-02-28,77.370003
2008-02-29,73.349998
2008-03-03,74.82
2008-03-04,75.790001
2008-03-05,75.970001
2008-03-06,75.5
2008-03-07,73.110001
2008-03-10,70.400002
2008-03-11,73.550003
2008-03-12,73.57
2008-03-13,75.08000200000001
2008-03-14,71.699997
2008-03-17,70.32
2008-03-18,73.290001
2008-03-19,68.870003
2008-03-20,68.33000200000001
2008-03-24,69.959999
2008-03-25,70.120003
2008-03-26,69.709999
2008-03-27,69.389999
2008-03-28,69.279999
2008-03-31,69.300003
2008-04-01,70.07
2008-04-02,68.91999799999999
2008-04-03,69.779999
2008-04-04,71.5
2008-04-07,71.449997
2008-04-08,71.620003
2008-04-09,71.120003
2008-04-10,70.739998
2008-04-11,68.620003
2008-04-14,67.019997
2008-04-15,67.68
2008-04-16,69.339996
2008-04-17,69.32
2008-04-18,69.66999799999999
2008-04-21,69.58000200000001
2008-04-22,69.16999799999999
2008-04-23,68.400002
2008-04-24,67.339996
2008-04-25,67.730003
2008-04-28,68.349998
2008-04-29,68.040001
2008-04-30,68.629997
2008-05-01,68.07
2008-05-02,67.769997
2008-05-05,69.18
2008-05-06,70.870003
2008-05-07,73.940002
2008-05-08,66.089996
2008-05-09,67.010002
2008-05-12,66.0
2008-05-13,64.32
2008-05-14,64.559998
2008-05-15,64.66999799999999
2008-05-16,65.010002
2008-05-19,64.769997
2008-05-20,64.650002
2008-05-21,63.790001000000004
2008-05-22,63.0
2008-05-23,63.009997999999996
2008-05-27,63.240002000000004
2008-05-28,65.0
2008-05-29,64.0
2008-05-30,64.150002
2008-06-02,64.290001
2008-06-03,63.259997999999996
2008-06-04,63.009997999999996
2008-06-05,65.33000200000001
2008-06-06,64.099998
2008-06-09,64.230003
2008-06-10,66.940002
2008-06-11,64.029999
2008-06-12,62.43
2008-06-13,63.290001000000004
2008-06-16,62.549999
2008-06-17,62.25
2008-06-18,61.07
2008-06-19,61.400002
2008-06-20,60.599998
2008-06-23,60.150002
2008-06-24,58.560001
2008-06-25,57.990002000000004
2008-06-26,56.23
2008-06-27,54.959998999999996
2008-06-30,53.529999
2008-07-01,52.720001
2008-07-02,49.360001000000004
2008-07-03,49.419998
2008-07-07,50.209998999999996
2008-07-08,50.740002000000004
2008-07-09,49.049999
2008-07-10,48.93
2008-07-11,47.880001
2008-07-14,48.700001
2008-07-15,48.040001000000004
2008-07-16,50.599998
2008-07-17,50.169998
2008-07-18,49.360001000000004
2008-07-21,50.41
2008-07-22,50.009997999999996
2008-07-23,51.93
2008-07-24,50.299999
2008-07-25,51.290001000000004
2008-07-28,52.25
2008-07-29,53.689999
2008-07-30,53.959998999999996
2008-07-31,52.75
2008-08-01,51.740002000000004
2008-08-04,49.919998
2008-08-05,50.130001
2008-08-06,50.619999
2008-08-07,43.549999
2008-08-08,45.029999
2008-08-11,46.599998
2008-08-12,47.43
2008-08-13,48.389998999999996
2008-08-14,49.049999
2008-08-15,50.07
2008-08-18,50.32
2008-08-19,50.669998
2008-08-20,51.77
2008-08-21,52.0
2008-08-22,52.599998
2008-08-25,52.380001
2008-08-26,52.759997999999996
2008-08-27,54.02
2008-08-28,55.099998
2008-08-29,54.060001
2008-09-02,51.75
2008-09-03,51.139998999999996
2008-09-04,49.450001
2008-09-05,49.75
2008-09-08,49.759997999999996
2008-09-09,48.889998999999996
2008-09-10,48.709998999999996
2008-09-11,48.959998999999996
2008-09-12,50.639998999999996
2008-09-15,48.310001
2008-09-16,50.630001
2008-09-17,47.889998999999996
2008-09-18,48.57
2008-09-19,49.66
2008-09-22,47.93
2008-09-23,46.209998999999996
2008-09-24,46.16
2008-09-25,46.290001000000004
2008-09-26,45.959998999999996
2008-09-29,42.740002000000004
2008-09-30,42.950001
2008-10-01,42.049999
2008-10-02,39.869999
2008-10-03,38.470001
2008-10-06,36.259997999999996
2008-10-07,34.009997999999996
2008-10-08,33.759997999999996
2008-10-09,30.129998999999998
2008-10-10,29.59
2008-10-13,34.98
2008-10-14,32.279999
2008-10-15,25.98
2008-10-16,25.950001
2008-10-17,24.440001000000002
2008-10-20,26.66
2008-10-21,27.74
2008-10-22,25.719998999999998
2008-10-23,24.719998999999998
2008-10-24,24.27
2008-10-27,24.26
2008-10-28,27.09
2008-10-29,29.5
2008-10-30,31.700001
2008-10-31,33.560001
2008-11-03,35.299999
2008-11-04,36.68
2008-11-05,34.73
2008-11-06,30.940001000000002
2008-11-07,31.25
2008-11-10,31.110001
2008-11-11,29.25
2008-11-12,25.77
2008-11-13,27.82
2008-11-14,25.360001
2008-11-17,23.969998999999998
2008-11-18,22.540001
2008-11-19,18.790001
2008-11-20,15.52
2008-11-21,15.96
2008-11-24,17.52
2008-11-25,18.83
2008-11-26,20.92
2008-11-28,21.110001
2008-12-01,18.780001000000002
2008-12-02,19.870001000000002
2008-12-03,19.530001000000002
2008-12-04,18.280001000000002
2008-12-05,18.68
2008-12-08,20.879998999999998
2008-12-09,21.129998999999998
2008-12-10,22.809998999999998
2008-12-11,21.860001
2008-12-12,22.549999
2008-12-15,21.870001000000002
2008-12-16,23.030001000000002
2008-12-17,23.219998999999998
2008-12-18,21.360001
2008-12-19,21.65
2008-12-22,20.16
2008-12-23,20.34
2008-12-24,20.5
2008-12-26,20.110001
2008-12-29,19.879998999999998
2008-12-30,21.35
2008-12-31,22.52
2009-01-02,23.5
2009-01-05,23.09
2009-01-06,24.299999
2009-01-07,23.57
2009-01-08,22.99
2009-01-09,22.32
2009-01-12,22.76
2009-01-13,24.07
2009-01-14,23.6
2009-01-15,24.610001
2009-01-16,24.15
2009-01-20,22.26
2009-01-21,24.73
2009-01-22,23.09
2009-01-23,24.92
2009-01-26,25.969998999999998
2009-01-27,26.709999
2009-01-28,27.1
2009-01-29,26.17
2009-01-30,24.84
2009-02-02,24.610001
2009-02-03,25.02
2009-02-04,25.51
2009-02-05,26.780001000000002
2009-02-06,27.950001
2009-02-09,27.790001
2009-02-10,25.98
2009-02-11,26.280001000000002
2009-02-12,26.559998999999998
2009-02-13,26.459999
2009-02-17,23.9
2009-02-18,23.07
2009-02-19,22.41
2009-02-20,22.51
2009-02-23,21.42
2009-02-24,22.85
2009-02-25,22.209999
2009-02-26,21.780001000000002
2009-02-27,22.040001
2009-03-02,19.41
2009-03-03,19.18
2009-03-04,19.76
2009-03-05,16.74
2009-03-06,16.700001
2009-03-09,17.719998999999998
2009-03-10,19.280001000000002
2009-03-11,18.76
2009-03-12,18.040001
2009-03-13,18.209999
2009-03-16,18.870001000000002
2009-03-17,18.24
2009-03-18,18.91
2009-03-19,20.25
2009-03-20,20.74
2009-03-23,22.27
2009-03-24,21.49
2009-03-25,22.709999
2009-03-26,24.629998999999998
2009-03-27,24.559998999999998
2009-03-30,22.620001000000002
2009-03-31,23.120001000000002
2009-04-01,25.360001
2009-04-02,27.190001000000002
2009-04-03,27.4
2009-04-06,26.41
2009-04-07,25.15
2009-04-08,26.219998999999998
2009-04-09,28.08
2009-04-13,29.49
2009-04-14,29.110001
2009-04-15,29.290001
2009-04-16,29.950001
2009-04-17,29.82
2009-04-20,27.299999
2009-04-21,28.940001000000002
2009-04-22,29.18
2009-04-23,28.82
2009-04-24,29.809998999999998
2009-04-27,28.76
2009-04-28,28.450001
2009-04-29,29.5
2009-04-30,29.540001
2009-05-01,30.1
2009-05-04,31.440001000000002
2009-05-05,32.349998
2009-05-06,32.98
2009-05-07,30.700001
2009-05-08,31.780001000000002
2009-05-11,30.93
2009-05-12,30.780001000000002
2009-05-13,29.030001000000002
2009-05-14,30.110001
2009-05-15,29.85
2009-05-18,31.620001000000002
2009-05-19,32.0
2009-05-20,32.099998
2009-05-21,29.190001000000002
2009-05-22,29.27
2009-05-26,31.57
2009-05-27,30.700001
2009-05-28,30.139999
2009-05-29,31.07
2009-06-01,33.240002000000004
2009-06-02,34.470001
2009-06-03,33.709998999999996
2009-06-04,35.610001000000004
2009-06-05,35.700001
2009-06-08,34.66
2009-06-09,35.389998999999996
2009-06-10,36.599998
2009-06-11,36.75
2009-06-12,35.939999
2009-06-15,33.950001
2009-06-16,33.610001000000004
2009-06-17,34.119999
2009-06-18,34.91
2009-06-19,35.240002000000004
2009-06-22,34.299999
2009-06-23,34.290001000000004
2009-06-24,35.34
2009-06-25,35.98
2009-06-26,36.5
2009-06-29,35.93
2009-06-30,35.91
2009-07-01,35.889998999999996
2009-07-02,34.59
2009-07-06,31.51
2009-07-07,30.950001
2009-07-08,30.76
2009-07-09,31.08
2009-07-10,30.799999
2009-07-13,31.690001000000002
2009-07-14,31.33
2009-07-15,33.419998
2009-07-16,34.669998
2009-07-17,35.25
2009-07-20,36.040001000000004
2009-07-21,36.200001
2009-07-22,36.279999
2009-07-23,36.349998
2009-07-24,33.549999
2009-07-27,33.57
2009-07-28,32.66
2009-07-29,32.360001000000004
2009-07-30,33.209998999999996
2009-07-31,33.060001
2009-08-03,33.889998999999996
2009-08-04,32.939999
2009-08-05,32.75
2009-08-06,32.48
2009-08-07,33.41
2009-08-10,32.93
2009-08-11,32.18
2009-08-12,33.18
2009-08-13,34.16
2009-08-14,32.389998999999996
2009-08-17,31.66
2009-08-18,32.299999
2009-08-19,32.130001
2009-08-20,33.130001
2009-08-21,34.450001
2009-08-24,33.919998
2009-08-25,33.639998999999996
2009-08-26,33.41
2009-08-27,33.41
2009-08-28,33.439999
2009-08-31,32.330002
2009-09-01,33.0
2009-09-02,33.009997999999996
2009-09-03,34.169998
2009-09-04,34.57
2009-09-08,35.330002
2009-09-09,35.23
2009-09-10,36.150002
2009-09-11,36.330002
2009-09-14,36.970001
2009-09-15,40.459998999999996
2009-09-16,40.75
2009-09-17,39.66
2009-09-18,40.220001
2009-09-21,38.689999
2009-09-22,39.25
2009-09-23,37.490002000000004
2009-09-24,37.040001000000004
2009-09-25,36.599998
2009-09-28,36.669998
2009-09-29,36.599998
2009-09-30,36.360001000000004
2009-10-01,34.73
2009-10-02,33.82
2009-10-05,36.330002
2009-10-06,37.099998
2009-10-07,37.099998
2009-10-08,38.169998
2009-10-09,38.959998999999996
2009-10-12,39.709998999999996
2009-10-13,39.77
2009-10-14,40.880001
2009-10-15,41.099998
2009-10-16,41.32
2009-10-19,42.220001
2009-10-20,41.869999
2009-10-21,41.32
2009-10-22,41.16
2009-10-23,39.82
2009-10-26,39.91
2009-10-27,39.400002
2009-10-28,39.189999
2009-10-29,40.32
2009-10-30,39.950001
2009-11-02,39.77
2009-11-03,40.66
2009-11-04,40.150002
2009-11-05,41.650002
2009-11-06,41.610001000000004
2009-11-09,42.630001
2009-11-10,42.490002000000004
2009-11-11,42.77
2009-11-12,39.990002000000004
2009-11-13,40.080002
2009-11-16,40.57
2009-11-17,40.77
2009-11-18,40.110001000000004
2009-11-19,40.0
2009-11-20,40.48
2009-11-23,40.889998999999996
2009-11-24,40.48
2009-11-25,40.169998
2009-11-27,39.540001000000004
2009-11-30,38.639998999999996
2009-12-01,39.0
2009-12-02,40.049999
2009-12-03,39.32
2009-12-04,40.16
2009-12-07,40.189999
2009-12-08,39.279999
2009-12-09,38.950001
2009-12-10,38.150002
2009-12-11,40.0
2009-12-14,40.900002
2009-12-15,39.849998
2009-12-16,40.169998
2009-12-17,39.669998
2009-12-18,39.540001000000004
2009-12-21,40.34
2009-12-22,40.259997999999996
2009-12-23,40.639998999999996
2009-12-24,41.060001
2009-12-28,41.529999
2009-12-29,41.669998
2009-12-30,42.369999
2009-12-31,41.619999
2010-01-04,42.889998999999996
2010-01-05,41.740002000000004
2010-01-06,42.93
2010-01-07,43.080002
2010-01-08,43.939999
2010-01-11,44.259997999999996
2010-01-12,41.599998
2010-01-13,41.849998
2010-01-14,41.549999
2010-01-15,40.25
2010-01-19,41.290001000000004
2010-01-20,40.150002
2010-01-21,38.5
2010-01-22,37.080002
2010-01-25,36.93
2010-01-26,36.290001000000004
2010-01-27,35.84
2010-01-28,34.919998
2010-01-29,35.150002
2010-02-01,36.91
2010-02-02,37.450001
2010-02-03,36.66
2010-02-04,34.5
2010-02-05,34.959998999999996
2010-02-08,33.84
2010-02-09,34.5
2010-02-10,34.119999
2010-02-11,35.310001
2010-02-12,35.59
2010-02-16,36.080002
2010-02-17,35.959998999999996
2010-02-18,35.900002
2010-02-19,36.200001
2010-02-22,35.900002
2010-02-23,34.900002
2010-02-24,35.509997999999996
2010-02-25,33.560001
2010-02-26,33.389998999999996
2010-03-01,34.529999
2010-03-02,34.459998999999996
2010-03-03,34.950001
2010-03-04,34.919998
2010-03-05,36.939999
2010-03-08,36.610001000000004
2010-03-09,36.580002
2010-03-10,36.049999
2010-03-11,36.43
2010-03-12,35.790001000000004
2010-03-15,35.459998999999996
2010-03-16,35.5
2010-03-17,36.290001000000004
2010-03-18,36.580002
2010-03-19,37.0
2010-03-22,37.07
2010-03-23,38.349998
2010-03-24,38.099998
2010-03-25,38.0
2010-03-26,38.18
2010-03-29,38.619999
2010-03-30,39.799999
2010-03-31,38.57
2010-04-01,39.709998999999996
2010-04-05,39.810001
2010-04-06,39.830002
2010-04-07,39.299999
2010-04-08,39.59
2010-04-09,39.77
2010-04-12,39.369999
2010-04-13,39.419998
2010-04-14,40.639998999999996
2010-04-15,40.639998999999996
2010-04-16,39.93
2010-04-19,40.009997999999996
2010-04-20,40.029999
2010-04-21,40.599998
2010-04-22,40.27
2010-04-23,41.490002000000004
2010-04-26,40.400002
2010-04-27,39.009997999999996
2010-04-28,39.09
2010-04-29,40.139998999999996
2010-04-30,40.189999
2010-05-03,39.77
2010-05-04,37.669998
2010-05-05,37.139998999999996
2010-05-06,36.169998
2010-05-07,36.0
2010-05-10,37.5
2010-05-11,37.57
2010-05-12,38.349998
2010-05-13,38.400002
2010-05-14,36.919998
2010-05-17,36.459998999999996
2010-05-18,36.799999
2010-05-19,35.799999
2010-05-20,34.0
2010-05-21,35.5
2010-05-24,34.560001
2010-05-25,35.439999
2010-05-26,35.84
2010-05-27,37.57
2010-05-28,37.43
2010-06-01,36.73
2010-06-02,37.900002
2010-06-03,37.84
2010-06-04,35.25
2010-06-07,34.119999
2010-06-08,35.389998999999996
2010-06-09,35.73
2010-06-10,38.700001
2010-06-11,39.139998999999996
2010-06-14,38.310001
2010-06-15,39.34
2010-06-16,38.700001
2010-06-17,38.919998
2010-06-18,39.049999
2010-06-21,39.040001000000004
2010-06-22,37.740002000000004
2010-06-23,37.529999
2010-06-24,37.119999
2010-06-25,38.060001
2010-06-28,37.369999
2010-06-29,35.68
2010-06-30,34.669998
2010-07-01,35.029999
2010-07-02,34.389998999999996
2010-07-06,34.07
2010-07-07,36.470001
2010-07-08,37.220001
2010-07-09,37.52
2010-07-12,36.700001
2010-07-13,37.450001
2010-07-14,37.57
2010-07-15,37.599998
2010-07-16,37.5
2010-07-19,38.130001
2010-07-20,39.049999
2010-07-21,38.950001
2010-07-22,39.740002000000004
2010-07-23,40.59
2010-07-26,41.259997999999996
2010-07-27,40.990002000000004
2010-07-28,40.59
2010-07-29,40.490002000000004
2010-07-30,41.0
2010-08-02,41.09
2010-08-03,40.799999
2010-08-04,41.279999
2010-08-05,41.130001
2010-08-06,40.900002
2010-08-09,41.200001
2010-08-10,39.560001
2010-08-11,37.619999
2010-08-12,37.41
2010-08-13,36.48
2010-08-16,36.98
2010-08-17,38.84
2010-08-18,38.889998999999996
2010-08-19,36.970001
2010-08-20,36.900002
2010-08-23,36.369999
2010-08-24,35.91
2010-08-25,36.950001
2010-08-26,35.93
2010-08-27,37.779999
2010-08-30,36.700001
2010-08-31,36.93
2010-09-01,39.669998
2010-09-02,39.189999
2010-09-03,39.459998999999996
2010-09-07,40.470001
2010-09-08,40.720001
2010-09-09,40.68
2010-09-10,40.93
2010-09-13,41.48
2010-09-14,41.919998
2010-09-15,41.599998
2010-09-16,41.380001
2010-09-17,41.259997999999996
2010-09-20,41.470001
2010-09-21,41.48
2010-09-22,41.630001
2010-09-23,40.619999
2010-09-24,43.049999
2010-09-27,41.720001
2010-09-28,42.880001
2010-09-29,42.549999
2010-09-30,42.790001000000004
2010-10-01,43.66
2010-10-04,42.400002
2010-10-05,43.889998999999996
2010-10-06,43.740002000000004
2010-10-07,43.209998999999996
2010-10-08,44.380001
2010-10-11,44.18
2010-10-12,45.77
2010-10-13,46.110001000000004
2010-10-14,46.439999
2010-10-15,46.02
2010-10-18,46.0
2010-10-19,44.529999
2010-10-20,46.07
2010-10-21,45.099998
2010-10-22,45.169998
2010-10-25,44.25
2010-10-26,44.240002000000004
2010-10-27,43.189999
2010-10-28,43.27
2010-10-29,44.990002000000004
2010-11-01,44.759997999999996
2010-11-02,44.959998999999996
2010-11-03,44.82
2010-11-04,46.790001000000004
2010-11-05,46.810001
2010-11-08,46.889998999999996
2010-11-09,46.16
2010-11-10,47.060001
2010-11-11,47.43
2010-11-12,45.66
2010-11-15,45.900002
2010-11-16,44.18
2010-11-17,44.400002
2010-11-18,46.119999
2010-11-19,47.119999
2010-11-22,47.419998
2010-11-23,46.580002
2010-11-24,47.77
2010-11-26,47.18
2010-11-29,46.950001
2010-11-30,46.900002
2010-12-01,48.75
2010-12-02,50.5
2010-12-03,50.0
2010-12-06,50.810001
2010-12-07,51.16
2010-12-08,50.41
2010-12-09,50.970001
2010-12-10,51.700001
2010-12-13,50.98
2010-12-14,49.580002
2010-12-15,49.139998999999996
2010-12-16,49.110001000000004
2010-12-17,50.279999
2010-12-20,50.810001
2010-12-21,51.16
2010-12-22,51.07
2010-12-23,51.580002
2010-12-27,51.0
2010-12-28,50.900002
2010-12-29,50.700001
2010-12-30,50.540001000000004
2010-12-31,50.09
2011-01-03,50.57
2011-01-04,49.900002
2011-01-05,49.240002000000004
2011-01-06,49.18
2011-01-07,48.400002
2011-01-10,48.48
2011-01-11,48.0
2011-01-12,47.900002
2011-01-13,48.169998
2011-01-14,48.040001000000004
2011-01-18,48.049999
2011-01-19,47.25
2011-01-20,46.360001000000004
2011-01-21,45.880001
2011-01-24,47.0
