Date,OIS
2001-06-26,6.114286
2001-06-27,5.731429
2001-06-28,5.7542860000000005
2001-06-29,5.268571
2001-07-02,4.628572
2001-07-03,5.057143
2001-07-05,5.685714
2001-07-06,5.565714
2001-07-09,5.514286
2001-07-10,5.6
2001-07-11,5.514286
2001-07-12,5.4
2001-07-13,5.685714
2001-07-16,5.388571
2001-07-17,5.342857
2001-07-18,5.32
2001-07-19,5.314286
2001-07-20,5.057143
2001-07-23,5.097143
2001-07-24,5.0285720000000005
2001-07-25,4.914286
2001-07-26,4.885714
2001-07-27,4.857143
2001-07-30,4.737143
2001-07-31,4.771429
2001-08-01,4.685714
2001-08-02,4.885714
2001-08-03,5.057143
2001-08-06,5.131429
2001-08-07,5.142857
2001-08-08,4.942857
2001-08-09,5.0285720000000005
2001-08-10,4.942857
2001-08-13,5.285714
2001-08-14,5.142857
2001-08-15,5.2457139999999995
2001-08-16,5.24
2001-08-17,5.131429
2001-08-20,5.142857
2001-08-21,5.074286
2001-08-22,5.137143
2001-08-23,5.142857
2001-08-24,5.142857
2001-08-27,5.142857
2001-08-28,5.0
2001-08-29,4.942857
2001-08-30,4.771429
2001-08-31,4.84
2001-09-04,4.788571
2001-09-05,4.8
2001-09-06,4.7942860000000005
2001-09-07,4.72
2001-09-10,4.76
2001-09-17,4.828571
2001-09-18,4.845714
2001-09-19,4.6
2001-09-20,4.005714
2001-09-21,3.942857
2001-09-24,3.771429
2001-09-25,3.851429
2001-09-26,3.571429
2001-09-27,3.371428
2001-09-28,3.771429
2001-10-01,3.708571
2001-10-02,3.737143
2001-10-03,3.588571
2001-10-04,3.588571
2001-10-05,3.48
2001-10-08,3.457143
2001-10-09,3.542857
2001-10-10,3.8971430000000002
2001-10-11,4.085714
2001-10-12,3.885714
2001-10-15,3.8285709999999997
2001-10-16,3.885714
2001-10-17,4.0
2001-10-18,3.96
2001-10-19,4.062857
2001-10-22,4.457143
2001-10-23,4.657143
2001-10-24,4.628572
2001-10-25,4.742857
2001-10-26,4.914286
2001-10-29,5.0285720000000005
2001-10-30,4.685714
2001-10-31,5.114286
2001-11-01,5.085714
2001-11-02,4.811429
2001-11-05,4.908571
2001-11-06,4.822857
2001-11-07,4.645714
2001-11-08,4.725714
2001-11-09,4.845714
2001-11-12,4.742857
2001-11-13,4.942857
2001-11-14,4.771429
2001-11-15,4.251429
2001-11-16,4.285714
2001-11-19,4.485714
2001-11-20,4.628572
2001-11-21,4.6
2001-11-23,4.685714
2001-11-26,4.685714
2001-11-27,4.657143
2001-11-28,4.771429
2001-11-29,4.9714279999999995
2001-11-30,5.28
2001-12-03,5.434286
2001-12-04,5.371428
2001-12-05,5.257143
2001-12-06,5.085714
2001-12-07,5.142857
2001-12-10,5.142857
2001-12-11,5.165714
2001-12-12,5.257143
2001-12-13,5.182857
2001-12-14,5.137143
2001-12-17,5.314286
2001-12-18,5.257143
2001-12-19,5.114286
2001-12-20,5.085714
2001-12-21,5.428571
2001-12-24,5.257143
2001-12-26,5.342857
2001-12-27,5.28
2001-12-28,4.857143
2001-12-31,5.2
2002-01-02,5.137143
2002-01-03,5.0285720000000005
2002-01-04,4.834286
2002-01-07,4.748571
2002-01-08,4.942857
2002-01-09,4.908571
2002-01-10,4.782857
2002-01-11,4.622857
2002-01-14,4.514286
2002-01-15,4.4
2002-01-16,4.371428
2002-01-17,4.514286
2002-01-18,4.474286
2002-01-22,4.371428
2002-01-23,4.28
2002-01-24,4.491428
2002-01-25,4.468572
2002-01-28,4.285714
2002-01-29,4.0114279999999995
2002-01-30,4.16
2002-01-31,4.285714
2002-02-01,4.285714
2002-02-04,4.274286
2002-02-05,4.394286
2002-02-06,4.502857
2002-02-07,4.531428
2002-02-08,4.594285
2002-02-11,4.571429
2002-02-12,4.6
2002-02-13,4.657143
2002-02-14,4.64
2002-02-15,4.828571
2002-02-19,4.771429
2002-02-20,4.897143
2002-02-21,4.857143
2002-02-22,5.0285720000000005
2002-02-25,5.262857
2002-02-26,5.234286
2002-02-27,5.228571
2002-02-28,5.314286
2002-03-01,5.285714
2002-03-04,5.251429
2002-03-05,5.2
2002-03-06,5.314286
2002-03-07,5.354286
2002-03-08,5.462857
2002-03-11,5.48
2002-03-12,5.451428
2002-03-13,5.628572
2002-03-14,5.571429
2002-03-15,5.514286
2002-03-18,5.628572
2002-03-19,5.714286
2002-03-20,6.0
2002-03-21,6.285714
2002-03-22,6.051429
2002-03-25,5.8
2002-03-26,6.085714
2002-03-27,6.131429
2002-03-28,6.171429
2002-04-01,6.234286
2002-04-02,6.257143
2002-04-03,5.885714
2002-04-04,5.771429
2002-04-05,5.765714
2002-04-08,5.737143
2002-04-09,5.868571
2002-04-10,6.0
2002-04-11,6.0
2002-04-12,6.0
2002-04-15,6.0
2002-04-16,5.9714279999999995
2002-04-17,6.142857
2002-04-18,6.154286
2002-04-19,6.085714
2002-04-22,6.0285720000000005
2002-04-23,6.091429
2002-04-24,6.0
2002-04-25,6.085714
2002-04-26,6.0
2002-04-29,6.022857
2002-04-30,6.142857
2002-05-01,6.171429
2002-05-02,6.194286
2002-05-03,6.148571
2002-05-06,6.125714
2002-05-07,6.051429
2002-05-08,6.285714
2002-05-09,6.428571
2002-05-10,6.428571
2002-05-13,6.742857000000001
2002-05-14,6.742857000000001
2002-05-15,6.657143
2002-05-16,6.651428999999999
2002-05-17,6.702857000000001
2002-05-20,6.657143
2002-05-21,6.508572
2002-05-22,6.365714
2002-05-23,6.314286
2002-05-24,6.257143
2002-05-28,6.285714
2002-05-29,6.285714
2002-05-30,6.097143
2002-05-31,6.222857
2002-06-03,6.131429
2002-06-04,6.2
2002-06-05,6.251429
2002-06-06,6.097143
2002-06-07,6.051429
2002-06-10,6.114286
2002-06-11,6.228571
2002-06-12,6.2457139999999995
2002-06-13,6.051429
2002-06-14,6.034286
2002-06-17,6.257143
2002-06-18,6.125714
2002-06-19,6.354286
2002-06-20,6.565714
2002-06-21,6.531428
2002-06-24,6.685714
2002-06-25,6.548572
2002-06-26,6.531428
2002-06-27,6.685714
2002-06-28,6.8
2002-07-01,6.72
2002-07-02,6.685714
2002-07-03,6.714286
2002-07-05,6.685714
2002-07-08,6.64
2002-07-09,6.7714289999999995
2002-07-10,6.782857000000001
2002-07-11,6.6
2002-07-12,6.394286
2002-07-15,6.514286
2002-07-16,6.462857
2002-07-17,6.491428
2002-07-18,6.257143
2002-07-19,6.422857
2002-07-22,6.325714
2002-07-23,6.051429
2002-07-24,6.371428
2002-07-25,6.4
2002-07-26,6.314286
2002-07-29,6.4
2002-07-30,6.314286
2002-07-31,6.28
2002-08-01,6.268571
2002-08-02,6.2457139999999995
2002-08-05,6.251429
2002-08-06,6.291429
2002-08-07,6.308571
2002-08-08,6.314286
2002-08-09,6.302857
2002-08-12,6.308571
2002-08-13,6.257143
2002-08-14,6.285714
2002-08-15,6.308571
2002-08-16,6.308571
2002-08-19,6.24
2002-08-20,6.257143
2002-08-21,6.285714
2002-08-22,6.285714
2002-08-23,6.142857
2002-08-26,6.325714
2002-08-27,6.308571
2002-08-28,6.257143
2002-08-29,6.2
2002-08-30,6.154286
2002-09-03,6.005714
2002-09-04,6.268571
2002-09-05,6.2
2002-09-06,6.257143
2002-09-09,6.28
2002-09-10,6.057143
2002-09-11,6.0114279999999995
2002-09-12,5.965714
2002-09-13,5.965714
2002-09-16,5.9714279999999995
2002-09-17,5.9714279999999995
2002-09-18,5.828571
2002-09-19,5.137143
2002-09-20,5.554286
2002-09-23,5.645714
2002-09-24,5.662857
2002-09-25,5.76
2002-09-26,5.942857
2002-09-27,5.725714
2002-09-30,5.714286
2002-10-01,6.057143
2002-10-02,5.902857
2002-10-03,5.937143
2002-10-04,5.714286
2002-10-07,6.171429
2002-10-08,6.462857
2002-10-09,6.605714
2002-10-10,6.611428999999999
2002-10-11,6.628572
2002-10-14,6.554286
2002-10-15,6.657143
2002-10-16,6.628572
2002-10-17,7.114286
2002-10-18,6.9714279999999995
2002-10-21,7.142857000000001
2002-10-22,7.04
2002-10-23,6.914286
2002-10-24,7.2
2002-10-25,7.131429
2002-10-28,7.005714
2002-10-29,6.88
2002-10-30,7.08
2002-10-31,7.4
2002-11-01,7.365714
2002-11-04,7.342857
2002-11-05,7.451428
2002-11-06,7.708571000000001
2002-11-07,7.622857000000001
2002-11-08,7.474286
2002-11-11,7.0285720000000005
2002-11-12,7.48
2002-11-13,7.417142999999999
2002-11-14,7.2
2002-11-15,6.8
2002-11-18,6.84
2002-11-19,7.131429
2002-11-20,7.457142999999999
2002-11-21,7.417142999999999
2002-11-22,7.4
2002-11-25,7.428571000000001
2002-11-26,7.102857000000001
2002-11-27,7.405715
2002-11-29,7.337142999999999
2002-12-02,7.114286
2002-12-03,6.902857000000001
2002-12-04,6.885714
2002-12-05,6.714286
2002-12-06,6.8514289999999995
2002-12-09,6.657143
2002-12-10,6.857142999999999
2002-12-11,6.937142999999999
2002-12-12,7.005714
2002-12-13,6.84
2002-12-16,7.074286
2002-12-17,6.9714279999999995
2002-12-18,6.891427999999999
2002-12-19,7.022857000000001
2002-12-20,7.114286
2002-12-23,7.365714
2002-12-24,7.268571000000001
2002-12-26,7.371428
2002-12-27,7.365714
2002-12-30,7.377142999999999
2002-12-31,7.371428
2003-01-02,7.48
2003-01-03,7.337142999999999
2003-01-06,7.274286
2003-01-07,6.9885720000000005
2003-01-08,7.04
2003-01-09,7.057142999999999
2003-01-10,6.8
2003-01-13,6.611428999999999
2003-01-14,6.531428
2003-01-15,6.702857000000001
2003-01-16,7.0
2003-01-17,6.737143
2003-01-21,6.348571
2003-01-22,6.4
2003-01-23,6.622857000000001
2003-01-24,6.377143
2003-01-27,6.428571
2003-01-28,6.514286
2003-01-29,6.742857000000001
2003-01-30,6.571428999999999
2003-01-31,6.857142999999999
2003-02-03,6.731428999999999
2003-02-04,7.034286
2003-02-05,7.091429
2003-02-06,7.234286
2003-02-07,6.748571000000001
2003-02-10,6.742857000000001
2003-02-11,6.342857
2003-02-12,6.348571
2003-02-13,6.457143
2003-02-14,6.297143
2003-02-18,6.308571
2003-02-19,6.354286
2003-02-20,6.297143
2003-02-21,6.342857
2003-02-24,6.6171429999999996
2003-02-25,6.565714
2003-02-26,6.537143
2003-02-27,6.514286
2003-02-28,6.514286
2003-03-03,6.531428
2003-03-04,6.605714
2003-03-05,6.702857000000001
2003-03-06,6.857142999999999
2003-03-07,6.8514289999999995
2003-03-10,6.8114289999999995
2003-03-11,6.628572
2003-03-12,6.645714
2003-03-13,6.708571000000001
2003-03-14,6.817143
2003-03-17,6.828571000000001
2003-03-18,6.84
2003-03-19,6.857142999999999
2003-03-20,6.7714289999999995
2003-03-21,6.714286
2003-03-24,6.64
2003-03-25,6.702857000000001
2003-03-26,6.48
2003-03-27,6.828571000000001
2003-03-28,6.857142999999999
2003-03-31,6.857142999999999
2003-04-01,6.828571000000001
2003-04-02,6.7714289999999995
2003-04-03,6.485714
2003-04-04,6.428571
2003-04-07,6.462857
2003-04-08,6.285714
2003-04-09,6.257143
2003-04-10,6.228571
2003-04-11,6.085714
2003-04-14,5.857143
2003-04-15,5.822857
2003-04-16,5.748571
2003-04-17,5.914286
2003-04-21,6.097143
2003-04-22,6.262857
2003-04-23,6.291429
2003-04-24,6.085714
2003-04-25,6.2
2003-04-28,6.2457139999999995
2003-04-29,6.314286
2003-04-30,6.502857
2003-05-01,6.628572
2003-05-02,6.885714
2003-05-05,6.948571
2003-05-06,6.834286
2003-05-07,7.091429
2003-05-08,7.085714
2003-05-09,7.108572000000001
2003-05-12,7.371428
2003-05-13,7.428571000000001
2003-05-14,7.44
2003-05-15,7.36
2003-05-16,7.4
2003-05-19,7.2285710000000005
2003-05-20,7.251428999999999
2003-05-21,7.428571000000001
2003-05-22,7.342857
2003-05-23,7.371428
2003-05-27,7.371428
2003-05-28,7.491428
2003-05-29,7.44
2003-05-30,7.68
2003-06-02,7.508572
2003-06-03,7.371428
2003-06-04,7.434286
2003-06-05,7.3828570000000004
2003-06-06,7.514286
2003-06-09,7.44
2003-06-10,7.485714
2003-06-11,7.7714289999999995
2003-06-12,7.685714
2003-06-13,7.445714
2003-06-16,7.4
2003-06-17,7.274286
2003-06-18,7.302857
2003-06-19,7.268571000000001
2003-06-20,7.08
2003-06-23,6.942857000000001
2003-06-24,6.897142999999999
2003-06-25,6.965714
2003-06-26,6.96
2003-06-27,6.96
2003-06-30,6.914286
2003-07-01,6.857142999999999
2003-07-02,6.885714
2003-07-03,6.857142999999999
2003-07-07,6.845714
2003-07-08,6.92
2003-07-09,7.114286
2003-07-10,6.9314279999999995
2003-07-11,7.04
2003-07-14,7.022857000000001
2003-07-15,6.908571
2003-07-16,6.84
2003-07-17,6.7714289999999995
2003-07-18,6.885714
2003-07-21,6.805714
2003-07-22,6.857142999999999
2003-07-23,6.857142999999999
2003-07-24,6.817143
2003-07-25,6.748571000000001
2003-07-28,6.6171429999999996
2003-07-29,6.554286
2003-07-30,6.342857
2003-07-31,6.428571
2003-08-01,6.434286
2003-08-04,6.28
2003-08-05,6.16
2003-08-06,6.371428
2003-08-07,6.565714
2003-08-08,6.657143
2003-08-11,6.634286
2003-08-12,6.857142999999999
2003-08-13,6.782857000000001
2003-08-14,6.84
2003-08-15,6.857142999999999
2003-08-18,6.805714
2003-08-19,6.828571000000001
2003-08-20,6.857142999999999
2003-08-21,7.0285720000000005
2003-08-22,6.714286
2003-08-25,6.862857000000001
2003-08-26,6.8
2003-08-27,6.885714
2003-08-28,7.022857000000001
2003-08-29,6.908571
2003-09-02,6.845714
2003-09-03,6.8
2003-09-04,6.885714
2003-09-05,6.7714289999999995
2003-09-08,6.828571000000001
2003-09-09,6.84
2003-09-10,6.885714
2003-09-11,6.954286
2003-09-12,6.897142999999999
2003-09-15,6.857142999999999
2003-09-16,6.885714
2003-09-17,6.828571000000001
2003-09-18,6.902857000000001
2003-09-19,6.948571
2003-09-22,7.0285720000000005
2003-09-23,7.217142999999999
2003-09-24,7.274286
2003-09-25,7.1485710000000005
2003-09-26,6.914286
2003-09-29,7.142857000000001
2003-09-30,7.251428999999999
2003-10-01,7.4228570000000005
2003-10-02,7.251428999999999
2003-10-03,7.2
2003-10-06,7.297142999999999
2003-10-07,7.2285710000000005
2003-10-08,7.24
2003-10-09,7.217142999999999
2003-10-10,7.154286
2003-10-13,7.257142999999999
2003-10-14,7.131429
2003-10-15,7.057142999999999
2003-10-16,7.085714
2003-10-17,7.182857
2003-10-20,7.2057139999999995
2003-10-21,7.142857000000001
2003-10-22,7.114286
2003-10-23,7.0285720000000005
2003-10-24,6.937142999999999
2003-10-27,7.108572000000001
2003-10-28,7.2
2003-10-29,7.24
2003-10-30,7.04
2003-10-31,7.0
2003-11-03,7.102857000000001
2003-11-04,6.8514289999999995
2003-11-05,7.0685720000000005
2003-11-06,7.1885710000000005
2003-11-07,7.085714
2003-11-10,7.154286
2003-11-11,6.982857000000001
2003-11-12,7.302857
2003-11-13,7.165714
2003-11-14,7.257142999999999
2003-11-17,7.28
2003-11-18,7.0114279999999995
2003-11-19,7.1485710000000005
2003-11-20,6.9714279999999995
2003-11-21,7.114286
2003-11-24,7.142857000000001
2003-11-25,7.154286
2003-11-26,7.285714
2003-11-28,7.177142999999999
2003-12-01,7.325714
2003-12-02,7.588572
2003-12-03,7.628572
2003-12-04,7.76
2003-12-05,7.8514289999999995
2003-12-08,7.965714
2003-12-09,8.005714
2003-12-10,7.857142999999999
2003-12-11,7.942857000000001
2003-12-12,8.171429
2003-12-15,7.9714279999999995
2003-12-16,7.628572
2003-12-17,8.017142999999999
2003-12-18,8.24
2003-12-19,8.028571000000001
2003-12-22,8.342857
2003-12-23,8.194285
2003-12-24,8.285714
2003-12-26,8.262857
2003-12-29,8.36
2003-12-30,8.2
2003-12-31,7.965714
2004-01-02,8.091429
2004-01-05,8.268572
2004-01-06,8.228572
2004-01-07,8.04
2004-01-08,8.462857000000001
2004-01-09,8.565714
2004-01-12,8.92
2004-01-13,8.691428
2004-01-14,8.474286
2004-01-15,8.434286
2004-01-16,8.52
2004-01-20,9.142858
2004-01-21,9.142858
2004-01-22,8.885715
2004-01-23,9.045714
2004-01-26,9.2
2004-01-27,9.0
2004-01-28,8.851429
2004-01-29,8.988571
2004-01-30,8.725715
2004-02-02,8.657143
2004-02-03,7.7714289999999995
2004-02-04,7.4971429999999994
2004-02-05,7.634286
2004-02-06,7.977142999999999
2004-02-09,7.982857000000001
2004-02-10,8.085714
2004-02-11,8.028571000000001
2004-02-12,7.942857000000001
2004-02-13,7.902857000000001
2004-02-17,7.914286
2004-02-18,7.88
2004-02-19,7.8114289999999995
2004-02-20,7.828571000000001
2004-02-23,7.788571000000001
2004-02-24,7.885714
2004-02-25,7.9714279999999995
2004-02-26,7.828571000000001
2004-02-27,7.782857000000001
2004-03-01,7.965714
2004-03-02,7.977142999999999
2004-03-03,7.914286
2004-03-04,8.005714
2004-03-05,8.24
2004-03-08,8.2
2004-03-09,7.891427999999999
2004-03-10,7.702857000000001
2004-03-11,7.565714
2004-03-12,7.742857000000001
2004-03-15,7.708571000000001
2004-03-16,7.645714
2004-03-17,7.731428999999999
2004-03-18,7.76
2004-03-19,7.714286
2004-03-22,7.571428999999999
2004-03-23,7.434286
2004-03-24,7.417142999999999
2004-03-25,7.514286
2004-03-26,7.48
2004-03-29,7.531428
2004-03-30,7.645714
2004-03-31,7.68
2004-04-01,7.605714
2004-04-02,7.6
2004-04-05,7.651428999999999
2004-04-06,7.554286
2004-04-07,7.737143
2004-04-08,7.805714
2004-04-12,7.994286
2004-04-13,7.834286
2004-04-14,7.9714279999999995
2004-04-15,8.085714
2004-04-16,8.165714
2004-04-19,8.251429
2004-04-20,8.091429
2004-04-21,8.142858
2004-04-22,8.348572
2004-04-23,8.314285
2004-04-26,8.354285
2004-04-27,8.457142999999999
2004-04-28,8.4
2004-04-29,8.228572
2004-04-30,7.737143
2004-05-03,8.314285
2004-05-04,8.457142999999999
2004-05-05,8.308572
2004-05-06,8.028571000000001
2004-05-07,7.862857000000001
2004-05-10,7.914286
2004-05-11,8.017142999999999
2004-05-12,8.137143
2004-05-13,8.068571
2004-05-14,8.177143
2004-05-17,8.291428999999999
2004-05-18,8.222857000000001
2004-05-19,8.028571000000001
2004-05-20,8.171429
2004-05-21,8.04
2004-05-24,8.348572
2004-05-25,8.234285
2004-05-26,8.188571000000001
2004-05-27,8.171429
2004-05-28,8.114285
2004-06-01,8.331429
2004-06-02,8.257143
2004-06-03,8.068571
2004-06-04,8.114285
2004-06-07,8.188571000000001
2004-06-08,8.308572
2004-06-09,8.222857000000001
2004-06-10,8.257143
2004-06-14,8.274285
2004-06-15,8.314285
2004-06-16,8.428572
2004-06-17,8.56
2004-06-18,8.645715
2004-06-21,8.72
2004-06-22,8.788571000000001
2004-06-23,8.965714
2004-06-24,8.828571
2004-06-25,8.925714
2004-06-28,8.76
2004-06-29,8.771428
2004-06-30,8.742857
2004-07-01,8.777142999999999
2004-07-02,8.851429
2004-07-06,9.022857
2004-07-07,8.902857000000001
2004-07-08,8.88
2004-07-09,9.142858
2004-07-12,9.131428999999999
2004-07-13,9.091429
2004-07-14,9.234285
2004-07-15,9.365714
2004-07-16,9.36
2004-07-19,9.502857
2004-07-20,9.634286
2004-07-21,9.291428999999999
2004-07-22,9.222857000000001
2004-07-23,9.091429
2004-07-26,8.908571
2004-07-27,9.245714
2004-07-28,9.542857000000001
2004-07-29,9.611428
2004-07-30,9.405714
2004-08-02,9.142858
2004-08-03,9.977143
2004-08-04,10.2
2004-08-05,9.474286
2004-08-06,9.474286
2004-08-09,9.668571
2004-08-10,9.817142
2004-08-11,9.542857000000001
2004-08-12,9.411427999999999
2004-08-13,9.137143
2004-08-16,9.342857
2004-08-17,9.142858
2004-08-18,9.257143
2004-08-19,9.685715
2004-08-20,9.794286
2004-08-23,9.485714
2004-08-24,9.622857000000002
2004-08-25,9.24
2004-08-26,9.137143
2004-08-27,9.12
2004-08-30,9.022857
2004-08-31,9.2
2004-09-01,9.708571000000001
2004-09-02,9.708571000000001
2004-09-03,9.794286
2004-09-07,9.765715
2004-09-08,9.771428
2004-09-09,10.2
2004-09-10,10.308572
2004-09-13,10.137143
2004-09-14,10.0
2004-09-15,10.102858
2004-09-16,10.114285
2004-09-17,10.102858
2004-09-20,10.285714
2004-09-21,10.314285
2004-09-22,10.4
2004-09-23,10.582857
2004-09-24,10.674286
2004-09-27,10.628572
2004-09-28,10.851429
2004-09-29,10.8
2004-09-30,10.685715
2004-10-01,10.822857
2004-10-04,10.811428999999999
2004-10-05,10.714286
2004-10-06,10.845715
2004-10-07,10.857142
2004-10-08,10.84
2004-10-11,10.468572
2004-10-12,10.525714
2004-10-13,10.245714
2004-10-14,10.371428
2004-10-15,10.674286
2004-10-18,10.588572000000001
2004-10-19,10.474286
2004-10-20,10.731428
2004-10-21,11.091429
2004-10-22,10.765715
2004-10-25,10.834286
2004-10-26,10.891428999999999
2004-10-27,10.531428
2004-10-28,10.314285
2004-10-29,10.491427999999999
2004-11-01,10.502857
2004-11-02,10.337143
2004-11-03,11.085714
2004-11-04,11.142858
2004-11-05,11.36
2004-11-08,11.274285
2004-11-09,11.405714
2004-11-10,11.742857
2004-11-11,11.611428
2004-11-12,11.657143
2004-11-15,11.44
2004-11-16,11.417143
2004-11-17,11.302857000000001
2004-11-18,11.588572000000001
2004-11-19,11.731428
2004-11-22,11.622857000000002
2004-11-23,11.68
2004-11-24,11.697142999999999
2004-11-26,11.702857
2004-11-29,11.697142999999999
2004-11-30,11.64
2004-12-01,11.588572000000001
2004-12-02,11.337143
2004-12-03,11.314285
2004-12-06,11.205714
2004-12-07,10.577143
2004-12-08,10.565714
2004-12-09,10.691428
2004-12-10,10.76
2004-12-13,10.902857000000001
2004-12-14,10.788571000000001
2004-12-15,10.874286
2004-12-16,11.0
2004-12-17,10.948571000000001
2004-12-20,10.942857
2004-12-21,11.222857000000001
2004-12-22,11.114285
2004-12-23,11.291428999999999
2004-12-27,10.891428999999999
2004-12-28,11.268572
2004-12-29,11.154285
2004-12-30,11.011429
2004-12-31,11.022857
2005-01-03,10.628572
2005-01-04,10.525714
2005-01-05,10.291428999999999
2005-01-06,10.64
2005-01-07,10.4
2005-01-10,10.377142999999998
2005-01-11,10.257143
2005-01-12,10.285714
2005-01-13,10.468572
2005-01-14,10.52
2005-01-18,10.508572000000001
2005-01-19,10.554286
2005-01-20,10.691428
2005-01-21,10.72
2005-01-24,10.617142999999999
2005-01-25,10.577143
2005-01-26,10.822857
2005-01-27,11.102858
2005-01-28,10.742857
2005-01-31,10.885715
2005-02-01,11.051428999999999
2005-02-02,11.6
2005-02-03,11.674286
2005-02-04,11.914286
2005-02-07,11.554286
2005-02-08,11.908571
2005-02-09,11.28
2005-02-10,11.622857000000002
2005-02-11,11.765715
2005-02-14,11.668571
2005-02-15,11.742857
2005-02-16,12.188571000000001
2005-02-17,12.017142999999999
2005-02-18,12.085714
2005-02-22,12.194285
2005-02-23,12.257143
2005-02-24,12.045714
2005-02-25,12.28
2005-02-28,12.022857
2005-03-01,11.954286
2005-03-02,12.177143
2005-03-03,12.617142999999999
2005-03-04,12.634286
2005-03-07,12.514286
2005-03-08,12.577143
2005-03-09,12.268572
2005-03-10,11.782857
2005-03-11,11.942857
2005-03-14,11.937142999999999
2005-03-15,11.931429
2005-03-16,12.04
2005-03-17,12.0
2005-03-18,12.045714
2005-03-21,12.051428999999999
2005-03-22,12.137143
2005-03-23,11.417143
2005-03-24,11.4
2005-03-28,11.388572
2005-03-29,11.142858
2005-03-30,11.291428999999999
2005-03-31,11.742857
2005-04-01,11.925714
2005-04-04,12.074286
2005-04-05,12.131428999999999
2005-04-06,12.337143
2005-04-07,12.217143
2005-04-08,11.845715
2005-04-11,12.0
2005-04-12,11.897142
2005-04-13,11.497143
2005-04-14,11.445714
2005-04-15,11.125714
2005-04-18,11.462857000000001
2005-04-19,11.725715
2005-04-20,11.72
2005-04-21,12.12
2005-04-22,12.068571
2005-04-25,12.331429
2005-04-26,11.942857
2005-04-27,11.405714
2005-04-28,11.422857
2005-04-29,11.605714
2005-05-02,11.971428999999999
2005-05-03,11.88
2005-05-04,12.205714
2005-05-05,12.742857
2005-05-06,13.462857000000001
2005-05-09,13.822857
2005-05-10,13.491427999999999
2005-05-11,13.422857
2005-05-12,12.657143
2005-05-13,12.291428999999999
2005-05-16,12.531428
2005-05-17,12.691428
2005-05-18,12.474286
2005-05-19,12.594286
2005-05-20,12.571428
2005-05-23,12.657143
2005-05-24,12.657143
2005-05-25,12.697142999999999
2005-05-26,13.022857
2005-05-27,13.411427999999999
2005-05-31,13.234285
2005-06-01,13.32
2005-06-02,13.331429
2005-06-03,13.502857
2005-06-06,13.548572
2005-06-07,13.645715
2005-06-08,13.622857000000002
2005-06-09,14.051429
2005-06-10,14.062857000000001
2005-06-13,14.234285
2005-06-14,14.354285
2005-06-15,14.485714000000002
2005-06-16,13.971429
2005-06-17,14.405714000000001
2005-06-20,14.554286
2005-06-21,14.285714000000002
2005-06-22,14.32
2005-06-23,14.114285
2005-06-24,14.114285
2005-06-27,14.274285
2005-06-28,14.222857000000001
2005-06-29,14.262857
2005-06-30,14.382857000000001
2005-07-01,14.308572
2005-07-05,14.891429
2005-07-06,14.885715
2005-07-07,14.971429
2005-07-08,15.211429
2005-07-11,15.137143
2005-07-12,15.571428
2005-07-13,15.354285
2005-07-14,15.097142999999999
2005-07-15,14.954285999999998
