Date,CALM
1998-04-08,1.578125
1998-04-09,1.5
1998-04-13,1.5234379999999998
1998-04-14,1.46875
1998-04-15,1.5625
1998-04-16,1.53125
1998-04-17,1.53125
1998-04-20,1.5625
1998-04-21,1.5625
1998-04-22,1.5625
1998-04-23,1.5625
1998-04-24,1.578125
1998-04-27,1.4375
1998-04-28,1.546875
1998-04-29,1.5625
1998-04-30,1.53125
1998-05-01,1.53125
1998-05-04,1.46875
1998-05-05,1.46875
1998-05-06,1.515625
1998-05-07,1.515625
1998-05-08,1.59375
1998-05-11,1.546875
1998-05-12,1.546875
1998-05-13,1.5
1998-05-14,1.484375
1998-05-15,1.46875
1998-05-18,1.40625
1998-05-19,1.4375
1998-05-20,1.34375
1998-05-21,1.375
1998-05-22,1.34375
1998-05-26,1.28125
1998-05-27,1.25
1998-05-28,1.2734379999999998
1998-05-29,1.3359379999999998
1998-06-01,1.34375
1998-06-02,1.375
1998-06-03,1.34375
1998-06-04,1.34375
1998-06-05,1.375
1998-06-08,1.328125
1998-06-09,1.375
1998-06-10,1.34375
1998-06-11,1.4375
1998-06-12,1.375
1998-06-15,1.3125
1998-06-16,1.3125
1998-06-17,1.375
1998-06-18,1.3125
1998-06-19,1.34375
1998-06-22,1.34375
1998-06-23,1.34375
1998-06-24,1.34375
1998-06-25,1.375
1998-06-26,1.375
1998-06-29,1.375
1998-06-30,1.375
1998-07-01,1.34375
1998-07-02,1.328125
1998-07-06,1.28125
1998-07-07,1.25
1998-07-08,1.34375
1998-07-09,1.40625
1998-07-10,1.375
1998-07-13,1.3125
1998-07-14,1.296875
1998-07-15,1.25
1998-07-16,1.234375
1998-07-17,1.2578129999999998
1998-07-20,1.3125
1998-07-21,1.3125
1998-07-22,1.25
1998-07-23,1.25
1998-07-24,1.2734379999999998
1998-07-27,1.25
1998-07-28,1.25
1998-07-29,1.25
1998-07-30,1.25
1998-07-31,1.28125
1998-08-03,1.21875
1998-08-04,1.203125
1998-08-05,1.28125
1998-08-06,1.359375
1998-08-07,1.34375
1998-08-10,1.3125
1998-08-11,1.125
1998-08-12,1.1875
1998-08-13,1.1875
1998-08-14,1.15625
1998-08-17,1.25
1998-08-18,1.28125
1998-08-19,1.265625
1998-08-20,1.265625
1998-08-21,1.265625
1998-08-24,1.28125
1998-08-25,1.265625
1998-08-26,1.234375
1998-08-27,1.25
1998-08-28,1.25
1998-08-31,1.15625
1998-09-01,1.21875
1998-09-02,1.15625
1998-09-03,1.09375
1998-09-04,1.15625
1998-09-08,1.21875
1998-09-09,1.171875
1998-09-10,1.171875
1998-09-11,1.21875
1998-09-14,1.25
1998-09-15,1.203125
1998-09-16,1.25
1998-09-17,1.25
1998-09-18,1.28125
1998-09-21,1.28125
1998-09-22,1.3125
1998-09-23,1.3125
1998-09-24,1.34375
1998-09-25,1.3125
1998-09-28,1.3125
1998-09-29,1.25
1998-09-30,1.28125
1998-10-01,1.21875
1998-10-02,1.21875
1998-10-05,1.1875
1998-10-06,1.15625
1998-10-07,1.046875
1998-10-08,0.96875
1998-10-09,0.96875
1998-10-12,1.0625
1998-10-13,1.015625
1998-10-14,1.0
1998-10-15,1.0
1998-10-16,1.03125
1998-10-19,1.015625
1998-10-20,1.015625
1998-10-21,1.046875
1998-10-22,1.09375
1998-10-23,1.09375
1998-10-26,1.1015629999999998
1998-10-27,1.109375
1998-10-28,1.140625
1998-10-29,1.234375
1998-10-30,1.3125
1998-11-02,1.3125
1998-11-03,1.3203129999999998
1998-11-04,1.296875
1998-11-05,1.3125
1998-11-06,1.3125
1998-11-09,1.34375
1998-11-10,1.3125
1998-11-11,1.28125
1998-11-12,1.28125
1998-11-13,1.28125
1998-11-16,1.25
1998-11-17,1.28125
1998-11-18,1.3125
1998-11-19,1.2578129999999998
1998-11-20,1.25
1998-11-23,1.28125
1998-11-24,1.2578129999999998
1998-11-25,1.234375
1998-11-27,1.28125
1998-11-30,1.265625
1998-12-01,1.25
1998-12-02,1.234375
1998-12-03,1.171875
1998-12-04,1.171875
1998-12-07,1.15625
1998-12-08,1.203125
1998-12-09,1.1875
1998-12-10,1.1875
1998-12-11,1.15625
1998-12-14,1.109375
1998-12-15,1.078125
1998-12-16,1.078125
1998-12-17,1.109375
1998-12-18,1.125
1998-12-21,1.15625
1998-12-22,1.1953129999999998
1998-12-23,1.1875
1998-12-24,1.09375
1998-12-28,1.125
1998-12-29,1.125
1998-12-30,1.09375
1998-12-31,1.109375
1999-01-04,1.125
1999-01-05,1.15625
1999-01-06,1.203125
1999-01-07,1.21875
1999-01-08,1.234375
1999-01-11,1.28125
1999-01-12,1.21875
1999-01-13,1.28125
1999-01-14,1.3125
1999-01-15,1.328125
1999-01-19,1.328125
1999-01-20,1.3125
1999-01-21,1.3359379999999998
1999-01-22,1.28125
1999-01-25,1.34375
1999-01-26,1.296875
1999-01-27,1.328125
1999-01-28,1.328125
1999-01-29,1.3125
1999-02-01,1.3125
1999-02-02,1.15625
1999-02-03,1.1875
1999-02-04,1.1875
1999-02-05,1.234375
1999-02-08,1.21875
1999-02-09,1.21875
1999-02-10,1.21875
1999-02-11,1.21875
1999-02-12,1.21875
1999-02-16,1.234375
1999-02-17,1.234375
1999-02-18,1.265625
1999-02-19,1.28125
1999-02-22,1.296875
1999-02-23,1.296875
1999-02-24,1.3046879999999998
1999-02-25,1.3125
1999-02-26,1.3125
1999-03-01,1.3125
1999-03-02,1.3125
1999-03-03,1.3203129999999998
1999-03-04,1.3125
1999-03-05,1.3125
1999-03-08,1.359375
1999-03-09,1.375
1999-03-10,1.375
1999-03-11,1.3671879999999998
1999-03-12,1.359375
1999-03-15,1.359375
1999-03-16,1.359375
1999-03-17,1.375
1999-03-18,1.3671879999999998
1999-03-19,1.375
1999-03-22,1.359375
1999-03-23,1.375
1999-03-24,1.359375
1999-03-25,1.390625
1999-03-26,1.40625
1999-03-29,1.375
1999-03-30,1.375
1999-03-31,1.375
1999-04-01,1.375
1999-04-05,1.375
1999-04-06,1.375
1999-04-07,1.375
1999-04-08,1.390625
1999-04-09,1.3828129999999998
1999-04-12,1.375
1999-04-13,1.390625
1999-04-14,1.390625
1999-04-15,1.390625
1999-04-16,1.40625
1999-04-19,1.390625
1999-04-20,1.390625
1999-04-21,1.390625
1999-04-22,1.375
1999-04-23,1.375
1999-04-26,1.375
1999-04-27,1.375
1999-04-28,1.378906
1999-04-29,1.375
1999-04-30,1.375
1999-05-03,1.375
1999-05-04,1.359375
1999-05-05,1.359375
1999-05-06,1.375
1999-05-07,1.359375
1999-05-10,1.359375
1999-05-11,1.359375
1999-05-12,1.359375
1999-05-13,1.359375
1999-05-14,1.3671879999999998
1999-05-17,1.34375
1999-05-18,1.328125
1999-05-19,1.328125
1999-05-20,1.3125
1999-05-21,1.296875
1999-05-24,1.328125
1999-05-25,1.328125
1999-05-26,1.34375
1999-05-27,1.3828129999999998
1999-05-28,1.3828129999999998
1999-06-01,1.3515629999999998
1999-06-02,1.328125
1999-06-03,1.359375
1999-06-04,1.34375
1999-06-07,1.328125
1999-06-08,1.34375
1999-06-09,1.328125
1999-06-10,1.328125
1999-06-11,1.328125
1999-06-14,1.34375
1999-06-15,1.3125
1999-06-16,1.296875
1999-06-17,1.3125
1999-06-18,1.3125
1999-06-21,1.3125
1999-06-22,1.3125
1999-06-23,1.3125
1999-06-24,1.3125
1999-06-25,1.3125
1999-06-28,1.3125
1999-06-29,1.3125
1999-06-30,1.3125
1999-07-01,1.3125
1999-07-02,1.3125
1999-07-06,1.28125
1999-07-07,1.28125
1999-07-08,1.265625
1999-07-09,1.25
1999-07-12,1.25
1999-07-13,1.265625
1999-07-14,1.2578129999999998
1999-07-15,1.25
1999-07-16,1.25
1999-07-19,1.25
1999-07-20,1.25
1999-07-21,1.265625
1999-07-22,1.2578129999999998
1999-07-23,1.25
1999-07-26,1.25
1999-07-27,1.15625
1999-07-28,1.21875
1999-07-29,1.25
1999-07-30,1.21875
1999-08-02,1.21875
1999-08-03,1.203125
1999-08-04,1.171875
1999-08-05,1.1875
1999-08-06,1.1875
1999-08-09,1.1875
1999-08-10,1.15625
1999-08-11,1.1875
1999-08-12,1.1875
1999-08-13,1.1875
1999-08-16,1.15625
1999-08-17,1.15625
1999-08-18,1.15625
1999-08-19,1.15625
1999-08-20,1.125
1999-08-23,1.125
1999-08-24,1.109375
1999-08-25,1.125
1999-08-26,1.09375
1999-08-27,1.09375
1999-08-30,1.046875
1999-08-31,1.0703129999999998
1999-09-01,1.0625
1999-09-02,1.0625
1999-09-03,1.046875
1999-09-07,1.046875
1999-09-08,1.0
1999-09-09,1.03125
1999-09-10,1.03125
1999-09-13,1.0
1999-09-14,1.0625
1999-09-15,1.09375
1999-09-16,1.21875
1999-09-17,1.21875
1999-09-20,1.21875
1999-09-21,1.1875
1999-09-22,1.140625
1999-09-23,1.203125
1999-09-24,1.1875
1999-09-27,1.140625
1999-09-28,1.015625
1999-09-29,0.984375
1999-09-30,0.9375
1999-10-01,0.984375
1999-10-04,0.9375
1999-10-05,0.90625
1999-10-06,0.984375
1999-10-07,0.984375
1999-10-08,1.015625
1999-10-11,1.03125
1999-10-12,1.015625
1999-10-13,1.0
1999-10-14,0.984375
1999-10-15,0.953125
1999-10-18,0.984375
1999-10-19,0.996094
1999-10-20,1.0
1999-10-21,1.0
1999-10-22,0.96875
1999-10-25,0.96875
1999-10-26,0.96875
1999-10-27,0.9375
1999-10-28,1.03125
1999-10-29,0.96875
1999-11-01,0.96875
1999-11-02,0.96875
1999-11-03,0.945313
1999-11-04,0.9375
1999-11-05,0.890625
1999-11-08,0.875
1999-11-09,0.921875
1999-11-10,0.90625
1999-11-11,0.9375
1999-11-12,0.9375
1999-11-15,0.953125
1999-11-16,1.0
1999-11-17,0.960938
1999-11-18,0.96875
1999-11-19,0.953125
1999-11-22,0.984375
1999-11-23,0.921875
1999-11-24,0.84375
1999-11-26,0.851563
1999-11-29,0.84375
1999-11-30,0.859375
1999-12-01,0.875
1999-12-02,0.832031
1999-12-03,0.796875
1999-12-06,0.78125
1999-12-07,0.765625
1999-12-08,0.8125
1999-12-09,0.757813
1999-12-10,0.75
1999-12-13,0.703125
1999-12-14,0.734375
1999-12-15,0.75
1999-12-16,0.75
1999-12-17,0.765625
1999-12-20,0.75
1999-12-21,0.71875
1999-12-22,0.71875
1999-12-23,0.71875
1999-12-27,0.671875
1999-12-28,0.664063
1999-12-29,0.671875
1999-12-30,0.796875
1999-12-31,0.890625
2000-01-03,0.90625
2000-01-04,0.859375
2000-01-05,0.859375
2000-01-06,0.890625
2000-01-07,0.890625
2000-01-10,0.890625
2000-01-11,0.875
2000-01-12,0.875
2000-01-13,0.875
2000-01-14,0.882813
2000-01-18,0.875
2000-01-19,0.890625
2000-01-20,0.875
2000-01-21,0.875
2000-01-24,0.8125
2000-01-25,0.859375
2000-01-26,0.796875
2000-01-27,0.796875
2000-01-28,0.8125
2000-01-31,0.796875
2000-02-01,0.84375
2000-02-02,0.859375
2000-02-03,0.914063
2000-02-04,0.90625
2000-02-07,0.984375
2000-02-08,0.980469
2000-02-09,1.0
2000-02-10,0.992188
2000-02-11,1.0
2000-02-14,1.0
2000-02-15,1.03125
2000-02-16,1.046875
2000-02-17,1.078125
2000-02-18,1.0625
2000-02-22,1.0625
2000-02-23,1.0625
2000-02-24,1.0625
2000-02-25,1.046875
2000-02-28,1.0
2000-02-29,1.0
2000-03-01,0.984375
2000-03-02,0.984375
2000-03-03,1.015625
2000-03-06,0.96875
2000-03-07,0.992188
2000-03-08,0.96875
2000-03-09,1.0
2000-03-10,1.0234379999999998
2000-03-13,0.953125
2000-03-14,0.953125
2000-03-15,0.96875
2000-03-16,0.96875
2000-03-17,1.0
2000-03-20,0.984375
2000-03-21,0.984375
2000-03-22,0.96875
2000-03-23,0.96875
2000-03-24,0.96875
2000-03-27,0.96875
2000-03-28,0.953125
2000-03-29,0.953125
2000-03-30,0.9375
2000-03-31,0.9375
2000-04-03,0.921875
2000-04-04,0.953125
2000-04-05,0.984375
2000-04-06,0.96875
2000-04-07,0.96875
2000-04-10,0.96875
2000-04-11,0.984375
2000-04-12,0.96875
2000-04-13,0.96875
2000-04-14,0.984375
2000-04-17,0.9375
2000-04-18,0.953125
2000-04-19,0.953125
2000-04-20,0.984375
2000-04-24,0.953125
2000-04-25,0.953125
2000-04-26,0.953125
2000-04-27,0.953125
2000-04-28,0.953125
2000-05-01,0.9375
2000-05-02,0.9375
2000-05-03,0.9375
2000-05-04,0.96875
2000-05-05,0.953125
2000-05-08,0.953125
2000-05-09,0.953125
2000-05-10,0.953125
2000-05-11,0.890625
2000-05-12,0.90625
2000-05-15,0.90625
2000-05-16,0.90625
2000-05-17,0.90625
2000-05-18,0.90625
2000-05-19,0.90625
2000-05-22,0.890625
2000-05-23,0.875
2000-05-24,0.84375
2000-05-25,0.828125
2000-05-26,0.828125
2000-05-30,0.828125
2000-05-31,0.828125
2000-06-01,0.84375
2000-06-02,0.96875
2000-06-05,0.90625
2000-06-06,0.953125
2000-06-07,0.984375
2000-06-08,0.96875
2000-06-09,1.015625
2000-06-12,0.984375
2000-06-13,1.09375
2000-06-14,1.09375
2000-06-15,1.078125
2000-06-16,1.03125
2000-06-19,1.0
2000-06-20,1.015625
2000-06-21,1.015625
2000-06-22,1.0
2000-06-23,0.96875
2000-06-26,0.96875
2000-06-27,0.96875
2000-06-28,0.96875
2000-06-29,0.96875
2000-06-30,0.96875
2000-07-03,0.921875
2000-07-05,0.875
2000-07-06,0.875
2000-07-07,0.890625
2000-07-10,0.890625
2000-07-11,0.9375
2000-07-12,0.921875
2000-07-13,0.921875
2000-07-14,0.90625
2000-07-17,0.90625
2000-07-18,0.921875
2000-07-19,0.921875
2000-07-20,0.921875
2000-07-21,0.921875
2000-07-24,0.921875
2000-07-25,0.90625
2000-07-26,0.90625
2000-07-27,0.90625
2000-07-28,0.90625
2000-07-31,0.921875
2000-08-01,0.90625
2000-08-02,0.90625
2000-08-03,0.90625
2000-08-04,0.90625
2000-08-07,0.921875
2000-08-08,0.9375
2000-08-09,0.9375
2000-08-10,0.9375
2000-08-11,0.9375
2000-08-14,0.953125
2000-08-15,0.9375
2000-08-16,0.9375
2000-08-17,0.9375
2000-08-18,0.9375
2000-08-21,0.84375
2000-08-22,0.859375
2000-08-23,0.875
2000-08-24,0.875
2000-08-25,0.890625
2000-08-28,0.859375
2000-08-29,0.90625
2000-08-30,0.875
2000-08-31,0.859375
2000-09-01,0.859375
2000-09-05,0.890625
2000-09-06,0.84375
2000-09-07,0.890625
2000-09-08,0.875
2000-09-11,0.90625
2000-09-12,0.875
2000-09-13,0.875
2000-09-14,0.875
2000-09-15,0.898438
2000-09-18,0.890625
2000-09-19,0.90625
2000-09-20,0.890625
2000-09-21,0.890625
2000-09-22,0.875
2000-09-25,0.8125
2000-09-26,0.8125
2000-09-27,0.8125
2000-09-28,0.828125
2000-09-29,0.8125
2000-10-02,0.84375
2000-10-03,0.796875
2000-10-04,0.796875
2000-10-05,0.84375
2000-10-06,0.875
2000-10-09,0.914063
2000-10-10,0.890625
2000-10-11,0.890625
2000-10-12,0.890625
2000-10-13,0.890625
2000-10-16,0.890625
2000-10-17,0.890625
2000-10-18,0.890625
2000-10-19,0.890625
2000-10-20,0.90625
2000-10-23,0.890625
2000-10-24,0.875
2000-10-25,0.875
2000-10-26,0.8125
2000-10-27,0.84375
2000-10-30,0.84375
2000-10-31,0.875
2000-11-01,0.90625
2000-11-02,1.0
2000-11-03,0.976563
2000-11-06,1.03125
2000-11-07,1.015625
2000-11-08,1.015625
2000-11-09,1.03125
2000-11-10,1.03125
2000-11-13,1.03125
2000-11-14,1.03125
2000-11-15,1.0625
2000-11-16,1.046875
2000-11-17,1.046875
2000-11-20,1.046875
2000-11-21,1.0625
2000-11-22,1.046875
2000-11-24,1.046875
2000-11-27,1.046875
2000-11-28,1.046875
2000-11-29,1.046875
2000-11-30,1.0625
2000-12-01,1.046875
2000-12-04,1.015625
2000-12-05,1.0625
2000-12-06,1.0625
2000-12-07,1.0625
2000-12-08,1.0546879999999998
2000-12-11,1.0625
2000-12-12,1.0625
2000-12-13,1.0625
2000-12-14,1.0625
2000-12-15,1.0625
2000-12-18,1.03125
2000-12-19,1.046875
2000-12-20,1.046875
2000-12-21,1.046875
2000-12-22,1.3125
2000-12-26,1.3125
2000-12-27,1.328125
2000-12-28,1.53125
2000-12-29,1.5
2001-01-02,1.546875
2001-01-03,1.546875
2001-01-04,1.546875
2001-01-05,1.5
2001-01-08,1.375
2001-01-09,1.390625
2001-01-10,1.359375
2001-01-11,1.328125
2001-01-12,1.328125
2001-01-16,1.234375
2001-01-17,1.265625
2001-01-18,1.265625
2001-01-19,1.28125
2001-01-22,1.28125
2001-01-23,1.3125
2001-01-24,1.3203129999999998
2001-01-25,1.328125
2001-01-26,1.328125
2001-01-29,1.359375
2001-01-30,1.34375
2001-01-31,1.28125
2001-02-01,1.28125
2001-02-02,1.125
2001-02-05,1.1875
2001-02-06,1.171875
2001-02-07,1.171875
2001-02-08,1.203125
2001-02-09,1.15625
2001-02-12,1.109375
2001-02-13,1.171875
2001-02-14,1.171875
2001-02-15,1.171875
2001-02-16,1.171875
2001-02-20,1.171875
2001-02-21,1.15625
2001-02-22,1.15625
2001-02-23,1.125
2001-02-26,1.125
2001-02-27,1.1875
2001-02-28,1.171875
2001-03-01,1.140625
2001-03-02,1.171875
2001-03-05,1.171875
2001-03-06,1.140625
2001-03-07,1.171875
2001-03-08,1.140625
2001-03-09,1.140625
2001-03-12,1.171875
2001-03-13,1.171875
2001-03-14,1.15625
2001-03-15,1.140625
2001-03-16,1.140625
2001-03-19,1.15625
2001-03-20,1.15625
2001-03-21,1.140625
2001-03-22,1.1328129999999998
2001-03-23,1.171875
2001-03-26,1.125
2001-03-27,1.15625
2001-03-28,1.171875
2001-03-29,1.15625
2001-03-30,1.15625
2001-04-02,1.15625
2001-04-03,1.15625
2001-04-04,1.21875
2001-04-05,1.25
2001-04-06,1.3125
2001-04-09,1.2625
2001-04-10,1.2625
2001-04-11,1.2375
2001-04-12,1.245
2001-04-16,1.2525
2001-04-17,1.2575
2001-04-18,1.2375
2001-04-19,1.2375
2001-04-20,1.2375
2001-04-23,1.25
2001-04-24,1.27
2001-04-25,1.2875
2001-04-26,1.2775
2001-04-27,1.275
2001-04-30,1.28
2001-05-01,1.28
2001-05-02,1.28
2001-05-03,1.285
2001-05-04,1.28
2001-05-07,1.28
2001-05-08,1.28
2001-05-09,1.2475
2001-05-10,1.245
2001-05-11,1.255
2001-05-14,1.275
2001-05-15,1.2575
2001-05-16,1.2575
2001-05-17,1.2575
2001-05-18,1.265
2001-05-21,1.27
2001-05-22,1.27
2001-05-23,1.25
2001-05-24,1.2675
2001-05-25,1.2675
2001-05-29,1.2675
2001-05-30,1.25
2001-05-31,1.25
2001-06-01,1.265
2001-06-04,1.2675
2001-06-05,1.2625
2001-06-06,1.25
2001-06-07,1.225
2001-06-08,1.1825
2001-06-11,1.175
2001-06-12,1.15
2001-06-13,1.1875
2001-06-14,1.1875
2001-06-15,1.1875
2001-06-18,1.1375
2001-06-19,1.1875
2001-06-20,1.1625
2001-06-21,1.1625
2001-06-22,1.1875
2001-06-25,1.1525
2001-06-26,1.1625
2001-06-27,1.1375
2001-06-28,1.1625
2001-06-29,1.175
2001-07-02,1.175
2001-07-03,1.175
2001-07-05,1.1625
2001-07-06,1.1625
2001-07-09,1.1375
2001-07-10,1.1375
2001-07-11,1.125
2001-07-12,1.075
2001-07-13,1.075
2001-07-16,1.05
2001-07-17,1.05
2001-07-18,1.0625
2001-07-19,0.98
2001-07-20,0.975
2001-07-23,0.9125
2001-07-24,0.9
2001-07-25,0.8375
2001-07-26,0.8375
2001-07-27,0.8375
2001-07-30,0.95
2001-07-31,0.925
2001-08-01,0.9375
2001-08-02,0.9375
2001-08-03,0.9375
2001-08-06,0.875
2001-08-07,0.875
