Date,ELAN
2019-04-24,32.07
2019-04-25,32.389998999999996
2019-04-26,32.720001
2019-04-29,32.279999
2019-04-30,31.5
2019-05-01,31.440001000000002
2019-05-02,31.360001
2019-05-03,32.130001
2019-05-06,32.169998
2019-05-07,31.120001000000002
2019-05-08,31.389999
2019-05-09,32.959998999999996
2019-05-10,33.299999
2019-05-13,32.150002
2019-05-14,32.599998
2019-05-15,32.75
2019-05-16,33.0
2019-05-17,33.040001000000004
2019-05-20,32.650002
2019-05-21,32.740002000000004
2019-05-22,32.290001000000004
2019-05-23,32.389998999999996
2019-05-24,32.099998
2019-05-28,31.969998999999998
2019-05-29,31.74
2019-05-30,31.51
2019-05-31,31.280001000000002
2019-06-03,31.93
2019-06-04,32.73
2019-06-05,32.900002
2019-06-06,32.5
2019-06-07,32.689999
2019-06-10,32.450001
2019-06-11,32.57
2019-06-12,33.18
2019-06-13,32.549999
2019-06-14,31.950001
2019-06-17,31.49
2019-06-18,32.779999
2019-06-19,33.119999
2019-06-20,32.93
2019-06-21,33.73
2019-06-24,33.529999
2019-06-25,34.790001000000004
2019-06-26,34.290001000000004
2019-06-27,34.259997999999996
2019-06-28,33.799999
2019-07-01,34.959998999999996
2019-07-02,33.990002000000004
2019-07-03,34.75
2019-07-05,34.189999
2019-07-08,33.360001000000004
2019-07-09,34.07
2019-07-10,33.16
2019-07-11,33.860001000000004
2019-07-12,33.310001
2019-07-15,33.68
2019-07-16,33.349998
2019-07-17,33.18
2019-07-18,32.84
2019-07-19,32.5
2019-07-22,32.189999
2019-07-23,33.009997999999996
2019-07-24,33.400002
2019-07-25,32.91
2019-07-26,33.16
2019-07-29,33.009997999999996
2019-07-30,33.349998
2019-07-31,32.959998999999996
2019-08-01,33.060001
2019-08-02,32.889998999999996
2019-08-05,31.809998999999998
2019-08-06,32.84
2019-08-07,31.469998999999998
2019-08-08,31.33
2019-08-09,30.65
2019-08-12,29.68
2019-08-13,29.85
2019-08-14,28.51
2019-08-15,29.190001000000002
2019-08-16,29.360001
2019-08-19,29.809998999999998
2019-08-20,27.26
2019-08-21,26.389999
2019-08-22,27.049999
2019-08-23,26.41
2019-08-26,25.879998999999998
2019-08-27,25.620001000000002
2019-08-28,25.780001000000002
2019-08-29,25.93
2019-08-30,26.02
2019-09-03,26.040001
2019-09-04,26.360001
2019-09-05,26.49
2019-09-06,27.35
2019-09-09,26.99
2019-09-10,27.91
2019-09-11,28.74
2019-09-12,28.379998999999998
2019-09-13,28.68
2019-09-16,28.32
2019-09-17,28.08
2019-09-18,27.48
2019-09-19,27.129998999999998
2019-09-20,27.530001000000002
2019-09-23,28.07
2019-09-24,27.549999
2019-09-25,26.98
2019-09-26,26.700001
2019-09-27,26.4
2019-09-30,26.59
2019-10-01,26.17
2019-10-02,25.950001
2019-10-03,26.85
2019-10-04,26.780001000000002
2019-10-07,26.639999
2019-10-08,26.68
2019-10-09,26.82
2019-10-10,26.549999
2019-10-11,26.889999
2019-10-14,26.639999
2019-10-15,27.110001
2019-10-16,27.07
2019-10-17,26.469998999999998
2019-10-18,26.23
2019-10-21,26.360001
2019-10-22,26.040001
2019-10-23,26.17
2019-10-24,26.299999
2019-10-25,26.870001000000002
2019-10-28,27.15
2019-10-29,27.18
2019-10-30,27.129998999999998
2019-10-31,27.02
2019-11-01,27.4
2019-11-04,27.280001000000002
2019-11-05,27.43
2019-11-06,26.68
2019-11-07,26.92
2019-11-08,27.23
2019-11-11,26.57
2019-11-12,26.209999
2019-11-13,26.0
2019-11-14,25.290001
2019-11-15,26.110001
2019-11-18,25.540001
2019-11-19,26.27
2019-11-20,26.35
2019-11-21,26.4
2019-11-22,26.790001
2019-11-25,27.809998999999998
2019-11-26,27.66
2019-11-27,27.870001000000002
2019-11-29,27.709999
2019-12-02,27.620001000000002
2019-12-03,27.299999
2019-12-04,27.17
2019-12-05,27.16
2019-12-06,27.09
2019-12-09,26.85
2019-12-10,26.459999
2019-12-11,26.790001
2019-12-12,27.48
2019-12-13,27.780001000000002
2019-12-16,28.309998999999998
2019-12-17,28.76
2019-12-18,28.190001000000002
2019-12-19,28.950001
2019-12-20,28.799999
2019-12-23,29.07
2019-12-24,29.43
2019-12-26,29.16
2019-12-27,29.34
2019-12-30,29.290001
2019-12-31,29.450001
2020-01-02,29.469998999999998
2020-01-03,29.1
2020-01-06,28.83
2020-01-07,28.709999
2020-01-08,28.559998999999998
2020-01-09,28.040001
2020-01-10,28.73
2020-01-13,28.41
2020-01-14,29.280001000000002
2020-01-15,30.84
2020-01-16,30.610001
2020-01-17,30.0
2020-01-21,30.620001000000002
2020-01-22,32.23
2020-01-23,32.25
2020-01-24,31.57
2020-01-27,31.139999
2020-01-28,31.559998999999998
2020-01-29,31.74
2020-01-30,31.719998999999998
2020-01-31,30.9
2020-02-03,31.299999
2020-02-04,31.66
2020-02-05,31.629998999999998
2020-02-06,31.68
2020-02-07,31.389999
2020-02-10,31.49
2020-02-11,31.75
2020-02-12,31.360001
2020-02-13,31.120001000000002
2020-02-14,30.98
2020-02-18,30.450001
2020-02-19,29.93
2020-02-20,30.23
2020-02-21,31.15
2020-02-24,30.01
2020-02-25,29.25
2020-02-26,28.77
2020-02-27,28.129998999999998
2020-02-28,27.4
2020-03-02,27.780001000000002
2020-03-03,27.059998999999998
2020-03-04,27.52
2020-03-05,26.08
2020-03-06,25.389999
2020-03-09,23.889999
2020-03-10,24.6
2020-03-11,23.719998999999998
2020-03-12,21.34
2020-03-13,22.43
2020-03-16,19.360001
2020-03-17,19.969998999999998
2020-03-18,16.68
2020-03-19,17.469998999999998
2020-03-20,17.5
2020-03-23,16.959999
2020-03-24,18.610001
2020-03-25,19.620001000000002
2020-03-26,21.42
2020-03-27,21.82
2020-03-30,22.59
2020-03-31,22.389999
2020-04-01,20.15
2020-04-02,20.77
2020-04-03,20.190001000000002
2020-04-06,21.98
2020-04-07,22.75
2020-04-08,23.43
2020-04-09,24.5
2020-04-13,23.15
2020-04-14,23.76
2020-04-15,22.77
2020-04-16,22.67
2020-04-17,24.290001
2020-04-20,24.530001000000002
2020-04-21,23.879998999999998
2020-04-22,24.0
2020-04-23,23.809998999999998
2020-04-24,23.85
2020-04-27,24.66
2020-04-28,24.209999
2020-04-29,24.93
2020-04-30,24.709999
2020-05-01,24.040001
2020-05-04,23.969998999999998
2020-05-05,24.15
2020-05-06,22.93
2020-05-07,19.879998999999998
2020-05-08,19.84
