Date,SLGN
1997-07-23,4.828125
1997-07-24,4.78125
1997-07-25,4.796875
1997-07-28,4.890625
1997-07-29,4.796875
1997-07-30,4.640625
1997-07-31,4.601563
1997-08-01,4.585938
1997-08-04,4.609375
1997-08-05,4.59375
1997-08-06,4.59375
1997-08-07,4.625
1997-08-08,4.625
1997-08-11,4.625
1997-08-12,4.59375
1997-08-13,4.5625
1997-08-14,4.640625
1997-08-15,4.65625
1997-08-18,4.625
1997-08-19,4.625
1997-08-20,4.78125
1997-08-21,4.875
1997-08-22,5.0
1997-08-25,5.101563
1997-08-26,5.15625
1997-08-27,5.03125
1997-08-28,5.03125
1997-08-29,5.125
1997-09-02,5.125
1997-09-03,5.1875
1997-09-04,5.125
1997-09-05,5.1875
1997-09-08,5.09375
1997-09-09,5.03125
1997-09-10,5.125
1997-09-11,5.078125
1997-09-12,5.046875
1997-09-15,5.078125
1997-09-16,5.125
1997-09-17,5.125
1997-09-18,5.1875
1997-09-19,5.09375
1997-09-22,5.1875
1997-09-23,5.1875
1997-09-24,5.109375
1997-09-25,5.09375
1997-09-26,5.0
1997-09-29,5.09375
1997-09-30,5.0
1997-10-01,5.0
1997-10-02,4.90625
1997-10-03,4.8125
1997-10-06,4.90625
1997-10-07,4.828125
1997-10-08,4.84375
1997-10-09,4.734375
1997-10-10,4.71875
1997-10-13,4.71875
1997-10-14,4.640625
1997-10-15,4.59375
1997-10-16,4.5625
1997-10-17,4.59375
1997-10-20,4.59375
1997-10-21,4.5625
1997-10-22,4.59375
1997-10-23,4.46875
1997-10-24,4.4375
1997-10-27,4.296875
1997-10-28,4.359375
1997-10-29,4.421875
1997-10-30,4.34375
1997-10-31,4.40625
1997-11-03,4.4375
1997-11-04,4.4375
1997-11-05,4.375
1997-11-06,4.40625
1997-11-07,4.40625
1997-11-10,4.375
1997-11-11,4.375
1997-11-12,4.351563
1997-11-13,4.34375
1997-11-14,4.34375
1997-11-17,4.351563
1997-11-18,4.375
1997-11-19,4.359375
1997-11-20,4.34375
1997-11-21,4.375
1997-11-24,4.375
1997-11-25,4.34375
1997-11-26,4.3125
1997-11-28,4.34375
1997-12-01,4.34375
1997-12-02,4.34375
1997-12-03,4.1875
1997-12-04,4.1875
1997-12-05,4.203125
1997-12-08,4.25
1997-12-09,4.21875
1997-12-10,4.09375
1997-12-11,4.0
1997-12-12,4.0
1997-12-15,3.90625
1997-12-16,3.703125
1997-12-17,3.609375
1997-12-18,3.609375
1997-12-19,3.65625
1997-12-22,3.625
1997-12-23,3.59375
1997-12-24,3.65625
1997-12-26,3.6875
1997-12-29,3.6875
1997-12-30,3.6875
1997-12-31,4.0625
1998-01-02,3.9140629999999996
1998-01-05,3.875
1998-01-06,3.875
1998-01-07,3.765625
1998-01-08,3.84375
1998-01-09,3.71875
1998-01-12,3.65625
1998-01-13,3.6875
1998-01-14,3.671875
1998-01-15,3.65625
1998-01-16,3.53125
1998-01-20,3.5390629999999996
1998-01-21,3.546875
1998-01-22,3.5
1998-01-23,3.5
1998-01-26,3.4921879999999996
1998-01-27,3.4375
1998-01-28,3.46875
1998-01-29,3.484375
1998-01-30,3.453125
1998-02-02,3.4375
1998-02-03,3.421875
1998-02-04,3.421875
1998-02-05,3.421875
1998-02-06,3.4375
1998-02-09,3.515625
1998-02-10,3.5078129999999996
1998-02-11,3.578125
1998-02-12,3.5625
1998-02-13,3.5625
1998-02-17,3.59375
1998-02-18,4.1875
1998-02-19,4.453125
1998-02-20,4.359375
1998-02-23,4.34375
1998-02-24,4.359375
1998-02-25,4.40625
1998-02-26,4.414063
1998-02-27,4.40625
1998-03-02,4.453125
1998-03-03,4.4375
1998-03-04,4.4375
1998-03-05,4.40625
1998-03-06,4.40625
1998-03-09,4.4375
1998-03-10,4.421875
1998-03-11,4.4375
1998-03-12,4.4375
1998-03-13,4.4375
1998-03-16,4.40625
1998-03-17,4.46875
1998-03-18,4.46875
1998-03-19,4.417969
1998-03-20,4.390625
1998-03-23,4.390625
1998-03-24,4.390625
1998-03-25,4.390625
1998-03-26,4.390625
1998-03-27,4.390625
1998-03-30,4.398438
1998-03-31,4.390625
1998-04-01,4.390625
1998-04-02,4.390625
1998-04-03,4.390625
1998-04-06,4.390625
1998-04-07,4.367188
1998-04-08,4.320313
1998-04-09,4.265625
1998-04-13,4.273438
1998-04-14,4.3125
1998-04-15,4.296875
1998-04-16,4.3125
1998-04-17,4.390625
1998-04-20,4.359375
1998-04-21,4.46875
1998-04-22,4.5
1998-04-23,4.46875
1998-04-24,4.46875
1998-04-27,4.476563
1998-04-28,4.328125
1998-04-29,4.375
1998-04-30,4.375
1998-05-01,4.453125
1998-05-04,4.453125
1998-05-05,4.429688
1998-05-06,4.382813
1998-05-07,4.367188
1998-05-08,4.375
1998-05-11,4.375
1998-05-12,4.375
1998-05-13,4.328125
1998-05-14,4.34375
1998-05-15,4.304688
1998-05-18,4.28125
1998-05-19,4.296875
1998-05-20,4.265625
1998-05-21,4.296875
1998-05-22,4.21875
1998-05-26,4.0625
1998-05-27,4.015625
1998-05-28,4.046875
1998-05-29,4.15625
1998-06-01,4.078125
1998-06-02,4.132813
1998-06-03,4.0625
1998-06-04,4.15625
1998-06-05,4.09375
1998-06-08,4.078125
1998-06-09,3.96875
1998-06-10,3.9296879999999996
1998-06-11,3.7265629999999996
1998-06-12,3.9375
1998-06-15,3.90625
1998-06-16,3.90625
1998-06-17,3.84375
1998-06-18,3.90625
1998-06-19,3.84375
1998-06-22,3.84375
1998-06-23,3.8085940000000003
1998-06-24,3.828125
1998-06-25,3.78125
1998-06-26,3.6875
1998-06-29,3.765625
1998-06-30,3.5
1998-07-01,3.40625
1998-07-02,3.40625
1998-07-06,3.40625
1998-07-07,3.390625
1998-07-08,3.328125
1998-07-09,3.296875
1998-07-10,3.421875
1998-07-13,3.390625
1998-07-14,3.34375
1998-07-15,3.296875
1998-07-16,3.421875
1998-07-17,3.421875
1998-07-20,3.3125
1998-07-21,3.296875
1998-07-22,3.3359379999999996
1998-07-23,3.296875
1998-07-24,3.296875
1998-07-27,3.46875
1998-07-28,3.3203129999999996
1998-07-29,3.34375
1998-07-30,3.484375
1998-07-31,3.3203129999999996
1998-08-03,3.2890629999999996
1998-08-04,3.09375
1998-08-05,3.078125
1998-08-06,3.21875
1998-08-07,3.28125
1998-08-10,3.25
1998-08-11,3.171875
1998-08-12,3.140625
1998-08-13,3.140625
1998-08-14,3.078125
1998-08-17,3.09375
1998-08-18,3.226563
1998-08-19,3.140625
1998-08-20,3.15625
1998-08-21,3.070313
1998-08-24,3.039063
1998-08-25,3.09375
1998-08-26,3.046875
1998-08-27,3.0
1998-08-28,2.96875
1998-08-31,2.90625
1998-09-01,2.90625
1998-09-02,2.890625
1998-09-03,2.859375
1998-09-04,2.84375
1998-09-08,2.84375
1998-09-09,2.796875
1998-09-10,2.578125
1998-09-11,2.90625
1998-09-14,2.9375
1998-09-15,2.75
1998-09-16,2.71875
1998-09-17,2.71875
1998-09-18,2.65625
1998-09-21,2.75
1998-09-22,2.703125
1998-09-23,2.679688
1998-09-24,2.703125
1998-09-25,2.703125
1998-09-28,2.75
1998-09-29,2.921875
1998-09-30,2.96875
1998-10-01,2.84375
1998-10-02,2.859375
1998-10-05,2.6875
1998-10-06,2.828125
1998-10-07,2.75
1998-10-08,2.734375
1998-10-09,2.546875
1998-10-12,2.554688
1998-10-13,2.515625
1998-10-14,2.539063
1998-10-15,2.5625
1998-10-16,2.53125
1998-10-19,2.5
1998-10-20,2.515625
1998-10-21,2.515625
1998-10-22,2.890625
1998-10-23,3.140625
1998-10-26,3.164063
1998-10-27,3.140625
1998-10-28,3.070313
1998-10-29,3.074219
1998-10-30,3.125
1998-11-02,3.078125
1998-11-03,3.0625
1998-11-04,3.09375
1998-11-05,3.34375
1998-11-06,3.484375
1998-11-09,3.34375
1998-11-10,3.3203129999999996
1998-11-11,3.40625
1998-11-12,3.40625
1998-11-13,3.34375
1998-11-16,3.375
1998-11-17,3.265625
1998-11-18,3.296875
1998-11-19,3.375
1998-11-20,3.3828129999999996
1998-11-23,3.265625
1998-11-24,3.296875
1998-11-25,3.296875
1998-11-27,3.296875
1998-11-30,3.4375
1998-12-01,3.28125
1998-12-02,3.296875
1998-12-03,3.296875
1998-12-04,3.40625
1998-12-07,3.34375
1998-12-08,3.3476559999999997
1998-12-09,3.40625
1998-12-10,3.375
1998-12-11,3.375
1998-12-14,3.25
1998-12-15,3.25
1998-12-16,3.25
1998-12-17,3.25
1998-12-18,3.234375
1998-12-21,3.1875
1998-12-22,3.21875
1998-12-23,3.375
1998-12-24,3.25
1998-12-28,3.5
1998-12-29,3.5
1998-12-30,3.375
1998-12-31,3.4746089999999996
1999-01-04,3.484375
1999-01-05,3.484375
1999-01-06,3.234375
1999-01-07,3.1875
1999-01-08,3.0625
1999-01-11,3.015625
1999-01-12,2.9375
1999-01-13,2.9375
1999-01-14,2.96875
1999-01-15,3.0
1999-01-19,2.984375
1999-01-20,3.0
1999-01-21,2.890625
1999-01-22,2.78125
1999-01-25,2.835938
1999-01-26,2.875
1999-01-27,2.875
1999-01-28,2.921875
1999-01-29,2.921875
1999-02-01,2.859375
1999-02-02,2.828125
1999-02-03,2.851563
1999-02-04,2.820313
1999-02-05,2.796875
1999-02-08,2.828125
1999-02-09,2.78125
1999-02-10,2.703125
1999-02-11,2.75
1999-02-12,2.75
1999-02-16,2.75
1999-02-17,2.8125
1999-02-18,2.734375
1999-02-19,2.6875
1999-02-22,2.625
1999-02-23,2.71875
1999-02-24,2.65625
1999-02-25,2.34375
1999-02-26,2.773438
1999-03-01,2.765625
1999-03-02,2.640625
1999-03-03,2.65625
1999-03-04,2.59375
1999-03-05,2.53125
1999-03-08,2.515625
1999-03-09,2.515625
1999-03-10,2.546875
1999-03-11,2.53125
1999-03-12,2.484375
1999-03-15,2.445313
1999-03-16,2.421875
1999-03-17,2.375
1999-03-18,2.492188
1999-03-19,2.507813
1999-03-22,2.375
1999-03-23,2.359375
1999-03-24,2.3125
1999-03-25,2.25
1999-03-26,2.335938
1999-03-29,2.257813
1999-03-30,2.232422
1999-03-31,2.085938
1999-04-01,2.125
1999-04-05,2.0
1999-04-06,2.0
1999-04-07,1.84375
1999-04-08,1.90625
1999-04-09,1.875
1999-04-12,1.90625
1999-04-13,1.875
1999-04-14,1.890625
1999-04-15,1.84375
1999-04-16,1.976563
1999-04-19,2.234375
1999-04-20,2.359375
1999-04-21,2.625
1999-04-22,2.625
1999-04-23,2.640625
1999-04-26,2.5
1999-04-27,2.507813
1999-04-28,2.375
1999-04-29,2.3125
1999-04-30,2.15625
1999-05-03,2.203125
1999-05-04,2.21875
1999-05-05,2.265625
1999-05-06,2.382813
1999-05-07,2.546875
1999-05-10,2.3125
1999-05-11,2.179688
1999-05-12,2.1875
1999-05-13,2.25
1999-05-14,2.390625
1999-05-17,2.453125
1999-05-18,2.492188
1999-05-19,2.40625
1999-05-20,2.5
1999-05-21,2.46875
1999-05-24,2.46875
1999-05-25,2.46875
1999-05-26,2.4375
1999-05-27,2.476563
1999-05-28,2.515625
1999-06-01,2.429688
1999-06-02,2.484375
1999-06-03,2.476563
1999-06-04,2.5625
1999-06-07,2.546875
1999-06-08,2.515625
1999-06-09,2.53125
1999-06-10,2.5
1999-06-11,2.40625
1999-06-14,2.53125
1999-06-15,3.0625
1999-06-16,2.84375
1999-06-17,2.828125
1999-06-18,2.78125
1999-06-21,2.875
1999-06-22,2.875
1999-06-23,2.8125
1999-06-24,2.796875
1999-06-25,2.625
1999-06-28,2.6875
1999-06-29,2.59375
1999-06-30,2.484375
1999-07-01,2.53125
1999-07-02,2.5
1999-07-06,2.46875
1999-07-07,2.5
1999-07-08,2.445313
1999-07-09,2.46875
1999-07-12,2.453125
1999-07-13,2.453125
1999-07-14,2.453125
1999-07-15,2.453125
1999-07-16,2.421875
1999-07-19,2.453125
1999-07-20,2.4375
1999-07-21,2.453125
1999-07-22,2.625
1999-07-23,2.625
1999-07-26,2.75
1999-07-27,2.75
1999-07-28,2.765625
1999-07-29,2.71875
1999-07-30,2.710938
1999-08-02,2.875
1999-08-03,2.875
1999-08-04,2.9375
1999-08-05,2.929688
1999-08-06,2.8125
1999-08-09,2.8125
1999-08-10,3.015625
1999-08-11,2.9375
1999-08-12,2.9375
1999-08-13,2.90625
1999-08-16,2.859375
1999-08-17,2.796875
1999-08-18,2.78125
1999-08-19,2.75
1999-08-20,2.6875
1999-08-23,2.617188
1999-08-24,2.617188
1999-08-25,2.609375
1999-08-26,2.609375
1999-08-27,2.515625
1999-08-30,2.476563
1999-08-31,2.25
1999-09-01,2.398438
1999-09-02,2.40625
1999-09-03,2.5
1999-09-07,2.53125
1999-09-08,2.484375
1999-09-09,2.5
1999-09-10,2.539063
1999-09-13,2.4375
1999-09-14,2.4375
1999-09-15,2.453125
1999-09-16,2.425781
1999-09-17,2.4375
1999-09-20,2.4375
1999-09-21,2.453125
1999-09-22,2.46875
1999-09-23,2.453125
1999-09-24,2.4375
1999-09-27,2.492188
1999-09-28,2.398438
1999-09-29,2.375
1999-09-30,2.5
1999-10-01,2.367188
1999-10-04,2.320313
1999-10-05,2.484375
1999-10-06,2.484375
1999-10-07,2.28125
1999-10-08,2.28125
1999-10-11,2.359375
1999-10-12,2.265625
1999-10-13,2.203125
1999-10-14,2.117188
1999-10-15,2.25
1999-10-18,2.09375
1999-10-19,2.03125
1999-10-20,2.046875
1999-10-21,2.09375
1999-10-22,2.1875
1999-10-25,2.039063
1999-10-26,2.0625
1999-10-27,2.0625
1999-10-28,1.929688
1999-10-29,1.921875
1999-11-01,1.882813
1999-11-02,1.867188
1999-11-03,1.9375
1999-11-04,1.9375
1999-11-05,1.992188
1999-11-08,1.84375
1999-11-09,1.84375
1999-11-10,1.851563
1999-11-11,1.859375
1999-11-12,1.84375
1999-11-15,1.9375
1999-11-16,1.953125
1999-11-17,1.875
1999-11-18,2.09375
1999-11-19,2.078125
1999-11-22,2.023438
1999-11-23,2.015625
1999-11-24,2.0
1999-11-26,1.96875
1999-11-29,1.96875
1999-11-30,1.898438
1999-12-01,1.867188
1999-12-02,1.84375
1999-12-03,1.90625
1999-12-06,1.78125
1999-12-07,1.898438
1999-12-08,1.8125
1999-12-09,1.828125
1999-12-10,1.6875
1999-12-13,1.671875
1999-12-14,1.40625
1999-12-15,1.4609379999999998
1999-12-16,1.625
1999-12-17,1.625
1999-12-20,1.765625
1999-12-21,1.71875
1999-12-22,1.546875
1999-12-23,1.6015629999999998
1999-12-27,1.5390629999999998
1999-12-28,1.625
1999-12-29,1.671875
1999-12-30,1.8125
1999-12-31,1.671875
2000-01-03,1.609375
2000-01-04,1.6328129999999998
2000-01-05,1.578125
2000-01-06,1.75
2000-01-07,1.625
2000-01-10,1.703125
2000-01-11,1.75
2000-01-12,1.6875
2000-01-13,1.6875
2000-01-14,1.734375
2000-01-18,1.71875
2000-01-19,1.710938
2000-01-20,1.75
2000-01-21,1.804688
2000-01-24,1.859375
2000-01-25,1.742188
2000-01-26,1.742188
2000-01-27,1.65625
2000-01-28,1.6875
2000-01-31,1.6875
2000-02-01,1.7695310000000002
2000-02-02,1.703125
2000-02-03,1.796875
2000-02-04,1.726563
2000-02-07,1.773438
2000-02-08,1.875
2000-02-09,1.765625
2000-02-10,1.75
2000-02-11,1.828125
2000-02-14,1.929688
2000-02-15,1.953125
2000-02-16,2.070313
2000-02-17,2.09375
2000-02-18,2.125
2000-02-22,1.945313
2000-02-23,1.6875
2000-02-24,1.609375
2000-02-25,1.546875
2000-02-28,1.5625
2000-02-29,1.578125
2000-03-01,1.71875
2000-03-02,1.65625
2000-03-03,1.625
2000-03-06,1.734375
2000-03-07,1.765625
2000-03-08,1.78125
2000-03-09,1.6875
2000-03-10,1.65625
2000-03-13,1.75
2000-03-14,1.75
2000-03-15,1.703125
2000-03-16,1.671875
2000-03-17,1.625
2000-03-20,1.4921879999999998
2000-03-21,1.5234379999999998
2000-03-22,1.5
2000-03-23,1.46875
2000-03-24,1.46875
2000-03-27,1.484375
2000-03-28,1.515625
2000-03-29,1.5
2000-03-30,1.53125
2000-03-31,1.515625
2000-04-03,1.625
2000-04-04,1.625
2000-04-05,1.625
2000-04-06,1.6875
2000-04-07,1.6875
2000-04-10,1.59375
2000-04-11,1.71875
2000-04-12,1.6171879999999998
2000-04-13,1.609375
2000-04-14,1.546875
2000-04-17,1.625
2000-04-18,1.671875
2000-04-19,1.5390629999999998
2000-04-20,1.5390629999999998
2000-04-24,1.546875
2000-04-25,1.5
2000-04-26,1.5
2000-04-27,1.578125
2000-04-28,1.609375
2000-05-01,1.679688
2000-05-02,1.6757810000000002
2000-05-03,1.679688
2000-05-04,1.679688
2000-05-05,1.640625
2000-05-08,1.625
2000-05-09,1.59375
2000-05-10,1.5
2000-05-11,1.484375
2000-05-12,1.4375
2000-05-15,1.453125
2000-05-16,1.375
2000-05-17,1.375
2000-05-18,1.375
2000-05-19,1.375
2000-05-22,1.3125
2000-05-23,1.28125
2000-05-24,1.234375
2000-05-25,1.265625
2000-05-26,1.2421879999999998
2000-05-30,1.265625
2000-05-31,1.171875
2000-06-01,1.191406
2000-06-02,1.1171879999999998
2000-06-05,1.0859379999999998
2000-06-06,1.0625
2000-06-07,1.046875
2000-06-08,1.0390629999999998
2000-06-09,1.042969
2000-06-12,0.96875
2000-06-13,0.9082030000000001
2000-06-14,0.945313
2000-06-15,0.914063
2000-06-16,0.945313
2000-06-19,0.90625
2000-06-20,1.1875
2000-06-21,1.1796879999999998
2000-06-22,1.1015629999999998
2000-06-23,1.125
2000-06-26,1.046875
2000-06-27,1.058594
2000-06-28,1.0546879999999998
2000-06-29,1.0546879999999998
2000-06-30,1.2265629999999998
2000-07-03,1.2265629999999998
2000-07-05,1.1875
2000-07-06,1.1328129999999998
2000-07-07,1.0546879999999998
2000-07-10,1.052734
2000-07-11,0.96875
2000-07-12,0.976563
2000-07-13,0.992188
2000-07-14,1.0625
2000-07-17,1.0390629999999998
2000-07-18,1.0234379999999998
2000-07-19,1.0234379999999998
2000-07-20,1.078125
2000-07-21,1.078125
2000-07-24,1.125
2000-07-25,1.078125
2000-07-26,1.1328129999999998
2000-07-27,1.1328129999999998
2000-07-28,1.125
2000-07-31,1.107422
2000-08-01,1.1015629999999998
2000-08-02,1.109375
2000-08-03,1.105469
2000-08-04,1.105469
2000-08-07,1.1015629999999998
2000-08-08,1.1171879999999998
2000-08-09,1.1171879999999998
2000-08-10,1.25
2000-08-11,1.2421879999999998
2000-08-14,1.21875
2000-08-15,1.1875
2000-08-16,1.167969
2000-08-17,1.15625
2000-08-18,1.15625
2000-08-21,1.140625
2000-08-22,1.1015629999999998
2000-08-23,1.109375
2000-08-24,1.109375
2000-08-25,1.125
2000-08-28,1.125
2000-08-29,1.046875
2000-08-30,1.046875
2000-08-31,1.046875
2000-09-01,1.125
2000-09-05,1.15625
2000-09-06,1.152344
2000-09-07,1.140625
2000-09-08,1.140625
2000-09-11,1.109375
2000-09-12,1.21875
2000-09-13,1.15625
2000-09-14,1.1640629999999998
2000-09-15,1.171875
2000-09-18,1.140625
2000-09-19,1.171875
2000-09-20,1.183594
2000-09-21,1.140625
2000-09-22,1.183594
2000-09-25,1.1875
2000-09-26,1.1875
2000-09-27,1.175781
2000-09-28,1.1640629999999998
2000-09-29,1.1640629999999998
2000-10-02,1.167969
2000-10-03,1.125
2000-10-04,1.125
2000-10-05,1.046875
2000-10-06,0.78125
2000-10-09,0.9375
2000-10-10,1.050781
2000-10-11,1.015625
2000-10-12,1.0
2000-10-13,1.03125
2000-10-16,1.046875
2000-10-17,0.96875
2000-10-18,0.875
2000-10-19,0.8125
2000-10-20,0.8125
2000-10-23,0.890625
2000-10-24,0.886719
2000-10-25,0.890625
2000-10-26,0.902344
2000-10-27,0.90625
2000-10-30,0.996094
2000-10-31,1.0625
2000-11-01,1.121094
2000-11-02,1.21875
2000-11-03,1.21875
2000-11-06,1.1875
2000-11-07,1.140625
2000-11-08,1.125
2000-11-09,1.109375
2000-11-10,1.109375
2000-11-13,1.109375
2000-11-14,1.03125
2000-11-15,1.027344
2000-11-16,0.984375
2000-11-17,0.96875
2000-11-20,1.0
2000-11-21,0.976563
2000-11-22,0.953125
2000-11-24,0.945313
2000-11-27,0.945313
2000-11-28,0.9375
2000-11-29,0.996094
2000-11-30,0.953125
2000-12-01,0.9375
2000-12-04,0.875
2000-12-05,0.890625
2000-12-06,0.859375
2000-12-07,0.828125
2000-12-08,0.84375
2000-12-11,0.84375
2000-12-12,0.84375
2000-12-13,0.835938
2000-12-14,0.835938
2000-12-15,0.828125
2000-12-18,0.796875
2000-12-19,0.765625
2000-12-20,0.71875
2000-12-21,0.75
2000-12-22,0.78125
2000-12-26,0.929688
2000-12-27,0.9375
2000-12-28,1.0
2000-12-29,1.125
2001-01-02,1.125
2001-01-03,1.136719
2001-01-04,1.078125
2001-01-05,1.09375
2001-01-08,1.09375
2001-01-09,1.1328129999999998
2001-01-10,1.125
2001-01-11,1.125
2001-01-12,1.078125
2001-01-16,1.078125
2001-01-17,1.0
2001-01-18,1.0
2001-01-19,0.984375
2001-01-22,1.0
2001-01-23,1.0625
2001-01-24,1.078125
2001-01-25,1.0703129999999998
2001-01-26,1.0625
2001-01-29,1.0625
2001-01-30,1.015625
2001-01-31,1.046875
2001-02-01,1.15625
2001-02-02,1.2265629999999998
2001-02-05,1.2421879999999998
2001-02-06,1.2421879999999998
2001-02-07,1.234375
2001-02-08,1.2421879999999998
2001-02-09,1.25
2001-02-12,1.2109379999999998
2001-02-13,1.2421879999999998
2001-02-14,1.2421879999999998
2001-02-15,1.21875
2001-02-16,1.25
2001-02-20,1.3203129999999998
2001-02-21,1.3203129999999998
2001-02-22,1.328125
2001-02-23,1.3125
2001-02-26,1.421875
2001-02-27,1.5625
2001-02-28,1.4296879999999998
2001-03-01,1.484375
2001-03-02,1.40625
2001-03-05,1.4453129999999998
2001-03-06,1.4140629999999998
2001-03-07,1.4921879999999998
2001-03-08,1.5703129999999998
2001-03-09,1.53125
2001-03-12,1.5390629999999998
2001-03-13,1.484375
2001-03-14,1.5
2001-03-15,1.4921879999999998
2001-03-16,1.453125
2001-03-19,1.5
2001-03-20,1.5078129999999998
2001-03-21,1.4765629999999998
2001-03-22,1.328125
2001-03-23,1.34375
2001-03-26,1.40625
2001-03-27,1.390625
2001-03-28,1.484375
2001-03-29,1.484375
2001-03-30,1.390625
2001-04-02,1.453125
2001-04-03,1.3984379999999998
2001-04-04,1.359375
2001-04-05,1.359375
2001-04-06,1.453125
2001-04-09,1.4625
2001-04-10,1.44375
2001-04-11,1.45625
2001-04-12,1.44625
2001-04-16,1.4375
2001-04-17,1.4375
2001-04-18,1.44375
2001-04-19,1.48125
2001-04-20,1.4625
2001-04-23,1.43125
2001-04-24,1.46875
2001-04-25,1.55125
2001-04-26,1.60125
2001-04-27,1.7175
2001-04-30,1.7125
2001-05-01,1.74
2001-05-02,1.8125
2001-05-03,1.87125
2001-05-04,2.00625
2001-05-07,1.95375
2001-05-08,1.975
2001-05-09,2.0575
2001-05-10,2.075
2001-05-11,2.27375
2001-05-14,2.27625
2001-05-15,2.3
2001-05-16,2.3
2001-05-17,2.5375
2001-05-18,2.40125
2001-05-21,2.25
2001-05-22,2.3125
2001-05-23,2.30625
2001-05-24,2.49625
2001-05-25,2.6625
2001-05-29,2.75
2001-05-30,2.8675
2001-05-31,2.6875
2001-06-01,2.6225
2001-06-04,2.6125
2001-06-05,2.66
2001-06-06,2.7275
2001-06-07,2.655
2001-06-08,2.71375
2001-06-11,2.63125
2001-06-12,2.63125
2001-06-13,2.6225
2001-06-14,2.5875
2001-06-15,2.5
2001-06-18,2.475
2001-06-19,2.37125
2001-06-20,2.4375
2001-06-21,2.41375
2001-06-22,2.405
2001-06-25,2.3875
2001-06-26,2.45375
2001-06-27,2.28125
2001-06-28,2.1125
2001-06-29,2.195
2001-07-02,2.26875
2001-07-03,2.3025
2001-07-05,2.31875
2001-07-06,2.33375
2001-07-09,2.505
2001-07-10,2.585
2001-07-11,2.5175
2001-07-12,2.5275
2001-07-13,2.5975
2001-07-16,2.60625
2001-07-17,2.5875
2001-07-18,2.70625
2001-07-19,2.7125
2001-07-20,2.63875
2001-07-23,2.6375
2001-07-24,2.9975
2001-07-25,2.94375
2001-07-26,2.93
2001-07-27,2.9
2001-07-30,2.89
2001-07-31,2.80625
2001-08-01,2.86875
2001-08-02,2.88625
2001-08-03,2.8875
2001-08-06,2.8875
2001-08-07,3.11625
2001-08-08,3.10625
2001-08-09,3.09375
2001-08-10,3.10625
2001-08-13,3.16125
2001-08-14,3.1325
2001-08-15,3.06
2001-08-16,3.075
2001-08-17,3.0175
2001-08-20,3.0875
2001-08-21,2.915
2001-08-22,2.8775
2001-08-23,2.85
2001-08-24,2.8675
2001-08-27,2.8125
2001-08-28,2.73875
2001-08-29,2.80625
2001-08-30,2.76125
2001-08-31,2.72625
2001-09-04,2.78125
2001-09-05,2.71875
2001-09-06,2.78125
2001-09-07,2.925
2001-09-10,2.71625
2001-09-17,2.75
2001-09-18,2.70625
2001-09-19,2.71875
2001-09-20,2.475
