Date,BNTGF
2015-03-04,56.529999
2015-03-05,59.360001000000004
2015-03-06,56.09
2015-03-09,59.200001
2015-03-10,55.130001
2015-03-11,58.150002
2015-03-12,59.599998
2015-03-13,59.5
2015-03-16,57.830002
2015-03-17,59.68
2015-03-18,56.099998
2015-03-19,59.68
2015-03-20,59.73
2015-03-23,58.220001
2015-03-24,58.84
2015-03-25,61.849998
2015-03-26,61.16
2015-03-27,59.970001
2015-03-30,59.380001
2015-03-31,57.849998
2015-04-01,61.259997999999996
2015-04-02,62.25
2015-04-06,60.610001000000004
2015-04-07,61.650002
2015-04-08,60.400002
2015-04-09,60.919998
2015-04-10,62.25
2015-04-13,61.189999
2015-04-14,60.950001
2015-04-15,64.040001
2015-04-16,62.669998
2015-04-17,60.0
2015-04-20,58.0
2015-04-21,58.369999
2015-04-22,58.700001
2015-04-23,57.700001
2015-04-24,61.950001
2015-04-27,59.849998
2015-04-28,59.23
2015-04-29,58.290001000000004
2015-04-30,62.0
2015-05-01,58.599998
2015-05-04,59.349998
2015-05-05,60.880001
2015-05-06,62.5
2015-05-07,62.07
2015-05-08,61.049999
2015-05-11,64.019997
2015-05-12,63.240002000000004
2015-05-13,64.470001
2015-05-14,66.529999
2015-05-15,66.529999
2015-05-18,66.529999
2015-05-19,62.080002
2015-05-20,60.919998
2015-05-21,62.349998
2015-05-22,64.099998
2015-05-26,61.009997999999996
2015-05-27,60.009997999999996
2015-05-28,61.759997999999996
2015-05-29,59.0
2015-06-01,62.400002
2015-06-02,63.349998
2015-06-03,62.299999
2015-06-04,61.73
2015-06-05,59.98
2015-06-08,59.349998
2015-06-09,57.23
2015-06-10,59.900002
2015-06-11,60.200001
2015-06-12,59.700001
2015-06-15,56.029999
2015-06-16,59.950001
2015-06-17,56.48
2015-06-18,61.650002
2015-06-19,57.650002
2015-06-22,58.59
2015-06-23,58.799999
2015-06-24,61.98
2015-06-25,58.939999
2015-06-26,61.959998999999996
2015-06-29,57.009997999999996
2015-06-30,59.389998999999996
2015-07-01,56.0
2015-07-02,59.060001
2015-07-06,56.040001000000004
2015-07-07,57.169998
2015-07-08,53.650002
2015-07-09,57.75
2015-07-10,59.970001
2015-07-13,56.700001
2015-07-14,60.0
2015-07-15,59.599998
2015-07-16,56.439999
2015-07-17,58.450001
2015-07-20,56.75
2015-07-21,58.860001000000004
2015-07-22,56.240002000000004
2015-07-23,58.66
2015-07-24,57.650002
2015-07-27,55.139998999999996
2015-07-28,56.0
2015-07-29,56.189999
2015-07-30,55.240002000000004
2015-07-31,56.209998999999996
2015-08-03,56.91
2015-08-04,58.599998
2015-08-05,58.509997999999996
2015-08-06,61.259997999999996
2015-08-07,60.529999
2015-08-10,60.66
2015-08-11,60.549999
2015-08-12,58.950001
2015-08-13,60.41
2015-08-14,60.779999
2015-08-17,59.139998999999996
2015-08-18,58.349998
2015-08-19,58.200001
2015-08-20,58.150002
2015-08-21,57.200001
2015-08-24,57.549999
2015-08-25,55.990002000000004
2015-08-26,55.369999
2015-08-27,56.310001
2015-08-28,55.98
2015-08-31,55.360001000000004
2015-09-01,53.740002000000004
2015-09-02,55.049999
2015-09-03,56.25
2015-09-04,56.25
2015-09-08,55.75
2015-09-09,55.450001
2015-09-10,56.900002
2015-09-11,55.740002000000004
2015-09-14,56.119999
2015-09-15,56.43
2015-09-16,56.529999
2015-09-17,55.400002
2015-09-18,55.580002
2015-09-21,56.209998999999996
2015-09-22,53.98
2015-09-23,52.75
2015-09-24,52.099998
2015-09-25,54.549999
2015-09-28,53.68
2015-09-29,53.34
2015-09-30,54.389998999999996
2015-10-01,53.310001
2015-10-02,54.73
2015-10-05,55.919998
2015-10-06,56.939999
2015-10-07,56.110001000000004
2015-10-08,55.580002
2015-10-09,54.790001000000004
2015-10-12,56.650002
2015-10-13,53.25
2015-10-14,53.950001
2015-10-15,58.360001000000004
2015-10-16,56.900002
2015-10-19,56.209998999999996
2015-10-20,56.52
2015-10-21,57.669998
2015-10-22,58.860001000000004
2015-10-23,58.669998
2015-10-26,60.900002
2015-10-27,58.27
2015-10-28,60.0
2015-10-29,58.25
2015-10-30,59.52
2015-11-02,59.82
2015-11-03,59.889998999999996
2015-11-04,58.200001
2015-11-05,54.369999
2015-11-06,54.220001
2015-11-09,52.400002
2015-11-10,52.540001000000004
2015-11-11,52.450001
2015-11-12,52.849998
2015-11-13,52.259997999999996
2015-11-16,51.700001
2015-11-17,53.419998
2015-11-18,53.389998999999996
2015-11-19,55.5
2015-11-20,54.900002
2015-11-23,54.799999
2015-11-24,53.360001000000004
2015-11-25,53.110001000000004
2015-11-27,54.48
2015-11-30,54.93
2015-12-01,54.470001
2015-12-02,54.299999
2015-12-03,54.259997999999996
2015-12-04,54.25
2015-12-07,55.400002
2015-12-08,52.860001000000004
2015-12-09,54.110001000000004
2015-12-10,53.450001
2015-12-11,52.560001
2015-12-14,53.0
2015-12-15,52.75
2015-12-16,51.509997999999996
2015-12-17,53.48
2015-12-18,53.060001
2015-12-21,51.610001000000004
2015-12-22,50.900002
2015-12-23,53.23
2015-12-24,53.130001
2015-12-28,52.900002
2015-12-29,54.07
2015-12-30,53.599998
2015-12-31,54.599998
2016-01-04,51.779999
2016-01-05,51.25
2016-01-06,51.970001
2016-01-07,50.200001
2016-01-08,50.48
2016-01-11,50.169998
2016-01-12,50.200001
2016-01-13,50.459998999999996
2016-01-14,52.189999
2016-01-15,46.98
2016-01-19,47.669998
2016-01-20,46.080002
2016-01-21,46.740002000000004
2016-01-22,49.209998999999996
2016-01-25,47.139998999999996
2016-01-26,47.950001
2016-01-27,48.799999
2016-01-28,48.259997999999996
2016-01-29,48.619999
2016-02-01,48.389998999999996
2016-02-02,46.400002
2016-02-03,47.599998
2016-02-04,49.18
2016-02-05,48.830002
2016-02-08,47.669998
2016-02-09,47.169998
2016-02-10,47.029999
2016-02-11,46.490002000000004
2016-02-12,45.599998
2016-02-16,47.540001000000004
2016-02-17,49.040001000000004
2016-02-18,49.400002
2016-02-19,48.57
2016-02-22,49.700001
2016-02-23,48.93
2016-02-24,48.32
2016-02-25,49.150002
2016-02-26,48.970001
2016-02-29,48.529999
2016-03-01,48.669998
2016-03-02,48.419998
2016-03-03,49.77
2016-03-04,51.560001
2016-03-07,50.860001000000004
2016-03-08,51.099998
2016-03-09,51.130001
2016-03-10,51.549999
2016-03-11,51.91
2016-03-14,51.290001000000004
2016-03-15,49.52
2016-03-16,53.310001
2016-03-17,54.200001
2016-03-18,53.400002
2016-03-21,54.380001
2016-03-22,54.380001
2016-03-23,54.380001
2016-03-24,54.380001
2016-03-28,54.380001
2016-03-29,54.380001
2016-03-30,56.169998
2016-03-31,57.099998
2016-04-01,56.380001
2016-04-04,56.380001
2016-04-05,56.380001
2016-04-06,57.66
2016-04-07,56.720001
2016-04-08,57.560001
2016-04-11,57.759997999999996
2016-04-12,57.759997999999996
2016-04-13,57.759997999999996
2016-04-14,57.759997999999996
2016-04-15,57.759997999999996
2016-04-18,57.759997999999996
2016-04-19,57.759997999999996
2016-04-20,58.240002000000004
2016-04-21,58.240002000000004
2016-04-22,58.240002000000004
2016-04-25,58.240002000000004
2016-04-26,58.240002000000004
2016-04-27,57.75
2016-04-28,57.75
2016-04-29,57.75
2016-05-02,57.75
2016-05-03,57.75
2016-05-04,58.389998999999996
2016-05-05,58.389998999999996
2016-05-06,58.389998999999996
2016-05-09,58.389998999999996
2016-05-10,58.389998999999996
2016-05-11,58.389998999999996
2016-05-12,58.389998999999996
2016-05-13,58.389998999999996
2016-05-16,58.389998999999996
2016-05-17,58.389998999999996
2016-05-18,58.389998999999996
2016-05-19,52.299999
2016-05-20,52.299999
2016-05-23,53.360001000000004
2016-05-24,52.830002
2016-05-25,52.830002
2016-05-26,52.830002
2016-05-27,52.830002
2016-05-31,52.830002
2016-06-01,52.830002
2016-06-02,52.830002
2016-06-03,52.830002
2016-06-06,52.830002
2016-06-07,52.830002
2016-06-08,52.830002
2016-06-09,52.830002
2016-06-10,52.830002
2016-06-13,52.830002
2016-06-14,52.830002
2016-06-15,52.830002
2016-06-16,52.830002
2016-06-17,52.830002
2016-06-20,52.830002
2016-06-21,52.830002
2016-06-22,52.830002
2016-06-23,52.830002
2016-06-24,52.830002
2016-06-27,52.830002
2016-06-28,52.830002
2016-06-29,52.830002
2016-06-30,52.830002
2016-07-01,52.830002
2016-07-05,52.830002
2016-07-06,52.830002
2016-07-07,52.830002
2016-07-08,52.830002
2016-07-11,52.830002
2016-07-12,52.830002
2016-07-13,52.830002
2016-07-14,49.790001000000004
2016-07-15,49.790001000000004
2016-07-18,49.790001000000004
2016-07-19,50.099998
2016-07-20,50.099998
2016-07-21,50.099998
2016-07-22,50.099998
2016-07-25,50.099998
2016-07-26,50.099998
2016-07-27,50.099998
2016-07-28,49.549999
2016-07-29,51.439999
2016-08-01,51.439999
2016-08-02,51.439999
2016-08-03,51.439999
2016-08-04,51.439999
2016-08-05,51.439999
2016-08-08,51.439999
2016-08-09,50.66
2016-08-10,50.66
2016-08-11,53.23
2016-08-12,53.23
2016-08-15,53.23
2016-08-16,53.23
2016-08-17,53.23
2016-08-18,53.23
2016-08-19,55.0
2016-08-22,55.0
2016-08-23,54.630001
2016-08-24,54.849998
2016-08-25,54.849998
2016-08-26,54.849998
2016-08-29,54.849998
2016-08-30,54.389998999999996
2016-08-31,54.389998999999996
2016-09-01,54.389998999999996
2016-09-02,54.389998999999996
2016-09-06,54.389998999999996
2016-09-07,54.389998999999996
2016-09-08,54.389998999999996
2016-09-09,54.389998999999996
2016-09-12,54.389998999999996
2016-09-13,54.389998999999996
2016-09-14,54.389998999999996
2016-09-15,54.389998999999996
2016-09-16,54.389998999999996
2016-09-19,54.389998999999996
2016-09-20,54.389998999999996
2016-09-21,54.389998999999996
2016-09-22,54.389998999999996
2016-09-23,54.389998999999996
2016-09-26,54.389998999999996
2016-09-27,54.389998999999996
2016-09-28,54.549999
2016-09-29,54.549999
2016-09-30,54.549999
2016-10-03,54.549999
2016-10-04,54.549999
2016-10-05,54.549999
2016-10-06,54.549999
2016-10-07,54.549999
2016-10-10,54.549999
2016-10-11,54.549999
2016-10-12,54.549999
2016-10-13,54.549999
2016-10-14,54.549999
