Date,BNTGF
2012-05-15,39.333332
2012-05-16,39.333332
2012-05-17,39.333332
2012-05-18,37.5
2012-05-21,37.5
2012-05-22,37.5
2012-05-23,37.5
2012-05-24,37.5
2012-05-25,37.5
2012-05-29,37.5
2012-05-30,37.5
2012-05-31,37.5
2012-06-01,37.5
2012-06-04,37.5
2012-06-05,37.5
2012-06-06,37.5
2012-06-07,37.5
2012-06-08,37.5
2012-06-11,37.5
2012-06-12,37.5
2012-06-13,37.5
2012-06-14,37.5
2012-06-15,37.5
2012-06-18,37.5
2012-06-19,37.5
2012-06-20,37.5
2012-06-21,37.5
2012-06-22,37.5
2012-06-25,37.5
2012-06-26,37.5
2012-06-27,34.716667
2012-06-28,34.716667
2012-06-29,34.716667
2012-07-02,34.716667
2012-07-03,34.716667
2012-07-05,34.716667
2012-07-06,34.716667
2012-07-09,34.716667
2012-07-10,34.716667
2012-07-11,34.716667
2012-07-12,34.716667
2012-07-13,36.833332
2012-07-16,36.833332
2012-07-17,36.833332
2012-07-18,36.833332
2012-07-19,36.833332
2012-07-20,36.833332
2012-07-23,36.833332
2012-07-24,36.833332
2012-07-25,36.833332
2012-07-26,36.833332
2012-07-27,36.833332
2012-07-30,36.833332
2012-07-31,36.833332
2012-08-01,36.833332
2012-08-02,36.833332
2012-08-03,36.833332
2012-08-06,36.833332
2012-08-07,36.833332
2012-08-08,36.833332
2012-08-09,36.833332
2012-08-10,36.833332
2012-08-13,37.5
2012-08-14,37.5
2012-08-15,37.5
2012-08-16,37.5
2012-08-17,37.5
2012-08-20,37.5
2012-08-21,37.5
2012-08-22,37.5
2012-08-23,37.5
2012-08-24,37.5
2012-08-27,37.5
2012-08-28,37.5
2012-08-29,37.5
2012-08-30,37.5
2012-08-31,37.5
2012-09-04,37.5
2012-09-05,37.5
2012-09-06,37.5
2012-09-07,37.5
2012-09-10,37.5
2012-09-11,37.5
2012-09-12,37.5
2012-09-13,37.5
2012-09-14,37.5
2012-09-17,37.5
2012-09-18,37.5
2012-09-19,37.5
2012-09-20,37.5
2012-09-21,42.333332
2012-09-24,42.333332
2012-09-25,42.333332
2012-09-26,42.333332
2012-09-27,42.333332
2012-09-28,42.333332
2012-10-01,42.333332
2012-10-02,42.333332
2012-10-03,42.333332
2012-10-04,42.333332
2012-10-05,42.333332
2012-10-08,42.333332
2012-10-09,42.333332
2012-10-10,42.333332
2012-10-11,43.200001
2012-10-12,43.200001
2012-10-15,43.200001
2012-10-16,43.200001
2012-10-17,44.166668
2012-10-18,44.166668
2012-10-19,44.166668
2012-10-22,44.166668
2012-10-23,44.166668
2012-10-24,44.166668
2012-10-25,44.166668
2012-10-26,44.166668
2012-10-31,44.166668
2012-11-01,44.166668
2012-11-02,44.166668
2012-11-05,44.166668
2012-11-06,44.166668
2012-11-07,44.166668
2012-11-08,44.166668
2012-11-09,44.166668
2012-11-12,44.166668
2012-11-13,44.166668
2012-11-14,40.75
2012-11-15,40.75
2012-11-16,40.75
2012-11-19,40.75
2012-11-20,40.75
2012-11-21,40.75
2012-11-23,40.75
2012-11-26,40.75
2012-11-27,40.75
2012-11-28,40.75
2012-11-29,40.75
2012-11-30,40.75
2012-12-03,40.75
2012-12-04,40.75
2012-12-05,40.75
2012-12-06,40.75
2012-12-07,40.75
2012-12-10,40.75
2012-12-11,40.75
2012-12-12,40.75
2012-12-13,44.333332
2012-12-14,44.333332
2012-12-17,44.333332
2012-12-18,44.313332
2012-12-19,44.313332
2012-12-20,44.313332
2012-12-21,44.313332
2012-12-24,44.313332
2012-12-26,44.313332
2012-12-27,44.313332
2012-12-28,44.313332
2012-12-31,44.313332
2013-01-02,44.313332
2013-01-03,44.313332
2013-01-04,44.313332
2013-01-07,44.313332
2013-01-08,44.313332
2013-01-09,43.333332
2013-01-10,43.333332
2013-01-11,43.333332
2013-01-14,43.333332
2013-01-15,43.333332
2013-01-16,43.333332
2013-01-17,43.333332
2013-01-18,43.333332
2013-01-22,43.333332
2013-01-23,43.333332
2013-01-24,43.333332
2013-01-25,43.333332
2013-01-28,43.333332
2013-01-29,43.333332
2013-01-30,43.333332
2013-01-31,43.333332
2013-02-01,43.333332
2013-02-04,43.333332
2013-02-05,48.833332
2013-02-06,48.833332
2013-02-07,48.833332
2013-02-08,48.833332
2013-02-11,48.833332
2013-02-12,48.833332
2013-02-13,48.833332
2013-02-14,48.333332
2013-02-15,48.333332
2013-02-19,48.333332
2013-02-20,48.333332
2013-02-21,48.333332
2013-02-22,48.333332
2013-02-25,48.333332
2013-02-26,48.333332
2013-02-27,48.333332
2013-02-28,48.333332
2013-03-01,48.333332
2013-03-04,48.333332
2013-03-05,48.333332
2013-03-06,49.726665000000004
2013-03-07,49.726665000000004
2013-03-08,49.726665000000004
2013-03-11,49.726665000000004
2013-03-12,49.726665000000004
2013-03-13,49.726665000000004
2013-03-14,49.726665000000004
2013-03-15,49.726665000000004
2013-03-18,49.726665000000004
2013-03-19,48.233334
2013-03-20,48.233334
2013-03-21,48.233334
2013-03-22,50.0
2013-03-25,50.0
2013-03-26,50.0
2013-03-27,50.0
2013-03-28,50.0
2013-04-01,50.0
2013-04-02,54.33333199999999
2013-04-03,54.33333199999999
2013-04-04,54.33333199999999
2013-04-05,54.33333199999999
2013-04-08,54.33333199999999
2013-04-09,54.33333199999999
2013-04-10,54.099998
2013-04-11,54.099998
2013-04-12,54.099998
2013-04-15,54.099998
2013-04-16,54.099998
2013-04-17,54.08333199999999
2013-04-18,54.08333199999999
2013-04-19,54.33333199999999
2013-04-22,54.33333199999999
2013-04-23,55.58333199999999
2013-04-24,55.58333199999999
2013-04-25,55.58333199999999
2013-04-26,55.58333199999999
2013-04-29,55.58333199999999
2013-04-30,55.58333199999999
2013-05-01,55.58333199999999
2013-05-02,55.58333199999999
2013-05-03,55.58333199999999
2013-05-06,55.58333199999999
2013-05-07,55.58333199999999
2013-05-08,55.58333199999999
2013-05-09,52.983334
2013-05-10,52.983334
2013-05-13,51.833332
2013-05-14,51.833332
2013-05-15,51.833332
2013-05-16,51.833332
2013-05-17,51.833332
2013-05-20,51.833332
2013-05-21,51.833332
2013-05-22,54.41666800000001
2013-05-23,54.41666800000001
2013-05-24,52.66666800000001
2013-05-28,52.66666800000001
2013-05-29,52.66666800000001
2013-05-30,52.66666800000001
2013-05-31,50.5
2013-06-03,50.5
2013-06-04,50.5
2013-06-05,50.5
2013-06-06,50.5
2013-06-07,50.5
2013-06-10,53.83333199999999
2013-06-11,53.83333199999999
2013-06-12,53.83333199999999
2013-06-13,54.33333199999999
2013-06-14,54.33333199999999
2013-06-17,54.33333199999999
2013-06-18,54.33333199999999
2013-06-19,54.33333199999999
2013-06-20,54.33333199999999
2013-06-21,54.33333199999999
2013-06-24,54.33333199999999
2013-06-25,54.33333199999999
2013-06-26,54.33333199999999
2013-06-27,54.33333199999999
2013-06-28,54.33333199999999
2013-07-01,54.33333199999999
2013-07-02,54.33333199999999
2013-07-03,54.33333199999999
2013-07-05,54.33333199999999
2013-07-08,54.33333199999999
2013-07-09,54.33333199999999
2013-07-10,54.33333199999999
2013-07-11,54.33333199999999
2013-07-12,54.33333199999999
2013-07-15,54.33333199999999
2013-07-16,54.33333199999999
2013-07-17,54.33333199999999
2013-07-18,54.33333199999999
2013-07-19,54.33333199999999
2013-07-22,54.33333199999999
2013-07-23,54.33333199999999
2013-07-24,54.33333199999999
2013-07-25,54.33333199999999
2013-07-26,54.33333199999999
2013-07-29,54.33333199999999
2013-07-30,54.33333199999999
2013-07-31,54.33333199999999
2013-08-01,54.33333199999999
2013-08-02,53.66666800000001
2013-08-05,53.66666800000001
2013-08-06,53.66666800000001
2013-08-07,53.66666800000001
2013-08-08,53.66666800000001
2013-08-09,53.66666800000001
2013-08-12,53.66666800000001
2013-08-13,53.66666800000001
2013-08-14,53.66666800000001
2013-08-15,53.66666800000001
2013-08-16,53.66666800000001
2013-08-19,53.66666800000001
2013-08-20,53.66666800000001
2013-08-21,53.66666800000001
2013-08-22,53.66666800000001
2013-08-23,53.66666800000001
2013-08-26,53.66666800000001
2013-08-27,53.66666800000001
2013-08-28,53.66666800000001
2013-08-29,53.66666800000001
2013-08-30,53.66666800000001
2013-09-03,53.66666800000001
2013-09-04,53.66666800000001
2013-09-05,53.66666800000001
2013-09-06,53.66666800000001
2013-09-09,53.66666800000001
2013-09-10,53.966667
2013-09-11,54.173331999999995
2013-09-12,54.173331999999995
2013-09-13,54.173331999999995
2013-09-16,54.173331999999995
2013-09-17,54.853333
2013-09-18,54.853333
2013-09-19,54.853333
2013-09-20,55.683333999999995
2013-09-23,55.683333999999995
2013-09-24,55.683333999999995
2013-09-25,55.766666
2013-09-26,55.766666
2013-09-27,55.766666
2013-09-30,55.766666
2013-10-01,55.766666
2013-10-02,55.0
2013-10-03,55.0
2013-10-04,55.0
2013-10-07,55.0
2013-10-08,55.0
2013-10-09,53.366665000000005
2013-10-10,53.296665000000004
2013-10-11,53.296665000000004
2013-10-14,53.296665000000004
2013-10-15,53.296665000000004
2013-10-16,53.296665000000004
2013-10-17,53.296665000000004
2013-10-18,53.296665000000004
2013-10-21,53.296665000000004
2013-10-22,53.296665000000004
2013-10-23,53.296665000000004
2013-10-24,56.216667
2013-10-25,56.216667
2013-10-28,56.216667
2013-10-29,56.216667
2013-10-30,56.216667
2013-10-31,56.216667
2013-11-01,56.216667
2013-11-04,56.216667
2013-11-05,56.216667
2013-11-06,56.216667
2013-11-07,56.216667
2013-11-08,56.216667
2013-11-11,56.216667
2013-11-12,56.016666
2013-11-13,56.016666
2013-11-14,56.016666
2013-11-15,56.016666
2013-11-18,56.016666
2013-11-19,56.016666
2013-11-20,56.016666
2013-11-21,58.283333
2013-11-22,58.283333
2013-11-25,58.283333
2013-11-26,58.283333
2013-11-27,58.283333
2013-11-29,58.283333
2013-12-02,58.283333
2013-12-03,58.283333
2013-12-04,58.283333
2013-12-05,58.283333
2013-12-06,58.283333
2013-12-09,58.283333
2013-12-10,58.283333
2013-12-11,58.283333
2013-12-12,58.283333
2013-12-13,58.283333
2013-12-16,58.283333
2013-12-17,58.283333
2013-12-18,58.283333
2013-12-19,58.283333
2013-12-20,58.283333
2013-12-23,58.283333
2013-12-24,58.283333
2013-12-26,58.283333
2013-12-27,58.283333
2013-12-30,58.283333
2013-12-31,58.283333
2014-01-02,58.283333
2014-01-03,58.283333
2014-01-06,58.283333
2014-01-07,58.283333
2014-01-08,58.283333
2014-01-09,58.283333
2014-01-10,58.283333
2014-01-13,58.283333
2014-01-14,58.283333
2014-01-15,58.283333
2014-01-16,58.283333
2014-01-17,58.283333
2014-01-21,58.283333
2014-01-22,58.283333
2014-01-23,58.283333
2014-01-24,58.283333
2014-01-27,58.283333
2014-01-28,58.283333
2014-01-29,58.283333
2014-01-30,58.283333
2014-01-31,57.033333
2014-02-03,57.233334
2014-02-04,57.233334
2014-02-05,57.233334
2014-02-06,57.233334
2014-02-07,57.233334
2014-02-10,57.233334
2014-02-11,57.233334
2014-02-12,57.233334
2014-02-13,57.233334
2014-02-14,57.233334
2014-02-18,57.233334
2014-02-19,57.233334
2014-02-20,57.233334
2014-02-21,57.233334
2014-02-24,57.233334
2014-02-25,57.233334
2014-02-26,57.233334
2014-02-27,57.233334
2014-02-28,57.233334
2014-03-03,57.233334
2014-03-04,57.233334
2014-03-05,57.233334
2014-03-06,57.233334
2014-03-07,57.233334
2014-03-10,57.233334
2014-03-11,57.233334
2014-03-12,57.233334
2014-03-13,57.233334
2014-03-14,57.233334
2014-03-17,57.233334
2014-03-18,57.233334
2014-03-19,57.233334
2014-03-20,57.233334
2014-03-21,57.233334
2014-03-24,61.299999
2014-03-25,60.633334999999995
2014-03-26,60.783333
2014-03-27,61.400002
2014-03-28,62.233334
2014-03-31,62.133334999999995
2014-04-01,61.983334
2014-04-02,61.650002
2014-04-03,61.299999
2014-04-04,61.900002
2014-04-07,62.133334999999995
2014-04-08,61.133334999999995
2014-04-09,61.41666800000001
2014-04-10,60.716667
2014-04-11,60.716667
2014-04-14,59.066666000000005
2014-04-15,58.599998
2014-04-16,59.266666
2014-04-17,59.616665000000005
2014-04-21,59.616665000000005
2014-04-22,61.283333
2014-04-23,60.900002
2014-04-24,60.783333
2014-04-25,60.783333
2014-04-28,60.183333999999995
2014-04-29,60.183333999999995
2014-04-30,59.91666800000001
2014-05-01,59.91666800000001
2014-05-02,59.91666800000001
2014-05-05,60.633334999999995
2014-05-06,60.08333199999999
2014-05-07,60.83333199999999
2014-05-08,60.866665000000005
2014-05-09,60.950001
2014-05-12,61.650002
2014-05-13,61.25
2014-05-14,61.849998
2014-05-15,61.849998
2014-05-16,62.099998
2014-05-19,61.566666000000005
2014-05-20,61.299999
2014-05-21,61.299999
2014-05-22,61.866665000000005
2014-05-23,62.283333
2014-05-27,63.75
2014-05-28,62.433333999999995
2014-05-29,62.433333999999995
2014-05-30,62.433333999999995
2014-06-02,62.283333
2014-06-03,61.950001
2014-06-04,62.233334
2014-06-05,62.983334
2014-06-06,62.983334
2014-06-09,63.766666
2014-06-10,63.799999
2014-06-11,63.799999
2014-06-12,63.799999
2014-06-13,61.5
2014-06-16,61.66666800000001
2014-06-17,61.66666800000001
2014-06-18,61.883334999999995
2014-06-19,61.83333199999999
2014-06-20,61.799999
2014-06-23,61.799999
2014-06-24,59.926666000000004
2014-06-25,59.950001
2014-06-26,59.983334
2014-06-27,59.983334
2014-06-30,59.116665000000005
2014-07-01,60.816666000000005
2014-07-02,60.816666000000005
2014-07-03,60.200001
2014-07-07,60.200001
2014-07-08,60.200001
2014-07-09,58.866665000000005
2014-07-10,58.633334999999995
2014-07-11,58.883334999999995
2014-07-14,58.883334999999995
2014-07-15,58.646667
2014-07-16,57.75
2014-07-17,56.91666800000001
2014-07-18,57.933333999999995
2014-07-21,57.933333999999995
2014-07-22,57.433333999999995
2014-07-23,56.049999
2014-07-24,56.049999
2014-07-25,56.383334999999995
2014-07-28,56.383334999999995
2014-07-29,55.183333999999995
2014-07-30,55.16
2014-07-31,55.16
2014-08-01,55.150002
2014-08-04,52.349998
2014-08-05,52.349998
2014-08-06,50.869999
2014-08-07,51.450001
2014-08-08,54.299999
2014-08-11,53.73
2014-08-12,54.549999
2014-08-13,54.200001
2014-08-14,52.650002
2014-08-15,52.650002
2014-08-18,52.650002
2014-08-19,52.650002
2014-08-20,52.650002
2014-08-21,52.900002
2014-08-22,52.950001
2014-08-25,54.450001
2014-08-26,54.599998
2014-08-27,53.790001000000004
2014-08-28,54.650002
2014-08-29,54.57
2014-09-02,54.299999
2014-09-03,52.650002
2014-09-04,52.650002
2014-09-05,52.560001
2014-09-08,52.560001
2014-09-09,51.5
2014-09-10,51.5
2014-09-11,51.5
2014-09-12,53.41
2014-09-15,52.799999
2014-09-16,50.700001
2014-09-17,49.34
2014-09-18,49.34
2014-09-19,48.939999
2014-09-22,52.349998
2014-09-23,48.939999
2014-09-24,51.700001
2014-09-25,50.900002
2014-09-26,48.720001
2014-09-29,46.650002
2014-09-30,47.25
2014-10-01,47.25
2014-10-02,46.650002
2014-10-03,49.700001
2014-10-06,46.650002
2014-10-07,46.650002
2014-10-08,49.25
2014-10-09,47.860001000000004
2014-10-10,47.41
2014-10-13,43.68
2014-10-14,44.349998
2014-10-15,46.650002
2014-10-16,46.799999
2014-10-17,43.830002
2014-10-20,43.830002
2014-10-21,45.450001
2014-10-22,49.610001000000004
2014-10-23,49.610001000000004
2014-10-24,49.389998999999996
2014-10-27,45.650002
2014-10-28,49.700001
2014-10-29,49.279999
2014-10-30,45.950001
2014-10-31,46.599998
2014-11-03,46.740002000000004
2014-11-04,47.049999
2014-11-05,47.049999
2014-11-06,49.759997999999996
2014-11-07,51.049999
2014-11-10,51.099998
2014-11-11,51.919998
2014-11-12,52.509997999999996
2014-11-13,52.0
2014-11-14,52.0
2014-11-17,51.639998999999996
2014-11-18,52.869999
2014-11-19,53.540001000000004
2014-11-20,54.599998
2014-11-21,54.700001
2014-11-24,54.790001000000004
2014-11-25,54.75
2014-11-26,56.599998
2014-11-28,55.27
2014-12-01,55.849998
2014-12-02,57.0
2014-12-03,55.919998
2014-12-04,55.209998999999996
2014-12-05,54.049999
2014-12-08,54.939999
2014-12-09,54.189999
2014-12-10,53.849998
2014-12-11,55.040001000000004
2014-12-12,54.82
2014-12-15,54.07
2014-12-16,53.5
2014-12-17,54.150002
2014-12-18,55.540001000000004
2014-12-19,57.049999
2014-12-22,55.75
2014-12-23,55.75
2014-12-24,57.049999
2014-12-26,56.560001
2014-12-29,55.689999
2014-12-30,57.049999
2014-12-31,56.18
2015-01-02,53.540001000000004
2015-01-05,52.139998999999996
2015-01-06,51.84
2015-01-07,51.889998999999996
2015-01-08,53.66
2015-01-09,51.400002
2015-01-12,51.200001
2015-01-13,52.200001
2015-01-14,51.099998
2015-01-15,52.48
2015-01-16,52.48
2015-01-20,51.650002
2015-01-21,52.880001
2015-01-22,53.07
2015-01-23,53.060001
2015-01-26,53.450001
2015-01-27,55.130001
2015-01-28,52.59
2015-01-29,55.029999
2015-01-30,54.259997999999996
2015-02-02,54.98
2015-02-03,57.049999
2015-02-04,54.82
2015-02-05,55.25
2015-02-06,55.259997999999996
2015-02-09,55.07
2015-02-10,55.73
2015-02-11,55.380001
2015-02-12,56.34
2015-02-13,56.259997999999996
2015-02-17,56.009997999999996
2015-02-18,58.25
2015-02-19,58.52
2015-02-20,58.52
2015-02-23,59.68
2015-02-24,58.68
2015-02-25,59.68
2015-02-26,56.5
2015-02-27,58.540001000000004
2015-03-02,58.889998999999996
2015-03-03,59.400002
