Date,GD
1988-05-13,6.796875
1988-05-16,6.875
1988-05-17,6.78125
1988-05-18,6.640625
1988-05-19,6.6875
1988-05-20,6.8125
1988-05-23,6.734375
1988-05-24,6.703125
1988-05-25,6.703125
1988-05-26,6.625
1988-05-27,6.625
1988-05-31,6.765625
1988-06-01,6.65625
1988-06-02,6.609375
1988-06-03,6.59375
1988-06-06,6.671875
1988-06-07,6.59375
1988-06-08,6.75
1988-06-09,6.8125
1988-06-10,6.8125
1988-06-13,6.78125
1988-06-14,6.875
1988-06-15,6.90625
1988-06-16,6.875
1988-06-17,6.90625
1988-06-20,6.75
1988-06-21,6.8125
1988-06-22,6.84375
1988-06-23,6.703125
1988-06-24,6.640625
1988-06-27,6.703125
1988-06-28,6.703125
1988-06-29,6.59375
1988-06-30,6.625
1988-07-01,6.625
1988-07-05,6.59375
1988-07-06,6.59375
1988-07-07,6.59375
1988-07-08,6.625
1988-07-11,6.65625
1988-07-12,6.578125
1988-07-13,6.625
1988-07-14,6.671875
1988-07-15,6.71875
1988-07-18,6.65625
1988-07-19,6.65625
1988-07-20,6.734375
1988-07-21,6.71875
1988-07-22,6.671875
1988-07-25,6.625
1988-07-26,6.625
1988-07-27,6.515625
1988-07-28,6.578125
1988-07-29,6.609375
1988-08-01,6.625
1988-08-02,6.640625
1988-08-03,6.609375
1988-08-04,6.5625
1988-08-05,6.5625
1988-08-08,6.46875
1988-08-09,6.390625
1988-08-10,6.359375
1988-08-11,6.375
1988-08-12,6.3125
1988-08-15,6.234375
1988-08-16,6.1875
1988-08-17,6.28125
1988-08-18,6.234375
1988-08-19,6.21875
1988-08-22,6.171875
1988-08-23,6.140625
1988-08-24,6.203125
1988-08-25,6.203125
1988-08-26,6.21875
1988-08-29,6.21875
1988-08-30,6.15625
1988-08-31,6.1875
1988-09-01,6.21875
1988-09-02,6.46875
1988-09-06,6.421875
1988-09-07,6.4375
1988-09-08,6.4375
1988-09-09,6.4375
1988-09-12,6.40625
1988-09-13,6.421875
1988-09-14,6.421875
1988-09-15,6.375
1988-09-16,6.40625
1988-09-19,6.34375
1988-09-20,6.328125
1988-09-21,6.34375
1988-09-22,6.34375
1988-09-23,6.296875
1988-09-26,6.265625
1988-09-27,6.28125
1988-09-28,6.28125
1988-09-29,6.25
1988-09-30,6.3125
1988-10-03,6.328125
1988-10-04,6.3125
1988-10-05,6.328125
1988-10-06,6.296875
1988-10-07,6.34375
1988-10-10,6.390625
1988-10-11,6.453125
1988-10-12,6.34375
1988-10-13,6.34375
1988-10-14,6.34375
1988-10-17,6.40625
1988-10-18,6.421875
1988-10-19,6.40625
1988-10-20,6.46875
1988-10-21,6.671875
1988-10-24,6.609375
1988-10-25,6.578125
1988-10-26,6.578125
1988-10-27,6.5
1988-10-28,6.609375
1988-10-31,6.6875
1988-11-01,6.78125
1988-11-02,6.78125
1988-11-03,6.75
1988-11-04,6.640625
1988-11-07,6.578125
1988-11-08,6.59375
1988-11-09,6.515625
1988-11-10,6.515625
1988-11-11,6.390625
1988-11-14,6.40625
1988-11-15,6.375
1988-11-16,6.28125
1988-11-17,6.234375
1988-11-18,6.265625
1988-11-21,6.28125
1988-11-22,6.3125
1988-11-23,6.265625
1988-11-25,6.265625
1988-11-28,6.265625
1988-11-29,6.25
1988-11-30,6.3125
1988-12-01,6.234375
1988-12-02,6.171875
1988-12-05,6.265625
1988-12-06,6.359375
1988-12-07,6.265625
1988-12-08,6.25
1988-12-09,6.296875
1988-12-12,6.296875
1988-12-13,6.328125
1988-12-14,6.3125
1988-12-15,6.375
1988-12-16,6.375
1988-12-19,6.359375
1988-12-20,6.34375
1988-12-21,6.3125
1988-12-22,6.34375
1988-12-23,6.359375
1988-12-27,6.34375
1988-12-28,6.28125
1988-12-29,6.296875
1988-12-30,6.34375
1989-01-03,6.328125
1989-01-04,6.359375
1989-01-05,6.359375
1989-01-06,6.359375
1989-01-09,6.5
1989-01-10,6.453125
1989-01-11,6.421875
1989-01-12,6.28125
1989-01-13,6.359375
1989-01-16,6.421875
1989-01-17,6.390625
1989-01-18,6.40625
1989-01-19,6.40625
1989-01-20,6.359375
1989-01-23,6.28125
1989-01-24,6.28125
1989-01-25,6.265625
1989-01-26,6.234375
1989-01-27,6.359375
1989-01-30,6.40625
1989-01-31,6.40625
1989-02-01,6.25
1989-02-02,6.375
1989-02-03,6.359375
1989-02-06,6.375
1989-02-07,6.4375
1989-02-08,6.4375
1989-02-09,6.34375
1989-02-10,6.265625
1989-02-13,6.296875
1989-02-14,6.234375
1989-02-15,6.21875
1989-02-16,6.3125
1989-02-17,6.328125
1989-02-21,6.359375
1989-02-22,6.328125
1989-02-23,6.328125
1989-02-24,6.28125
1989-02-27,6.34375
1989-02-28,6.34375
1989-03-01,6.296875
1989-03-02,6.359375
1989-03-03,6.34375
1989-03-06,6.34375
1989-03-07,6.359375
1989-03-08,6.65625
1989-03-09,6.609375
1989-03-10,6.59375
1989-03-13,6.625
1989-03-14,6.625
1989-03-15,6.6875
1989-03-16,6.75
1989-03-17,6.671875
1989-03-20,6.640625
1989-03-21,6.671875
1989-03-22,6.71875
1989-03-23,6.6875
1989-03-27,6.703125
1989-03-28,6.75
1989-03-29,6.703125
1989-03-30,6.71875
1989-03-31,6.78125
1989-04-03,6.78125
1989-04-04,6.734375
1989-04-05,6.6875
1989-04-06,6.65625
1989-04-07,6.71875
1989-04-10,6.75
1989-04-11,6.8125
1989-04-12,6.875
1989-04-13,6.796875
1989-04-14,6.875
1989-04-17,6.890625
1989-04-18,7.0
1989-04-19,7.046875
1989-04-20,7.0625
1989-04-21,7.109375
1989-04-24,7.046875
1989-04-25,7.078125
1989-04-26,7.046875
1989-04-27,7.03125
1989-04-28,6.984375
1989-05-01,7.09375
1989-05-02,7.109375
1989-05-03,7.078125
1989-05-04,7.0
1989-05-05,7.109375
1989-05-08,7.125
1989-05-09,7.046875
1989-05-10,7.03125
1989-05-11,7.03125
1989-05-12,7.0625
1989-05-15,7.0625
1989-05-16,7.09375
1989-05-17,7.125
1989-05-18,7.15625
1989-05-19,7.21875
1989-05-22,7.21875
1989-05-23,7.21875
1989-05-24,7.25
1989-05-25,7.28125
1989-05-26,7.3125
1989-05-30,7.203125
1989-05-31,7.171875
1989-06-01,7.1875
1989-06-02,7.28125
1989-06-05,7.140625
1989-06-06,7.125
1989-06-07,7.203125
1989-06-08,7.25
1989-06-09,7.25
1989-06-12,7.203125
1989-06-13,7.140625
1989-06-14,7.125
1989-06-15,7.09375
1989-06-16,7.15625
1989-06-19,7.1875
1989-06-20,7.203125
1989-06-21,7.203125
1989-06-22,7.140625
1989-06-23,7.1875
1989-06-26,7.234375
1989-06-27,7.265625
1989-06-28,7.25
1989-06-29,7.234375
1989-06-30,7.28125
1989-07-03,7.328125
1989-07-05,7.296875
1989-07-06,7.3125
1989-07-07,7.375
1989-07-10,7.46875
1989-07-11,7.46875
1989-07-12,7.53125
1989-07-13,7.484375
1989-07-14,7.5
1989-07-17,7.5
1989-07-18,7.515625
1989-07-19,7.421875
1989-07-20,7.34375
1989-07-21,7.28125
1989-07-24,7.203125
1989-07-25,7.1875
1989-07-26,7.140625
1989-07-27,7.140625
1989-07-28,7.171875
1989-07-31,7.296875
1989-08-01,7.34375
1989-08-02,7.328125
1989-08-03,7.265625
1989-08-04,7.21875
1989-08-07,7.28125
1989-08-08,7.296875
1989-08-09,7.21875
1989-08-10,7.359375
1989-08-11,7.25
1989-08-14,7.296875
1989-08-15,7.328125
1989-08-16,7.40625
1989-08-17,7.390625
1989-08-18,7.390625
1989-08-21,7.203125
1989-08-22,7.1875
1989-08-23,7.171875
1989-08-24,7.203125
1989-08-25,7.1875
1989-08-28,7.25
1989-08-29,7.25
1989-08-30,7.25
1989-08-31,7.25
1989-09-01,7.28125
1989-09-05,7.21875
1989-09-06,7.1875
1989-09-07,7.25
1989-09-08,7.125
1989-09-11,7.109375
1989-09-12,7.15625
1989-09-13,7.140625
1989-09-14,7.078125
1989-09-15,7.171875
1989-09-18,7.171875
1989-09-19,7.125
1989-09-20,7.171875
1989-09-21,7.171875
1989-09-22,7.203125
1989-09-25,7.140625
1989-09-26,7.15625
1989-09-27,7.1875
1989-09-28,7.25
1989-09-29,7.265625
1989-10-02,7.28125
1989-10-03,7.328125
1989-10-04,7.34375
1989-10-05,7.375
1989-10-06,7.34375
1989-10-09,7.28125
1989-10-10,7.296875
1989-10-11,7.34375
1989-10-12,7.359375
1989-10-13,6.9375
1989-10-16,6.75
1989-10-17,6.796875
1989-10-18,6.859375
1989-10-19,6.859375
1989-10-20,6.859375
1989-10-23,6.78125
1989-10-24,6.703125
1989-10-25,6.640625
1989-10-26,6.5625
1989-10-27,6.53125
1989-10-30,6.53125
1989-10-31,6.5625
1989-11-01,6.625
1989-11-02,6.53125
1989-11-03,6.59375
1989-11-06,6.515625
1989-11-07,6.53125
1989-11-08,6.53125
1989-11-09,6.53125
1989-11-10,6.5
1989-11-13,6.421875
1989-11-14,6.375
1989-11-15,6.328125
1989-11-16,6.296875
1989-11-17,6.125
1989-11-20,5.515625
1989-11-21,5.390625
1989-11-22,5.40625
1989-11-24,5.40625
1989-11-27,5.5
1989-11-28,5.5
1989-11-29,5.4375
1989-11-30,5.453125
1989-12-01,5.4375
1989-12-04,5.421875
1989-12-05,5.453125
1989-12-06,5.46875
1989-12-07,5.59375
1989-12-08,5.578125
1989-12-11,5.640625
1989-12-12,5.65625
1989-12-13,5.671875
1989-12-14,5.75
1989-12-15,5.828125
1989-12-18,5.765625
1989-12-19,5.6875
1989-12-20,5.6875
1989-12-21,5.78125
1989-12-22,5.765625
1989-12-26,5.703125
1989-12-27,5.609375
1989-12-28,5.578125
1989-12-29,5.609375
1990-01-02,5.671875
1990-01-03,5.765625
1990-01-04,5.734375
1990-01-05,5.6875
1990-01-08,5.65625
1990-01-09,5.515625
1990-01-10,5.34375
1990-01-11,5.28125
1990-01-12,5.203125
1990-01-15,5.171875
1990-01-16,5.1875
1990-01-17,5.140625
1990-01-18,5.171875
1990-01-19,5.1875
1990-01-22,5.09375
1990-01-23,5.0625
1990-01-24,5.046875
1990-01-25,4.90625
1990-01-26,4.984375
1990-01-29,4.921875
1990-01-30,5.0
1990-01-31,5.078125
1990-02-01,5.015625
1990-02-02,4.96875
1990-02-05,4.921875
1990-02-06,4.75
1990-02-07,4.765625
1990-02-08,4.65625
1990-02-09,4.625
1990-02-12,4.53125
1990-02-13,4.53125
1990-02-14,4.609375
1990-02-15,4.625
1990-02-16,4.59375
1990-02-20,4.578125
1990-02-21,4.5625
1990-02-22,4.546875
1990-02-23,4.53125
1990-02-26,4.5625
1990-02-27,4.59375
1990-02-28,4.65625
1990-03-01,4.734375
1990-03-02,4.75
1990-03-05,4.703125
1990-03-06,4.75
1990-03-07,4.71875
1990-03-08,4.75
1990-03-09,4.71875
1990-03-12,4.6875
1990-03-13,4.640625
1990-03-14,4.65625
1990-03-15,4.6875
1990-03-16,4.734375
1990-03-19,4.6875
1990-03-20,4.625
1990-03-21,4.640625
1990-03-22,4.703125
1990-03-23,4.703125
1990-03-26,4.75
1990-03-27,4.859375
1990-03-28,4.8125
1990-03-29,4.71875
1990-03-30,4.6875
1990-04-02,4.625
1990-04-03,4.671875
1990-04-04,4.65625
1990-04-05,4.65625
1990-04-06,4.71875
1990-04-09,4.765625
1990-04-10,4.734375
1990-04-11,4.65625
1990-04-12,4.671875
1990-04-16,4.6875
1990-04-17,4.671875
1990-04-18,4.671875
1990-04-19,4.671875
1990-04-20,4.65625
1990-04-23,4.5625
1990-04-24,4.59375
1990-04-25,4.578125
1990-04-26,4.53125
1990-04-27,4.4375
1990-04-30,4.34375
1990-05-01,4.375
1990-05-02,4.34375
1990-05-03,4.3125
1990-05-04,4.3125
1990-05-07,4.28125
1990-05-08,4.25
1990-05-09,4.171875
1990-05-10,4.15625
1990-05-11,4.1875
1990-05-14,4.21875
1990-05-15,4.265625
1990-05-16,4.28125
1990-05-17,4.3125
1990-05-18,4.328125
1990-05-21,4.296875
1990-05-22,4.296875
1990-05-23,4.25
1990-05-24,4.296875
1990-05-25,4.296875
1990-05-29,4.375
1990-05-30,4.40625
1990-05-31,4.4375
1990-06-01,4.375
1990-06-04,4.421875
1990-06-05,4.46875
1990-06-06,4.453125
1990-06-07,4.484375
1990-06-08,4.5
1990-06-11,4.484375
1990-06-12,4.484375
1990-06-13,4.46875
1990-06-14,4.4375
1990-06-15,4.453125
1990-06-18,4.390625
1990-06-19,4.390625
1990-06-20,4.3125
1990-06-21,4.3125
1990-06-22,4.1875
1990-06-25,4.0625
1990-06-26,4.015625
1990-06-27,4.09375
1990-06-28,4.015625
1990-06-29,4.0
1990-07-02,4.0
1990-07-03,4.015625
1990-07-05,3.96875
1990-07-06,4.015625
1990-07-09,4.125
1990-07-10,4.078125
1990-07-11,3.984375
1990-07-12,3.96875
1990-07-13,3.953125
1990-07-16,3.984375
1990-07-17,3.953125
1990-07-18,3.9375
1990-07-19,4.0
1990-07-20,3.96875
1990-07-23,3.8125
1990-07-24,3.828125
1990-07-25,3.75
1990-07-26,3.6875
1990-07-27,3.421875
1990-07-30,3.34375
1990-07-31,3.34375
1990-08-01,3.34375
1990-08-02,3.53125
1990-08-03,3.625
1990-08-06,3.75
1990-08-07,3.71875
1990-08-08,3.578125
1990-08-09,3.5
1990-08-10,3.4375
1990-08-13,3.375
1990-08-14,3.359375
1990-08-15,3.375
1990-08-16,3.359375
1990-08-17,3.265625
1990-08-20,3.390625
1990-08-21,3.40625
1990-08-22,3.4375
1990-08-23,3.359375
1990-08-24,3.28125
1990-08-27,3.28125
1990-08-28,3.296875
1990-08-29,3.28125
1990-08-30,3.15625
1990-08-31,3.109375
1990-09-04,3.15625
1990-09-05,3.1875
1990-09-06,3.15625
1990-09-07,3.203125
1990-09-10,3.15625
1990-09-11,3.109375
1990-09-12,3.15625
1990-09-13,3.171875
1990-09-14,3.171875
1990-09-17,3.140625
1990-09-18,3.125
1990-09-19,3.15625
1990-09-20,3.171875
1990-09-21,3.3125
1990-09-24,3.234375
1990-09-25,3.03125
1990-09-26,3.015625
1990-09-27,2.96875
1990-09-28,2.953125
1990-10-01,2.875
1990-10-02,2.78125
1990-10-03,2.828125
1990-10-04,2.921875
1990-10-05,3.1875
1990-10-08,3.125
1990-10-09,3.078125
1990-10-10,2.921875
1990-10-11,2.84375
1990-10-12,2.859375
1990-10-15,2.796875
1990-10-16,2.625
1990-10-17,2.5
1990-10-18,2.40625
1990-10-19,2.59375
1990-10-22,2.578125
1990-10-23,2.515625
1990-10-24,2.5
1990-10-25,2.765625
1990-10-26,2.796875
1990-10-29,2.765625
1990-10-30,2.78125
1990-10-31,2.984375
1990-11-01,2.921875
1990-11-02,2.9375
1990-11-05,2.875
1990-11-06,2.890625
1990-11-07,2.953125
1990-11-08,2.96875
1990-11-09,2.984375
1990-11-12,3.03125
1990-11-13,3.0
1990-11-14,2.921875
1990-11-15,2.828125
1990-11-16,2.828125
1990-11-19,2.90625
1990-11-20,2.875
1990-11-21,2.890625
1990-11-23,2.875
1990-11-26,2.890625
1990-11-27,2.90625
1990-11-28,2.921875
1990-11-29,2.828125
1990-11-30,2.921875
1990-12-03,2.921875
1990-12-04,2.890625
1990-12-05,2.953125
1990-12-06,2.96875
1990-12-07,3.078125
1990-12-10,3.0625
1990-12-11,3.015625
1990-12-12,3.046875
1990-12-13,3.078125
1990-12-14,3.171875
1990-12-17,3.21875
1990-12-18,3.265625
1990-12-19,3.21875
1990-12-20,3.15625
1990-12-21,3.25
1990-12-24,3.171875
1990-12-26,3.140625
1990-12-27,3.125
1990-12-28,3.125
1990-12-31,3.15625
1991-01-02,3.171875
1991-01-03,3.125
1991-01-04,3.171875
1991-01-07,3.125
1991-01-08,2.8125
1991-01-09,2.65625
1991-01-10,2.65625
1991-01-11,2.609375
1991-01-14,2.578125
1991-01-15,2.671875
1991-01-16,2.640625
1991-01-17,2.921875
1991-01-18,3.15625
1991-01-21,3.65625
1991-01-22,3.828125
1991-01-23,3.765625
1991-01-24,3.625
1991-01-25,3.4375
1991-01-28,3.515625
1991-01-29,3.609375
1991-01-30,3.734375
1991-01-31,3.59375
1991-02-01,3.5625
1991-02-04,3.25
1991-02-05,3.3125
1991-02-06,3.5
1991-02-07,3.375
1991-02-08,3.4375
1991-02-11,3.3125
1991-02-12,3.171875
1991-02-13,3.375
1991-02-14,3.296875
1991-02-15,3.1875
1991-02-19,3.171875
1991-02-20,3.140625
1991-02-21,3.1875
1991-02-22,3.28125
1991-02-25,3.28125
1991-02-26,3.09375
1991-02-27,3.125
1991-02-28,3.125
1991-03-01,3.0625
1991-03-04,3.046875
1991-03-05,3.0625
1991-03-06,3.0625
1991-03-07,3.03125
1991-03-08,2.953125
1991-03-11,2.984375
1991-03-12,2.96875
1991-03-13,3.5625
1991-03-14,3.640625
1991-03-15,3.609375
1991-03-18,3.6875
1991-03-19,3.671875
1991-03-20,3.640625
1991-03-21,3.65625
1991-03-22,3.6875
1991-03-25,3.9375
1991-03-26,4.015625
1991-03-27,4.09375
1991-03-28,4.1875
1991-04-01,4.296875
1991-04-02,4.296875
1991-04-03,4.296875
1991-04-04,4.171875
1991-04-05,4.0
1991-04-08,4.0625
1991-04-09,3.890625
1991-04-10,4.078125
1991-04-11,4.1875
1991-04-12,4.1875
1991-04-15,4.15625
1991-04-16,4.171875
1991-04-17,4.375
1991-04-18,4.40625
1991-04-19,4.40625
1991-04-22,4.375
1991-04-23,4.609375
1991-04-24,4.6875
1991-04-25,4.625
1991-04-26,4.5625
1991-04-29,4.65625
1991-04-30,4.703125
1991-05-01,4.875
1991-05-02,4.796875
1991-05-03,4.875
1991-05-06,4.9375
1991-05-07,5.0
1991-05-08,5.0
1991-05-09,4.953125
1991-05-10,4.8125
1991-05-13,4.875
1991-05-14,4.890625
1991-05-15,4.859375
1991-05-16,4.859375
1991-05-17,4.875
1991-05-20,4.90625
1991-05-21,4.953125
1991-05-22,4.953125
1991-05-23,4.859375
1991-05-24,4.875
1991-05-28,4.90625
1991-05-29,4.84375
1991-05-30,4.765625
1991-05-31,4.796875
1991-06-03,4.96875
1991-06-04,4.984375
1991-06-05,4.984375
1991-06-06,4.875
1991-06-07,4.90625
1991-06-10,4.859375
1991-06-11,4.859375
1991-06-12,4.8125
1991-06-13,4.78125
1991-06-14,4.84375
1991-06-17,4.875
1991-06-18,5.0
1991-06-19,5.0
1991-06-20,5.15625
1991-06-21,5.203125
1991-06-24,5.203125
1991-06-25,5.03125
1991-06-26,5.109375
1991-06-27,5.09375
1991-06-28,5.234375
1991-07-01,5.34375
1991-07-02,5.3125
1991-07-03,5.265625
1991-07-05,5.28125
1991-07-08,5.359375
1991-07-09,5.21875
1991-07-10,5.25
1991-07-11,5.28125
1991-07-12,5.46875
1991-07-15,5.515625
1991-07-16,5.46875
1991-07-17,5.5
1991-07-18,5.5
1991-07-19,5.546875
1991-07-22,5.5625
1991-07-23,5.515625
1991-07-24,5.5625
1991-07-25,5.5625
1991-07-26,5.421875
1991-07-29,5.375
1991-07-30,5.578125
1991-07-31,5.625
1991-08-01,5.5
1991-08-02,5.5
1991-08-05,5.453125
1991-08-06,5.4375
1991-08-07,5.46875
1991-08-08,5.5
1991-08-09,5.515625
1991-08-12,5.515625
1991-08-13,5.53125
1991-08-14,5.53125
1991-08-15,5.578125
1991-08-16,5.53125
1991-08-19,5.53125
1991-08-20,5.84375
1991-08-21,5.515625
1991-08-22,5.296875
1991-08-23,5.296875
1991-08-26,5.21875
1991-08-27,5.015625
1991-08-28,5.1875
1991-08-29,5.125
1991-08-30,5.3125
1991-09-03,5.3125
1991-09-04,5.296875
1991-09-05,5.265625
1991-09-06,5.28125
1991-09-09,5.28125
1991-09-10,5.234375
1991-09-11,5.140625
1991-09-12,5.140625
1991-09-13,5.09375
1991-09-16,4.953125
1991-09-17,5.0625
1991-09-18,5.140625
1991-09-19,5.09375
1991-09-20,5.109375
1991-09-23,5.21875
1991-09-24,5.703125
1991-09-25,6.1875
1991-09-26,6.09375
1991-09-27,5.78125
1991-09-30,5.796875
1991-10-01,5.828125
1991-10-02,5.875
1991-10-03,5.875
1991-10-04,6.0625
1991-10-07,5.953125
1991-10-08,5.765625
1991-10-09,5.84375
1991-10-10,5.859375
1991-10-11,5.90625
1991-10-14,5.953125
1991-10-15,6.0
1991-10-16,5.921875
1991-10-17,6.21875
1991-10-18,6.265625
1991-10-21,6.25
1991-10-22,6.21875
1991-10-23,6.078125
1991-10-24,6.015625
1991-10-25,5.984375
1991-10-28,6.15625
1991-10-29,6.359375
1991-10-30,6.40625
1991-10-31,6.515625
1991-11-01,6.453125
1991-11-04,6.5625
1991-11-05,6.484375
1991-11-06,6.59375
1991-11-07,6.5625
1991-11-08,6.4375
1991-11-11,6.5625
1991-11-12,6.5625
1991-11-13,6.71875
1991-11-14,6.765625
1991-11-15,6.3125
1991-11-18,6.25
1991-11-19,6.125
1991-11-20,6.140625
1991-11-21,6.109375
1991-11-22,5.9375
1991-11-25,6.0
1991-11-26,6.0625
1991-11-27,6.078125
1991-11-29,6.09375
1991-12-02,6.109375
1991-12-03,6.171875
1991-12-04,6.21875
1991-12-05,6.234375
1991-12-06,6.25
1991-12-09,6.390625
1991-12-10,6.34375
1991-12-11,6.625
1991-12-12,6.703125
1991-12-13,6.609375
1991-12-16,6.625
1991-12-17,6.6875
1991-12-18,6.75
1991-12-19,6.640625
1991-12-20,6.515625
1991-12-23,6.578125
1991-12-24,6.609375
1991-12-26,6.625
1991-12-27,6.515625
1991-12-30,6.671875
1991-12-31,6.71875
1992-01-02,6.71875
1992-01-03,6.796875
1992-01-06,6.9375
1992-01-07,7.171875
1992-01-08,7.171875
1992-01-09,7.109375
1992-01-10,7.0625
1992-01-13,7.15625
1992-01-14,7.296875
1992-01-15,7.25
1992-01-16,7.453125
1992-01-17,7.625
1992-01-20,7.4375
1992-01-21,7.53125
1992-01-22,7.53125
1992-01-23,7.359375
1992-01-24,7.125
1992-01-27,7.03125
1992-01-28,7.15625
1992-01-29,7.078125
1992-01-30,7.25
1992-01-31,7.265625
1992-02-03,7.34375
1992-02-04,7.296875
1992-02-05,7.359375
1992-02-06,7.484375
1992-02-07,7.46875
1992-02-10,7.46875
1992-02-11,7.484375
1992-02-12,7.421875
1992-02-13,7.3125
1992-02-14,7.265625
1992-02-18,7.203125
1992-02-19,7.15625
1992-02-20,7.1875
1992-02-21,7.25
1992-02-24,7.171875
1992-02-25,7.3125
1992-02-26,7.328125
1992-02-27,7.375
1992-02-28,7.359375
1992-03-02,7.703125
1992-03-03,7.65625
1992-03-04,7.59375
1992-03-05,7.515625
1992-03-06,7.515625
1992-03-09,7.59375
1992-03-10,7.609375
1992-03-11,7.703125
1992-03-12,7.625
1992-03-13,7.609375
1992-03-16,7.609375
1992-03-17,7.671875
1992-03-18,7.8125
1992-03-19,7.953125
1992-03-20,7.953125
1992-03-23,7.953125
1992-03-24,8.015625
1992-03-25,8.046875
1992-03-26,8.046875
1992-03-27,8.03125
1992-03-30,8.0
1992-03-31,8.09375
1992-04-01,8.09375
1992-04-02,8.03125
1992-04-03,8.0625
1992-04-06,8.1875
1992-04-07,8.03125
1992-04-08,7.890625
1992-04-09,8.0
1992-04-10,7.984375
1992-04-13,7.90625
1992-04-14,8.078125
1992-04-15,8.171875
1992-04-16,8.25
1992-04-20,8.171875
1992-04-21,8.1875
1992-04-22,8.15625
1992-04-23,8.15625
1992-04-24,8.15625
1992-04-27,8.140625
1992-04-28,8.0625
1992-04-29,8.0625
1992-04-30,8.171875
1992-05-01,8.25
1992-05-04,8.28125
1992-05-05,8.234375
1992-05-06,8.109375
1992-05-07,8.1875
1992-05-08,8.265625
1992-05-11,8.28125
1992-05-12,8.234375
1992-05-13,8.15625
1992-05-14,8.125
1992-05-15,8.09375
1992-05-18,8.015625
1992-05-19,7.890625
1992-05-20,7.921875
1992-05-21,7.875
1992-05-22,7.890625
1992-05-26,7.921875
1992-05-27,7.96875
1992-05-28,8.03125
1992-05-29,8.078125
1992-06-01,8.1875
1992-06-02,8.234375
1992-06-03,8.21875
1992-06-04,8.203125
1992-06-05,8.171875
1992-06-08,8.875
1992-06-09,8.84375
1992-06-10,8.78125
1992-06-11,8.828125
1992-06-12,8.84375
1992-06-15,8.921875
1992-06-16,8.90625
1992-06-17,8.90625
1992-06-18,8.765625
1992-06-19,8.796875
1992-06-22,8.796875
1992-06-23,8.828125
1992-06-24,8.90625
1992-06-25,8.921875
1992-06-26,8.96875
1992-06-29,8.9375
1992-06-30,8.921875
1992-07-01,8.9375
1992-07-02,8.921875
1992-07-06,8.9375
1992-07-07,8.96875
1992-07-08,9.03125
1992-07-09,9.109375
1992-07-10,9.15625
1992-07-13,9.234375
1992-07-14,9.265625
1992-07-15,9.265625
1992-07-16,9.296875
1992-07-17,9.328125
1992-07-20,9.296875
1992-07-21,9.3125
1992-07-22,9.234375
1992-07-23,9.453125
1992-07-24,9.921875
1992-07-27,9.8125
1992-07-28,9.828125
1992-07-29,9.75
1992-07-30,9.8125
1992-07-31,9.875
1992-08-03,9.859375
1992-08-04,9.859375
1992-08-05,9.875
1992-08-06,9.703125
1992-08-07,9.90625
1992-08-10,9.921875
1992-08-11,9.921875
1992-08-12,9.90625
1992-08-13,9.890625
1992-08-14,9.984375
1992-08-17,9.921875
1992-08-18,9.953125
1992-08-19,9.875
1992-08-20,9.890625
1992-08-21,9.765625
1992-08-24,9.703125
1992-08-25,9.75
1992-08-26,9.703125
1992-08-27,9.65625
1992-08-28,9.578125
1992-08-31,9.5625
1992-09-01,9.609375
1992-09-02,9.640625
1992-09-03,9.578125
1992-09-04,9.609375
1992-09-08,9.46875
1992-09-09,9.390625
1992-09-10,9.453125
1992-09-11,9.4375
1992-09-14,9.5625
1992-09-15,9.75
1992-09-16,9.90625
1992-09-17,10.140625
1992-09-18,10.359375
1992-09-21,10.34375
1992-09-22,10.6875
1992-09-23,10.4375
1992-09-24,10.4375
1992-09-25,10.203125
1992-09-28,10.375
1992-09-29,10.625
1992-09-30,10.640625
1992-10-01,10.90625
1992-10-02,11.0625
1992-10-05,11.03125
1992-10-06,11.28125
1992-10-07,11.265625
1992-10-08,11.546875
1992-10-09,11.6875
1992-10-12,11.640625
1992-10-13,11.8125
1992-10-14,11.765625
1992-10-15,11.71875
1992-10-16,12.015625
1992-10-19,12.34375
1992-10-20,12.21875
1992-10-21,12.125
1992-10-22,12.109375
1992-10-23,12.125
1992-10-26,12.5
1992-10-27,12.265625
1992-10-28,12.65625
1992-10-29,12.59375
1992-10-30,12.75
1992-11-02,12.875
1992-11-03,12.640625
1992-11-04,12.484375
1992-11-05,12.5
1992-11-06,12.609375
1992-11-09,12.703125
1992-11-10,12.609375
1992-11-11,12.65625
1992-11-12,12.5625
1992-11-13,12.78125
1992-11-16,12.671875
1992-11-17,12.5625
1992-11-18,12.546875
1992-11-19,12.484375
1992-11-20,12.5
1992-11-23,12.3125
1992-11-24,12.3125
1992-11-25,12.0625
1992-11-27,11.890625
1992-11-30,12.125
1992-12-01,12.375
1992-12-02,12.25
1992-12-03,12.03125
1992-12-04,12.03125
1992-12-07,12.03125
1992-12-08,12.625
1992-12-09,12.984375
1992-12-10,12.921875
1992-12-11,12.96875
1992-12-14,13.015625
1992-12-15,13.015625
1992-12-16,12.921875
1992-12-17,12.71875
1992-12-18,13.0625
1992-12-21,13.078125
1992-12-22,13.0
1992-12-23,13.28125
1992-12-24,13.09375
1992-12-28,12.9375
1992-12-29,12.875
1992-12-30,13.109375
1992-12-31,12.953125
1993-01-04,13.125
1993-01-05,13.0
1993-01-06,13.203125
1993-01-07,13.046875
1993-01-08,12.984375
1993-01-11,13.171875
1993-01-12,13.25
1993-01-13,13.640625
