Date,CVE
2009-11-17,25.0
2009-11-18,25.0
2009-11-19,25.200001
2009-11-20,25.440001000000002
2009-11-23,25.440001000000002
2009-11-24,25.440001000000002
2009-11-25,25.440001000000002
2009-11-27,26.0
2009-11-30,26.0
2009-12-01,26.0
2009-12-02,25.02
2009-12-03,24.66
2009-12-04,24.75
2009-12-07,24.620001000000002
2009-12-08,23.75
2009-12-09,23.5
2009-12-10,24.0
2009-12-11,24.52
2009-12-14,24.950001
2009-12-15,25.440001000000002
2009-12-16,25.52
2009-12-17,24.440001000000002
2009-12-18,23.969998999999998
2009-12-21,24.030001000000002
2009-12-22,24.309998999999998
2009-12-23,24.4
2009-12-24,24.379998999999998
2009-12-28,24.27
2009-12-29,24.52
2009-12-30,24.639999
2009-12-31,25.200001
2010-01-04,26.6
2010-01-05,26.370001000000002
2010-01-06,26.139999
2010-01-07,25.99
2010-01-08,26.23
2010-01-11,26.15
2010-01-12,25.75
2010-01-13,25.809998999999998
2010-01-14,25.73
2010-01-15,25.25
2010-01-19,25.200001
2010-01-20,24.280001000000002
2010-01-21,24.24
2010-01-22,23.719998999999998
2010-01-25,23.76
2010-01-26,23.209999
2010-01-27,23.190001000000002
2010-01-28,23.5
2010-01-29,23.15
2010-02-01,24.360001
2010-02-02,24.799999
2010-02-03,24.959999
2010-02-04,24.26
2010-02-05,23.74
2010-02-08,23.27
2010-02-09,23.74
2010-02-10,23.299999
2010-02-11,24.08
2010-02-12,23.940001000000002
2010-02-16,25.190001000000002
2010-02-17,25.73
2010-02-18,25.540001
2010-02-19,26.450001
2010-02-22,25.610001
2010-02-23,24.48
2010-02-24,24.290001
2010-02-25,24.059998999999998
2010-02-26,24.5
2010-03-01,24.6
2010-03-02,25.07
2010-03-03,25.4
2010-03-04,25.17
2010-03-05,25.780001000000002
2010-03-08,25.790001
2010-03-09,25.57
2010-03-10,25.92
2010-03-11,26.209999
2010-03-12,25.870001000000002
2010-03-15,25.43
2010-03-16,25.83
2010-03-17,25.99
2010-03-18,25.51
2010-03-19,24.860001
2010-03-22,24.719998999999998
2010-03-23,25.17
2010-03-24,24.77
2010-03-25,24.5
2010-03-26,24.43
2010-03-29,25.120001000000002
2010-03-30,25.77
2010-03-31,26.209999
2010-04-01,27.85
2010-04-05,28.58
2010-04-06,28.48
2010-04-07,27.57
2010-04-08,28.43
2010-04-09,28.889999
2010-04-12,29.16
2010-04-13,29.9
2010-04-14,30.16
2010-04-15,30.0
2010-04-16,28.809998999999998
2010-04-19,28.24
2010-04-20,29.049999
2010-04-21,29.0
2010-04-22,28.35
2010-04-23,29.35
2010-04-26,29.48
2010-04-27,28.540001
2010-04-28,28.41
2010-04-29,29.83
2010-04-30,29.299999
2010-05-03,29.23
2010-05-04,28.030001000000002
2010-05-05,27.01
2010-05-06,26.49
2010-05-07,26.25
2010-05-10,27.940001000000002
2010-05-11,28.02
2010-05-12,28.360001
2010-05-13,27.74
2010-05-14,26.190001000000002
2010-05-17,25.91
2010-05-18,25.92
2010-05-19,26.15
2010-05-20,24.92
2010-05-21,25.49
2010-05-24,25.0
2010-05-25,24.450001
2010-05-26,24.48
2010-05-27,26.5
2010-05-28,26.940001000000002
2010-06-01,26.790001
2010-06-02,28.0
2010-06-03,28.35
2010-06-04,26.969998999999998
2010-06-07,26.26
2010-06-08,26.77
2010-06-09,27.4
2010-06-10,28.799999
2010-06-11,28.790001
2010-06-14,28.74
2010-06-15,29.200001
2010-06-16,29.24
2010-06-17,29.23
2010-06-18,29.42
2010-06-21,29.16
2010-06-22,28.389999
2010-06-23,28.040001
2010-06-24,27.190001000000002
2010-06-25,28.040001
2010-06-28,27.1
2010-06-29,25.559998999999998
2010-06-30,25.790001
2010-07-01,25.610001
2010-07-02,25.799999
2010-07-06,26.15
2010-07-07,27.219998999999998
2010-07-08,27.76
2010-07-09,28.360001
2010-07-12,28.440001000000002
2010-07-13,29.4
2010-07-14,29.15
2010-07-15,28.77
2010-07-16,27.700001
2010-07-19,28.07
2010-07-20,28.389999
2010-07-21,28.25
