Date,PBI
1972-06-01,1.3984379999999998
1972-06-02,1.484375
1972-06-05,1.453125
1972-06-06,1.453125
1972-06-07,1.4296879999999998
1972-06-08,1.4140629999999998
1972-06-09,1.421875
1972-06-12,1.4375
1972-06-13,1.46875
1972-06-14,1.4921879999999998
1972-06-15,1.484375
1972-06-16,1.421875
1972-06-19,1.421875
1972-06-20,1.46875
1972-06-21,1.4609379999999998
1972-06-22,1.4765629999999998
1972-06-23,1.453125
1972-06-26,1.4453129999999998
1972-06-27,1.4375
1972-06-28,1.4140629999999998
1972-06-29,1.40625
1972-06-30,1.421875
1972-07-03,1.4140629999999998
1972-07-05,1.421875
1972-07-06,1.421875
1972-07-07,1.4453129999999998
1972-07-10,1.421875
1972-07-11,1.4296879999999998
1972-07-12,1.453125
1972-07-13,1.4296879999999998
1972-07-14,1.4296879999999998
1972-07-17,1.359375
1972-07-18,1.3203129999999998
1972-07-19,1.3125
1972-07-20,1.2734379999999998
1972-07-21,1.2890629999999998
1972-07-24,1.3125
1972-07-25,1.3125
1972-07-26,1.28125
1972-07-27,1.25
1972-07-28,1.2578129999999998
1972-07-31,1.2578129999999998
1972-08-01,1.265625
1972-08-02,1.3359379999999998
1972-08-03,1.3671879999999998
1972-08-04,1.3515629999999998
1972-08-07,1.3359379999999998
1972-08-08,1.2890629999999998
1972-08-09,1.3203129999999998
1972-08-10,1.2890629999999998
1972-08-11,1.3125
1972-08-14,1.296875
1972-08-15,1.2734379999999998
1972-08-16,1.2890629999999998
1972-08-17,1.265625
1972-08-18,1.296875
1972-08-21,1.3515629999999998
1972-08-22,1.3984379999999998
1972-08-23,1.3828129999999998
1972-08-24,1.359375
1972-08-25,1.328125
1972-08-28,1.3359379999999998
1972-08-29,1.3671879999999998
1972-08-30,1.3359379999999998
1972-08-31,1.3828129999999998
1972-09-01,1.359375
1972-09-05,1.3046879999999998
1972-09-06,1.2890629999999998
1972-09-07,1.28125
1972-09-08,1.28125
1972-09-11,1.2734379999999998
1972-09-12,1.2578129999999998
1972-09-13,1.265625
1972-09-14,1.265625
1972-09-15,1.2421879999999998
1972-09-18,1.1875
1972-09-19,1.1875
1972-09-20,1.1796879999999998
1972-09-21,1.1875
1972-09-22,1.171875
1972-09-25,1.1484379999999998
1972-09-26,1.1484379999999998
1972-09-27,1.2421879999999998
1972-09-28,1.2578129999999998
1972-09-29,1.2734379999999998
1972-10-02,1.2734379999999998
1972-10-03,1.2578129999999998
1972-10-04,1.25
1972-10-05,1.21875
1972-10-06,1.2890629999999998
1972-10-09,1.28125
1972-10-10,1.3046879999999998
1972-10-11,1.2890629999999998
1972-10-12,1.296875
1972-10-13,1.2890629999999998
1972-10-16,1.234375
1972-10-17,1.234375
1972-10-18,1.2265629999999998
1972-10-19,1.2109379999999998
1972-10-20,1.234375
1972-10-23,1.234375
1972-10-24,1.21875
1972-10-25,1.109375
1972-10-26,1.140625
1972-10-27,1.109375
1972-10-30,1.09375
1972-10-31,1.109375
1972-11-01,1.1328129999999998
1972-11-02,1.109375
1972-11-03,1.0859379999999998
1972-11-06,1.078125
1972-11-08,1.0859379999999998
1972-11-09,1.09375
1972-11-10,1.1015629999999998
1972-11-13,1.09375
1972-11-14,1.1015629999999998
1972-11-15,1.140625
1972-11-16,1.1484379999999998
1972-11-17,1.1328129999999998
1972-11-20,1.1484379999999998
1972-11-21,1.140625
1972-11-22,1.125
1972-11-24,1.125
1972-11-27,1.1171879999999998
1972-11-28,1.125
1972-11-29,1.125
1972-11-30,1.140625
1972-12-01,1.21875
1972-12-04,1.2109379999999998
1972-12-05,1.234375
1972-12-06,1.21875
1972-12-07,1.21875
1972-12-08,1.203125
1972-12-11,1.2109379999999998
1972-12-12,1.21875
1972-12-13,1.1796879999999998
1972-12-14,1.1484379999999998
1972-12-15,1.140625
1972-12-18,1.125
1972-12-19,1.1171879999999998
1972-12-20,1.09375
1972-12-21,1.0859379999999998
1972-12-22,1.1171879999999998
1972-12-26,1.125
1972-12-27,1.125
1972-12-29,1.1953129999999998
1973-01-02,1.21875
1973-01-03,1.2265629999999998
1973-01-04,1.3203129999999998
1973-01-05,1.3125
1973-01-08,1.359375
1973-01-09,1.3515629999999998
1973-01-10,1.328125
1973-01-11,1.3125
1973-01-12,1.296875
1973-01-15,1.2890629999999998
1973-01-16,1.3125
1973-01-17,1.3125
1973-01-18,1.3203129999999998
1973-01-19,1.3125
1973-01-22,1.3125
1973-01-23,1.296875
1973-01-24,1.28125
1973-01-26,1.2578129999999998
1973-01-29,1.1796879999999998
1973-01-30,1.1640629999999998
1973-01-31,1.1796879999999998
1973-02-01,1.140625
1973-02-02,1.1328129999999998
1973-02-05,1.1484379999999998
1973-02-06,1.1484379999999998
1973-02-07,1.109375
1973-02-08,1.125
1973-02-09,1.140625
1973-02-12,1.2734379999999998
1973-02-13,1.2578129999999998
1973-02-14,1.234375
1973-02-15,1.21875
1973-02-16,1.234375
1973-02-20,1.21875
1973-02-21,1.2109379999999998
1973-02-22,1.1875
1973-02-23,1.1328129999999998
1973-02-26,1.109375
1973-02-27,1.109375
1973-02-28,1.109375
1973-03-01,1.0703129999999998
1973-03-02,1.0859379999999998
1973-03-05,1.078125
1973-03-06,1.0859379999999998
1973-03-07,1.0859379999999998
1973-03-08,1.0625
1973-03-09,1.0625
1973-03-12,1.046875
1973-03-13,1.0546879999999998
1973-03-14,1.0546879999999998
1973-03-15,1.0390629999999998
1973-03-16,1.0390629999999998
1973-03-19,1.0234379999999998
1973-03-20,1.0078129999999998
1973-03-21,0.992188
1973-03-22,0.984375
1973-03-23,1.0078129999999998
1973-03-26,1.0078129999999998
1973-03-27,1.03125
1973-03-28,1.0703129999999998
1973-03-29,1.046875
1973-03-30,1.0390629999999998
1973-04-02,1.0078129999999998
1973-04-03,1.0
1973-04-04,0.96875
1973-04-05,0.96875
1973-04-06,0.984375
1973-04-09,0.976563
1973-04-10,0.976563
1973-04-11,0.960938
1973-04-12,0.953125
1973-04-13,0.9375
1973-04-16,0.929688
1973-04-17,0.921875
1973-04-18,0.9375
1973-04-19,0.953125
1973-04-23,0.898438
1973-04-24,0.882813
1973-04-25,0.890625
1973-04-26,0.882813
1973-04-27,0.898438
1973-04-30,0.882813
1973-05-01,0.882813
1973-05-02,0.90625
1973-05-03,0.914063
1973-05-04,0.890625
1973-05-07,0.851563
1973-05-08,0.867188
1973-05-09,0.867188
1973-05-10,0.851563
1973-05-11,0.859375
1973-05-14,0.835938
1973-05-15,0.8125
1973-05-16,0.820313
1973-05-17,0.8125
1973-05-18,0.765625
1973-05-21,0.75
1973-05-22,0.71875
1973-05-23,0.734375
1973-05-24,0.796875
1973-05-25,0.851563
1973-05-29,0.828125
1973-05-30,0.820313
1973-05-31,0.8125
1973-06-01,0.789063
1973-06-04,0.796875
1973-06-05,0.796875
1973-06-06,0.78125
1973-06-07,0.757813
1973-06-08,0.78125
1973-06-11,0.765625
1973-06-12,0.835938
1973-06-13,0.828125
1973-06-14,0.820313
1973-06-15,0.8125
1973-06-18,0.789063
1973-06-19,0.78125
1973-06-20,0.796875
1973-06-21,0.765625
