Date,KKR
2015-04-24,23.389999
2015-04-27,23.27
2015-04-28,23.32
2015-04-29,23.24
2015-04-30,22.51
2015-05-01,22.620001000000002
2015-05-04,22.77
2015-05-05,22.82
2015-05-06,22.67
2015-05-07,22.5
2015-05-08,22.620001000000002
2015-05-11,22.65
2015-05-12,22.68
2015-05-13,22.77
2015-05-14,22.91
2015-05-15,23.01
2015-05-18,23.120001000000002
2015-05-19,23.120001000000002
2015-05-20,23.0
2015-05-21,22.98
2015-05-22,22.940001000000002
2015-05-26,22.93
2015-05-27,22.98
2015-05-28,23.0
2015-05-29,22.950001
2015-06-01,22.870001000000002
2015-06-02,22.92
2015-06-03,23.190001000000002
2015-06-04,23.209999
2015-06-05,23.25
2015-06-08,23.07
2015-06-09,22.85
2015-06-10,23.049999
2015-06-11,23.309998999999998
2015-06-12,23.1
2015-06-15,22.969998999999998
2015-06-16,22.91
2015-06-17,22.790001
2015-06-18,23.01
2015-06-19,23.0
2015-06-22,23.129998999999998
2015-06-23,23.280001000000002
2015-06-24,23.290001
2015-06-25,23.26
2015-06-26,23.09
2015-06-29,22.790001
2015-06-30,22.85
2015-07-01,23.030001000000002
2015-07-02,23.27
2015-07-06,23.15
2015-07-07,23.08
2015-07-08,22.42
2015-07-09,22.809998999999998
2015-07-10,23.17
2015-07-13,23.51
2015-07-14,23.82
2015-07-15,24.040001
2015-07-16,24.139999
2015-07-17,24.15
2015-07-20,23.76
2015-07-21,24.200001
2015-07-22,24.09
2015-07-23,24.27
2015-07-24,24.120001000000002
2015-07-27,23.75
2015-07-28,24.200001
2015-07-29,24.6
2015-07-30,24.040001
2015-07-31,23.9
2015-08-03,23.99
2015-08-04,23.940001000000002
2015-08-05,23.799999
2015-08-06,23.25
2015-08-07,23.0
2015-08-10,23.27
2015-08-11,22.780001000000002
2015-08-12,22.639999
2015-08-13,22.74
2015-08-14,22.860001
2015-08-17,22.190001000000002
2015-08-18,21.9
2015-08-19,21.5
2015-08-20,20.27
2015-08-21,19.549999
2015-08-24,18.690001000000002
2015-08-25,18.9
2015-08-26,19.549999
2015-08-27,20.34
2015-08-28,19.91
2015-08-31,19.09
2015-09-01,18.52
2015-09-02,18.52
2015-09-03,18.940001000000002
2015-09-04,18.74
2015-09-08,19.48
2015-09-09,18.91
2015-09-10,18.370001000000002
2015-09-11,18.5
2015-09-14,18.4
2015-09-15,18.889999
2015-09-16,18.959999
2015-09-17,19.459999
2015-09-18,18.84
2015-09-21,18.84
2015-09-22,18.43
2015-09-23,17.99
2015-09-24,17.65
2015-09-25,17.450001
2015-09-28,16.52
2015-09-29,16.129998999999998
2015-09-30,16.780001000000002
2015-10-01,17.16
2015-10-02,17.440001000000002
2015-10-05,18.26
2015-10-06,18.34
2015-10-07,18.620001000000002
2015-10-08,18.76
2015-10-09,18.67
2015-10-12,18.35
2015-10-13,17.9
2015-10-14,17.610001
2015-10-15,17.700001
2015-10-16,17.799999
2015-10-19,17.23
2015-10-20,16.969998999999998
2015-10-21,17.049999
2015-10-22,17.389999
2015-10-23,17.790001
2015-10-26,17.77
2015-10-27,17.6
2015-10-28,16.85
2015-10-29,17.299999
2015-10-30,17.15
2015-11-02,18.33
2015-11-03,18.9
2015-11-04,18.450001
2015-11-05,18.879998999999998
2015-11-06,18.99
2015-11-09,18.209999
2015-11-10,18.040001
2015-11-11,18.02
2015-11-12,17.9
2015-11-13,17.629998999999998
2015-11-16,17.65
2015-11-17,17.27
2015-11-18,17.48
2015-11-19,17.540001
2015-11-20,17.450001
2015-11-23,17.1
2015-11-24,17.030001000000002
2015-11-25,17.09
2015-11-27,17.1
2015-11-30,16.91
2015-12-01,16.92
2015-12-02,16.58
2015-12-03,16.379998999999998
2015-12-04,16.33
2015-12-07,16.16
2015-12-08,16.02
2015-12-09,15.74
2015-12-10,16.41
2015-12-11,15.2
2015-12-14,14.45
2015-12-15,15.23
2015-12-16,15.38
2015-12-17,15.76
2015-12-18,15.56
2015-12-21,15.85
2015-12-22,15.71
2015-12-23,16.190001000000002
2015-12-24,16.040001
2015-12-28,15.8
2015-12-29,15.66
2015-12-30,15.61
2015-12-31,15.59
2016-01-04,15.78
2016-01-05,15.45
2016-01-06,15.14
2016-01-07,14.49
2016-01-08,14.16
2016-01-11,13.68
2016-01-12,13.54
2016-01-13,13.32
2016-01-14,13.95
2016-01-15,13.44
2016-01-19,13.17
2016-01-20,13.62
2016-01-21,14.37
2016-01-22,14.41
2016-01-25,13.4
2016-01-26,13.74
2016-01-27,13.39
2016-01-28,13.53
2016-01-29,13.63
2016-02-01,13.91
2016-02-02,13.38
2016-02-03,13.25
2016-02-04,13.64
2016-02-05,13.83
2016-02-08,12.93
2016-02-09,12.62
2016-02-10,11.71
2016-02-11,11.13
2016-02-12,11.94
2016-02-16,12.48
2016-02-17,12.6
2016-02-18,12.81
2016-02-19,12.82
2016-02-22,13.16
2016-02-23,13.01
2016-02-24,12.62
2016-02-25,12.26
2016-02-26,12.34
2016-02-29,12.84
2016-03-01,12.96
2016-03-02,12.78
2016-03-03,12.98
2016-03-04,13.42
2016-03-07,13.95
2016-03-08,13.34
2016-03-09,13.5
2016-03-10,13.78
2016-03-11,14.15
2016-03-14,14.11
2016-03-15,13.95
2016-03-16,14.35
2016-03-17,15.04
2016-03-18,14.78
2016-03-21,14.93
2016-03-22,14.87
2016-03-23,14.2
2016-03-24,13.9
2016-03-28,14.1
2016-03-29,14.37
2016-03-30,14.5
2016-03-31,14.69
2016-04-01,14.35
2016-04-04,14.0
2016-04-05,13.37
2016-04-06,13.47
2016-04-07,13.3
2016-04-08,13.05
2016-04-11,13.19
2016-04-12,13.28
2016-04-13,13.78
2016-04-14,13.71
2016-04-15,13.67
2016-04-18,13.95
2016-04-19,14.36
2016-04-20,14.81
2016-04-21,14.87
2016-04-22,14.94
2016-04-25,14.49
2016-04-26,14.52
2016-04-27,14.37
2016-04-28,13.92
2016-04-29,13.6
2016-05-02,13.44
2016-05-03,13.5
2016-05-04,13.39
2016-05-05,13.17
2016-05-06,13.17
2016-05-09,13.05
2016-05-10,13.0
2016-05-11,12.85
2016-05-12,12.98
2016-05-13,12.67
2016-05-16,13.01
2016-05-17,13.13
2016-05-18,13.13
2016-05-19,12.82
2016-05-20,13.05
2016-05-23,13.06
2016-05-24,13.38
2016-05-25,13.57
2016-05-26,13.42
2016-05-27,13.52
2016-05-31,13.51
2016-06-01,13.63
2016-06-02,13.66
2016-06-03,13.54
2016-06-06,14.04
2016-06-07,14.07
2016-06-08,13.91
2016-06-09,13.64
2016-06-10,13.37
2016-06-13,13.11
2016-06-14,12.72
2016-06-15,12.69
2016-06-16,12.41
2016-06-17,12.46
2016-06-20,12.78
2016-06-21,13.08
2016-06-22,13.01
2016-06-23,13.25
2016-06-24,12.42
2016-06-27,11.98
2016-06-28,12.01
2016-06-29,12.48
2016-06-30,12.34
2016-07-01,12.34
2016-07-05,12.06
2016-07-06,12.0
2016-07-07,12.09
2016-07-08,12.3
2016-07-11,12.48
2016-07-12,12.48
2016-07-13,12.4
2016-07-14,12.57
2016-07-15,12.85
2016-07-18,12.92
2016-07-19,13.06
2016-07-20,13.68
2016-07-21,13.85
2016-07-22,14.1
2016-07-25,13.92
2016-07-26,14.47
2016-07-27,14.72
2016-07-28,14.68
2016-07-29,14.44
2016-08-01,14.55
2016-08-02,14.14
2016-08-03,14.26
2016-08-04,14.49
2016-08-05,14.63
2016-08-08,14.86
2016-08-09,14.87
2016-08-10,14.63
2016-08-11,14.81
2016-08-12,14.78
2016-08-15,14.92
2016-08-16,14.77
2016-08-17,14.68
2016-08-18,15.05
2016-08-19,15.09
2016-08-22,15.09
2016-08-23,14.97
2016-08-24,14.8
2016-08-25,14.68
2016-08-26,14.57
2016-08-29,14.8
2016-08-30,14.86
2016-08-31,14.99
2016-09-01,14.78
2016-09-02,14.8
2016-09-06,14.84
2016-09-07,15.0
2016-09-08,15.28
2016-09-09,14.74
2016-09-12,14.88
2016-09-13,14.56
2016-09-14,14.47
2016-09-15,14.74
2016-09-16,14.35
2016-09-19,14.38
2016-09-20,14.38
2016-09-21,14.41
2016-09-22,14.48
2016-09-23,14.34
2016-09-26,14.07
2016-09-27,14.01
2016-09-28,14.14
2016-09-29,14.05
2016-09-30,14.26
2016-10-03,14.27
2016-10-04,14.2
2016-10-05,14.36
2016-10-06,14.26
2016-10-07,14.23
2016-10-10,14.37
2016-10-11,14.24
2016-10-12,14.0
2016-10-13,13.77
2016-10-14,13.75
2016-10-17,13.64
2016-10-18,13.72
2016-10-19,13.88
2016-10-20,13.89
2016-10-21,14.02
2016-10-24,14.48
2016-10-25,14.88
2016-10-26,14.87
2016-10-27,14.75
2016-10-28,14.51
2016-10-31,14.19
2016-11-01,14.07
2016-11-02,14.08
2016-11-03,13.89
2016-11-04,13.64
2016-11-07,13.96
2016-11-08,13.89
2016-11-09,13.61
2016-11-10,14.25
2016-11-11,14.74
2016-11-14,15.13
2016-11-15,15.05
2016-11-16,14.76
2016-11-17,15.22
2016-11-18,15.4
2016-11-21,15.46
2016-11-22,15.44
2016-11-23,15.55
2016-11-25,15.94
2016-11-28,15.37
2016-11-29,15.26
2016-11-30,15.3
2016-12-01,15.67
2016-12-02,15.48
2016-12-05,15.67
2016-12-06,15.87
2016-12-07,16.34
2016-12-08,16.99
2016-12-09,17.129998999999998
2016-12-12,16.959999
2016-12-13,16.85
2016-12-14,16.52
2016-12-15,16.65
2016-12-16,16.65
2016-12-19,16.65
2016-12-20,16.84
2016-12-21,16.620001000000002
2016-12-22,16.34
2016-12-23,16.07
2016-12-27,15.92
2016-12-28,15.61
2016-12-29,15.47
2016-12-30,15.39
2017-01-03,15.83
2017-01-04,16.379998999999998
2017-01-05,16.41
2017-01-06,16.73
2017-01-09,17.139999
2017-01-10,17.110001
2017-01-11,17.25
2017-01-12,17.23
2017-01-13,17.23
2017-01-17,16.99
2017-01-18,17.139999
2017-01-19,17.040001
2017-01-20,17.219998999999998
2017-01-23,17.190001000000002
2017-01-24,17.620001000000002
2017-01-25,17.690001000000002
2017-01-26,17.799999
2017-01-27,17.74
2017-01-30,17.540001
2017-01-31,17.360001
2017-02-01,17.58
2017-02-02,17.559998999999998
2017-02-03,17.610001
2017-02-06,17.469998999999998
2017-02-07,17.940001000000002
2017-02-08,18.370001000000002
2017-02-09,18.24
2017-02-10,18.17
2017-02-13,18.0
2017-02-14,18.01
2017-02-15,18.18
2017-02-16,18.01
2017-02-17,18.25
2017-02-21,18.27
2017-02-22,18.24
2017-02-23,18.190001000000002
2017-02-24,18.0
2017-02-27,18.120001000000002
2017-02-28,18.030001000000002
2017-03-01,18.18
2017-03-02,18.09
2017-03-03,18.09
2017-03-06,18.040001
2017-03-07,17.91
2017-03-08,18.01
2017-03-09,18.02
2017-03-10,18.209999
2017-03-13,18.27
2017-03-14,18.26
2017-03-15,18.43
2017-03-16,18.35
2017-03-17,18.16
2017-03-20,18.25
2017-03-21,17.93
2017-03-22,18.219998999999998
2017-03-23,18.24
2017-03-24,18.17
2017-03-27,17.68
2017-03-28,17.85
2017-03-29,17.77
2017-03-30,18.370001000000002
2017-03-31,18.23
2017-04-03,17.940001000000002
2017-04-04,18.040001
2017-04-05,17.68
2017-04-06,17.68
2017-04-07,17.450001
2017-04-10,17.889999
2017-04-11,17.879998999999998
2017-04-12,17.57
2017-04-13,17.27
2017-04-17,17.309998999999998
2017-04-18,17.040001
2017-04-19,16.860001
2017-04-20,17.219998999999998
2017-04-21,17.040001
2017-04-24,17.26
2017-04-25,17.49
2017-04-26,17.77
2017-04-27,18.73
2017-04-28,18.98
2017-05-01,18.9
2017-05-02,18.74
2017-05-03,18.6
2017-05-04,18.25
2017-05-05,18.59
2017-05-08,18.74
2017-05-09,18.969998999999998
2017-05-10,18.83
2017-05-11,18.690001000000002
2017-05-12,18.360001
2017-05-15,18.530001000000002
2017-05-16,18.629998999999998
2017-05-17,17.93
2017-05-18,18.139999
2017-05-19,18.450001
2017-05-22,18.84
2017-05-23,18.700001
2017-05-24,18.74
2017-05-25,18.629998999999998
2017-05-26,18.67
2017-05-30,18.610001
2017-05-31,18.42
2017-06-01,18.76
2017-06-02,18.790001
2017-06-05,18.5
2017-06-06,18.530001000000002
2017-06-07,18.540001
2017-06-08,18.639999
2017-06-09,18.959999
2017-06-12,18.709999
2017-06-13,19.110001
2017-06-14,18.6
2017-06-15,18.43
2017-06-16,18.26
2017-06-19,18.84
2017-06-20,18.620001000000002
2017-06-21,18.549999
2017-06-22,18.77
2017-06-23,18.530001000000002
2017-06-26,18.23
2017-06-27,18.200001
2017-06-28,18.540001
2017-06-29,18.42
2017-06-30,18.6
2017-07-03,18.540001
2017-07-05,18.43
2017-07-06,18.32
2017-07-07,18.549999
2017-07-10,18.860001
2017-07-11,18.969998999999998
2017-07-12,19.17
2017-07-13,19.16
2017-07-14,19.25
2017-07-17,19.440001000000002
2017-07-18,19.129998999999998
2017-07-19,19.440001000000002
2017-07-20,19.309998999999998
2017-07-21,19.379998999999998
2017-07-24,19.299999
2017-07-25,19.459999
2017-07-26,19.309998999999998
2017-07-27,19.25
2017-07-28,19.299999
2017-07-31,19.379998999999998
2017-08-01,19.459999
2017-08-02,19.35
2017-08-03,19.4
2017-08-04,19.52
2017-08-07,19.5
2017-08-08,19.52
2017-08-09,19.120001000000002
2017-08-10,18.5
2017-08-11,18.34
2017-08-14,18.639999
2017-08-15,18.459999
2017-08-16,18.379998999999998
2017-08-17,18.030001000000002
2017-08-18,18.139999
2017-08-21,18.139999
2017-08-22,18.639999
2017-08-23,18.57
2017-08-24,18.32
2017-08-25,18.440001000000002
2017-08-28,18.65
2017-08-29,18.440001000000002
2017-08-30,18.950001
2017-08-31,19.01
2017-09-01,18.98
2017-09-05,18.35
2017-09-06,18.32
2017-09-07,18.26
2017-09-08,18.16
2017-09-11,18.66
2017-09-12,18.76
2017-09-13,18.58
2017-09-14,18.700001
2017-09-15,18.93
2017-09-18,18.940001000000002
2017-09-19,19.09
2017-09-20,19.25
2017-09-21,19.309998999999998
2017-09-22,19.73
2017-09-25,19.709999
2017-09-26,19.799999
2017-09-27,19.91
2017-09-28,19.99
2017-09-29,20.33
2017-10-02,20.23
2017-10-03,20.280001000000002
2017-10-04,20.360001
2017-10-05,20.5
2017-10-06,20.299999
2017-10-09,20.200001
2017-10-10,20.25
2017-10-11,20.24
2017-10-12,20.030001000000002
2017-10-13,19.91
2017-10-16,20.200001
2017-10-17,20.18
2017-10-18,20.219998999999998
2017-10-19,20.360001
2017-10-20,20.379998999999998
2017-10-23,20.370001000000002
2017-10-24,20.75
2017-10-25,20.52
2017-10-26,20.299999
2017-10-27,20.35
2017-10-30,20.049999
2017-10-31,20.049999
2017-11-01,19.91
2017-11-02,19.9
2017-11-03,20.02
2017-11-06,20.07
2017-11-07,19.99
2017-11-08,19.76
2017-11-09,19.5
2017-11-10,19.26
2017-11-13,19.23
2017-11-14,19.200001
2017-11-15,19.219998999999998
2017-11-16,19.549999
2017-11-17,19.559998999999998
2017-11-20,19.5
2017-11-21,19.5
2017-11-22,19.52
2017-11-24,19.51
2017-11-27,19.49
2017-11-28,19.629998999999998
2017-11-29,19.780001000000002
2017-11-30,19.92
2017-12-01,19.879998999999998
2017-12-04,19.950001
2017-12-05,19.58
2017-12-06,19.190001000000002
2017-12-07,19.66
2017-12-08,19.99
2017-12-11,20.18
2017-12-12,20.110001
2017-12-13,19.940001000000002
2017-12-14,19.93
2017-12-15,20.1
2017-12-18,20.629998999999998
2017-12-19,20.77
2017-12-20,20.91
2017-12-21,21.15
2017-12-22,21.18
2017-12-26,20.99
2017-12-27,21.07
2017-12-28,21.129998999999998
2017-12-29,21.059998999999998
2018-01-02,21.51
2018-01-03,21.969998999999998
2018-01-04,21.99
2018-01-05,21.92
2018-01-08,22.030001000000002
2018-01-09,22.67
2018-01-10,22.85
2018-01-11,23.030001000000002
2018-01-12,23.08
2018-01-16,22.790001
2018-01-17,22.85
2018-01-18,22.549999
2018-01-19,22.77
2018-01-22,23.02
2018-01-23,23.76
2018-01-24,23.99
2018-01-25,24.41
2018-01-26,24.4
2018-01-29,24.25
2018-01-30,23.959999
2018-01-31,24.08
2018-02-01,24.309998999999998
2018-02-02,23.48
2018-02-05,21.940001000000002
2018-02-06,22.07
2018-02-07,22.190001000000002
2018-02-08,21.08
2018-02-09,21.190001000000002
2018-02-12,21.530001000000002
2018-02-13,21.25
2018-02-14,21.59
2018-02-15,22.48
2018-02-16,22.23
2018-02-20,21.870001000000002
2018-02-21,21.889999
2018-02-22,21.780001000000002
2018-02-23,21.959999
2018-02-26,22.059998999999998
2018-02-27,21.540001
2018-02-28,21.459999
2018-03-01,21.43
2018-03-02,21.559998999999998
2018-03-05,21.98
2018-03-06,22.280001000000002
2018-03-07,22.190001000000002
2018-03-08,22.120001000000002
2018-03-09,22.709999
2018-03-12,22.690001000000002
2018-03-13,22.42
2018-03-14,22.120001000000002
2018-03-15,21.76
2018-03-16,21.969998999999998
2018-03-19,21.639999
2018-03-20,21.75
2018-03-21,21.809998999999998
2018-03-22,21.07
2018-03-23,20.610001
2018-03-26,20.700001
2018-03-27,20.370001000000002
2018-03-28,20.200001
2018-03-29,20.299999
2018-04-02,19.889999
2018-04-03,19.709999
2018-04-04,20.1
2018-04-05,20.33
2018-04-06,20.01
2018-04-09,20.01
2018-04-10,20.41
2018-04-11,20.23
2018-04-12,20.58
2018-04-13,20.33
2018-04-16,20.719998999999998
2018-04-17,20.98
2018-04-18,20.969998999999998
2018-04-19,21.15
2018-04-20,21.42
2018-04-23,21.309998999999998
2018-04-24,21.15
2018-04-25,20.75
2018-04-26,20.889999
2018-04-27,20.860001
2018-04-30,20.940001000000002
2018-05-01,21.4
2018-05-02,21.5
2018-05-03,22.139999
2018-05-04,23.0
2018-05-07,22.59
2018-05-08,22.67
2018-05-09,22.879998999999998
2018-05-10,22.51
2018-05-11,22.030001000000002
2018-05-14,21.75
2018-05-15,21.6
2018-05-16,22.32
2018-05-17,22.709999
2018-05-18,22.4
2018-05-21,22.65
2018-05-22,22.57
2018-05-23,22.290001
2018-05-24,22.5
2018-05-25,22.459999
2018-05-29,21.91
2018-05-30,22.15
2018-05-31,22.23
2018-06-01,22.469998999999998
2018-06-04,22.52
2018-06-05,22.450001
2018-06-06,22.66
2018-06-07,22.48
2018-06-08,22.98
2018-06-11,23.26
2018-06-12,23.24
2018-06-13,23.629998999999998
2018-06-14,23.76
2018-06-15,23.91
2018-06-18,23.959999
2018-06-19,24.18
2018-06-20,24.280001000000002
2018-06-21,24.57
2018-06-22,24.85
2018-06-25,24.540001
2018-06-26,25.0
2018-06-27,24.84
2018-06-28,24.450001
2018-06-29,24.85
2018-07-02,25.93
2018-07-03,26.68
2018-07-05,26.85
2018-07-06,27.040001
2018-07-09,27.110001
2018-07-10,26.280001000000002
2018-07-11,26.290001
2018-07-12,26.6
2018-07-13,26.530001000000002
2018-07-16,26.6
2018-07-17,26.9
2018-07-18,27.200001
2018-07-19,27.059998999999998
2018-07-20,27.27
2018-07-23,27.34
2018-07-24,27.5
2018-07-25,27.74
2018-07-26,27.85
2018-07-27,27.66
2018-07-30,27.309998999999998
2018-07-31,27.379998999999998
2018-08-01,27.389999
2018-08-02,27.129998999999998
2018-08-03,26.950001
2018-08-06,26.639999
2018-08-07,26.379998999999998
2018-08-08,26.139999
2018-08-09,26.24
2018-08-10,25.73
2018-08-13,25.200001
2018-08-14,25.440001000000002
2018-08-15,25.1
2018-08-16,25.370001000000002
2018-08-17,25.4
2018-08-20,25.549999
2018-08-21,25.889999
2018-08-22,26.209999
2018-08-23,26.49
2018-08-24,26.690001000000002
2018-08-27,26.459999
2018-08-28,26.32
2018-08-29,26.33
2018-08-30,26.059998999999998
2018-08-31,26.08
2018-09-04,25.959999
2018-09-05,25.450001
2018-09-06,25.17
2018-09-07,25.120001000000002
2018-09-10,26.35
2018-09-11,26.530001000000002
2018-09-12,26.870001000000002
2018-09-13,27.18
2018-09-14,27.52
2018-09-17,27.620001000000002
2018-09-18,27.67
2018-09-19,27.889999
2018-09-20,28.02
2018-09-21,28.25
2018-09-24,28.25
2018-09-25,28.120001000000002
2018-09-26,28.0
2018-09-27,27.5
2018-09-28,27.27
2018-10-01,27.5
2018-10-02,27.52
2018-10-03,28.030001000000002
2018-10-04,27.700001
2018-10-05,26.969998999999998
2018-10-08,26.360001
2018-10-09,26.059998999999998
2018-10-10,24.42
2018-10-11,24.25
2018-10-12,24.49
2018-10-15,24.82
2018-10-16,25.65
2018-10-17,25.549999
2018-10-18,24.67
2018-10-19,24.17
2018-10-22,23.91
2018-10-23,23.15
2018-10-24,22.120001000000002
2018-10-25,23.51
2018-10-26,22.940001000000002
2018-10-29,21.790001
2018-10-30,23.139999
2018-10-31,23.65
2018-11-01,24.57
2018-11-02,23.889999
2018-11-05,24.0
2018-11-06,23.99
2018-11-07,24.74
2018-11-08,24.440001000000002
2018-11-09,23.790001
2018-11-12,22.809998999999998
2018-11-13,22.870001000000002
2018-11-14,22.42
2018-11-15,22.299999
2018-11-16,21.83
2018-11-19,21.1
2018-11-20,20.940001000000002
2018-11-21,21.74
2018-11-23,22.16
2018-11-26,22.68
2018-11-27,22.32
2018-11-28,23.0
2018-11-29,22.74
2018-11-30,22.92
2018-12-03,23.65
2018-12-04,22.200001
2018-12-06,21.610001
2018-12-07,21.0
2018-12-10,21.110001
2018-12-11,20.91
2018-12-12,21.15
2018-12-13,20.790001
2018-12-14,20.120001000000002
2018-12-17,19.799999
2018-12-18,19.91
2018-12-19,19.35
2018-12-20,19.110001
2018-12-21,19.02
2018-12-24,18.68
2018-12-26,19.620001000000002
2018-12-27,19.84
2018-12-28,19.639999
2018-12-31,19.629998999999998
2019-01-02,19.620001000000002
2019-01-03,18.709999
2019-01-04,20.0
2019-01-07,20.690001000000002
2019-01-08,21.129998999999998
2019-01-09,21.48
2019-01-10,21.120001000000002
2019-01-11,20.9
2019-01-14,20.76
2019-01-15,21.1
2019-01-16,22.25
2019-01-17,22.65
2019-01-18,22.82
2019-01-22,22.16
2019-01-23,22.290001
2019-01-24,22.360001
2019-01-25,22.83
2019-01-28,22.780001000000002
2019-01-29,22.459999
2019-01-30,22.559998999999998
2019-01-31,22.450001
2019-02-01,23.48
2019-02-04,23.709999
2019-02-05,23.74
2019-02-06,23.24
2019-02-07,23.25
2019-02-08,23.17
2019-02-11,23.440001000000002
2019-02-12,23.610001
2019-02-13,23.5
2019-02-14,23.389999
2019-02-15,23.530001000000002
2019-02-19,23.700001
2019-02-20,23.65
2019-02-21,23.66
2019-02-22,23.35
2019-02-25,22.790001
2019-02-26,22.790001
2019-02-27,22.83
2019-02-28,22.23
2019-03-01,22.559998999999998
2019-03-04,23.08
2019-03-05,22.870001000000002
2019-03-06,22.77
2019-03-07,22.719998999999998
2019-03-08,22.389999
2019-03-11,22.959999
2019-03-12,23.190001000000002
2019-03-13,23.82
2019-03-14,24.139999
2019-03-15,24.16
2019-03-18,24.51
2019-03-19,24.209999
2019-03-20,24.08
2019-03-21,24.52
2019-03-22,23.66
2019-03-25,23.559998999999998
2019-03-26,23.690001000000002
2019-03-27,23.219998999999998
2019-03-28,23.26
2019-03-29,23.49
2019-04-01,24.129998999999998
2019-04-02,23.25
2019-04-03,23.59
2019-04-04,23.65
2019-04-05,23.799999
2019-04-08,23.65
2019-04-09,22.9
2019-04-10,23.07
2019-04-11,22.969998999999998
2019-04-12,23.34
2019-04-15,23.35
2019-04-16,23.860001
2019-04-17,23.469998999999998
2019-04-18,23.76
2019-04-22,23.42
2019-04-23,23.780001000000002
2019-04-24,23.83
2019-04-25,24.110001
2019-04-26,24.559998999999998
2019-04-29,24.809998999999998
2019-04-30,24.450001
2019-05-01,24.639999
2019-05-02,24.219998999999998
2019-05-03,24.67
2019-05-06,24.16
2019-05-07,23.91
2019-05-08,23.76
2019-05-09,23.92
2019-05-10,24.15
2019-05-13,23.290001
2019-05-14,24.09
2019-05-15,24.209999
2019-05-16,24.66
2019-05-17,24.67
2019-05-20,24.5
2019-05-21,24.969998999999998
2019-05-22,24.9
2019-05-23,24.040001
2019-05-24,23.99
2019-05-28,23.549999
2019-05-29,23.200001
2019-05-30,23.379998999999998
2019-05-31,22.280001000000002
2019-06-03,22.719998999999998
2019-06-04,23.57
2019-06-05,23.709999
2019-06-06,23.790001
2019-06-07,23.959999
2019-06-10,23.959999
2019-06-11,24.040001
2019-06-12,24.1
2019-06-13,24.309998999999998
2019-06-14,23.790001
2019-06-17,23.52
2019-06-18,23.379998999999998
2019-06-19,24.290001
2019-06-20,24.639999
2019-06-21,24.59
2019-06-24,24.09
2019-06-25,23.959999
2019-06-26,24.530001000000002
2019-06-27,24.9
2019-06-28,25.27
2019-07-01,25.879998999999998
2019-07-02,25.85
2019-07-03,25.99
2019-07-05,25.940001000000002
2019-07-08,25.4
2019-07-09,26.09
2019-07-10,26.209999
2019-07-11,26.459999
2019-07-12,26.790001
2019-07-15,26.540001
2019-07-16,26.049999
2019-07-17,25.450001
2019-07-18,25.440001000000002
2019-07-19,25.139999
2019-07-22,26.139999
2019-07-23,26.719998999999998
2019-07-24,27.290001
2019-07-25,27.389999
2019-07-26,27.299999
2019-07-29,26.91
2019-07-30,27.01
2019-07-31,26.75
2019-08-01,25.690001000000002
2019-08-02,25.129998999999998
2019-08-05,24.389999
2019-08-06,25.09
2019-08-07,24.459999
2019-08-08,25.190001000000002
2019-08-09,25.17
2019-08-12,24.469998999999998
2019-08-13,25.030001000000002
2019-08-14,24.309998999999998
2019-08-15,23.98
2019-08-16,24.469998999999998
2019-08-19,24.709999
2019-08-20,24.93
2019-08-21,25.700001
2019-08-22,25.67
2019-08-23,25.459999
2019-08-26,25.700001
2019-08-27,25.66
2019-08-28,25.68
2019-08-29,25.959999
2019-08-30,25.84
2019-09-03,25.27
2019-09-04,25.790001
2019-09-05,26.76
2019-09-06,26.82
2019-09-09,26.940001000000002
2019-09-10,26.889999
2019-09-11,27.200001
2019-09-12,28.049999
2019-09-13,28.129998999999998
2019-09-16,28.25
2019-09-17,28.559998999999998
2019-09-18,28.0
2019-09-19,28.84
2019-09-20,29.15
2019-09-23,29.440001000000002
2019-09-24,29.26
2019-09-25,29.6
2019-09-26,29.389999
2019-09-27,27.32
2019-09-30,26.85
2019-10-01,26.059998999999998
2019-10-02,25.379998999999998
2019-10-03,25.68
2019-10-04,25.879998999999998
2019-10-07,26.26
2019-10-08,25.700001
2019-10-09,26.23
2019-10-10,26.17
2019-10-11,26.299999
2019-10-14,26.129998999999998
2019-10-15,26.790001
2019-10-16,26.77
2019-10-17,27.280001000000002
2019-10-18,27.450001
2019-10-21,27.790001
2019-10-22,27.469998999999998
2019-10-23,28.6
2019-10-24,27.91
2019-10-25,28.15
2019-10-28,28.700001
2019-10-29,28.639999
2019-10-30,28.82
2019-10-31,28.83
2019-11-01,29.459999
2019-11-04,29.0
2019-11-05,29.360001
2019-11-06,29.299999
2019-11-07,29.049999
2019-11-08,29.15
2019-11-11,29.26
2019-11-12,29.42
2019-11-13,29.4
2019-11-14,29.799999
2019-11-15,29.84
2019-11-18,29.459999
2019-11-19,29.129998999999998
2019-11-20,29.309998999999998
2019-11-21,29.059998999999998
2019-11-22,29.139999
2019-11-25,29.540001
2019-11-26,29.65
2019-11-27,29.77
2019-11-29,29.49
2019-12-02,28.99
2019-12-03,28.26
2019-12-04,28.719998999999998
2019-12-05,29.110001
2019-12-06,29.129998999999998
2019-12-09,28.99
2019-12-10,29.129998999999998
2019-12-11,29.139999
2019-12-12,29.26
2019-12-13,29.15
2019-12-16,29.51
2019-12-17,29.41
2019-12-18,29.34
2019-12-19,29.780001000000002
2019-12-20,29.65
2019-12-23,29.040001
2019-12-24,29.0
