Date,CB
1993-09-01,11.625
1993-09-02,11.583333
1993-09-03,11.541667
1993-09-07,11.541667
1993-09-08,11.458333
1993-09-09,11.375
1993-09-10,11.291667
1993-09-13,11.25
1993-09-14,11.166667
1993-09-15,11.25
1993-09-16,11.208333
1993-09-17,11.166667
1993-09-20,11.166667
1993-09-21,10.916667
1993-09-22,10.958333
1993-09-23,11.083333
1993-09-24,10.916667
1993-09-27,11.041667
1993-09-28,11.0
1993-09-29,11.0
1993-09-30,11.041667
1993-10-01,11.041667
1993-10-04,11.25
1993-10-05,11.166667
1993-10-06,11.125
1993-10-07,11.0
1993-10-08,11.083333
1993-10-11,11.041667
1993-10-12,11.083333
1993-10-13,11.0
1993-10-14,11.041667
1993-10-15,11.083333
1993-10-18,11.291667
1993-10-19,11.5
1993-10-20,11.458333
1993-10-21,11.375
1993-10-22,11.25
1993-10-25,11.166667
1993-10-26,10.916667
1993-10-27,10.958333
1993-10-28,10.916667
1993-10-29,10.833333
1993-11-01,10.875
1993-11-02,10.708333
1993-11-03,10.541667
1993-11-04,10.333333
1993-11-05,10.041667
1993-11-08,10.125
1993-11-09,10.041667
1993-11-10,10.125
1993-11-11,10.5
1993-11-12,10.541667
1993-11-15,10.416667
1993-11-16,10.208333
1993-11-17,10.083333
1993-11-18,10.0
1993-11-19,10.0
1993-11-22,9.875
1993-11-23,9.916667
1993-11-24,9.75
1993-11-26,9.708333
1993-11-29,9.75
1993-11-30,9.708333
1993-12-01,9.791667
1993-12-02,9.875
1993-12-03,9.916667
1993-12-06,9.875
1993-12-07,9.916667
1993-12-08,10.083333
1993-12-09,9.958333
1993-12-10,9.833333
1993-12-13,9.833333
1993-12-14,9.75
1993-12-15,9.666667
1993-12-16,9.458333
1993-12-17,9.541667
1993-12-20,9.416667
1993-12-21,9.416667
1993-12-22,9.5
1993-12-23,9.583333
1993-12-27,9.791667
1993-12-28,10.041667
1993-12-29,10.0
1993-12-30,10.166667
1993-12-31,10.375
1994-01-03,10.333333
1994-01-04,10.125
1994-01-05,10.25
1994-01-06,10.083333
1994-01-07,9.916667
1994-01-10,9.833333
1994-01-11,9.875
1994-01-12,9.875
1994-01-13,9.791667
1994-01-14,10.0
1994-01-17,9.791667
1994-01-18,9.708333
1994-01-19,9.791667
1994-01-20,9.625
1994-01-21,9.583333
1994-01-24,9.583333
1994-01-25,9.625
1994-01-26,9.458333
1994-01-27,9.458333
1994-01-28,9.5
1994-01-31,9.5
1994-02-01,9.458333
1994-02-02,9.5
1994-02-03,9.458333
1994-02-04,9.25
1994-02-07,9.25
1994-02-08,9.125
1994-02-09,9.291667
1994-02-10,9.375
1994-02-11,9.416667
1994-02-14,9.5
1994-02-15,9.541667
1994-02-16,9.5
1994-02-17,9.458333
1994-02-18,9.416667
1994-02-22,9.25
1994-02-23,9.25
1994-02-24,9.25
1994-02-25,9.083333
1994-02-28,9.208333
1994-03-01,9.0
1994-03-02,8.833333
1994-03-03,8.916667
1994-03-04,8.875
1994-03-07,8.875
1994-03-08,8.666667
1994-03-09,8.708333
1994-03-10,8.833333
1994-03-11,8.708333
1994-03-14,8.791667
1994-03-15,8.958333
1994-03-16,8.833333
1994-03-17,8.916667
1994-03-18,9.0
1994-03-21,8.916667
1994-03-22,9.0
1994-03-23,8.916667
1994-03-24,8.916667
1994-03-25,8.875
1994-03-28,8.875
1994-03-29,8.916667
1994-03-30,8.916667
1994-03-31,8.583333
1994-04-04,8.458333
1994-04-05,8.916667
1994-04-06,8.916667
1994-04-07,9.333333
1994-04-08,9.416667
1994-04-11,9.5
1994-04-12,9.416667
1994-04-13,9.458333
1994-04-14,9.333333
1994-04-15,9.25
1994-04-18,9.375
1994-04-19,9.375
1994-04-20,9.375
1994-04-21,9.333333
1994-04-22,9.25
1994-04-25,9.5
1994-04-26,9.583333
1994-04-28,9.416667
1994-04-29,9.5
1994-05-02,9.541667
1994-05-03,9.541667
1994-05-04,9.583333
1994-05-05,9.5
1994-05-06,9.291667
1994-05-09,9.333333
1994-05-10,9.333333
1994-05-11,9.208333
1994-05-12,9.333333
1994-05-13,9.208333
1994-05-16,9.25
1994-05-17,9.333333
1994-05-18,9.541667
1994-05-19,9.458333
1994-05-20,9.5
1994-05-23,9.375
1994-05-24,9.333333
1994-05-25,9.333333
1994-05-26,9.208333
1994-05-27,9.041667
1994-05-31,9.083333
1994-06-01,8.916667
1994-06-02,8.916667
1994-06-03,8.958333
1994-06-06,9.083333
1994-06-07,8.958333
1994-06-08,8.916667
1994-06-09,8.916667
1994-06-10,8.583333
1994-06-13,8.5
1994-06-14,8.333333
1994-06-15,8.416667
1994-06-16,8.416667
1994-06-17,8.5
1994-06-20,8.416667
1994-06-21,8.25
1994-06-22,8.166667
1994-06-23,8.0
1994-06-24,8.083333
1994-06-27,8.166667
1994-06-28,8.25
1994-06-29,8.0
1994-06-30,8.208333
1994-07-01,8.166667
1994-07-05,8.166667
1994-07-06,8.166667
1994-07-07,7.8333330000000005
1994-07-08,7.8333330000000005
1994-07-11,7.5833330000000005
1994-07-12,7.75
1994-07-13,7.8333330000000005
1994-07-14,7.875
1994-07-15,7.875
1994-07-18,8.083333
1994-07-19,8.25
1994-07-20,8.416667
1994-07-21,7.75
1994-07-22,7.875
1994-07-25,7.9583330000000005
1994-07-26,7.9583330000000005
1994-07-27,7.9583330000000005
1994-07-28,7.9583330000000005
1994-07-29,7.7916669999999995
1994-08-01,7.9166669999999995
1994-08-02,7.9583330000000005
1994-08-03,7.9166669999999995
1994-08-04,7.8333330000000005
1994-08-05,7.8333330000000005
1994-08-08,7.7916669999999995
1994-08-09,7.8333330000000005
1994-08-10,7.7916669999999995
1994-08-11,7.7083330000000005
1994-08-12,7.7083330000000005
1994-08-15,7.875
1994-08-16,7.8333330000000005
1994-08-17,7.875
1994-08-18,7.8333330000000005
1994-08-19,7.8333330000000005
1994-08-22,7.7083330000000005
1994-08-23,7.625
1994-08-24,7.5416669999999995
1994-08-25,7.7083330000000005
1994-08-26,7.7083330000000005
1994-08-29,7.6666669999999995
1994-08-30,7.75
1994-08-31,7.7083330000000005
1994-09-01,7.6666669999999995
1994-09-02,7.5416669999999995
1994-09-06,7.5416669999999995
1994-09-07,7.7083330000000005
1994-09-08,8.083333
1994-09-09,8.083333
1994-09-12,8.0
1994-09-13,8.125
1994-09-14,8.333333
1994-09-15,8.333333
1994-09-16,8.333333
1994-09-19,8.333333
1994-09-20,8.166667
1994-09-21,8.416667
1994-09-22,8.333333
1994-09-23,8.291667
1994-09-26,8.041667
1994-09-27,7.9166669999999995
1994-09-28,7.875
1994-09-29,8.125
1994-09-30,8.0
1994-10-03,8.333333
1994-10-04,8.166667
1994-10-05,8.208333
1994-10-06,8.333333
1994-10-07,8.333333
1994-10-10,8.416667
1994-10-11,8.208333
1994-10-12,8.083333
1994-10-13,7.875
1994-10-14,7.9583330000000005
1994-10-17,8.0
1994-10-18,7.9583330000000005
1994-10-19,7.7916669999999995
1994-10-20,7.625
1994-10-21,7.6666669999999995
1994-10-24,7.6666669999999995
1994-10-25,7.5833330000000005
1994-10-26,7.5
1994-10-27,7.5
1994-10-28,7.6666669999999995
1994-10-31,7.5833330000000005
1994-11-01,7.375
1994-11-02,7.5833330000000005
1994-11-03,7.5
1994-11-04,7.5
1994-11-07,7.4583330000000005
1994-11-08,7.75
1994-11-09,7.8333330000000005
1994-11-10,7.8333330000000005
1994-11-11,7.9583330000000005
1994-11-14,7.9166669999999995
1994-11-15,7.8333330000000005
1994-11-16,7.8333330000000005
1994-11-17,7.75
1994-11-18,7.6666669999999995
1994-11-21,7.6666669999999995
1994-11-22,7.375
1994-11-23,7.0833330000000005
1994-11-25,7.2083330000000005
1994-11-28,7.2083330000000005
1994-11-29,6.9166669999999995
1994-11-30,7.2916669999999995
1994-12-01,7.3333330000000005
1994-12-02,7.4583330000000005
1994-12-05,7.6666669999999995
1994-12-06,7.4166669999999995
1994-12-07,7.4166669999999995
1994-12-08,7.4583330000000005
1994-12-09,7.4166669999999995
1994-12-12,7.5833330000000005
1994-12-13,7.4583330000000005
1994-12-14,7.2916669999999995
1994-12-15,7.125
1994-12-16,7.2083330000000005
1994-12-19,7.0416669999999995
1994-12-20,7.2083330000000005
1994-12-21,7.375
1994-12-22,7.1666669999999995
1994-12-23,7.1666669999999995
1994-12-27,7.3333330000000005
1994-12-28,7.4166669999999995
1994-12-29,7.4583330000000005
1994-12-30,7.7916669999999995
1995-01-03,7.75
1995-01-04,7.8333330000000005
1995-01-05,7.7916669999999995
1995-01-06,7.625
1995-01-09,7.625
1995-01-10,7.625
1995-01-11,7.625
1995-01-12,7.5416669999999995
1995-01-13,7.5
1995-01-16,7.5
1995-01-17,7.4166669999999995
1995-01-18,7.4583330000000005
1995-01-19,7.375
1995-01-20,7.4166669999999995
1995-01-23,7.4583330000000005
1995-01-24,7.75
1995-01-25,7.875
1995-01-26,8.083333
1995-01-27,8.041667
1995-01-30,8.125
1995-01-31,8.208333
1995-02-01,8.25
1995-02-02,8.25
1995-02-03,8.25
1995-02-06,8.291667
1995-02-07,8.583333
1995-02-08,8.5
1995-02-09,8.625
1995-02-10,8.541667
1995-02-13,8.333333
1995-02-14,8.25
1995-02-15,8.416667
1995-02-16,8.333333
1995-02-17,8.333333
1995-02-21,8.333333
1995-02-22,8.333333
1995-02-23,8.291667
1995-02-24,8.291667
1995-02-27,8.208333
1995-02-28,8.25
1995-03-01,8.083333
1995-03-02,8.0
1995-03-03,8.0
1995-03-06,8.0
1995-03-07,7.9583330000000005
1995-03-08,7.875
1995-03-09,7.9166669999999995
1995-03-10,7.9166669999999995
1995-03-13,7.9583330000000005
1995-03-14,7.7916669999999995
1995-03-15,7.7916669999999995
1995-03-16,7.9583330000000005
1995-03-17,8.041667
1995-03-20,8.041667
1995-03-21,8.0
1995-03-22,7.9583330000000005
1995-03-23,8.0
1995-03-24,8.083333
1995-03-27,8.25
1995-03-28,8.125
1995-03-29,8.541667
1995-03-30,8.583333
1995-03-31,8.416667
1995-04-03,8.666667
1995-04-04,8.75
1995-04-05,9.0
1995-04-06,8.75
1995-04-07,8.666667
1995-04-10,8.666667
1995-04-11,8.708333
1995-04-12,8.666667
1995-04-13,8.666667
1995-04-17,8.708333
1995-04-18,8.833333
1995-04-19,8.833333
1995-04-20,8.833333
1995-04-21,8.875
1995-04-24,8.958333
1995-04-25,9.0
1995-04-26,8.958333
1995-04-27,8.958333
1995-04-28,8.833333
1995-05-01,8.666667
1995-05-02,8.666667
1995-05-03,8.791667
1995-05-04,8.708333
1995-05-05,8.666667
1995-05-08,8.666667
1995-05-09,8.625
1995-05-10,8.666667
1995-05-11,8.625
1995-05-12,8.625
1995-05-15,8.416667
1995-05-16,8.25
1995-05-17,8.333333
1995-05-18,8.25
1995-05-19,8.208333
1995-05-22,8.125
1995-05-23,8.208333
1995-05-24,8.291667
1995-05-25,8.291667
1995-05-26,8.25
1995-05-30,8.333333
1995-05-31,8.458333
1995-06-01,8.375
1995-06-02,8.416667
1995-06-05,8.416667
1995-06-06,8.458333
1995-06-07,8.666667
1995-06-08,8.958333
1995-06-09,9.0
1995-06-12,9.041667
1995-06-13,9.333333
1995-06-14,9.333333
1995-06-15,9.375
1995-06-16,9.333333
1995-06-19,9.208333
1995-06-20,9.333333
1995-06-21,9.666667
1995-06-22,10.208333
1995-06-23,10.208333
1995-06-26,9.958333
1995-06-27,9.791667
1995-06-28,9.708333
1995-06-29,9.541667
1995-06-30,9.666667
1995-07-03,9.5
1995-07-05,9.583333
1995-07-06,9.666667
1995-07-07,9.875
1995-07-10,9.916667
1995-07-11,9.833333
1995-07-12,10.0
1995-07-13,10.208333
1995-07-14,10.208333
1995-07-17,10.041667
1995-07-18,9.958333
1995-07-19,9.916667
1995-07-20,10.0
1995-07-21,9.958333
1995-07-24,9.916667
1995-07-25,9.875
1995-07-26,9.958333
1995-07-27,9.833333
1995-07-28,9.916667
1995-07-31,9.875
1995-08-01,9.708333
1995-08-02,9.75
1995-08-03,9.75
1995-08-04,9.791667
1995-08-07,9.833333
1995-08-08,9.75
1995-08-09,9.75
1995-08-10,9.75
1995-08-11,9.791667
1995-08-14,10.0
1995-08-15,10.0
1995-08-16,10.083333
1995-08-17,10.0
1995-08-18,10.0
1995-08-21,9.916667
1995-08-22,10.083333
1995-08-23,10.041667
1995-08-24,10.041667
1995-08-25,10.041667
1995-08-28,10.0
1995-08-29,9.875
1995-08-30,10.166667
1995-08-31,10.25
1995-09-01,10.291667
1995-09-05,10.458333
1995-09-06,10.625
1995-09-07,10.916667
1995-09-08,11.0
1995-09-11,11.416667
1995-09-12,11.416667
1995-09-13,11.458333
1995-09-14,11.416667
1995-09-15,11.375
1995-09-18,11.333333
1995-09-19,11.208333
1995-09-20,11.166667
1995-09-21,11.333333
1995-09-22,11.416667
1995-09-25,11.333333
1995-09-26,11.416667
1995-09-27,11.416667
1995-09-28,11.458333
1995-09-29,11.458333
1995-10-02,11.416667
1995-10-03,11.333333
1995-10-04,11.333333
1995-10-05,11.375
1995-10-06,11.291667
1995-10-09,11.333333
1995-10-10,11.333333
1995-10-11,11.333333
1995-10-12,11.083333
1995-10-13,11.333333
1995-10-16,11.75
1995-10-17,11.833333
1995-10-18,11.875
1995-10-19,11.75
1995-10-20,11.708333
1995-10-23,11.625
1995-10-24,11.583333
1995-10-25,11.583333
1995-10-26,11.333333
1995-10-27,11.0
1995-10-30,11.166667
1995-10-31,11.333333
1995-11-01,11.416667
1995-11-02,11.791667
1995-11-03,12.0
1995-11-06,12.166667
1995-11-07,12.291667
1995-11-08,12.125
1995-11-09,12.0
1995-11-10,12.125
1995-11-13,12.041667
1995-11-14,11.916667
1995-11-15,11.791667
1995-11-16,11.75
1995-11-17,11.875
1995-11-20,12.0
1995-11-21,12.041667
1995-11-22,12.083333
1995-11-24,12.0
1995-11-27,12.0
1995-11-28,11.916667
1995-11-29,12.083333
1995-11-30,12.083333
1995-12-01,11.958333
1995-12-04,12.166667
1995-12-05,12.291667
1995-12-06,12.791667
1995-12-07,13.083333
1995-12-08,12.833333
1995-12-11,12.916667
1995-12-12,12.958333
1995-12-13,13.0
1995-12-14,12.833333
1995-12-15,12.75
1995-12-18,12.583333
1995-12-19,12.666667
1995-12-20,12.666667
1995-12-21,12.875
1995-12-22,12.916667
1995-12-26,13.041667
1995-12-27,13.083333
1995-12-28,13.0
1995-12-29,13.25
1996-01-02,13.125
1996-01-03,13.041667
1996-01-04,13.166667000000002
1996-01-05,13.0
1996-01-08,12.833333
1996-01-09,12.708333
1996-01-10,12.666667
1996-01-11,12.75
1996-01-12,12.833333
1996-01-15,12.916667
1996-01-16,12.875
1996-01-17,13.083333
1996-01-18,13.166667000000002
1996-01-19,13.416667000000002
1996-01-22,14.333332999999998
1996-01-23,14.458332999999998
1996-01-24,14.5
1996-01-25,14.583332999999998
1996-01-26,14.5
1996-01-29,14.541667000000002
1996-01-30,14.625
1996-01-31,14.708332999999998
1996-02-01,14.833332999999998
1996-02-02,14.916667000000002
1996-02-05,14.958332999999998
1996-02-06,14.916667000000002
1996-02-07,14.583332999999998
1996-02-08,15.166667000000002
1996-02-09,16.083334
1996-02-12,16.25
1996-02-13,16.208334
1996-02-14,15.875
1996-02-15,15.666667000000002
1996-02-16,15.291667000000002
1996-02-20,15.25
1996-02-21,15.666667000000002
1996-02-22,15.916667000000002
1996-02-23,15.916667000000002
1996-02-26,15.875
1996-02-27,15.75
1996-02-28,15.75
1996-02-29,15.583332999999998
1996-03-01,15.916667000000002
1996-03-04,16.083334
1996-03-05,15.916667000000002
1996-03-06,15.833332999999998
1996-03-07,15.666667000000002
1996-03-08,15.291667000000002
1996-03-11,15.0
1996-03-12,14.833332999999998
1996-03-13,14.958332999999998
1996-03-14,14.666667000000002
1996-03-15,14.708332999999998
1996-03-18,14.666667000000002
1996-03-19,14.583332999999998
1996-03-20,14.541667000000002
1996-03-21,14.5
1996-03-22,14.958332999999998
1996-03-25,15.0
1996-03-26,15.25
1996-03-27,15.0
1996-03-28,14.875
1996-03-29,14.875
1996-04-01,14.875
1996-04-02,14.875
1996-04-03,15.125
1996-04-04,15.375
1996-04-08,15.208332999999998
1996-04-09,15.333332999999998
1996-04-10,15.291667000000002
1996-04-11,15.0
1996-04-12,14.916667000000002
1996-04-15,14.791667000000002
1996-04-16,14.75
1996-04-17,14.666667000000002
1996-04-18,14.583332999999998
1996-04-19,14.5
1996-04-22,14.708332999999998
1996-04-23,14.875
1996-04-24,14.708332999999998
1996-04-25,14.916667000000002
1996-04-26,14.583332999999998
1996-04-29,14.666667000000002
1996-04-30,14.666667000000002
1996-05-01,15.0
1996-05-02,14.708332999999998
1996-05-03,14.583332999999998
1996-05-06,14.25
1996-05-07,13.916667000000002
1996-05-08,14.041667000000002
1996-05-09,14.333332999999998
1996-05-10,14.75
1996-05-13,14.625
1996-05-14,14.5
1996-05-15,14.458332999999998
1996-05-16,14.875
1996-05-17,14.958332999999998
1996-05-20,15.083332999999998
1996-05-21,15.333332999999998
1996-05-22,15.625
1996-05-23,16.0
1996-05-24,16.208334
1996-05-28,16.166666
1996-05-29,16.416666
1996-05-30,16.416666
1996-05-31,16.333334
1996-06-03,16.041666
1996-06-04,15.416667000000002
1996-06-05,15.0
1996-06-06,14.791667000000002
1996-06-07,14.666667000000002
1996-06-10,14.833332999999998
1996-06-11,14.875
1996-06-12,14.958332999999998
1996-06-13,14.875
1996-06-14,14.958332999999998
1996-06-17,15.291667000000002
1996-06-18,15.375
1996-06-19,15.541667000000002
1996-06-20,15.75
1996-06-21,16.208334
1996-06-24,16.0
1996-06-25,15.875
1996-06-26,15.791667000000002
1996-06-27,15.875
1996-06-28,15.666667000000002
1996-07-01,15.666667000000002
1996-07-02,15.583332999999998
1996-07-03,15.625
1996-07-05,15.625
1996-07-08,14.833332999999998
1996-07-09,14.708332999999998
1996-07-10,14.75
1996-07-11,14.75
1996-07-12,14.75
1996-07-15,14.125
1996-07-16,13.916667000000002
1996-07-17,14.166667000000002
1996-07-18,14.083332999999998
1996-07-19,14.5
1996-07-22,14.291667000000002
1996-07-23,14.458332999999998
1996-07-24,14.541667000000002
1996-07-25,14.541667000000002
1996-07-26,14.666667000000002
1996-07-29,14.625
1996-07-30,14.666667000000002
1996-07-31,14.666667000000002
1996-08-01,14.75
1996-08-02,14.791667000000002
1996-08-05,14.666667000000002
1996-08-06,14.833332999999998
1996-08-07,15.375
1996-08-08,15.25
1996-08-09,15.458332999999998
1996-08-12,15.583332999999998
1996-08-13,15.416667000000002
1996-08-14,15.541667000000002
1996-08-15,15.583332999999998
1996-08-16,15.666667000000002
1996-08-19,15.541667000000002
1996-08-20,15.75
1996-08-21,15.666667000000002
1996-08-22,15.666667000000002
1996-08-23,15.625
1996-08-26,15.666667000000002
1996-08-27,15.541667000000002
1996-08-28,15.416667000000002
1996-08-29,15.708332999999998
1996-08-30,15.541667000000002
1996-09-03,15.458332999999998
1996-09-04,15.666667000000002
1996-09-05,15.666667000000002
1996-09-06,15.708332999999998
1996-09-09,15.708332999999998
1996-09-10,15.708332999999998
1996-09-11,15.625
1996-09-12,15.666667000000002
1996-09-13,15.666667000000002
1996-09-16,15.666667000000002
1996-09-17,15.75
1996-09-18,15.75
1996-09-19,15.75
1996-09-20,15.791667000000002
1996-09-23,15.833332999999998
1996-09-24,15.833332999999998
1996-09-25,15.958332999999998
1996-09-26,16.583334
1996-09-27,17.333334
1996-09-30,17.625
1996-10-01,17.541666
1996-10-02,18.083334
1996-10-03,18.625
1996-10-04,18.75
1996-10-07,19.083334
1996-10-08,18.75
1996-10-09,18.708334
1996-10-10,18.875
1996-10-11,18.708334
1996-10-14,18.583334
1996-10-15,18.5
1996-10-16,18.25
1996-10-17,18.125
1996-10-18,18.166666
1996-10-21,17.916666
1996-10-22,17.666666
1996-10-23,17.458334
1996-10-24,17.666666
1996-10-25,17.541666
1996-10-28,17.791666
1996-10-29,17.875
1996-10-30,18.041666
1996-10-31,18.25
1996-11-01,18.75
1996-11-04,19.166666
1996-11-05,19.5
1996-11-06,19.333334
1996-11-07,19.416666
1996-11-08,19.458334
1996-11-11,19.333334
1996-11-12,19.5
1996-11-13,19.458334
1996-11-14,19.5
1996-11-15,19.541666
1996-11-18,19.75
1996-11-19,19.916666
1996-11-20,19.75
1996-11-21,19.458334
1996-11-22,19.375
1996-11-25,19.416666
1996-11-26,19.083334
1996-11-27,19.208334
1996-11-29,19.291666
1996-12-02,19.541666
1996-12-03,19.916666
1996-12-04,19.833334
1996-12-05,19.5
1996-12-06,19.583334
1996-12-09,19.75
1996-12-10,19.666666
1996-12-11,19.541666
1996-12-12,19.833334
1996-12-13,19.916666
1996-12-16,19.666666
1996-12-17,19.333334
1996-12-18,19.25
1996-12-19,19.208334
1996-12-20,19.0
1996-12-23,18.791666
1996-12-24,18.833334
1996-12-26,18.666666
1996-12-27,18.833334
1996-12-30,19.25
1996-12-31,20.041666
1997-01-02,19.958334
1997-01-03,19.916666
1997-01-06,19.916666
1997-01-07,19.875
1997-01-08,19.958334
1997-01-09,20.25
1997-01-10,20.041666
1997-01-13,19.708334
1997-01-14,19.666666
1997-01-15,19.75
1997-01-16,19.583334
1997-01-17,19.666666
1997-01-20,20.041666
1997-01-21,19.5
1997-01-22,19.125
1997-01-23,19.166666
1997-01-24,18.875
1997-01-27,19.208334
1997-01-28,19.208334
1997-01-29,18.916666
1997-01-30,19.083334
1997-01-31,19.708334
1997-02-03,19.958334
1997-02-04,20.0
1997-02-05,19.791666
1997-02-06,19.833334
1997-02-07,19.875
1997-02-10,19.916666
1997-02-11,19.916666
1997-02-12,19.833334
1997-02-13,19.958334
1997-02-14,19.916666
1997-02-18,20.333334
1997-02-19,20.666666
1997-02-20,21.125
1997-02-21,21.541666
1997-02-24,21.75
1997-02-25,21.666666
1997-02-26,21.625
1997-02-27,21.583334
1997-02-28,21.666666
1997-03-03,21.666666
1997-03-04,21.541666
1997-03-05,21.625
1997-03-06,21.583334
1997-03-07,21.583334
1997-03-10,21.625
1997-03-11,22.083334
1997-03-12,21.791666
1997-03-13,21.583334
1997-03-14,21.541666
1997-03-17,21.541666
1997-03-18,21.541666
1997-03-19,21.291666
1997-03-20,21.125
1997-03-21,21.208334
1997-03-24,21.041666
1997-03-25,21.541666
1997-03-26,21.25
1997-03-27,21.166666
1997-03-31,21.333334
1997-04-01,21.125
1997-04-02,21.041666
1997-04-03,20.833334
1997-04-04,20.75
1997-04-07,20.375
1997-04-08,20.208334
1997-04-09,20.25
1997-04-10,20.166666
1997-04-11,19.875
1997-04-14,19.416666
1997-04-15,20.416666
1997-04-16,20.375
1997-04-17,20.25
1997-04-18,20.166666
1997-04-21,20.166666
1997-04-22,19.958334
1997-04-23,19.958334
1997-04-24,19.666666
1997-04-25,19.583334
1997-04-28,19.666666
1997-04-29,20.0
1997-04-30,20.0
1997-05-01,19.958334
1997-05-02,20.291666
1997-05-05,20.458334
1997-05-06,20.375
1997-05-07,20.125
1997-05-08,20.291666
1997-05-09,20.625
1997-05-12,20.75
1997-05-13,20.5
1997-05-14,20.625
1997-05-15,20.541666
1997-05-16,20.375
1997-05-19,20.541666
1997-05-20,20.75
1997-05-21,20.666666
1997-05-22,20.583334
1997-05-23,20.791666
1997-05-27,20.666666
1997-05-28,20.708334
1997-05-29,20.791666
1997-05-30,21.25
1997-06-02,21.583334
1997-06-03,21.625
1997-06-04,21.791666
1997-06-05,21.833334
1997-06-06,21.708334
1997-06-09,21.666666
1997-06-10,21.375
1997-06-11,21.75
1997-06-12,22.416666
1997-06-13,23.0
1997-06-16,23.083334
1997-06-17,23.291666
1997-06-18,22.916666
1997-06-19,23.416666
1997-06-20,23.291666
1997-06-23,22.5
1997-06-24,23.208334
1997-06-25,23.958334
1997-06-26,24.75
1997-06-27,24.875
1997-06-30,24.625
1997-07-01,24.5
1997-07-02,25.270834
1997-07-03,25.791666
1997-07-07,25.645834
1997-07-08,25.75
1997-07-09,25.5
1997-07-10,25.416666
1997-07-11,25.583334
1997-07-14,26.125
1997-07-15,26.041666
1997-07-16,26.041666
1997-07-17,25.979166
1997-07-18,25.4375
1997-07-21,25.208334
1997-07-22,25.333334
1997-07-23,26.020834
1997-07-24,26.625
1997-07-25,26.854165999999996
1997-07-28,26.666665999999996
1997-07-29,27.0
1997-07-30,27.125
1997-07-31,27.333334000000004
1997-08-01,28.083334000000004
1997-08-04,28.3125
1997-08-05,27.729165999999996
1997-08-06,28.125
1997-08-07,28.5
1997-08-08,28.25
1997-08-11,28.0
1997-08-12,27.375
1997-08-13,27.083334000000004
1997-08-14,27.020834000000004
1997-08-15,26.729165999999996
1997-08-18,27.0
1997-08-19,27.916665999999996
1997-08-20,27.895834000000004
1997-08-21,27.8125
1997-08-22,28.25
1997-08-25,28.208334000000004
1997-08-26,28.208334000000004
1997-08-27,28.083334000000004
1997-08-28,27.520834000000004
1997-08-29,27.708334000000004
1997-09-02,27.979165999999996
1997-09-03,28.666665999999996
1997-09-04,29.0625
1997-09-05,28.875
1997-09-08,29.1875
1997-09-09,29.3125
1997-09-10,28.916665999999996
1997-09-11,28.729165999999996
1997-09-12,28.583334000000004
1997-09-15,29.041665999999996
