Date,TVTY
1992-05-06,3.888889
1992-05-07,3.722222
1992-05-08,3.722222
1992-05-11,3.833333
1992-05-12,3.833333
1992-05-13,3.722222
1992-05-14,3.833333
1992-05-15,3.722222
1992-05-18,3.722222
1992-05-19,3.722222
1992-05-20,3.666667
1992-05-21,3.611111
1992-05-22,3.611111
1992-05-26,3.666667
1992-05-27,3.5555559999999997
1992-05-28,3.5555559999999997
1992-05-29,3.611111
1992-06-01,3.666667
1992-06-02,3.777778
1992-06-03,3.833333
1992-06-04,3.861111
1992-06-05,3.888889
1992-06-08,3.888889
1992-06-09,3.722222
1992-06-10,3.9444440000000003
1992-06-11,3.777778
1992-06-12,3.888889
1992-06-15,3.5555559999999997
1992-06-16,3.777778
1992-06-17,3.5
1992-06-18,3.666667
1992-06-19,3.611111
1992-06-22,3.4444440000000003
1992-06-23,3.5555559999999997
1992-06-24,3.5
1992-06-25,3.5555559999999997
1992-06-26,3.5555559999999997
1992-06-29,3.611111
1992-06-30,3.888889
1992-07-01,3.777778
1992-07-02,3.777778
1992-07-06,3.777778
1992-07-07,3.777778
1992-07-08,3.833333
1992-07-09,3.888889
1992-07-10,4.0
1992-07-13,3.9444440000000003
1992-07-14,4.0
1992-07-15,4.0
1992-07-16,4.0
1992-07-17,4.0
1992-07-20,3.777778
1992-07-21,3.777778
1992-07-22,3.888889
1992-07-23,3.888889
1992-07-24,3.777778
1992-07-27,3.722222
1992-07-28,4.0
1992-07-29,4.0833330000000005
1992-07-30,3.9444440000000003
1992-07-31,4.1666669999999995
1992-08-03,4.25
1992-08-04,4.222222
1992-08-05,4.222222
1992-08-06,4.277778
1992-08-07,4.1666669999999995
1992-08-10,4.1666669999999995
1992-08-11,4.444445
1992-08-12,4.555555
1992-08-13,4.6666669999999995
1992-08-14,4.888889
1992-08-17,4.805555
1992-08-18,4.611111
1992-08-19,4.611111
1992-08-20,4.3333330000000005
1992-08-21,4.3333330000000005
1992-08-24,4.277778
1992-08-25,4.222222
1992-08-26,4.277778
1992-08-27,4.3333330000000005
1992-08-28,4.222222
1992-08-31,4.3333330000000005
1992-09-01,4.444445
1992-09-02,4.555555
1992-09-03,4.6666669999999995
1992-09-04,4.722222
1992-09-08,4.805555
1992-09-09,5.111111
1992-09-10,5.6666669999999995
1992-09-11,5.611111
1992-09-14,5.611111
1992-09-15,5.444445
1992-09-16,5.5
1992-09-17,5.5833330000000005
1992-09-18,5.5
1992-09-21,5.722222
1992-09-22,5.777778
1992-09-23,5.555555
1992-09-24,5.444445
1992-09-25,5.388889
1992-09-28,5.3333330000000005
1992-09-29,5.3333330000000005
1992-09-30,5.388889
1992-10-01,5.222222
1992-10-02,5.0
1992-10-05,4.777778
1992-10-06,4.777778
1992-10-07,4.777778
1992-10-08,4.888889
1992-10-09,4.888889
1992-10-12,4.888889
1992-10-13,4.8333330000000005
1992-10-14,4.8333330000000005
1992-10-15,4.6666669999999995
1992-10-16,4.6666669999999995
1992-10-19,4.6666669999999995
1992-10-20,4.6666669999999995
1992-10-21,4.611111
1992-10-22,4.777778
1992-10-23,5.194445
1992-10-26,5.1666669999999995
1992-10-27,5.055555
1992-10-28,4.944445
1992-10-29,4.777778
1992-10-30,4.805555
1992-11-02,4.722222
1992-11-03,4.8333330000000005
1992-11-04,4.8333330000000005
1992-11-05,4.8333330000000005
1992-11-06,4.8333330000000005
1992-11-09,4.8333330000000005
1992-11-10,4.8333330000000005
1992-11-11,4.944445
1992-11-12,4.8333330000000005
1992-11-13,4.777778
1992-11-16,4.8333330000000005
1992-11-17,4.888889
1992-11-18,4.805555
1992-11-19,4.888889
1992-11-20,5.0
1992-11-23,5.0
1992-11-24,4.888889
1992-11-25,5.0
1992-11-27,5.0
1992-11-30,5.1666669999999995
1992-12-01,5.277778
1992-12-02,5.222222
1992-12-03,5.222222
1992-12-04,5.222222
1992-12-07,5.222222
1992-12-08,5.222222
1992-12-09,5.055555
1992-12-10,4.888889
1992-12-11,4.944445
1992-12-14,4.944445
1992-12-15,4.555555
1992-12-16,4.5
1992-12-17,4.5
1992-12-18,4.388889
1992-12-21,4.444445
1992-12-22,4.444445
1992-12-23,4.388889
1992-12-24,4.388889
1992-12-28,4.3333330000000005
1992-12-29,4.222222
1992-12-30,4.3333330000000005
1992-12-31,4.3333330000000005
1993-01-04,4.3333330000000005
1993-01-05,4.3333330000000005
1993-01-06,4.277778
1993-01-07,4.388889
1993-01-08,4.1666669999999995
1993-01-11,4.5833330000000005
1993-01-12,4.638889
1993-01-13,4.777778
1993-01-14,4.888889
1993-01-15,4.777778
1993-01-18,4.777778
1993-01-19,4.888889
1993-01-20,4.888889
1993-01-21,4.777778
1993-01-22,4.861111
1993-01-25,4.944445
1993-01-26,4.888889
1993-01-27,4.9166669999999995
1993-01-28,4.777778
1993-01-29,4.861111
1993-02-01,4.861111
1993-02-02,4.944445
1993-02-03,4.888889
1993-02-04,5.222222
1993-02-05,5.1666669999999995
1993-02-08,5.305555
1993-02-09,5.3333330000000005
1993-02-10,5.3333330000000005
1993-02-11,5.277778
1993-02-12,5.111111
1993-02-16,4.555555
1993-02-17,4.555555
1993-02-18,4.388889
1993-02-19,4.444445
1993-02-22,4.277778
1993-02-23,4.0
1993-02-24,4.0
1993-02-25,3.888889
1993-02-26,3.9444440000000003
1993-03-01,4.111111
1993-03-02,4.055555
1993-03-03,4.055555
1993-03-04,4.0
1993-03-05,4.111111
1993-03-08,4.1666669999999995
1993-03-09,4.277778
1993-03-10,4.055555
1993-03-11,4.1666669999999995
1993-03-12,4.111111
1993-03-15,4.055555
1993-03-16,4.1666669999999995
1993-03-17,3.833333
1993-03-18,3.777778
1993-03-19,3.888889
1993-03-22,3.611111
1993-03-23,3.611111
1993-03-24,3.722222
1993-03-25,3.666667
1993-03-26,3.611111
1993-03-29,3.611111
1993-03-30,3.583333
1993-03-31,3.777778
1993-04-01,4.0
1993-04-02,3.833333
1993-04-05,3.8055559999999997
1993-04-06,3.777778
1993-04-07,3.777778
1993-04-08,3.888889
1993-04-12,3.777778
1993-04-13,3.777778
1993-04-14,3.833333
1993-04-15,3.777778
1993-04-16,3.777778
1993-04-19,3.777778
1993-04-20,3.722222
1993-04-21,3.777778
1993-04-22,3.666667
1993-04-23,3.666667
1993-04-26,3.722222
1993-04-27,3.6944440000000003
1993-04-28,3.722222
1993-04-29,3.777778
1993-04-30,3.8055559999999997
1993-05-03,3.888889
1993-05-04,3.888889
1993-05-05,4.1666669999999995
1993-05-06,4.277778
1993-05-07,4.388889
1993-05-10,4.444445
1993-05-11,4.3333330000000005
1993-05-12,4.3333330000000005
1993-05-13,4.194445
1993-05-14,4.277778
1993-05-17,4.138889
1993-05-18,3.9444440000000003
1993-05-19,4.0
1993-05-20,4.055555
1993-05-21,4.0
1993-05-24,4.1666669999999995
1993-05-25,4.277778
1993-05-26,4.388889
1993-05-27,4.277778
1993-05-28,4.3333330000000005
1993-06-01,4.388889
1993-06-02,4.5
1993-06-03,4.444445
1993-06-04,4.277778
1993-06-07,4.3333330000000005
1993-06-08,4.3333330000000005
1993-06-09,4.444445
1993-06-10,4.388889
1993-06-11,4.444445
1993-06-14,4.6666669999999995
1993-06-15,4.611111
1993-06-16,4.555555
1993-06-17,4.555555
1993-06-18,4.6666669999999995
1993-06-21,4.527778
1993-06-22,4.555555
1993-06-23,4.3333330000000005
1993-06-24,4.222222
1993-06-25,4.277778
1993-06-28,4.3333330000000005
1993-06-29,4.3333330000000005
1993-06-30,4.3333330000000005
1993-07-01,4.472222
1993-07-02,4.388889
1993-07-06,4.388889
1993-07-07,4.277778
1993-07-08,4.3333330000000005
1993-07-09,4.388889
1993-07-12,4.472222
1993-07-13,4.444445
1993-07-14,4.5
1993-07-15,4.5
1993-07-16,4.0833330000000005
1993-07-19,4.027778
1993-07-20,4.0
1993-07-21,4.0
1993-07-22,3.777778
1993-07-23,3.888889
1993-07-26,3.9444440000000003
1993-07-27,4.0
1993-07-28,4.027778
1993-07-29,4.027778
1993-07-30,4.055555
1993-08-02,3.888889
1993-08-03,4.055555
1993-08-04,4.055555
1993-08-05,3.9444440000000003
1993-08-06,4.222222
1993-08-09,4.277778
1993-08-10,4.222222
1993-08-11,4.222222
1993-08-12,4.1666669999999995
1993-08-13,4.111111
1993-08-16,4.111111
1993-08-17,4.3333330000000005
1993-08-18,4.5
1993-08-19,4.388889
1993-08-20,4.388889
1993-08-23,4.222222
1993-08-24,4.222222
1993-08-25,4.222222
1993-08-26,4.388889
1993-08-27,4.277778
1993-08-30,4.277778
1993-08-31,4.1666669999999995
1993-09-01,4.222222
1993-09-02,4.138889
1993-09-03,4.1666669999999995
1993-09-07,4.111111
1993-09-08,4.111111
1993-09-09,4.277778
1993-09-10,4.3333330000000005
1993-09-13,4.222222
1993-09-14,4.222222
1993-09-15,4.555555
1993-09-16,4.444445
1993-09-17,4.444445
1993-09-20,4.5
1993-09-21,4.4166669999999995
1993-09-22,4.388889
1993-09-23,4.388889
1993-09-24,4.972222
1993-09-27,4.777778
1993-09-28,4.8333330000000005
1993-09-29,5.0
1993-09-30,5.277778
1993-10-01,5.277778
1993-10-04,5.1666669999999995
1993-10-05,4.8333330000000005
1993-10-06,4.8333330000000005
1993-10-07,4.888889
1993-10-08,4.777778
1993-10-11,4.944445
1993-10-12,4.944445
1993-10-13,5.1666669999999995
1993-10-14,5.1666669999999995
1993-10-15,5.3333330000000005
1993-10-18,5.3333330000000005
1993-10-19,5.277778
1993-10-20,5.1666669999999995
1993-10-21,5.111111
1993-10-22,5.222222
1993-10-25,5.055555
1993-10-26,5.055555
1993-10-27,5.055555
1993-10-28,5.055555
1993-10-29,5.1666669999999995
1993-11-01,5.277778
1993-11-02,5.3333330000000005
1993-11-03,5.611111
1993-11-04,5.611111
1993-11-05,5.5
1993-11-08,5.388889
1993-11-09,5.444445
1993-11-10,5.444445
1993-11-11,5.5
1993-11-12,5.555555
1993-11-15,5.4166669999999995
1993-11-16,5.625
1993-11-17,5.75
1993-11-18,5.6666669999999995
1993-11-19,5.625
1993-11-22,5.5833330000000005
1993-11-23,5.4166669999999995
1993-11-24,5.3333330000000005
1993-11-26,5.3333330000000005
1993-11-29,5.3333330000000005
1993-11-30,5.5833330000000005
1993-12-01,5.5833330000000005
1993-12-02,5.3333330000000005
1993-12-03,5.5833330000000005
1993-12-06,6.1666669999999995
1993-12-07,6.25
1993-12-08,6.25
1993-12-09,6.0
1993-12-10,6.1666669999999995
1993-12-13,6.1666669999999995
1993-12-14,6.1666669999999995
1993-12-15,6.3333330000000005
1993-12-16,6.5833330000000005
1993-12-17,6.4166669999999995
1993-12-20,6.6666669999999995
1993-12-21,6.8333330000000005
1993-12-22,6.4166669999999995
1993-12-23,6.0833330000000005
1993-12-27,6.25
1993-12-28,6.5833330000000005
1993-12-29,7.0833330000000005
1993-12-30,7.25
1993-12-31,7.1666669999999995
1994-01-03,7.1666669999999995
1994-01-04,7.25
1994-01-05,7.0833330000000005
1994-01-06,7.2083330000000005
1994-01-07,7.0
1994-01-10,6.7916669999999995
1994-01-11,7.25
1994-01-12,7.25
1994-01-13,7.5
1994-01-14,7.3333330000000005
1994-01-17,7.5416669999999995
1994-01-18,7.6666669999999995
1994-01-19,7.8333330000000005
1994-01-20,7.75
1994-01-21,7.5
1994-01-24,7.25
1994-01-25,7.25
1994-01-26,7.25
1994-01-27,7.8333330000000005
1994-01-28,7.9166669999999995
1994-01-31,7.9166669999999995
1994-02-01,8.0
1994-02-02,8.0
1994-02-03,8.041667
1994-02-04,8.0
1994-02-07,7.8333330000000005
1994-02-08,7.9166669999999995
1994-02-09,8.0
1994-02-10,7.6666669999999995
1994-02-11,7.6666669999999995
1994-02-14,7.6666669999999995
1994-02-15,7.5
1994-02-16,7.6666669999999995
1994-02-17,7.2916669999999995
1994-02-18,7.4166669999999995
1994-02-22,7.5833330000000005
1994-02-23,7.4166669999999995
1994-02-24,7.2083330000000005
1994-02-25,7.1666669999999995
1994-02-28,5.0833330000000005
1994-03-01,5.0833330000000005
1994-03-02,5.1666669999999995
1994-03-03,5.1666669999999995
1994-03-04,5.1666669999999995
1994-03-07,4.9166669999999995
1994-03-08,4.8333330000000005
1994-03-09,4.5
1994-03-10,4.5833330000000005
1994-03-11,4.5833330000000005
1994-03-14,4.5
1994-03-15,4.3333330000000005
1994-03-16,4.3333330000000005
1994-03-17,4.75
1994-03-18,4.6666669999999995
1994-03-21,5.0833330000000005
1994-03-22,5.1666669999999995
1994-03-23,4.8333330000000005
1994-03-24,4.6666669999999995
1994-03-25,4.75
1994-03-28,4.5833330000000005
1994-03-29,4.75
1994-03-30,4.5833330000000005
1994-03-31,4.6666669999999995
1994-04-04,4.5
1994-04-05,4.6666669999999995
1994-04-06,4.9166669999999995
1994-04-07,4.8333330000000005
1994-04-08,4.5833330000000005
1994-04-11,4.75
1994-04-12,4.8333330000000005
1994-04-13,4.75
1994-04-14,4.7083330000000005
1994-04-15,4.75
1994-04-18,4.7083330000000005
1994-04-19,4.75
1994-04-20,4.7083330000000005
1994-04-21,4.7083330000000005
1994-04-22,4.6666669999999995
1994-04-25,4.7916669999999995
1994-04-26,4.75
1994-04-28,4.8333330000000005
1994-04-29,4.8333330000000005
1994-05-02,4.9166669999999995
1994-05-03,5.0833330000000005
1994-05-04,4.8333330000000005
1994-05-05,4.9583330000000005
1994-05-06,4.75
1994-05-09,4.75
1994-05-10,4.75
1994-05-11,4.75
1994-05-12,5.0
1994-05-13,5.0
1994-05-16,4.8333330000000005
1994-05-17,4.6666669999999995
1994-05-18,3.416667
1994-05-19,2.416667
1994-05-20,2.375
1994-05-23,2.291667
1994-05-24,2.5
1994-05-25,2.458333
1994-05-26,2.625
1994-05-27,2.708333
1994-05-31,2.625
1994-06-01,2.458333
1994-06-02,2.625
1994-06-03,2.5
1994-06-06,2.625
1994-06-07,2.5
1994-06-08,2.375
1994-06-09,2.291667
1994-06-10,2.375
1994-06-13,2.291667
1994-06-14,2.291667
1994-06-15,2.291667
1994-06-16,2.291667
1994-06-17,2.291667
1994-06-20,2.375
1994-06-21,2.25
1994-06-22,2.333333
1994-06-23,2.166667
1994-06-24,2.166667
1994-06-27,2.166667
1994-06-28,2.104167
1994-06-29,2.125
1994-06-30,2.104167
1994-07-01,2.083333
1994-07-05,2.166667
1994-07-06,2.166667
1994-07-07,2.166667
1994-07-08,2.125
1994-07-11,2.166667
1994-07-12,2.125
1994-07-13,2.166667
1994-07-14,2.208333
1994-07-15,2.208333
1994-07-18,2.208333
1994-07-19,2.125
1994-07-20,2.041667
1994-07-21,2.0
1994-07-22,1.979167
1994-07-25,1.958333
1994-07-26,1.958333
1994-07-27,1.958333
1994-07-28,1.958333
1994-07-29,2.041667
1994-08-01,1.958333
1994-08-02,1.916667
1994-08-03,2.041667
1994-08-04,2.020833
1994-08-05,1.9375
1994-08-08,2.0
1994-08-09,2.0
1994-08-10,1.916667
1994-08-11,2.041667
1994-08-12,2.0
1994-08-15,2.0
1994-08-16,1.979167
1994-08-17,2.020833
1994-08-18,2.104167
1994-08-19,2.208333
1994-08-22,2.166667
1994-08-23,2.083333
1994-08-24,2.125
1994-08-25,2.125
1994-08-26,2.041667
1994-08-29,2.125
1994-08-30,2.125
1994-08-31,2.208333
1994-09-01,2.208333
1994-09-02,2.333333
1994-09-06,2.625
1994-09-07,2.583333
1994-09-08,2.75
1994-09-09,2.708333
1994-09-12,2.75
1994-09-13,2.833333
1994-09-14,2.833333
1994-09-15,2.958333
1994-09-16,2.9375
1994-09-19,2.875
1994-09-20,2.791667
1994-09-21,2.666667
1994-09-22,2.75
1994-09-23,2.541667
1994-09-26,2.541667
1994-09-27,2.541667
1994-09-28,2.625
1994-09-29,2.541667
1994-09-30,2.541667
1994-10-03,2.458333
1994-10-04,2.625
1994-10-05,2.333333
1994-10-06,2.333333
1994-10-07,2.333333
1994-10-10,2.333333
1994-10-11,2.3125
1994-10-12,2.333333
1994-10-13,2.291667
1994-10-14,2.291667
1994-10-17,2.333333
1994-10-18,2.166667
1994-10-19,2.333333
1994-10-20,2.25
1994-10-21,2.25
1994-10-24,2.25
1994-10-25,2.25
1994-10-26,2.125
1994-10-27,2.125
1994-10-28,2.166667
1994-10-31,2.208333
1994-11-01,2.125
1994-11-02,2.291667
1994-11-03,2.395833
1994-11-04,2.458333
1994-11-07,2.333333
1994-11-08,2.291667
1994-11-09,2.333333
1994-11-10,2.25
1994-11-11,2.208333
1994-11-14,2.333333
1994-11-15,2.265625
1994-11-16,2.291667
1994-11-17,2.229167
1994-11-18,2.166667
1994-11-21,2.083333
1994-11-22,2.0
1994-11-23,1.979167
1994-11-25,1.916667
1994-11-28,1.916667
1994-11-29,1.833333
1994-11-30,1.833333
1994-12-01,1.75
1994-12-02,1.708333
1994-12-05,1.708333
1994-12-06,1.708333
1994-12-07,1.625
1994-12-08,1.625
1994-12-09,1.75
1994-12-12,1.75
1994-12-13,1.833333
1994-12-14,1.791667
1994-12-15,1.708333
1994-12-16,1.708333
1994-12-19,1.791667
1994-12-20,1.708333
1994-12-21,1.708333
1994-12-22,1.666667
1994-12-23,1.666667
1994-12-27,1.729167
1994-12-28,1.708333
1994-12-29,1.708333
1994-12-30,1.6875
1995-01-03,1.708333
1995-01-04,1.916667
1995-01-05,2.083333
1995-01-06,2.0
1995-01-09,1.958333
1995-01-10,1.958333
1995-01-11,1.916667
1995-01-12,1.916667
1995-01-13,1.958333
1995-01-16,2.0
1995-01-17,1.958333
1995-01-18,1.916667
1995-01-19,1.875
1995-01-20,1.916667
1995-01-23,1.833333
1995-01-24,1.916667
1995-01-25,1.833333
1995-01-26,1.958333
1995-01-27,1.9375
1995-01-30,2.020833
1995-01-31,2.083333
1995-02-01,2.208333
1995-02-02,2.375
1995-02-03,2.541667
1995-02-06,2.416667
1995-02-07,2.416667
1995-02-08,2.625
1995-02-09,2.583333
1995-02-10,2.541667
1995-02-13,2.25
1995-02-14,2.333333
1995-02-15,2.375
1995-02-16,2.25
1995-02-17,2.166667
1995-02-21,2.291667
1995-02-22,2.333333
1995-02-23,2.375
1995-02-24,2.291667
1995-02-27,2.333333
1995-02-28,2.291667
1995-03-01,2.291667
1995-03-02,2.5
1995-03-03,2.625
1995-03-06,2.541667
1995-03-07,2.5
1995-03-08,2.583333
1995-03-09,2.541667
1995-03-10,2.541667
1995-03-13,2.458333
1995-03-14,2.375
1995-03-15,2.291667
1995-03-16,2.291667
1995-03-17,2.208333
1995-03-20,2.416667
1995-03-21,2.541667
1995-03-22,2.541667
1995-03-23,2.541667
1995-03-24,2.416667
1995-03-27,2.333333
1995-03-28,2.333333
1995-03-29,2.416667
1995-03-30,2.479167
1995-03-31,2.5
1995-04-03,2.458333
1995-04-04,2.416667
1995-04-05,2.458333
1995-04-06,2.520833
1995-04-07,2.458333
1995-04-10,2.583333
1995-04-11,2.708333
1995-04-12,2.791667
1995-04-13,2.75
1995-04-17,2.708333
1995-04-18,2.708333
1995-04-19,2.5
1995-04-20,2.625
1995-04-21,2.583333
1995-04-24,2.583333
1995-04-25,2.583333
1995-04-26,2.5
1995-04-27,2.416667
1995-04-28,2.541667
1995-05-01,2.416667
1995-05-02,2.416667
1995-05-03,2.5
1995-05-04,2.458333
1995-05-05,2.458333
1995-05-08,2.458333
1995-05-09,2.458333
1995-05-10,2.479167
1995-05-11,2.541667
1995-05-12,2.625
1995-05-15,2.5
1995-05-16,2.5
1995-05-17,2.5
1995-05-18,2.5
1995-05-19,2.541667
1995-05-22,2.541667
1995-05-23,2.458333
1995-05-24,2.5
1995-05-25,2.458333
1995-05-26,2.458333
1995-05-30,2.458333
1995-05-31,2.541667
1995-06-01,2.5
1995-06-02,2.458333
1995-06-05,2.416667
1995-06-06,2.5
1995-06-07,2.416667
1995-06-08,2.375
1995-06-09,2.333333
1995-06-12,2.291667
1995-06-13,2.291667
1995-06-14,2.041667
1995-06-15,2.083333
1995-06-16,2.0
1995-06-19,1.916667
1995-06-20,2.041667
1995-06-21,1.958333
1995-06-22,1.958333
1995-06-23,1.916667
1995-06-26,1.916667
1995-06-27,1.958333
1995-06-28,2.0
1995-06-29,2.166667
1995-06-30,2.083333
1995-07-03,2.083333
1995-07-05,2.083333
1995-07-06,2.041667
1995-07-07,2.0
1995-07-10,2.0
1995-07-11,1.958333
1995-07-12,2.0
1995-07-13,1.958333
1995-07-14,1.958333
1995-07-17,1.875
1995-07-18,1.958333
1995-07-19,2.0
1995-07-20,1.958333
1995-07-21,2.0
1995-07-24,2.0
1995-07-25,2.0
1995-07-26,2.083333
1995-07-27,2.125
1995-07-28,2.083333
1995-07-31,2.0
1995-08-01,2.083333
1995-08-02,2.125
1995-08-03,2.083333
1995-08-04,1.958333
1995-08-07,1.958333
1995-08-08,2.041667
1995-08-09,2.083333
1995-08-10,2.083333
1995-08-11,2.083333
1995-08-14,2.0
1995-08-15,2.083333
1995-08-16,2.0
1995-08-17,2.0
1995-08-18,2.083333
1995-08-21,2.0
1995-08-22,2.0
1995-08-23,2.0
1995-08-24,2.0
1995-08-25,1.916667
1995-08-28,1.916667
1995-08-29,1.916667
1995-08-30,1.958333
1995-08-31,1.958333
1995-09-01,1.916667
1995-09-05,2.041667
1995-09-06,2.0
1995-09-07,2.375
1995-09-08,2.395833
1995-09-11,2.375
1995-09-12,2.333333
1995-09-13,2.25
1995-09-14,2.25
1995-09-15,2.25
1995-09-18,2.270833
1995-09-19,2.416667
1995-09-20,2.416667
1995-09-21,2.291667
1995-09-22,2.375
1995-09-25,2.291667
1995-09-26,2.25
1995-09-27,2.333333
1995-09-28,2.291667
1995-09-29,2.333333
1995-10-02,2.208333
1995-10-03,2.208333
1995-10-04,2.208333
1995-10-05,2.333333
1995-10-06,2.583333
1995-10-09,2.479167
1995-10-10,2.416667
1995-10-11,2.458333
1995-10-12,2.416667
1995-10-13,2.458333
1995-10-16,2.5
1995-10-17,2.5
1995-10-18,2.541667
1995-10-19,2.583333
1995-10-20,2.583333
1995-10-23,2.458333
1995-10-24,2.5
1995-10-25,2.5
1995-10-26,2.5
1995-10-27,2.5
1995-10-30,2.541667
1995-10-31,2.541667
1995-11-01,2.5
1995-11-02,2.541667
1995-11-03,2.625
1995-11-06,2.625
1995-11-07,2.625
1995-11-08,2.583333
1995-11-09,2.625
1995-11-10,2.583333
1995-11-13,2.583333
1995-11-14,2.583333
1995-11-15,2.625
1995-11-16,2.583333
1995-11-17,2.666667
1995-11-20,3.041667
1995-11-21,3.083333
1995-11-22,2.916667
1995-11-24,2.9375
1995-11-27,2.875
1995-11-28,2.875
1995-11-29,2.833333
1995-11-30,3.083333
1995-12-01,3.125
1995-12-04,3.208333
1995-12-05,3.291667
1995-12-06,3.166667
1995-12-07,2.979167
1995-12-08,3.0
1995-12-11,3.166667
1995-12-12,3.166667
1995-12-13,3.208333
1995-12-14,3.416667
1995-12-15,3.375
1995-12-18,3.208333
1995-12-19,3.333333
1995-12-20,3.057292
1995-12-21,3.125
1995-12-22,3.166667
1995-12-26,3.125
1995-12-27,3.041667
1995-12-28,3.041667
1995-12-29,3.166667
1996-01-02,3.125
1996-01-03,3.083333
1996-01-04,3.083333
1996-01-05,3.041667
1996-01-08,3.083333
