Date,RAIL
2005-04-06,21.030001000000002
2005-04-07,21.32
2005-04-08,21.67
2005-04-11,22.0
2005-04-12,21.43
2005-04-13,20.68
2005-04-14,19.65
2005-04-15,19.280001000000002
2005-04-18,19.49
2005-04-19,20.65
2005-04-20,20.700001
2005-04-21,21.129998999999998
2005-04-22,20.5
2005-04-25,21.700001
2005-04-26,21.48
2005-04-27,20.950001
2005-04-28,19.620001000000002
2005-04-29,19.41
2005-05-02,19.309998999999998
2005-05-03,19.74
2005-05-04,20.07
2005-05-05,20.219998999999998
2005-05-06,20.299999
2005-05-09,20.629998999999998
2005-05-10,20.75
2005-05-11,20.52
2005-05-12,19.709999
2005-05-13,17.860001
2005-05-16,17.549999
2005-05-17,17.629998999999998
2005-05-18,18.049999
2005-05-19,18.799999
2005-05-20,18.6
2005-05-23,18.809998999999998
2005-05-24,19.139999
2005-05-25,19.5
2005-05-26,19.73
2005-05-27,19.65
2005-05-31,19.68
2005-06-01,19.5
2005-06-02,19.040001
2005-06-03,19.1
2005-06-06,18.82
2005-06-07,18.77
2005-06-08,18.469998999999998
2005-06-09,18.530001000000002
2005-06-10,19.18
2005-06-13,19.540001
2005-06-14,19.5
2005-06-15,19.25
2005-06-16,19.389999
2005-06-17,19.219998999999998
2005-06-20,20.0
2005-06-21,20.35
2005-06-22,20.42
2005-06-23,20.139999
2005-06-24,19.98
2005-06-27,20.0
2005-06-28,19.68
2005-06-29,20.0
2005-06-30,19.83
2005-07-01,19.4
2005-07-05,19.5
2005-07-06,19.360001
2005-07-07,19.01
2005-07-08,20.799999
2005-07-11,21.83
2005-07-12,22.030001000000002
2005-07-13,21.309998999999998
2005-07-14,21.35
2005-07-15,22.0
2005-07-18,21.389999
2005-07-19,22.32
2005-07-20,22.73
2005-07-21,21.860001
2005-07-22,22.75
2005-07-25,22.790001
2005-07-26,23.41
2005-07-27,28.879998999999998
2005-07-28,28.709999
2005-07-29,32.060001
2005-08-01,32.450001
2005-08-02,31.469998999999998
2005-08-03,30.959999
2005-08-04,30.84
2005-08-05,30.799999
2005-08-08,31.639999
2005-08-09,32.009997999999996
2005-08-10,32.16
2005-08-11,31.91
2005-08-12,32.099998
2005-08-15,32.459998999999996
2005-08-16,33.130001
2005-08-17,33.389998999999996
2005-08-18,34.040001000000004
2005-08-19,36.68
2005-08-22,37.470001
2005-08-23,36.830002
2005-08-24,36.459998999999996
2005-08-25,36.48
2005-08-26,36.549999
2005-08-29,36.5
2005-08-30,36.439999
2005-08-31,38.25
2005-09-01,37.98
2005-09-02,37.98
2005-09-06,38.040001000000004
2005-09-07,36.75
2005-09-08,36.950001
2005-09-09,37.0
2005-09-12,38.459998999999996
2005-09-13,38.169998
2005-09-14,38.119999
2005-09-15,38.220001
2005-09-16,39.18
2005-09-19,40.25
2005-09-20,40.869999
2005-09-21,40.68
2005-09-22,40.310001
2005-09-23,39.919998
2005-09-26,40.330002
2005-09-27,40.150002
2005-09-28,39.400002
2005-09-29,40.040001000000004
2005-09-30,40.779999
2005-10-03,41.5
2005-10-04,42.700001
2005-10-05,40.869999
2005-10-06,40.130001
2005-10-07,40.779999
2005-10-10,41.799999
2005-10-11,41.509997999999996
2005-10-12,39.900002
2005-10-13,39.130001
2005-10-14,39.099998
2005-10-17,39.529999
2005-10-18,39.459998999999996
2005-10-19,39.189999
2005-10-20,37.43
2005-10-21,35.450001
2005-10-24,37.209998999999996
2005-10-25,37.650002
2005-10-26,37.650002
2005-10-27,40.400002
2005-10-28,41.880001
2005-10-31,43.740002000000004
2005-11-01,43.82
2005-11-02,44.200001
2005-11-03,44.259997999999996
2005-11-04,45.240002000000004
2005-11-07,46.560001
2005-11-08,45.040001000000004
2005-11-09,45.849998
2005-11-10,44.98
2005-11-11,45.369999
2005-11-14,45.139998999999996
2005-11-15,44.790001000000004
2005-11-16,44.220001
2005-11-17,45.139998999999996
2005-11-18,45.810001
2005-11-21,46.169998
2005-11-22,46.259997999999996
2005-11-23,46.709998999999996
2005-11-25,46.27
2005-11-28,46.169998
2005-11-29,47.689999
2005-11-30,48.259997999999996
2005-12-01,48.34
2005-12-02,49.0
2005-12-05,49.549999
2005-12-06,49.529999
2005-12-07,48.32
2005-12-08,48.5
2005-12-09,48.779999
2005-12-12,48.900002
2005-12-13,48.93
2005-12-14,48.689999
2005-12-15,48.419998
2005-12-16,48.540001000000004
2005-12-19,47.759997999999996
2005-12-20,47.360001000000004
2005-12-21,47.23
2005-12-22,48.049999
2005-12-23,47.959998999999996
2005-12-27,47.799999
2005-12-28,48.119999
2005-12-29,48.029999
2005-12-30,48.080002
2006-01-03,47.060001
2006-01-04,47.48
2006-01-05,47.98
2006-01-06,48.549999
2006-01-09,48.299999
2006-01-10,48.900002
2006-01-11,51.639998999999996
2006-01-12,51.91
2006-01-13,52.209998999999996
2006-01-17,53.5
2006-01-18,52.110001000000004
2006-01-19,54.299999
2006-01-20,54.400002
2006-01-23,55.709998999999996
2006-01-24,55.91
2006-01-25,55.700001
2006-01-26,57.77
2006-01-27,58.02
2006-01-30,57.830002
2006-01-31,57.41
2006-02-01,59.0
2006-02-02,58.75
2006-02-03,57.0
2006-02-06,58.200001
2006-02-07,61.799999
2006-02-08,61.48
2006-02-09,61.0
2006-02-10,61.060001
2006-02-13,62.639998999999996
2006-02-14,65.410004
2006-02-15,65.360001
2006-02-16,64.57
2006-02-17,64.690002
2006-02-21,65.489998
2006-02-22,67.900002
2006-02-23,67.110001
2006-02-24,69.769997
2006-02-27,70.480003
2006-02-28,70.5
2006-03-01,70.300003
2006-03-02,69.349998
2006-03-03,69.269997
2006-03-06,69.650002
2006-03-07,65.519997
2006-03-08,63.599998
2006-03-09,64.279999
2006-03-10,63.630001
2006-03-13,63.200001
2006-03-14,63.459998999999996
2006-03-15,66.790001
2006-03-16,67.739998
2006-03-17,69.410004
2006-03-20,69.940002
2006-03-21,67.57
2006-03-22,69.379997
2006-03-23,69.889999
2006-03-24,72.099998
2006-03-27,71.239998
2006-03-28,65.33000200000001
2006-03-29,65.25
2006-03-30,64.690002
2006-03-31,63.599998
2006-04-03,63.889998999999996
2006-04-04,64.0
2006-04-05,63.790001000000004
2006-04-06,63.400002
2006-04-07,63.82
2006-04-10,64.019997
2006-04-11,63.040001000000004
2006-04-12,61.900002
2006-04-13,62.5
2006-04-17,64.75
2006-04-18,68.83000200000001
2006-04-19,70.07
2006-04-20,69.860001
2006-04-21,70.0
2006-04-24,69.209999
2006-04-25,69.360001
2006-04-26,68.760002
2006-04-27,64.050003
2006-04-28,66.900002
2006-05-01,68.190002
2006-05-02,69.620003
2006-05-03,69.989998
2006-05-04,69.239998
2006-05-05,70.900002
2006-05-08,72.099998
2006-05-09,73.029999
2006-05-10,74.639999
2006-05-11,76.57
2006-05-12,71.83000200000001
2006-05-15,70.440002
2006-05-16,68.949997
2006-05-17,67.68
2006-05-18,66.660004
2006-05-19,65.360001
2006-05-22,65.300003
2006-05-23,65.07
2006-05-24,63.419998
2006-05-25,63.889998999999996
2006-05-26,63.119999
2006-05-30,60.939999
2006-05-31,60.360001000000004
2006-06-01,56.360001000000004
2006-06-02,55.389998999999996
2006-06-05,51.610001000000004
2006-06-06,53.09
2006-06-07,53.389998999999996
2006-06-08,52.240002000000004
2006-06-09,50.619999
2006-06-12,47.400002
2006-06-13,46.599998
2006-06-14,47.200001
2006-06-15,52.040001000000004
2006-06-16,51.59
2006-06-19,48.82
2006-06-20,49.98
2006-06-21,51.75
2006-06-22,52.029999
2006-06-23,53.259997999999996
2006-06-26,52.080002
2006-06-27,51.810001
2006-06-28,52.349998
2006-06-29,55.049999
2006-06-30,55.509997999999996
2006-07-03,55.16
2006-07-05,54.299999
2006-07-06,52.810001
2006-07-07,51.48
2006-07-10,51.52
2006-07-11,50.209998999999996
2006-07-12,49.849998
2006-07-13,48.470001
2006-07-14,46.77
2006-07-17,45.27
2006-07-18,45.580002
2006-07-19,47.349998
2006-07-20,46.630001
2006-07-21,45.099998
2006-07-24,47.060001
2006-07-25,48.849998
2006-07-26,48.599998
2006-07-27,54.630001
2006-07-28,54.939999
2006-07-31,53.66
2006-08-01,52.080002
2006-08-02,54.139998999999996
2006-08-03,55.619999
2006-08-04,54.009997999999996
2006-08-07,54.099998
2006-08-08,54.139998999999996
2006-08-09,52.299999
2006-08-10,52.299999
2006-08-11,52.610001000000004
2006-08-14,53.41
2006-08-15,56.52
2006-08-16,58.75
2006-08-17,57.709998999999996
2006-08-18,59.130001
2006-08-21,57.950001
2006-08-22,57.439999
2006-08-23,56.950001
2006-08-24,56.310001
2006-08-25,55.900002
2006-08-28,56.02
2006-08-29,56.860001000000004
2006-08-30,57.380001
2006-08-31,58.200001
2006-09-01,60.049999
2006-09-05,59.59
2006-09-06,57.380001
2006-09-07,57.41
2006-09-08,56.66
2006-09-11,56.150002
2006-09-12,57.349998
2006-09-13,58.77
2006-09-14,56.400002
2006-09-15,52.490002000000004
2006-09-18,52.950001
2006-09-19,51.299999
2006-09-20,53.34
2006-09-21,54.5
2006-09-22,53.84
2006-09-25,54.110001000000004
2006-09-26,55.259997999999996
2006-09-27,54.75
2006-09-28,53.009997999999996
2006-09-29,53.0
2006-10-02,52.5
2006-10-03,53.049999
2006-10-04,52.639998999999996
2006-10-05,52.099998
2006-10-06,51.580002
2006-10-09,52.099998
2006-10-10,52.880001
2006-10-11,52.450001
2006-10-12,52.860001000000004
2006-10-13,52.599998
2006-10-16,54.16
2006-10-17,53.200001
2006-10-18,53.529999
2006-10-19,51.700001
2006-10-20,49.459998999999996
2006-10-23,48.790001000000004
2006-10-24,50.290001000000004
2006-10-25,51.540001000000004
2006-10-26,54.650002
2006-10-27,54.34
2006-10-30,54.34
2006-10-31,53.169998
2006-11-01,52.259997999999996
2006-11-02,53.330002
2006-11-03,53.34
2006-11-06,54.299999
2006-11-07,54.189999
2006-11-08,56.080002
2006-11-09,54.84
2006-11-10,55.16
2006-11-13,55.580002
2006-11-14,57.07
2006-11-15,55.919998
2006-11-16,57.009997999999996
2006-11-17,55.720001
2006-11-20,56.380001
2006-11-21,56.919998
2006-11-22,56.07
2006-11-24,56.25
2006-11-27,54.700001
2006-11-28,54.689999
2006-11-29,55.259997999999996
2006-11-30,55.099998
2006-12-01,54.23
2006-12-04,54.299999
2006-12-05,54.099998
2006-12-06,53.939999
2006-12-07,53.91
2006-12-08,54.93
2006-12-11,54.900002
2006-12-12,53.389998999999996
2006-12-13,53.82
2006-12-14,54.369999
2006-12-15,55.009997999999996
2006-12-18,54.110001000000004
2006-12-19,54.130001
2006-12-20,53.049999
2006-12-21,53.389998999999996
2006-12-22,54.09
2006-12-26,54.279999
2006-12-27,55.970001
2006-12-28,56.919998
2006-12-29,55.450001
2007-01-03,56.470001
2007-01-04,56.439999
2007-01-05,54.5
2007-01-08,54.970001
2007-01-09,54.84
2007-01-10,54.330002
2007-01-11,54.040001000000004
2007-01-12,54.18
2007-01-16,53.459998999999996
2007-01-17,52.98
2007-01-18,52.720001
2007-01-19,52.93
2007-01-22,52.950001
2007-01-23,54.0
2007-01-24,54.720001
2007-01-25,55.119999
2007-01-26,55.189999
2007-01-29,56.139998999999996
2007-01-30,56.290001000000004
2007-01-31,58.110001000000004
2007-02-01,58.700001
2007-02-02,58.869999
2007-02-05,58.43
2007-02-06,57.799999
2007-02-07,58.080002
2007-02-08,55.709998999999996
2007-02-09,52.950001
2007-02-12,52.599998
2007-02-13,53.049999
2007-02-14,54.290001000000004
2007-02-15,54.189999
2007-02-16,53.419998
2007-02-20,53.049999
2007-02-21,53.189999
2007-02-22,53.240002000000004
2007-02-23,53.25
2007-02-26,52.98
2007-02-27,50.099998
2007-02-28,49.540001000000004
2007-03-01,49.299999
2007-03-02,48.080002
2007-03-05,46.849998
2007-03-06,47.57
2007-03-07,48.290001000000004
2007-03-08,48.279999
2007-03-09,48.349998
2007-03-12,48.630001
2007-03-13,48.509997999999996
2007-03-14,48.779999
2007-03-15,49.439999
2007-03-16,50.110001000000004
2007-03-19,49.93
2007-03-20,49.990002000000004
2007-03-21,50.52
2007-03-22,50.029999
2007-03-23,49.959998999999996
2007-03-26,49.75
2007-03-27,49.34
2007-03-28,48.310001
2007-03-29,48.049999
2007-03-30,48.169998
2007-04-02,48.029999
2007-04-03,47.549999
2007-04-04,45.509997999999996
2007-04-05,46.610001000000004
2007-04-09,46.619999
2007-04-10,46.400002
2007-04-11,45.52
2007-04-12,48.009997999999996
2007-04-13,48.990002000000004
2007-04-16,50.599998
2007-04-17,49.490002000000004
2007-04-18,47.59
2007-04-19,49.349998
2007-04-20,49.82
2007-04-23,50.619999
2007-04-24,50.540001000000004
2007-04-25,51.790001000000004
2007-04-26,50.77
2007-04-27,50.049999
2007-04-30,49.759997999999996
2007-05-01,48.450001
2007-05-02,47.549999
2007-05-03,47.619999
2007-05-04,46.369999
2007-05-07,46.040001000000004
2007-05-08,46.68
2007-05-09,46.630001
2007-05-10,45.139998999999996
2007-05-11,45.48
2007-05-14,45.5
2007-05-15,45.669998
2007-05-16,46.360001000000004
2007-05-17,46.91
2007-05-18,46.630001
2007-05-21,46.509997999999996
2007-05-22,47.48
2007-05-23,47.610001000000004
2007-05-24,47.0
2007-05-25,48.040001000000004
2007-05-29,49.169998
2007-05-30,49.52
2007-05-31,49.43
2007-06-01,49.57
2007-06-04,49.5
2007-06-05,51.119999
2007-06-06,51.509997999999996
2007-06-07,51.580002
2007-06-08,51.630001
2007-06-11,51.599998
2007-06-12,50.529999
2007-06-13,50.400002
2007-06-14,50.630001
2007-06-15,50.93
2007-06-18,50.5
2007-06-19,51.16
2007-06-20,50.150002
2007-06-21,50.790001000000004
2007-06-22,50.130001
2007-06-25,49.389998999999996
2007-06-26,47.93
2007-06-27,48.98
2007-06-28,49.23
2007-06-29,47.84
2007-07-02,48.950001
2007-07-03,49.240002000000004
2007-07-05,50.599998
2007-07-06,50.259997999999996
2007-07-09,50.450001
2007-07-10,49.98
2007-07-11,50.75
2007-07-12,51.470001
2007-07-13,52.73
2007-07-16,53.419998
2007-07-17,54.139998999999996
2007-07-18,54.139998999999996
2007-07-19,54.599998
