Date,TECK
2007-05-10,41.244999
2007-05-11,42.639998999999996
2007-05-14,40.810001
2007-05-15,41.299999
2007-05-16,40.73
2007-05-17,40.490002000000004
2007-05-18,41.369999
2007-05-21,41.709998999999996
2007-05-22,40.25
2007-05-23,40.07
2007-05-24,38.689999
2007-05-25,40.07
2007-05-29,40.700001
2007-05-30,41.59
2007-05-31,42.240002000000004
2007-06-01,42.700001
2007-06-04,42.5
2007-06-05,43.5
2007-06-06,42.900002
2007-06-07,41.779999
2007-06-08,42.84
2007-06-11,44.189999
2007-06-12,43.139998999999996
2007-06-13,44.869999
2007-06-14,45.82
2007-06-15,46.490002000000004
2007-06-18,46.5
2007-06-19,46.279999
2007-06-20,44.849998
2007-06-21,45.169998
2007-06-22,44.970001
2007-06-25,43.540001000000004
2007-06-26,42.459998999999996
2007-06-27,42.950001
2007-06-28,42.41
2007-06-29,42.5
2007-07-02,44.459998999999996
2007-07-03,43.060001
2007-07-05,44.220001
2007-07-06,44.84
2007-07-09,45.080002
2007-07-10,45.189999
2007-07-11,46.439999
2007-07-12,49.580002
2007-07-13,49.650002
2007-07-16,48.91
2007-07-17,48.689999
2007-07-18,48.66
2007-07-19,49.639998999999996
2007-07-20,49.799999
2007-07-23,49.73
2007-07-24,48.080002
2007-07-25,47.439999
2007-07-26,44.259997999999996
2007-07-27,43.57
2007-07-30,43.639998999999996
2007-07-31,44.400002
2007-08-01,43.52
2007-08-02,44.080002
2007-08-03,42.209998999999996
2007-08-06,41.75
2007-08-07,41.619999
2007-08-08,42.560001
2007-08-09,40.349998
2007-08-10,40.830002
2007-08-13,41.349998
2007-08-14,39.439999
2007-08-15,38.080002
2007-08-16,37.560001
2007-08-17,38.77
2007-08-20,39.150002
2007-08-21,40.509997999999996
2007-08-22,41.810001
2007-08-23,42.189999
2007-08-24,43.400002
2007-08-27,42.720001
2007-08-28,40.049999
2007-08-29,41.150002
2007-08-30,41.029999
2007-08-31,42.630001
2007-09-04,42.57
2007-09-05,41.57
2007-09-06,42.040001000000004
2007-09-07,40.650002
2007-09-10,40.380001
2007-09-11,41.330002
2007-09-12,41.650002
2007-09-13,42.490002000000004
2007-09-14,42.849998
2007-09-17,42.59
2007-09-18,44.900002
2007-09-19,45.959998999999996
2007-09-20,48.119999
2007-09-21,48.02
2007-09-24,47.57
2007-09-25,46.700001
2007-09-26,47.119999
2007-09-27,47.560001
2007-09-28,47.709998999999996
2007-10-01,49.560001
2007-10-02,48.740002000000004
2007-10-03,48.169998
2007-10-04,48.009997999999996
2007-10-05,50.459998999999996
2007-10-08,49.369999
2007-10-09,51.23
2007-10-10,52.080002
2007-10-11,52.049999
2007-10-12,52.610001000000004
2007-10-15,51.650002
2007-10-16,48.73
2007-10-17,48.400002
2007-10-18,49.07
2007-10-19,48.25
2007-10-22,47.220001
2007-10-23,49.200001
2007-10-24,49.599998
2007-10-25,49.09
2007-10-26,49.639998999999996
2007-10-29,51.0
2007-10-30,48.459998999999996
2007-10-31,50.0
2007-11-01,47.98
2007-11-02,48.540001000000004
2007-11-05,46.779999
2007-11-06,49.68
2007-11-07,47.130001
2007-11-08,46.970001
2007-11-09,47.34
2007-11-12,42.900002
2007-11-13,43.509997999999996
2007-11-14,44.52
2007-11-15,41.869999
2007-11-16,42.119999
2007-11-19,39.919998
2007-11-20,39.639998999999996
2007-11-21,37.540001000000004
2007-11-23,37.84
2007-11-26,36.0
2007-11-27,34.939999
2007-11-28,36.380001
2007-11-29,35.880001
2007-11-30,38.209998999999996
2007-12-03,37.5
2007-12-04,35.490002000000004
2007-12-05,35.860001000000004
2007-12-06,37.650002
2007-12-07,38.93
2007-12-10,39.18
2007-12-11,37.16
2007-12-12,37.549999
2007-12-13,35.630001
2007-12-14,35.25
2007-12-17,33.77
2007-12-18,33.900002
2007-12-19,33.540001000000004
2007-12-20,33.799999
2007-12-21,35.630001
2007-12-24,36.720001
2007-12-26,37.27
2007-12-27,36.48
2007-12-28,36.810001
2007-12-31,35.709998999999996
2008-01-02,36.240002000000004
2008-01-03,36.400002
2008-01-04,34.950001
2008-01-07,33.970001
2008-01-08,34.02
2008-01-09,33.98
2008-01-10,34.549999
2008-01-11,33.669998
2008-01-14,34.700001
2008-01-15,33.150002
2008-01-16,32.029999
2008-01-17,30.41
2008-01-18,29.57
2008-01-22,29.290001
2008-01-23,29.57
2008-01-24,31.07
2008-01-25,32.509997999999996
2008-01-28,32.759997999999996
2008-01-29,33.09
2008-01-30,33.41
2008-01-31,32.689999
2008-02-01,35.18
2008-02-04,37.259997999999996
2008-02-05,35.900002
2008-02-06,33.400002
2008-02-07,34.369999
2008-02-08,34.810001
2008-02-11,34.59
2008-02-12,32.77
2008-02-13,34.049999
2008-02-14,33.439999
2008-02-15,33.07
2008-02-19,33.990002000000004
2008-02-20,35.75
2008-02-21,35.52
2008-02-22,36.23
2008-02-25,37.52
2008-02-26,39.029999
2008-02-27,39.950001
2008-02-28,42.240002000000004
2008-02-29,39.959998999999996
2008-03-03,41.59
2008-03-04,40.619999
2008-03-05,42.23
2008-03-06,42.32
2008-03-07,41.98
2008-03-10,40.290001000000004
2008-03-11,42.84
2008-03-12,43.41
2008-03-13,43.5
2008-03-14,43.200001
2008-03-17,41.060001
2008-03-18,41.880001
2008-03-19,37.490002000000004
2008-03-20,37.560001
2008-03-24,38.040001000000004
2008-03-25,39.599998
2008-03-26,41.150002
2008-03-27,41.509997999999996
2008-03-28,42.080002
2008-03-31,40.959998999999996
2008-04-01,40.189999
2008-04-02,41.57
2008-04-03,43.560001
2008-04-04,44.869999
2008-04-07,45.900002
2008-04-08,47.48
2008-04-09,46.049999
2008-04-10,46.860001000000004
2008-04-11,45.52
2008-04-14,44.799999
2008-04-15,45.669998
2008-04-16,47.869999
2008-04-17,46.799999
2008-04-18,47.630001
2008-04-21,47.790001000000004
2008-04-22,47.200001
2008-04-23,47.400002
2008-04-24,46.639998999999996
2008-04-25,45.470001
2008-04-28,45.41
2008-04-29,42.799999
2008-04-30,43.669998
2008-05-01,42.650002
2008-05-02,43.630001
2008-05-05,46.049999
2008-05-06,48.07
2008-05-07,47.740002000000004
2008-05-08,48.27
2008-05-09,48.029999
2008-05-12,47.790001000000004
2008-05-13,48.490002000000004
2008-05-14,49.16
2008-05-15,50.18
2008-05-16,51.709998999999996
2008-05-19,51.73
2008-05-20,52.459998999999996
2008-05-21,50.669998
2008-05-22,50.299999
2008-05-23,50.290001000000004
2008-05-27,48.360001000000004
2008-05-28,50.220001
2008-05-29,47.919998
2008-05-30,49.549999
2008-06-02,50.009997999999996
2008-06-03,49.200001
2008-06-04,47.599998
2008-06-05,49.009997999999996
2008-06-06,48.560001
2008-06-09,47.619999
2008-06-10,46.490002000000004
2008-06-11,47.080002
2008-06-12,46.470001
2008-06-13,46.810001
2008-06-16,48.459998999999996
2008-06-17,48.48
2008-06-18,48.849998
2008-06-19,48.540001000000004
2008-06-20,46.939999
2008-06-23,47.599998
2008-06-24,46.790001000000004
2008-06-25,46.880001
2008-06-26,47.299999
2008-06-27,47.5
2008-06-30,47.950001
2008-07-01,47.080002
2008-07-02,44.380001
2008-07-03,44.43
2008-07-07,42.68
2008-07-08,40.830002
2008-07-09,41.0
2008-07-10,42.110001000000004
2008-07-11,42.720001
2008-07-14,43.700001
2008-07-15,41.029999
2008-07-16,41.299999
2008-07-17,39.889998999999996
2008-07-18,40.02
2008-07-21,40.619999
2008-07-22,39.830002
2008-07-23,38.73
2008-07-24,38.189999
2008-07-25,39.220001
2008-07-28,39.43
2008-07-29,41.790001000000004
2008-07-30,47.529999
2008-07-31,45.970001
2008-08-01,43.77
2008-08-04,40.0
2008-08-05,40.41
2008-08-06,40.889998999999996
2008-08-07,41.110001000000004
2008-08-08,38.599998
2008-08-11,36.849998
2008-08-12,36.439999
2008-08-13,39.189999
2008-08-14,37.709998999999996
2008-08-15,36.860001000000004
2008-08-18,36.639998999999996
2008-08-19,38.049999
2008-08-20,40.259997999999996
2008-08-21,41.84
2008-08-22,41.119999
2008-08-25,39.52
2008-08-26,39.610001000000004
2008-08-27,40.599998
2008-08-28,41.099998
2008-08-29,41.459998999999996
2008-09-02,39.23
2008-09-03,38.450001
2008-09-04,35.970001
2008-09-05,37.599998
2008-09-08,36.150002
2008-09-09,32.060001
2008-09-10,33.119999
2008-09-11,33.27
2008-09-12,36.709998999999996
2008-09-15,34.490002000000004
2008-09-16,32.98
2008-09-17,31.870001000000002
2008-09-18,33.240002000000004
2008-09-19,35.959998999999996
2008-09-22,35.580002
2008-09-23,34.189999
2008-09-24,33.560001
2008-09-25,33.48
2008-09-26,32.43
2008-09-29,27.889999
2008-09-30,29.120001000000002
2008-10-01,26.43
2008-10-02,22.27
2008-10-03,21.34
2008-10-06,19.6
2008-10-07,17.870001000000002
2008-10-08,18.57
2008-10-09,16.67
2008-10-10,14.31
2008-10-13,19.440001000000002
2008-10-14,16.280001000000002
2008-10-15,13.2
2008-10-16,12.82
2008-10-17,13.71
2008-10-20,15.52
2008-10-21,14.25
2008-10-22,11.48
2008-10-23,10.0
2008-10-24,9.58
2008-10-27,8.63
2008-10-28,9.18
2008-10-29,9.99
2008-10-30,10.34
2008-10-31,9.81
2008-11-03,10.94
2008-11-04,12.54
2008-11-05,11.04
2008-11-06,9.63
2008-11-07,9.62
2008-11-10,9.18
2008-11-11,7.31
2008-11-12,5.28
2008-11-13,5.82
2008-11-14,5.25
2008-11-17,5.32
2008-11-18,5.04
2008-11-19,4.14
2008-11-20,3.17
2008-11-21,3.58
2008-11-24,3.61
2008-11-25,3.4
2008-11-26,4.24
2008-11-28,4.92
2008-12-01,3.93
2008-12-02,3.85
2008-12-03,3.44
2008-12-04,3.15
2008-12-05,3.08
2008-12-08,3.4
2008-12-09,3.4
2008-12-10,3.88
2008-12-11,4.23
2008-12-12,4.43
2008-12-15,4.61
2008-12-16,4.99
2008-12-17,5.54
2008-12-18,4.48
2008-12-19,4.7
2008-12-22,4.27
2008-12-23,4.18
2008-12-24,4.13
2008-12-26,4.31
2008-12-29,4.72
2008-12-30,4.89
2008-12-31,4.92
2009-01-02,5.74
2009-01-05,6.82
2009-01-06,6.89
2009-01-07,6.32
2009-01-08,6.29
2009-01-09,5.87
2009-01-12,5.43
2009-01-13,5.38
2009-01-14,4.62
2009-01-15,4.48
2009-01-16,4.67
2009-01-20,4.35
2009-01-21,4.5
2009-01-22,4.19
2009-01-23,4.53
2009-01-26,4.59
2009-01-27,4.56
2009-01-28,4.89
2009-01-29,4.26
2009-01-30,3.82
2009-02-02,3.63
2009-02-03,3.66
2009-02-04,3.8
2009-02-05,4.06
2009-02-06,4.35
2009-02-09,4.5
2009-02-10,4.01
2009-02-11,4.02
2009-02-12,4.04
2009-02-13,4.01
2009-02-17,3.47
2009-02-18,3.32
2009-02-19,3.18
2009-02-20,3.05
2009-02-23,3.07
2009-02-24,3.23
2009-02-25,3.25
2009-02-26,3.6
2009-02-27,3.45
2009-03-02,3.05
2009-03-03,2.94
2009-03-04,2.95
2009-03-05,2.67
2009-03-06,3.03
2009-03-09,2.87
2009-03-10,3.16
2009-03-11,3.57
2009-03-12,3.91
2009-03-13,3.93
2009-03-16,4.18
2009-03-17,4.11
2009-03-18,4.08
2009-03-19,4.82
2009-03-20,4.69
2009-03-23,5.4
2009-03-24,5.55
2009-03-25,5.91
2009-03-26,6.26
2009-03-27,6.32
2009-03-30,5.44
2009-03-31,5.55
2009-04-01,6.16
2009-04-02,6.6
2009-04-03,6.88
2009-04-06,6.87
2009-04-07,6.41
2009-04-08,7.08
2009-04-09,8.1
2009-04-13,8.99
2009-04-14,8.79
2009-04-15,8.96
2009-04-16,8.84
2009-04-17,8.75
2009-04-20,7.41
2009-04-21,9.97
2009-04-22,9.77
2009-04-23,9.79
2009-04-24,10.22
2009-04-27,9.56
2009-04-28,9.14
2009-04-29,9.96
2009-04-30,10.54
2009-05-01,11.76
2009-05-04,13.36
2009-05-05,13.39
2009-05-06,14.04
2009-05-07,13.7
2009-05-08,14.38
2009-05-11,13.71
2009-05-12,13.85
2009-05-13,11.48
2009-05-14,12.5
2009-05-15,12.1
2009-05-18,13.41
2009-05-19,13.51
2009-05-20,13.92
2009-05-21,13.33
2009-05-22,14.2
2009-05-26,14.28
2009-05-27,14.44
2009-05-28,14.97
2009-05-29,15.83
2009-06-01,17.15
2009-06-02,17.299999
2009-06-03,15.85
2009-06-04,17.26
2009-06-05,17.530001000000002
2009-06-08,17.559998999999998
2009-06-09,17.76
2009-06-10,18.15
2009-06-11,18.709999
2009-06-12,18.27
2009-06-15,17.18
2009-06-16,16.1
2009-06-17,15.31
2009-06-18,16.280001000000002
2009-06-19,16.540001
2009-06-22,14.57
2009-06-23,15.51
2009-06-24,16.120001000000002
2009-06-25,15.99
2009-06-26,16.559998999999998
2009-06-29,16.059998999999998
2009-06-30,15.94
2009-07-01,16.780001000000002
2009-07-02,16.09
2009-07-06,16.879998999999998
2009-07-07,16.15
2009-07-08,15.31
2009-07-09,15.84
2009-07-10,15.46
2009-07-13,16.469998999999998
2009-07-14,17.15
2009-07-15,18.459999
2009-07-16,20.030001000000002
2009-07-17,21.059998999999998
2009-07-20,21.98
2009-07-21,21.91
2009-07-22,22.58
2009-07-23,23.889999
2009-07-24,24.49
2009-07-27,24.35
2009-07-28,24.35
2009-07-29,23.299999
2009-07-30,25.01
2009-07-31,26.290001
2009-08-03,28.389999
2009-08-04,27.02
2009-08-05,27.58
2009-08-06,25.889999
2009-08-07,26.75
2009-08-10,25.620001000000002
2009-08-11,25.190001000000002
2009-08-12,26.32
2009-08-13,27.41
2009-08-14,26.35
2009-08-17,25.17
2009-08-18,25.620001000000002
2009-08-19,25.280001000000002
2009-08-20,26.15
2009-08-21,26.73
2009-08-24,26.43
2009-08-25,25.700001
2009-08-26,25.16
2009-08-27,25.0
2009-08-28,25.200001
2009-08-31,24.059998999999998
2009-09-01,23.139999
2009-09-02,23.23
2009-09-03,23.690001000000002
2009-09-04,24.360001
2009-09-08,25.549999
2009-09-09,25.99
2009-09-10,26.58
2009-09-11,26.24
2009-09-14,26.57
2009-09-15,27.24
2009-09-16,28.139999
2009-09-17,27.5
2009-09-18,27.1
2009-09-21,27.25
2009-09-22,28.51
2009-09-23,28.030001000000002
2009-09-24,26.620001000000002
2009-09-25,26.0
2009-09-28,27.129998999999998
2009-09-29,27.24
2009-09-30,27.57
2009-10-01,26.110001
2009-10-02,26.26
2009-10-05,26.950001
2009-10-06,28.17
2009-10-07,28.51
2009-10-08,30.9
2009-10-09,31.360001
2009-10-12,32.060001
2009-10-13,32.0
2009-10-14,33.470001
2009-10-15,32.610001000000004
2009-10-16,32.549999
2009-10-19,32.799999
2009-10-20,32.73
2009-10-21,32.889998999999996
2009-10-22,33.540001000000004
2009-10-23,33.200001
2009-10-26,32.02
2009-10-27,31.219998999999998
2009-10-28,28.389999
2009-10-29,30.43
2009-10-30,28.92
2009-11-02,28.879998999999998
2009-11-03,29.35
2009-11-04,29.889999
2009-11-05,31.299999
2009-11-06,30.85
2009-11-09,32.389998999999996
2009-11-10,32.599998
2009-11-11,32.759997999999996
2009-11-12,31.18
2009-11-13,31.93
2009-11-16,33.41
2009-11-17,34.150002
2009-11-18,34.849998
2009-11-19,34.869999
2009-11-20,34.619999
2009-11-23,35.299999
2009-11-24,34.490002000000004
2009-11-25,35.869999
2009-11-27,34.380001
2009-11-30,34.82
2009-12-01,35.48
2009-12-02,36.119999
2009-12-03,35.599998
2009-12-04,34.650002
2009-12-07,33.950001
2009-12-08,32.689999
2009-12-09,34.59
2009-12-10,35.450001
2009-12-11,35.380001
2009-12-14,37.009997999999996
2009-12-15,36.57
2009-12-16,37.32
2009-12-17,36.57
2009-12-18,36.619999
2009-12-21,37.209998999999996
2009-12-22,37.599998
2009-12-23,37.970001
2009-12-24,37.82
2009-12-28,37.150002
2009-12-29,37.110001000000004
2009-12-30,35.77
2009-12-31,34.970001
2010-01-04,37.439999
2010-01-05,38.490002000000004
2010-01-06,39.189999
2010-01-07,39.200001
2010-01-08,40.540001000000004
2010-01-11,40.860001000000004
2010-01-12,39.669998
2010-01-13,40.040001000000004
2010-01-14,40.52
2010-01-15,39.75
2010-01-19,40.509997999999996
2010-01-20,39.560001
2010-01-21,37.880001
2010-01-22,36.48
2010-01-25,37.060001
2010-01-26,36.439999
2010-01-27,34.720001
2010-01-28,34.68
2010-01-29,32.82
2010-02-01,34.529999
2010-02-02,35.630001
2010-02-03,34.639998999999996
2010-02-04,31.719998999999998
2010-02-05,31.959999
2010-02-08,32.009997999999996
2010-02-09,33.970001
2010-02-10,33.41
2010-02-11,35.810001
2010-02-12,35.880001
2010-02-16,37.389998999999996
2010-02-17,37.509997999999996
2010-02-18,38.040001000000004
2010-02-19,38.32
2010-02-22,38.119999
2010-02-23,36.439999
2010-02-24,36.279999
2010-02-25,36.790001000000004
2010-02-26,36.939999
2010-03-01,38.32
2010-03-02,38.779999
2010-03-03,39.740002000000004
2010-03-04,39.349998
2010-03-05,40.619999
2010-03-08,40.48
2010-03-09,39.880001
2010-03-10,40.540001000000004
2010-03-11,40.18
2010-03-12,40.700001
2010-03-15,40.200001
2010-03-16,40.959998999999996
2010-03-17,41.490002000000004
2010-03-18,40.759997999999996
2010-03-19,39.619999
2010-03-22,39.759997999999996
2010-03-23,40.91
2010-03-24,40.689999
2010-03-25,40.139998999999996
2010-03-26,40.299999
2010-03-29,42.32
2010-03-30,43.299999
2010-03-31,43.560001
2010-04-01,44.98
2010-04-05,46.049999
2010-04-06,46.630001
2010-04-07,45.23
2010-04-08,45.130001
2010-04-09,45.93
2010-04-12,45.25
2010-04-13,44.849998
2010-04-14,45.220001
2010-04-15,44.470001
2010-04-16,42.099998
2010-04-19,41.75
2010-04-20,41.73
2010-04-21,41.740002000000004
2010-04-22,43.970001
2010-04-23,43.799999
2010-04-26,43.049999
2010-04-27,40.349998
2010-04-28,41.029999
2010-04-29,40.380001
2010-04-30,39.220001
2010-05-03,38.41
2010-05-04,36.43
2010-05-05,36.349998
2010-05-06,34.759997999999996
2010-05-07,34.91
2010-05-10,38.529999
2010-05-11,35.709998999999996
2010-05-12,36.75
2010-05-13,36.419998
2010-05-14,34.169998
2010-05-17,32.099998
2010-05-18,32.349998
2010-05-19,31.190001000000002
2010-05-20,29.790001
2010-05-21,31.889999
2010-05-24,30.99
2010-05-25,32.049999
2010-05-26,32.43
2010-05-27,35.0
2010-05-28,34.02
2010-06-01,32.16
2010-06-02,34.75
2010-06-03,33.779999
2010-06-04,30.91
2010-06-07,29.360001
2010-06-08,31.27
2010-06-09,31.08
2010-06-10,33.110001000000004
2010-06-11,33.810001
2010-06-14,33.93
2010-06-15,35.610001000000004
2010-06-16,35.189999
2010-06-17,34.529999
2010-06-18,34.77
2010-06-21,35.810001
2010-06-22,34.619999
2010-06-23,34.41
2010-06-24,33.099998
2010-06-25,33.919998
2010-06-28,32.529999
2010-06-29,30.059998999999998
2010-06-30,29.58
2010-07-01,30.030001000000002
2010-07-02,29.549999
2010-07-06,30.059998999999998
2010-07-07,32.139998999999996
2010-07-08,33.060001
2010-07-09,34.360001000000004
2010-07-12,33.18
2010-07-13,33.720001
2010-07-14,33.439999
2010-07-15,32.919998
2010-07-16,31.639999
2010-07-19,31.32
2010-07-20,32.779999
2010-07-21,33.509997999999996
2010-07-22,35.07
2010-07-23,35.66
2010-07-26,35.799999
2010-07-27,34.68
2010-07-28,34.099998
2010-07-29,34.75
2010-07-30,35.25
2010-08-02,36.919998
2010-08-03,36.43
2010-08-04,36.57
2010-08-05,35.299999
2010-08-06,34.630001
2010-08-09,35.330002
2010-08-10,34.93
2010-08-11,33.040001000000004
2010-08-12,32.599998
2010-08-13,32.16
2010-08-16,32.360001000000004
2010-08-17,34.790001000000004
2010-08-18,35.0
2010-08-19,33.380001
2010-08-20,32.75
2010-08-23,32.27
2010-08-24,31.02
2010-08-25,31.75
2010-08-26,31.700001
2010-08-27,33.43
2010-08-30,33.139998999999996
2010-08-31,33.380001
2010-09-01,35.779999
2010-09-02,36.849998
2010-09-03,38.200001
2010-09-07,37.02
2010-09-08,37.82
2010-09-09,37.43
2010-09-10,37.900002
2010-09-13,39.560001
2010-09-14,39.529999
2010-09-15,38.709998999999996
2010-09-16,38.450001
2010-09-17,38.119999
2010-09-20,38.0
2010-09-21,38.110001000000004
2010-09-22,38.790001000000004
2010-09-23,37.84
2010-09-24,39.34
2010-09-27,40.049999
2010-09-28,40.060001
2010-09-29,40.560001
2010-09-30,41.16
2010-10-01,42.470001
2010-10-04,41.34
2010-10-05,43.310001
2010-10-06,43.91
2010-10-07,43.080002
2010-10-08,44.5
2010-10-11,44.009997999999996
2010-10-12,44.23
2010-10-13,45.720001
2010-10-14,46.25
2010-10-15,45.43
2010-10-18,44.310001
2010-10-19,42.529999
2010-10-20,44.400002
2010-10-21,44.400002
2010-10-22,44.299999
2010-10-25,45.290001000000004
2010-10-26,44.84
2010-10-27,44.049999
2010-10-28,44.41
2010-10-29,44.740002000000004
2010-11-01,44.849998
2010-11-02,45.330002
2010-11-03,45.650002
2010-11-04,47.740002000000004
2010-11-05,49.720001
2010-11-08,50.150002
2010-11-09,48.080002
2010-11-10,48.349998
2010-11-11,50.189999
2010-11-12,49.119999
2010-11-15,48.98
2010-11-16,47.07
2010-11-17,47.52
2010-11-18,49.189999
2010-11-19,50.02
2010-11-22,50.049999
2010-11-23,47.77
2010-11-24,49.27
2010-11-26,47.950001
2010-11-29,48.450001
2010-11-30,49.5
2010-12-01,51.5
2010-12-02,53.790001000000004
2010-12-03,54.73
2010-12-06,56.209998999999996
2010-12-07,55.509997999999996
2010-12-08,55.0
2010-12-09,55.110001000000004
2010-12-10,57.32
2010-12-13,57.27
2010-12-14,57.470001
2010-12-15,56.369999
2010-12-16,55.779999
2010-12-17,57.66
2010-12-20,56.549999
2010-12-21,57.610001000000004
2010-12-22,57.439999
2010-12-23,57.990002000000004
2010-12-27,58.169998
2010-12-28,59.549999
2010-12-29,59.860001000000004
2010-12-30,60.900002
2010-12-31,61.830002
2011-01-03,63.299999
2011-01-04,62.919998
2011-01-05,63.060001
2011-01-06,62.380001
2011-01-07,62.419998
2011-01-10,60.970001
2011-01-11,63.75
2011-01-12,65.099998
2011-01-13,63.639998999999996
2011-01-14,62.900002
2011-01-18,64.300003
2011-01-19,62.610001000000004
2011-01-20,60.490002000000004
2011-01-21,59.110001000000004
2011-01-24,60.049999
2011-01-25,59.299999
2011-01-26,61.25
2011-01-27,59.48
2011-01-28,57.900002
2011-01-31,60.599998
2011-02-01,62.91
2011-02-02,64.410004
2011-02-03,63.43
2011-02-04,62.509997999999996
2011-02-07,62.799999
2011-02-08,63.560001
2011-02-09,58.279999
2011-02-10,58.68
2011-02-11,58.810001
2011-02-14,59.459998999999996
2011-02-15,58.580002
2011-02-16,58.369999
2011-02-17,56.689999
2011-02-18,55.080002
2011-02-22,52.509997999999996
2011-02-23,52.740002000000004
2011-02-24,53.48
2011-02-25,55.32
2011-02-28,55.419998
2011-03-01,54.220001
2011-03-02,54.330002
2011-03-03,55.48
2011-03-04,55.630001
2011-03-07,54.029999
2011-03-08,54.240002000000004
2011-03-09,52.57
2011-03-10,50.900002
2011-03-11,52.450001
2011-03-14,50.93
2011-03-15,52.57
2011-03-16,51.540001000000004
2011-03-17,54.43
2011-03-18,54.220001
2011-03-21,53.970001
2011-03-22,53.189999
2011-03-23,52.880001
2011-03-24,54.720001
2011-03-25,53.700001
2011-03-28,52.740002000000004
2011-03-29,53.279999
2011-03-30,54.25
2011-03-31,53.02
2011-04-01,53.16
2011-04-04,56.84
2011-04-05,58.439999
2011-04-06,58.450001
2011-04-07,57.490002000000004
2011-04-08,57.349998
2011-04-11,56.34
2011-04-12,53.919998
2011-04-13,52.889998999999996
2011-04-14,52.299999
2011-04-15,51.939999
2011-04-18,50.68
2011-04-19,54.029999
2011-04-20,55.200001
2011-04-21,56.43
2011-04-25,55.66
2011-04-26,55.830002
2011-04-27,55.150002
2011-04-28,53.759997999999996
2011-04-29,54.25
2011-05-02,54.5
2011-05-03,53.029999
2011-05-04,51.810001
2011-05-05,49.41
2011-05-06,50.25
2011-05-09,50.75
2011-05-10,50.290001000000004
2011-05-11,47.400002
2011-05-12,47.5
2011-05-13,46.360001000000004
2011-05-16,46.470001
2011-05-17,48.119999
2011-05-18,50.200001
2011-05-19,49.959998999999996
2011-05-20,50.0
2011-05-23,47.91
2011-05-24,48.459998999999996
2011-05-25,49.48
2011-05-26,50.200001
2011-05-27,51.619999
2011-05-31,52.57
2011-06-01,50.349998
2011-06-02,50.599998
2011-06-03,50.490002000000004
2011-06-06,48.720001
2011-06-07,48.34
2011-06-08,47.59
2011-06-09,48.639998999999996
2011-06-10,46.57
2011-06-13,46.009997999999996
2011-06-14,47.650002
2011-06-15,46.349998
2011-06-16,44.450001
2011-06-17,44.610001000000004
2011-06-20,44.0
2011-06-21,46.73
2011-06-22,45.389998999999996
2011-06-23,46.599998
2011-06-24,46.490002000000004
2011-06-27,46.5
2011-06-28,48.150002
2011-06-29,50.029999
2011-06-30,50.740002000000004
2011-07-01,52.25
2011-07-05,52.779999
2011-07-06,52.130001
2011-07-07,53.18
2011-07-08,52.279999
2011-07-11,51.419998
2011-07-12,50.779999
2011-07-13,51.860001000000004
2011-07-14,50.619999
2011-07-15,52.419998
2011-07-18,51.23
2011-07-19,52.75
2011-07-20,52.880001
2011-07-21,53.419998
2011-07-22,52.790001000000004
2011-07-25,53.23
2011-07-26,52.77
2011-07-27,49.939999
2011-07-28,50.150002
2011-07-29,49.439999
2011-08-01,50.349998
2011-08-02,46.790001000000004
2011-08-03,47.709998999999996
2011-08-04,43.650002
2011-08-05,42.459998999999996
2011-08-08,37.900002
2011-08-09,42.029999
2011-08-10,41.549999
2011-08-11,43.32
2011-08-12,43.459998999999996
2011-08-15,44.610001000000004
2011-08-16,42.880001
2011-08-17,43.200001
2011-08-18,39.830002
2011-08-19,38.349998
2011-08-22,37.880001
2011-08-23,39.959998999999996
2011-08-24,41.07
2011-08-25,39.91
2011-08-26,41.400002
2011-08-29,42.580002
2011-08-30,43.98
2011-08-31,44.330002
2011-09-01,43.91
2011-09-02,42.400002
2011-09-06,41.630001
2011-09-07,43.41
2011-09-08,43.060001
2011-09-09,40.73
2011-09-12,39.470001
2011-09-13,39.330002
2011-09-14,39.490002000000004
2011-09-15,40.610001000000004
2011-09-16,39.990002000000004
2011-09-19,38.110001000000004
2011-09-20,36.299999
2011-09-21,33.880001
2011-09-22,30.75
2011-09-23,29.950001
2011-09-26,30.219998999999998
2011-09-27,31.48
2011-09-28,29.4
2011-09-29,29.65
2011-09-30,29.190001000000002
2011-10-03,27.18
2011-10-04,29.27
2011-10-05,32.419998
2011-10-06,33.990002000000004
2011-10-07,32.43
2011-10-10,34.52
2011-10-11,34.259997999999996
2011-10-12,35.450001
2011-10-13,34.639998999999996
2011-10-14,36.369999
2011-10-17,34.490002000000004
2011-10-18,35.540001000000004
2011-10-19,33.310001
2011-10-20,33.77
2011-10-21,34.59
2011-10-24,36.73
2011-10-25,35.330002
2011-10-26,37.040001000000004
2011-10-27,40.880001
2011-10-28,41.810001
2011-10-31,40.099998
2011-11-01,37.259997999999996
2011-11-02,38.470001
2011-11-03,39.27
2011-11-04,38.84
2011-11-07,38.889998999999996
2011-11-08,39.990002000000004
2011-11-09,36.959998999999996
2011-11-10,37.150002
2011-11-11,37.889998999999996
2011-11-14,37.299999
2011-11-15,38.0
2011-11-16,36.689999
2011-11-17,34.84
2011-11-18,34.150002
2011-11-21,33.349998
2011-11-22,33.09
2011-11-23,31.549999
2011-11-25,31.309998999999998
2011-11-28,32.82
2011-11-29,33.25
2011-11-30,36.490002000000004
2011-12-01,37.209998999999996
