Date,XLE
2000-02-25,24.8125
2000-02-28,25.5625
2000-02-29,26.15625
2000-03-01,26.8125
2000-03-02,27.3125
2000-03-03,26.875
2000-03-06,26.71875
2000-03-07,28.5625
2000-03-08,28.09375
2000-03-09,28.125
2000-03-10,27.75
2000-03-13,27.34375
2000-03-14,27.6875
2000-03-15,27.5625
2000-03-16,28.75
2000-03-17,27.78125
2000-03-20,27.34375
2000-03-21,28.21875
2000-03-22,28.0
2000-03-23,27.96875
2000-03-24,28.03125
2000-03-27,28.125
2000-03-28,28.0
2000-03-29,29.46875
2000-03-30,29.46875
2000-03-31,29.3125
2000-04-03,29.8125
2000-04-04,29.4375
2000-04-05,28.5625
2000-04-06,29.3125
2000-04-07,28.859375
2000-04-10,28.4375
2000-04-11,28.9375
2000-04-12,29.1875
2000-04-13,29.125
2000-04-14,28.5
2000-04-17,27.8125
2000-04-18,27.953125
2000-04-19,28.5625
2000-04-20,28.609375
2000-04-24,28.921875
2000-04-25,28.96875
2000-04-26,29.34375
2000-04-27,29.75
2000-04-28,28.875
2000-05-01,29.34375
2000-05-02,29.765625
2000-05-03,29.0
2000-05-04,29.75
2000-05-05,30.0625
2000-05-08,30.4375
2000-05-09,30.453125
2000-05-10,30.546875
2000-05-11,31.5
2000-05-12,31.609375
2000-05-15,32.265625
2000-05-16,31.640625
2000-05-17,31.796875
2000-05-18,31.75
2000-05-19,31.8125
2000-05-22,31.546875
2000-05-23,31.421875
2000-05-24,31.453125
2000-05-25,30.875
2000-05-26,30.890625
2000-05-30,31.328125
2000-05-31,32.265625
2000-06-01,31.96875
2000-06-02,30.875
2000-06-05,30.4375
2000-06-06,31.625
2000-06-07,31.21875
2000-06-08,31.375
2000-06-09,31.171875
2000-06-12,31.875
2000-06-13,31.875
2000-06-14,31.828125
2000-06-15,31.375
2000-06-16,31.75
2000-06-19,31.484375
2000-06-20,31.3125
2000-06-21,31.875
2000-06-22,31.03125
2000-06-23,31.421875
2000-06-26,31.171875
2000-06-27,30.953125
2000-06-28,30.6875
2000-06-29,30.75
2000-06-30,30.34375
2000-07-03,30.53125
2000-07-05,29.265625
2000-07-06,29.5625
2000-07-07,29.703125
2000-07-10,29.84375
2000-07-11,30.90625
2000-07-12,30.5
2000-07-13,30.03125
2000-07-14,30.0
2000-07-17,29.609375
2000-07-18,29.875
2000-07-19,29.796875
2000-07-20,29.5
2000-07-21,28.9375
2000-07-24,28.640625
2000-07-25,28.375
2000-07-26,28.609375
2000-07-27,29.59375
2000-07-28,29.375
2000-07-31,29.1875
2000-08-01,29.734375
2000-08-02,30.296875
2000-08-03,29.875
2000-08-04,30.0
2000-08-07,30.390625
2000-08-08,30.453125
2000-08-09,31.0
2000-08-10,31.28125
2000-08-11,31.25
2000-08-14,31.6875
2000-08-15,31.5625
2000-08-16,32.0
2000-08-17,32.75
2000-08-18,32.375
2000-08-21,32.5
2000-08-22,32.40625
2000-08-23,33.25
2000-08-24,32.53125
2000-08-25,32.625
2000-08-28,32.75
2000-08-29,32.78125
2000-08-30,32.5
2000-08-31,32.375
2000-09-01,32.703125
2000-09-05,32.703125
2000-09-06,33.421875
2000-09-07,33.265625
2000-09-08,32.875
2000-09-11,33.921875
2000-09-12,33.875
2000-09-13,33.3125
2000-09-14,33.21875
2000-09-15,33.9375
2000-09-18,34.0
2000-09-19,33.09375
2000-09-20,32.4375
2000-09-21,32.1875
2000-09-22,31.984375
2000-09-25,31.5
2000-09-26,32.25
2000-09-27,32.859375
2000-09-28,32.734375
2000-09-29,32.765625
2000-10-02,33.4375
2000-10-03,33.421875
2000-10-04,32.4375
2000-10-05,32.390625
2000-10-06,32.25
2000-10-09,32.75
2000-10-10,33.484375
2000-10-11,33.796875
2000-10-12,34.3125
2000-10-13,33.0
2000-10-16,32.6875
2000-10-17,32.703125
2000-10-18,32.265625
2000-10-19,32.421875
2000-10-20,33.0625
2000-10-23,32.53125
2000-10-24,31.984375
2000-10-25,31.203125
2000-10-26,31.34375
2000-10-27,31.125
2000-10-30,31.65625
2000-10-31,31.875
2000-11-01,32.90625
2000-11-02,31.75
2000-11-03,31.625
2000-11-06,31.75
2000-11-07,32.0
2000-11-08,32.3125
2000-11-09,31.96875
2000-11-10,32.0625
2000-11-13,31.8125
2000-11-14,32.0
2000-11-15,32.625
2000-11-16,32.75
2000-11-17,32.484375
2000-11-20,32.328125
2000-11-21,33.0625
2000-11-22,32.53125
2000-11-24,33.0
2000-11-27,32.734375
2000-11-28,32.703125
2000-11-29,31.265625
2000-11-30,30.203125
2000-12-01,30.875
2000-12-04,31.40625
2000-12-05,30.75
2000-12-06,30.5
2000-12-07,31.0
2000-12-08,30.984375
2000-12-11,31.078125
2000-12-12,31.4375
2000-12-13,31.5
2000-12-14,30.53125
2000-12-15,30.796875
2000-12-18,31.75
2000-12-19,32.296875
2000-12-20,31.34375
2000-12-21,31.578125
2000-12-22,32.0
2000-12-26,33.34375
2000-12-27,33.3125
2000-12-28,33.859375
2000-12-29,33.1875
2001-01-02,33.265625
2001-01-03,32.25
2001-01-04,31.25
2001-01-05,31.921875
2001-01-08,31.8125
2001-01-09,31.171875
2001-01-10,31.375
2001-01-11,31.71875
2001-01-12,31.515625
2001-01-16,31.5
2001-01-17,31.34375
2001-01-18,30.75
2001-01-19,30.609375
2001-01-22,30.9375
2001-01-23,31.421875
2001-01-24,31.390625
2001-01-25,32.328125
2001-01-26,31.78125
2001-01-29,31.52
2001-01-30,31.790001
2001-01-31,32.130001
2001-02-01,31.719998999999998
2001-02-02,32.25
2001-02-05,32.900002
2001-02-06,33.110001000000004
2001-02-07,33.200001
2001-02-08,33.380001
2001-02-09,33.919998
2001-02-12,33.470001
2001-02-13,33.400002
2001-02-14,33.16
2001-02-15,32.73
2001-02-16,33.02
2001-02-20,32.830002
2001-02-21,32.610001000000004
2001-02-22,32.450001
2001-02-23,32.040001000000004
2001-02-26,32.389998999999996
2001-02-27,32.189999
2001-02-28,31.74
2001-03-01,32.099998
2001-03-02,32.830002
2001-03-05,33.009997999999996
2001-03-06,33.18
2001-03-07,33.889998999999996
2001-03-08,34.23
2001-03-09,34.07
2001-03-12,32.939999
2001-03-13,32.549999
2001-03-14,32.060001
2001-03-15,32.080002
2001-03-16,31.450001
2001-03-19,31.85
2001-03-20,32.130001
2001-03-21,31.209999
2001-03-22,30.290001
2001-03-23,30.530001000000002
2001-03-26,30.93
2001-03-27,31.1
2001-03-28,30.65
2001-03-29,30.0
2001-03-30,30.700001
2001-04-02,30.129998999999998
2001-04-03,29.299999
2001-04-04,29.82
2001-04-05,30.6
2001-04-06,30.639999
2001-04-09,31.360001
2001-04-10,31.9
2001-04-11,31.33
2001-04-12,31.66
2001-04-16,32.279999
2001-04-17,32.450001
2001-04-18,32.279999
2001-04-19,31.719998999999998
2001-04-20,32.060001
2001-04-23,32.91
2001-04-24,32.970001
2001-04-25,33.439999
2001-04-26,34.099998
2001-04-27,33.869999
2001-04-30,33.869999
2001-05-01,33.650002
2001-05-02,32.34
2001-05-03,32.18
2001-05-04,32.689999
2001-05-07,32.779999
2001-05-08,32.75
2001-05-09,33.330002
2001-05-10,33.09
2001-05-11,32.77
2001-05-14,33.279999
2001-05-15,33.580002
2001-05-16,33.860001000000004
2001-05-17,33.970001
2001-05-18,34.68
2001-05-21,34.599998
2001-05-22,34.25
2001-05-23,33.73
2001-05-24,33.669998
2001-05-25,33.380001
2001-05-29,33.330002
2001-05-30,33.200001
2001-05-31,33.549999
2001-06-01,33.400002
2001-06-04,33.849998
2001-06-05,33.950001
2001-06-06,33.09
2001-06-07,32.700001
2001-06-08,32.790001000000004
2001-06-11,32.880001
2001-06-12,33.130001
2001-06-13,32.970001
2001-06-14,32.299999
2001-06-15,32.389998999999996
2001-06-18,32.029999
2001-06-19,32.0
2001-06-20,31.4
2001-06-21,30.93
2001-06-22,31.530001000000002
2001-06-25,31.16
2001-06-26,31.35
2001-06-27,30.6
2001-06-28,29.950001
2001-06-29,30.35
2001-07-02,30.27
2001-07-03,30.23
2001-07-05,30.5
2001-07-06,30.389999
2001-07-09,29.959999
2001-07-10,30.0
2001-07-11,29.6
2001-07-12,29.559998999999998
2001-07-13,29.67
2001-07-16,29.18
2001-07-17,29.049999
2001-07-18,28.74
2001-07-19,29.040001
2001-07-20,29.66
2001-07-23,29.32
2001-07-24,28.27
2001-07-25,29.58
2001-07-26,30.18
2001-07-27,30.32
2001-07-30,30.35
2001-07-31,30.0
2001-08-01,29.889999
2001-08-02,29.870001000000002
2001-08-03,29.42
2001-08-06,29.379998999999998
2001-08-07,29.379998999999998
2001-08-08,28.780001000000002
2001-08-09,28.950001
2001-08-10,28.98
2001-08-13,29.120001000000002
2001-08-14,29.280001000000002
2001-08-15,29.719998999999998
2001-08-16,29.549999
2001-08-17,29.33
2001-08-20,29.120001000000002
2001-08-21,29.1
2001-08-22,29.120001000000002
2001-08-23,29.379998999999998
2001-08-24,29.620001000000002
2001-08-27,29.58
2001-08-28,29.27
2001-08-29,29.15
2001-08-30,28.73
2001-08-31,28.73
2001-09-04,28.9
2001-09-05,29.0
2001-09-06,28.799999
2001-09-07,28.780001000000002
2001-09-10,28.870001000000002
2001-09-17,28.280001000000002
2001-09-18,26.91
2001-09-19,25.940001000000002
2001-09-20,25.209999
2001-09-21,25.08
2001-09-24,24.42
2001-09-25,24.15
2001-09-26,23.98
2001-09-27,24.93
2001-09-28,25.82
2001-10-01,25.459999
2001-10-02,26.02
2001-10-03,26.379998999999998
2001-10-04,27.0
2001-10-05,27.200001
2001-10-08,27.25
2001-10-09,27.299999
2001-10-10,28.51
2001-10-11,28.5
2001-10-12,28.309998999999998
2001-10-15,27.790001
2001-10-16,28.120001000000002
2001-10-17,27.98
2001-10-18,26.85
2001-10-19,26.950001
2001-10-22,27.280001000000002
2001-10-23,27.18
2001-10-24,26.799999
2001-10-25,27.48
2001-10-26,28.01
2001-10-29,27.75
2001-10-30,26.82
2001-10-31,26.860001
2001-11-01,27.27
2001-11-02,26.530001000000002
2001-11-05,26.370001000000002
2001-11-06,26.209999
2001-11-07,26.32
2001-11-08,26.83
2001-11-09,27.35
2001-11-12,27.280001000000002
2001-11-13,27.5
2001-11-14,26.16
2001-11-15,24.84
2001-11-16,25.299999
2001-11-19,25.24
2001-11-20,26.17
2001-11-21,25.83
2001-11-23,26.07
2001-11-26,25.639999
2001-11-27,25.66
2001-11-28,25.059998999999998
2001-11-29,25.49
2001-11-30,25.360001
2001-12-03,25.700001
2001-12-04,26.059998999999998
2001-12-05,26.6
2001-12-06,25.809998999999998
2001-12-07,25.98
2001-12-10,25.620001000000002
2001-12-11,25.200001
2001-12-12,25.26
2001-12-13,24.85
2001-12-14,25.1
2001-12-17,25.040001
2001-12-18,25.370001000000002
2001-12-19,25.950001
2001-12-20,25.83
2001-12-21,25.9
2001-12-24,26.33
2001-12-26,26.790001
2001-12-27,26.879998999999998
2001-12-28,27.0
2001-12-31,26.700001
2002-01-02,26.5
2002-01-03,26.34
2002-01-04,26.459999
2002-01-07,26.450001
2002-01-08,26.219998999999998
2002-01-09,26.25
2002-01-10,26.049999
2002-01-11,25.549999
2002-01-14,25.24
2002-01-15,25.65
2002-01-16,25.120001000000002
2002-01-17,25.110001
2002-01-18,24.9
2002-01-22,24.719998999999998
2002-01-23,25.42
2002-01-24,25.77
2002-01-25,26.049999
2002-01-28,25.65
2002-01-29,24.950001
2002-01-30,25.15
2002-01-31,25.75
2002-02-01,25.889999
2002-02-04,25.200001
2002-02-05,25.030001000000002
2002-02-06,25.200001
2002-02-07,24.91
2002-02-08,25.190001000000002
2002-02-11,25.52
2002-02-12,25.4
2002-02-13,25.549999
2002-02-14,25.76
2002-02-15,25.780001000000002
2002-02-19,25.549999
2002-02-20,25.469998999999998
2002-02-21,25.77
2002-02-22,26.48
2002-02-25,26.860001
2002-02-26,26.719998999999998
2002-02-27,26.700001
2002-02-28,26.629998999999998
2002-03-01,27.01
2002-03-04,27.6
2002-03-05,27.610001
2002-03-06,28.139999
2002-03-07,28.35
2002-03-08,28.219998999999998
2002-03-11,28.52
2002-03-12,28.77
2002-03-13,28.58
2002-03-14,28.57
2002-03-15,28.68
2002-03-18,28.9
2002-03-19,29.25
2002-03-20,28.940001000000002
2002-03-21,29.1
2002-03-22,28.42
2002-03-25,28.16
2002-03-26,28.389999
2002-03-27,29.049999
2002-03-28,28.889999
2002-04-01,29.09
2002-04-02,29.450001
2002-04-03,28.809998999999998
2002-04-04,28.290001
2002-04-05,27.969998999999998
2002-04-08,28.4
2002-04-09,27.99
2002-04-10,28.309998999999998
2002-04-11,28.02
2002-04-12,27.1
2002-04-15,27.629998999999998
2002-04-16,28.15
2002-04-17,28.5
2002-04-18,28.639999
2002-04-19,28.77
2002-04-22,28.49
2002-04-23,28.42
2002-04-24,27.91
2002-04-25,28.110001
2002-04-26,27.799999
2002-04-29,27.620001000000002
2002-04-30,27.85
2002-05-01,28.02
2002-05-02,28.23
2002-05-03,28.33
2002-05-06,27.360001
2002-05-07,27.23
2002-05-08,27.799999
2002-05-09,27.549999
2002-05-10,27.530001000000002
2002-05-13,28.059998999999998
2002-05-14,28.139999
2002-05-15,27.67
2002-05-16,27.99
2002-05-17,27.76
2002-05-20,27.57
2002-05-21,27.59
2002-05-22,28.049999
2002-05-23,28.290001
2002-05-24,27.98
2002-05-28,27.76
2002-05-29,27.5
2002-05-30,26.969998999999998
2002-05-31,27.360001
2002-06-03,26.5
2002-06-04,26.5
2002-06-05,26.4
2002-06-06,26.120001000000002
2002-06-07,26.389999
2002-06-10,25.9
2002-06-11,25.51
2002-06-12,25.870001000000002
2002-06-13,25.84
2002-06-14,25.809998999999998
2002-06-17,26.48
2002-06-18,26.35
2002-06-19,26.09
2002-06-20,26.040001
2002-06-21,25.719998999999998
2002-06-24,25.950001
2002-06-25,25.84
2002-06-26,25.85
2002-06-27,25.98
2002-06-28,26.200001
2002-07-01,25.950001
2002-07-02,25.440001000000002
2002-07-03,25.6
2002-07-05,26.200001
2002-07-08,25.879998999999998
2002-07-09,25.559998999999998
2002-07-10,24.469998999999998
2002-07-11,24.0
2002-07-12,23.57
2002-07-15,23.049999
2002-07-16,22.700001
2002-07-17,22.950001
2002-07-18,22.799999
2002-07-19,21.4
2002-07-22,20.09
2002-07-23,19.799999
2002-07-24,21.110001
2002-07-25,21.02
2002-07-26,21.299999
2002-07-29,22.530001000000002
2002-07-30,22.18
2002-07-31,22.57
2002-08-01,21.24
2002-08-02,21.0
2002-08-05,20.219998999999998
2002-08-06,20.950001
2002-08-07,21.25
2002-08-08,22.15
2002-08-09,22.549999
2002-08-12,22.5
2002-08-13,22.16
2002-08-14,23.030001000000002
2002-08-15,23.68
2002-08-16,23.299999
2002-08-19,23.49
2002-08-20,22.9
2002-08-21,22.950001
2002-08-22,23.6
2002-08-23,23.219998999999998
2002-08-26,23.530001000000002
2002-08-27,23.52
2002-08-28,22.959999
2002-08-29,22.76
2002-08-30,22.91
2002-09-03,22.0
2002-09-04,21.950001
2002-09-05,21.99
2002-09-06,22.35
2002-09-09,22.32
2002-09-10,22.799999
2002-09-11,22.68
2002-09-12,22.120001000000002
2002-09-13,22.360001
2002-09-16,22.52
2002-09-17,21.790001
2002-09-18,21.85
2002-09-19,21.23
2002-09-20,21.27
2002-09-23,21.15
2002-09-24,20.540001
2002-09-25,21.1
2002-09-26,21.99
2002-09-27,21.58
2002-09-30,21.16
2002-10-01,21.83
2002-10-02,21.59
2002-10-03,21.73
2002-10-04,21.360001
2002-10-07,21.09
2002-10-08,20.860001
2002-10-09,20.450001
2002-10-10,20.93
2002-10-11,21.280001000000002
2002-10-14,21.870001000000002
2002-10-15,22.530001000000002
2002-10-16,22.18
2002-10-17,22.65
2002-10-18,22.629998999999998
2002-10-21,22.74
2002-10-22,22.1
2002-10-23,22.459999
2002-10-24,22.09
2002-10-25,21.75
2002-10-28,21.709999
2002-10-29,21.08
2002-10-30,21.780001000000002
2002-10-31,21.549999
2002-11-01,22.120001000000002
2002-11-04,21.75
2002-11-05,22.200001
2002-11-06,22.4
2002-11-07,21.98
2002-11-08,21.85
2002-11-11,21.58
2002-11-12,21.51
2002-11-13,21.030001000000002
2002-11-14,21.709999
2002-11-15,21.879998999999998
2002-11-18,21.9
2002-11-19,21.9
2002-11-20,22.33
2002-11-21,22.5
2002-11-22,22.02
2002-11-25,22.200001
2002-11-26,21.780001000000002
2002-11-27,22.17
2002-11-29,22.440001000000002
2002-12-02,22.51
2002-12-03,22.73
2002-12-04,22.530001000000002
2002-12-05,22.68
2002-12-06,22.9
2002-12-09,22.5
2002-12-10,22.85
2002-12-11,22.73
2002-12-12,22.93
2002-12-13,22.870001000000002
2002-12-16,23.26
2002-12-17,23.02
2002-12-18,22.83
2002-12-19,22.6
2002-12-20,22.940001000000002
2002-12-23,23.040001
2002-12-24,22.93
2002-12-26,22.67
2002-12-27,22.18
2002-12-30,22.290001
2002-12-31,22.33
2003-01-02,22.799999
2003-01-03,22.76
2003-01-06,22.950001
2003-01-07,22.200001
2003-01-08,21.99
2003-01-09,22.27
2003-01-10,22.09
2003-01-13,22.01
2003-01-14,22.1
2003-01-15,22.17
2003-01-16,22.389999
2003-01-17,22.219998999999998
2003-01-21,21.700001
2003-01-22,21.639999
2003-01-23,21.700001
2003-01-24,21.32
2003-01-27,20.65
2003-01-28,21.0
2003-01-29,21.68
2003-01-30,21.34
2003-01-31,21.77
2003-02-03,21.940001000000002
2003-02-04,22.09
2003-02-05,21.93
2003-02-06,21.84
2003-02-07,21.639999
2003-02-10,21.92
2003-02-11,21.780001000000002
2003-02-12,21.4
2003-02-13,21.299999
2003-02-14,21.469998999999998
2003-02-18,21.82
2003-02-19,21.799999
2003-02-20,21.75
2003-02-21,22.23
2003-02-24,22.42
2003-02-25,22.299999
2003-02-26,22.360001
2003-02-27,22.23
2003-02-28,22.41
2003-03-03,22.49
2003-03-04,22.379998999999998
2003-03-05,22.58
2003-03-06,22.6
2003-03-07,22.6
2003-03-10,22.370001000000002
2003-03-11,22.15
2003-03-12,21.799999
2003-03-13,21.889999
2003-03-14,21.799999
2003-03-17,22.08
2003-03-18,22.5
2003-03-19,22.530001000000002
2003-03-20,22.75
2003-03-21,22.379998999999998
2003-03-24,22.049999
2003-03-25,22.25
2003-03-26,22.299999
2003-03-27,22.48
2003-03-28,22.68
2003-03-31,22.32
2003-04-01,22.74
2003-04-02,22.690001000000002
2003-04-03,22.27
2003-04-04,22.389999
2003-04-07,22.219998999999998
2003-04-08,21.950001
2003-04-09,21.940001000000002
2003-04-10,22.24
2003-04-11,22.110001
2003-04-14,22.219998999999998
2003-04-15,22.16
2003-04-16,21.860001
2003-04-17,22.299999
2003-04-21,22.290001
2003-04-22,22.6
2003-04-23,22.6
2003-04-24,22.52
2003-04-25,22.24
2003-04-28,22.34
2003-04-29,22.030001000000002
2003-04-30,22.129998999999998
2003-05-01,22.24
2003-05-02,22.59
2003-05-05,22.73
2003-05-06,22.700001
2003-05-07,22.85
2003-05-08,22.879998999999998
2003-05-09,23.030001000000002
2003-05-12,23.139999
2003-05-13,23.4
2003-05-14,23.5
2003-05-15,23.51
2003-05-16,23.59
2003-05-19,23.35
2003-05-20,23.26
2003-05-21,23.950001
2003-05-22,23.9
2003-05-23,24.120001000000002
2003-05-27,24.6
2003-05-28,24.309998999999998
2003-05-29,24.08
2003-05-30,24.48
2003-06-02,24.610001
2003-06-03,24.790001
2003-06-04,24.950001
2003-06-05,24.82
2003-06-06,24.77
2003-06-09,24.73
2003-06-10,24.879998999999998
2003-06-11,25.6
2003-06-12,25.370001000000002
2003-06-13,24.950001
2003-06-16,24.92
2003-06-17,24.68
2003-06-18,24.530001000000002
2003-06-19,24.66
2003-06-20,24.450001
2003-06-23,24.379998999999998
2003-06-24,24.360001
2003-06-25,24.4
2003-06-26,24.290001
2003-06-27,24.200001
2003-06-30,24.049999
2003-07-01,24.030001000000002
2003-07-02,24.0
2003-07-03,23.959999
2003-07-07,23.799999
2003-07-08,23.76
2003-07-09,24.0
2003-07-10,23.639999
2003-07-11,23.709999
2003-07-14,23.5
2003-07-15,23.299999
2003-07-16,23.08
2003-07-17,23.23
2003-07-18,23.76
2003-07-21,23.629998999999998
2003-07-22,23.57
2003-07-23,23.440001000000002
2003-07-24,23.219998999999998
2003-07-25,23.43
2003-07-28,23.33
2003-07-29,23.0
2003-07-30,23.030001000000002
2003-07-31,23.200001
2003-08-01,23.139999
2003-08-04,22.9
2003-08-05,22.799999
2003-08-06,23.200001
2003-08-07,23.780001000000002
2003-08-08,23.85
2003-08-11,23.959999
2003-08-12,24.129998999999998
2003-08-13,24.110001
2003-08-14,24.200001
2003-08-15,24.280001000000002
2003-08-18,24.280001000000002
2003-08-19,24.17
2003-08-20,24.280001000000002
2003-08-21,24.51
2003-08-22,24.129998999999998
2003-08-25,24.129998999999998
