Date,CMTL
1980-03-17,6.851852
1980-03-18,6.481482
1980-03-19,6.481482
1980-03-20,5.9259260000000005
1980-03-21,5.740741000000001
1980-03-24,5.740741000000001
1980-03-25,5.555555
1980-03-26,5.185185
1980-03-27,4.444445
1980-03-28,4.814815
1980-03-31,4.444445
1980-04-01,4.259258999999999
1980-04-02,4.444445
1980-04-03,4.629630000000001
1980-04-07,4.444445
1980-04-08,4.444445
1980-04-09,4.444445
1980-04-10,5.0
1980-04-11,5.740741000000001
1980-04-14,5.9259260000000005
1980-04-15,5.9259260000000005
1980-04-16,5.555555
1980-04-17,5.555555
1980-04-18,5.740741000000001
1980-04-21,5.370369999999999
1980-04-22,5.555555
1980-04-23,5.370369999999999
1980-04-24,5.370369999999999
1980-04-25,4.814815
1980-04-28,4.814815
1980-04-29,4.814815
1980-04-30,4.814815
1980-05-01,4.629630000000001
1980-05-02,4.444445
1980-05-05,5.0
1980-05-06,5.370369999999999
1980-05-07,5.555555
1980-05-08,5.555555
1980-05-09,5.555555
1980-05-12,5.555555
1980-05-13,5.555555
1980-05-14,5.555555
1980-05-15,5.555555
1980-05-16,5.555555
1980-05-19,5.555555
1980-05-20,5.555555
1980-05-21,5.185185
1980-05-22,5.185185
1980-05-23,5.185185
1980-05-27,5.0
1980-05-28,5.0
1980-05-29,4.814815
1980-05-30,5.9259260000000005
1980-06-02,5.9259260000000005
1980-06-03,5.9259260000000005
1980-06-04,5.740741000000001
1980-06-05,5.740741000000001
1980-06-06,5.555555
1980-06-09,5.370369999999999
1980-06-10,5.185185
1980-06-11,5.185185
1980-06-12,4.814815
1980-06-13,4.814815
1980-06-16,4.814815
1980-06-17,4.814815
1980-06-18,4.259258999999999
1980-06-19,4.259258999999999
1980-06-20,4.259258999999999
1980-06-23,4.259258999999999
1980-06-24,4.259258999999999
1980-06-25,4.259258999999999
1980-06-26,4.444445
1980-06-27,4.444445
1980-06-30,4.444445
1980-07-01,4.444445
1980-07-02,4.444445
1980-07-03,4.444445
1980-07-07,4.629630000000001
1980-07-08,4.444445
1980-07-09,4.444445
1980-07-10,4.629630000000001
1980-07-11,4.814815
1980-07-14,5.185185
1980-07-15,5.370369999999999
1980-07-16,5.370369999999999
1980-07-17,5.740741000000001
1980-07-18,5.9259260000000005
1980-07-21,5.9259260000000005
1980-07-22,5.740741000000001
1980-07-23,5.740741000000001
1980-07-24,5.740741000000001
1980-07-25,5.555555
1980-07-28,5.555555
1980-07-29,5.555555
1980-07-30,5.555555
1980-07-31,5.555555
1980-08-01,5.555555
1980-08-04,5.555555
1980-08-05,6.296296
1980-08-06,6.481482
1980-08-07,7.222222
1980-08-08,6.6666669999999995
1980-08-11,6.481482
1980-08-12,6.296296
1980-08-13,6.481482
1980-08-14,7.222222
1980-08-15,7.037037
1980-08-18,6.851852
1980-08-19,6.481482
1980-08-20,6.481482
1980-08-21,6.481482
1980-08-22,7.222222
1980-08-25,7.037037
1980-08-26,7.222222
1980-08-27,7.222222
1980-08-28,7.037037
1980-08-29,7.222222
1980-09-02,7.592592999999999
1980-09-03,7.592592999999999
1980-09-04,7.592592999999999
1980-09-05,7.222222
1980-09-08,7.037037
1980-09-09,7.037037
1980-09-10,7.037037
1980-09-11,7.222222
1980-09-12,7.222222
1980-09-15,7.592592999999999
1980-09-16,8.148149
1980-09-17,8.703704
1980-09-18,8.333333
1980-09-19,8.888889
1980-09-22,8.518517999999998
1980-09-23,8.518517999999998
1980-09-24,8.518517999999998
1980-09-25,8.518517999999998
1980-09-26,8.333333
1980-09-29,7.592592999999999
1980-09-30,7.777778
1980-10-01,7.962963
1980-10-02,7.592592999999999
1980-10-03,7.592592999999999
1980-10-06,8.333333
1980-10-07,7.962963
1980-10-08,8.148149
1980-10-09,7.962963
1980-10-10,7.962963
1980-10-13,7.777778
1980-10-14,7.592592999999999
1980-10-15,7.222222
1980-10-16,7.037037
1980-10-17,6.851852
1980-10-20,6.6666669999999995
1980-10-21,6.851852
1980-10-22,7.592592999999999
1980-10-23,7.592592999999999
1980-10-24,8.888889
1980-10-27,8.333333
1980-10-28,8.333333
1980-10-29,7.962963
1980-10-30,7.962963
1980-10-31,7.962963
1980-11-03,7.962963
1980-11-05,7.777778
1980-11-06,7.407407000000001
1980-11-07,7.592592999999999
1980-11-10,7.592592999999999
1980-11-11,7.592592999999999
1980-11-12,7.592592999999999
1980-11-13,7.407407000000001
1980-11-14,7.222222
1980-11-17,7.222222
1980-11-18,7.592592999999999
1980-11-19,7.962963
1980-11-20,8.333333
1980-11-21,8.148149
1980-11-24,7.962963
1980-11-25,7.962963
1980-11-26,7.407407000000001
1980-11-28,7.407407000000001
1980-12-01,6.851852
1980-12-02,6.851852
1980-12-03,7.222222
1980-12-04,7.777778
1980-12-05,7.777778
1980-12-08,7.407407000000001
1980-12-09,7.592592999999999
1980-12-10,7.407407000000001
1980-12-11,7.037037
1980-12-12,7.222222
1980-12-15,7.407407000000001
1980-12-16,7.037037
1980-12-17,7.037037
1980-12-18,6.851852
1980-12-19,6.6666669999999995
1980-12-22,6.851852
1980-12-23,6.6666669999999995
1980-12-24,6.6666669999999995
1980-12-26,6.6666669999999995
1980-12-29,6.481482
1980-12-30,7.037037
1980-12-31,7.037037
1981-01-02,7.037037
1981-01-05,7.037037
1981-01-06,7.222222
1981-01-07,6.6666669999999995
1981-01-08,6.6666669999999995
1981-01-09,6.6666669999999995
1981-01-12,6.6666669999999995
1981-01-13,6.6666669999999995
1981-01-14,6.851852
1981-01-15,6.851852
1981-01-16,6.851852
1981-01-19,6.6666669999999995
1981-01-20,6.851852
1981-01-21,6.851852
1981-01-22,6.851852
1981-01-23,6.851852
1981-01-26,6.6666669999999995
1981-01-27,6.851852
1981-01-28,6.851852
1981-01-29,6.851852
1981-01-30,6.851852
1981-02-02,6.296296
1981-02-03,5.9259260000000005
1981-02-04,5.9259260000000005
1981-02-05,5.555555
1981-02-06,5.370369999999999
1981-02-09,5.555555
1981-02-10,6.296296
1981-02-11,5.9259260000000005
1981-02-12,5.9259260000000005
1981-02-13,5.9259260000000005
1981-02-17,5.555555
1981-02-18,5.740741000000001
1981-02-19,5.555555
1981-02-20,5.0
1981-02-23,4.444445
1981-02-24,4.629630000000001
1981-02-25,4.814815
1981-02-26,4.814815
1981-02-27,4.814815
1981-03-02,5.185185
1981-03-03,6.111111
1981-03-04,7.222222
1981-03-05,7.407407000000001
1981-03-06,7.222222
1981-03-09,6.6666669999999995
1981-03-10,6.296296
1981-03-11,6.481482
1981-03-12,7.037037
1981-03-13,6.851852
1981-03-16,6.851852
1981-03-17,6.481482
1981-03-18,7.037037
1981-03-19,6.851852
1981-03-20,6.6666669999999995
1981-03-23,6.6666669999999995
1981-03-24,6.6666669999999995
1981-03-25,7.222222
1981-03-26,7.777778
1981-03-27,7.592592999999999
1981-03-30,8.148149
1981-03-31,7.962963
1981-04-01,7.777778
1981-04-02,8.703704
1981-04-03,9.074074000000001
1981-04-06,9.814815
1981-04-07,9.074074000000001
1981-04-08,8.703704
1981-04-09,8.703704
1981-04-10,8.703704
1981-04-13,8.333333
1981-04-14,8.333333
1981-04-15,8.333333
1981-04-16,8.518517999999998
1981-04-20,8.703704
1981-04-21,8.703704
1981-04-22,8.703704
1981-04-23,9.62963
1981-04-24,10.0
1981-04-27,10.0
1981-04-28,9.444445
1981-04-29,9.444445
1981-04-30,9.259259
1981-05-01,9.259259
1981-05-04,8.518517999999998
1981-05-05,8.333333
1981-05-06,8.518517999999998
1981-05-07,8.703704
1981-05-08,9.814815
1981-05-11,9.62963
1981-05-12,9.444445
1981-05-13,9.444445
1981-05-14,9.259259
1981-05-15,9.259259
1981-05-18,9.074074000000001
1981-05-19,9.074074000000001
1981-05-20,8.703704
1981-05-21,9.814815
1981-05-22,9.814815
1981-05-26,10.0
1981-05-27,10.0
1981-05-28,10.555555
1981-05-29,9.62963
1981-06-01,9.444445
1981-06-02,10.0
1981-06-03,10.0
1981-06-04,10.185185
1981-06-05,10.185185
1981-06-08,9.814815
1981-06-09,9.444445
1981-06-10,9.074074000000001
1981-06-11,9.074074000000001
1981-06-12,9.444445
1981-06-15,9.259259
1981-06-16,8.888889
1981-06-17,8.703704
1981-06-18,8.703704
1981-06-19,8.333333
1981-06-22,8.333333
1981-06-23,8.333333
1981-06-24,8.333333
1981-06-25,8.333333
1981-06-26,8.333333
1981-06-29,8.333333
1981-06-30,8.148149
1981-07-01,7.962963
1981-07-02,7.777778
1981-07-06,6.851852
1981-07-07,7.037037
1981-07-08,7.037037
1981-07-09,6.6666669999999995
1981-07-10,6.851852
1981-07-13,7.037037
1981-07-14,7.037037
1981-07-15,6.851852
1981-07-16,6.6666669999999995
1981-07-17,6.481482
1981-07-20,6.111111
1981-07-21,6.111111
1981-07-22,6.111111
1981-07-23,6.296296
1981-07-24,6.296296
1981-07-27,6.296296
1981-07-28,6.111111
1981-07-29,6.6666669999999995
1981-07-30,7.777778
