Date,PBR
2005-06-13,11.8475
2005-06-14,12.05
2005-06-15,12.09
2005-06-16,12.4075
2005-06-17,12.785
2005-06-20,13.0325
2005-06-21,12.9625
2005-06-22,13.0525
2005-06-23,12.84
2005-06-24,12.67
2005-06-27,13.2425
2005-06-28,13.1825
2005-06-29,13.11
2005-06-30,13.0325
2005-07-01,13.0375
2005-07-05,13.2125
2005-07-06,13.0575
2005-07-07,13.0
2005-07-08,13.225
2005-07-11,13.225
2005-07-12,13.3475
2005-07-13,13.2775
2005-07-14,13.025
2005-07-15,12.7525
2005-07-18,12.735
2005-07-19,12.605
2005-07-20,12.765
2005-07-21,12.81
2005-07-22,12.965
2005-07-25,12.385
2005-07-26,12.535
2005-07-27,12.78
2005-07-28,13.1825
2005-07-29,13.1425
2005-08-01,13.545
2005-08-02,13.9675
2005-08-03,14.255
2005-08-04,14.1
2005-08-05,14.1675
2005-08-08,14.34
2005-08-09,14.7475
2005-08-10,14.9875
2005-08-11,14.8125
2005-08-12,14.92
2005-08-15,15.08
2005-08-16,14.605
2005-08-17,14.375
2005-08-18,14.2225
2005-08-19,14.1375
2005-08-22,14.6325
2005-08-23,14.27
2005-08-24,14.475
2005-08-25,14.725
2005-08-26,14.3725
2005-08-29,14.7225
2005-08-30,15.04
2005-08-31,15.64
2005-09-01,15.59
2005-09-02,15.6275
2005-09-06,15.97
2005-09-07,15.735
2005-09-08,15.96
2005-09-09,16.5975
2005-09-12,16.612499
2005-09-13,16.35
2005-09-14,16.6
2005-09-15,16.942498999999998
2005-09-16,17.1675
2005-09-19,17.5
2005-09-20,17.4825
2005-09-21,18.317498999999998
2005-09-22,17.8575
2005-09-23,17.705
2005-09-26,17.745001000000002
2005-09-27,17.8125
2005-09-28,18.342501000000002
2005-09-29,18.125
2005-09-30,17.872498999999998
2005-10-03,18.045
2005-10-04,17.025
2005-10-05,16.092501000000002
2005-10-06,15.34
2005-10-07,15.97
2005-10-10,15.78
2005-10-11,16.1175
2005-10-12,15.97
2005-10-13,15.65
2005-10-14,15.55
2005-10-17,15.85
2005-10-18,15.2625
2005-10-19,15.7
2005-10-20,14.7375
2005-10-21,15.17
2005-10-24,15.785
2005-10-25,15.81
2005-10-26,15.8125
2005-10-27,15.185
2005-10-28,15.575
2005-10-31,15.975
2005-11-01,16.049999
2005-11-02,16.127501000000002
2005-11-03,16.75
2005-11-04,16.25
2005-11-07,15.95
2005-11-08,16.3375
2005-11-09,16.395
2005-11-10,15.8475
2005-11-11,15.6025
2005-11-14,15.515
2005-11-15,15.565
2005-11-16,16.07
2005-11-17,16.315001000000002
2005-11-18,16.24
2005-11-21,16.355
2005-11-22,16.8025
2005-11-23,16.9475
2005-11-25,16.9175
2005-11-28,16.377501000000002
2005-11-29,16.809998999999998
2005-11-30,16.9
2005-12-01,17.540001
2005-12-02,18.0
2005-12-05,18.030001000000002
2005-12-06,18.35
2005-12-07,17.945
2005-12-08,17.924999
2005-12-09,17.782498999999998
2005-12-12,17.7925
2005-12-13,17.7925
2005-12-14,17.8925
2005-12-15,17.565001000000002
2005-12-16,17.290001
2005-12-19,16.790001
2005-12-20,17.0725
2005-12-21,17.629998999999998
2005-12-22,17.445
2005-12-23,17.5375
2005-12-27,17.192498999999998
2005-12-28,17.26
2005-12-29,17.705
2005-12-30,17.817498999999998
2006-01-03,18.68
2006-01-04,19.02
2006-01-05,18.9925
2006-01-06,19.575001
2006-01-09,20.1425
2006-01-10,20.0
2006-01-11,20.612499
2006-01-12,20.9625
2006-01-13,20.93
2006-01-17,20.745001000000002
2006-01-18,20.584999
2006-01-19,21.1875
2006-01-20,21.487499
2006-01-23,22.157498999999998
2006-01-24,22.5425
2006-01-25,21.73
2006-01-26,22.6075
2006-01-27,22.512501
2006-01-30,23.125
2006-01-31,23.625
2006-02-01,22.9125
2006-02-02,22.25
2006-02-03,22.1875
2006-02-06,22.889999
2006-02-07,21.75
2006-02-08,21.577499
2006-02-09,21.5
2006-02-10,21.025
2006-02-13,20.7775
2006-02-14,21.0425
2006-02-15,21.1625
2006-02-16,22.495001000000002
2006-02-17,22.8025
2006-02-21,22.512501
2006-02-22,22.174999
2006-02-23,22.41
2006-02-24,22.887501
2006-02-27,22.147499
2006-02-28,21.885
2006-03-01,23.049999
2006-03-02,23.182501000000002
2006-03-03,23.2075
2006-03-06,22.387501
2006-03-07,21.512501
2006-03-08,21.4025
2006-03-09,20.83
2006-03-10,21.157498999999998
2006-03-13,21.3225
2006-03-14,22.0875
2006-03-15,22.6325
2006-03-16,22.594998999999998
2006-03-17,22.0975
2006-03-20,21.9375
2006-03-21,21.5975
2006-03-22,21.2775
2006-03-23,21.325001
2006-03-24,21.4375
2006-03-27,21.317498999999998
2006-03-28,20.672501
2006-03-29,21.280001000000002
2006-03-30,21.59
2006-03-31,21.6675
2006-04-03,22.35
2006-04-04,22.110001
2006-04-05,22.5275
2006-04-06,22.8025
2006-04-07,22.4375
2006-04-10,22.235001
2006-04-11,22.245001000000002
2006-04-12,22.23
2006-04-13,22.209999
2006-04-17,22.65
2006-04-18,24.0175
2006-04-19,24.592501000000002
2006-04-20,24.219998999999998
2006-04-21,24.8825
2006-04-24,24.272499
2006-04-25,23.860001
2006-04-26,24.254998999999998
2006-04-27,24.0175
2006-04-28,24.7075
2006-05-01,24.959999
2006-05-02,25.5425
2006-05-03,25.3925
2006-05-04,25.3325
2006-05-05,26.299999
2006-05-08,26.2075
2006-05-09,26.73
2006-05-10,26.715
2006-05-11,25.997498999999998
2006-05-12,25.16
2006-05-15,24.32
2006-05-16,24.682501000000002
2006-05-17,23.3575
2006-05-18,22.775
2006-05-19,22.4375
2006-05-22,21.227501
2006-05-23,21.225
2006-05-24,20.5975
2006-05-25,21.5
2006-05-26,22.6625
2006-05-30,21.43
2006-05-31,21.7125
2006-06-01,22.065001000000002
2006-06-02,22.33
2006-06-05,21.487499
2006-06-06,21.3325
2006-06-07,20.450001
2006-06-08,20.1625
2006-06-09,19.6775
2006-06-12,18.52
2006-06-13,17.545
2006-06-14,18.275
2006-06-15,19.6175
2006-06-16,19.7675
2006-06-19,19.1325
2006-06-20,19.190001000000002
2006-06-21,19.945
2006-06-22,19.952499
2006-06-23,20.485001
2006-06-26,20.487499
2006-06-27,20.215
2006-06-28,20.7425
2006-06-29,21.9725
2006-06-30,22.327499
2006-07-03,22.4025
2006-07-05,21.92
2006-07-06,22.129998999999998
2006-07-07,21.8025
2006-07-10,21.827499
2006-07-11,22.395
2006-07-12,22.2075
2006-07-13,21.799999
2006-07-14,22.397499
2006-07-17,21.5
2006-07-18,21.49
2006-07-19,22.014999
2006-07-20,21.4125
2006-07-21,21.155001000000002
2006-07-24,22.1
2006-07-25,22.275
2006-07-26,22.5075
2006-07-27,22.645
2006-07-28,23.18
2006-07-31,22.969998999999998
2006-08-01,22.969998999999998
2006-08-02,23.504998999999998
2006-08-03,23.612499
2006-08-04,23.415001
2006-08-07,23.6
2006-08-08,23.672501
2006-08-09,23.655001000000002
2006-08-10,23.735001
2006-08-11,23.565001000000002
2006-08-14,22.9625
2006-08-15,23.3225
2006-08-16,23.35
2006-08-17,22.945
2006-08-18,23.1425
2006-08-21,23.16
2006-08-22,23.1525
2006-08-23,22.3325
2006-08-24,22.522499
2006-08-25,22.684998999999998
2006-08-28,22.504998999999998
2006-08-29,22.450001
2006-08-30,22.375
2006-08-31,22.415001
2006-09-01,22.67
2006-09-05,22.6175
2006-09-06,21.594998999999998
2006-09-07,21.475
2006-09-08,20.9375
2006-09-11,19.959999
2006-09-12,19.9125
2006-09-13,20.5975
2006-09-14,20.057501000000002
2006-09-15,19.8125
2006-09-18,20.602501
2006-09-19,20.047501
2006-09-20,19.2775
2006-09-21,19.25
2006-09-22,19.1675
2006-09-25,19.205
2006-09-26,19.762501
2006-09-27,20.424999
2006-09-28,20.852501
2006-09-29,20.9575
2006-10-02,20.702499
2006-10-03,19.627501000000002
2006-10-04,20.202499
2006-10-05,20.3125
2006-10-06,20.372498999999998
2006-10-09,20.512501
2006-10-10,20.7125
2006-10-11,20.700001
2006-10-12,21.157498999999998
2006-10-13,21.504998999999998
2006-10-16,21.827499
2006-10-17,21.2925
2006-10-18,21.195
2006-10-19,21.594998999999998
2006-10-20,21.405001000000002
2006-10-23,21.219998999999998
2006-10-24,21.74
2006-10-25,22.5275
2006-10-26,22.467501000000002
2006-10-27,22.252501000000002
2006-10-30,21.780001000000002
2006-10-31,22.190001000000002
2006-11-01,21.8125
2006-11-02,21.745001000000002
2006-11-03,22.235001
2006-11-06,22.5875
2006-11-07,22.5275
2006-11-08,22.99
2006-11-09,23.067498999999998
2006-11-10,23.219998999999998
2006-11-13,22.360001
2006-11-14,22.719998999999998
2006-11-15,22.872498999999998
2006-11-16,22.309998999999998
2006-11-17,22.325001
2006-11-20,22.192498999999998
2006-11-21,22.797501
2006-11-22,22.795
2006-11-24,22.625
2006-11-27,22.27
2006-11-28,22.6525
2006-11-29,23.485001
2006-11-30,23.5375
2006-12-01,23.475
2006-12-04,23.895
2006-12-05,24.3025
2006-12-06,24.07
2006-12-07,24.334999
2006-12-08,24.555
2006-12-11,24.547501
2006-12-12,24.195
2006-12-13,24.147499
2006-12-14,24.355
2006-12-15,24.41
2006-12-18,24.02
2006-12-19,24.309998999999998
2006-12-20,24.575001
2006-12-21,24.555
2006-12-22,24.532498999999998
2006-12-26,24.815001000000002
2006-12-27,25.4175
2006-12-28,25.434998999999998
2006-12-29,25.747498999999998
2007-01-03,24.915001
2007-01-04,24.217501000000002
2007-01-05,23.852501
2007-01-08,24.002501000000002
2007-01-09,23.372498999999998
2007-01-10,23.285
2007-01-11,23.327499
2007-01-12,23.6
2007-01-16,23.059998999999998
2007-01-17,23.092501000000002
2007-01-18,22.7325
2007-01-19,23.647499
2007-01-22,23.594998999999998
2007-01-23,24.547501
2007-01-24,24.709999
2007-01-25,24.147499
2007-01-26,24.342501000000002
2007-01-29,23.6875
2007-01-30,24.219998999999998
2007-01-31,24.57
2007-02-01,24.825001
2007-02-02,24.865
2007-02-05,24.8475
2007-02-06,24.65
2007-02-07,24.0525
2007-02-08,24.145
2007-02-09,23.8375
2007-02-12,23.605
2007-02-13,24.059998999999998
2007-02-14,23.592501000000002
2007-02-15,23.387501
2007-02-16,23.512501
2007-02-20,23.334999
2007-02-21,23.51
2007-02-22,23.9125
2007-02-23,23.9025
2007-02-26,24.174999
2007-02-27,22.42
2007-02-28,22.639999
2007-03-01,22.2925
2007-03-02,21.6175
2007-03-05,21.129998999999998
2007-03-06,21.952499
2007-03-07,21.907498999999998
2007-03-08,22.325001
2007-03-09,22.567498999999998
2007-03-12,22.440001000000002
2007-03-13,21.799999
2007-03-14,22.040001
2007-03-15,21.889999
2007-03-16,21.545
2007-03-19,21.959999
2007-03-20,22.272499
2007-03-21,23.33
2007-03-22,23.6425
2007-03-23,23.762501
2007-03-26,23.940001000000002
2007-03-27,23.747498999999998
2007-03-28,23.6
2007-03-29,25.33
2007-03-30,24.877501000000002
2007-04-02,25.209999
2007-04-03,24.967501000000002
2007-04-04,25.325001
2007-04-05,25.5375
2007-04-09,25.655001000000002
2007-04-10,25.950001
2007-04-11,25.545
2007-04-12,26.112499
2007-04-13,26.477501
2007-04-16,26.895
2007-04-17,26.295
2007-04-18,26.182501000000002
2007-04-19,25.7425
2007-04-20,26.02
2007-04-23,25.737499
2007-04-24,25.6525
2007-04-25,26.407498999999998
2007-04-26,25.9025
2007-04-27,25.6
2007-04-30,25.307501000000002
2007-05-01,25.385
2007-05-02,25.5175
2007-05-03,25.6625
2007-05-04,25.51
2007-05-07,25.0875
2007-05-08,25.205
2007-05-09,25.41
2007-05-10,24.825001
2007-05-11,25.549999
2007-05-14,25.455
2007-05-15,25.77
2007-05-16,26.622498999999998
2007-05-17,26.66
2007-05-18,26.8475
2007-05-21,27.209999
2007-05-22,27.1675
2007-05-23,27.305
2007-05-24,26.504998999999998
2007-05-25,26.945
2007-05-29,26.715
2007-05-30,27.045
2007-05-31,27.040001
2007-06-01,27.8025
2007-06-04,27.985001
2007-06-05,27.9275
2007-06-06,27.372498999999998
2007-06-07,26.655001000000002
2007-06-08,27.385
2007-06-11,27.969998999999998
2007-06-12,27.905001000000002
2007-06-13,28.7925
2007-06-14,29.584999
2007-06-15,30.365
2007-06-18,30.584999
2007-06-19,30.8575
2007-06-20,30.2075
2007-06-21,30.797501
2007-06-22,30.375
2007-06-25,29.99
2007-06-26,29.780001000000002
2007-06-27,30.129998999999998
2007-06-28,30.2925
2007-06-29,30.317498999999998
2007-07-02,31.450001
2007-07-03,32.185001
2007-07-05,32.525002
2007-07-06,32.880001
2007-07-09,33.459998999999996
2007-07-10,32.43
2007-07-11,32.895
2007-07-12,34.169998
2007-07-13,34.549999
2007-07-16,34.285
2007-07-17,34.619999
2007-07-18,34.75
2007-07-19,35.119999
2007-07-20,34.935001
2007-07-23,35.785
2007-07-24,33.685001
2007-07-25,34.459998999999996
2007-07-26,32.244999
2007-07-27,31.77
2007-07-30,32.93
2007-07-31,32.450001
2007-08-01,31.895
2007-08-02,32.599998
2007-08-03,30.885
2007-08-06,31.254998999999998
2007-08-07,31.275
2007-08-08,32.189999
2007-08-09,30.955
2007-08-10,30.15
2007-08-13,30.075001
2007-08-14,29.245001000000002
2007-08-15,27.705
2007-08-16,26.780001000000002
2007-08-17,27.040001
2007-08-20,26.860001
2007-08-21,26.950001
2007-08-22,28.58
2007-08-23,28.684998999999998
2007-08-24,29.639999
2007-08-27,29.83
2007-08-28,28.389999
2007-08-29,29.445
2007-08-30,29.645
2007-08-31,30.92
2007-09-04,32.259997999999996
2007-09-05,31.84
2007-09-06,32.665001000000004
2007-09-07,32.07
2007-09-10,31.889999
2007-09-11,33.16
2007-09-12,33.424999
2007-09-13,34.150002
2007-09-14,33.555
2007-09-17,33.205002
2007-09-18,35.299999
2007-09-19,35.549999
2007-09-20,35.314999
2007-09-21,36.549999
2007-09-24,37.365002000000004
2007-09-25,37.174999
2007-09-26,37.720001
2007-09-27,38.455002
2007-09-28,37.75
2007-10-01,39.064999
2007-10-02,38.805
2007-10-03,37.369999
2007-10-04,38.075001
2007-10-05,39.41
2007-10-08,39.450001
2007-10-09,40.564999
2007-10-10,41.689999
2007-10-11,41.215
2007-10-12,42.040001000000004
2007-10-15,42.535
2007-10-16,42.014998999999996
2007-10-17,42.584998999999996
2007-10-18,43.224998
2007-10-19,40.355
2007-10-22,39.889998999999996
2007-10-23,41.485001000000004
2007-10-24,42.880001
2007-10-25,43.865002000000004
2007-10-26,45.790001000000004
2007-10-29,47.240002000000004
2007-10-30,45.724998
2007-10-31,47.814999
2007-11-01,46.849998
2007-11-02,46.650002
2007-11-05,45.130001
2007-11-06,47.514998999999996
2007-11-07,46.369999
2007-11-08,58.384997999999996
2007-11-09,53.880001
2007-11-12,47.450001
2007-11-13,52.755001
2007-11-14,51.610001000000004
2007-11-15,49.889998999999996
2007-11-16,52.884997999999996
2007-11-19,50.48
2007-11-20,52.5
2007-11-21,49.52
2007-11-23,50.389998999999996
2007-11-26,47.25
2007-11-27,47.349998
2007-11-28,49.369999
2007-11-29,48.275002
2007-11-30,48.150002
2007-12-03,48.494999
2007-12-04,48.125
2007-12-05,51.32
2007-12-06,53.34
2007-12-07,53.355
2007-12-10,52.529999
2007-12-11,51.639998999999996
2007-12-12,55.985001000000004
2007-12-13,55.294998
2007-12-14,53.665001000000004
2007-12-17,49.91
2007-12-18,52.169998
2007-12-19,52.610001000000004
2007-12-20,54.0
2007-12-21,56.599998
2007-12-24,58.200001
2007-12-26,58.455002
2007-12-27,57.985001000000004
2007-12-28,58.810001
2007-12-31,57.619999
2008-01-02,59.404999
2008-01-03,58.380001
2008-01-04,54.945
2008-01-07,53.805
2008-01-08,55.174999
2008-01-09,57.105
2008-01-10,57.040001000000004
2008-01-11,55.605
2008-01-14,55.630001
2008-01-15,52.75
2008-01-16,49.044998
2008-01-17,46.279999
2008-01-18,47.185001
2008-01-22,48.290001000000004
2008-01-23,49.169998
2008-01-24,51.215
2008-01-25,52.310001
2008-01-28,55.009997999999996
2008-01-29,54.264998999999996
2008-01-30,54.625
2008-01-31,55.48
2008-02-01,56.529999
2008-02-04,56.945
2008-02-05,53.235001000000004
2008-02-06,53.005001
2008-02-07,55.799999
2008-02-08,55.785
2008-02-11,57.549999
2008-02-12,56.875
2008-02-13,58.575001
2008-02-14,57.615002000000004
2008-02-15,57.224998
2008-02-19,58.830002
2008-02-20,60.27
2008-02-21,59.099998
2008-02-22,59.275002
2008-02-25,59.950001
2008-02-26,60.875
2008-02-27,62.505001
2008-02-28,62.43
2008-02-29,58.669998
2008-03-03,58.77
2008-03-04,56.275002
2008-03-05,58.380001
2008-03-06,56.764998999999996
2008-03-07,55.834998999999996
2008-03-10,54.299999
2008-03-11,57.290001000000004
2008-03-12,57.189999
2008-03-13,55.935001
2008-03-14,54.110001000000004
2008-03-17,51.785
2008-03-18,53.330002
2008-03-19,48.724998
2008-03-20,47.919998
2008-03-24,48.799999
2008-03-25,51.220001
2008-03-26,52.400002
2008-03-27,50.924999
2008-03-28,50.450001
2008-03-31,51.055
2008-04-01,52.275002
2008-04-02,54.235001000000004
2008-04-03,54.98
2008-04-04,55.400002
2008-04-07,55.549999
2008-04-08,56.950001
2008-04-09,57.32
2008-04-10,57.584998999999996
2008-04-11,56.424999
2008-04-14,61.09
2008-04-15,61.549999
2008-04-16,61.419998
2008-04-17,62.744999
2008-04-18,62.744999
2008-04-21,64.410004
2008-04-22,63.814999
2008-04-23,63.09
2008-04-24,61.025002
2008-04-25,61.665001000000004
2008-04-28,61.380001
2008-04-29,58.395
2008-04-30,60.709998999999996
2008-05-01,60.974998
2008-05-02,62.209998999999996
2008-05-05,63.27
2008-05-06,65.144997
2008-05-07,63.375
2008-05-08,63.779999
2008-05-09,64.599998
2008-05-12,65.699997
2008-05-13,67.349998
2008-05-14,66.269997
2008-05-15,68.269997
2008-05-16,70.650002
2008-05-19,72.190002
2008-05-20,74.110001
2008-05-21,75.190002
2008-05-22,72.019997
2008-05-23,72.379997
2008-05-27,70.32
2008-05-28,73.370003
2008-05-29,70.779999
2008-05-30,70.5
2008-06-02,71.349998
2008-06-03,68.07
2008-06-04,65.400002
2008-06-05,68.529999
2008-06-06,68.07
2008-06-09,69.0
2008-06-10,66.290001
2008-06-11,66.18
2008-06-12,66.510002
2008-06-13,67.940002
2008-06-16,68.519997
2008-06-17,69.620003
2008-06-18,68.650002
2008-06-19,66.650002
2008-06-20,65.269997
2008-06-23,66.32
2008-06-24,66.139999
2008-06-25,68.83000200000001
2008-06-26,68.32
2008-06-27,69.230003
2008-06-30,70.83000200000001
2008-07-01,70.239998
2008-07-02,67.099998
2008-07-03,65.720001
2008-07-07,64.489998
2008-07-08,62.310001
2008-07-09,60.700001
2008-07-10,61.740002000000004
2008-07-11,61.709998999999996
2008-07-14,62.360001000000004
2008-07-15,61.23
2008-07-16,60.18
2008-07-17,58.02
2008-07-18,58.060001
2008-07-21,59.66
2008-07-22,57.73
2008-07-23,55.810001
2008-07-24,53.34
2008-07-25,53.099998
2008-07-28,53.610001000000004
2008-07-29,54.0
2008-07-30,56.98
2008-07-31,55.91
2008-08-01,54.459998999999996
2008-08-04,51.689999
2008-08-05,50.23
2008-08-06,51.790001000000004
2008-08-07,52.110001000000004
2008-08-08,51.060001
2008-08-11,49.439999
2008-08-12,49.43
2008-08-13,51.59
2008-08-14,50.68
2008-08-15,48.720001
2008-08-18,47.77
2008-08-19,49.700001
2008-08-20,51.66
2008-08-21,54.060001
2008-08-22,52.830002
2008-08-25,51.48
2008-08-26,51.540001000000004
2008-08-27,53.200001
2008-08-28,53.060001
2008-08-29,52.740002000000004
2008-09-02,49.150002
2008-09-03,48.040001000000004
2008-09-04,45.419998
2008-09-05,44.810001
2008-09-08,43.189999
2008-09-09,38.439999
2008-09-10,39.610001000000004
2008-09-11,42.18
2008-09-12,45.700001
2008-09-15,40.349998
2008-09-16,42.209998999999996
2008-09-17,39.290001000000004
2008-09-18,39.5
2008-09-19,47.32
2008-09-22,48.040001000000004
2008-09-23,44.439999
2008-09-24,45.299999
2008-09-25,48.32
2008-09-26,46.560001
2008-09-29,39.310001
2008-09-30,43.950001
2008-10-01,43.48
2008-10-02,38.080002
2008-10-03,36.720001
2008-10-06,34.200001
2008-10-07,29.889999
2008-10-08,29.780001000000002
2008-10-09,27.59
2008-10-10,26.1
2008-10-13,34.0
2008-10-14,32.59
2008-10-15,25.07
2008-10-16,25.549999
2008-10-17,26.209999
2008-10-20,29.1
2008-10-21,26.84
2008-10-22,23.15
2008-10-23,24.09
2008-10-24,21.049999
2008-10-27,19.639999
2008-10-28,22.5
2008-10-29,24.209999
2008-10-30,27.02
2008-10-31,26.889999
2008-11-03,26.370001000000002
2008-11-04,30.58
2008-11-05,27.059998999999998
2008-11-06,24.84
2008-11-07,26.77
2008-11-10,27.209999
2008-11-11,25.639999
2008-11-12,21.91
2008-11-13,23.959999
2008-11-14,21.450001
2008-11-17,21.32
2008-11-18,20.450001
2008-11-19,17.860001
2008-11-20,14.94
2008-11-21,17.4
2008-11-24,19.309998999999998
2008-11-25,19.5
2008-11-26,22.120001000000002
2008-11-28,20.940001000000002
2008-12-01,17.879998999999998
2008-12-02,18.43
2008-12-03,18.66
2008-12-04,17.16
2008-12-05,17.940001000000002
2008-12-08,19.34
2008-12-09,19.450001
2008-12-10,22.08
2008-12-11,22.889999
2008-12-12,23.059998999999998
2008-12-15,23.360001
2008-12-16,25.860001
2008-12-17,24.709999
2008-12-18,23.07
2008-12-19,23.4
2008-12-22,21.870001000000002
2008-12-23,21.709999
2008-12-24,22.290001
2008-12-26,22.549999
2008-12-29,22.4
2008-12-30,23.73
2008-12-31,24.49
2009-01-02,25.959999
2009-01-05,26.940001000000002
2009-01-06,28.190001000000002
2009-01-07,25.93
2009-01-08,27.08
2009-01-09,26.950001
2009-01-12,24.75
2009-01-13,25.15
2009-01-14,23.27
2009-01-15,24.42
2009-01-16,24.99
2009-01-20,23.01
2009-01-21,25.15
2009-01-22,24.290001
2009-01-23,24.58
2009-01-26,24.450001
2009-01-27,24.42
2009-01-28,26.68
2009-01-29,26.23
2009-01-30,26.200001
2009-02-02,25.92
2009-02-03,26.879998999999998
2009-02-04,27.25
2009-02-05,28.09
2009-02-06,29.790001
2009-02-09,30.23
2009-02-10,28.690001000000002
2009-02-11,29.219998999999998
2009-02-12,29.469998999999998
2009-02-13,29.969998999999998
2009-02-17,27.75
2009-02-18,26.82
2009-02-19,27.299999
2009-02-20,26.559998999999998
2009-02-23,24.969998999999998
2009-02-24,26.82
2009-02-25,27.23
2009-02-26,27.799999
2009-02-27,27.73
2009-03-02,25.309998999999998
2009-03-03,25.459999
2009-03-04,27.549999
2009-03-05,26.9
2009-03-06,26.719998999999998
2009-03-09,26.59
2009-03-10,28.73
2009-03-11,28.719998999999998
2009-03-12,29.870001000000002
2009-03-13,30.059998999999998
2009-03-16,29.389999
2009-03-17,30.469998999999998
2009-03-18,31.01
2009-03-19,32.299999
2009-03-20,32.27
2009-03-23,34.990002000000004
2009-03-24,33.900002
2009-03-25,34.400002
2009-03-26,34.200001
2009-03-27,32.400002
2009-03-30,30.84
2009-03-31,30.469998999999998
2009-04-01,32.189999
2009-04-02,34.470001
2009-04-03,35.099998
2009-04-06,34.299999
2009-04-07,34.119999
2009-04-08,34.299999
2009-04-09,35.990002000000004
2009-04-13,35.900002
2009-04-14,35.080002
2009-04-15,34.400002
2009-04-16,34.66
2009-04-17,34.119999
2009-04-20,32.16
2009-04-21,32.610001000000004
2009-04-22,32.279999
2009-04-23,32.990002000000004
2009-04-24,33.509997999999996
2009-04-27,32.25
2009-04-28,32.43
2009-04-29,33.77
2009-04-30,33.57
2009-05-01,35.02
2009-05-04,37.669998
2009-05-05,37.84
2009-05-06,39.040001000000004
2009-05-07,38.32
2009-05-08,40.0
2009-05-11,39.98
2009-05-12,39.16
2009-05-13,37.349998
2009-05-14,37.919998
2009-05-15,37.009997999999996
2009-05-18,39.400002
2009-05-19,40.189999
2009-05-20,40.950001
2009-05-21,39.869999
2009-05-22,40.580002
2009-05-26,41.93
2009-05-27,41.880001
2009-05-28,43.509997999999996
2009-05-29,44.029999
2009-06-01,45.639998999999996
2009-06-02,44.889998999999996
2009-06-03,41.970001
2009-06-04,43.650002
2009-06-05,43.259997999999996
2009-06-08,43.220001
2009-06-09,43.200001
2009-06-10,43.43
2009-06-11,45.150002
2009-06-12,43.950001
2009-06-15,42.150002
2009-06-16,41.099998
2009-06-17,40.279999
2009-06-18,39.790001000000004
2009-06-19,40.290001000000004
2009-06-22,37.349998
2009-06-23,38.630001
2009-06-24,38.880001
2009-06-25,40.360001000000004
2009-06-26,40.849998
2009-06-29,41.369999
2009-06-30,40.98
2009-07-01,40.48
2009-07-02,39.0
2009-07-06,37.43
2009-07-07,36.130001
2009-07-08,35.439999
2009-07-09,36.259997999999996
2009-07-10,36.25
2009-07-13,36.990002000000004
2009-07-14,36.900002
2009-07-15,38.959998999999996
2009-07-16,39.41
2009-07-17,40.02
2009-07-20,41.5
2009-07-21,41.580002
2009-07-22,41.16
2009-07-23,42.57
2009-07-24,42.459998999999996
2009-07-27,42.720001
2009-07-28,41.630001
2009-07-29,39.860001000000004
2009-07-30,40.900002
2009-07-31,41.240002000000004
2009-08-03,43.25
2009-08-04,42.91
2009-08-05,43.240002000000004
2009-08-06,42.380001
2009-08-07,42.540001000000004
2009-08-10,42.189999
2009-08-11,41.43
2009-08-12,41.950001
2009-08-13,42.860001000000004
2009-08-14,42.209998999999996
2009-08-17,40.869999
2009-08-18,41.91
2009-08-19,42.59
2009-08-20,43.02
2009-08-21,44.330002
2009-08-24,43.93
2009-08-25,43.32
2009-08-26,42.669998
2009-08-27,42.150002
2009-08-28,41.470001
2009-08-31,39.639998999999996
2009-09-01,38.950001
2009-09-02,40.07
2009-09-03,40.259997999999996
2009-09-04,41.860001000000004
2009-09-08,42.93
2009-09-09,43.23
2009-09-10,44.169998
2009-09-11,43.73
2009-09-14,44.080002
2009-09-15,44.48
2009-09-16,45.419998
2009-09-17,45.209998999999996
2009-09-18,45.130001
2009-09-21,45.189999
2009-09-22,46.16
2009-09-23,45.07
2009-09-24,43.939999
2009-09-25,44.27
2009-09-28,45.380001
2009-09-29,45.490002000000004
2009-09-30,45.900002
2009-10-01,44.43
2009-10-02,44.720001
2009-10-05,45.299999
2009-10-06,45.919998
2009-10-07,46.189999
2009-10-08,47.439999
2009-10-09,47.959998999999996
2009-10-12,48.279999
2009-10-13,48.48
2009-10-14,49.860001000000004
2009-10-15,50.529999
2009-10-16,50.369999
2009-10-19,51.41
2009-10-20,49.639998999999996
2009-10-21,50.209998999999996
2009-10-22,50.34
2009-10-23,49.59
2009-10-26,49.060001
2009-10-27,48.25
2009-10-28,45.43
2009-10-29,48.439999
2009-10-30,46.220001
2009-11-02,46.709998999999996
2009-11-03,47.299999
2009-11-04,47.610001000000004
2009-11-05,49.259997999999996
2009-11-06,49.009997999999996
2009-11-09,50.889998999999996
2009-11-10,51.119999
2009-11-11,50.91
2009-11-12,49.279999
2009-11-13,50.18
2009-11-16,50.950001
2009-11-17,51.919998
2009-11-18,51.139998999999996
2009-11-19,51.040001000000004
2009-11-20,50.060001
2009-11-23,51.130001
2009-11-24,51.43
2009-11-25,53.009997999999996
2009-11-27,51.330002
2009-11-30,51.279999
2009-12-01,52.860001000000004
2009-12-02,52.799999
2009-12-03,52.119999
2009-12-04,50.799999
2009-12-07,50.119999
2009-12-08,48.400002
2009-12-09,48.48
2009-12-10,48.68
2009-12-11,48.169998
2009-12-14,48.299999
2009-12-15,48.349998
2009-12-16,48.529999
2009-12-17,47.169998
2009-12-18,46.560001
