Date,QUOT
2017-02-10,13.2
2017-02-13,13.05
2017-02-14,13.0
2017-02-15,12.9
2017-02-16,12.95
2017-02-17,12.85
2017-02-21,12.25
2017-02-22,12.25
2017-02-23,12.0
2017-02-24,12.25
2017-02-27,12.35
2017-02-28,11.9
2017-03-01,11.65
2017-03-02,11.15
2017-03-03,10.95
2017-03-06,11.0
2017-03-07,10.85
2017-03-08,10.9
2017-03-09,11.0
2017-03-10,11.05
2017-03-13,11.0
2017-03-14,11.0
2017-03-15,11.05
2017-03-16,11.2
2017-03-17,11.3
2017-03-20,10.95
2017-03-21,10.45
2017-03-22,9.95
2017-03-23,10.05
2017-03-24,10.05
2017-03-27,10.05
2017-03-28,9.9
2017-03-29,9.9
2017-03-30,9.95
2017-03-31,9.55
2017-04-03,9.4
2017-04-04,9.5
2017-04-05,9.4
2017-04-06,9.3
2017-04-07,9.2
2017-04-10,9.4
2017-04-11,10.2
2017-04-12,10.35
2017-04-13,10.15
2017-04-17,10.55
2017-04-18,10.5
2017-04-19,10.6
2017-04-20,10.7
2017-04-21,10.5
2017-04-24,10.65
2017-04-25,10.9
2017-04-26,10.85
2017-04-27,10.8
2017-04-28,10.9
2017-05-01,10.8
2017-05-02,11.5
2017-05-03,11.65
2017-05-04,11.45
2017-05-05,11.4
2017-05-08,11.2
2017-05-09,11.15
2017-05-10,11.0
2017-05-11,10.9
2017-05-12,10.6
2017-05-15,10.5
2017-05-16,11.15
2017-05-17,11.0
2017-05-18,11.15
2017-05-19,11.25
2017-05-22,11.55
2017-05-23,11.5
2017-05-24,11.25
2017-05-25,11.25
2017-05-26,11.1
2017-05-30,11.05
2017-05-31,11.0
2017-06-01,11.45
2017-06-02,11.65
2017-06-05,11.6
2017-06-06,11.6
2017-06-07,11.5
2017-06-08,11.6
2017-06-09,11.65
2017-06-12,11.6
2017-06-13,11.7
2017-06-14,11.5
2017-06-15,11.35
2017-06-16,11.55
2017-06-19,11.85
2017-06-20,11.65
2017-06-21,11.65
2017-06-22,11.75
2017-06-23,11.9
2017-06-26,11.9
2017-06-27,11.5
2017-06-28,11.6
2017-06-29,11.35
2017-06-30,11.5
2017-07-03,11.55
2017-07-05,11.45
2017-07-06,11.2
2017-07-07,11.4
2017-07-10,11.25
2017-07-11,11.4
2017-07-12,11.75
2017-07-13,11.6
2017-07-14,11.8
2017-07-17,11.75
2017-07-18,11.65
2017-07-19,11.6
2017-07-20,11.65
2017-07-21,11.4
2017-07-24,11.45
2017-07-25,11.65
2017-07-26,11.8
2017-07-27,11.7
2017-07-28,11.65
2017-07-31,11.6
2017-08-01,11.6
2017-08-02,13.15
2017-08-03,13.35
2017-08-04,13.25
2017-08-07,13.55
2017-08-08,14.05
2017-08-09,13.95
2017-08-10,13.85
2017-08-11,14.1
2017-08-14,14.35
2017-08-15,14.15
2017-08-16,14.2
2017-08-17,14.4
2017-08-18,14.45
2017-08-21,14.6
2017-08-22,14.3
2017-08-23,14.3
2017-08-24,14.3
2017-08-25,14.2
2017-08-28,14.3
2017-08-29,14.45
2017-08-30,14.75
2017-08-31,15.0
2017-09-01,14.85
2017-09-05,14.9
2017-09-06,14.95
2017-09-07,15.35
2017-09-08,15.05
2017-09-11,15.35
2017-09-12,15.4
2017-09-13,15.5
2017-09-14,16.15
2017-09-15,16.450001
2017-09-18,16.4
2017-09-19,16.549999
2017-09-20,16.299999
2017-09-21,16.299999
2017-09-22,16.35
2017-09-25,15.85
2017-09-26,15.7
2017-09-27,15.85
2017-09-28,15.6
2017-09-29,15.65
2017-10-02,16.049999
2017-10-03,16.85
2017-10-04,16.950001
2017-10-05,17.25
2017-10-06,17.4
2017-10-09,17.200001
2017-10-10,17.5
2017-10-11,17.6
2017-10-12,17.549999
2017-10-13,17.450001
2017-10-16,16.9
2017-10-17,16.799999
2017-10-18,16.65
2017-10-19,16.6
2017-10-20,16.4
2017-10-23,16.049999
2017-10-24,16.049999
2017-10-25,15.95
2017-10-26,15.9
2017-10-27,15.85
2017-10-30,15.75
2017-10-31,15.65
2017-11-01,15.5
2017-11-02,14.1
2017-11-03,14.05
2017-11-06,14.5
2017-11-07,14.1
2017-11-08,13.9
2017-11-09,14.15
2017-11-10,13.95
2017-11-13,13.9
2017-11-14,12.4
2017-11-15,12.25
2017-11-16,12.3
2017-11-17,12.05
2017-11-20,12.25
2017-11-21,12.2
2017-11-22,12.15
2017-11-24,12.2
2017-11-27,12.25
2017-11-28,12.15
2017-11-29,11.95
2017-11-30,11.9
2017-12-01,11.75
2017-12-04,11.65
2017-12-05,11.65
2017-12-06,11.55
2017-12-07,11.4
2017-12-08,11.5
2017-12-11,11.65
2017-12-12,11.6
2017-12-13,11.75
2017-12-14,11.95
2017-12-15,12.1
2017-12-18,11.8
2017-12-19,11.65
2017-12-20,11.4
2017-12-21,11.3
2017-12-22,11.85
2017-12-26,11.7
2017-12-27,11.7
2017-12-28,11.75
2017-12-29,11.75
2018-01-02,11.95
2018-01-03,11.85
2018-01-04,11.9
2018-01-05,11.95
2018-01-08,11.9
2018-01-09,11.8
2018-01-10,12.0
2018-01-11,12.05
2018-01-12,11.95
2018-01-16,11.75
2018-01-17,11.75
2018-01-18,11.8
2018-01-19,11.65
2018-01-22,11.8
2018-01-23,11.95
2018-01-24,11.85
2018-01-25,11.95
2018-01-26,11.9
2018-01-29,11.85
2018-01-30,11.8
2018-01-31,11.8
2018-02-01,11.7
2018-02-02,11.5
2018-02-05,10.95
2018-02-06,11.1
2018-02-07,11.15
2018-02-08,10.7
2018-02-09,10.5
2018-02-12,10.7
2018-02-13,10.95
2018-02-14,12.85
2018-02-15,13.15
2018-02-16,13.2
2018-02-20,13.3
2018-02-21,13.15
2018-02-22,13.05
2018-02-23,13.4
2018-02-26,13.3
2018-02-27,13.15
2018-02-28,13.15
2018-03-01,13.1
2018-03-02,13.65
2018-03-05,14.0
2018-03-06,13.7
2018-03-07,13.95
2018-03-08,14.1
2018-03-09,14.65
2018-03-12,14.8
2018-03-13,14.4
2018-03-14,14.55
2018-03-15,14.35
2018-03-16,14.35
2018-03-19,14.1
2018-03-20,14.15
2018-03-21,14.0
2018-03-22,13.8
2018-03-23,13.35
2018-03-26,13.6
2018-03-27,13.3
2018-03-28,13.15
2018-03-29,13.1
2018-04-02,12.75
2018-04-03,12.55
2018-04-04,12.95
2018-04-05,13.2
2018-04-06,13.35
2018-04-09,13.3
2018-04-10,13.4
2018-04-11,13.3
2018-04-12,13.35
2018-04-13,13.35
2018-04-16,13.4
2018-04-17,13.9
2018-04-18,14.0
2018-04-19,13.7
2018-04-20,13.55
2018-04-23,13.35
2018-04-24,13.15
2018-04-25,13.15
2018-04-26,13.4
2018-04-27,13.3
2018-04-30,13.4
2018-05-01,13.13
2018-05-02,12.65
2018-05-03,12.55
2018-05-04,12.8
2018-05-07,12.9
2018-05-08,13.0
2018-05-09,13.5
2018-05-10,13.25
2018-05-11,13.5
2018-05-14,13.25
2018-05-15,13.45
2018-05-16,13.3
2018-05-17,13.6
2018-05-18,14.0
2018-05-21,14.0
2018-05-22,13.45
2018-05-23,13.55
2018-05-24,13.25
2018-05-25,13.3
2018-05-29,13.35
2018-05-30,13.5
2018-05-31,13.4
2018-06-01,13.15
2018-06-04,13.05
2018-06-05,13.35
2018-06-06,13.4
2018-06-07,13.35
2018-06-08,13.5
2018-06-11,13.4
2018-06-12,13.5
2018-06-13,13.7
2018-06-14,13.85
2018-06-15,13.85
2018-06-18,13.5
2018-06-19,13.6
2018-06-20,13.5
2018-06-21,13.45
2018-06-22,13.3
2018-06-25,13.1
2018-06-26,13.3
2018-06-27,13.05
2018-06-28,13.1
2018-06-29,13.1
2018-07-02,13.45
2018-07-03,13.6
2018-07-05,13.9
2018-07-06,14.1
2018-07-09,14.1
2018-07-10,14.15
2018-07-11,14.15
2018-07-12,14.55
2018-07-13,14.1
2018-07-16,14.15
2018-07-17,14.2
2018-07-18,14.4
2018-07-19,14.55
2018-07-20,14.65
2018-07-23,14.8
2018-07-24,14.8
2018-07-25,14.9
2018-07-26,14.9
2018-07-27,14.75
2018-07-30,14.7
2018-07-31,14.75
2018-08-01,12.9
2018-08-02,13.05
2018-08-03,13.15
2018-08-06,13.65
2018-08-07,14.1
2018-08-08,14.15
2018-08-09,14.3
2018-08-10,14.6
2018-08-13,14.25
2018-08-14,14.05
2018-08-15,13.9
2018-08-16,13.95
2018-08-17,13.9
2018-08-20,13.95
2018-08-21,14.25
2018-08-22,14.25
2018-08-23,14.3
2018-08-24,14.35
2018-08-27,14.4
2018-08-28,14.3
2018-08-29,14.65
2018-08-30,14.7
2018-08-31,14.95
2018-09-04,15.05
2018-09-05,15.15
2018-09-06,14.95
2018-09-07,15.15
2018-09-10,15.6
2018-09-11,15.65
2018-09-12,15.6
2018-09-13,15.55
2018-09-14,15.75
2018-09-17,15.5
2018-09-18,15.45
2018-09-19,15.35
2018-09-20,15.5
2018-09-21,14.95
2018-09-24,14.9
2018-09-25,15.65
2018-09-26,15.65
2018-09-27,15.65
2018-09-28,15.5
2018-10-01,15.53
2018-10-02,14.82
2018-10-03,14.49
2018-10-04,14.01
2018-10-05,13.98
2018-10-08,13.99
2018-10-09,13.59
2018-10-10,12.8
2018-10-11,12.62
2018-10-12,12.65
2018-10-15,12.87
2018-10-16,13.21
2018-10-17,13.46
2018-10-18,12.98
2018-10-19,12.69
2018-10-22,13.01
2018-10-23,13.2
2018-10-24,12.75
2018-10-25,13.16
2018-10-26,12.91
2018-10-29,12.71
2018-10-30,13.0
2018-10-31,12.87
2018-11-01,13.07
2018-11-02,13.0
2018-11-05,12.96
2018-11-06,12.8
2018-11-07,12.99
2018-11-08,12.98
2018-11-09,12.8
2018-11-12,12.87
2018-11-13,12.92
2018-11-14,12.89
2018-11-15,12.99
2018-11-16,12.56
2018-11-19,12.2
2018-11-20,11.94
2018-11-21,11.89
2018-11-23,11.88
2018-11-26,11.99
2018-11-27,11.93
2018-11-28,12.59
2018-11-29,12.46
2018-11-30,12.29
2018-12-03,12.69
2018-12-04,12.41
2018-12-06,12.29
2018-12-07,11.98
2018-12-10,12.02
2018-12-11,12.15
2018-12-12,12.46
2018-12-13,12.2
2018-12-14,11.81
2018-12-17,11.27
2018-12-18,11.44
2018-12-19,11.26
2018-12-20,11.09
2018-12-21,10.39
2018-12-24,10.28
2018-12-26,10.74
2018-12-27,10.75
2018-12-28,10.74
2018-12-31,10.68
2019-01-02,10.66
2019-01-03,10.38
2019-01-04,10.78
2019-01-07,11.07
2019-01-08,11.33
2019-01-09,11.45
2019-01-10,11.26
2019-01-11,11.35
2019-01-14,11.22
2019-01-15,11.25
2019-01-16,11.28
2019-01-17,11.43
2019-01-18,11.56
2019-01-22,11.04
2019-01-23,10.1
2019-01-24,10.0
2019-01-25,10.21
2019-01-28,10.16
2019-01-29,10.18
2019-01-30,10.07
2019-01-31,10.0
2019-02-01,9.99
2019-02-04,9.81
2019-02-05,9.92
2019-02-06,9.9
2019-02-07,9.63
2019-02-08,9.44
2019-02-11,9.61
2019-02-12,10.12
2019-02-13,9.75
2019-02-14,9.95
2019-02-15,10.22
2019-02-19,10.17
2019-02-20,10.28
2019-02-21,10.06
2019-02-22,10.18
2019-02-25,10.03
2019-02-26,10.01
2019-02-27,9.97
2019-02-28,10.03
2019-03-01,9.96
2019-03-04,9.99
2019-03-05,10.09
2019-03-06,9.97
