Date,QUOT
2014-03-07,30.0
2014-03-10,30.0
2014-03-11,27.799999
2014-03-12,29.52
2014-03-13,26.950001
2014-03-14,26.549999
2014-03-17,30.0
2014-03-18,29.43
2014-03-19,27.1
2014-03-20,27.42
2014-03-21,26.17
2014-03-24,23.01
2014-03-25,25.76
2014-03-26,24.85
2014-03-27,25.530001000000002
2014-03-28,25.370001000000002
2014-03-31,24.65
2014-04-01,24.09
2014-04-02,24.059998999999998
2014-04-03,22.65
2014-04-04,20.6
2014-04-07,20.41
2014-04-08,20.6
2014-04-09,21.18
2014-04-10,21.01
2014-04-11,19.860001
2014-04-14,20.27
2014-04-15,20.299999
2014-04-16,19.549999
2014-04-17,19.32
2014-04-21,18.879998999999998
2014-04-22,20.040001
2014-04-23,20.809998999999998
2014-04-24,18.65
2014-04-25,17.51
2014-04-28,17.41
2014-04-29,17.32
2014-04-30,16.82
2014-05-01,17.93
2014-05-02,18.0
2014-05-05,17.92
2014-05-06,17.76
2014-05-07,16.459999
2014-05-08,17.129998999999998
2014-05-09,17.809998999999998
2014-05-12,17.030001000000002
2014-05-13,17.58
2014-05-14,20.0
2014-05-15,19.84
2014-05-16,19.25
2014-05-19,18.24
2014-05-20,19.73
2014-05-21,20.129998999999998
2014-05-22,20.85
2014-05-23,22.030001000000002
2014-05-27,22.26
2014-05-28,22.65
2014-05-29,24.459999
2014-05-30,25.82
2014-06-02,30.17
2014-06-03,29.48
2014-06-04,27.9
2014-06-05,27.709999
2014-06-06,27.309998999999998
2014-06-09,27.83
2014-06-10,24.879998999999998
2014-06-11,25.92
2014-06-12,25.799999
2014-06-13,27.0
2014-06-16,27.0
2014-06-17,27.0
2014-06-18,26.98
2014-06-19,26.950001
2014-06-20,27.0
2014-06-23,27.0
2014-06-24,25.93
2014-06-25,26.9
2014-06-26,27.0
2014-06-27,26.459999
2014-06-30,26.309998999999998
2014-07-01,24.440001000000002
2014-07-02,22.370001000000002
2014-07-03,23.360001
2014-07-07,23.99
2014-07-08,25.120001000000002
2014-07-09,25.07
2014-07-10,24.84
2014-07-11,25.280001000000002
2014-07-14,25.18
2014-07-15,24.610001
2014-07-16,24.639999
2014-07-17,24.299999
2014-07-18,24.799999
2014-07-21,24.4
2014-07-22,24.540001
2014-07-23,24.440001000000002
2014-07-24,24.15
2014-07-25,23.59
2014-07-28,23.059998999999998
2014-07-29,21.969998999999998
2014-07-30,21.35
2014-07-31,20.530001000000002
2014-08-01,19.85
2014-08-04,19.450001
2014-08-05,19.66
2014-08-06,19.49
2014-08-07,14.91
2014-08-08,14.98
2014-08-11,14.96
2014-08-12,14.5
2014-08-13,14.48
2014-08-14,14.93
2014-08-15,14.5
2014-08-18,14.29
2014-08-19,13.23
2014-08-20,13.05
2014-08-21,12.24
2014-08-22,12.67
2014-08-25,12.72
2014-08-26,13.0
2014-08-27,13.14
2014-08-28,13.96
2014-08-29,15.28
2014-09-02,16.280001000000002
2014-09-03,14.96
2014-09-04,15.62
2014-09-05,16.33
2014-09-08,15.22
2014-09-09,14.89
2014-09-10,15.05
2014-09-11,14.09
2014-09-12,13.8
2014-09-15,13.28
2014-09-16,13.65
2014-09-17,13.36
2014-09-18,13.23
2014-09-19,13.1
2014-09-22,12.66
2014-09-23,12.67
2014-09-24,12.73
2014-09-25,12.45
2014-09-26,12.11
2014-09-29,12.14
2014-09-30,11.96
2014-10-01,12.0
2014-10-02,12.3
2014-10-03,13.3
2014-10-06,13.2
2014-10-07,12.79
2014-10-08,12.69
2014-10-09,12.35
2014-10-10,12.42
2014-10-13,12.38
2014-10-14,12.73
2014-10-15,13.56
2014-10-16,14.05
2014-10-17,14.25
2014-10-20,14.62
2014-10-21,14.56
2014-10-22,13.59
2014-10-23,13.53
2014-10-24,13.33
2014-10-27,13.4
2014-10-28,13.72
2014-10-29,13.24
2014-10-30,13.23
2014-10-31,13.92
2014-11-03,13.48
2014-11-04,12.44
2014-11-05,16.57
2014-11-06,15.55
2014-11-07,15.51
2014-11-10,16.200001
2014-11-11,16.32
2014-11-12,16.01
2014-11-13,16.0
2014-11-14,16.51
2014-11-17,16.33
2014-11-18,16.26
2014-11-19,15.88
2014-11-20,16.0
2014-11-21,15.98
2014-11-24,16.0
2014-11-25,15.96
2014-11-26,15.35
2014-11-28,15.27
2014-12-01,14.65
2014-12-02,14.71
2014-12-03,14.84
2014-12-04,14.88
2014-12-05,15.59
2014-12-08,15.07
2014-12-09,15.12
2014-12-10,15.16
2014-12-11,15.27
2014-12-12,15.0
2014-12-15,15.31
2014-12-16,15.39
2014-12-17,15.7
2014-12-18,15.95
2014-12-19,15.94
2014-12-22,15.97
2014-12-23,16.75
2014-12-24,17.440001000000002
2014-12-26,17.719998999999998
2014-12-29,17.75
2014-12-30,17.76
2014-12-31,17.75
2015-01-02,17.25
2015-01-05,16.93
2015-01-06,16.73
2015-01-07,17.360001
2015-01-08,19.65
2015-01-09,19.559998999999998
2015-01-12,18.92
2015-01-13,19.620001000000002
2015-01-14,19.040001
2015-01-15,17.57
2015-01-16,17.48
2015-01-20,16.450001
2015-01-21,16.02
2015-01-22,16.370001000000002
2015-01-23,15.87
2015-01-26,14.91
2015-01-27,15.05
2015-01-28,14.78
2015-01-29,14.35
2015-01-30,14.32
2015-02-02,14.17
2015-02-03,14.8
2015-02-04,14.38
2015-02-05,14.49
2015-02-06,14.7
2015-02-09,14.51
2015-02-10,10.75
2015-02-11,11.09
2015-02-12,11.13
2015-02-13,11.06
2015-02-17,10.93
2015-02-18,10.78
2015-02-19,10.32
2015-02-20,10.01
2015-02-23,10.06
2015-02-24,10.09
2015-02-25,9.96
2015-02-26,9.89
2015-02-27,9.75
2015-03-02,10.06
2015-03-03,9.49
2015-03-04,9.52
2015-03-05,9.67
2015-03-06,9.77
2015-03-09,9.7
2015-03-10,9.7
2015-03-11,9.78
2015-03-12,10.0
2015-03-13,10.15
2015-03-16,10.1
2015-03-17,10.41
2015-03-18,10.68
2015-03-19,10.78
2015-03-20,11.42
2015-03-23,12.02
2015-03-24,12.12
2015-03-25,11.84
2015-03-26,11.37
2015-03-27,11.68
2015-03-30,11.57
2015-03-31,11.74
2015-04-01,12.01
2015-04-02,12.56
2015-04-06,12.77
2015-04-07,13.03
2015-04-08,13.75
2015-04-09,13.39
2015-04-10,14.0
2015-04-13,13.45
2015-04-14,12.84
2015-04-15,12.64
2015-04-16,12.98
2015-04-17,12.41
2015-04-20,12.5
2015-04-21,12.78
2015-04-22,13.11
2015-04-23,13.13
2015-04-24,13.03
2015-04-27,13.0
2015-04-28,12.71
2015-04-29,12.43
2015-04-30,12.53
2015-05-01,12.42
2015-05-04,11.84
2015-05-05,10.99
2015-05-06,11.18
2015-05-07,12.15
2015-05-08,11.9
2015-05-11,12.0
2015-05-12,11.99
2015-05-13,12.37
2015-05-14,12.57
2015-05-15,12.59
2015-05-18,12.79
2015-05-19,12.94
2015-05-20,12.83
2015-05-21,12.92
2015-05-22,13.24
2015-05-26,13.43
2015-05-27,12.95
2015-05-28,12.95
2015-05-29,12.49
2015-06-01,12.07
2015-06-02,11.99
2015-06-03,12.37
2015-06-04,11.93
2015-06-05,11.74
2015-06-08,12.48
2015-06-09,12.72
2015-06-10,13.09
2015-06-11,13.04
2015-06-12,13.03
2015-06-15,13.0
2015-06-16,12.71
2015-06-17,12.73
2015-06-18,12.94
2015-06-19,12.63
2015-06-22,12.32
2015-06-23,11.84
2015-06-24,11.5
2015-06-25,11.7
2015-06-26,11.8
2015-06-29,10.98
2015-06-30,10.79
2015-07-01,10.61
2015-07-02,10.31
2015-07-06,10.02
2015-07-07,10.4
2015-07-08,10.09
2015-07-09,10.11
2015-07-10,10.02
2015-07-13,10.36
2015-07-14,10.53
2015-07-15,10.68
2015-07-16,11.05
2015-07-17,11.01
2015-07-20,10.72
2015-07-21,10.95
2015-07-22,11.11
2015-07-23,11.41
2015-07-24,11.14
2015-07-27,10.48
2015-07-28,10.14
2015-07-29,9.97
2015-07-30,9.64
2015-07-31,9.73
2015-08-03,9.25
2015-08-04,9.58
2015-08-05,9.2
2015-08-06,10.25
2015-08-07,9.72
2015-08-10,9.71
2015-08-11,9.48
2015-08-12,9.45
2015-08-13,9.69
2015-08-14,10.13
2015-08-17,10.25
2015-08-18,10.17
2015-08-19,10.22
2015-08-20,9.49
2015-08-21,9.48
2015-08-24,9.47
2015-08-25,9.51
2015-08-26,9.19
2015-08-27,9.32
2015-08-28,9.28
2015-08-31,9.34
2015-09-01,9.22
2015-09-02,9.46
2015-09-03,9.41
2015-09-04,9.2
2015-09-08,9.47
2015-09-09,9.63
2015-09-10,10.23
2015-09-11,10.35
2015-09-14,9.86
2015-09-15,10.01
2015-09-16,9.85
2015-09-17,9.92
2015-09-18,10.04
2015-09-21,9.34
2015-09-22,9.18
2015-09-23,8.86
2015-09-24,9.01
2015-09-25,8.8
2015-09-28,8.6
2015-09-29,8.85
2015-09-30,9.0
2015-10-01,9.0
2015-10-02,8.94
2015-10-05,9.36
2015-10-06,9.39
2015-10-07,9.11
2015-10-08,9.0
2015-10-09,8.73
2015-10-12,8.72
2015-10-13,8.43
2015-10-14,7.96
2015-10-15,8.06
2015-10-16,8.0
2015-10-19,8.13
2015-10-20,7.93
2015-10-21,8.25
2015-10-22,8.25
2015-10-23,6.01
2015-10-26,5.7
2015-10-27,5.6
2015-10-28,5.72
2015-10-29,5.58
2015-10-30,5.54
2015-11-02,5.82
2015-11-03,6.38
2015-11-04,6.3
2015-11-05,6.3
2015-11-06,6.35
2015-11-09,6.2
2015-11-10,6.34
2015-11-11,6.34
2015-11-12,6.64
2015-11-13,6.92
2015-11-16,6.63
2015-11-17,6.32
2015-11-18,6.21
2015-11-19,6.38
2015-11-20,6.78
2015-11-23,6.79
2015-11-24,6.75
2015-11-25,7.02
2015-11-27,7.13
2015-11-30,6.94
2015-12-01,6.6
2015-12-02,6.39
2015-12-03,6.39
2015-12-04,6.34
2015-12-07,6.48
2015-12-08,6.37
2015-12-09,6.95
2015-12-10,6.84
2015-12-11,6.33
2015-12-14,6.45
2015-12-15,6.44
2015-12-16,6.74
2015-12-17,6.47
2015-12-18,6.67
2015-12-21,6.73
2015-12-22,7.09
2015-12-23,7.47
2015-12-24,7.46
2015-12-28,7.81
2015-12-29,7.49
2015-12-30,7.07
2015-12-31,6.82
2016-01-04,6.99
2016-01-05,6.32
2016-01-06,5.92
2016-01-07,5.72
2016-01-08,5.52
2016-01-11,5.58
2016-01-12,5.59
2016-01-13,5.49
2016-01-14,5.36
2016-01-15,5.41
2016-01-19,5.36
2016-01-20,5.46
2016-01-21,5.8
2016-01-22,5.9
2016-01-25,5.59
2016-01-26,5.76
2016-01-27,5.58
2016-01-28,5.52
2016-01-29,6.07
2016-02-01,5.99
2016-02-02,5.65
2016-02-03,5.53
2016-02-04,5.79
2016-02-05,5.48
2016-02-08,5.62
2016-02-09,5.23
2016-02-10,5.39
2016-02-11,5.45
2016-02-12,7.38
2016-02-16,8.59
2016-02-17,8.51
2016-02-18,8.22
2016-02-19,8.97
2016-02-22,8.25
2016-02-23,8.46
2016-02-24,8.99
2016-02-25,8.99
2016-02-26,9.0
2016-02-29,8.7
2016-03-01,8.75
2016-03-02,9.0
2016-03-03,9.51
2016-03-04,9.61
2016-03-07,10.17
2016-03-08,9.48
2016-03-09,9.29
2016-03-10,8.89
2016-03-11,9.02
2016-03-14,9.12
2016-03-15,8.44
2016-03-16,8.66
2016-03-17,9.17
2016-03-18,9.79
2016-03-21,9.84
2016-03-22,9.92
2016-03-23,9.67
2016-03-24,9.78
2016-03-28,10.15
2016-03-29,10.6
2016-03-30,10.54
2016-03-31,10.6
2016-04-01,10.44
2016-04-04,10.84
2016-04-05,10.91
2016-04-06,10.93
2016-04-07,10.66
2016-04-08,10.98
2016-04-11,10.81
2016-04-12,10.52
2016-04-13,10.74
2016-04-14,10.33
2016-04-15,10.4
2016-04-18,10.86
2016-04-19,10.9
2016-04-20,11.22
2016-04-21,10.49
2016-04-22,10.84
2016-04-25,11.46
2016-04-26,11.54
2016-04-27,11.6
2016-04-28,11.51
2016-04-29,11.62
2016-05-02,11.85
2016-05-03,11.34
2016-05-04,11.56
2016-05-05,11.16
2016-05-06,10.82
2016-05-09,10.82
2016-05-10,11.16
2016-05-11,11.22
2016-05-12,10.99
2016-05-13,11.43
2016-05-16,11.21
2016-05-17,11.12
2016-05-18,11.0
2016-05-19,10.99
2016-05-20,11.11
2016-05-23,11.05
2016-05-24,11.11
2016-05-25,10.75
2016-05-26,10.36
2016-05-27,10.41
2016-05-31,11.16
2016-06-01,11.31
2016-06-02,11.38
2016-06-03,11.41
2016-06-06,11.9
2016-06-07,11.85
2016-06-08,12.57
2016-06-09,12.15
2016-06-10,12.0
2016-06-13,12.12
2016-06-14,12.47
2016-06-15,12.48
2016-06-16,12.59
2016-06-17,12.89
2016-06-20,13.38
2016-06-21,13.5
2016-06-22,13.36
2016-06-23,13.98
2016-06-24,13.04
2016-06-27,12.01
2016-06-28,12.27
2016-06-29,12.86
2016-06-30,13.41
2016-07-01,13.65
2016-07-05,13.72
2016-07-06,13.79
2016-07-07,13.74
2016-07-08,13.78
2016-07-11,13.72
2016-07-12,13.73
2016-07-13,13.37
2016-07-14,13.15
2016-07-15,13.05
2016-07-18,13.05
2016-07-19,12.05
2016-07-20,13.0
2016-07-21,12.82
2016-07-22,13.04
2016-07-25,13.05
2016-07-26,13.16
2016-07-27,12.93
2016-07-28,12.95
2016-07-29,12.66
2016-08-01,12.82
2016-08-02,13.08
2016-08-03,13.19
2016-08-04,12.99
2016-08-05,13.32
2016-08-08,13.06
2016-08-09,13.25
2016-08-10,13.19
2016-08-11,13.9
2016-08-12,13.74
2016-08-15,13.97
2016-08-16,13.69
2016-08-17,13.69
2016-08-18,13.78
2016-08-19,13.94
2016-08-22,13.72
2016-08-23,13.82
2016-08-24,13.63
2016-08-25,13.35
2016-08-26,13.32
2016-08-29,13.48
2016-08-30,13.2
2016-08-31,12.96
2016-09-01,13.15
2016-09-02,13.25
2016-09-06,13.24
2016-09-07,13.26
2016-09-08,12.97
2016-09-09,12.84
2016-09-12,13.24
2016-09-13,12.55
2016-09-14,12.86
2016-09-15,12.83
2016-09-16,13.2
2016-09-19,13.43
2016-09-20,13.36
2016-09-21,13.45
2016-09-22,13.58
2016-09-23,13.51
2016-09-26,12.97
2016-09-27,13.25
2016-09-28,13.7
2016-09-29,13.49
2016-09-30,13.31
2016-10-03,13.28
2016-10-04,13.03
2016-10-05,12.53
2016-10-06,12.39
2016-10-07,12.08
2016-10-10,12.2
2016-10-11,11.85
2016-10-12,12.12
2016-10-13,12.03
2016-10-14,11.96
2016-10-17,11.86
2016-10-18,11.93
2016-10-19,11.88
2016-10-20,11.6
2016-10-21,11.44
2016-10-24,11.43
2016-10-25,11.43
2016-10-26,11.24
2016-10-27,10.98
2016-10-28,10.83
2016-10-31,10.6
2016-11-01,10.75
2016-11-02,9.85
2016-11-03,10.25
2016-11-04,10.5
2016-11-07,10.75
2016-11-08,10.7
2016-11-09,11.15
2016-11-10,11.3
2016-11-11,11.95
2016-11-14,11.9
2016-11-15,11.9
2016-11-16,11.95
2016-11-17,12.05
2016-11-18,12.3
2016-11-21,12.0
2016-11-22,12.1
2016-11-23,12.0
2016-11-25,12.0
2016-11-28,12.15
2016-11-29,12.45
2016-11-30,12.8
2016-12-01,11.9
2016-12-02,11.65
2016-12-05,12.1
2016-12-06,11.85
2016-12-07,11.65
2016-12-08,12.0
2016-12-09,12.0
2016-12-12,11.85
2016-12-13,11.9
2016-12-14,11.55
2016-12-15,11.8
2016-12-16,11.65
2016-12-19,11.9
2016-12-20,12.1
2016-12-21,11.75
2016-12-22,10.6
2016-12-23,10.8
2016-12-27,10.55
2016-12-28,10.55
2016-12-29,10.7
2016-12-30,10.75
2017-01-03,10.95
2017-01-04,11.15
2017-01-05,10.95
2017-01-06,10.8
2017-01-09,10.75
2017-01-10,10.8
2017-01-11,10.75
2017-01-12,10.5
2017-01-13,10.8
2017-01-17,10.45
2017-01-18,10.55
2017-01-19,10.2
2017-01-20,10.3
2017-01-23,10.55
2017-01-24,10.65
2017-01-25,10.8
2017-01-26,10.6
2017-01-27,10.6
2017-01-30,10.5
2017-01-31,10.65
2017-02-01,10.65
2017-02-02,10.9
2017-02-03,11.0
2017-02-06,10.65
2017-02-07,10.65
2017-02-08,10.45
2017-02-09,10.9
