Date,PK
2017-07-19,27.24
2017-07-20,26.48
2017-07-21,26.629998999999998
2017-07-24,26.98
2017-07-25,26.82
2017-07-26,26.690001000000002
2017-07-27,26.92
2017-07-28,26.879998999999998
2017-07-31,26.93
2017-08-01,27.07
2017-08-02,26.629998999999998
2017-08-03,26.01
2017-08-04,26.440001000000002
2017-08-07,26.66
2017-08-08,26.25
2017-08-09,26.030001000000002
2017-08-10,25.969998999999998
2017-08-11,26.1
2017-08-14,26.360001
2017-08-15,26.370001000000002
2017-08-16,26.530001000000002
2017-08-17,25.98
2017-08-18,25.92
2017-08-21,26.02
2017-08-22,26.23
2017-08-23,25.9
2017-08-24,25.940001000000002
2017-08-25,26.1
2017-08-28,25.84
2017-08-29,25.98
2017-08-30,26.299999
2017-08-31,26.690001000000002
2017-09-01,26.889999
2017-09-05,26.190001000000002
2017-09-06,26.549999
2017-09-07,26.559998999999998
2017-09-08,26.620001000000002
2017-09-11,27.110001
2017-09-12,27.209999
2017-09-13,27.41
2017-09-14,27.42
2017-09-15,27.49
2017-09-18,27.190001000000002
2017-09-19,26.9
2017-09-20,27.32
2017-09-21,27.280001000000002
2017-09-22,27.530001000000002
2017-09-25,27.82
2017-09-26,27.67
2017-09-27,27.35
2017-09-28,27.59
2017-09-29,27.559998999999998
2017-10-02,27.559998999999998
2017-10-03,27.190001000000002
2017-10-04,27.440001000000002
2017-10-05,27.629998999999998
2017-10-06,27.74
2017-10-09,28.030001000000002
2017-10-10,28.0
2017-10-11,28.030001000000002
2017-10-12,28.549999
2017-10-13,28.68
2017-10-16,28.709999
2017-10-17,28.59
2017-10-18,28.74
2017-10-19,28.969998999999998
2017-10-20,28.48
2017-10-23,28.030001000000002
2017-10-24,28.299999
2017-10-25,28.09
2017-10-26,28.57
2017-10-27,28.52
2017-10-30,28.16
2017-10-31,28.790001
2017-11-01,28.93
2017-11-02,29.049999
2017-11-03,29.08
2017-11-06,29.26
2017-11-07,29.25
2017-11-08,29.290001
2017-11-09,29.120001000000002
2017-11-10,28.809998999999998
2017-11-13,28.77
2017-11-14,28.379998999999998
2017-11-15,28.5
2017-11-16,28.92
2017-11-17,28.92
2017-11-20,28.67
2017-11-21,29.139999
2017-11-22,29.08
2017-11-24,28.82
2017-11-27,28.700001
2017-11-28,28.120001000000002
2017-11-29,28.9
2017-11-30,29.200001
2017-12-01,28.809998999999998
2017-12-04,28.74
2017-12-05,28.799999
2017-12-06,28.379998999999998
2017-12-07,28.450001
2017-12-08,28.41
2017-12-11,28.370001000000002
2017-12-12,28.280001000000002
2017-12-13,28.32
2017-12-14,28.65
2017-12-15,28.530001000000002
2017-12-18,29.42
2017-12-19,28.9
2017-12-20,29.0
2017-12-21,29.049999
2017-12-22,29.370001000000002
2017-12-26,29.25
2017-12-27,29.15
2017-12-28,28.91
2017-12-29,28.75
2018-01-02,28.85
2018-01-03,28.940001000000002
2018-01-04,28.67
2018-01-05,28.690001000000002
2018-01-08,28.620001000000002
2018-01-09,28.709999
2018-01-10,28.84
2018-01-11,29.09
2018-01-12,28.950001
2018-01-16,29.049999
2018-01-17,29.27
2018-01-18,28.9
2018-01-19,29.18
2018-01-22,29.34
2018-01-23,29.799999
2018-01-24,29.68
2018-01-25,29.58
2018-01-26,29.51
2018-01-29,29.57
2018-01-30,28.940001000000002
2018-01-31,28.91
2018-02-01,28.780001000000002
2018-02-02,28.01
2018-02-05,26.98
2018-02-06,27.65
2018-02-07,27.639999
2018-02-08,26.75
2018-02-09,27.25
2018-02-12,27.08
2018-02-13,27.200001
2018-02-14,27.27
2018-02-15,27.129998999999998
2018-02-16,27.18
2018-02-20,26.549999
2018-02-21,26.059998999999998
2018-02-22,26.1
2018-02-23,26.559998999999998
2018-02-26,26.540001
2018-02-27,26.25
2018-02-28,25.99
2018-03-01,25.93
2018-03-02,24.42
2018-03-05,24.959999
2018-03-06,26.15
2018-03-07,26.809998999999998
2018-03-08,26.940001000000002
2018-03-09,27.0
2018-03-12,27.0
2018-03-13,27.040001
2018-03-14,27.040001
2018-03-15,27.040001
2018-03-16,27.309998999999998
2018-03-19,27.040001
2018-03-20,26.940001000000002
2018-03-21,26.870001000000002
2018-03-22,26.370001000000002
2018-03-23,26.08
2018-03-26,26.549999
2018-03-27,26.309998999999998
2018-03-28,26.790001
2018-03-29,27.02
2018-04-02,26.950001
2018-04-03,27.290001
2018-04-04,27.34
2018-04-05,27.18
2018-04-06,26.879998999999998
2018-04-09,26.49
2018-04-10,26.18
2018-04-11,26.73
2018-04-12,27.43
2018-04-13,27.889999
2018-04-16,28.26
2018-04-17,28.459999
2018-04-18,28.59
2018-04-19,28.5
2018-04-20,28.6
2018-04-23,28.68
2018-04-24,28.549999
2018-04-25,28.82
2018-04-26,28.780001000000002
2018-04-27,29.0
2018-04-30,28.780001000000002
2018-05-01,28.77
2018-05-02,28.58
2018-05-03,28.75
2018-05-04,29.309998999999998
2018-05-07,29.870001000000002
2018-05-08,29.799999
2018-05-09,30.25
2018-05-10,30.6
2018-05-11,30.52
2018-05-14,30.82
2018-05-15,30.49
2018-05-16,30.379998999999998
2018-05-17,30.440001000000002
2018-05-18,30.940001000000002
2018-05-21,31.450001
2018-05-22,31.42
2018-05-23,31.32
2018-05-24,31.450001
2018-05-25,31.379998999999998
2018-05-29,31.559998999999998
2018-05-30,32.009997999999996
2018-05-31,32.220001
2018-06-01,32.43
2018-06-04,32.41
2018-06-05,32.009997999999996
2018-06-06,31.940001000000002
2018-06-07,31.709999
2018-06-08,31.6
2018-06-11,30.959999
2018-06-12,30.690001000000002
2018-06-13,30.15
2018-06-14,30.74
2018-06-15,30.76
2018-06-18,30.870001000000002
2018-06-19,30.870001000000002
2018-06-20,31.27
2018-06-21,31.309998999999998
2018-06-22,31.07
2018-06-25,30.73
2018-06-26,30.629998999999998
2018-06-27,30.65
2018-06-28,29.92
2018-06-29,30.629998999999998
2018-07-02,30.49
2018-07-03,31.01
2018-07-05,31.1
2018-07-06,31.32
2018-07-09,31.219998999999998
2018-07-10,31.09
2018-07-11,30.85
2018-07-12,30.959999
2018-07-13,31.309998999999998
2018-07-16,31.0
2018-07-17,30.950001
2018-07-18,31.110001
2018-07-19,31.5
2018-07-20,31.27
2018-07-23,31.709999
2018-07-24,31.469998999999998
2018-07-25,31.040001
2018-07-26,31.08
2018-07-27,30.83
2018-07-30,30.91
2018-07-31,31.280001000000002
2018-08-01,31.969998999999998
2018-08-02,32.580002
2018-08-03,32.080002
2018-08-06,32.439999
2018-08-07,32.299999
2018-08-08,31.690001000000002
2018-08-09,31.440001000000002
2018-08-10,31.530001000000002
2018-08-13,31.549999
2018-08-14,31.85
2018-08-15,32.209998999999996
2018-08-16,32.34
2018-08-17,32.91
2018-08-20,32.52
2018-08-21,33.119999
2018-08-22,33.32
2018-08-23,33.060001
2018-08-24,32.66
2018-08-27,32.990002000000004
2018-08-28,33.360001000000004
2018-08-29,33.66
2018-08-30,33.709998999999996
2018-08-31,33.450001
2018-09-04,33.09
2018-09-05,33.639998999999996
2018-09-06,33.82
2018-09-07,34.009997999999996
2018-09-10,33.41
2018-09-11,33.549999
2018-09-12,33.189999
2018-09-13,33.41
2018-09-14,33.650002
2018-09-17,33.34
2018-09-18,33.68
2018-09-19,33.060001
2018-09-20,33.189999
2018-09-21,32.889998999999996
2018-09-24,32.470001
2018-09-25,32.59
2018-09-26,32.439999
2018-09-27,32.470001
2018-09-28,32.82
2018-10-01,32.639998999999996
2018-10-02,32.02
2018-10-03,32.169998
2018-10-04,31.139999
2018-10-05,31.030001000000002
2018-10-08,31.540001
2018-10-09,31.0
2018-10-10,30.459999
2018-10-11,29.559998999999998
2018-10-12,29.35
2018-10-15,29.309998999999998
2018-10-16,29.85
2018-10-17,29.66
2018-10-18,29.290001
2018-10-19,29.43
2018-10-22,29.27
2018-10-23,29.09
2018-10-24,28.6
2018-10-25,28.790001
2018-10-26,28.4
2018-10-29,28.459999
2018-10-30,28.73
2018-10-31,29.07
2018-11-01,29.67
2018-11-02,29.42
2018-11-05,30.02
2018-11-06,29.65
2018-11-07,30.85
2018-11-08,30.870001000000002
2018-11-09,30.85
2018-11-12,30.690001000000002
2018-11-13,31.059998999999998
2018-11-14,31.040001
2018-11-15,30.9
2018-11-16,30.73
2018-11-19,30.629998999999998
2018-11-20,30.700001
2018-11-21,30.34
2018-11-23,30.200001
2018-11-26,30.65
2018-11-27,30.379998999999998
2018-11-28,30.690001000000002
2018-11-29,30.58
2018-11-30,30.82
2018-12-03,31.33
2018-12-04,30.299999
2018-12-06,30.67
2018-12-07,30.16
2018-12-10,29.74
2018-12-11,29.190001000000002
2018-12-12,29.290001
2018-12-13,28.690001000000002
2018-12-14,28.85
2018-12-17,27.629998999999998
2018-12-18,28.030001000000002
2018-12-19,27.549999
2018-12-20,26.700001
2018-12-21,26.450001
2018-12-24,25.610001
2018-12-26,26.65
2018-12-27,26.700001
2018-12-28,25.82
2018-12-31,25.98
2019-01-02,25.559998999999998
2019-01-03,25.58
2019-01-04,26.27
2019-01-07,26.719998999999998
2019-01-08,27.950001
2019-01-09,28.17
2019-01-10,28.48
2019-01-11,28.43
2019-01-14,28.25
2019-01-15,28.450001
2019-01-16,28.959999
2019-01-17,28.59
2019-01-18,28.700001
2019-01-22,28.16
2019-01-23,28.040001
2019-01-24,28.07
2019-01-25,28.790001
2019-01-28,29.049999
2019-01-29,29.33
2019-01-30,29.75
2019-01-31,30.07
2019-02-01,29.700001
2019-02-04,30.17
2019-02-05,30.280001000000002
2019-02-06,29.799999
2019-02-07,29.860001
2019-02-08,29.48
2019-02-11,29.389999
2019-02-12,29.08
2019-02-13,29.91
2019-02-14,29.82
2019-02-15,30.27
2019-02-19,30.01
2019-02-20,30.85
2019-02-21,31.549999
2019-02-22,32.029999
2019-02-25,31.629998999999998
2019-02-26,31.360001
2019-02-27,30.809998999999998
2019-02-28,31.24
2019-03-01,31.5
2019-03-04,31.780001000000002
2019-03-05,31.530001000000002
2019-03-06,31.379998999999998
2019-03-07,31.0
2019-03-08,30.620001000000002
2019-03-11,31.200001
2019-03-12,30.959999
2019-03-13,31.379998999999998
2019-03-14,31.469998999999998
2019-03-15,31.379998999999998
2019-03-18,31.379998999999998
2019-03-19,31.33
2019-03-20,31.23
2019-03-21,31.629998999999998
2019-03-22,31.1
2019-03-25,30.83
2019-03-26,31.32
2019-03-27,31.280001000000002
2019-03-28,31.16
2019-03-29,31.08
2019-04-01,31.709999
2019-04-02,32.32
2019-04-03,32.310001
2019-04-04,32.119999
2019-04-05,32.209998999999996
2019-04-08,32.18
2019-04-09,31.309998999999998
2019-04-10,31.93
2019-04-11,31.879998999999998
2019-04-12,31.9
2019-04-15,31.59
2019-04-16,31.360001
2019-04-17,31.02
2019-04-18,31.1
2019-04-22,30.6
2019-04-23,31.26
2019-04-24,31.6
2019-04-25,31.43
2019-04-26,31.85
2019-04-29,31.92
2019-04-30,32.080002
2019-05-01,32.360001000000004
2019-05-02,32.540001000000004
2019-05-03,32.98
2019-05-06,31.860001
2019-05-07,31.190001000000002
2019-05-08,30.709999
2019-05-09,30.68
2019-05-10,30.75
2019-05-13,30.15
2019-05-14,30.34
2019-05-15,30.73
2019-05-16,30.860001
2019-05-17,30.26
2019-05-20,30.08
2019-05-21,30.559998999999998
2019-05-22,29.75
2019-05-23,29.32
2019-05-24,29.190001000000002
2019-05-28,28.9
2019-05-29,28.209999
2019-05-30,28.030001000000002
2019-05-31,27.620001000000002
2019-06-03,27.549999
2019-06-04,27.700001
2019-06-05,27.440001000000002
2019-06-06,27.26
2019-06-07,27.469998999999998
2019-06-10,27.879998999999998
2019-06-11,27.67
2019-06-12,27.950001
2019-06-13,28.299999
2019-06-14,28.17
2019-06-17,28.360001
2019-06-18,28.620001000000002
2019-06-19,28.33
2019-06-20,28.370001000000002
2019-06-21,28.209999
2019-06-24,27.469998999999998
2019-06-25,27.52
2019-06-26,27.1
2019-06-27,27.35
2019-06-28,27.559998999999998
2019-07-01,27.280001000000002
2019-07-02,27.379998999999998
2019-07-03,27.889999
2019-07-05,27.85
2019-07-08,27.629998999999998
2019-07-09,27.51
2019-07-10,27.610001
2019-07-11,26.92
2019-07-12,27.120001000000002
2019-07-15,26.93
2019-07-16,26.969998999999998
2019-07-17,26.620001000000002
2019-07-18,26.450001
2019-07-19,26.34
2019-07-22,25.85
2019-07-23,26.17
2019-07-24,26.469998999999998
2019-07-25,26.34
2019-07-26,26.360001
2019-07-29,26.41
2019-07-30,26.860001
2019-07-31,26.41
2019-08-01,25.51
2019-08-02,25.09
2019-08-05,24.309998999999998
2019-08-06,24.360001
2019-08-07,24.309998999999998
2019-08-08,24.969998999999998
2019-08-09,24.68
2019-08-12,24.16
2019-08-13,24.09
2019-08-14,23.52
2019-08-15,23.65
2019-08-16,23.92
2019-08-19,24.18
2019-08-20,23.91
2019-08-21,23.91
2019-08-22,24.01
2019-08-23,23.41
2019-08-26,23.25
2019-08-27,23.190001000000002
2019-08-28,23.35
2019-08-29,23.469998999999998
2019-08-30,23.549999
2019-09-03,23.32
2019-09-04,23.719998999999998
2019-09-05,24.299999
2019-09-06,24.200001
2019-09-09,25.190001000000002
2019-09-10,25.290001
2019-09-11,25.719998999999998
2019-09-12,25.34
2019-09-13,26.07
2019-09-16,26.110001
2019-09-17,25.879998999999998
2019-09-18,26.02
2019-09-19,25.950001
2019-09-20,26.0
2019-09-23,26.01
2019-09-24,25.280001000000002
2019-09-25,25.040001
2019-09-26,24.799999
2019-09-27,24.879998999999998
2019-09-30,24.969998999999998
2019-10-01,24.559998999999998
2019-10-02,24.02
2019-10-03,23.91
2019-10-04,23.91
2019-10-07,23.84
2019-10-08,23.440001000000002
2019-10-09,23.4
2019-10-10,23.48
2019-10-11,23.700001
2019-10-14,23.35
2019-10-15,23.35
2019-10-16,23.059998999999998
2019-10-17,22.67
2019-10-18,22.75
2019-10-21,23.33
2019-10-22,23.58
2019-10-23,23.84
2019-10-24,23.700001
2019-10-25,23.65
2019-10-28,23.83
2019-10-29,23.709999
2019-10-30,23.610001
2019-10-31,23.25
2019-11-01,23.91
2019-11-04,24.33
2019-11-05,24.200001
2019-11-06,24.15
2019-11-07,23.35
2019-11-08,23.02
2019-11-11,22.620001000000002
2019-11-12,22.41
2019-11-13,22.51
2019-11-14,22.360001
2019-11-15,22.620001000000002
2019-11-18,22.57
2019-11-19,22.559998999999998
2019-11-20,22.299999
2019-11-21,22.02
2019-11-22,22.34
2019-11-25,22.9
2019-11-26,23.280001000000002
2019-11-27,23.889999
2019-11-29,23.65
2019-12-02,23.75
2019-12-03,23.879998999999998
2019-12-04,23.620001000000002
2019-12-05,23.68
2019-12-06,24.41
2019-12-09,24.48
2019-12-10,24.41
2019-12-11,24.360001
2019-12-12,24.5
2019-12-13,24.73
2019-12-16,24.940001000000002
2019-12-17,25.040001
2019-12-18,25.68
2019-12-19,25.85
2019-12-20,26.049999
2019-12-23,26.120001000000002
2019-12-24,26.1
2019-12-26,26.459999
2019-12-27,26.42
2019-12-30,25.85
2019-12-31,25.870001000000002
2020-01-02,25.25
2020-01-03,25.309998999999998
2020-01-06,24.74
2020-01-07,24.33
2020-01-08,24.42
2020-01-09,23.790001
2020-01-10,23.799999
2020-01-13,24.200001
2020-01-14,24.17
2020-01-15,24.559998999999998
2020-01-16,24.860001
2020-01-17,24.77
2020-01-21,24.4
2020-01-22,24.379998999999998
2020-01-23,24.18
2020-01-24,23.5
2020-01-27,22.99
2020-01-28,22.99
2020-01-29,22.77
2020-01-30,22.59
2020-01-31,21.940001000000002
2020-02-03,22.209999
2020-02-04,22.99
2020-02-05,23.32
2020-02-06,23.530001000000002
2020-02-07,23.34
2020-02-10,23.440001000000002
2020-02-11,23.790001
2020-02-12,23.969998999999998
2020-02-13,23.620001000000002
2020-02-14,23.629998999999998
2020-02-18,23.35
2020-02-19,22.93
2020-02-20,23.35
2020-02-21,23.690001000000002
2020-02-24,22.35
2020-02-25,20.77
2020-02-26,19.59
2020-02-27,18.91
2020-02-28,18.26
2020-03-02,18.83
2020-03-03,18.059998999999998
2020-03-04,17.950001
2020-03-05,16.48
2020-03-06,16.280001000000002
2020-03-09,13.61
2020-03-10,14.16
2020-03-11,11.98
2020-03-12,8.68
2020-03-13,9.31
2020-03-16,6.89
2020-03-17,6.11
2020-03-18,4.92
2020-03-19,6.09
2020-03-20,6.7
2020-03-23,6.74
2020-03-24,7.57
2020-03-25,8.96
2020-03-26,9.93
2020-03-27,8.79
2020-03-30,8.19
2020-03-31,7.91
2020-04-01,7.35
2020-04-02,6.5
2020-04-03,6.04
2020-04-06,7.2
2020-04-07,7.36
2020-04-08,7.98
2020-04-09,8.25
2020-04-13,7.95
2020-04-14,8.12
2020-04-15,7.9
2020-04-16,7.63
2020-04-17,8.19
2020-04-20,7.72
2020-04-21,7.47
2020-04-22,7.22
2020-04-23,7.19
2020-04-24,7.41
2020-04-27,8.12
2020-04-28,8.9
2020-04-29,9.69
2020-04-30,9.51
2020-05-01,8.64
2020-05-04,8.48
2020-05-05,8.27
2020-05-06,7.84
2020-05-07,8.16
2020-05-08,8.72
