Date,PII
1988-02-25,1.427083
1988-02-26,1.416667
1988-02-29,1.385417
1988-03-01,1.427083
1988-03-02,1.4375
1988-03-03,1.458333
1988-03-04,1.427083
1988-03-07,1.4375
1988-03-08,1.46875
1988-03-09,1.4375
1988-03-10,1.395833
1988-03-11,1.385417
1988-03-14,1.364583
1988-03-15,1.375
1988-03-16,1.34375
1988-03-17,1.34375
1988-03-18,1.333333
1988-03-21,1.354167
1988-03-22,1.34375
1988-03-23,1.322917
1988-03-24,1.322917
1988-03-25,1.333333
1988-03-28,1.302083
1988-03-29,1.3125
1988-03-30,1.28125
1988-03-31,1.270833
1988-04-04,1.291667
1988-04-05,1.302083
1988-04-06,1.3125
1988-04-07,1.302083
1988-04-08,1.322917
1988-04-11,1.3125
1988-04-12,1.322917
1988-04-13,1.34375
1988-04-14,1.333333
1988-04-15,1.322917
1988-04-18,1.28125
1988-04-19,1.3125
1988-04-20,1.322917
1988-04-21,1.322917
1988-04-22,1.28125
1988-04-25,1.28125
1988-04-26,1.291667
1988-04-27,1.270833
1988-04-28,1.291667
1988-04-29,1.3125
1988-05-02,1.302083
1988-05-03,1.302083
1988-05-04,1.3125
1988-05-05,1.302083
1988-05-06,1.322917
1988-05-09,1.322917
1988-05-10,1.333333
1988-05-11,1.333333
1988-05-12,1.333333
1988-05-13,1.3125
1988-05-16,1.3125
1988-05-17,1.322917
1988-05-18,1.322917
1988-05-19,1.3125
1988-05-20,1.3125
1988-05-23,1.302083
1988-05-24,1.302083
1988-05-25,1.3125
1988-05-26,1.333333
1988-05-27,1.3125
1988-05-31,1.333333
1988-06-01,1.322917
1988-06-02,1.333333
1988-06-03,1.34375
1988-06-06,1.354167
1988-06-07,1.395833
1988-06-08,1.40625
1988-06-09,1.333333
1988-06-10,1.3125
1988-06-13,1.3125
1988-06-14,1.291667
1988-06-15,1.28125
1988-06-16,1.28125
1988-06-17,1.28125
1988-06-20,1.270833
1988-06-21,1.270833
1988-06-22,1.260417
1988-06-23,1.270833
1988-06-24,1.260417
1988-06-27,1.260417
1988-06-28,1.28125
1988-06-29,1.28125
1988-06-30,1.291667
1988-07-01,1.28125
1988-07-05,1.3125
1988-07-06,1.291667
1988-07-07,1.3125
1988-07-08,1.3125
1988-07-11,1.302083
1988-07-12,1.302083
1988-07-13,1.302083
1988-07-14,1.302083
1988-07-15,1.302083
1988-07-18,1.28125
1988-07-19,1.302083
1988-07-20,1.302083
1988-07-21,1.291667
1988-07-22,1.302083
1988-07-25,1.28125
1988-07-26,1.28125
1988-07-27,1.291667
1988-07-28,1.28125
1988-07-29,1.28125
1988-08-01,1.270833
1988-08-02,1.270833
1988-08-03,1.302083
1988-08-04,1.302083
1988-08-05,1.3125
1988-08-08,1.291667
1988-08-09,1.302083
1988-08-10,1.28125
1988-08-11,1.25
1988-08-12,1.25
1988-08-15,1.270833
1988-08-16,1.291667
1988-08-17,1.291667
1988-08-18,1.302083
1988-08-19,1.302083
1988-08-22,1.3125
1988-08-23,1.3125
1988-08-24,1.354167
1988-08-25,1.354167
1988-08-26,1.354167
1988-08-29,1.354167
1988-08-30,1.354167
1988-08-31,1.354167
1988-09-01,1.354167
1988-09-02,1.354167
1988-09-06,1.375
1988-09-07,1.364583
1988-09-08,1.385417
1988-09-09,1.322917
1988-09-12,1.333333
1988-09-13,1.3125
1988-09-14,1.3125
1988-09-15,1.34375
1988-09-16,1.34375
1988-09-19,1.333333
1988-09-20,1.322917
1988-09-21,1.333333
1988-09-22,1.322917
1988-09-23,1.322917
1988-09-26,1.322917
1988-09-27,1.3125
1988-09-28,1.322917
1988-09-29,1.333333
1988-09-30,1.322917
1988-10-03,1.3125
1988-10-04,1.291667
1988-10-05,1.28125
1988-10-06,1.302083
1988-10-07,1.3125
1988-10-10,1.3125
1988-10-11,1.291667
1988-10-12,1.291667
1988-10-13,1.291667
1988-10-14,1.291667
1988-10-17,1.302083
1988-10-18,1.3125
1988-10-19,1.28125
1988-10-20,1.28125
1988-10-21,1.25
1988-10-24,1.25
1988-10-25,1.270833
1988-10-26,1.291667
1988-10-27,1.291667
1988-10-28,1.302083
1988-10-31,1.3125
1988-11-01,1.3125
1988-11-02,1.333333
1988-11-03,1.34375
1988-11-04,1.395833
1988-11-07,1.385417
1988-11-08,1.385417
1988-11-09,1.395833
1988-11-10,1.395833
1988-11-11,1.385417
1988-11-14,1.385417
1988-11-15,1.333333
1988-11-16,1.291667
1988-11-17,1.291667
1988-11-18,1.28125
1988-11-21,1.291667
1988-11-22,1.291667
1988-11-23,1.322917
1988-11-25,1.322917
1988-11-28,1.34375
1988-11-29,1.354167
1988-11-30,1.375
1988-12-01,1.364583
1988-12-02,1.375
1988-12-05,1.395833
1988-12-06,1.375
1988-12-07,1.385417
1988-12-08,1.364583
1988-12-09,1.322917
1988-12-12,1.322917
1988-12-13,1.34375
1988-12-14,1.333333
1988-12-15,1.322917
1988-12-16,1.291667
1988-12-19,1.28125
1988-12-20,1.270833
1988-12-21,1.25
1988-12-22,1.291667
1988-12-23,1.270833
1988-12-27,1.25
1988-12-28,1.270833
1988-12-29,1.28125
1988-12-30,1.28125
1989-01-03,1.260417
1989-01-04,1.291667
1989-01-05,1.3125
1989-01-06,1.291667
1989-01-09,1.354167
1989-01-10,1.354167
1989-01-11,1.375
1989-01-12,1.354167
1989-01-13,1.364583
1989-01-16,1.364583
1989-01-17,1.364583
1989-01-18,1.40625
1989-01-19,1.395833
1989-01-20,1.427083
1989-01-23,1.416667
1989-01-24,1.427083
1989-01-25,1.447917
1989-01-26,1.479167
1989-01-27,1.46875
1989-01-30,1.458333
1989-01-31,1.447917
1989-02-01,1.4375
1989-02-02,1.4375
1989-02-03,1.40625
1989-02-06,1.395833
1989-02-07,1.416667
1989-02-08,1.395833
1989-02-09,1.395833
1989-02-10,1.385417
1989-02-13,1.40625
1989-02-14,1.354167
1989-02-15,1.395833
1989-02-16,1.395833
1989-02-17,1.385417
1989-02-21,1.385417
1989-02-22,1.395833
1989-02-23,1.427083
1989-02-24,1.4375
1989-02-27,1.479167
1989-02-28,1.46875
1989-03-01,1.46875
1989-03-02,1.604167
1989-03-03,1.697917
1989-03-06,1.677083
1989-03-07,1.6875
1989-03-08,1.666667
1989-03-09,1.510417
1989-03-10,1.5
1989-03-13,1.510417
1989-03-14,1.510417
1989-03-15,1.510417
1989-03-16,1.53125
1989-03-17,1.5625
1989-03-20,1.520833
1989-03-21,1.541667
1989-03-22,1.520833
1989-03-23,1.541667
1989-03-27,1.552083
1989-03-28,1.552083
1989-03-29,1.5625
1989-03-30,1.5625
1989-03-31,1.552083
1989-04-03,1.5625
1989-04-04,1.583333
1989-04-05,1.552083
1989-04-06,1.5625
1989-04-07,1.5625
1989-04-10,1.572917
1989-04-11,1.583333
1989-04-12,1.583333
1989-04-13,1.614583
1989-04-14,1.59375
1989-04-17,1.59375
1989-04-18,1.635417
1989-04-19,1.635417
1989-04-20,1.625
1989-04-21,1.625
1989-04-24,1.635417
1989-04-25,1.65625
1989-04-26,1.645833
1989-04-27,1.645833
1989-04-28,1.645833
1989-05-01,1.645833
1989-05-02,1.645833
1989-05-03,1.614583
1989-05-04,1.625
1989-05-05,1.65625
1989-05-08,1.635417
1989-05-09,1.59375
1989-05-10,1.635417
1989-05-11,1.635417
1989-05-12,1.645833
1989-05-15,1.635417
1989-05-16,1.645833
1989-05-17,1.65625
1989-05-18,1.614583
1989-05-19,1.625
1989-05-22,1.645833
1989-05-23,1.625
1989-05-24,1.614583
1989-05-25,1.614583
1989-05-26,1.614583
1989-05-30,1.59375
1989-05-31,1.604167
1989-06-01,1.635417
1989-06-02,1.677083
1989-06-05,1.6875
1989-06-06,1.666667
1989-06-07,1.666667
1989-06-08,1.677083
1989-06-09,1.625
1989-06-12,1.635417
1989-06-13,1.625
1989-06-14,1.604167
1989-06-15,1.635417
1989-06-16,1.625
1989-06-19,1.635417
1989-06-20,1.635417
1989-06-21,1.625
1989-06-22,1.635417
1989-06-23,1.645833
1989-06-26,1.666667
1989-06-27,1.666667
1989-06-28,1.666667
1989-06-29,1.645833
1989-06-30,1.645833
1989-07-03,1.645833
1989-07-05,1.65625
1989-07-06,1.635417
1989-07-07,1.635417
1989-07-10,1.645833
1989-07-11,1.65625
1989-07-12,1.635417
1989-07-13,1.635417
1989-07-14,1.65625
1989-07-17,1.677083
1989-07-18,1.666667
1989-07-19,1.666667
1989-07-20,1.708333
1989-07-21,1.708333
1989-07-24,1.708333
1989-07-25,1.708333
1989-07-26,1.739583
1989-07-27,1.697917
1989-07-28,1.760417
1989-07-31,1.84375
1989-08-01,1.8125
1989-08-02,1.78125
1989-08-03,1.854167
1989-08-04,1.885417
1989-08-07,1.875
1989-08-08,1.833333
1989-08-09,1.802083
1989-08-10,1.802083
1989-08-11,1.822917
1989-08-14,1.84375
1989-08-15,1.84375
1989-08-16,1.833333
1989-08-17,1.833333
1989-08-18,1.833333
1989-08-21,1.822917
1989-08-22,1.833333
1989-08-23,1.854167
1989-08-24,1.864583
1989-08-25,1.854167
1989-08-28,1.885417
1989-08-29,1.90625
1989-08-30,1.916667
1989-08-31,1.916667
1989-09-01,1.979167
1989-09-05,1.989583
1989-09-06,1.96875
1989-09-07,1.958333
1989-09-08,1.947917
1989-09-11,1.875
1989-09-12,1.875
1989-09-13,1.875
1989-09-14,1.916667
1989-09-15,1.895833
1989-09-18,1.875
1989-09-19,1.875
1989-09-20,1.895833
1989-09-21,1.895833
1989-09-22,1.895833
1989-09-25,1.895833
1989-09-26,1.875
1989-09-27,1.875
1989-09-28,1.875
1989-09-29,1.885417
1989-10-02,1.875
1989-10-03,1.875
1989-10-04,1.875
1989-10-05,1.875
1989-10-06,1.885417
1989-10-09,1.885417
1989-10-10,1.90625
1989-10-11,1.90625
1989-10-12,1.90625
1989-10-13,1.760417
1989-10-16,1.833333
1989-10-17,1.84375
1989-10-18,1.854167
1989-10-19,2.041667
1989-10-20,2.083333
1989-10-23,2.114583
1989-10-24,2.020833
1989-10-25,2.041667
1989-10-26,2.020833
1989-10-27,1.9375
1989-10-30,1.927083
1989-10-31,2.010417
1989-11-01,2.041667
1989-11-02,2.0625
1989-11-03,2.083333
1989-11-06,2.09375
1989-11-07,2.125
1989-11-08,2.09375
1989-11-09,2.083333
1989-11-10,2.177083
1989-11-13,2.197917
1989-11-14,2.1875
1989-11-15,2.229167
1989-11-16,2.239583
1989-11-17,2.229167
1989-11-20,2.229167
1989-11-21,2.166667
1989-11-22,2.177083
1989-11-24,2.166667
1989-11-27,2.177083
1989-11-28,2.21875
1989-11-29,2.208333
1989-11-30,2.21875
1989-12-01,2.208333
1989-12-04,2.21875
1989-12-05,2.21875
1989-12-06,2.229167
1989-12-07,2.239583
1989-12-08,2.1875
1989-12-11,2.052083
1989-12-12,2.0
1989-12-13,1.916667
1989-12-14,1.989583
1989-12-15,1.989583
1989-12-18,2.020833
1989-12-19,2.0
1989-12-20,2.0
1989-12-21,2.041667
1989-12-22,2.0625
1989-12-26,2.0625
1989-12-27,2.052083
1989-12-28,2.020833
1989-12-29,2.041667
1990-01-02,2.010417
1990-01-03,2.020833
1990-01-04,2.0
1990-01-05,2.03125
1990-01-08,2.052083
1990-01-09,2.072917
1990-01-10,2.0625
1990-01-11,2.0625
1990-01-12,2.020833
1990-01-15,2.0625
1990-01-16,2.041667
1990-01-17,2.041667
1990-01-18,2.0625
1990-01-19,2.09375
1990-01-22,2.083333
1990-01-23,2.083333
1990-01-24,2.0625
1990-01-25,2.020833
1990-01-26,2.041667
1990-01-29,2.09375
1990-01-30,2.104167
1990-01-31,2.197917
1990-02-01,2.177083
1990-02-02,2.177083
1990-02-05,2.166667
1990-02-06,2.177083
1990-02-07,2.197917
1990-02-08,2.229167
1990-02-09,2.25
1990-02-12,2.229167
1990-02-13,2.208333
1990-02-14,2.197917
1990-02-15,2.166667
1990-02-16,2.177083
1990-02-20,2.197917
1990-02-21,2.197917
1990-02-22,2.1875
1990-02-23,2.177083
1990-02-26,2.166667
1990-02-27,2.375
1990-02-28,2.46875
1990-03-01,2.4375
1990-03-02,2.5
1990-03-05,2.520833
1990-03-06,2.510417
1990-03-07,2.479167
1990-03-08,2.479167
1990-03-09,2.458333
1990-03-12,2.520833
1990-03-13,2.666667
1990-03-14,2.666667
1990-03-15,2.6875
1990-03-16,2.677083
1990-03-19,2.666667
1990-03-20,2.635417
1990-03-21,2.583333
1990-03-22,2.59375
1990-03-23,2.645833
1990-03-26,2.666667
1990-03-27,2.65625
1990-03-28,2.604167
1990-03-29,2.65625
1990-03-30,2.645833
1990-04-02,2.614583
1990-04-03,2.625
1990-04-04,2.59375
1990-04-05,2.59375
1990-04-06,2.604167
1990-04-09,2.635417
1990-04-10,2.625
1990-04-11,2.645833
1990-04-12,2.677083
1990-04-16,2.739583
1990-04-17,2.885417
1990-04-18,2.822917
1990-04-19,2.8125
1990-04-20,2.78125
1990-04-23,2.791667
1990-04-24,2.791667
1990-04-25,2.791667
1990-04-26,2.822917
1990-04-27,2.833333
1990-04-30,2.8125
1990-05-01,2.822917
1990-05-02,2.822917
1990-05-03,2.854167
1990-05-04,2.854167
1990-05-07,2.885417
1990-05-08,2.979167
1990-05-09,3.020833
1990-05-10,3.104167
1990-05-11,3.104167
1990-05-14,3.145833
1990-05-15,3.104167
1990-05-16,2.927083
1990-05-17,3.010417
1990-05-18,3.010417
1990-05-21,3.010417
1990-05-22,3.010417
1990-05-23,2.895833
1990-05-24,2.875
1990-05-25,2.96875
1990-05-29,2.979167
1990-05-30,2.979167
1990-05-31,2.958333
1990-06-01,2.989583
1990-06-04,2.979167
1990-06-05,3.0
1990-06-06,2.96875
1990-06-07,2.96875
1990-06-08,2.979167
1990-06-11,2.885417
1990-06-12,2.875
1990-06-13,2.885417
1990-06-14,2.84375
1990-06-15,2.78125
1990-06-18,2.75
1990-06-19,2.666667
1990-06-20,2.729167
1990-06-21,2.78125
1990-06-22,2.791667
1990-06-25,2.78125
1990-06-26,2.791667
1990-06-27,2.833333
1990-06-28,2.895833
1990-06-29,2.90625
1990-07-02,2.864583
1990-07-03,2.875
1990-07-05,2.875
1990-07-06,2.864583
1990-07-09,2.864583
1990-07-10,2.854167
1990-07-11,2.84375
1990-07-12,2.833333
1990-07-13,2.8125
1990-07-16,2.6875
1990-07-17,2.760417
1990-07-18,2.770833
1990-07-19,2.822917
1990-07-20,2.802083
1990-07-23,2.708333
1990-07-24,2.802083
1990-07-25,2.822917
1990-07-26,2.8125
1990-07-27,2.78125
1990-07-30,2.791667
1990-07-31,2.770833
1990-08-01,2.802083
1990-08-02,2.791667
1990-08-03,2.666667
1990-08-06,2.541667
1990-08-07,2.5
1990-08-08,2.53125
1990-08-09,2.53125
1990-08-10,2.552083
1990-08-13,2.552083
1990-08-14,2.520833
1990-08-15,2.53125
1990-08-16,2.520833
1990-08-17,2.479167
1990-08-20,2.416667
1990-08-21,2.375
1990-08-22,2.302083
1990-08-23,2.15625
1990-08-24,2.25
1990-08-27,2.4375
1990-08-28,2.53125
1990-08-29,2.635417
1990-08-30,2.625
1990-08-31,2.59375
1990-09-04,2.59375
1990-09-05,2.614583
1990-09-06,2.604167
1990-09-07,2.614583
1990-09-10,2.65625
1990-09-11,2.5625
1990-09-12,2.572917
1990-09-13,2.53125
1990-09-14,2.416667
1990-09-17,2.4375
1990-09-18,2.427083
1990-09-19,2.46875
1990-09-20,2.489583
1990-09-21,2.416667
1990-09-24,2.291667
1990-09-25,2.291667
1990-09-26,2.28125
1990-09-27,2.1875
1990-09-28,2.177083
1990-10-01,2.260417
1990-10-02,2.322917
1990-10-03,2.322917
1990-10-04,2.333333
1990-10-05,2.291667
1990-10-08,2.322917
1990-10-09,2.3125
1990-10-10,2.270833
1990-10-11,2.239583
1990-10-12,2.28125
1990-10-15,2.28125
1990-10-16,2.270833
1990-10-17,2.270833
1990-10-18,2.3125
1990-10-19,2.354167
1990-10-22,2.34375
1990-10-23,2.34375
1990-10-24,2.34375
1990-10-25,2.34375
1990-10-26,2.333333
1990-10-29,2.322917
1990-10-30,2.3125
1990-10-31,2.333333
1990-11-01,2.333333
1990-11-02,2.3125
1990-11-05,2.3125
1990-11-06,2.302083
1990-11-07,2.302083
1990-11-08,2.270833
1990-11-09,2.270833
1990-11-12,2.333333
1990-11-13,2.375
1990-11-14,2.458333
1990-11-15,2.489583
1990-11-16,2.46875
1990-11-19,2.489583
1990-11-20,2.479167
1990-11-21,2.447917
1990-11-23,2.4375
1990-11-26,2.4375
1990-11-27,2.479167
1990-11-28,2.479167
1990-11-29,2.46875
1990-11-30,2.447917
1990-12-03,2.458333
1990-12-04,2.489583
1990-12-05,2.572917
1990-12-06,2.520833
1990-12-07,2.520833
1990-12-10,2.5
1990-12-11,2.364583
1990-12-12,2.447917
1990-12-13,2.479167
1990-12-14,2.458333
1990-12-17,2.385417
1990-12-18,2.385417
1990-12-19,2.40625
1990-12-20,2.375
1990-12-21,2.385417
1990-12-24,2.385417
1990-12-26,2.375
1990-12-27,2.322917
1990-12-28,2.260417
1990-12-31,2.28125
1991-01-02,2.322917
1991-01-03,2.291667
1991-01-04,2.302083
1991-01-07,2.260417
1991-01-08,2.239583
1991-01-09,2.229167
1991-01-10,2.1875
1991-01-11,2.145833
1991-01-14,2.104167
1991-01-15,2.104167
1991-01-16,2.135417
1991-01-17,2.21875
1991-01-18,2.229167
1991-01-21,2.229167
1991-01-22,2.229167
1991-01-23,2.302083
1991-01-24,2.4375
1991-01-25,2.46875
1991-01-28,2.427083
1991-01-29,2.416667
1991-01-30,2.395833
1991-01-31,2.364583
1991-02-01,2.364583
1991-02-04,2.458333
1991-02-05,2.479167
1991-02-06,2.510417
1991-02-07,2.46875
1991-02-08,2.479167
1991-02-11,2.520833
1991-02-12,2.5
1991-02-13,2.479167
1991-02-14,2.541667
1991-02-15,2.572917
1991-02-19,2.625
1991-02-20,2.604167
1991-02-21,2.604167
1991-02-22,2.572917
1991-02-25,2.614583
1991-02-26,2.604167
1991-02-27,2.635417
1991-02-28,2.479167
1991-03-01,2.489583
1991-03-04,2.5
1991-03-05,2.479167
1991-03-06,2.520833
1991-03-07,2.5
1991-03-08,2.5
1991-03-11,2.427083
1991-03-12,2.416667
1991-03-13,2.427083
1991-03-14,2.395833
1991-03-15,2.416667
1991-03-18,2.395833
1991-03-19,2.375
1991-03-20,2.447917
1991-03-21,2.427083
1991-03-22,2.416667
1991-03-25,2.416667
1991-03-26,2.427083
1991-03-27,2.427083
1991-03-28,2.40625
1991-04-01,2.447917
1991-04-02,2.4375
1991-04-03,2.427083
1991-04-04,2.458333
1991-04-05,2.46875
1991-04-08,2.489583
1991-04-09,2.46875
1991-04-10,2.458333
1991-04-11,2.479167
1991-04-12,2.5
1991-04-15,2.510417
1991-04-16,2.510417
1991-04-17,2.510417
1991-04-18,2.5
1991-04-19,2.5
1991-04-22,2.510417
1991-04-23,2.510417
1991-04-24,2.666667
1991-04-25,2.604167
1991-04-26,2.625
1991-04-29,2.59375
1991-04-30,2.583333
1991-05-01,2.625
1991-05-02,2.604167
1991-05-03,2.635417
1991-05-06,2.65625
1991-05-07,2.65625
1991-05-08,2.645833
1991-05-09,2.666667
1991-05-10,2.625
1991-05-13,2.645833
1991-05-14,2.635417
1991-05-15,2.604167
1991-05-16,2.625
1991-05-17,2.625
1991-05-20,2.625
1991-05-21,2.625
1991-05-22,2.677083
1991-05-23,2.708333
1991-05-24,2.71875
1991-05-28,2.770833
1991-05-29,2.770833
1991-05-30,2.770833
1991-05-31,2.770833
1991-06-03,2.75
1991-06-04,2.760417
1991-06-05,2.760417
1991-06-06,2.78125
1991-06-07,2.791667
1991-06-10,2.760417
1991-06-11,2.645833
1991-06-12,2.65625
1991-06-13,2.666667
1991-06-14,2.708333
1991-06-17,2.729167
1991-06-18,2.71875
1991-06-19,2.739583
1991-06-20,2.729167
1991-06-21,2.739583
1991-06-24,2.71875
1991-06-25,2.729167
1991-06-26,2.708333
1991-06-27,2.71875
1991-06-28,2.697917
1991-07-01,2.708333
1991-07-02,2.729167
1991-07-03,2.71875
1991-07-05,2.697917
1991-07-08,2.6875
1991-07-09,2.708333
1991-07-10,2.71875
1991-07-11,2.729167
1991-07-12,2.739583
1991-07-15,2.708333
1991-07-16,2.729167
1991-07-17,2.739583
1991-07-18,2.739583
1991-07-19,2.739583
1991-07-22,2.739583
1991-07-23,2.739583
1991-07-24,2.75
1991-07-25,2.75
1991-07-26,2.739583
1991-07-29,2.75
1991-07-30,2.75
1991-07-31,2.75
1991-08-01,2.75
1991-08-02,2.75
1991-08-05,2.770833
1991-08-06,2.875
1991-08-07,2.927083
1991-08-08,2.927083
1991-08-09,2.947917
1991-08-12,2.895833
1991-08-13,2.885417
1991-08-14,2.927083
1991-08-15,2.9375
1991-08-16,2.895833
1991-08-19,2.854167
1991-08-20,2.854167
1991-08-21,2.927083
1991-08-22,2.958333
1991-08-23,2.927083
1991-08-26,2.916667
1991-08-27,2.9375
1991-08-28,2.916667
1991-08-29,2.927083
1991-08-30,2.9375
1991-09-03,2.9375
1991-09-04,2.958333
1991-09-05,2.958333
1991-09-06,2.979167
1991-09-09,2.989583
1991-09-10,3.020833
1991-09-11,2.947917
1991-09-12,2.958333
1991-09-13,2.96875
1991-09-16,2.979167
1991-09-17,2.96875
1991-09-18,2.947917
1991-09-19,2.916667
1991-09-20,2.927083
1991-09-23,2.927083
1991-09-24,2.927083
1991-09-25,2.947917
1991-09-26,2.9375
1991-09-27,2.90625
1991-09-30,2.90625
1991-10-01,3.0
1991-10-02,2.979167
1991-10-03,2.9375
1991-10-04,2.927083
1991-10-07,2.9375
1991-10-08,2.9375
1991-10-09,2.96875
1991-10-10,2.885417
1991-10-11,2.927083
1991-10-14,2.947917
1991-10-15,2.989583
1991-10-16,2.989583
1991-10-17,3.03125
1991-10-18,2.979167
1991-10-21,3.0
1991-10-22,3.020833
1991-10-23,3.052083
1991-10-24,3.020833
1991-10-25,3.041667
1991-10-28,3.041667
1991-10-29,3.052083
1991-10-30,3.052083
1991-10-31,3.03125
1991-11-01,3.0625
1991-11-04,3.083333
1991-11-05,3.09375
1991-11-06,3.145833
1991-11-07,3.125
1991-11-08,3.114583
1991-11-11,3.125
1991-11-12,3.104167
1991-11-13,3.125
1991-11-14,3.145833
1991-11-15,3.114583
1991-11-18,3.083333
1991-11-19,2.979167
1991-11-20,3.03125
1991-11-21,3.083333
1991-11-22,3.15625
1991-11-25,3.15625
1991-11-26,3.28125
1991-11-27,3.25
1991-11-29,3.21875
1991-12-02,3.333333
1991-12-03,3.302083
1991-12-04,3.302083
1991-12-05,3.28125
1991-12-06,3.302083
1991-12-09,3.270833
1991-12-10,3.09375
1991-12-11,3.09375
1991-12-12,3.083333
1991-12-13,3.166667
1991-12-16,3.135417
1991-12-17,3.145833
1991-12-18,3.104167
1991-12-19,3.104167
1991-12-20,3.114583
1991-12-23,3.135417
1991-12-24,3.1875
1991-12-26,3.166667
1991-12-27,3.1875
1991-12-30,3.208333
1991-12-31,3.1875
1992-01-02,3.166667
1992-01-03,3.208333
1992-01-06,3.208333
1992-01-07,3.166667
1992-01-08,3.135417
1992-01-09,3.15625
1992-01-10,3.125
1992-01-13,3.114583
1992-01-14,3.104167
1992-01-15,3.03125
1992-01-16,3.083333
1992-01-17,3.15625
1992-01-20,3.177083
1992-01-21,3.166667
1992-01-22,3.15625
1992-01-23,3.145833
1992-01-24,3.177083
1992-01-27,3.15625
1992-01-28,3.177083
1992-01-29,3.125
1992-01-30,3.125
1992-01-31,3.197917
1992-02-03,3.177083
1992-02-04,3.197917
1992-02-05,3.197917
1992-02-06,3.197917
1992-02-07,3.1875
1992-02-10,3.1875
1992-02-11,3.1875
1992-02-12,3.1875
1992-02-13,3.208333
1992-02-14,3.270833
1992-02-18,3.15625
1992-02-19,3.15625
1992-02-20,3.166667
1992-02-21,3.177083
1992-02-24,3.1875
1992-02-25,3.1875
1992-02-26,3.208333
1992-02-27,3.260417
1992-02-28,3.260417
1992-03-02,3.25
1992-03-03,3.28125
1992-03-04,3.28125
1992-03-05,3.270833
1992-03-06,3.28125
1992-03-09,3.333333
1992-03-10,3.21875
1992-03-11,3.197917
1992-03-12,3.1875
1992-03-13,3.21875
1992-03-16,3.21875
1992-03-17,3.208333
1992-03-18,3.229167
1992-03-19,3.270833
1992-03-20,3.302083
1992-03-23,3.25
1992-03-24,3.260417
1992-03-25,3.260417
1992-03-26,3.239583
1992-03-27,3.229167
1992-03-30,3.25
1992-03-31,3.260417
1992-04-01,3.25
1992-04-02,3.25
1992-04-03,3.239583
1992-04-06,3.260417
1992-04-07,3.25
1992-04-08,3.197917
1992-04-09,3.239583
1992-04-10,3.270833
1992-04-13,3.25
1992-04-14,3.260417
1992-04-15,3.229167
1992-04-16,3.25
1992-04-20,3.197917
1992-04-21,3.177083
1992-04-22,3.21875
1992-04-23,3.208333
1992-04-24,3.21875
1992-04-27,3.229167
1992-04-28,3.25
1992-04-29,3.322917
1992-04-30,3.322917
1992-05-01,3.333333
1992-05-04,3.375
1992-05-05,3.375
1992-05-06,3.447917
