Date,NXST
2008-12-12,0.65
2008-12-15,0.6
2008-12-16,0.68
2008-12-17,0.66
2008-12-18,0.55
2008-12-19,0.57
2008-12-22,0.68
2008-12-23,0.68
2008-12-24,0.59
2008-12-26,0.64
2008-12-29,0.6
2008-12-30,0.6
2008-12-31,0.51
2009-01-02,0.69
2009-01-05,0.64
2009-01-06,0.72
2009-01-07,0.82
2009-01-08,0.85
2009-01-09,0.77
2009-01-12,0.71
2009-01-13,0.68
2009-01-14,0.8
2009-01-15,0.76
2009-01-16,0.77
2009-01-20,0.7
2009-01-21,0.72
2009-01-22,0.72
2009-01-23,0.75
2009-01-26,0.69
2009-01-27,0.74
2009-01-28,0.84
2009-01-29,0.8
2009-01-30,0.81
2009-02-02,0.81
2009-02-03,0.85
2009-02-04,0.88
2009-02-05,0.88
2009-02-06,0.88
2009-02-09,0.93
2009-02-10,0.94
2009-02-11,0.93
2009-02-12,0.88
2009-02-13,0.9
2009-02-17,0.9
2009-02-18,0.83
2009-02-19,0.81
2009-02-20,0.73
2009-02-23,0.76
2009-02-24,0.75
2009-02-25,0.75
2009-02-26,0.76
2009-02-27,0.75
2009-03-02,0.85
2009-03-03,0.85
2009-03-04,0.77
2009-03-05,0.71
2009-03-06,0.65
2009-03-09,0.53
2009-03-10,0.55
2009-03-11,0.59
2009-03-12,0.61
2009-03-13,0.54
2009-03-16,0.54
2009-03-17,0.62
2009-03-18,0.61
2009-03-19,0.59
2009-03-20,0.69
2009-03-23,0.69
2009-03-24,0.73
2009-03-25,0.7
2009-03-26,0.74
2009-03-27,0.71
2009-03-30,0.67
2009-03-31,0.68
2009-04-01,0.72
2009-04-02,0.7
2009-04-03,0.66
2009-04-06,0.69
2009-04-07,0.71
2009-04-08,0.74
2009-04-09,0.71
2009-04-13,0.76
2009-04-14,0.75
2009-04-15,0.76
2009-04-16,0.9
2009-04-17,0.76
2009-04-20,0.74
2009-04-21,0.73
2009-04-22,0.76
2009-04-23,0.76
2009-04-24,0.84
2009-04-27,0.76
2009-04-28,0.74
2009-04-29,0.75
2009-04-30,0.78
2009-05-01,0.75
2009-05-04,0.75
2009-05-05,0.79
2009-05-06,0.78
2009-05-07,0.76
2009-05-08,0.74
2009-05-11,0.71
2009-05-12,0.64
2009-05-13,0.72
2009-05-14,0.82
2009-05-15,0.76
2009-05-18,0.83
2009-05-19,0.86
2009-05-20,0.91
2009-05-21,0.85
2009-05-22,0.85
2009-05-26,0.9
2009-05-27,0.9
2009-05-28,0.9
2009-05-29,0.95
2009-06-01,0.87
2009-06-02,0.9
2009-06-03,0.9
2009-06-04,0.88
2009-06-05,0.89
2009-06-08,0.85
2009-06-09,0.84
2009-06-10,0.84
2009-06-11,0.9
2009-06-12,0.82
2009-06-15,0.8
2009-06-16,0.8
2009-06-17,0.81
2009-06-18,0.82
2009-06-19,0.85
2009-06-22,0.85
2009-06-23,0.81
2009-06-24,0.79
2009-06-25,0.83
2009-06-26,0.64
2009-06-29,0.79
2009-06-30,0.75
2009-07-01,0.76
2009-07-02,0.76
2009-07-06,0.75
2009-07-07,0.7
2009-07-08,0.68
2009-07-09,0.68
2009-07-10,0.68
2009-07-13,0.62
2009-07-14,0.69
2009-07-15,0.77
2009-07-16,0.67
2009-07-17,0.67
2009-07-20,0.69
2009-07-21,0.68
2009-07-22,0.63
2009-07-23,0.59
2009-07-24,0.6
2009-07-27,0.66
2009-07-28,0.71
2009-07-29,0.72
2009-07-30,0.74
2009-07-31,0.8
2009-08-03,1.0
2009-08-04,1.4
2009-08-05,1.85
2009-08-06,1.66
2009-08-07,1.7
2009-08-10,1.54
2009-08-11,1.5
2009-08-12,1.5
2009-08-13,1.4
2009-08-14,1.29
2009-08-17,1.12
2009-08-18,1.32
2009-08-19,1.35
2009-08-20,1.26
2009-08-21,1.28
2009-08-24,1.84
2009-08-25,2.54
2009-08-26,2.69
2009-08-27,2.59
2009-08-28,2.73
2009-08-31,3.0
2009-09-01,2.58
2009-09-02,2.2
2009-09-03,2.41
2009-09-04,2.78
2009-09-08,2.78
2009-09-09,2.5
2009-09-10,2.68
2009-09-11,2.65
2009-09-14,2.69
2009-09-15,2.73
2009-09-16,3.21
2009-09-17,3.31
2009-09-18,3.67
2009-09-21,3.61
2009-09-22,3.66
2009-09-23,3.56
2009-09-24,3.41
2009-09-25,3.34
2009-09-28,3.59
2009-09-29,3.62
2009-09-30,3.42
2009-10-01,3.19
2009-10-02,2.9
2009-10-05,2.8
2009-10-06,2.95
2009-10-07,2.81
2009-10-08,2.9
2009-10-09,2.82
2009-10-12,2.88
2009-10-13,3.02
2009-10-14,3.13
2009-10-15,3.07
2009-10-16,3.0
2009-10-19,2.96
2009-10-20,2.88
2009-10-21,2.75
2009-10-22,2.89
2009-10-23,2.76
2009-10-26,2.7
2009-10-27,2.66
2009-10-28,2.41
2009-10-29,2.48
2009-10-30,2.21
2009-11-02,2.08
2009-11-03,2.16
2009-11-04,2.05
2009-11-05,2.44
2009-11-06,2.43
2009-11-09,2.42
2009-11-10,2.45
2009-11-11,2.5
2009-11-12,2.47
2009-11-13,2.59
2009-11-16,2.59
2009-11-17,2.9
2009-11-18,3.1
2009-11-19,3.1
2009-11-20,3.05
2009-11-23,3.03
2009-11-24,3.06
2009-11-25,3.02
2009-11-27,3.07
2009-11-30,3.14
2009-12-01,3.26
2009-12-02,3.23
2009-12-03,3.41
2009-12-04,3.34
2009-12-07,3.43
2009-12-08,3.63
2009-12-09,3.65
2009-12-10,3.66
2009-12-11,3.79
2009-12-14,3.84
2009-12-15,3.82
2009-12-16,3.95
2009-12-17,3.88
2009-12-18,3.85
2009-12-21,3.77
2009-12-22,4.02
2009-12-23,4.04
2009-12-24,4.07
2009-12-28,3.94
2009-12-29,3.97
2009-12-30,3.92
2009-12-31,4.05
2010-01-04,3.95
2010-01-05,4.01
2010-01-06,3.98
2010-01-07,4.01
2010-01-08,4.02
2010-01-11,4.05
2010-01-12,4.0
2010-01-13,3.98
2010-01-14,4.03
2010-01-15,4.1
2010-01-19,4.21
2010-01-20,4.03
2010-01-21,3.95
2010-01-22,4.42
2010-01-25,4.7
2010-01-26,4.69
2010-01-27,4.56
2010-01-28,4.85
2010-01-29,4.58
2010-02-01,4.58
2010-02-02,4.65
2010-02-03,4.59
2010-02-04,4.58
2010-02-05,4.56
2010-02-08,4.57
2010-02-09,4.79
2010-02-10,4.77
2010-02-11,4.65
2010-02-12,4.8
2010-02-16,4.75
2010-02-17,4.39
2010-02-18,4.27
2010-02-19,4.62
2010-02-22,4.52
2010-02-23,4.55
2010-02-24,4.61
2010-02-25,4.6
2010-02-26,4.5
2010-03-01,4.5
2010-03-02,4.52
2010-03-03,4.58
2010-03-04,4.57
2010-03-05,4.62
2010-03-08,4.69
2010-03-09,4.82
2010-03-10,4.92
2010-03-11,4.82
2010-03-12,4.83
2010-03-15,4.75
2010-03-16,4.76
2010-03-17,4.99
2010-03-18,4.8
2010-03-19,4.35
2010-03-22,4.46
2010-03-23,4.59
2010-03-24,4.4
2010-03-25,4.29
2010-03-26,4.86
2010-03-29,4.72
2010-03-30,4.75
2010-03-31,4.93
2010-04-01,4.91
2010-04-05,4.99
2010-04-06,5.22
2010-04-07,5.42
2010-04-08,5.7
2010-04-09,6.02
2010-04-12,6.3
2010-04-13,6.3
2010-04-14,6.51
2010-04-15,6.74
2010-04-16,6.47
2010-04-19,6.64
2010-04-20,6.62
2010-04-21,6.76
2010-04-22,6.94
2010-04-23,6.85
2010-04-26,6.58
2010-04-27,6.39
2010-04-28,6.49
2010-04-29,6.73
2010-04-30,6.71
2010-05-03,6.86
2010-05-04,6.55
2010-05-05,6.15
2010-05-06,5.6
2010-05-07,5.09
2010-05-10,5.87
2010-05-11,5.71
2010-05-12,6.4
2010-05-13,7.14
2010-05-14,7.09
2010-05-17,7.0
2010-05-18,7.11
2010-05-19,7.04
2010-05-20,6.74
2010-05-21,6.32
2010-05-24,6.54
2010-05-25,6.28
2010-05-26,6.19
2010-05-27,6.94
2010-05-28,6.9
2010-06-01,5.87
2010-06-02,6.22
2010-06-03,5.9
2010-06-04,5.6
2010-06-07,5.5
2010-06-08,5.51
2010-06-09,5.38
2010-06-10,5.48
2010-06-11,5.65
2010-06-14,5.74
2010-06-15,5.74
2010-06-16,5.82
2010-06-17,5.84
2010-06-18,5.85
2010-06-21,5.7
2010-06-22,5.99
2010-06-23,5.94
2010-06-24,5.45
2010-06-25,5.4
2010-06-28,5.33
2010-06-29,4.85
2010-06-30,4.38
2010-07-01,4.84
2010-07-02,4.63
2010-07-06,4.53
2010-07-07,4.65
2010-07-08,4.84
2010-07-09,4.73
2010-07-12,4.61
2010-07-13,4.86
2010-07-14,4.78
2010-07-15,4.91
2010-07-16,4.7
2010-07-19,4.42
2010-07-20,4.57
2010-07-21,4.37
2010-07-22,4.9
2010-07-23,5.06
2010-07-26,5.46
2010-07-27,5.57
2010-07-28,5.62
2010-07-29,5.34
2010-07-30,5.4
2010-08-02,5.6
2010-08-03,5.56
2010-08-04,5.65
2010-08-05,5.5
2010-08-06,5.64
2010-08-09,5.62
2010-08-10,5.49
2010-08-11,5.24
2010-08-12,4.74
2010-08-13,4.31
2010-08-16,3.94
2010-08-17,4.19
2010-08-18,4.13
2010-08-19,4.15
2010-08-20,4.1
2010-08-23,3.9
2010-08-24,3.72
2010-08-25,3.91
2010-08-26,3.76
2010-08-27,3.98
2010-08-30,3.77
2010-08-31,3.75
2010-09-01,3.92
2010-09-02,4.0
2010-09-03,4.0
2010-09-07,3.95
2010-09-08,3.9
2010-09-09,3.86
2010-09-10,3.87
2010-09-13,4.14
2010-09-14,4.18
2010-09-15,4.3
2010-09-16,4.31
2010-09-17,4.38
2010-09-20,4.77
2010-09-21,4.77
2010-09-22,4.71
2010-09-23,4.67
2010-09-24,5.01
2010-09-27,4.98
2010-09-28,5.03
2010-09-29,5.24
2010-09-30,5.15
2010-10-01,5.38
2010-10-04,5.4
2010-10-05,5.81
2010-10-06,5.7
2010-10-07,5.71
2010-10-08,5.81
2010-10-11,5.81
2010-10-12,5.89
2010-10-13,5.78
2010-10-14,5.65
2010-10-15,5.55
2010-10-18,5.84
2010-10-19,5.91
2010-10-20,5.88
2010-10-21,5.63
2010-10-22,5.63
2010-10-25,5.68
2010-10-26,5.6
2010-10-27,5.69
2010-10-28,5.63
2010-10-29,5.66
2010-11-01,5.85
2010-11-02,5.95
2010-11-03,5.83
2010-11-04,5.8
2010-11-05,5.56
2010-11-08,5.4
2010-11-09,5.38
2010-11-10,5.38
2010-11-11,5.35
2010-11-12,4.8
2010-11-15,4.67
2010-11-16,4.29
2010-11-17,4.72
2010-11-18,5.02
2010-11-19,4.98
2010-11-22,4.84
2010-11-23,4.73
2010-11-24,5.2
2010-11-26,5.25
2010-11-29,5.38
2010-11-30,5.4
2010-12-01,5.37
2010-12-02,5.5
2010-12-03,5.54
2010-12-06,5.57
2010-12-07,5.62
2010-12-08,5.64
2010-12-09,5.78
2010-12-10,5.85
2010-12-13,5.85
2010-12-14,5.99
2010-12-15,5.94
2010-12-16,6.03
2010-12-17,5.93
2010-12-20,5.99
2010-12-21,6.01
2010-12-22,6.05
2010-12-23,5.99
2010-12-27,6.0
2010-12-28,6.0
2010-12-29,5.98
2010-12-30,5.93
2010-12-31,5.99
2011-01-03,6.0
2011-01-04,5.93
2011-01-05,5.98
2011-01-06,5.9
2011-01-07,5.94
2011-01-10,5.83
2011-01-11,5.81
2011-01-12,5.93
2011-01-13,5.81
2011-01-14,5.79
2011-01-18,5.61
2011-01-19,5.37
2011-01-20,5.23
2011-01-21,5.2
2011-01-24,5.34
2011-01-25,5.25
2011-01-26,5.35
2011-01-27,5.18
2011-01-28,4.84
2011-01-31,4.91
2011-02-01,5.18
2011-02-02,4.94
2011-02-03,4.79
2011-02-04,4.7
2011-02-07,4.71
2011-02-08,5.01
2011-02-09,5.48
2011-02-10,5.53
2011-02-11,5.96
2011-02-14,5.91
2011-02-15,5.86
2011-02-16,6.07
2011-02-17,6.22
2011-02-18,6.3
2011-02-22,5.83
2011-02-23,5.99
2011-02-24,6.25
2011-02-25,6.58
2011-02-28,6.98
2011-03-01,6.94
2011-03-02,6.99
2011-03-03,7.11
2011-03-04,7.1
2011-03-07,7.03
2011-03-08,7.22
2011-03-09,7.2
2011-03-10,6.97
2011-03-11,7.06
2011-03-14,7.09
2011-03-15,7.04
2011-03-16,6.87
2011-03-17,6.96
2011-03-18,7.01
2011-03-21,7.45
2011-03-22,7.52
2011-03-23,7.6
2011-03-24,7.65
2011-03-25,7.87
2011-03-28,8.01
2011-03-29,8.21
2011-03-30,8.62
2011-03-31,8.67
2011-04-01,8.0
2011-04-04,8.45
2011-04-05,8.65
2011-04-06,8.47
2011-04-07,8.99
2011-04-08,8.56
2011-04-11,7.83
2011-04-12,7.19
2011-04-13,7.05
2011-04-14,6.68
2011-04-15,6.88
2011-04-18,6.67
2011-04-19,6.83
2011-04-20,7.16
2011-04-21,7.3
2011-04-25,7.32
2011-04-26,7.88
2011-04-27,7.73
2011-04-28,8.03
2011-04-29,8.34
2011-05-02,8.4
2011-05-03,8.41
2011-05-04,8.16
2011-05-05,8.14
2011-05-06,8.01
2011-05-09,8.21
2011-05-10,8.15
2011-05-11,7.75
2011-05-12,7.68
2011-05-13,7.82
2011-05-16,7.27
2011-05-17,7.04
2011-05-18,7.22
2011-05-19,7.19
2011-05-20,7.15
2011-05-23,7.0
2011-05-24,6.77
2011-05-25,7.01
2011-05-26,6.77
2011-05-27,7.09
2011-05-31,6.9
2011-06-01,6.84
2011-06-02,6.89
2011-06-03,6.72
2011-06-06,6.7
2011-06-07,6.78
2011-06-08,6.76
2011-06-09,6.99
2011-06-10,6.75
2011-06-13,6.71
2011-06-14,6.86
2011-06-15,7.19
2011-06-16,7.49
2011-06-17,7.16
2011-06-20,7.43
2011-06-21,7.76
2011-06-22,7.59
2011-06-23,8.33
2011-06-24,8.91
2011-06-27,8.43
2011-06-28,8.63
2011-06-29,8.17
2011-06-30,8.21
2011-07-01,8.43
2011-07-05,8.36
2011-07-06,8.28
2011-07-07,8.5
2011-07-08,8.56
2011-07-11,8.05
2011-07-12,7.7
2011-07-13,7.7
2011-07-14,7.43
2011-07-15,7.39
2011-07-18,7.1
2011-07-19,7.35
2011-07-20,9.3
2011-07-21,9.31
2011-07-22,9.25
2011-07-25,9.24
2011-07-26,9.2
2011-07-27,8.99
2011-07-28,8.95
2011-07-29,8.76
2011-08-01,8.23
2011-08-02,7.97
2011-08-03,8.2
2011-08-04,7.65
2011-08-05,6.87
2011-08-08,6.73
2011-08-09,7.24
2011-08-10,7.09
2011-08-11,7.46
2011-08-12,7.64
2011-08-15,7.47
2011-08-16,7.2
2011-08-17,7.14
2011-08-18,6.61
2011-08-19,6.5
2011-08-22,6.28
2011-08-23,6.3
2011-08-24,6.3
2011-08-25,5.94
2011-08-26,6.03
2011-08-29,6.57
2011-08-30,6.51
2011-08-31,6.1
2011-09-01,6.0
2011-09-02,5.84
2011-09-06,5.89
2011-09-07,5.98
2011-09-08,6.21
2011-09-09,5.91
2011-09-12,6.15
2011-09-13,6.06
2011-09-14,6.42
2011-09-15,6.42
2011-09-16,6.5
2011-09-19,6.37
2011-09-20,6.37
2011-09-21,6.45
2011-09-22,6.27
2011-09-23,6.39
2011-09-26,6.58
2011-09-27,6.61
2011-09-28,6.6
2011-09-29,6.76
2011-09-30,6.61
2011-10-03,6.55
2011-10-04,6.57
2011-10-05,6.64
2011-10-06,6.98
2011-10-07,6.81
2011-10-10,7.48
2011-10-11,7.65
2011-10-12,8.21
2011-10-13,8.41
2011-10-14,8.6
2011-10-17,8.41
2011-10-18,8.58
2011-10-19,8.1
2011-10-20,8.13
2011-10-21,8.51
2011-10-24,8.9
2011-10-25,8.77
2011-10-26,8.92
2011-10-27,9.17
2011-10-28,9.09
2011-10-31,9.1
2011-11-01,8.79
2011-11-02,9.04
2011-11-03,9.37
2011-11-04,9.17
2011-11-07,9.13
2011-11-08,9.41
2011-11-09,9.25
2011-11-10,9.27
2011-11-11,9.34
2011-11-14,9.08
2011-11-15,9.22
2011-11-16,9.19
2011-11-17,9.11
2011-11-18,9.11
2011-11-21,8.41
2011-11-22,8.0
2011-11-23,7.6
2011-11-25,7.53
2011-11-28,7.65
2011-11-29,7.75
2011-11-30,7.95
2011-12-01,7.94
2011-12-02,7.94
2011-12-05,7.93
2011-12-06,7.86
2011-12-07,7.85
2011-12-08,7.68
2011-12-09,8.05
2011-12-12,7.91
2011-12-13,7.72
2011-12-14,7.65
2011-12-15,7.57
2011-12-16,7.53
2011-12-19,7.5
2011-12-20,7.84
2011-12-21,8.24
2011-12-22,7.89
2011-12-23,7.89
2011-12-27,8.1
2011-12-28,7.74
2011-12-29,7.72
2011-12-30,7.84
2012-01-03,8.1
2012-01-04,8.08
2012-01-05,8.17
2012-01-06,8.35
2012-01-09,8.37
2012-01-10,8.49
2012-01-11,8.45
2012-01-12,8.49
2012-01-13,8.54
2012-01-17,8.66
2012-01-18,8.85
2012-01-19,8.75
2012-01-20,8.71
2012-01-23,8.61
2012-01-24,8.57
2012-01-25,8.6
2012-01-26,8.59
2012-01-27,8.35
2012-01-30,8.5
2012-01-31,8.47
2012-02-01,8.5
2012-02-02,8.5
2012-02-03,8.5
2012-02-06,8.49
2012-02-07,8.43
2012-02-08,8.49
2012-02-09,8.45
2012-02-10,8.32
2012-02-13,8.39
2012-02-14,8.26
2012-02-15,8.16
2012-02-16,8.3
2012-02-17,8.39
2012-02-21,8.33
2012-02-22,8.31
2012-02-23,8.51
2012-02-24,8.41
2012-02-27,8.49
2012-02-28,8.42
2012-02-29,8.25
2012-03-01,8.35
2012-03-02,8.13
2012-03-05,8.32
2012-03-06,8.18
2012-03-07,8.3
2012-03-08,8.35
2012-03-09,8.7
2012-03-12,8.67
2012-03-13,8.7
2012-03-14,8.58
2012-03-15,8.61
2012-03-16,8.44
2012-03-19,8.57
2012-03-20,8.59
2012-03-21,8.39
2012-03-22,8.48
2012-03-23,8.66
2012-03-26,8.85
2012-03-27,8.54
2012-03-28,8.41
2012-03-29,8.47
2012-03-30,8.31
2012-04-02,8.39
2012-04-03,8.1
2012-04-04,7.84
2012-04-05,7.63
2012-04-09,7.59
2012-04-10,7.53
2012-04-11,7.65
2012-04-12,7.67
2012-04-13,7.45
2012-04-16,7.43
2012-04-17,7.54
2012-04-18,7.5
2012-04-19,7.49
2012-04-20,7.71
2012-04-23,7.52
2012-04-24,7.75
2012-04-25,7.77
2012-04-26,7.76
2012-04-27,8.05
2012-04-30,7.75
2012-05-01,7.45
2012-05-02,7.24
2012-05-03,7.17
2012-05-04,6.78
2012-05-07,6.86
2012-05-08,6.98
2012-05-09,6.92
2012-05-10,7.05
2012-05-11,6.9
2012-05-14,6.82
2012-05-15,6.66
2012-05-16,6.47
2012-05-17,6.38
2012-05-18,6.66
2012-05-21,6.84
2012-05-22,6.81
2012-05-23,6.67
2012-05-24,6.8
2012-05-25,6.77
2012-05-29,6.83
2012-05-30,6.76
2012-05-31,6.63
2012-06-01,6.55
2012-06-04,6.76
2012-06-05,6.89
2012-06-06,7.16
2012-06-07,6.79
2012-06-08,6.71
2012-06-11,6.62
2012-06-12,6.52
2012-06-13,6.49
2012-06-14,6.52
2012-06-15,6.49
2012-06-18,6.47
2012-06-19,6.45
2012-06-20,7.03
2012-06-21,6.72
2012-06-22,6.63
2012-06-25,6.38
2012-06-26,6.27
2012-06-27,6.42
2012-06-28,6.27
2012-06-29,6.74
2012-07-02,6.85
2012-07-03,6.83
2012-07-05,6.6
2012-07-06,6.55
2012-07-09,6.5
2012-07-10,6.51
2012-07-11,6.4
2012-07-12,6.14
2012-07-13,6.18
2012-07-16,6.14
2012-07-17,6.1
2012-07-18,6.13
2012-07-19,6.5
2012-07-20,6.32
2012-07-23,6.37
2012-07-24,6.32
2012-07-25,6.45
2012-07-26,6.47
2012-07-27,6.43
2012-07-30,6.44
2012-07-31,6.52
2012-08-01,6.75
2012-08-02,6.9
2012-08-03,7.51
2012-08-06,7.95
2012-08-07,8.23
2012-08-08,8.15
2012-08-09,8.3
2012-08-10,8.28
2012-08-13,8.52
2012-08-14,8.6
2012-08-15,8.71
2012-08-16,8.74
2012-08-17,8.75
2012-08-20,8.74
2012-08-21,8.39
2012-08-22,8.2
2012-08-23,8.35
2012-08-24,8.36
2012-08-27,8.6
2012-08-28,8.65
2012-08-29,8.63
2012-08-30,8.48
2012-08-31,8.66
2012-09-04,8.75
2012-09-05,8.86
2012-09-06,9.12
2012-09-07,9.5
2012-09-10,9.65
2012-09-11,9.6
2012-09-12,9.59
2012-09-13,9.75
2012-09-14,9.99
2012-09-17,9.8
2012-09-18,9.84
2012-09-19,10.07
2012-09-20,10.32
2012-09-21,10.41
2012-09-24,10.8
2012-09-25,10.97
2012-09-26,10.71
2012-09-27,10.82
2012-09-28,10.62
2012-10-01,10.97
2012-10-02,11.03
2012-10-03,11.51
2012-10-04,11.96
2012-10-05,11.9
2012-10-08,12.13
2012-10-09,11.9
2012-10-10,11.96
2012-10-11,12.15
2012-10-12,12.3
2012-10-15,12.36
2012-10-16,12.55
2012-10-17,12.77
2012-10-18,12.39
2012-10-19,11.54
2012-10-22,11.11
2012-10-23,10.96
2012-10-24,11.07
2012-10-25,11.19
2012-10-26,10.94
2012-10-31,10.87
2012-11-01,11.06
2012-11-02,10.68
2012-11-05,10.7
2012-11-06,11.56
2012-11-07,10.9
2012-11-08,11.04
2012-11-09,11.55
2012-11-12,11.42
2012-11-13,11.73
2012-11-14,11.25
2012-11-15,11.04
2012-11-16,11.16
2012-11-19,11.3
2012-11-20,11.31
2012-11-21,11.17
2012-11-23,11.19
2012-11-26,11.16
2012-11-27,10.21
2012-11-28,9.9
2012-11-29,9.68
2012-11-30,9.0
2012-12-03,9.31
2012-12-04,9.38
2012-12-05,9.44
2012-12-06,9.46
2012-12-07,9.47
2012-12-10,9.85
2012-12-11,10.27
2012-12-12,10.48
2012-12-13,10.55
2012-12-14,10.71
2012-12-17,10.45
2012-12-18,10.46
2012-12-19,10.57
2012-12-20,10.81
2012-12-21,10.68
2012-12-24,10.66
2012-12-26,10.61
2012-12-27,10.56
2012-12-28,10.5
2012-12-31,10.59
2013-01-02,11.37
2013-01-03,11.6
2013-01-04,11.7
2013-01-07,11.75
2013-01-08,12.05
2013-01-09,12.15
2013-01-10,12.04
2013-01-11,12.16
2013-01-14,12.69
2013-01-15,12.66
2013-01-16,12.86
2013-01-17,12.97
2013-01-18,12.96
2013-01-22,12.83
2013-01-23,12.86
2013-01-24,13.4
2013-01-25,14.04
2013-01-28,14.4
2013-01-29,14.35
2013-01-30,14.24
2013-01-31,14.38
2013-02-01,14.65
2013-02-04,14.37
2013-02-05,14.83
2013-02-06,15.17
2013-02-07,13.91
2013-02-08,14.15
2013-02-11,14.01
2013-02-12,14.59
2013-02-13,14.91
2013-02-14,15.27
2013-02-15,14.88
2013-02-19,15.1
2013-02-20,14.66
2013-02-21,14.3
2013-02-22,14.26
2013-02-25,14.43
2013-02-26,14.55
2013-02-27,14.83
2013-02-28,14.86
2013-03-01,15.37
2013-03-04,15.73
2013-03-05,16.129998999999998
2013-03-06,16.190001000000002
2013-03-07,16.91
2013-03-08,16.99
2013-03-11,17.24
2013-03-12,16.940001000000002
2013-03-13,16.83
2013-03-14,17.08
2013-03-15,17.17
2013-03-18,17.110001
2013-03-19,16.950001
2013-03-20,17.299999
2013-03-21,17.190001000000002
2013-03-22,17.08
2013-03-25,18.1
2013-03-26,17.73
2013-03-27,17.93
2013-03-28,18.0
2013-04-01,17.9
2013-04-02,17.940001000000002
2013-04-03,17.540001
2013-04-04,17.32
2013-04-05,17.93
2013-04-08,18.780001000000002
2013-04-09,18.459999
2013-04-10,19.24
2013-04-11,20.66
2013-04-12,21.92
2013-04-15,20.139999
2013-04-16,20.950001
2013-04-17,20.85
2013-04-18,21.01
2013-04-19,21.9
2013-04-22,22.18
2013-04-23,22.709999
2013-04-24,22.450001
2013-04-25,24.74
2013-04-26,24.530001000000002
2013-04-29,24.01
2013-04-30,24.35
2013-05-01,24.98
2013-05-02,25.17
2013-05-03,25.32
2013-05-06,26.959999
2013-05-07,26.73
2013-05-08,27.190001000000002
2013-05-09,28.51
2013-05-10,29.629998999999998
2013-05-13,28.84
2013-05-14,29.16
2013-05-15,28.99
2013-05-16,28.35
2013-05-17,29.059998999999998
2013-05-20,28.0
2013-05-21,27.5
2013-05-22,27.09
2013-05-23,28.290001
2013-05-24,28.07
2013-05-28,27.82
2013-05-29,27.24
2013-05-30,27.6
2013-05-31,28.0
2013-06-03,28.23
2013-06-04,28.280001000000002
2013-06-05,27.059998999999998
2013-06-06,28.27
2013-06-07,28.52
2013-06-10,28.290001
2013-06-11,27.9
2013-06-12,27.190001000000002
2013-06-13,29.969998999999998
2013-06-14,30.65
2013-06-17,32.18
2013-06-18,33.360001000000004
2013-06-19,33.77
2013-06-20,33.009997999999996
2013-06-21,33.82
2013-06-24,33.459998999999996
2013-06-25,34.0
2013-06-26,35.0
2013-06-27,35.459998999999996
2013-06-28,35.459998999999996
2013-07-01,34.490002000000004
2013-07-02,34.5
2013-07-03,35.549999
2013-07-05,36.32
2013-07-08,38.310001
2013-07-09,38.529999
2013-07-10,38.389998999999996
2013-07-11,37.73
2013-07-12,38.380001
2013-07-15,39.09
2013-07-16,37.720001
2013-07-17,37.32
2013-07-18,36.93
2013-07-19,36.110001000000004
2013-07-22,35.549999
2013-07-23,35.73
2013-07-24,35.360001000000004
2013-07-25,35.630001
2013-07-26,35.810001
2013-07-29,36.139998999999996
2013-07-30,35.459998999999996
2013-07-31,36.040001000000004
2013-08-01,36.049999
2013-08-02,36.619999
2013-08-05,36.93
2013-08-06,35.490002000000004
2013-08-07,35.439999
2013-08-08,33.669998
2013-08-09,32.619999
2013-08-12,32.290001000000004
2013-08-13,32.59
2013-08-14,30.610001
2013-08-15,29.790001
2013-08-16,29.459999
2013-08-19,29.26
2013-08-20,30.25
2013-08-21,31.76
2013-08-22,33.900002
2013-08-23,36.110001000000004
2013-08-26,34.66
2013-08-27,32.98
2013-08-28,33.380001
2013-08-29,33.68
2013-08-30,33.57
2013-09-03,33.389998999999996
2013-09-04,34.32
2013-09-05,33.98
2013-09-06,33.52
2013-09-09,34.439999
2013-09-10,35.290001000000004
2013-09-11,35.23
2013-09-12,34.849998
2013-09-13,35.119999
2013-09-16,35.130001
2013-09-17,36.330002
2013-09-18,37.5
2013-09-19,38.200001
2013-09-20,38.549999
2013-09-23,40.150002
2013-09-24,42.080002
2013-09-25,40.900002
2013-09-26,43.23
2013-09-27,44.790001000000004
2013-09-30,44.509997999999996
2013-10-01,45.07
2013-10-02,44.18
2013-10-03,43.150002
2013-10-04,44.950001
2013-10-07,43.709998999999996
2013-10-08,42.93
2013-10-09,41.75
2013-10-10,44.040001000000004
2013-10-11,46.720001
2013-10-14,47.16
2013-10-15,46.939999
2013-10-16,46.049999
2013-10-17,45.689999
2013-10-18,46.200001
2013-10-21,46.669998
2013-10-22,47.68
2013-10-23,46.419998
2013-10-24,47.610001000000004
2013-10-25,47.549999
2013-10-28,44.720001
2013-10-29,45.720001
2013-10-30,43.509997999999996
2013-10-31,44.389998999999996
2013-11-01,43.299999
2013-11-04,44.66
2013-11-05,46.639998999999996
2013-11-06,44.07
2013-11-07,44.509997999999996
2013-11-08,46.43
2013-11-11,47.619999
2013-11-12,47.200001
2013-11-13,46.77
2013-11-14,46.23
2013-11-15,45.48
2013-11-18,44.41
2013-11-19,44.57
2013-11-20,45.599998
2013-11-21,47.360001000000004
2013-11-22,48.91
2013-11-25,48.349998
2013-11-26,49.450001
2013-11-27,49.860001000000004
2013-11-29,49.669998
2013-12-02,48.18
