Date,CVS
1973-02-21,1.625
1973-02-22,1.65625
1973-02-23,1.703125
1973-02-26,1.671875
1973-02-27,1.546875
1973-02-28,1.65625
1973-03-01,1.679688
1973-03-02,1.695313
1973-03-05,1.65625
1973-03-06,1.664063
1973-03-07,1.695313
1973-03-08,1.75
1973-03-09,1.71875
1973-03-12,1.773438
1973-03-13,1.765625
1973-03-14,1.75
1973-03-15,1.765625
1973-03-16,1.789063
1973-03-19,1.765625
1973-03-20,1.796875
1973-03-21,1.757813
1973-03-22,1.6875
1973-03-23,1.6875
1973-03-26,1.679688
1973-03-27,1.710938
1973-03-28,1.734375
1973-03-29,1.75
1973-03-30,1.765625
1973-04-02,1.742188
1973-04-03,1.6875
1973-04-04,1.695313
1973-04-05,1.6328129999999998
1973-04-06,1.71875
1973-04-09,1.71875
1973-04-10,1.75
1973-04-11,1.789063
1973-04-12,1.78125
1973-04-13,1.796875
1973-04-16,1.804688
1973-04-17,1.789063
1973-04-18,1.742188
1973-04-19,1.679688
1973-04-23,1.609375
1973-04-24,1.53125
1973-04-25,1.515625
1973-04-26,1.5625
1973-04-27,1.59375
1973-04-30,1.5859379999999998
1973-05-01,1.65625
1973-05-02,1.65625
1973-05-03,1.710938
1973-05-04,1.710938
1973-05-07,1.75
1973-05-08,1.75
1973-05-09,1.75
1973-05-10,1.75
1973-05-11,1.734375
1973-05-14,1.679688
1973-05-15,1.6328129999999998
1973-05-16,1.625
1973-05-17,1.609375
1973-05-18,1.578125
1973-05-21,1.546875
1973-05-22,1.5625
1973-05-23,1.5859379999999998
1973-05-24,1.625
1973-05-25,1.703125
1973-05-29,1.671875
1973-05-30,1.59375
1973-05-31,1.5703129999999998
1973-06-01,1.5703129999999998
1973-06-04,1.5625
1973-06-05,1.515625
1973-06-06,1.484375
1973-06-07,1.46875
1973-06-08,1.4140629999999998
1973-06-11,1.3984379999999998
1973-06-12,1.5
1973-06-13,1.5
1973-06-14,1.4296879999999998
1973-06-15,1.390625
1973-06-18,1.3828129999999998
1973-06-19,1.40625
1973-06-20,1.34375
1973-06-21,1.2578129999999998
1973-06-22,1.1875
1973-06-25,1.1953129999999998
1973-06-26,1.265625
1973-06-27,1.25
1973-06-28,1.2734379999999998
1973-06-29,1.3359379999999998
1973-07-02,1.3515629999999998
1973-07-03,1.359375
1973-07-05,1.359375
1973-07-06,1.359375
1973-07-09,1.359375
1973-07-10,1.421875
1973-07-11,1.46875
1973-07-12,1.515625
1973-07-13,1.484375
1973-07-16,1.4921879999999998
1973-07-17,1.5234379999999998
1973-07-18,1.5234379999999998
1973-07-19,1.4453129999999998
1973-07-20,1.4375
1973-07-23,1.5
1973-07-24,1.5390629999999998
1973-07-25,1.5625
1973-07-26,1.5859379999999998
1973-07-27,1.5546879999999998
1973-07-30,1.5703129999999998
1973-07-31,1.578125
1973-08-01,1.53125
1973-08-02,1.5546879999999998
1973-08-03,1.5703129999999998
1973-08-06,1.5859379999999998
1973-08-07,1.5546879999999998
1973-08-08,1.546875
1973-08-09,1.53125
1973-08-10,1.515625
1973-08-13,1.4765629999999998
1973-08-14,1.4609379999999998
1973-08-15,1.46875
1973-08-16,1.4765629999999998
1973-08-17,1.4609379999999998
1973-08-20,1.4375
1973-08-21,1.4296879999999998
