Date,AER
2006-11-21,23.02
2006-11-22,22.700001
2006-11-24,22.950001
2006-11-27,22.85
2006-11-28,22.950001
2006-11-29,22.52
2006-11-30,22.700001
2006-12-01,22.77
2006-12-04,22.629998999999998
2006-12-05,22.629998999999998
2006-12-06,22.66
2006-12-07,23.26
2006-12-08,23.299999
2006-12-11,23.33
2006-12-12,23.25
2006-12-13,22.950001
2006-12-14,22.75
2006-12-15,22.879998999999998
2006-12-18,22.879998999999998
2006-12-19,22.73
2006-12-20,22.9
2006-12-21,22.610001
2006-12-22,22.379998999999998
2006-12-26,22.24
2006-12-27,22.75
2006-12-28,22.709999
2006-12-29,23.18
2007-01-03,23.35
2007-01-04,23.450001
2007-01-05,24.110001
2007-01-08,24.940001000000002
2007-01-09,25.75
2007-01-10,26.15
2007-01-11,27.07
2007-01-12,26.92
2007-01-16,26.799999
2007-01-17,26.42
2007-01-18,26.0
2007-01-19,25.6
2007-01-22,25.450001
2007-01-23,26.290001
2007-01-24,27.1
2007-01-25,26.52
2007-01-26,25.940001000000002
2007-01-29,25.9
2007-01-30,26.450001
2007-01-31,26.549999
2007-02-01,26.860001
2007-02-02,26.91
2007-02-05,27.059998999999998
2007-02-06,26.99
2007-02-07,26.5
2007-02-08,26.0
2007-02-09,25.879998999999998
2007-02-12,25.65
2007-02-13,25.6
2007-02-14,26.129998999999998
2007-02-15,26.450001
2007-02-16,26.049999
2007-02-20,26.9
2007-02-21,26.799999
2007-02-22,26.9
2007-02-23,27.040001
2007-02-26,27.25
2007-02-27,26.75
2007-02-28,27.9
2007-03-01,27.129998999999998
2007-03-02,26.950001
2007-03-05,26.42
2007-03-06,26.379998999999998
2007-03-07,26.15
2007-03-08,25.98
2007-03-09,26.549999
2007-03-12,27.129998999999998
2007-03-13,26.459999
2007-03-14,26.870001000000002
2007-03-15,27.209999
2007-03-16,27.200001
2007-03-19,27.0
2007-03-20,27.15
2007-03-21,27.32
2007-03-22,27.809998999999998
2007-03-23,29.110001
2007-03-26,28.9
2007-03-27,28.620001000000002
2007-03-28,27.84
2007-03-29,29.200001
2007-03-30,29.110001
2007-04-02,29.209999
2007-04-03,30.24
2007-04-04,30.41
2007-04-05,30.35
2007-04-09,30.23
2007-04-10,30.26
2007-04-11,29.959999
2007-04-12,30.129998999999998
2007-04-13,29.9
2007-04-16,29.52
2007-04-17,29.299999
2007-04-18,28.809998999999998
2007-04-19,29.09
2007-04-20,29.690001000000002
2007-04-23,29.83
2007-04-24,29.25
2007-04-25,29.09
2007-04-26,28.799999
2007-04-27,28.799999
2007-04-30,29.17
2007-05-01,29.0
2007-05-02,28.860001
2007-05-03,28.559998999999998
2007-05-04,28.76
2007-05-07,28.6
2007-05-08,29.15
2007-05-09,29.030001000000002
2007-05-10,28.85
2007-05-11,30.0
2007-05-14,30.299999
2007-05-15,30.6
2007-05-16,29.83
2007-05-17,30.16
2007-05-18,30.049999
2007-05-21,30.01
2007-05-22,30.32
2007-05-23,30.25
2007-05-24,29.219998999999998
2007-05-25,29.66
2007-05-29,29.959999
2007-05-30,30.299999
2007-05-31,31.0
2007-06-01,30.629998999999998
2007-06-04,30.620001000000002
2007-06-05,30.940001000000002
2007-06-06,30.66
2007-06-07,30.65
2007-06-08,30.51
2007-06-11,30.549999
2007-06-12,30.41
2007-06-13,30.790001
2007-06-14,30.91
2007-06-15,30.93
2007-06-18,31.73
2007-06-19,31.99
2007-06-20,32.16
2007-06-21,31.620001000000002
2007-06-22,31.92
2007-06-25,31.24
2007-06-26,30.809998999999998
2007-06-27,30.67
2007-06-28,31.4
2007-06-29,32.0
2007-07-02,31.639999
2007-07-03,32.27
2007-07-05,32.540001000000004
2007-07-06,32.32
2007-07-09,32.25
2007-07-10,31.879998999999998
2007-07-11,31.309998999999998
2007-07-12,31.48
2007-07-13,31.15
2007-07-16,30.75
2007-07-17,31.0
2007-07-18,30.26
2007-07-19,31.0
2007-07-20,30.35
2007-07-23,30.629998999999998
2007-07-24,29.57
2007-07-25,29.559998999999998
2007-07-26,28.99
2007-07-27,27.98
2007-07-30,27.65
2007-07-31,25.959999
2007-08-01,25.0
2007-08-02,25.049999
2007-08-03,24.92
2007-08-06,25.190001000000002
2007-08-07,24.25
2007-08-08,24.85
2007-08-09,23.299999
2007-08-10,24.0
2007-08-13,25.18
2007-08-14,24.75
2007-08-15,24.030001000000002
2007-08-16,22.85
2007-08-17,24.32
2007-08-20,25.030001000000002
2007-08-21,25.41
2007-08-22,25.799999
2007-08-23,25.32
2007-08-24,25.57
2007-08-27,24.780001000000002
2007-08-28,24.200001
2007-08-29,24.5
2007-08-30,24.07
2007-08-31,25.440001000000002
2007-09-04,25.92
2007-09-05,25.85
2007-09-06,25.639999
2007-09-07,25.549999
2007-09-10,24.950001
2007-09-11,25.0
2007-09-12,24.610001
2007-09-13,24.190001000000002
2007-09-14,24.709999
2007-09-17,24.969998999999998
2007-09-18,25.84
2007-09-19,26.200001
2007-09-20,25.85
2007-09-21,25.93
2007-09-24,25.719998999999998
2007-09-25,25.4
2007-09-26,24.950001
2007-09-27,25.1
2007-09-28,24.889999
2007-10-01,25.82
2007-10-02,27.01
2007-10-03,26.309998999999998
2007-10-04,26.68
2007-10-05,27.25
2007-10-08,27.0
2007-10-09,26.75
2007-10-10,27.6
2007-10-11,28.35
2007-10-12,28.469998999999998
2007-10-15,28.0
2007-10-16,27.030001000000002
2007-10-17,26.98
2007-10-18,26.98
2007-10-19,26.610001
2007-10-22,27.030001000000002
2007-10-23,27.0
2007-10-24,26.84
2007-10-25,26.33
2007-10-26,26.76
2007-10-29,26.540001
2007-10-30,25.6
2007-10-31,25.209999
2007-11-01,24.52
2007-11-02,23.41
2007-11-05,23.18
2007-11-06,22.940001000000002
2007-11-07,22.98
2007-11-08,22.99
