Date,ENS
2009-05-20,16.16
2009-05-21,15.86
2009-05-22,15.73
2009-05-26,16.4
2009-05-27,16.129998999999998
2009-05-28,16.219998999999998
2009-05-29,16.200001
2009-06-01,17.23
2009-06-02,18.82
2009-06-03,19.200001
2009-06-04,19.360001
2009-06-05,19.129998999999998
2009-06-08,18.370001000000002
2009-06-09,17.620001000000002
2009-06-10,17.530001000000002
2009-06-11,17.59
2009-06-12,18.959999
2009-06-15,17.889999
2009-06-16,17.950001
2009-06-17,17.950001
2009-06-18,18.23
2009-06-19,18.41
2009-06-22,16.629998999999998
2009-06-23,16.469998999999998
2009-06-24,17.4
2009-06-25,18.16
2009-06-26,18.83
2009-06-29,18.190001000000002
2009-06-30,18.190001000000002
2009-07-01,18.690001000000002
2009-07-02,17.719998999999998
2009-07-06,17.49
2009-07-07,17.15
2009-07-08,16.379998999999998
2009-07-09,16.67
2009-07-10,16.450001
2009-07-13,16.639999
2009-07-14,16.790001
2009-07-15,17.790001
2009-07-16,18.42
2009-07-17,18.799999
2009-07-20,19.02
2009-07-21,19.01
2009-07-22,19.07
2009-07-23,19.190001000000002
2009-07-24,19.450001
2009-07-27,19.74
2009-07-28,19.24
2009-07-29,19.469998999999998
2009-07-30,20.08
2009-07-31,19.790001
2009-08-03,19.940001000000002
2009-08-04,20.02
2009-08-05,19.68
2009-08-06,21.809998999999998
2009-08-07,21.98
2009-08-10,22.0
2009-08-11,21.549999
2009-08-12,22.65
2009-08-13,22.799999
2009-08-14,21.809998999999998
2009-08-17,21.25
2009-08-18,21.91
2009-08-19,20.030001000000002
2009-08-20,20.91
2009-08-21,21.440001000000002
2009-08-24,21.4
2009-08-25,21.15
2009-08-26,20.84
2009-08-27,20.57
2009-08-28,20.98
2009-08-31,19.889999
2009-09-01,19.18
2009-09-02,19.33
2009-09-03,19.700001
2009-09-04,19.629998999999998
2009-09-08,19.77
2009-09-09,20.24
2009-09-10,21.1
2009-09-11,21.280001000000002
2009-09-14,21.57
2009-09-15,22.440001000000002
2009-09-16,22.459999
2009-09-17,22.52
2009-09-18,22.85
2009-09-21,21.82
2009-09-22,21.690001000000002
2009-09-23,21.209999
2009-09-24,21.49
2009-09-25,21.719998999999998
2009-09-28,21.709999
2009-09-29,22.049999
2009-09-30,22.120001000000002
2009-10-01,21.540001
2009-10-02,21.280001000000002
2009-10-05,22.200001
2009-10-06,22.74
2009-10-07,22.870001000000002
2009-10-08,23.379998999999998
2009-10-09,23.809998999999998
2009-10-12,23.219998999999998
2009-10-13,23.190001000000002
2009-10-14,23.4
2009-10-15,23.76
2009-10-16,23.1
2009-10-19,23.32
2009-10-20,23.110001
2009-10-21,23.299999
2009-10-22,23.709999
2009-10-23,23.280001000000002
2009-10-26,23.030001000000002
2009-10-27,23.450001
2009-10-28,22.35
2009-10-29,22.860001
2009-10-30,22.1
2009-11-02,21.65
2009-11-03,21.77
2009-11-04,21.42
2009-11-05,22.530001000000002
2009-11-06,22.92
2009-11-09,23.57
2009-11-10,23.370001000000002
2009-11-11,23.58
2009-11-12,23.09
2009-11-13,23.780001000000002
2009-11-16,24.15
2009-11-17,24.27
2009-11-18,24.24
2009-11-19,23.23
2009-11-20,23.790001
2009-11-23,24.01
2009-11-24,23.67
2009-11-25,23.49
2009-11-27,22.92
2009-11-30,22.76
2009-12-01,23.799999
2009-12-02,23.799999
2009-12-03,23.17
2009-12-04,23.66
2009-12-07,23.620001000000002
2009-12-08,23.040001
2009-12-09,22.959999
2009-12-10,22.58
2009-12-11,22.540001
2009-12-14,23.51
2009-12-15,23.049999
2009-12-16,23.190001000000002
2009-12-17,21.879998999999998
2009-12-18,21.549999
2009-12-21,21.5
2009-12-22,21.959999
2009-12-23,22.120001000000002
2009-12-24,22.18
2009-12-28,21.700001
2009-12-29,22.1
2009-12-30,22.059998999999998
2009-12-31,21.870001000000002
2010-01-04,22.780001000000002
2010-01-05,22.620001000000002
2010-01-06,22.51
2010-01-07,22.0
2010-01-08,22.27
2010-01-11,22.440001000000002
2010-01-12,22.129998999999998
2010-01-13,22.190001000000002
2010-01-14,22.4
2010-01-15,22.59
2010-01-19,22.92
2010-01-20,22.129998999999998
2010-01-21,21.5
2010-01-22,21.01
2010-01-25,21.42
2010-01-26,21.01
2010-01-27,21.1
2010-01-28,20.360001
2010-01-29,19.49
2010-02-01,20.200001
2010-02-02,20.639999
2010-02-03,20.82
2010-02-04,21.190001000000002
2010-02-05,22.200001
2010-02-08,21.629998999999998
2010-02-09,21.790001
2010-02-10,21.65
2010-02-11,21.889999
2010-02-12,22.24
2010-02-16,22.59
2010-02-17,22.799999
2010-02-18,22.959999
2010-02-19,23.07
2010-02-22,23.0
2010-02-23,22.389999
2010-02-24,23.059998999999998
2010-02-25,23.23
2010-02-26,22.790001
2010-03-01,23.33
2010-03-02,23.370001000000002
2010-03-03,23.77
2010-03-04,23.59
2010-03-05,24.200001
2010-03-08,24.08
2010-03-09,24.27
2010-03-10,24.799999
2010-03-11,24.950001
2010-03-12,24.690001000000002
2010-03-15,24.84
2010-03-16,24.889999
2010-03-17,24.950001
2010-03-18,24.77
2010-03-19,24.25
2010-03-22,24.65
2010-03-23,24.99
2010-03-24,24.26
2010-03-25,24.25
2010-03-26,24.4
2010-03-29,24.65
2010-03-30,24.780001000000002
2010-03-31,24.66
2010-04-01,25.25
2010-04-05,25.559998999999998
2010-04-06,25.540001
2010-04-07,25.540001
2010-04-08,25.51
2010-04-09,25.700001
2010-04-12,25.75
2010-04-13,25.870001000000002
2010-04-14,26.0
2010-04-15,26.26
2010-04-16,26.280001000000002
2010-04-19,26.17
2010-04-20,26.08
2010-04-21,26.370001000000002
2010-04-22,26.65
2010-04-23,26.9
2010-04-26,26.98
2010-04-27,26.34
2010-04-28,26.549999
2010-04-29,26.950001
2010-04-30,25.879998999999998
2010-05-03,26.950001
2010-05-04,25.17
2010-05-05,24.08
2010-05-06,23.639999
2010-05-07,22.66
2010-05-10,24.16
2010-05-11,23.809998999999998
2010-05-12,24.639999
2010-05-13,25.52
2010-05-14,25.190001000000002
2010-05-17,25.67
2010-05-18,25.549999
2010-05-19,25.01
2010-05-20,23.690001000000002
2010-05-21,23.43
2010-05-24,23.110001
2010-05-25,22.27
2010-05-26,22.58
2010-05-27,23.5
2010-05-28,22.5
2010-06-01,21.780001000000002
2010-06-02,22.610001
2010-06-03,24.469998999999998
2010-06-04,23.860001
2010-06-07,22.469998999999998
2010-06-08,21.82
2010-06-09,22.889999
2010-06-10,23.540001
2010-06-11,23.870001000000002
2010-06-14,23.6
2010-06-15,24.139999
2010-06-16,24.139999
2010-06-17,23.959999
2010-06-18,24.059998999999998
2010-06-21,23.809998999999998
2010-06-22,22.959999
2010-06-23,22.51
2010-06-24,22.23
2010-06-25,22.559998999999998
2010-06-28,22.52
2010-06-29,21.639999
2010-06-30,21.370001000000002
2010-07-01,21.32
2010-07-02,21.32
2010-07-06,21.08
2010-07-07,21.389999
2010-07-08,22.09
2010-07-09,22.68
2010-07-12,22.23
2010-07-13,23.129998999999998
2010-07-14,23.389999
2010-07-15,23.58
2010-07-16,22.639999
2010-07-19,22.709999
2010-07-20,23.23
2010-07-21,23.02
2010-07-22,23.48
2010-07-23,23.639999
2010-07-26,24.129998999999998
2010-07-27,24.209999
2010-07-28,23.549999
2010-07-29,23.82
2010-07-30,24.219998999999998
2010-08-02,24.65
2010-08-03,24.58
2010-08-04,24.51
2010-08-05,24.440001000000002
2010-08-06,24.200001
2010-08-09,24.629998999999998
2010-08-10,24.59
2010-08-11,23.77
2010-08-12,22.52
2010-08-13,22.219998999999998
2010-08-16,22.59
2010-08-17,23.459999
2010-08-18,23.76
2010-08-19,23.5
2010-08-20,22.99
2010-08-23,22.59
2010-08-24,21.9
2010-08-25,22.200001
2010-08-26,22.0
2010-08-27,22.67
2010-08-30,22.040001
2010-08-31,22.07
2010-09-01,22.85
2010-09-02,23.200001
2010-09-03,23.809998999999998
2010-09-07,23.309998999999998
2010-09-08,23.41
2010-09-09,23.309998999999998
2010-09-10,23.67
2010-09-13,24.450001
2010-09-14,24.110001
2010-09-15,24.01
2010-09-16,23.77
2010-09-17,24.719998999999998
2010-09-20,25.32
2010-09-21,25.26
2010-09-22,24.629998999999998
2010-09-23,23.73
2010-09-24,25.09
2010-09-27,24.780001000000002
2010-09-28,24.92
2010-09-29,25.040001
2010-09-30,24.969998999999998
2010-10-01,25.08
2010-10-04,24.540001
2010-10-05,25.82
2010-10-06,25.77
2010-10-07,25.790001
2010-10-08,26.110001
2010-10-11,25.82
2010-10-12,25.92
2010-10-13,26.389999
2010-10-14,26.209999
2010-10-15,26.57
2010-10-18,26.33
2010-10-19,25.41
2010-10-20,25.93
2010-10-21,26.440001000000002
2010-10-22,26.35
2010-10-25,26.809998999999998
2010-10-26,26.67
2010-10-27,26.23
2010-10-28,26.299999
2010-10-29,26.360001
2010-11-01,25.959999
2010-11-02,26.59
2010-11-03,26.290001
2010-11-04,27.24
2010-11-05,27.620001000000002
2010-11-08,27.629998999999998
2010-11-09,27.75
2010-11-10,29.780001000000002
2010-11-11,29.43
2010-11-12,29.27
2010-11-15,29.73
2010-11-16,29.360001
2010-11-17,29.450001
2010-11-18,30.01
2010-11-19,30.74
2010-11-22,31.4
2010-11-23,30.290001
2010-11-24,30.84
2010-11-26,30.85
2010-11-29,30.18
2010-11-30,30.190001000000002
2010-12-01,30.98
2010-12-02,31.57
2010-12-03,32.040001000000004
2010-12-06,32.099998
2010-12-07,32.540001000000004
2010-12-08,32.540001000000004
2010-12-09,32.93
2010-12-10,33.119999
2010-12-13,32.599998
2010-12-14,32.709998999999996
2010-12-15,32.400002
2010-12-16,33.299999
2010-12-17,32.509997999999996
2010-12-20,32.25
2010-12-21,32.299999
2010-12-22,32.599998
2010-12-23,32.84
2010-12-27,32.73
2010-12-28,32.419998
2010-12-29,32.27
2010-12-30,32.360001000000004
2010-12-31,32.119999
2011-01-03,32.790001000000004
2011-01-04,32.169998
2011-01-05,32.009997999999996
2011-01-06,31.530001000000002
2011-01-07,32.049999
2011-01-10,32.34
2011-01-11,32.82
2011-01-12,33.139998999999996
2011-01-13,33.119999
2011-01-14,33.220001
2011-01-18,33.619999
2011-01-19,32.709998999999996
2011-01-20,31.790001
2011-01-21,31.440001000000002
2011-01-24,32.369999
2011-01-25,32.650002
2011-01-26,33.57
2011-01-27,32.759997999999996
2011-01-28,32.18
2011-01-31,32.82
2011-02-01,33.799999
2011-02-02,32.849998
2011-02-03,33.16
2011-02-04,33.470001
2011-02-07,33.91
2011-02-08,34.919998
2011-02-09,34.419998
2011-02-10,36.200001
2011-02-11,37.52
2011-02-14,37.82
2011-02-15,36.349998
2011-02-16,36.799999
2011-02-17,36.700001
2011-02-18,36.759997999999996
2011-02-22,35.98
2011-02-23,34.52
2011-02-24,34.549999
2011-02-25,35.099998
2011-02-28,35.5
2011-03-01,34.419998
2011-03-02,34.580002
2011-03-03,35.82
2011-03-04,35.860001000000004
2011-03-07,35.509997999999996
2011-03-08,36.119999
2011-03-09,36.540001000000004
2011-03-10,35.529999
2011-03-11,35.490002000000004
2011-03-14,34.900002
2011-03-15,34.560001
2011-03-16,34.32
2011-03-17,35.09
2011-03-18,35.459998999999996
2011-03-21,36.900002
2011-03-22,36.580002
2011-03-23,36.619999
2011-03-24,36.880001
2011-03-25,37.669998
2011-03-28,37.130001
2011-03-29,38.279999
2011-03-30,39.419998
2011-03-31,39.75
2011-04-01,40.009997999999996
2011-04-04,38.639998999999996
2011-04-05,39.0
2011-04-06,39.599998
2011-04-07,39.450001
2011-04-08,38.599998
2011-04-11,37.709998999999996
2011-04-12,36.540001000000004
2011-04-13,36.32
2011-04-14,36.040001000000004
2011-04-15,35.959998999999996
2011-04-18,35.349998
2011-04-19,35.23
2011-04-20,36.040001000000004
2011-04-21,36.540001000000004
2011-04-25,36.59
2011-04-26,37.790001000000004
2011-04-27,38.310001
2011-04-28,37.919998
2011-04-29,37.889998999999996
2011-05-02,36.650002
2011-05-03,35.740002000000004
2011-05-04,35.18
2011-05-05,35.540001000000004
2011-05-06,35.900002
2011-05-09,36.5
2011-05-10,36.84
2011-05-11,36.330002
2011-05-12,37.200001
2011-05-13,36.380001
2011-05-16,35.790001000000004
2011-05-17,35.099998
2011-05-18,35.950001
2011-05-19,35.669998
2011-05-20,35.060001
2011-05-23,34.419998
2011-05-24,34.189999
2011-05-25,34.490002000000004
2011-05-26,34.799999
2011-05-27,35.150002
2011-05-31,35.799999
2011-06-01,33.75
2011-06-02,32.799999
2011-06-03,33.240002000000004
2011-06-06,32.849998
2011-06-07,32.639998999999996
2011-06-08,31.959999
2011-06-09,32.23
2011-06-10,31.84
2011-06-13,31.299999
2011-06-14,32.040001000000004
2011-06-15,31.26
2011-06-16,31.6
2011-06-17,31.25
2011-06-20,31.469998999999998
2011-06-21,32.310001
2011-06-22,32.110001000000004
2011-06-23,32.299999
2011-06-24,31.93
2011-06-27,32.169998
2011-06-28,33.41
2011-06-29,33.720001
2011-06-30,34.419998
2011-07-01,35.209998999999996
2011-07-05,35.150002
2011-07-06,34.970001
2011-07-07,35.529999
2011-07-08,35.029999
2011-07-11,33.959998999999996
2011-07-12,33.580002
2011-07-13,34.689999
2011-07-14,35.540001000000004
2011-07-15,36.080002
2011-07-18,35.119999
2011-07-19,35.84
2011-07-20,35.509997999999996
2011-07-21,35.450001
2011-07-22,35.380001
2011-07-25,35.02
2011-07-26,34.41
2011-07-27,33.150002
2011-07-28,32.279999
2011-07-29,31.98
2011-08-01,30.98
2011-08-02,29.610001
2011-08-03,28.950001
2011-08-04,26.24
2011-08-05,25.17
2011-08-08,23.879998999999998
2011-08-09,24.26
2011-08-10,21.93
2011-08-11,20.74
2011-08-12,21.51
2011-08-15,22.450001
2011-08-16,21.870001000000002
2011-08-17,21.98
2011-08-18,20.82
2011-08-19,20.120001000000002
2011-08-22,19.940001000000002
2011-08-23,21.35
2011-08-24,21.65
2011-08-25,21.15
2011-08-26,21.85
2011-08-29,22.620001000000002
2011-08-30,22.530001000000002
2011-08-31,22.469998999999998
2011-09-01,21.620001000000002
2011-09-02,20.879998999999998
2011-09-06,20.99
2011-09-07,21.85
2011-09-08,21.07
2011-09-09,21.059998999999998
2011-09-12,21.200001
2011-09-13,21.48
2011-09-14,22.32
2011-09-15,23.0
2011-09-16,22.620001000000002
2011-09-19,22.360001
2011-09-20,21.200001
2011-09-21,20.629998999999998
2011-09-22,19.6
2011-09-23,20.379998999999998
2011-09-26,21.059998999999998
2011-09-27,21.02
2011-09-28,20.48
2011-09-29,21.200001
2011-09-30,20.02
2011-10-03,17.91
2011-10-04,19.120001000000002
2011-10-05,19.469998999999998
2011-10-06,20.26
2011-10-07,19.780001000000002
2011-10-10,20.700001
2011-10-11,20.709999
2011-10-12,20.92
2011-10-13,20.6
2011-10-14,20.84
2011-10-17,20.33
2011-10-18,20.549999
2011-10-19,19.93
2011-10-20,19.43
2011-10-21,19.75
2011-10-24,20.219998999999998
2011-10-25,20.360001
2011-10-26,21.92
2011-10-27,23.91
2011-10-28,24.01
2011-10-31,22.530001000000002
2011-11-01,21.82
2011-11-02,22.74
2011-11-03,23.77
2011-11-04,23.190001000000002
2011-11-07,23.02
2011-11-08,23.58
2011-11-09,22.059998999999998
2011-11-10,26.219998999999998
2011-11-11,25.799999
2011-11-14,25.74
2011-11-15,26.629998999999998
2011-11-16,26.030001000000002
2011-11-17,25.139999
2011-11-18,24.860001
2011-11-21,23.870001000000002
2011-11-22,23.73
2011-11-23,22.469998999999998
2011-11-25,22.190001000000002
2011-11-28,23.27
2011-11-29,22.959999
2011-11-30,24.049999
2011-12-01,24.16
2011-12-02,24.02
2011-12-05,25.27
2011-12-06,25.139999
2011-12-07,25.51
2011-12-08,24.76
2011-12-09,26.57
2011-12-12,26.790001
2011-12-13,24.99
2011-12-14,23.76
2011-12-15,23.75
2011-12-16,24.17
2011-12-19,23.48
2011-12-20,24.5
2011-12-21,24.98
2011-12-22,25.48
2011-12-23,25.73
2011-12-27,26.209999
2011-12-28,25.26
2011-12-29,26.030001000000002
2011-12-30,25.969998999999998
2012-01-03,27.02
2012-01-04,26.85
2012-01-05,26.790001
2012-01-06,26.690001000000002
2012-01-09,27.09
2012-01-10,28.0
2012-01-11,28.1
2012-01-12,28.35
2012-01-13,27.469998999999998
2012-01-17,27.559998999999998
2012-01-18,28.01
2012-01-19,28.23
2012-01-20,28.23
2012-01-23,28.27
2012-01-24,28.85
2012-01-25,29.33
2012-01-26,29.01
2012-01-27,29.379998999999998
2012-01-30,29.040001
2012-01-31,28.98
2012-02-01,30.059998999999998
2012-02-02,30.139999
2012-02-03,30.73
2012-02-06,30.49
2012-02-07,31.139999
2012-02-08,31.85
2012-02-09,33.240002000000004
2012-02-10,33.41
2012-02-13,34.150002
2012-02-14,34.580002
2012-02-15,34.330002
2012-02-16,34.720001
2012-02-17,34.73
2012-02-21,34.490002000000004
2012-02-22,34.18
2012-02-23,34.099998
2012-02-24,33.709998999999996
2012-02-27,33.75
2012-02-28,33.869999
2012-02-29,33.580002
2012-03-01,33.970001
2012-03-02,33.919998
2012-03-05,33.77
2012-03-06,33.380001
2012-03-07,33.720001
2012-03-08,34.34
2012-03-09,34.639998999999996
2012-03-12,34.610001000000004
2012-03-13,35.34
2012-03-14,35.110001000000004
2012-03-15,35.689999
2012-03-16,35.400002
2012-03-19,35.849998
2012-03-20,35.189999
2012-03-21,35.529999
2012-03-22,34.77
2012-03-23,35.18
2012-03-26,35.790001000000004
2012-03-27,34.869999
2012-03-28,34.830002
2012-03-29,34.860001000000004
2012-03-30,34.650002
2012-04-02,35.619999
2012-04-03,35.290001000000004
2012-04-04,34.689999
2012-04-05,34.290001000000004
2012-04-09,33.639998999999996
2012-04-10,32.439999
2012-04-11,32.43
2012-04-12,33.16
2012-04-13,33.0
2012-04-16,33.360001000000004
2012-04-17,33.93
2012-04-18,33.689999
2012-04-19,33.290001000000004
2012-04-20,33.66
2012-04-23,33.040001000000004
2012-04-24,33.5
2012-04-25,34.049999
2012-04-26,34.32
2012-04-27,34.599998
2012-04-30,34.950001
2012-05-01,35.380001
2012-05-02,35.290001000000004
2012-05-03,33.84
2012-05-04,33.279999
2012-05-07,33.41
2012-05-08,33.459998999999996
2012-05-09,32.07
2012-05-10,32.669998
2012-05-11,32.639998999999996
2012-05-14,31.76
2012-05-15,31.440001000000002
2012-05-16,31.379998999999998
2012-05-17,30.52
2012-05-18,30.190001000000002
2012-05-21,30.77
2012-05-22,30.639999
2012-05-23,30.790001
2012-05-24,30.6
2012-05-25,30.16
2012-05-29,31.469998999999998
2012-05-30,33.389998999999996
2012-05-31,32.98
2012-06-01,31.690001000000002
2012-06-04,31.35
2012-06-05,32.220001
2012-06-06,33.130001
2012-06-07,32.669998
2012-06-08,32.779999
2012-06-11,32.459998999999996
2012-06-12,32.849998
2012-06-13,32.029999
2012-06-14,32.27
2012-06-15,32.5
2012-06-18,32.27
2012-06-19,33.720001
2012-06-20,33.919998
2012-06-21,32.48
2012-06-22,32.849998
2012-06-25,31.74
2012-06-26,31.66
2012-06-27,32.139998999999996
2012-06-28,33.150002
2012-06-29,35.07
2012-07-02,35.130001
2012-07-03,36.139998999999996
2012-07-05,35.849998
2012-07-06,35.150002
2012-07-09,34.720001
2012-07-10,33.549999
2012-07-11,33.299999
2012-07-12,32.279999
2012-07-13,33.02
2012-07-16,33.459998999999996
2012-07-17,34.810001
2012-07-18,35.700001
2012-07-19,35.060001
2012-07-20,34.990002000000004
2012-07-23,34.459998999999996
2012-07-24,33.52
2012-07-25,33.139998999999996
2012-07-26,33.630001
2012-07-27,34.43
2012-07-30,34.330002
2012-07-31,34.150002
2012-08-01,32.799999
2012-08-02,33.029999
2012-08-03,34.849998
2012-08-06,35.0
2012-08-07,35.709998999999996
2012-08-08,35.709998999999996
2012-08-09,38.200001
2012-08-10,38.220001
2012-08-13,37.509997999999996
2012-08-14,37.380001
2012-08-15,37.560001
2012-08-16,37.919998
2012-08-17,38.0
2012-08-20,37.970001
2012-08-21,37.689999
2012-08-22,37.66
2012-08-23,37.200001
2012-08-24,37.299999
2012-08-27,37.630001
2012-08-28,37.75
2012-08-29,37.720001
2012-08-30,37.119999
2012-08-31,37.25
2012-09-04,39.32
2012-09-05,38.02
2012-09-06,38.790001000000004
2012-09-07,38.919998
2012-09-10,38.5
2012-09-11,38.360001000000004
2012-09-12,38.57
2012-09-13,38.130001
2012-09-14,38.209998999999996
2012-09-17,37.580002
2012-09-18,37.279999
2012-09-19,37.419998
2012-09-20,36.849998
2012-09-21,36.040001000000004
2012-09-24,35.57
2012-09-25,35.360001000000004
2012-09-26,35.189999
2012-09-27,35.740002000000004
2012-09-28,35.290001000000004
2012-10-01,35.52
2012-10-02,36.009997999999996
2012-10-03,36.080002
2012-10-04,35.540001000000004
2012-10-05,35.200001
2012-10-08,35.419998
2012-10-09,34.52
2012-10-10,32.860001000000004
2012-10-11,32.970001
2012-10-12,32.369999
2012-10-15,32.970001
2012-10-16,33.0
2012-10-17,33.310001
2012-10-18,33.290001000000004
2012-10-19,32.669998
2012-10-22,32.380001
2012-10-23,32.130001
2012-10-24,32.34
2012-10-25,33.02
2012-10-26,33.18
2012-10-31,34.48
2012-11-01,35.27
2012-11-02,34.990002000000004
2012-11-05,35.740002000000004
2012-11-06,34.779999
2012-11-07,33.860001000000004
2012-11-08,33.630001
2012-11-09,34.23
2012-11-12,33.959998999999996
2012-11-13,32.869999
2012-11-14,32.41
2012-11-15,31.940001000000002
2012-11-16,31.780001000000002
2012-11-19,32.869999
2012-11-20,33.07
2012-11-21,33.860001000000004
2012-11-23,33.959998999999996
2012-11-26,33.599998
2012-11-27,34.41
2012-11-28,34.439999
2012-11-29,34.98
2012-11-30,34.84
2012-12-03,34.720001
2012-12-04,34.169998
2012-12-05,34.290001000000004
2012-12-06,34.360001000000004
2012-12-07,35.040001000000004
2012-12-10,35.650002
2012-12-11,35.68
2012-12-12,35.5
2012-12-13,35.490002000000004
2012-12-14,35.52
2012-12-17,35.630001
2012-12-18,36.82
2012-12-19,37.290001000000004
2012-12-20,37.540001000000004
2012-12-21,37.450001
2012-12-24,37.369999
2012-12-26,37.080002
2012-12-27,37.009997999999996
2012-12-28,36.799999
2012-12-31,37.630001
2013-01-02,38.77
2013-01-03,38.25
2013-01-04,38.380001
2013-01-07,38.16
2013-01-08,38.380001
2013-01-09,39.099998
2013-01-10,38.860001000000004
2013-01-11,38.669998
2013-01-14,38.43
2013-01-15,39.75
2013-01-16,40.330002
2013-01-17,40.599998
2013-01-18,40.439999
2013-01-22,40.540001000000004
2013-01-23,40.560001
2013-01-24,41.040001000000004
2013-01-25,41.220001
2013-01-28,40.990002000000004
2013-01-29,41.48
2013-01-30,40.650002
2013-01-31,40.93
2013-02-01,41.509997999999996
2013-02-04,40.73
2013-02-05,41.139998999999996
2013-02-06,41.419998
2013-02-07,40.75
2013-02-08,40.880001
2013-02-11,40.540001000000004
2013-02-12,41.040001000000004
2013-02-13,41.59
2013-02-14,41.900002
2013-02-15,41.720001
2013-02-19,42.509997999999996
2013-02-20,41.959998999999996
2013-02-21,41.0
2013-02-22,41.150002
2013-02-25,39.720001
2013-02-26,39.700001
2013-02-27,40.470001
2013-02-28,40.880001
2013-03-01,40.310001
2013-03-04,40.490002000000004
2013-03-05,41.139998999999996
2013-03-06,41.75
2013-03-07,41.849998
2013-03-08,42.490002000000004
2013-03-11,42.869999
2013-03-12,42.889998999999996
2013-03-13,42.990002000000004
2013-03-14,44.5
2013-03-15,44.759997999999996
2013-03-18,44.119999
2013-03-19,44.560001
2013-03-20,45.450001
2013-03-21,44.68
2013-03-22,44.369999
2013-03-25,45.25
2013-03-26,45.389998999999996
2013-03-27,45.009997999999996
2013-03-28,45.580002
2013-04-01,45.16
2013-04-02,44.860001000000004
2013-04-03,44.73
2013-04-04,44.889998999999996
2013-04-05,44.82
2013-04-08,45.009997999999996
2013-04-09,44.740002000000004
2013-04-10,45.59
2013-04-11,45.59
2013-04-12,45.549999
2013-04-15,44.220001
2013-04-16,44.68
2013-04-17,43.290001000000004
2013-04-18,42.779999
2013-04-19,43.59
2013-04-22,44.080002
2013-04-23,44.52
2013-04-24,44.959998999999996
2013-04-25,45.450001
2013-04-26,44.599998
2013-04-29,45.43
2013-04-30,45.84
2013-05-01,43.700001
2013-05-02,44.970001
2013-05-03,45.639998999999996
2013-05-06,46.130001
2013-05-07,46.799999
2013-05-08,47.75
2013-05-09,47.369999
2013-05-10,48.169998
2013-05-13,47.779999
2013-05-14,48.400002
2013-05-15,49.150002
2013-05-16,48.779999
2013-05-17,49.950001
2013-05-20,49.91
2013-05-21,49.700001
2013-05-22,48.43
2013-05-23,48.18
2013-05-24,48.389998999999996
2013-05-28,49.279999
2013-05-29,49.580002
2013-05-30,49.849998
2013-05-31,49.830002
2013-06-03,50.220001
2013-06-04,49.799999
2013-06-05,49.23
2013-06-06,49.709998999999996
2013-06-07,50.540001000000004
2013-06-10,50.619999
2013-06-11,50.060001
2013-06-12,49.779999
2013-06-13,50.009997999999996
2013-06-14,49.490002000000004
2013-06-17,49.639998999999996
2013-06-18,50.849998
2013-06-19,50.040001000000004
2013-06-20,48.75
2013-06-21,48.619999
2013-06-24,47.43
2013-06-25,47.66
2013-06-26,48.240002000000004
2013-06-27,49.41
2013-06-28,49.040001000000004
2013-07-01,50.549999
2013-07-02,50.189999
2013-07-03,50.02
2013-07-05,50.849998
2013-07-08,50.889998999999996
2013-07-09,51.529999
2013-07-10,51.27
2013-07-11,52.200001
2013-07-12,52.09
2013-07-15,52.48
2013-07-16,52.130001
2013-07-17,52.130001
2013-07-18,53.049999
2013-07-19,53.439999
2013-07-22,53.5
2013-07-23,53.0
2013-07-24,52.700001
2013-07-25,52.599998
2013-07-26,52.330002
2013-07-29,52.130001
2013-07-30,52.310001
2013-07-31,52.919998
2013-08-01,53.779999
2013-08-02,54.220001
2013-08-05,54.099998
2013-08-06,53.110001000000004
2013-08-07,51.950001
2013-08-08,53.18
2013-08-09,54.419998
2013-08-12,53.919998
2013-08-13,53.209998999999996
2013-08-14,53.07
2013-08-15,52.080002
2013-08-16,51.98
2013-08-19,51.490002000000004
2013-08-20,52.650002
2013-08-21,52.07
2013-08-22,53.25
2013-08-23,53.380001
2013-08-26,52.869999
2013-08-27,51.240002000000004
2013-08-28,51.41
2013-08-29,52.330002
2013-08-30,51.279999
2013-09-03,51.41
2013-09-04,52.630001
2013-09-05,52.75
2013-09-06,52.189999
2013-09-09,54.169998
2013-09-10,54.799999
2013-09-11,54.880001
2013-09-12,54.34
2013-09-13,54.77
2013-09-16,55.18
2013-09-17,55.73
2013-09-18,58.150002
2013-09-19,59.369999
2013-09-20,60.32
2013-09-23,59.439999
2013-09-24,60.040001000000004
2013-09-25,59.849998
2013-09-26,61.029999
2013-09-27,60.549999
2013-09-30,60.630001
2013-10-01,61.490002000000004
2013-10-02,61.029999
2013-10-03,60.400002
2013-10-04,60.91
2013-10-07,60.23
2013-10-08,59.41
2013-10-09,60.490002000000004
2013-10-10,62.580002
2013-10-11,63.630001
2013-10-14,64.199997
2013-10-15,63.439999
2013-10-16,63.84
2013-10-17,64.75
2013-10-18,65.949997
2013-10-21,66.08000200000001
2013-10-22,65.980003
2013-10-23,65.720001
2013-10-24,66.08000200000001
2013-10-25,66.150002
2013-10-28,66.110001
2013-10-29,66.889999
2013-10-30,66.800003
2013-10-31,66.349998
2013-11-01,64.959999
2013-11-04,66.120003
2013-11-05,65.800003
2013-11-06,65.349998
2013-11-07,65.480003
2013-11-08,66.879997
2013-11-11,67.57
2013-11-12,67.66999799999999
2013-11-13,68.58000200000001
2013-11-14,68.709999
2013-11-15,68.459999
2013-11-18,68.260002
