Date,ATGE
1993-02-22,2.84375
1993-02-23,2.84375
1993-02-24,2.75
1993-02-25,2.75
1993-02-26,2.75
1993-03-01,2.84375
1993-03-02,2.78125
1993-03-03,2.8125
1993-03-04,2.84375
1993-03-05,2.75
1993-03-08,2.796875
1993-03-09,2.96875
1993-03-10,3.0
1993-03-11,3.0
1993-03-12,3.0
1993-03-15,3.09375
1993-03-16,2.765625
1993-03-17,2.75
1993-03-18,2.765625
1993-03-19,2.78125
1993-03-22,2.75
1993-03-23,2.671875
1993-03-24,2.671875
1993-03-25,2.65625
1993-03-26,2.65625
1993-03-29,2.59375
1993-03-30,2.71875
1993-03-31,2.78125
1993-04-01,2.8125
1993-04-02,2.71875
1993-04-05,2.71875
1993-04-06,2.78125
1993-04-07,2.71875
1993-04-08,2.78125
1993-04-12,2.8125
1993-04-13,2.8125
1993-04-14,2.84375
1993-04-15,2.84375
1993-04-16,2.8125
1993-04-19,2.875
1993-04-20,3.0
1993-04-21,2.96875
1993-04-22,2.875
1993-04-23,2.859375
1993-04-26,2.84375
1993-04-27,2.84375
1993-04-28,2.875
1993-04-29,2.875
1993-04-30,2.96875
1993-05-03,2.96875
1993-05-04,2.96875
1993-05-05,3.0625
1993-05-06,3.09375
1993-05-07,3.09375
1993-05-10,3.03125
1993-05-11,3.03125
1993-05-12,3.125
1993-05-13,3.09375
1993-05-14,3.09375
1993-05-17,3.125
1993-05-18,3.0625
1993-05-19,3.0625
1993-05-20,3.0625
1993-05-21,3.03125
1993-05-24,3.0
1993-05-25,3.0
1993-05-26,3.0625
1993-05-27,3.0
1993-05-28,3.03125
1993-06-01,2.984375
1993-06-02,3.0
1993-06-03,2.984375
1993-06-04,2.984375
1993-06-07,3.03125
1993-06-08,3.0625
1993-06-09,3.0625
1993-06-10,3.046875
1993-06-11,3.0625
1993-06-14,3.0
1993-06-15,3.0
1993-06-16,3.0625
1993-06-17,3.0
1993-06-18,3.0
1993-06-21,3.125
1993-06-22,3.15625
1993-06-23,3.125
1993-06-24,3.15625
1993-06-25,3.09375
1993-06-28,3.09375
1993-06-29,3.09375
1993-06-30,3.140625
1993-07-01,3.125
1993-07-02,3.15625
1993-07-06,3.09375
1993-07-07,2.9375
1993-07-08,3.03125
1993-07-09,3.015625
1993-07-12,3.03125
1993-07-13,3.015625
1993-07-14,3.03125
1993-07-15,3.015625
1993-07-16,3.0625
1993-07-19,3.03125
1993-07-20,2.96875
1993-07-21,2.96875
1993-07-22,2.984375
1993-07-23,3.015625
1993-07-26,3.0625
1993-07-27,3.0625
1993-07-28,3.109375
1993-07-29,3.09375
1993-07-30,3.1875
1993-08-02,3.09375
1993-08-03,3.1875
1993-08-04,3.28125
1993-08-05,3.1875
1993-08-06,3.234375
1993-08-09,3.28125
1993-08-10,3.34375
1993-08-11,3.5
1993-08-12,3.5
1993-08-13,3.6875
1993-08-16,3.59375
1993-08-17,3.53125
1993-08-18,3.46875
1993-08-19,3.40625
1993-08-20,3.453125
1993-08-23,3.46875
1993-08-24,3.4375
1993-08-25,3.5
1993-08-26,3.5
1993-08-27,3.5
1993-08-30,3.4375
1993-08-31,3.40625
1993-09-01,3.40625
1993-09-02,3.390625
1993-09-03,3.421875
1993-09-07,3.375
1993-09-08,3.375
1993-09-09,3.4375
1993-09-10,3.40625
1993-09-13,3.375
1993-09-14,3.375
1993-09-15,3.40625
1993-09-16,3.5
1993-09-17,3.5
1993-09-20,3.53125
1993-09-21,3.625
1993-09-22,3.625
1993-09-23,3.5625
1993-09-24,3.59375
1993-09-27,3.625
1993-09-28,3.53125
1993-09-29,3.625
1993-09-30,3.59375
1993-10-01,3.5625
1993-10-04,3.59375
1993-10-05,3.5625
1993-10-06,3.53125
1993-10-07,3.59375
1993-10-08,3.59375
1993-10-11,3.59375
1993-10-12,3.59375
1993-10-13,3.59375
1993-10-14,3.59375
1993-10-15,3.59375
1993-10-18,3.59375
1993-10-19,3.578125
1993-10-20,3.59375
1993-10-21,3.5
1993-10-22,3.5
1993-10-25,3.5
1993-10-26,3.5
1993-10-27,3.421875
1993-10-28,3.46875
1993-10-29,3.5
1993-11-01,3.5
1993-11-02,3.5
1993-11-03,3.5
1993-11-04,3.5
1993-11-05,3.453125
1993-11-08,3.46875
1993-11-09,3.5
1993-11-10,3.5
1993-11-11,3.484375
1993-11-12,3.5
1993-11-15,3.59375
1993-11-16,3.6875
1993-11-17,3.6875
1993-11-18,3.6875
1993-11-19,3.53125
1993-11-22,3.515625
1993-11-23,3.484375
1993-11-24,3.46875
1993-11-26,3.46875
1993-11-29,3.46875
1993-11-30,3.453125
1993-12-01,3.53125
1993-12-02,3.484375
1993-12-03,3.46875
1993-12-06,3.375
1993-12-07,3.375
1993-12-08,3.40625
1993-12-09,3.46875
1993-12-10,3.46875
1993-12-13,3.40625
1993-12-14,3.375
1993-12-15,3.375
1993-12-16,3.4375
1993-12-17,3.4375
1993-12-20,3.359375
1993-12-21,3.4375
1993-12-22,3.4375
1993-12-23,3.34375
1993-12-27,3.4375
1993-12-28,3.375
1993-12-29,3.5
1993-12-30,3.5
1993-12-31,3.5
1994-01-03,3.5
1994-01-04,3.59375
1994-01-05,3.59375
1994-01-06,3.59375
1994-01-07,3.65625
1994-01-10,3.625
1994-01-11,3.65625
1994-01-12,3.625
1994-01-13,3.71875
1994-01-14,3.625
1994-01-17,3.78125
1994-01-18,3.8125
1994-01-19,3.90625
1994-01-20,3.8125
1994-01-21,3.8125
1994-01-24,3.8125
1994-01-25,3.9375
1994-01-26,4.03125
1994-01-27,4.09375
1994-01-28,4.125
1994-01-31,4.09375
1994-02-01,4.125
1994-02-02,4.0
1994-02-03,4.09375
1994-02-04,4.0
1994-02-07,3.96875
1994-02-08,4.0625
1994-02-09,4.03125
1994-02-10,4.0625
1994-02-11,4.0625
1994-02-14,4.125
1994-02-15,4.0625
1994-02-16,4.03125
1994-02-17,4.0
1994-02-18,4.0
1994-02-22,4.0625
1994-02-23,3.90625
1994-02-24,3.921875
1994-02-25,3.875
1994-02-28,3.90625
1994-03-01,3.875
1994-03-02,3.84375
1994-03-03,3.78125
1994-03-04,3.84375
1994-03-07,3.875
1994-03-08,3.875
1994-03-09,3.8125
1994-03-10,3.8125
1994-03-11,3.78125
1994-03-14,3.8125
1994-03-15,3.8125
1994-03-16,3.78125
1994-03-17,3.796875
1994-03-18,3.6875
1994-03-21,3.796875
1994-03-22,3.71875
1994-03-23,3.6875
1994-03-24,3.625
1994-03-25,3.640625
1994-03-28,3.640625
1994-03-29,3.59375
1994-03-30,3.625
1994-03-31,3.546875
1994-04-04,3.5
1994-04-05,3.53125
1994-04-06,3.4375
1994-04-07,3.515625
1994-04-08,3.5
1994-04-11,3.4375
1994-04-12,3.53125
1994-04-13,3.46875
1994-04-14,3.421875
1994-04-15,3.5
1994-04-18,3.453125
1994-04-19,3.40625
1994-04-20,3.375
1994-04-21,3.34375
1994-04-22,3.375
1994-04-25,3.4375
1994-04-26,3.453125
1994-04-28,3.5
1994-04-29,3.4375
1994-05-02,3.46875
1994-05-03,3.5
1994-05-04,3.46875
1994-05-05,3.5
1994-05-06,3.484375
1994-05-09,3.46875
1994-05-10,3.4375
1994-05-11,3.4375
1994-05-12,3.375
1994-05-13,3.390625
1994-05-16,3.375
1994-05-17,3.375
1994-05-18,3.375
1994-05-19,3.375
1994-05-20,3.390625
1994-05-23,3.34375
1994-05-24,3.34375
1994-05-25,3.34375
1994-05-26,3.40625
1994-05-27,3.34375
1994-05-31,3.34375
1994-06-01,3.28125
1994-06-02,3.28125
1994-06-03,3.3125
1994-06-06,3.375
1994-06-07,3.375
1994-06-08,3.375
1994-06-09,3.21875
1994-06-10,3.1875
1994-06-13,3.09375
1994-06-14,3.125
1994-06-15,3.125
1994-06-16,2.96875
1994-06-17,3.078125
1994-06-20,3.125
1994-06-21,3.125
1994-06-22,3.09375
1994-06-23,3.03125
1994-06-24,3.0
1994-06-27,3.03125
1994-06-28,3.203125
1994-06-29,3.375
1994-06-30,3.625
1994-07-01,3.5
1994-07-05,3.5625
1994-07-06,3.546875
1994-07-07,3.53125
1994-07-08,3.46875
1994-07-11,3.5
1994-07-12,3.5625
1994-07-13,3.53125
1994-07-14,3.5
1994-07-15,3.5625
1994-07-18,3.5
1994-07-19,3.53125
1994-07-20,3.46875
1994-07-21,3.46875
1994-07-22,3.5
1994-07-25,3.40625
1994-07-26,3.484375
1994-07-27,3.53125
1994-07-28,3.34375
1994-07-29,3.3125
1994-08-01,3.28125
1994-08-02,3.3125
1994-08-03,3.21875
1994-08-04,3.234375
1994-08-05,3.171875
1994-08-08,3.1875
1994-08-09,3.25
1994-08-10,3.15625
1994-08-11,3.1875
1994-08-12,3.28125
1994-08-15,3.28125
1994-08-16,3.40625
1994-08-17,3.46875
1994-08-18,3.34375
1994-08-19,3.375
1994-08-22,3.28125
1994-08-23,3.25
1994-08-24,3.1875
1994-08-25,3.1875
1994-08-26,3.1875
1994-08-29,3.1875
1994-08-30,3.1875
1994-08-31,3.28125
1994-09-01,3.164063
1994-09-02,3.21875
1994-09-06,3.28125
1994-09-07,3.28125
1994-09-08,3.28125
1994-09-09,3.21875
1994-09-12,3.28125
1994-09-13,3.34375
1994-09-14,3.25
1994-09-15,3.28125
1994-09-16,3.40625
1994-09-19,3.34375
1994-09-20,3.375
1994-09-21,3.34375
1994-09-22,3.3125
1994-09-23,3.25
1994-09-26,3.296875
1994-09-27,3.25
1994-09-28,3.296875
1994-09-29,3.34375
1994-09-30,3.375
1994-10-03,3.375
1994-10-04,3.28125
1994-10-05,3.34375
1994-10-06,3.21875
1994-10-07,3.265625
1994-10-10,3.3125
1994-10-11,3.25
1994-10-12,3.3125
1994-10-13,3.3125
1994-10-14,3.21875
1994-10-17,3.25
1994-10-18,3.3125
1994-10-19,3.265625
1994-10-20,3.40625
1994-10-21,3.4375
1994-10-24,3.5
1994-10-25,3.46875
1994-10-26,3.4375
1994-10-27,3.5
1994-10-28,3.53125
1994-10-31,3.6875
1994-11-01,3.78125
1994-11-02,3.7246089999999996
1994-11-03,3.734375
1994-11-04,3.71875
1994-11-07,3.78125
1994-11-08,3.703125
1994-11-09,3.78125
1994-11-10,3.78125
1994-11-11,3.8125
1994-11-14,3.71875
1994-11-15,3.6875
1994-11-16,3.71875
1994-11-17,3.6875
1994-11-18,3.625
1994-11-21,3.6875
1994-11-22,3.46875
1994-11-23,3.53125
1994-11-25,3.5
1994-11-28,3.5625
1994-11-29,3.59375
1994-11-30,3.59375
1994-12-01,3.53125
1994-12-02,3.5
1994-12-05,3.5625
1994-12-06,3.53125
1994-12-07,3.5625
1994-12-08,3.53125
1994-12-09,3.5625
1994-12-12,3.5625
1994-12-13,3.59375
1994-12-14,3.625
1994-12-15,3.625
1994-12-16,3.609375
1994-12-19,3.625
1994-12-20,3.640625
1994-12-21,3.78125
1994-12-22,3.828125
1994-12-23,3.8125
1994-12-27,3.875
1994-12-28,3.8125
1994-12-29,3.84375
1994-12-30,3.875
1995-01-03,3.875
1995-01-04,3.875
1995-01-05,3.90625
1995-01-06,3.96875
1995-01-09,4.0625
1995-01-10,4.0
1995-01-11,3.90625
1995-01-12,3.984375
1995-01-13,3.90625
1995-01-16,3.90625
1995-01-17,4.0
1995-01-18,3.953125
1995-01-19,3.90625
1995-01-20,3.9375
1995-01-23,3.875
1995-01-24,3.890625
1995-01-25,3.875
1995-01-26,3.90625
1995-01-27,3.921875
1995-01-30,3.890625
1995-01-31,3.921875
1995-02-01,3.875
1995-02-02,3.9375
1995-02-03,3.9375
1995-02-06,3.9375
1995-02-07,3.90625
1995-02-08,3.90625
1995-02-09,4.09375
1995-02-10,4.0625
1995-02-13,4.09375
1995-02-14,4.09375
1995-02-15,4.09375
1995-02-16,4.09375
1995-02-17,4.03125
1995-02-21,4.15625
1995-02-22,4.125
1995-02-23,4.15625
1995-02-24,4.171875
1995-02-27,4.1875
1995-02-28,4.34375
1995-03-01,4.40625
1995-03-02,4.40625
1995-03-03,4.40625
1995-03-06,4.40625
1995-03-07,4.46875
1995-03-08,4.5
1995-03-09,4.4375
1995-03-10,4.484375
1995-03-13,4.515625
1995-03-14,4.515625
1995-03-15,4.46875
1995-03-16,4.5
1995-03-17,4.53125
1995-03-20,4.484375
1995-03-21,4.4375
1995-03-22,4.78125
1995-03-23,4.75
1995-03-24,4.6875
1995-03-27,4.71875
1995-03-28,4.6875
1995-03-29,4.6875
1995-03-30,4.65625
1995-03-31,4.6875
1995-04-03,4.625
1995-04-04,4.59375
1995-04-05,4.59375
1995-04-06,4.59375
1995-04-07,4.59375
1995-04-10,4.59375
1995-04-11,4.5625
1995-04-12,4.625
1995-04-13,4.65625
1995-04-17,4.640625
1995-04-18,4.59375
1995-04-19,4.6875
1995-04-20,4.640625
1995-04-21,4.625
1995-04-24,4.6875
1995-04-25,4.734375
1995-04-26,4.734375
1995-04-27,4.6875
1995-04-28,4.78125
1995-05-01,4.78125
1995-05-02,4.78125
1995-05-03,4.84375
1995-05-04,4.8125
1995-05-05,4.90625
1995-05-08,4.859375
1995-05-09,4.921875
1995-05-10,5.0
1995-05-11,5.03125
1995-05-12,5.03125
1995-05-15,4.9375
1995-05-16,5.03125
1995-05-17,5.1875
1995-05-18,5.03125
1995-05-19,5.09375
1995-05-22,5.03125
1995-05-23,5.03125
1995-05-24,5.03125
1995-05-25,5.0
1995-05-26,5.0
1995-05-30,5.0
1995-05-31,4.875
1995-06-01,4.875
1995-06-02,5.046875
1995-06-05,5.125
1995-06-06,5.0625
1995-06-07,5.0
1995-06-08,5.03125
1995-06-09,5.03125
1995-06-12,5.0
1995-06-13,4.9375
1995-06-14,5.0
1995-06-15,4.953125
1995-06-16,4.9375
1995-06-19,4.96875
1995-06-20,4.96875
1995-06-21,5.09375
1995-06-22,5.09375
1995-06-23,5.375
1995-06-26,5.125
1995-06-27,5.0625
1995-06-28,5.0
1995-06-29,4.9375
1995-06-30,5.0
1995-07-03,5.0625
1995-07-05,5.25
1995-07-06,5.4375
1995-07-07,5.5
1995-07-10,5.75
1995-07-11,5.75
1995-07-12,5.75
1995-07-13,5.75
1995-07-14,5.6875
1995-07-17,5.75
1995-07-18,5.625
1995-07-19,5.625
1995-07-20,5.625
1995-07-21,5.625
1995-07-24,5.75
1995-07-25,5.65625
1995-07-26,5.625
1995-07-27,5.625
1995-07-28,5.6875
1995-07-31,5.6875
1995-08-01,5.46875
1995-08-02,5.6875
1995-08-03,5.59375
1995-08-04,5.59375
1995-08-07,5.59375
1995-08-08,5.40625
1995-08-09,5.53125
1995-08-10,5.53125
1995-08-11,5.46875
1995-08-14,5.46875
1995-08-15,5.4375
1995-08-16,5.390625
1995-08-17,5.4375
1995-08-18,5.4375
1995-08-21,5.5
1995-08-22,5.25
1995-08-23,5.28125
1995-08-24,5.375
1995-08-25,5.5
1995-08-28,5.40625
1995-08-29,5.40625
1995-08-30,5.5
1995-08-31,5.53125
1995-09-01,5.53125
1995-09-05,5.53125
1995-09-06,5.59375
1995-09-07,5.5625
1995-09-08,5.4375
1995-09-11,5.4375
1995-09-12,5.5625
1995-09-13,5.53125
1995-09-14,5.5625
1995-09-15,5.5625
1995-09-18,5.5625
1995-09-19,5.5
1995-09-20,5.5
1995-09-21,5.65625
1995-09-22,5.625
1995-09-25,5.8125
1995-09-26,5.625
1995-09-27,5.625
1995-09-28,5.8125
1995-09-29,6.4375
1995-10-02,6.25
1995-10-03,6.1875
1995-10-04,6.125
1995-10-05,5.9375
1995-10-06,6.0
1995-10-09,6.0625
1995-10-10,5.9375
1995-10-11,6.0
1995-10-12,6.0
1995-10-13,5.96875
1995-10-16,6.0
1995-10-17,6.0
1995-10-18,6.0
1995-10-19,6.0
1995-10-20,6.0
1995-10-23,5.84375
1995-10-24,5.9375
1995-10-25,5.9375
1995-10-26,5.8125
1995-10-27,5.6875
1995-10-30,5.625
1995-10-31,5.5625
1995-11-01,5.6875
1995-11-02,5.625
1995-11-03,5.6875
1995-11-06,5.8125
1995-11-07,5.8125
1995-11-08,6.125
1995-11-09,6.25
1995-11-10,6.5
1995-11-13,5.9375
1995-11-14,6.28125
1995-11-15,6.40625
1995-11-16,6.5
1995-11-17,6.625
1995-11-20,6.71875
1995-11-21,6.90625
1995-11-22,6.90625
1995-11-24,6.75
1995-11-27,6.625
1995-11-28,6.59375
1995-11-29,6.625
1995-11-30,6.65625
1995-12-01,6.65625
1995-12-04,6.65625
1995-12-05,6.65625
1995-12-06,6.59375
1995-12-07,6.5
1995-12-08,6.53125
1995-12-11,6.5625
1995-12-12,6.53125
1995-12-13,6.59375
1995-12-14,6.59375
1995-12-15,6.53125
1995-12-18,6.6875
1995-12-19,6.75
1995-12-20,6.78125
1995-12-21,6.875
1995-12-22,6.75
1995-12-26,6.8125
1995-12-27,6.84375
1995-12-28,7.03125
1995-12-29,6.75
1996-01-02,7.03125
1996-01-03,7.15625
1996-01-04,7.21875
1996-01-05,7.15625
1996-01-08,7.125
1996-01-09,7.09375
1996-01-10,7.09375
1996-01-11,7.0625
1996-01-12,7.125
1996-01-15,6.90625
1996-01-16,6.875
1996-01-17,6.90625
1996-01-18,6.90625
1996-01-19,6.84375
1996-01-22,6.8125
1996-01-23,6.8125
1996-01-24,6.78125
1996-01-25,6.75
1996-01-26,6.625
1996-01-29,6.5
1996-01-30,6.6875
1996-01-31,6.8125
1996-02-01,7.03125
1996-02-02,7.125
1996-02-05,7.125
1996-02-06,7.25
1996-02-07,7.4375
1996-02-08,7.375
1996-02-09,7.34375
1996-02-12,7.3125
1996-02-13,7.40625
1996-02-14,7.46875
1996-02-15,7.3125
1996-02-16,7.21875
1996-02-20,7.21875
1996-02-21,7.21875
1996-02-22,7.34375
1996-02-23,7.5
1996-02-26,7.5625
1996-02-27,7.53125
1996-02-28,7.4375
1996-02-29,7.40625
1996-03-01,7.3125
1996-03-04,7.375
1996-03-05,7.46875
