Date,BGC
2012-06-18,26.35
2012-06-19,26.889999
2012-06-20,26.25
2012-06-21,25.07
2012-06-22,24.99
2012-06-25,24.0
2012-06-26,23.92
2012-06-27,24.610001
2012-06-28,24.959999
2012-06-29,25.940001000000002
2012-07-02,25.9
2012-07-03,27.18
2012-07-05,27.629998999999998
2012-07-06,27.110001
2012-07-09,26.860001
2012-07-10,26.139999
2012-07-11,26.280001000000002
2012-07-12,26.459999
2012-07-13,26.85
2012-07-16,26.33
2012-07-17,26.799999
2012-07-18,27.700001
2012-07-19,27.27
2012-07-20,26.780001000000002
2012-07-23,26.07
2012-07-24,24.700001
2012-07-25,25.16
2012-07-26,26.57
2012-07-27,27.91
2012-07-30,27.57
2012-07-31,26.129998999999998
2012-08-01,25.51
2012-08-02,24.889999
2012-08-03,25.76
2012-08-06,26.780001000000002
2012-08-07,27.34
2012-08-08,27.540001
2012-08-09,28.190001000000002
2012-08-10,28.299999
2012-08-13,27.9
2012-08-14,28.190001000000002
2012-08-15,28.35
2012-08-16,28.58
2012-08-17,29.09
2012-08-20,28.07
2012-08-21,28.549999
2012-08-22,28.18
2012-08-23,27.84
2012-08-24,27.33
2012-08-27,27.76
2012-08-28,27.700001
2012-08-29,27.73
2012-08-30,27.0
2012-08-31,27.09
2012-09-04,27.370001000000002
2012-09-05,27.9
2012-09-06,29.139999
2012-09-07,30.379998999999998
2012-09-10,30.67
2012-09-11,30.52
2012-09-12,30.76
2012-09-13,31.08
2012-09-14,31.98
2012-09-17,31.290001
2012-09-18,30.860001
2012-09-19,31.620001000000002
2012-09-20,31.870001000000002
2012-09-21,31.35
2012-09-24,30.940001000000002
2012-09-25,29.540001
2012-09-26,29.0
2012-09-27,29.709999
2012-09-28,29.379998999999998
2012-10-01,30.030001000000002
2012-10-02,30.200001
2012-10-03,30.02
2012-10-04,30.700001
2012-10-05,30.790001
2012-10-08,30.49
2012-10-09,30.309998999999998
2012-10-10,30.59
2012-10-11,30.85
2012-10-12,29.809998999999998
2012-10-15,30.08
2012-10-16,30.07
2012-10-17,30.83
2012-10-18,31.16
2012-10-19,30.190001000000002
2012-10-22,29.75
2012-10-23,29.32
2012-10-24,29.24
2012-10-25,29.610001
2012-10-26,29.610001
2012-10-31,28.530001000000002
2012-11-01,29.68
2012-11-02,29.299999
2012-11-05,29.33
2012-11-06,29.48
2012-11-07,28.059998999999998
2012-11-08,27.690001000000002
2012-11-09,28.030001000000002
