Date,TBPH
2015-06-04,13.76
2015-06-05,13.65
2015-06-08,13.54
2015-06-09,13.23
2015-06-10,13.45
2015-06-11,13.45
2015-06-12,13.45
2015-06-15,14.27
2015-06-16,14.15
2015-06-17,13.99
2015-06-18,14.38
2015-06-19,14.89
2015-06-22,15.37
2015-06-23,14.77
2015-06-24,14.08
2015-06-25,13.97
2015-06-26,13.49
2015-06-29,12.57
2015-06-30,13.02
2015-07-01,12.57
2015-07-02,12.25
2015-07-06,12.62
2015-07-07,12.57
2015-07-08,11.84
2015-07-09,11.93
2015-07-10,12.29
2015-07-13,11.95
2015-07-14,12.69
2015-07-15,12.51
2015-07-16,12.44
2015-07-17,12.21
2015-07-20,11.9
2015-07-21,12.23
2015-07-22,12.46
2015-07-23,12.53
2015-07-24,12.28
2015-07-27,11.83
2015-07-28,12.02
2015-07-29,11.95
2015-07-30,12.05
2015-07-31,12.54
2015-08-03,12.34
2015-08-04,12.3
2015-08-05,12.28
2015-08-06,12.0
2015-08-07,11.91
2015-08-10,12.34
2015-08-11,11.96
2015-08-12,12.24
2015-08-13,11.96
2015-08-14,11.94
2015-08-17,12.08
2015-08-18,12.79
2015-08-19,13.45
2015-08-20,12.98
2015-08-21,13.12
2015-08-24,12.29
2015-08-25,12.07
2015-08-26,12.57
2015-08-27,13.74
2015-08-28,14.61
2015-08-31,14.56
2015-09-01,13.75
2015-09-02,14.79
2015-09-03,13.84
2015-09-04,14.0
2015-09-08,14.8
2015-09-09,13.41
2015-09-10,13.63
2015-09-11,13.92
2015-09-14,13.17
2015-09-15,13.4
2015-09-16,13.27
2015-09-17,14.03
2015-09-18,13.49
2015-09-21,13.59
2015-09-22,13.62
2015-09-23,13.43
2015-09-24,13.44
2015-09-25,12.43
2015-09-28,11.85
2015-09-29,10.88
2015-09-30,10.99
2015-10-01,11.13
2015-10-02,12.38
2015-10-05,12.63
2015-10-06,12.47
2015-10-07,12.56
2015-10-08,12.9
2015-10-09,13.86
2015-10-12,13.71
2015-10-13,13.18
2015-10-14,12.92
2015-10-15,14.05
2015-10-16,13.92
2015-10-19,13.92
2015-10-20,13.95
2015-10-21,13.57
2015-10-22,13.49
2015-10-23,13.85
2015-10-26,13.87
2015-10-27,13.81
2015-10-28,14.41
2015-10-29,14.64
2015-10-30,14.95
2015-11-02,16.08
2015-11-03,16.34
2015-11-04,17.1
2015-11-05,17.24
2015-11-06,17.5
2015-11-09,17.059998999999998
2015-11-10,17.24
2015-11-11,16.98
2015-11-12,16.700001
2015-11-13,16.85
2015-11-16,16.879998999999998
2015-11-17,16.93
2015-11-18,17.52
2015-11-19,17.09
2015-11-20,17.17
2015-11-23,18.02
2015-11-24,18.280001000000002
2015-11-25,18.629998999999998
2015-11-27,18.469998999999998
2015-11-30,18.77
2015-12-01,19.219998999999998
2015-12-02,19.51
2015-12-03,17.57
2015-12-04,18.59
2015-12-07,17.9
2015-12-08,18.08
2015-12-09,17.309998999999998
2015-12-10,16.879998999999998
2015-12-11,16.129998999999998
2015-12-14,15.35
2015-12-15,15.45
2015-12-16,16.32
2015-12-17,16.41
2015-12-18,15.57
2015-12-21,16.389999
2015-12-22,16.9
2015-12-23,16.809998999999998
2015-12-24,16.299999
2015-12-28,16.35
2015-12-29,16.700001
2015-12-30,16.51
2015-12-31,16.389999
2016-01-04,16.24
2016-01-05,16.629998999999998
2016-01-06,15.66
2016-01-07,15.53
2016-01-08,14.61
2016-01-11,13.35
2016-01-12,13.95
2016-01-13,13.4
2016-01-14,13.73
2016-01-15,14.52
2016-01-19,14.18
2016-01-20,15.75
2016-01-21,15.92
2016-01-22,16.190001000000002
2016-01-25,16.02
2016-01-26,16.16
2016-01-27,16.08
2016-01-28,16.309998999999998
2016-01-29,16.42
2016-02-01,16.01
2016-02-02,16.08
2016-02-03,16.780001000000002
2016-02-04,17.440001000000002
2016-02-05,17.43
2016-02-08,17.01
2016-02-09,16.32
2016-02-10,15.77
2016-02-11,15.94
2016-02-12,14.86
2016-02-16,15.29
2016-02-17,16.1
2016-02-18,15.5
2016-02-19,15.65
2016-02-22,14.8
2016-02-23,14.34
2016-02-24,15.35
2016-02-25,16.15
2016-02-26,16.139999
2016-02-29,15.72
2016-03-01,15.98
2016-03-02,17.370001000000002
2016-03-03,17.719998999999998
2016-03-04,17.870001000000002
2016-03-07,18.15
2016-03-08,17.17
2016-03-09,17.59
2016-03-10,17.120001000000002
2016-03-11,17.700001
2016-03-14,17.690001000000002
2016-03-15,16.959999
2016-03-16,17.82
2016-03-17,17.75
2016-03-18,17.93
2016-03-21,18.440001000000002
2016-03-22,18.48
2016-03-23,17.35
2016-03-24,17.0
2016-03-28,17.309998999999998
2016-03-29,18.110001
2016-03-30,18.42
2016-03-31,18.799999
2016-04-01,19.690001000000002
2016-04-04,20.43
2016-04-05,20.309998999999998
2016-04-06,20.83
2016-04-07,20.9
2016-04-08,20.98
2016-04-11,21.92
2016-04-12,21.334999
2016-04-13,22.040001
2016-04-14,22.35
2016-04-15,22.440001000000002
2016-04-18,23.190001000000002
2016-04-19,22.84
2016-04-20,23.379998999999998
2016-04-21,24.08
2016-04-22,24.200001
2016-04-25,24.120001000000002
2016-04-26,23.799999
2016-04-27,23.57
2016-04-28,21.16
2016-04-29,20.75
2016-05-02,21.200001
2016-05-03,19.700001
2016-05-04,19.32
2016-05-05,18.309998999999998
2016-05-06,17.950001
2016-05-09,18.629998999999998
2016-05-10,18.860001
2016-05-11,18.1
2016-05-12,17.450001
2016-05-13,17.559998999999998
2016-05-16,18.139999
2016-05-17,17.84
2016-05-18,18.995001000000002
2016-05-19,19.4
2016-05-20,20.549999
2016-05-23,20.83
2016-05-24,21.469998999999998
2016-05-25,22.17
2016-05-26,22.299999
2016-05-27,22.75
2016-05-31,23.0
2016-06-01,22.959999
2016-06-02,23.67
2016-06-03,23.290001
2016-06-06,23.83
2016-06-07,23.290001
2016-06-08,23.540001
2016-06-09,23.360001
2016-06-10,22.68
2016-06-13,22.35
2016-06-14,22.370001000000002
2016-06-15,22.799999
2016-06-16,22.51
2016-06-17,21.82
2016-06-20,22.879998999999998
2016-06-21,23.15
2016-06-22,22.889999
2016-06-23,23.059998999999998
2016-06-24,22.58
2016-06-27,21.709999
2016-06-28,22.85
2016-06-29,22.879998999999998
2016-06-30,22.690001000000002
2016-07-01,22.98
2016-07-05,22.77
2016-07-06,22.950001
2016-07-07,23.0
2016-07-08,23.459999
2016-07-11,23.66
2016-07-12,23.92
2016-07-13,23.33
2016-07-14,23.299999
2016-07-15,23.549999
2016-07-18,23.32
2016-07-19,22.26
2016-07-20,22.67
2016-07-21,22.26
2016-07-22,22.92
2016-07-25,22.59
2016-07-26,22.84
2016-07-27,24.09
2016-07-28,24.370001000000002
2016-07-29,25.51
2016-08-01,26.4
2016-08-02,27.26
2016-08-03,24.620001000000002
2016-08-04,24.139999
2016-08-05,25.379998999999998
2016-08-08,25.440001000000002
2016-08-09,26.15
2016-08-10,25.440001000000002
2016-08-11,25.959999
2016-08-12,26.959999
2016-08-15,27.950001
2016-08-16,27.51
2016-08-17,27.99
2016-08-18,28.5
2016-08-19,27.889999
2016-08-22,27.049999
2016-08-23,27.98
2016-08-24,27.629998999999998
2016-08-25,28.17
2016-08-26,28.18
2016-08-29,28.82
2016-08-30,28.370001000000002
2016-08-31,28.360001
2016-09-01,28.860001
2016-09-02,28.85
2016-09-06,29.67
2016-09-07,29.35
2016-09-08,31.16
2016-09-09,30.35
2016-09-12,31.1
2016-09-13,30.110001
2016-09-14,31.690001000000002
2016-09-15,32.220001
2016-09-16,33.0
2016-09-19,33.669998
2016-09-20,35.02
2016-09-21,35.540001000000004
2016-09-22,36.580002
2016-09-23,35.790001000000004
2016-09-26,35.779999
2016-09-27,36.970001
2016-09-28,36.91
2016-09-29,35.18
2016-09-30,36.240002000000004
2016-10-03,36.889998999999996
2016-10-04,36.299999
2016-10-05,37.380001
2016-10-06,36.349998
2016-10-07,36.73
2016-10-10,38.580002
2016-10-11,37.439999
2016-10-12,31.51
2016-10-13,31.860001
2016-10-14,29.030001000000002
2016-10-17,29.76
2016-10-18,30.559998999999998
2016-10-19,32.009997999999996
2016-10-20,32.799999
2016-10-21,33.540001000000004
2016-10-24,32.82
2016-10-25,33.009997999999996
2016-10-26,32.98
2016-10-27,26.549999
2016-10-28,25.42
2016-10-31,25.129998999999998
2016-11-01,25.379998999999998
2016-11-02,25.1
2016-11-03,24.57
2016-11-04,24.950001
2016-11-07,25.82
2016-11-08,26.15
2016-11-09,30.370001000000002
2016-11-10,31.25
2016-11-11,34.110001000000004
2016-11-14,35.57
2016-11-15,35.73
2016-11-16,33.580002
2016-11-17,32.889998999999996
2016-11-18,31.959999
2016-11-21,30.530001000000002
2016-11-22,28.91
2016-11-23,29.27
2016-11-25,29.690001000000002
2016-11-28,28.42
2016-11-29,27.6
2016-11-30,27.84
2016-12-01,27.42
2016-12-02,28.620001000000002
2016-12-05,29.040001
2016-12-06,30.51
2016-12-07,29.129998999999998
2016-12-08,30.360001
2016-12-09,30.84
2016-12-12,31.129998999999998
2016-12-13,31.709999
2016-12-14,30.950001
2016-12-15,31.450001
2016-12-16,31.84
2016-12-19,31.23
2016-12-20,31.549999
2016-12-21,31.389999
2016-12-22,30.84
2016-12-23,32.41
2016-12-27,32.349998
2016-12-28,31.610001
2016-12-29,31.610001
2016-12-30,31.879998999999998
2017-01-03,32.5
2017-01-04,33.360001000000004
2017-01-05,32.830002
2017-01-06,32.950001
2017-01-09,33.43
2017-01-10,34.380001
2017-01-11,33.029999
2017-01-12,33.040001000000004
2017-01-13,32.98
2017-01-17,31.65
2017-01-18,31.98
2017-01-19,31.190001000000002
2017-01-20,31.01
2017-01-23,30.01
2017-01-24,29.01
2017-01-25,29.440001000000002
2017-01-26,28.9
2017-01-27,29.059998999999998
2017-01-30,28.280001000000002
2017-01-31,29.959999
2017-02-01,29.91
2017-02-02,30.299999
2017-02-03,31.33
2017-02-06,31.24
2017-02-07,30.629998999999998
2017-02-08,30.6
2017-02-09,31.860001
2017-02-10,32.02
2017-02-13,32.290001000000004
2017-02-14,32.259997999999996
2017-02-15,32.970001
2017-02-16,32.400002
2017-02-17,33.779999
2017-02-21,31.549999
2017-02-22,30.809998999999998
2017-02-23,30.23
2017-02-24,30.33
2017-02-27,31.99
2017-02-28,30.620001000000002
2017-03-01,32.18
2017-03-02,31.450001
2017-03-03,32.119999
2017-03-06,31.33
2017-03-07,30.459999
2017-03-08,30.77
2017-03-09,30.85
2017-03-10,31.280001000000002
2017-03-13,31.059998999999998
2017-03-14,30.190001000000002
2017-03-15,31.49
2017-03-16,31.65
2017-03-17,32.790001000000004
2017-03-20,33.73
2017-03-21,31.860001
2017-03-22,32.759997999999996
2017-03-23,33.349998
2017-03-24,33.759997999999996
2017-03-27,35.349998
2017-03-28,35.98
2017-03-29,37.060001
2017-03-30,36.34
2017-03-31,36.82
2017-04-03,35.700001
2017-04-04,35.880001
2017-04-05,35.459998999999996
2017-04-06,35.48
2017-04-07,36.310001
2017-04-10,36.889998999999996
2017-04-11,37.73
2017-04-12,37.349998
2017-04-13,37.84
2017-04-17,37.650002
2017-04-18,37.52
2017-04-19,38.599998
2017-04-20,39.16
2017-04-21,38.790001000000004
2017-04-24,39.209998999999996
2017-04-25,39.93
2017-04-26,40.75
2017-04-27,40.650002
2017-04-28,40.330002
2017-05-01,41.060001
2017-05-02,40.98
2017-05-03,39.82
2017-05-04,39.540001000000004
2017-05-05,39.790001000000004
2017-05-08,40.060001
2017-05-09,40.650002
2017-05-10,40.68
2017-05-11,39.950001
2017-05-12,38.220001
2017-05-15,37.709998999999996
2017-05-16,37.529999
2017-05-17,36.34
2017-05-18,36.380001
2017-05-19,36.830002
2017-05-22,35.82
2017-05-23,36.529999
2017-05-24,36.889998999999996
2017-05-25,37.349998
2017-05-26,37.470001
2017-05-30,35.84
2017-05-31,36.5
2017-06-01,37.82
2017-06-02,37.82
2017-06-05,36.209998999999996
2017-06-06,37.580002
2017-06-07,38.34
2017-06-08,38.700001
2017-06-09,38.619999
2017-06-12,38.610001000000004
2017-06-13,39.330002
2017-06-14,37.439999
2017-06-15,36.369999
2017-06-16,36.990002000000004
2017-06-19,38.77
2017-06-20,38.93
2017-06-21,40.720001
2017-06-22,42.560001
2017-06-23,42.380001
2017-06-26,41.59
2017-06-27,39.880001
2017-06-28,40.82
2017-06-29,39.75
2017-06-30,39.84
2017-07-03,41.200001
2017-07-05,41.43
2017-07-06,41.240002000000004
2017-07-07,42.560001
2017-07-10,40.91
2017-07-11,40.59
2017-07-12,40.330002
2017-07-13,38.950001
2017-07-14,37.110001000000004
2017-07-17,37.599998
2017-07-18,36.599998
2017-07-19,36.77
2017-07-20,37.779999
2017-07-21,36.369999
2017-07-24,36.07
2017-07-25,35.540001000000004
2017-07-26,35.119999
2017-07-27,33.48
2017-07-28,32.810001
2017-07-31,32.130001
2017-08-01,31.93
2017-08-02,32.049999
2017-08-03,30.02
2017-08-04,29.860001
2017-08-07,29.860001
2017-08-08,29.790001
2017-08-09,23.879998999999998
2017-08-10,23.955
2017-08-11,24.1
2017-08-14,27.48
2017-08-15,26.709999
2017-08-16,27.030001000000002
2017-08-17,27.66
2017-08-18,27.4
2017-08-21,26.5
2017-08-22,27.450001
2017-08-23,27.780001000000002
2017-08-24,28.629998999999998
2017-08-25,28.65
2017-08-28,29.709999
2017-08-29,31.530001000000002
2017-08-30,31.549999
2017-08-31,32.669998
2017-09-01,29.969998999999998
2017-09-05,30.23
2017-09-06,30.700001
2017-09-07,30.98
2017-09-08,31.43
2017-09-11,32.259997999999996
2017-09-12,32.279999
2017-09-13,32.669998
2017-09-14,31.860001
2017-09-15,31.77
2017-09-18,31.870001000000002
2017-09-19,32.580002
2017-09-20,33.07
2017-09-21,33.5
2017-09-22,33.490002000000004
2017-09-25,33.810001
2017-09-26,32.959998999999996
2017-09-27,34.959998999999996
2017-09-28,34.68
2017-09-29,34.240002000000004
2017-10-02,35.34
2017-10-03,34.330002
2017-10-04,35.049999
2017-10-05,35.32
2017-10-06,35.66
2017-10-09,34.459998999999996
2017-10-10,32.700001
2017-10-11,33.93
2017-10-12,33.540001000000004
2017-10-13,33.09
2017-10-16,32.779999
2017-10-17,33.439999
2017-10-18,33.32
2017-10-19,32.630001
2017-10-20,32.299999
2017-10-23,32.110001000000004
2017-10-24,31.200001
2017-10-25,31.120001000000002
2017-10-26,28.9
2017-10-27,29.389999
2017-10-30,28.77
2017-10-31,28.860001
2017-11-01,28.799999
2017-11-02,28.77
2017-11-03,29.24
2017-11-06,28.959999
2017-11-07,28.190001000000002
2017-11-08,27.709999
2017-11-09,27.809998999999998
2017-11-10,28.77
2017-11-13,28.280001000000002
2017-11-14,27.360001
2017-11-15,27.120001000000002
2017-11-16,28.879998999999998
2017-11-17,29.889999
2017-11-20,28.58
2017-11-21,28.540001
2017-11-22,28.24
2017-11-24,28.450001
2017-11-27,28.23
2017-11-28,29.15
2017-11-29,28.690001000000002
2017-11-30,28.450001
2017-12-01,28.35
2017-12-04,26.85
2017-12-05,26.799999
2017-12-06,25.82
2017-12-07,25.879998999999998
2017-12-08,26.68
2017-12-11,26.950001
2017-12-12,26.68
2017-12-13,27.75
2017-12-14,27.32
2017-12-15,28.27
2017-12-18,28.700001
2017-12-19,27.84
2017-12-20,27.42
2017-12-21,27.700001
2017-12-22,27.65
2017-12-26,27.77
2017-12-27,27.15
2017-12-28,28.43
2017-12-29,27.889999
2018-01-02,28.07
2018-01-03,27.940001000000002
2018-01-04,27.33
2018-01-05,27.07
2018-01-08,26.940001000000002
2018-01-09,27.32
2018-01-10,26.780001000000002
2018-01-11,26.969998999999998
2018-01-12,26.98
2018-01-16,26.459999
2018-01-17,27.65
2018-01-18,28.01
2018-01-19,28.32
2018-01-22,29.639999
2018-01-23,29.709999
2018-01-24,28.799999
2018-01-25,28.940001000000002
2018-01-26,28.98
2018-01-29,28.360001
2018-01-30,26.99
2018-01-31,26.440001000000002
2018-02-01,25.809998999999998
2018-02-02,24.68
2018-02-05,23.370001000000002
2018-02-06,24.440001000000002
2018-02-07,28.01
2018-02-08,27.35
2018-02-09,27.950001
2018-02-12,28.440001000000002
2018-02-13,28.139999
2018-02-14,29.379998999999998
2018-02-15,29.610001
2018-02-16,29.26
2018-02-20,29.09
2018-02-21,28.209999
2018-02-22,27.040001
2018-02-23,27.950001
2018-02-26,28.77
2018-02-27,28.049999
2018-02-28,26.360001
2018-03-01,26.575001
2018-03-02,28.98
2018-03-05,28.139999
2018-03-06,28.24
2018-03-07,28.540001
2018-03-08,28.540001
2018-03-09,28.610001
2018-03-12,29.450001
2018-03-13,28.129998999999998
2018-03-14,27.77
2018-03-15,26.9
2018-03-16,26.129998999999998
2018-03-19,26.6
2018-03-20,26.469998999999998
2018-03-21,26.639999
2018-03-22,27.65
2018-03-23,26.09
2018-03-26,26.629998999999998
2018-03-27,25.889999
2018-03-28,23.469998999999998
2018-03-29,24.25
2018-04-02,23.469998999999998
2018-04-03,24.059998999999998
2018-04-04,24.530001000000002
2018-04-05,24.23
2018-04-06,23.23
2018-04-09,22.23
2018-04-10,22.74
2018-04-11,22.84
2018-04-12,22.860001
2018-04-13,22.559998999999998
2018-04-16,22.780001000000002
2018-04-17,24.200001
2018-04-18,22.85
2018-04-19,22.18
2018-04-20,22.059998999999998
2018-04-23,22.549999
2018-04-24,23.32
2018-04-25,23.35
2018-04-26,23.959999
2018-04-27,24.18
2018-04-30,24.07
2018-05-01,24.43
2018-05-02,24.860001
2018-05-03,23.65
2018-05-04,23.440001000000002
2018-05-07,23.58
2018-05-08,24.370001000000002
2018-05-09,24.860001
2018-05-10,25.040001
2018-05-11,25.280001000000002
2018-05-14,25.52
2018-05-15,24.67
2018-05-16,24.35
2018-05-17,24.48
2018-05-18,24.309998999999998
2018-05-21,23.01
2018-05-22,22.99
2018-05-23,23.02
2018-05-24,23.139999
2018-05-25,23.700001
2018-05-29,23.9
2018-05-30,24.879998999999998
2018-05-31,24.34
2018-06-01,24.469998999999998
2018-06-04,24.139999
2018-06-05,23.9
2018-06-06,23.940001000000002
2018-06-07,23.84
2018-06-08,23.42
2018-06-11,23.790001
2018-06-12,24.01
2018-06-13,23.83
2018-06-14,24.290001
2018-06-15,23.74
2018-06-18,23.93
2018-06-19,24.16
2018-06-20,24.700001
2018-06-21,24.09
2018-06-22,23.93
2018-06-25,22.99
2018-06-26,23.700001
2018-06-27,23.07
2018-06-28,22.9
2018-06-29,22.68
2018-07-02,22.83
2018-07-03,23.68
2018-07-05,24.66
2018-07-06,26.370001000000002
2018-07-09,26.559998999999998
2018-07-10,27.139999
2018-07-11,26.0
2018-07-12,26.5
2018-07-13,26.26
2018-07-16,25.780001000000002
2018-07-17,25.83
2018-07-18,25.48
2018-07-19,26.290001
2018-07-20,25.9
2018-07-23,25.5
2018-07-24,25.040001
2018-07-25,23.93
2018-07-26,23.68
2018-07-27,23.17
2018-07-30,23.32
2018-07-31,23.950001
2018-08-01,25.639999
2018-08-02,28.1
2018-08-03,28.5
2018-08-06,28.799999
2018-08-07,27.68
2018-08-08,27.690001000000002
2018-08-09,27.84
2018-08-10,28.02
2018-08-13,28.17
2018-08-14,27.49
2018-08-15,26.84
2018-08-16,27.65
2018-08-17,27.16
2018-08-20,26.950001
2018-08-21,27.639999
2018-08-22,27.85
2018-08-23,27.59
2018-08-24,27.709999
2018-08-27,27.91
2018-08-28,28.67
2018-08-29,28.48
2018-08-30,28.84
2018-08-31,28.969998999999998
2018-09-04,29.389999
2018-09-05,29.120001000000002
2018-09-06,28.73
2018-09-07,28.860001
2018-09-10,28.469998999999998
2018-09-11,28.370001000000002
2018-09-12,28.5
2018-09-13,27.809998999999998
2018-09-14,27.450001
2018-09-17,26.93
2018-09-18,27.01
2018-09-19,27.5
2018-09-20,28.15
2018-09-21,29.040001
2018-09-24,29.01
2018-09-25,30.559998999999998
2018-09-26,30.190001000000002
2018-09-27,31.17
2018-09-28,32.669998
2018-10-01,33.240002000000004
2018-10-02,34.189999
2018-10-03,35.07
2018-10-04,34.0
2018-10-05,34.34
2018-10-08,32.57
2018-10-09,31.200001
2018-10-10,30.35
2018-10-11,29.84
2018-10-12,29.940001000000002
2018-10-15,28.879998999999998
2018-10-16,30.43
2018-10-17,29.99
2018-10-18,29.290001
2018-10-19,29.129998999999998
2018-10-22,28.4
2018-10-23,27.690001000000002
2018-10-24,25.43
2018-10-25,25.57
2018-10-26,25.219998999999998
2018-10-29,24.690001000000002
2018-10-30,24.9
2018-10-31,24.27
2018-11-01,24.85
2018-11-02,25.23
2018-11-05,24.02
2018-11-06,23.9
2018-11-07,23.66
2018-11-08,24.549999
2018-11-09,25.809998999999998
2018-11-12,25.610001
2018-11-13,24.620001000000002
2018-11-14,24.59
2018-11-15,25.48
2018-11-16,26.24
2018-11-19,26.23
2018-11-20,24.790001
2018-11-21,25.75
2018-11-23,26.27
2018-11-26,26.209999
2018-11-27,25.290001
2018-11-28,26.719998999999998
2018-11-29,27.17
2018-11-30,27.610001
2018-12-03,28.219998999999998
2018-12-04,27.9
2018-12-06,27.41
2018-12-07,26.780001000000002
2018-12-10,26.99
2018-12-11,27.75
2018-12-12,28.1
2018-12-13,27.09
2018-12-14,26.41
2018-12-17,25.809998999999998
2018-12-18,25.190001000000002
2018-12-19,24.870001000000002
2018-12-20,23.610001
2018-12-21,22.59
2018-12-24,22.52
2018-12-26,24.059998999999998
2018-12-27,23.27
2018-12-28,23.43
2018-12-31,25.59
