Date,WMGI
2011-02-03,18.049999
2011-02-04,18.379998999999998
2011-02-07,18.389999
2011-02-08,18.18
2011-02-09,18.049999
2011-02-10,18.1
2011-02-11,18.09
2011-02-14,18.450001
2011-02-15,18.450001
2011-02-16,18.15
2011-02-17,18.5
2011-02-18,18.5
2011-02-22,18.360001
2011-02-23,18.34
2011-02-24,18.379998999999998
2011-02-25,18.48
2011-02-28,18.370001000000002
2011-03-01,18.389999
2011-03-02,18.709999
2011-03-03,18.58
2011-03-04,18.5
2011-03-07,18.5
2011-03-08,18.68
2011-03-09,18.48
2011-03-10,18.639999
2011-03-11,18.700001
2011-03-14,19.1
2011-03-15,18.84
2011-03-16,18.49
2011-03-17,18.24
2011-03-18,18.629998999999998
2011-03-21,19.200001
2011-03-22,18.950001
2011-03-23,19.0
2011-03-24,19.0
2011-03-25,19.0
2011-03-28,18.6
2011-03-29,18.26
2011-03-30,18.42
2011-03-31,18.5
2011-04-01,18.370001000000002
2011-04-04,18.67
2011-04-05,19.110001
2011-04-06,19.219998999999998
2011-04-07,19.42
2011-04-08,19.280001000000002
2011-04-11,19.280001000000002
2011-04-12,19.25
2011-04-13,18.969998999999998
2011-04-14,19.200001
2011-04-15,19.77
2011-04-18,20.0
2011-04-19,19.809998999999998
2011-04-20,20.0
2011-04-21,19.99
2011-04-25,20.1
2011-04-26,21.030001000000002
2011-04-27,21.5
2011-04-28,21.799999
2011-04-29,21.799999
2011-05-02,21.530001000000002
2011-05-03,21.5
2011-05-04,22.09
2011-05-05,22.23
2011-05-06,21.9
2011-05-09,22.24
2011-05-10,25.700001
2011-05-11,25.700001
2011-05-12,25.200001
2011-05-13,25.620001000000002
2011-05-16,25.48
2011-05-17,26.530001000000002
2011-05-18,26.51
2011-05-19,26.4
2011-05-20,26.98
2011-05-23,27.030001000000002
2011-05-24,27.43
2011-05-25,27.389999
2011-05-26,27.68
2011-05-27,27.4
2011-05-31,27.5
2011-06-01,27.309998999999998
2011-06-02,27.02
2011-06-03,26.950001
2011-06-06,26.98
2011-06-07,27.0
2011-06-08,27.24
2011-06-09,27.02
2011-06-10,26.93
2011-06-13,28.440001000000002
2011-06-14,28.17
2011-06-15,27.469998999999998
2011-06-16,27.030001000000002
2011-06-17,27.370001000000002
2011-06-20,27.26
2011-06-21,27.209999
2011-06-22,27.73
2011-06-23,27.5
2011-06-24,27.59
2011-06-27,26.9
2011-06-28,27.41
2011-06-29,26.950001
2011-06-30,26.950001
2011-07-01,27.219998999999998
2011-07-05,27.540001
2011-07-06,26.889999
2011-07-07,27.52
2011-07-08,28.9
2011-07-11,28.41
2011-07-12,29.23
2011-07-13,29.299999
2011-07-14,28.48
2011-07-15,28.82
2011-07-18,28.309998999999998
2011-07-19,28.15
2011-07-20,27.629998999999998
2011-07-21,27.66
2011-07-22,27.450001
2011-07-25,27.290001
2011-07-26,26.059998999999998
2011-07-27,25.91
2011-07-28,25.799999
2011-07-29,26.030001000000002
2011-08-01,25.700001
2011-08-02,25.620001000000002
2011-08-03,24.950001
2011-08-04,24.52
2011-08-05,24.48
2011-08-08,21.73
2011-08-09,24.969998999999998
2011-08-10,22.799999
2011-08-11,23.9
2011-08-12,23.610001
2011-08-15,22.25
2011-08-16,22.620001000000002
2011-08-17,22.91
2011-08-18,20.559998999999998
2011-08-19,20.110001
2011-08-22,22.23
2011-08-23,22.4
2011-08-24,22.200001
2011-08-25,21.379998999999998
2011-08-26,22.07
2011-08-29,23.02
2011-08-30,22.700001
2011-08-31,23.389999
