Date,TRWH
2019-03-29,29.950001
2019-04-01,30.98
2019-04-02,31.0
2019-04-03,31.0
2019-04-04,31.0
2019-04-05,31.469998999999998
2019-04-08,31.700001
2019-04-09,31.700001
2019-04-10,32.220001
2019-04-11,33.0
2019-04-12,33.400002
2019-04-15,33.189999
2019-04-16,32.959998999999996
2019-04-17,32.669998
2019-04-18,32.900002
2019-04-22,32.700001
2019-04-23,32.700001
2019-04-24,32.59
2019-04-25,32.439999
2019-04-26,32.380001
2019-04-29,32.419998
2019-04-30,32.299999
2019-05-01,31.629998999999998
2019-05-02,31.629998999999998
2019-05-03,31.41
2019-05-06,30.93
2019-05-07,30.389999
2019-05-08,30.42
2019-05-09,30.549999
2019-05-10,30.25
2019-05-13,29.940001000000002
2019-05-14,30.07
2019-05-15,30.1
2019-05-16,31.0
2019-05-17,31.190001000000002
2019-05-20,31.889999
2019-05-21,31.809998999999998
2019-05-22,31.959999
2019-05-23,31.74
2019-05-24,31.09
2019-05-28,31.33
2019-05-29,31.0
2019-05-30,31.0
2019-05-31,30.139999
2019-06-03,30.02
2019-06-04,30.110001
2019-06-05,30.01
2019-06-06,29.77
2019-06-07,30.08
2019-06-10,31.030001000000002
2019-06-11,31.18
2019-06-12,31.120001000000002
2019-06-13,31.059998999999998
2019-06-14,31.16
2019-06-17,30.450001
2019-06-18,30.379998999999998
2019-06-19,28.92
2019-06-20,29.82
2019-06-21,30.290001
2019-06-24,29.17
2019-06-25,30.379998999999998
2019-06-26,30.209999
2019-06-27,30.32
2019-06-28,29.75
2019-07-01,29.129998999999998
2019-07-02,29.190001000000002
2019-07-03,29.17
2019-07-05,29.129998999999998
2019-07-08,29.1
2019-07-09,28.9
2019-07-10,28.700001
2019-07-11,27.370001000000002
2019-07-12,28.969998999999998
2019-07-15,28.950001
2019-07-16,28.5
2019-07-17,28.280001000000002
2019-07-18,28.5
2019-07-19,27.940001000000002
2019-07-22,28.129998999999998
2019-07-23,28.200001
2019-07-24,28.129998999999998
2019-07-25,27.52
2019-07-26,27.629998999999998
2019-07-29,26.32
2019-07-30,26.07
2019-07-31,26.389999
2019-08-01,26.200001
2019-08-02,25.32
2019-08-05,24.6
2019-08-06,23.51
2019-08-07,23.459999
2019-08-08,23.68
2019-08-09,23.41
2019-08-12,20.65
2019-08-13,21.07
2019-08-14,21.280001000000002
2019-08-15,21.440001000000002
2019-08-16,21.459999
2019-08-19,21.809998999999998
2019-08-20,22.25
2019-08-21,22.200001
2019-08-22,22.25
2019-08-23,21.33
2019-08-26,21.35
2019-08-27,21.57
2019-08-28,21.860001
2019-08-29,22.5
2019-08-30,22.65
2019-09-03,22.190001000000002
2019-09-04,21.799999
2019-09-05,22.780001000000002
2019-09-06,22.91
2019-09-09,22.75
2019-09-10,23.4
2019-09-11,24.110001
2019-09-12,24.08
2019-09-13,24.139999
2019-09-16,23.940001000000002
2019-09-17,23.719998999999998
2019-09-18,23.35
2019-09-19,23.209999
2019-09-20,23.1
2019-09-23,23.059998999999998
2019-09-24,22.709999
2019-09-25,22.440001000000002
2019-09-26,22.07
2019-09-27,22.07
2019-09-30,22.83
2019-10-01,22.66
2019-10-02,22.18
2019-10-03,21.379998999999998
2019-10-04,22.08
2019-10-07,22.959999
2019-10-08,22.440001000000002
2019-10-09,22.57
2019-10-10,22.559998999999998
2019-10-11,23.08
2019-10-14,23.23
2019-10-15,23.540001
2019-10-16,22.889999
2019-10-17,22.91
2019-10-18,23.389999
2019-10-21,23.74
2019-10-22,24.4
2019-10-23,24.450001
2019-10-24,24.299999
2019-10-25,24.200001
2019-10-28,24.780001000000002
2019-10-29,24.709999
2019-10-30,24.540001
2019-10-31,25.1
2019-11-01,25.1
2019-11-04,25.43
2019-11-05,25.18
2019-11-06,25.08
2019-11-07,25.1
2019-11-08,24.879998999999998
2019-11-11,24.9
2019-11-12,24.809998999999998
2019-11-13,24.780001000000002
2019-11-14,24.280001000000002
2019-11-15,22.809998999999998
2019-11-18,23.110001
2019-11-19,22.700001
2019-11-20,22.57
2019-11-21,22.93
2019-11-22,23.17
2019-11-25,23.25
2019-11-26,23.4
2019-11-27,23.809998999999998
2019-11-29,24.299999
2019-12-02,23.889999
2019-12-03,23.73
2019-12-04,23.389999
2019-12-05,23.65
2019-12-06,23.879998999999998
2019-12-09,23.6
2019-12-10,23.99
2019-12-11,24.120001000000002
2019-12-12,24.709999
2019-12-13,25.200001
2019-12-16,25.18
2019-12-17,24.799999
2019-12-18,25.84
2019-12-19,25.389999
2019-12-20,25.860001
2019-12-23,26.120001000000002
2019-12-24,25.940001000000002
2019-12-26,26.139999
2019-12-27,26.030001000000002
2019-12-30,25.719998999999998
2019-12-31,25.65
2020-01-02,25.280001000000002
2020-01-03,25.190001000000002
2020-01-06,25.83
2020-01-07,25.719998999999998
2020-01-08,26.0
2020-01-09,26.17
2020-01-10,26.57
2020-01-13,25.76
2020-01-14,25.65
2020-01-15,25.91
2020-01-16,25.99
2020-01-17,25.809998999999998
2020-01-21,25.639999
2020-01-22,25.9
2020-01-23,26.15
2020-01-24,26.219998999999998
2020-01-27,26.27
2020-01-28,26.66
2020-01-29,26.74
2020-01-30,27.110001
2020-01-31,26.65
2020-02-03,26.16
2020-02-04,26.0
2020-02-05,26.440001000000002
2020-02-06,26.530001000000002
2020-02-07,26.41
2020-02-10,26.639999
2020-02-11,29.540001
2020-02-12,29.870001000000002
2020-02-13,29.6
2020-02-14,29.73
2020-02-18,29.700001
2020-02-19,29.719998999999998
2020-02-20,29.610001
2020-02-21,29.49
2020-02-24,29.209999
2020-02-25,27.83
2020-02-26,27.190001000000002
2020-02-27,26.639999
2020-02-28,26.0
2020-03-02,25.889999
2020-03-03,25.860001
2020-03-04,25.15
2020-03-05,22.889999
2020-03-06,22.68
2020-03-09,21.0
2020-03-10,21.07
2020-03-11,19.49
2020-03-12,16.530001000000002
2020-03-13,16.549999
2020-03-16,12.47
2020-03-17,11.14
2020-03-18,7.67
2020-03-19,8.67
2020-03-20,7.65
2020-03-23,7.78
2020-03-24,10.76
2020-03-25,13.03
2020-03-26,14.38
2020-03-27,13.15
2020-03-30,12.65
