Date,MSA
1973-02-22,0.777778
1973-02-23,0.777778
1973-02-26,0.777778
1973-02-27,0.770833
1973-02-28,0.777778
1973-03-01,0.777778
1973-03-02,0.777778
1973-03-05,0.777778
1973-03-06,0.777778
1973-03-07,0.777778
1973-03-08,0.777778
1973-03-09,0.777778
1973-03-12,0.777778
1973-03-13,0.777778
1973-03-14,0.777778
1973-03-15,0.777778
1973-03-16,0.777778
1973-03-19,0.770833
1973-03-20,0.777778
1973-03-21,0.770833
1973-03-22,0.770833
1973-03-23,0.722222
1973-03-26,0.722222
1973-03-27,0.722222
1973-03-28,0.715278
1973-03-29,0.715278
1973-03-30,0.715278
1973-04-02,0.736111
1973-04-03,0.736111
1973-04-04,0.736111
1973-04-05,0.736111
1973-04-06,0.736111
1973-04-09,0.736111
1973-04-10,0.736111
1973-04-11,0.736111
1973-04-12,0.736111
1973-04-13,0.791667
1973-04-16,0.791667
1973-04-17,0.784722
1973-04-18,0.8402780000000001
1973-04-19,0.8194440000000001
1973-04-23,0.8263889999999999
1973-04-24,0.8194440000000001
1973-04-25,0.8125
1973-04-26,0.791667
1973-04-27,0.791667
1973-04-30,0.6875
1973-05-01,0.666667
1973-05-02,0.708116
1973-05-03,0.701389
1973-05-04,0.666667
1973-05-07,0.673611
1973-05-08,0.659722
1973-05-09,0.659722
1973-05-10,0.652778
1973-05-11,0.652778
1973-05-14,0.638889
1973-05-15,0.611328
1973-05-16,0.611328
1973-05-17,0.597222
1973-05-18,0.541667
1973-05-21,0.520833
1973-05-22,0.527778
1973-05-23,0.534722
1973-05-24,0.5625
1973-05-25,0.576389
1973-05-29,0.576389
1973-05-30,0.576389
1973-05-31,0.555556
1973-06-01,0.555556
1973-06-04,0.541667
1973-06-05,0.541667
1973-06-06,0.541667
1973-06-07,0.555556
1973-06-08,0.555556
1973-06-11,0.555556
1973-06-12,0.569444
1973-06-13,0.583333
1973-06-14,0.583333
1973-06-15,0.583333
1973-06-18,0.583333
1973-06-19,0.583333
1973-06-20,0.583333
1973-06-21,0.583333
1973-06-22,0.583333
1973-06-25,0.590278
1973-06-26,0.618056
1973-06-27,0.618056
1973-06-28,0.618056
1973-06-29,0.618056
1973-07-02,0.618056
1973-07-03,0.618056
1973-07-05,0.618056
1973-07-06,0.618056
1973-07-09,0.618056
1973-07-10,0.618056
1973-07-11,0.638889
1973-07-12,0.645833
1973-07-13,0.645833
1973-07-16,0.645833
1973-07-17,0.645833
1973-07-18,0.645833
1973-07-19,0.645833
1973-07-20,0.645833
1973-07-23,0.638889
1973-07-24,0.625
1973-07-25,0.618056
1973-07-26,0.618056
1973-07-27,0.618056
1973-07-30,0.597222
1973-07-31,0.548611
1973-08-01,0.534722
1973-08-02,0.541667
1973-08-03,0.541667
1973-08-06,0.541667
1973-08-07,0.534722
1973-08-08,0.534722
1973-08-09,0.534722
1973-08-10,0.534722
1973-08-13,0.534722
1973-08-14,0.534722
1973-08-15,0.534722
1973-08-16,0.534722
1973-08-17,0.534722
1973-08-20,0.534722
1973-08-21,0.534722
1973-08-22,0.534722
1973-08-23,0.534722
1973-08-24,0.534722
1973-08-27,0.534722
1973-08-28,0.534722
1973-08-29,0.534722
1973-08-30,0.534722
1973-08-31,0.534722
1973-09-04,0.534722
1973-09-05,0.534722
1973-09-06,0.527778
1973-09-07,0.527778
1973-09-10,0.527778
1973-09-11,0.527778
1973-09-12,0.534722
1973-09-13,0.534722
1973-09-14,0.534722
1973-09-17,0.534722
1973-09-18,0.534722
1973-09-19,0.534722
1973-09-20,0.583333
1973-09-21,0.597222
1973-09-24,0.597222
1973-09-25,0.597222
1973-09-26,0.597222
1973-09-27,0.597222
1973-09-28,0.597222
1973-10-01,0.597222
1973-10-02,0.597222
1973-10-03,0.625
1973-10-04,0.625
1973-10-05,0.625
1973-10-08,0.625
1973-10-09,0.625
1973-10-10,0.625
1973-10-11,0.625
1973-10-12,0.652778
1973-10-15,0.652778
1973-10-16,0.652778
1973-10-17,0.652778
1973-10-18,0.652778
1973-10-19,0.652778
1973-10-22,0.548611
1973-10-23,0.548611
1973-10-24,0.555556
1973-10-25,0.583333
1973-10-26,0.583333
1973-10-29,0.583333
1973-10-30,0.583333
1973-10-31,0.555556
1973-11-01,0.548611
1973-11-02,0.520833
1973-11-05,0.5
1973-11-06,0.5
1973-11-07,0.5
1973-11-08,0.513889
1973-11-09,0.527778
1973-11-12,0.527778
1973-11-13,0.597222
1973-11-14,0.555556
1973-11-15,0.541667
1973-11-16,0.541667
1973-11-19,0.527778
1973-11-20,0.5
1973-11-21,0.47222200000000003
1973-11-23,0.47222200000000003
1973-11-26,0.47222200000000003
1973-11-27,0.47222200000000003
1973-11-28,0.48611099999999996
1973-11-29,0.48611099999999996
1973-11-30,0.48611099999999996
1973-12-03,0.44444399999999995
1973-12-04,0.48611099999999996
1973-12-05,0.45138900000000004
1973-12-06,0.45138900000000004
1973-12-07,0.47222200000000003
1973-12-10,0.44444399999999995
1973-12-11,0.416667
1973-12-12,0.402778
1973-12-13,0.402778
1973-12-14,0.416667
1973-12-17,0.416667
1973-12-18,0.43055600000000005
1973-12-19,0.44444399999999995
1973-12-20,0.43055600000000005
1973-12-21,0.43055600000000005
1973-12-24,0.43055600000000005
1973-12-26,0.47222200000000003
1973-12-27,0.47222200000000003
1973-12-28,0.47222200000000003
1973-12-31,0.47222200000000003
1974-01-02,0.47222200000000003
1974-01-03,0.47222200000000003
1974-01-04,0.47222200000000003
1974-01-07,0.47222200000000003
1974-01-08,0.47222200000000003
1974-01-09,0.47222200000000003
1974-01-10,0.47222200000000003
1974-01-11,0.47222200000000003
1974-01-14,0.47222200000000003
1974-01-15,0.44444399999999995
1974-01-16,0.43055600000000005
1974-01-17,0.44444399999999995
1974-01-18,0.44444399999999995
1974-01-21,0.44444399999999995
1974-01-22,0.44444399999999995
1974-01-23,0.44444399999999995
1974-01-24,0.44444399999999995
1974-01-25,0.44444399999999995
1974-01-28,0.44444399999999995
1974-01-29,0.416667
1974-01-30,0.416667
1974-01-31,0.43055600000000005
1974-02-01,0.43055600000000005
1974-02-04,0.43055600000000005
1974-02-05,0.43055600000000005
1974-02-06,0.43055600000000005
1974-02-07,0.43055600000000005
1974-02-08,0.43055600000000005
1974-02-11,0.416667
1974-02-12,0.416667
1974-02-13,0.416667
1974-02-14,0.43055600000000005
1974-02-15,0.458333
1974-02-19,0.458333
1974-02-20,0.458333
1974-02-21,0.458333
1974-02-22,0.47222200000000003
1974-02-25,0.48611099999999996
1974-02-26,0.48611099999999996
1974-02-27,0.48611099999999996
1974-02-28,0.48611099999999996
1974-03-01,0.48611099999999996
1974-03-04,0.48611099999999996
1974-03-05,0.513889
1974-03-06,0.513889
1974-03-07,0.527778
1974-03-08,0.541667
1974-03-11,0.527778
1974-03-12,0.527778
1974-03-13,0.527778
1974-03-14,0.541667
1974-03-15,0.541667
1974-03-18,0.527778
1974-03-19,0.527778
1974-03-20,0.527778
1974-03-21,0.527778
1974-03-22,0.527778
1974-03-25,0.513889
1974-03-26,0.513889
1974-03-27,0.513889
1974-03-28,0.513889
1974-03-29,0.513889
1974-04-01,0.5
1974-04-02,0.5
1974-04-03,0.5
1974-04-04,0.5
1974-04-05,0.5
1974-04-08,0.5
1974-04-09,0.5
1974-04-10,0.5
1974-04-11,0.5
1974-04-15,0.5
1974-04-16,0.5
1974-04-17,0.5
1974-04-18,0.458333
1974-04-19,0.458333
1974-04-22,0.458333
1974-04-23,0.458333
1974-04-24,0.458333
1974-04-25,0.458333
1974-04-26,0.458333
1974-04-29,0.458333
1974-04-30,0.44444399999999995
1974-05-01,0.46527799999999997
1974-05-02,0.47222200000000003
1974-05-03,0.47222200000000003
1974-05-06,0.47222200000000003
1974-05-07,0.47222200000000003
1974-05-08,0.47222200000000003
1974-05-09,0.47222200000000003
1974-05-10,0.44444399999999995
1974-05-13,0.44444399999999995
1974-05-14,0.44444399999999995
1974-05-15,0.44444399999999995
1974-05-16,0.44444399999999995
1974-05-17,0.44444399999999995
1974-05-20,0.402778
1974-05-21,0.402778
1974-05-22,0.402778
1974-05-23,0.402778
1974-05-24,0.402778
1974-05-28,0.402778
1974-05-29,0.402778
1974-05-30,0.402778
1974-05-31,0.402778
1974-06-03,0.402778
1974-06-04,0.402778
1974-06-05,0.402778
1974-06-06,0.402778
1974-06-07,0.402778
1974-06-10,0.402778
1974-06-11,0.402778
1974-06-12,0.402778
1974-06-13,0.402778
1974-06-14,0.402778
1974-06-17,0.402778
1974-06-18,0.416667
1974-06-19,0.416667
1974-06-20,0.416667
1974-06-21,0.416667
1974-06-24,0.416667
1974-06-25,0.416667
1974-06-26,0.402778
1974-06-27,0.388889
1974-06-28,0.388889
1974-07-01,0.375
1974-07-02,0.375
1974-07-03,0.375
1974-07-05,0.375
1974-07-08,0.375
1974-07-09,0.361111
1974-07-10,0.361111
1974-07-11,0.361111
1974-07-12,0.361111
1974-07-15,0.375
1974-07-16,0.375
1974-07-17,0.375
1974-07-18,0.375
1974-07-19,0.375
1974-07-22,0.375
1974-07-23,0.388889
1974-07-24,0.388889
1974-07-25,0.388889
1974-07-26,0.388889
1974-07-29,0.388889
1974-07-30,0.388889
1974-07-31,0.388889
1974-08-01,0.361111
1974-08-02,0.361111
1974-08-05,0.361111
1974-08-06,0.361111
1974-08-07,0.375
1974-08-08,0.375
1974-08-09,0.375
1974-08-12,0.361111
1974-08-13,0.361111
1974-08-14,0.333333
1974-08-15,0.333333
1974-08-16,0.333333
1974-08-19,0.333333
1974-08-20,0.333333
1974-08-21,0.333333
1974-08-22,0.333333
1974-08-23,0.333333
1974-08-26,0.333333
1974-08-27,0.333333
1974-08-28,0.333333
1974-08-29,0.333333
1974-08-30,0.340278
1974-09-03,0.333333
1974-09-04,0.319444
1974-09-05,0.319444
1974-09-06,0.305556
1974-09-09,0.305556
1974-09-10,0.305556
1974-09-11,0.305556
1974-09-12,0.298611
1974-09-13,0.298611
1974-09-16,0.298611
1974-09-17,0.298611
1974-09-18,0.298611
1974-09-19,0.29188400000000003
1974-09-20,0.29188400000000003
1974-09-23,0.277778
1974-09-24,0.277778
1974-09-25,0.277778
1974-09-26,0.277778
1974-09-27,0.277778
1974-09-30,0.263889
1974-10-01,0.263889
1974-10-02,0.263889
1974-10-03,0.263889
1974-10-04,0.263889
1974-10-07,0.277778
1974-10-08,0.277778
1974-10-09,0.29188400000000003
1974-10-10,0.29188400000000003
1974-10-11,0.29188400000000003
1974-10-14,0.29188400000000003
1974-10-15,0.29188400000000003
1974-10-16,0.29188400000000003
1974-10-17,0.29188400000000003
1974-10-18,0.333333
1974-10-21,0.333333
1974-10-22,0.333333
1974-10-23,0.333333
1974-10-24,0.305556
1974-10-25,0.305556
1974-10-28,0.29188400000000003
1974-10-29,0.305556
1974-10-30,0.319444
1974-10-31,0.319444
1974-11-01,0.305556
1974-11-04,0.305556
1974-11-05,0.305556
1974-11-06,0.305556
1974-11-07,0.305556
1974-11-08,0.305556
1974-11-11,0.305556
1974-11-12,0.319444
1974-11-13,0.319444
1974-11-14,0.319444
1974-11-15,0.305556
1974-11-18,0.29188400000000003
1974-11-19,0.29188400000000003
1974-11-20,0.29188400000000003
1974-11-21,0.29188400000000003
1974-11-22,0.29188400000000003
1974-11-25,0.305556
1974-11-26,0.305556
1974-11-27,0.305556
1974-11-29,0.305556
1974-12-02,0.305556
1974-12-03,0.29188400000000003
1974-12-04,0.277778
1974-12-05,0.277778
1974-12-06,0.263889
1974-12-09,0.263889
1974-12-10,0.25
1974-12-11,0.25
1974-12-12,0.25
1974-12-13,0.263889
1974-12-16,0.25
1974-12-17,0.25
1974-12-18,0.25
1974-12-19,0.25
1974-12-20,0.25
1974-12-23,0.25
1974-12-24,0.25
1974-12-26,0.25
1974-12-27,0.263889
1974-12-30,0.263889
1974-12-31,0.277778
1975-01-02,0.29188400000000003
1975-01-03,0.29188400000000003
1975-01-06,0.29188400000000003
1975-01-07,0.29188400000000003
1975-01-08,0.29188400000000003
1975-01-09,0.29188400000000003
1975-01-10,0.29188400000000003
1975-01-13,0.29188400000000003
1975-01-14,0.29188400000000003
1975-01-15,0.29188400000000003
1975-01-16,0.29188400000000003
1975-01-17,0.29188400000000003
1975-01-20,0.305556
1975-01-21,0.333333
1975-01-22,0.333333
1975-01-23,0.333333
1975-01-24,0.333333
1975-01-27,0.333333
1975-01-28,0.333333
1975-01-29,0.333333
1975-01-30,0.333333
1975-01-31,0.319444
1975-02-03,0.333333
1975-02-04,0.333333
1975-02-05,0.319444
1975-02-06,0.319444
1975-02-07,0.319444
1975-02-10,0.319444
1975-02-11,0.319444
1975-02-12,0.305556
1975-02-13,0.305556
1975-02-14,0.319444
1975-02-18,0.361111
1975-02-19,0.361111
1975-02-20,0.361111
1975-02-21,0.361111
1975-02-24,0.361111
1975-02-25,0.361111
1975-02-26,0.361111
1975-02-27,0.361111
1975-02-28,0.361111
