Date,GPT
2013-05-21,30.0
2013-05-22,30.0
2013-05-23,30.0
2013-05-24,30.0
2013-05-28,29.67
2013-05-29,29.25
2013-05-30,27.93
2013-05-31,27.690001000000002
2013-06-03,27.870001000000002
2013-06-04,28.469998999999998
2013-06-05,28.139999
2013-06-06,28.41
2013-06-07,28.5
2013-06-10,28.41
2013-06-11,28.110001
2013-06-12,28.110001
2013-06-13,28.35
2013-06-14,28.200001
2013-06-17,29.309998999999998
2013-06-18,29.610001
2013-06-19,28.709999
2013-06-20,27.57
2013-06-21,26.58
2013-06-24,28.049999
2013-06-25,28.110001
2013-06-26,27.99
2013-06-27,27.959999
2013-06-28,30.0
2013-07-01,28.5
2013-07-02,27.66
2013-07-03,27.33
2013-07-05,26.73
2013-07-08,26.52
2013-07-09,26.700001
2013-07-10,26.940001000000002
2013-07-11,27.540001
2013-07-12,26.91
2013-07-15,26.459999
2013-07-16,26.16
2013-07-17,25.379998999999998
2013-07-18,25.23
2013-07-19,25.83
2013-07-22,26.370001000000002
2013-07-23,25.709999
2013-07-24,25.08
2013-07-25,25.35
2013-07-26,24.99
2013-07-29,25.200001
2013-07-30,25.049999
2013-07-31,24.27
2013-08-01,24.99
2013-08-02,24.959999
2013-08-05,24.540001
2013-08-06,24.209999
2013-08-07,24.450001
2013-08-08,24.959999
2013-08-09,24.93
2013-08-12,25.08
2013-08-13,24.42
2013-08-14,24.24
2013-08-15,23.85
2013-08-16,22.709999
2013-08-19,22.68
2013-08-20,22.860001
2013-08-21,22.35
2013-08-22,22.68
2013-08-23,22.35
2013-08-26,22.26
2013-08-27,22.08
2013-08-28,21.93
2013-08-29,21.629998999999998
2013-08-30,22.049999
2013-09-03,22.26
2013-09-04,23.370001000000002
2013-09-05,24.18
2013-09-06,24.809998999999998
2013-09-09,26.219998999999998
2013-09-10,26.040001
2013-09-11,25.950001
2013-09-12,25.77
2013-09-13,26.219998999999998
2013-09-16,26.4
2013-09-17,26.610001
2013-09-18,27.540001
2013-09-19,27.629998999999998
2013-09-20,27.6
2013-09-23,27.15
2013-09-24,26.370001000000002
2013-09-25,26.67
2013-09-26,26.969998999999998
2013-09-27,26.549999
2013-09-30,26.34
2013-10-01,26.67
2013-10-02,26.459999
2013-10-03,26.07
2013-10-04,25.950001
2013-10-07,26.01
2013-10-08,25.799999
2013-10-09,26.01
2013-10-10,26.85
2013-10-11,27.27
2013-10-14,27.360001
2013-10-15,27.27
2013-10-16,27.450001
2013-10-17,27.719998999999998
2013-10-18,27.120001000000002
2013-10-21,27.6
2013-10-22,27.690001000000002
2013-10-23,27.93
2013-10-24,28.379998999999998
2013-10-25,28.5
2013-10-28,28.26
2013-10-29,28.32
2013-10-30,28.110001
2013-10-31,27.99
2013-11-01,28.139999
2013-11-04,28.41
2013-11-05,27.99
2013-11-06,27.719998999999998
2013-11-07,27.360001
2013-11-08,26.1
2013-11-11,25.559998999999998
2013-11-12,25.65
2013-11-13,25.26
2013-11-14,25.469998999999998
2013-11-15,25.32
2013-11-18,24.9
2013-11-19,24.629998999999998
2013-11-20,24.27
2013-11-21,24.93
2013-11-22,25.08
2013-11-25,24.629998999999998
2013-11-26,24.66
2013-11-27,24.9
2013-11-29,24.809998999999998
2013-12-02,24.540001
2013-12-03,24.15
2013-12-04,23.76
2013-12-05,23.91
2013-12-06,23.85
2013-12-09,23.879998999999998
2013-12-10,23.52
2013-12-11,22.889999
2013-12-12,23.040001
2013-12-13,23.219998999999998
2013-12-16,23.43
2013-12-17,23.190001000000002
2013-12-18,23.34
2013-12-19,22.950001
2013-12-20,23.549999
2013-12-23,23.49
2013-12-24,23.58
2013-12-26,23.73
2013-12-27,23.34
2013-12-30,23.01
2013-12-31,22.950001
2014-01-02,22.950001
2014-01-03,23.190001000000002
2014-01-06,23.219998999999998
2014-01-07,23.73
2014-01-08,23.43
2014-01-09,23.549999
2014-01-10,23.549999
2014-01-13,23.370001000000002
2014-01-14,23.76
2014-01-15,24.030001000000002
2014-01-16,24.15
2014-01-17,24.0
2014-01-21,24.24
2014-01-22,24.27
2014-01-23,24.15
2014-01-24,24.09
2014-01-27,23.459999
2014-01-28,23.610001
2014-01-29,22.92
2014-01-30,23.4
2014-01-31,23.219998999999998
2014-02-03,22.799999
2014-02-04,23.040001
2014-02-05,22.68
2014-02-06,23.1
2014-02-07,23.1
2014-02-10,22.98
2014-02-11,23.370001000000002
2014-02-12,23.52
2014-02-13,23.82
2014-02-14,23.610001
2014-02-18,23.73
2014-02-19,23.459999
2014-02-20,23.82
2014-02-21,24.0
2014-02-24,23.969998999999998
2014-02-25,23.91
2014-02-26,23.879998999999998
2014-02-27,23.85
2014-02-28,23.73
2014-03-03,23.52
2014-03-04,24.059998999999998
2014-03-05,23.879998999999998
2014-03-06,23.700001
