Date,FII
1999-03-08,12.458333
1999-03-09,12.416667
1999-03-10,12.333333
1999-03-11,12.041667
1999-03-12,11.333333
1999-03-15,11.416667
1999-03-16,11.416667
1999-03-17,11.333333
1999-03-18,11.458333
1999-03-19,11.0
1999-03-22,10.916667
1999-03-23,10.375
1999-03-24,11.333333
1999-03-25,10.916667
1999-03-26,10.791667
1999-03-29,10.875
1999-03-30,10.791667
1999-03-31,12.125
1999-04-01,11.791667
1999-04-05,11.708333
1999-04-06,11.916667
1999-04-07,11.833333
1999-04-08,12.083333
1999-04-09,12.166667
1999-04-12,11.958333
1999-04-13,11.666667
1999-04-14,11.291667
1999-04-15,10.708333
1999-04-16,11.333333
1999-04-19,11.166667
1999-04-20,11.916667
1999-04-21,11.458333
1999-04-22,11.458333
1999-04-23,11.333333
1999-04-26,11.166667
1999-04-27,11.208333
1999-04-28,11.083333
1999-04-29,10.75
1999-04-30,10.75
1999-05-03,10.75
1999-05-04,10.666667
1999-05-05,10.833333
1999-05-06,10.791667
1999-05-07,10.708333
1999-05-10,11.125
1999-05-11,11.291667
1999-05-12,11.666667
1999-05-13,11.375
1999-05-14,11.125
1999-05-17,11.0
1999-05-18,11.166667
1999-05-19,11.583333
1999-05-20,11.791667
1999-05-21,11.75
1999-05-24,11.583333
1999-05-25,11.375
1999-05-26,11.5
1999-05-27,11.666667
1999-05-28,11.666667
1999-06-01,11.75
1999-06-02,11.708333
1999-06-03,11.75
1999-06-04,11.5
1999-06-07,11.708333
1999-06-08,11.541667
1999-06-09,11.5
1999-06-10,11.5
1999-06-11,11.416667
1999-06-14,11.291667
1999-06-15,11.291667
1999-06-16,11.458333
1999-06-17,11.166667
1999-06-18,10.875
1999-06-21,11.166667
1999-06-22,11.166667
1999-06-23,11.25
1999-06-24,11.291667
1999-06-25,11.25
1999-06-28,11.125
1999-06-29,11.125
1999-06-30,11.958333
1999-07-01,11.291667
1999-07-02,11.625
1999-07-06,11.791667
1999-07-07,11.416667
1999-07-08,11.25
1999-07-09,11.208333
1999-07-12,11.208333
1999-07-13,11.375
1999-07-14,11.333333
1999-07-15,11.666667
1999-07-16,11.458333
1999-07-19,11.875
1999-07-20,11.833333
1999-07-21,11.791667
1999-07-22,11.75
1999-07-23,12.083333
1999-07-26,12.25
1999-07-27,12.333333
1999-07-28,12.333333
1999-07-29,12.541667
1999-07-30,12.708333
1999-08-02,12.916667
1999-08-03,12.666667
1999-08-04,12.625
1999-08-05,12.666667
1999-08-06,12.625
1999-08-09,12.791667
1999-08-10,12.458333
1999-08-11,12.75
1999-08-12,12.875
1999-08-13,13.125
1999-08-16,13.0
1999-08-17,13.083333
1999-08-18,12.958333
1999-08-19,12.958333
1999-08-20,12.916667
1999-08-23,12.958333
1999-08-24,12.5
1999-08-25,12.5
1999-08-26,12.625
1999-08-27,12.583333
1999-08-30,12.375
1999-08-31,12.25
1999-09-01,12.291667
1999-09-02,12.333333
1999-09-03,12.458333
1999-09-07,12.333333
1999-09-08,12.166667
1999-09-09,12.0
1999-09-10,12.375
1999-09-13,12.291667
1999-09-14,12.166667
1999-09-15,12.708333
1999-09-16,12.666667
1999-09-17,12.833333
1999-09-20,13.166667000000002
1999-09-21,12.75
1999-09-22,12.625
1999-09-23,12.5
1999-09-24,12.583333
1999-09-27,12.166667
1999-09-28,12.583333
1999-09-29,12.833333
1999-09-30,11.5
1999-10-01,11.25
1999-10-04,11.041667
1999-10-05,10.833333
1999-10-06,11.75
1999-10-07,11.333333
1999-10-08,10.833333
1999-10-11,11.333333
1999-10-12,11.375
1999-10-13,11.0
1999-10-14,11.083333
1999-10-15,10.958333
1999-10-18,11.0
1999-10-19,10.833333
1999-10-20,10.583333
1999-10-21,10.5
1999-10-22,10.916667
1999-10-25,11.416667
1999-10-26,11.333333
1999-10-27,11.5
1999-10-28,11.833333
1999-10-29,11.5
1999-11-01,11.375
1999-11-02,11.958333
1999-11-03,11.958333
1999-11-04,12.125
1999-11-05,12.458333
1999-11-08,12.416667
1999-11-09,12.5
1999-11-10,12.333333
1999-11-11,12.166667
1999-11-12,12.291667
1999-11-15,12.791667
1999-11-16,13.0
1999-11-17,12.625
1999-11-18,12.666667
1999-11-19,12.458333
1999-11-22,12.583333
1999-11-23,12.583333
1999-11-24,12.708333
1999-11-26,12.458333
1999-11-29,11.916667
1999-11-30,11.875
1999-12-01,11.583333
1999-12-02,11.625
1999-12-03,11.75
1999-12-06,11.583333
1999-12-07,12.333333
1999-12-08,12.583333
1999-12-09,12.791667
1999-12-10,12.666667
1999-12-13,12.5
1999-12-14,12.541667
1999-12-15,12.041667
1999-12-16,12.75
1999-12-17,12.583333
1999-12-20,12.541667
1999-12-21,12.791667
1999-12-22,12.916667
1999-12-23,13.166667000000002
1999-12-27,13.416667000000002
1999-12-28,13.458332999999998
1999-12-29,13.5
1999-12-30,13.375
1999-12-31,13.375
2000-01-03,12.791667
2000-01-04,12.625
2000-01-05,12.625
2000-01-06,12.666667
2000-01-07,12.625
2000-01-10,12.833333
2000-01-11,12.75
2000-01-12,12.75
2000-01-13,13.208332999999998
2000-01-14,13.083333
2000-01-18,13.041667
2000-01-19,13.083333
2000-01-20,13.083333
2000-01-21,13.125
2000-01-24,13.208332999999998
2000-01-25,13.208332999999998
2000-01-26,13.375
2000-01-27,13.416667000000002
2000-01-28,13.666667000000002
2000-01-31,13.166667000000002
2000-02-01,13.291667000000002
2000-02-02,13.958332999999998
2000-02-03,14.708332999999998
2000-02-04,14.458332999999998
2000-02-07,14.75
2000-02-08,14.666667000000002
2000-02-09,14.583332999999998
2000-02-10,14.666667000000002
2000-02-11,14.666667000000002
2000-02-14,14.625
2000-02-15,14.666667000000002
2000-02-16,14.916667000000002
2000-02-17,15.333332999999998
2000-02-18,15.208332999999998
2000-02-22,15.583332999999998
2000-02-23,15.375
2000-02-24,15.208332999999998
2000-02-25,14.875
2000-02-28,15.125
2000-02-29,15.541667000000002
2000-03-01,15.75
2000-03-02,15.75
2000-03-03,16.0
2000-03-06,16.125
2000-03-07,15.916667000000002
2000-03-08,15.416667000000002
2000-03-09,15.833332999999998
2000-03-10,15.875
2000-03-13,15.666667000000002
2000-03-14,15.333332999999998
2000-03-15,16.125
2000-03-16,16.541666
2000-03-17,16.625
2000-03-20,16.791666
2000-03-21,16.958334
2000-03-22,17.375
2000-03-23,16.833334
2000-03-24,17.291666
2000-03-27,17.208334
2000-03-28,17.083334
2000-03-29,17.291666
2000-03-30,18.125
2000-03-31,18.208334
2000-04-03,18.083334
2000-04-04,18.166666
2000-04-05,18.041666
2000-04-06,18.75
2000-04-07,18.791666
2000-04-10,19.083334
2000-04-11,19.791666
2000-04-12,20.625
2000-04-13,19.833334
2000-04-14,19.458334
2000-04-17,18.5
2000-04-18,18.375
2000-04-19,18.5
2000-04-20,17.916666
2000-04-24,18.333334
2000-04-25,18.375
2000-04-26,17.75
2000-04-27,17.791666
2000-04-28,18.833334
2000-05-01,19.375
2000-05-02,19.75
2000-05-03,19.208334
2000-05-04,19.541666
2000-05-05,19.375
2000-05-08,19.083334
2000-05-09,19.166666
2000-05-10,18.875
2000-05-11,19.291666
2000-05-12,19.166666
2000-05-15,19.125
2000-05-16,19.291666
2000-05-17,19.25
2000-05-18,19.458334
2000-05-19,19.458334
2000-05-22,19.666666
2000-05-23,19.0
2000-05-24,19.125
2000-05-25,19.25
2000-05-26,19.291666
2000-05-30,19.916666
2000-05-31,20.208334
2000-06-01,20.041666
2000-06-02,21.5
2000-06-05,20.75
2000-06-06,20.583334
2000-06-07,20.833334
2000-06-08,21.375
2000-06-09,21.5
2000-06-12,21.208334
2000-06-13,21.208334
2000-06-14,22.25
2000-06-15,21.333334
2000-06-16,21.333334
2000-06-19,22.0
2000-06-20,22.375
2000-06-21,22.125
2000-06-22,21.583334
2000-06-23,21.791666
2000-06-26,22.791666
2000-06-27,23.125
2000-06-28,23.291666
2000-06-29,23.25
2000-06-30,23.375
2000-07-03,23.541666
2000-07-05,22.875
2000-07-06,22.958334
2000-07-07,23.541666
2000-07-10,23.75
2000-07-11,24.375
2000-07-12,25.625
2000-07-13,26.333334000000004
2000-07-14,26.666665999999996
2000-07-17,26.541665999999996
2000-07-18,24.875
2000-07-19,25.6875
2000-07-20,25.1875
2000-07-21,25.375
2000-07-24,25.1875
2000-07-25,25.5
2000-07-26,26.4375
2000-07-27,26.6875
2000-07-28,26.4375
2000-07-31,26.1875
2000-08-01,26.0
2000-08-02,26.1875
2000-08-03,25.75
2000-08-04,26.5
2000-08-07,26.25
2000-08-08,26.3125
2000-08-09,25.625
2000-08-10,25.5
2000-08-11,25.0
2000-08-14,25.0
2000-08-15,24.1875
2000-08-16,22.6875
2000-08-17,22.75
2000-08-18,22.5625
2000-08-21,21.9375
2000-08-22,22.5
2000-08-23,23.125
2000-08-24,22.4375
2000-08-25,23.1875
2000-08-28,23.0
2000-08-29,22.8125
2000-08-30,23.1875
2000-08-31,23.4375
2000-09-01,23.75
2000-09-05,23.4375
2000-09-06,23.5
2000-09-07,23.0625
2000-09-08,22.625
2000-09-11,24.25
2000-09-12,23.875
2000-09-13,23.75
2000-09-14,24.125
2000-09-15,24.265625
2000-09-18,23.625
2000-09-19,23.9375
2000-09-20,23.5
2000-09-21,24.9375
2000-09-22,25.0
2000-09-25,25.3125
2000-09-26,24.75
2000-09-27,25.0
2000-09-28,25.109375
2000-09-29,24.75
2000-10-02,25.9375
2000-10-03,25.4375
2000-10-04,25.4375
2000-10-05,25.375
2000-10-06,24.75
2000-10-09,24.1875
2000-10-10,24.0625
2000-10-11,23.1875
2000-10-12,23.125
2000-10-13,23.9375
2000-10-16,23.9375
2000-10-17,23.6875
2000-10-18,24.625
2000-10-19,25.625
2000-10-20,26.5
2000-10-23,25.375
2000-10-24,26.5625
2000-10-25,26.375
2000-10-26,26.6875
2000-10-27,29.0
2000-10-30,30.75
2000-10-31,29.125
2000-11-01,29.0625
2000-11-02,29.1875
2000-11-03,30.5
2000-11-06,31.0625
2000-11-07,30.0
2000-11-08,29.75
2000-11-09,29.75
2000-11-10,29.1875
2000-11-13,29.1875
2000-11-14,29.125
2000-11-15,30.25
2000-11-16,30.75
2000-11-17,31.0
2000-11-20,30.9375
2000-11-21,29.5625
2000-11-22,28.1875
2000-11-24,28.8125
2000-11-27,31.1875
2000-11-28,29.8125
2000-11-29,29.3125
2000-11-30,28.25
2000-12-01,28.375
2000-12-04,28.9375
2000-12-05,29.9375
2000-12-06,29.375
2000-12-07,29.3125
2000-12-08,29.5625
2000-12-11,29.6875
2000-12-12,28.625
2000-12-13,28.25
2000-12-14,28.1875
2000-12-15,29.5625
2000-12-18,30.0
2000-12-19,29.0
2000-12-20,28.5625
2000-12-21,28.125
2000-12-22,28.3125
2000-12-26,28.125
2000-12-27,27.5625
2000-12-28,27.625
2000-12-29,29.125
2001-01-02,28.1875
2001-01-03,27.9375
2001-01-04,27.125
2001-01-05,26.8125
2001-01-08,26.5
2001-01-09,24.6875
2001-01-10,24.0625
2001-01-11,25.875
2001-01-12,27.5
2001-01-16,28.1875
2001-01-17,29.6875
2001-01-18,29.25
2001-01-19,29.5625
2001-01-22,29.3125
2001-01-23,29.8125
2001-01-24,29.75
2001-01-25,29.625
2001-01-26,29.0
2001-01-29,29.129998999999998
2001-01-30,29.450001
2001-01-31,29.0
2001-02-01,29.610001
2001-02-02,29.629998999999998
2001-02-05,29.9
2001-02-06,29.91
2001-02-07,30.049999
2001-02-08,30.700001
2001-02-09,30.25
2001-02-12,30.110001
2001-02-13,29.73
2001-02-14,30.299999
2001-02-15,28.799999
2001-02-16,29.0
2001-02-20,28.74
2001-02-21,28.15
2001-02-22,28.08
2001-02-23,27.76
2001-02-26,28.299999
2001-02-27,27.879998999999998
2001-02-28,27.0
2001-03-01,27.309998999999998
2001-03-02,27.25
2001-03-05,26.719998999999998
2001-03-06,26.799999
2001-03-07,26.6
2001-03-08,26.950001
2001-03-09,26.950001
2001-03-12,26.379998999999998
2001-03-13,26.57
2001-03-14,26.24
2001-03-15,26.35
2001-03-16,26.01
2001-03-19,26.76
2001-03-20,27.35
2001-03-21,27.379998999999998
2001-03-22,26.780001000000002
2001-03-23,27.0
2001-03-26,28.77
2001-03-27,28.98
2001-03-28,28.299999
2001-03-29,28.25
2001-03-30,28.35
2001-04-02,29.200001
2001-04-03,27.75
2001-04-04,27.700001
2001-04-05,29.0
2001-04-06,28.549999
2001-04-09,28.450001
2001-04-10,28.889999
2001-04-11,29.49
2001-04-12,29.58
2001-04-16,29.09
2001-04-17,29.6
2001-04-18,29.709999
2001-04-19,29.5
2001-04-20,29.190001000000002
2001-04-23,28.85
2001-04-24,28.83
2001-04-25,29.0
2001-04-26,28.549999
2001-04-27,28.950001
2001-04-30,29.15
2001-05-01,30.15
2001-05-02,30.4
2001-05-03,29.75
2001-05-04,30.24
2001-05-07,30.58
2001-05-08,31.25
2001-05-09,31.51
2001-05-10,32.41
2001-05-11,31.91
2001-05-14,31.469998999999998
2001-05-15,31.17
2001-05-16,31.290001
2001-05-17,31.26
2001-05-18,31.07
2001-05-21,31.0
2001-05-22,31.5
2001-05-23,31.07
2001-05-24,30.48
2001-05-25,30.299999
2001-05-29,30.17
2001-05-30,29.75
2001-05-31,29.950001
2001-06-01,29.5
2001-06-04,29.66
2001-06-05,30.0
2001-06-06,30.4
2001-06-07,30.68
2001-06-08,30.780001000000002
2001-06-11,29.969998999999998
2001-06-12,29.67
2001-06-13,29.0
2001-06-14,29.5
2001-06-15,29.889999
2001-06-18,30.1
2001-06-19,29.959999
2001-06-20,30.969998999999998
2001-06-21,31.43
2001-06-22,31.74
2001-06-25,31.16
2001-06-26,31.110001
2001-06-27,31.76
2001-06-28,31.93
2001-06-29,32.200001
2001-07-02,32.049999
2001-07-03,32.02
2001-07-05,31.9
2001-07-06,31.139999
2001-07-09,30.870001000000002
2001-07-10,30.860001
2001-07-11,30.889999
2001-07-12,31.83
2001-07-13,31.559998999999998
2001-07-16,31.139999
2001-07-17,31.18
2001-07-18,31.16
2001-07-19,31.17
2001-07-20,30.639999
2001-07-23,30.299999
2001-07-24,29.280001000000002
2001-07-25,29.879998999999998
2001-07-26,30.219998999999998
2001-07-27,30.870001000000002
2001-07-30,30.6
2001-07-31,30.23
2001-08-01,31.1
2001-08-02,31.209999
2001-08-03,30.9
2001-08-06,30.5
2001-08-07,30.719998999999998
2001-08-08,30.48
2001-08-09,29.9
2001-08-10,30.059998999999998
2001-08-13,30.52
2001-08-14,30.42
2001-08-15,30.0
2001-08-16,29.73
2001-08-17,29.690001000000002
2001-08-20,29.9
2001-08-21,29.82
2001-08-22,29.959999
2001-08-23,30.049999
2001-08-24,30.15
2001-08-27,30.26
2001-08-28,29.200001
2001-08-29,29.780001000000002
2001-08-30,28.99
2001-08-31,28.450001
2001-09-04,28.690001000000002
2001-09-05,28.379998999999998
2001-09-06,28.1
2001-09-07,27.6
2001-09-10,27.379998999999998
2001-09-17,26.950001
2001-09-18,26.85
2001-09-19,25.84
2001-09-20,25.5
2001-09-21,25.85
2001-09-24,26.5
2001-09-25,27.040001
2001-09-26,27.75
2001-09-27,28.9
2001-09-28,29.6
2001-10-01,29.040001
2001-10-02,28.139999
2001-10-03,28.85
2001-10-04,28.9
2001-10-05,28.24
2001-10-08,27.120001000000002
2001-10-09,27.700001
2001-10-10,28.5
2001-10-11,28.5
2001-10-12,27.9
2001-10-15,27.5
2001-10-16,27.6
2001-10-17,26.799999
2001-10-18,26.200001
2001-10-19,26.5
2001-10-22,26.84
2001-10-23,26.73
2001-10-24,27.75
2001-10-25,27.18
2001-10-26,27.25
2001-10-29,26.68
2001-10-30,26.68
2001-10-31,26.1
2001-11-01,26.48
2001-11-02,27.280001000000002
2001-11-05,27.75
2001-11-06,27.950001
2001-11-07,28.32
2001-11-08,29.01
2001-11-09,28.85
2001-11-12,27.99
2001-11-13,29.0
2001-11-14,29.34
2001-11-15,28.58
2001-11-16,29.27
2001-11-19,29.15
2001-11-20,29.120001000000002
2001-11-21,29.35
2001-11-23,29.91
2001-11-26,30.42
2001-11-27,29.690001000000002
2001-11-28,29.0
2001-11-29,29.110001
2001-11-30,29.4
2001-12-03,29.620001000000002
2001-12-04,29.23
2001-12-05,30.57
2001-12-06,31.040001
2001-12-07,30.83
2001-12-10,30.74
2001-12-11,30.950001
2001-12-12,30.15
2001-12-13,30.299999
2001-12-14,29.98
2001-12-17,29.950001
2001-12-18,30.1
2001-12-19,30.83
2001-12-20,30.709999
2001-12-21,30.469998999999998
2001-12-24,30.43
2001-12-26,31.48
2001-12-27,31.690001000000002
2001-12-28,31.48
2001-12-31,31.879998999999998
2002-01-02,30.52
2002-01-03,30.799999
2002-01-04,31.9
2002-01-07,31.67
2002-01-08,31.360001
2002-01-09,31.379998999999998
2002-01-10,31.01
2002-01-11,30.77
2002-01-14,30.4
2002-01-15,31.0
2002-01-16,30.5
2002-01-17,31.209999
2002-01-18,31.370001000000002
2002-01-22,31.120001000000002
2002-01-23,30.879998999999998
2002-01-24,30.799999
2002-01-25,31.33
2002-01-28,31.08
2002-01-29,31.110001
2002-01-30,30.99
2002-01-31,31.99
2002-02-01,33.220001
2002-02-04,32.700001
2002-02-05,33.049999
2002-02-06,32.599998
2002-02-07,31.84
2002-02-08,31.75
2002-02-11,32.490002000000004
2002-02-12,32.139998999999996
2002-02-13,32.040001000000004
2002-02-14,31.67
2002-02-15,31.27
2002-02-19,30.790001
2002-02-20,31.030001000000002
2002-02-21,31.030001000000002
2002-02-22,30.65
2002-02-25,30.450001
2002-02-26,30.620001000000002
2002-02-27,31.040001
2002-02-28,31.58
2002-03-01,32.400002
2002-03-04,33.389998999999996
2002-03-05,33.549999
2002-03-06,33.82
2002-03-07,33.18
2002-03-08,33.82
2002-03-11,33.52
2002-03-12,33.259997999999996
2002-03-13,33.25
2002-03-14,33.52
2002-03-15,34.02
2002-03-18,33.880001
2002-03-19,34.049999
2002-03-20,33.349998
2002-03-21,34.200001
2002-03-22,33.25
2002-03-25,32.68
2002-03-26,32.75
2002-03-27,32.700001
2002-03-28,32.349998
2002-04-01,31.950001
2002-04-02,31.75
2002-04-03,31.030001000000002
2002-04-04,30.780001000000002
2002-04-05,30.629998999999998
2002-04-08,30.299999
2002-04-09,30.75
2002-04-10,31.040001
2002-04-11,30.35
2002-04-12,31.700001
2002-04-15,31.639999
2002-04-16,31.98
2002-04-17,32.220001
2002-04-18,32.0
2002-04-19,32.75
2002-04-22,32.549999
2002-04-23,32.549999
2002-04-24,31.9
2002-04-25,31.549999
2002-04-26,31.52
2002-04-29,31.129998999999998
2002-04-30,32.060001
2002-05-01,31.98
2002-05-02,32.279999
2002-05-03,33.5
2002-05-06,33.169998
2002-05-07,33.529999
2002-05-08,34.439999
2002-05-09,34.049999
2002-05-10,33.919998
2002-05-13,34.689999
2002-05-14,34.900002
2002-05-15,35.16
2002-05-16,34.830002
2002-05-17,34.77
2002-05-20,34.360001000000004
2002-05-21,33.889998999999996
2002-05-22,33.740002000000004
2002-05-23,34.98
2002-05-24,33.970001
2002-05-28,33.950001
2002-05-29,33.77
2002-05-30,33.48
2002-05-31,33.400002
2002-06-03,33.459998999999996
2002-06-04,33.610001000000004
2002-06-05,34.32
2002-06-06,34.009997999999996
2002-06-07,34.310001
2002-06-10,34.599998
2002-06-11,34.580002
2002-06-12,33.59
2002-06-13,33.200001
2002-06-14,33.470001
2002-06-17,34.16
2002-06-18,33.900002
2002-06-19,33.700001
2002-06-20,33.529999
2002-06-21,33.049999
2002-06-24,33.299999
2002-06-25,33.52
2002-06-26,33.610001000000004
2002-06-27,35.0
2002-06-28,34.57
2002-07-01,34.099998
2002-07-02,33.77
2002-07-03,33.279999
2002-07-05,34.779999
2002-07-08,34.150002
2002-07-09,33.009997999999996
2002-07-10,32.369999
2002-07-11,31.6
2002-07-12,32.049999
2002-07-15,31.73
2002-07-16,31.25
2002-07-17,31.440001000000002
2002-07-18,30.1
2002-07-19,28.9
2002-07-22,27.559998999999998
2002-07-23,26.1
2002-07-24,27.969998999999998
2002-07-25,27.9
2002-07-26,28.629998999999998
2002-07-29,29.440001000000002
2002-07-30,28.870001000000002
2002-07-31,28.42
2002-08-01,28.969998999999998
2002-08-02,28.1
2002-08-05,27.4
2002-08-06,28.25
2002-08-07,27.82
2002-08-08,29.57
2002-08-09,29.82
2002-08-12,29.5
2002-08-13,28.370001000000002
2002-08-14,29.450001
2002-08-15,29.77
2002-08-16,29.6
2002-08-19,29.85
2002-08-20,29.84
2002-08-21,29.950001
2002-08-22,30.17
2002-08-23,29.780001000000002
2002-08-26,29.379998999999998
2002-08-27,29.049999
2002-08-28,28.75
2002-08-29,29.299999
2002-08-30,29.200001
2002-09-03,27.799999
2002-09-04,29.0
2002-09-05,28.5
2002-09-06,29.08
2002-09-09,29.25
2002-09-10,28.690001000000002
2002-09-11,29.0
2002-09-12,28.6
2002-09-13,29.1
2002-09-16,28.93
2002-09-17,28.15
2002-09-18,27.639999
2002-09-19,27.379998999999998
2002-09-20,27.18
2002-09-23,27.129998999999998
2002-09-24,27.040001
2002-09-25,27.67
2002-09-26,27.75
2002-09-27,27.299999
2002-09-30,26.99
2002-10-01,27.5
2002-10-02,27.0
2002-10-03,25.290001
2002-10-04,23.799999
2002-10-07,23.620001000000002
2002-10-08,24.879998999999998
2002-10-09,23.92
2002-10-10,25.6
2002-10-11,25.950001
2002-10-14,26.35
2002-10-15,27.73
2002-10-16,27.17
2002-10-17,27.73
2002-10-18,27.469998999999998
2002-10-21,25.5
2002-10-22,25.959999
2002-10-23,26.48
2002-10-24,25.639999
2002-10-25,27.1
2002-10-28,26.700001
2002-10-29,26.0
2002-10-30,26.700001
2002-10-31,26.799999
2002-11-01,27.6
2002-11-04,27.76
2002-11-05,27.51
2002-11-06,27.030001000000002
2002-11-07,26.58
2002-11-08,25.82
2002-11-11,25.5
2002-11-12,25.360001
2002-11-13,25.530001000000002
2002-11-14,25.889999
2002-11-15,26.209999
2002-11-18,25.9
2002-11-19,25.32
2002-11-20,25.73
2002-11-21,27.280001000000002
2002-11-22,27.0
2002-11-25,26.75
2002-11-26,26.360001
2002-11-27,27.049999
2002-11-29,27.049999
2002-12-02,26.389999
2002-12-03,26.65
2002-12-04,26.99
2002-12-05,26.25
2002-12-06,26.780001000000002
2002-12-09,26.17
2002-12-10,26.0
2002-12-11,25.879998999999998
2002-12-12,26.049999
2002-12-13,25.48
2002-12-16,25.950001
2002-12-17,25.57
2002-12-18,25.35
2002-12-19,25.059998999999998
2002-12-20,25.18
2002-12-23,24.66
2002-12-24,24.48
2002-12-26,24.49
2002-12-27,24.48
2002-12-30,24.889999
2002-12-31,25.370001000000002
2003-01-02,26.0
2003-01-03,26.52
2003-01-06,27.700001
2003-01-07,27.16
2003-01-08,26.59
2003-01-09,27.0
2003-01-10,26.58
2003-01-13,26.5
2003-01-14,26.389999
2003-01-15,25.65
2003-01-16,25.690001000000002
2003-01-17,25.4
2003-01-21,25.08
2003-01-22,25.0
2003-01-23,25.1
