Date,OBE
2005-06-03,28.799999
2005-06-06,28.1
2005-06-07,28.4
2005-06-08,27.889999
2005-06-09,27.82
2005-06-10,27.93
2005-06-13,22.5
2005-06-14,28.450001
2005-06-15,28.5
2005-06-16,28.950001
2005-06-17,29.15
2005-06-20,29.58
2005-06-21,29.1
2005-06-22,23.700001
2005-06-23,29.0
2005-06-24,29.059998999999998
2005-06-27,29.4
2005-06-28,29.110001
2005-06-29,29.0
2005-06-30,28.98
2005-07-01,28.98
2005-07-05,29.4
2005-07-06,29.42
2005-07-07,29.42
2005-07-08,29.6
2005-07-11,29.48
2005-07-12,29.68
2005-07-13,29.780001000000002
2005-07-14,29.83
2005-07-15,30.0
2005-07-18,29.870001000000002
2005-07-19,29.9
2005-07-20,29.969998999999998
2005-07-21,29.799999
2005-07-22,30.0
2005-07-25,30.190001000000002
2005-07-26,30.43
2005-07-27,24.780001000000002
2005-07-28,30.709999
2005-07-29,31.0
2005-08-01,31.0
2005-08-02,31.58
2005-08-03,31.799999
2005-08-04,32.75
2005-08-05,32.75
2005-08-08,33.349998
2005-08-09,33.380001
2005-08-10,33.009997999999996
2005-08-11,33.34
2005-08-12,28.139999
2005-08-15,33.599998
2005-08-16,33.200001
2005-08-17,32.549999
2005-08-18,32.400002
2005-08-19,32.900002
2005-08-22,32.830002
2005-08-23,27.719998999999998
2005-08-24,33.349998
2005-08-25,33.34
2005-08-26,33.549999
2005-08-29,34.0
2005-08-30,33.93
2005-08-31,34.290001000000004
2005-09-01,34.880001
2005-09-02,34.799999
2005-09-06,35.150002
2005-09-07,35.360001000000004
2005-09-08,35.849998
2005-09-09,36.48
2005-09-12,36.18
2005-09-13,35.650002
2005-09-14,35.990002000000004
2005-09-15,35.799999
2005-09-16,35.16
2005-09-19,35.950001
2005-09-20,35.110001000000004
2005-09-21,35.150002
2005-09-22,35.0
2005-09-23,34.16
2005-09-26,34.349998
2005-09-27,35.099998
2005-09-28,35.799999
2005-09-29,36.299999
2005-09-30,36.509997999999996
2005-10-03,36.400002
2005-10-04,35.5
2005-10-05,34.41
2005-10-06,32.369999
2005-10-07,33.200001
2005-10-10,33.200001
2005-10-11,34.27
2005-10-12,33.970001
2005-10-13,33.049999
2005-10-14,33.75
2005-10-17,33.349998
2005-10-18,32.700001
2005-10-19,32.099998
2005-10-20,26.209999
2005-10-21,31.6
2005-10-24,31.57
2005-10-25,32.5
2005-10-26,31.950001
2005-10-27,31.450001
2005-10-28,26.599001
2005-10-31,31.25
2005-11-01,30.950001
2005-11-02,31.25
2005-11-03,32.080002
2005-11-04,31.92
2005-11-07,31.799999
2005-11-08,32.0
2005-11-09,33.110001000000004
2005-11-10,32.5
2005-11-11,32.400002
2005-11-14,27.094998999999998
2005-11-15,190.330002
2005-11-16,192.5
2005-11-17,193.619995
2005-11-18,192.5
2005-11-21,196.699997
2005-11-22,201.740005
2005-11-23,204.470001
2005-11-25,213.850006
2005-11-28,205.520004
2005-11-29,205.869995
2005-11-30,207.41000400000001
2005-12-01,212.02999900000003
2005-12-02,218.61000099999998
2005-12-05,224.350006
2005-12-06,223.86000099999998
2005-12-07,224.210007
2005-12-08,228.13000499999998
2005-12-09,225.330002
2005-12-12,231.27999900000003
2005-12-13,233.520004
2005-12-14,231.13999900000002
2005-12-15,232.190002
2005-12-16,229.17999300000002
2005-12-19,224.69999700000002
2005-12-20,223.580002
2005-12-21,228.19999700000002
2005-12-22,228.270004
2005-12-23,227.00999500000003
2005-12-27,227.00999500000003
2005-12-28,228.479996
2005-12-29,227.919998
2005-12-30,228.830002
2006-01-03,232.75
2006-01-04,239.47000099999997
2006-01-05,233.24000499999997
2006-01-06,239.399994
2006-01-09,239.75
2006-01-10,240.44999700000002
2006-01-11,244.020004
2006-01-12,245.69999700000002
2006-01-13,246.47000099999997
2006-01-17,255.36000099999998
2006-01-18,251.020004
2006-01-19,256.899994
2006-01-20,256.899994
2006-01-23,256.899994
2006-01-24,258.299988
2006-01-25,256.619995
2006-01-26,256.410004
2006-01-27,257.109985
2006-01-30,259.630005
2006-01-31,257.459991
2006-02-01,257.600006
2006-02-02,256.549988
2006-02-03,265.089996
2006-02-06,269.709991
2006-02-07,262.640015
2006-02-08,255.77999900000003
2006-02-09,249.479996
2006-02-10,243.600006
2006-02-13,237.50999500000003
2006-02-14,242.899994
2006-02-15,239.05000299999998
2006-02-16,243.17999300000002
2006-02-17,250.460007
2006-02-21,254.169998
2006-02-22,244.50999500000003
2006-02-23,245.49000499999997
2006-02-24,247.80000299999998
2006-02-27,241.5
2006-02-28,241.289993
2006-03-01,251.72000099999997
2006-03-02,256.97000099999997
2006-03-03,257.320007
2006-03-06,251.86000099999998
2006-03-07,246.05000299999998
2006-03-08,242.19999700000002
2006-03-09,243.25
2006-03-10,247.80000299999998
2006-03-13,252.350006
2006-03-14,258.019989
2006-03-15,258.230011
2006-03-16,262.640015
2006-03-17,259.700012
2006-03-20,255.080002
2006-03-21,254.100006
2006-03-22,255.57000699999998
2006-03-23,257.809998
2006-03-24,259.140015
2006-03-27,261.170013
2006-03-28,262.920013
2006-03-29,261.23999
2006-03-30,261.309998
2006-03-31,256.480011
2006-04-03,254.520004
2006-04-04,253.05000299999998
2006-04-05,254.80000299999998
2006-04-06,255.850006
2006-04-07,252.91000400000001
2006-04-10,256.200012
2006-04-11,254.38000499999998
2006-04-12,255.36000099999998
2006-04-13,256.549988
2006-04-17,264.809998
2006-04-18,272.089996
2006-04-19,273.700012
2006-04-20,269.5
2006-04-21,273.980011
2006-04-24,274.329987
2006-04-25,278.73999
2006-04-26,275.519989
2006-04-27,268.940002
2006-04-28,271.950012
2006-05-01,276.290009
2006-05-02,280.700012
2006-05-03,279.649994
2006-05-04,277.480011
2006-05-05,281.540009
2006-05-08,279.440002
2006-05-09,290.359985
2006-05-10,296.23999
2006-05-11,296.660004
2006-05-12,284.130005
2006-05-15,271.950012
2006-05-16,270.339996
2006-05-17,265.230011
2006-05-18,255.99000499999997
2006-05-19,251.50999500000003
2006-05-22,251.50999500000003
2006-05-23,258.089996
2006-05-24,252.49000499999997
2006-05-25,261.380005
2006-05-26,264.52999900000003
2006-05-30,270.410004
2006-05-31,274.820007
2006-06-01,275.940002
2006-06-02,282.380005
2006-06-05,280.0
2006-06-06,278.880005
2006-06-07,273.559998
2006-06-08,268.309998
2006-06-09,271.179993
2006-06-12,265.299988
2006-06-13,246.82000699999998
2006-06-14,247.02999900000003
2006-06-15,253.75
2006-06-16,249.19999700000002
2006-06-19,247.44999700000002
2006-06-20,249.270004
2006-06-21,255.710007
2006-06-22,262.290009
2006-06-23,260.399994
2006-06-26,263.899994
2006-06-27,262.98999
2006-06-28,264.73999
2006-06-29,276.5
2006-06-30,281.399994
2006-07-03,287.630005
2006-07-05,280.839996
2006-07-06,279.859985
2006-07-07,269.079987
2006-07-10,267.820007
2006-07-11,268.799988
2006-07-12,269.5
2006-07-13,271.52999900000003
2006-07-14,270.899994
2006-07-17,264.950012
2006-07-18,263.269989
2006-07-19,264.880005
2006-07-20,261.799988
2006-07-21,262.98999
2006-07-24,263.410004
2006-07-25,267.609985
2006-07-26,276.149994
2006-07-27,271.25
2006-07-28,275.23999
2006-07-31,281.609985
2006-08-01,280.140015
2006-08-02,286.649994
2006-08-03,285.040009
2006-08-04,285.809998
2006-08-07,291.410004
2006-08-08,289.170013
2006-08-09,293.299988
2006-08-10,287.350006
2006-08-11,288.679993
2006-08-14,281.399994
2006-08-15,285.600006
2006-08-16,289.519989
2006-08-17,285.25
2006-08-18,285.600006
2006-08-21,292.25
2006-08-22,296.589996
2006-08-23,297.850006
2006-08-24,297.5
2006-08-25,300.859985
2006-08-28,298.059998
2006-08-29,298.410004
2006-08-30,291.619995
2006-08-31,291.410004
2006-09-01,290.22000099999997
2006-09-05,282.730011
2006-09-06,277.899994
2006-09-07,272.299988
2006-09-08,269.079987
2006-09-11,256.899994
2006-09-12,256.899994
2006-09-13,271.320007
2006-09-14,267.959991
2006-09-15,262.22000099999997
2006-09-18,266.839996
2006-09-19,262.640015
2006-09-20,251.30000299999998
2006-09-21,258.230011
2006-09-22,251.08999599999999
2006-09-25,247.729996
2006-09-26,257.52999900000003
2006-09-27,262.149994
2006-09-28,262.709991
2006-09-29,257.390015
2006-10-02,249.830002
2006-10-03,236.17999300000002
