Date,BMCH
2019-10-21,28.57
2019-10-22,28.41
2019-10-23,28.190001000000002
2019-10-24,27.870001000000002
2019-10-25,27.75
2019-10-28,27.5
2019-10-29,27.49
2019-10-30,26.790001
2019-10-31,26.99
2019-11-01,28.049999
2019-11-04,28.219998999999998
2019-11-05,27.530001000000002
2019-11-06,28.26
2019-11-07,28.0
2019-11-08,28.1
2019-11-11,27.98
2019-11-12,28.33
2019-11-13,28.129998999999998
2019-11-14,28.84
2019-11-15,28.9
2019-11-18,29.059998999999998
2019-11-19,29.049999
2019-11-20,29.139999
2019-11-21,28.84
2019-11-22,28.530001000000002
2019-11-25,29.209999
2019-11-26,29.59
2019-11-27,30.0
2019-11-29,29.610001
2019-12-02,29.129998999999998
2019-12-03,29.25
2019-12-04,29.290001
2019-12-05,29.35
2019-12-06,29.530001000000002
2019-12-09,29.370001000000002
2019-12-10,29.33
2019-12-11,29.74
2019-12-12,29.379998999999998
2019-12-13,29.07
2019-12-16,29.309998999999998
2019-12-17,29.4
2019-12-18,29.309998999999998
2019-12-19,29.15
2019-12-20,29.52
2019-12-23,28.9
2019-12-24,29.290001
2019-12-26,28.85
2019-12-27,29.040001
2019-12-30,29.08
2019-12-31,28.690001000000002
2020-01-02,28.73
2020-01-03,28.709999
2020-01-06,29.08
2020-01-07,29.33
2020-01-08,29.68
2020-01-09,29.889999
2020-01-10,29.75
2020-01-13,30.1
2020-01-14,30.02
2020-01-15,30.58
2020-01-16,30.74
2020-01-17,30.799999
2020-01-21,30.92
2020-01-22,31.41
2020-01-23,31.09
2020-01-24,31.08
2020-01-27,31.110001
2020-01-28,31.049999
2020-01-29,30.700001
2020-01-30,30.540001
2020-01-31,29.190001000000002
2020-02-03,28.65
2020-02-04,29.1
2020-02-05,31.059998999999998
2020-02-06,30.67
2020-02-07,29.870001000000002
2020-02-10,30.25
2020-02-11,30.860001
2020-02-12,30.66
2020-02-13,31.110001
2020-02-14,30.700001
2020-02-18,30.66
2020-02-19,30.280001000000002
2020-02-20,30.98
2020-02-21,30.530001000000002
2020-02-24,30.059998999999998
2020-02-25,28.41
2020-02-26,27.93
2020-02-27,25.35
2020-02-28,24.530001000000002
2020-03-02,26.1
2020-03-03,25.08
2020-03-04,25.879998999999998
2020-03-05,24.18
2020-03-06,23.27
2020-03-09,19.66
2020-03-10,21.620001000000002
2020-03-11,19.809998999999998
2020-03-12,17.4
2020-03-13,18.91
2020-03-16,15.91
2020-03-17,15.32
2020-03-18,15.6
2020-03-19,15.89
2020-03-20,16.0
2020-03-23,15.27
2020-03-24,17.540001
2020-03-25,17.98
2020-03-26,17.700001
2020-03-27,16.52
2020-03-30,17.200001
2020-03-31,17.73
2020-04-01,16.91
2020-04-02,16.76
2020-04-03,16.26
2020-04-06,17.83
2020-04-07,17.99
2020-04-08,18.26
2020-04-09,19.940001000000002
2020-04-13,18.67
2020-04-14,18.25
2020-04-15,16.969998999999998
2020-04-16,16.48
2020-04-17,17.82
2020-04-20,17.299999
2020-04-21,16.780001000000002
2020-04-22,16.74
2020-04-23,16.969998999999998
2020-04-24,17.370001000000002
2020-04-27,18.440001000000002
2020-04-28,20.5
2020-04-29,22.34
2020-04-30,21.25
2020-05-01,20.16
2020-05-04,20.799999
2020-05-05,21.799999
2020-05-06,21.25
2020-05-07,22.030001000000002
2020-05-08,22.18
