Date,AGN
1998-01-14,31.8125
1998-01-15,31.8125
1998-01-16,33.375
1998-01-20,33.125
1998-01-21,33.0
1998-01-22,33.3125
1998-01-23,35.1875
1998-01-26,35.0625
1998-01-27,35.1875
1998-01-28,36.0
1998-01-29,35.8125
1998-01-30,36.75
1998-02-02,38.25
1998-02-03,38.5
1998-02-04,38.9375
1998-02-05,38.25
1998-02-06,39.0
1998-02-09,37.625
1998-02-10,37.0
1998-02-11,36.6875
1998-02-12,37.375
1998-02-13,36.625
1998-02-17,36.1875
1998-02-18,37.0
1998-02-19,36.75
1998-02-20,36.375
1998-02-23,36.0625
1998-02-24,36.1875
1998-02-25,36.25
1998-02-26,35.75
1998-02-27,35.875
1998-03-02,36.4375
1998-03-03,36.0
1998-03-04,37.1875
1998-03-05,36.625
1998-03-06,36.8125
1998-03-09,37.6875
1998-03-10,37.9375
1998-03-11,39.125
1998-03-12,40.0
1998-03-13,40.25
1998-03-16,40.6875
1998-03-17,41.0625
1998-03-18,41.875
1998-03-19,42.0
1998-03-20,40.8125
1998-03-23,36.75
1998-03-24,36.875
1998-03-25,37.125
1998-03-26,36.875
1998-03-27,37.0
1998-03-30,35.5
1998-03-31,36.0
1998-04-01,37.875
1998-04-02,39.875
1998-04-03,39.75
1998-04-06,38.75
1998-04-07,38.1875
1998-04-08,38.4375
1998-04-09,37.6875
1998-04-13,37.625
1998-04-14,37.1875
1998-04-15,38.0
1998-04-16,38.125
1998-04-17,40.4375
1998-04-20,40.625
1998-04-21,40.0
1998-04-22,40.0
1998-04-23,39.625
1998-04-24,39.0625
1998-04-27,36.875
1998-04-28,38.375
1998-04-29,39.5625
1998-04-30,43.0625
1998-05-01,43.0625
1998-05-04,43.0
1998-05-05,43.0
1998-05-06,43.75
1998-05-07,43.0
1998-05-08,44.125
1998-05-11,43.25
1998-05-12,43.75
1998-05-13,43.3125
1998-05-14,43.5
1998-05-15,44.5625
1998-05-18,44.6875
1998-05-19,44.25
1998-05-20,42.3125
1998-05-21,40.6875
1998-05-22,41.6875
1998-05-26,41.1875
1998-05-27,40.9375
1998-05-28,42.4375
1998-05-29,43.75
1998-06-01,44.625
1998-06-02,43.75
1998-06-03,43.5625
1998-06-04,43.875
1998-06-05,45.1875
1998-06-08,46.0625
1998-06-09,45.375
1998-06-10,45.0
1998-06-11,45.0625
1998-06-12,46.0
1998-06-15,45.9375
1998-06-16,48.1875
1998-06-17,47.9375
1998-06-18,46.875
1998-06-19,46.8125
1998-06-22,48.0
1998-06-23,46.75
1998-06-24,47.6875
1998-06-25,48.0625
1998-06-26,47.5
1998-06-29,47.375
1998-06-30,46.6875
1998-07-01,46.1875
1998-07-02,46.875
1998-07-06,47.1875
1998-07-07,47.75
1998-07-08,47.875
1998-07-09,48.0
1998-07-10,48.8125
1998-07-13,48.75
1998-07-14,48.625
1998-07-15,48.3125
1998-07-16,49.1875
1998-07-17,49.125
1998-07-20,47.5625
1998-07-21,46.0
1998-07-22,45.9375
1998-07-23,44.625
1998-07-24,43.8125
1998-07-27,43.0
1998-07-28,44.3125
1998-07-29,44.8125
1998-07-30,46.4375
1998-07-31,45.125
1998-08-03,43.3125
1998-08-04,43.75
1998-08-05,43.0
1998-08-06,44.875
1998-08-07,45.8125
1998-08-10,45.4375
1998-08-11,44.1875
1998-08-12,45.0625
1998-08-13,46.0625
1998-08-14,46.1875
1998-08-17,46.125
1998-08-18,48.0625
1998-08-19,48.75
1998-08-20,49.8125
1998-08-21,48.9375
1998-08-24,49.9375
1998-08-25,50.375
1998-08-26,50.125
1998-08-27,46.9375
1998-08-28,48.125
1998-08-31,45.0625
1998-09-01,42.875
1998-09-02,41.75
1998-09-03,40.5
1998-09-04,41.3125
1998-09-08,43.375
1998-09-09,43.5
1998-09-10,42.625
1998-09-11,43.9375
1998-09-14,46.5
1998-09-15,47.375
1998-09-16,47.125
1998-09-17,48.1875
1998-09-18,47.5
1998-09-21,47.6875
1998-09-22,49.25
1998-09-23,49.0
1998-09-24,49.5625
1998-09-25,50.5
1998-09-28,51.5625
1998-09-29,51.4375
1998-09-30,51.75
1998-10-01,48.9375
1998-10-02,50.0
1998-10-05,47.0625
1998-10-06,45.5625
1998-10-07,45.5625
1998-10-08,43.3125
1998-10-09,44.25
1998-10-12,46.0
1998-10-13,46.125
1998-10-14,49.4375
1998-10-15,50.25
1998-10-16,50.0
1998-10-19,51.0625
1998-10-20,52.3125
1998-10-21,50.75
1998-10-22,51.5625
1998-10-23,52.25
1998-10-26,50.75
1998-10-27,51.75
1998-10-28,51.625
1998-10-29,53.75
1998-10-30,55.8125
1998-11-02,56.75
1998-11-03,56.0625
1998-11-04,56.8125
1998-11-05,55.75
1998-11-06,54.0
1998-11-09,52.25
1998-11-10,53.4375
1998-11-11,52.875
1998-11-12,50.25
1998-11-13,50.875
1998-11-16,50.75
1998-11-17,50.375
1998-11-18,49.625
1998-11-19,53.0625
1998-11-20,52.4375
1998-11-23,51.8125
1998-11-24,51.1875
1998-11-25,52.8125
1998-11-27,54.3125
1998-11-30,53.875
1998-12-01,52.9375
1998-12-02,55.125
1998-12-03,54.5625
1998-12-04,56.1875
1998-12-07,56.125
1998-12-08,55.4375
1998-12-09,55.375
1998-12-10,53.5
1998-12-11,52.5
1998-12-14,52.0
1998-12-15,51.0625
1998-12-16,52.5
1998-12-17,53.5
1998-12-18,52.625
1998-12-21,51.9375
1998-12-22,52.125
1998-12-23,52.8125
1998-12-24,52.3125
1998-12-28,54.25
1998-12-29,55.6875
1998-12-30,57.1875
1998-12-31,62.875
1999-01-04,57.9375
1999-01-05,57.9375
1999-01-06,57.5
1999-01-07,56.625
1999-01-08,54.6875
1999-01-11,54.5
1999-01-12,52.875
1999-01-13,55.0
1999-01-14,55.0
1999-01-15,56.5
1999-01-19,58.0
1999-01-20,56.125
1999-01-21,55.9375
1999-01-22,56.0625
1999-01-25,53.25
1999-01-26,54.125
1999-01-27,55.25
1999-01-28,55.75
1999-01-29,54.625
1999-02-01,56.0
1999-02-02,59.125
1999-02-03,57.0625
1999-02-04,55.75
1999-02-05,54.3125
1999-02-08,56.1875
1999-02-09,56.0
1999-02-10,54.375
1999-02-11,53.625
1999-02-12,52.875
1999-02-16,52.6875
1999-02-17,50.3125
1999-02-18,49.25
1999-02-19,49.9375
1999-02-22,49.25
1999-02-23,47.0
1999-02-24,45.25
1999-02-25,48.0
1999-02-26,48.375
1999-03-01,47.5625
1999-03-02,48.5
1999-03-03,47.75
1999-03-04,46.8125
1999-03-05,46.6875
1999-03-08,43.9375
1999-03-09,44.75
1999-03-10,43.0625
1999-03-11,45.1875
1999-03-12,42.75
1999-03-15,42.5
1999-03-16,42.3125
1999-03-17,42.0
1999-03-18,40.0
1999-03-19,38.5
1999-03-22,39.1875
1999-03-23,38.0625
1999-03-24,37.25
1999-03-25,39.84375
1999-03-26,39.625
1999-03-29,41.375
1999-03-30,43.25
1999-03-31,44.125
1999-04-01,44.6875
1999-04-05,42.875
1999-04-06,42.1875
1999-04-07,46.0
1999-04-08,44.5
1999-04-09,44.6875
1999-04-12,46.0
1999-04-13,46.5625
1999-04-14,44.9375
1999-04-15,41.75
1999-04-16,44.0
1999-04-19,41.5
1999-04-20,41.625
1999-04-21,44.0625
1999-04-22,43.9375
1999-04-23,44.375
1999-04-26,43.75
1999-04-27,43.1875
1999-04-28,41.9375
1999-04-29,41.3125
1999-04-30,40.5
1999-05-03,43.25
1999-05-04,42.0625
1999-05-05,40.375
1999-05-06,38.625
1999-05-07,40.1875
1999-05-10,39.6875
1999-05-11,40.6875
1999-05-12,40.625
1999-05-13,40.625
1999-05-14,39.6875
1999-05-17,39.5
1999-05-18,39.5625
1999-05-19,41.25
1999-05-20,42.6875
1999-05-21,42.125
1999-05-24,40.8125
1999-05-25,40.75
1999-05-26,39.875
1999-05-27,37.1875
1999-05-28,38.3125
1999-06-01,37.125
1999-06-02,36.9375
1999-06-03,37.5
1999-06-04,40.5
1999-06-07,39.5
1999-06-08,40.0625
1999-06-09,41.3125
1999-06-10,41.0
1999-06-11,41.0625
1999-06-14,42.0625
1999-06-15,41.4375
1999-06-16,39.75
1999-06-17,40.125
1999-06-18,39.1875
1999-06-21,40.0
1999-06-22,40.25
1999-06-23,40.1875
1999-06-24,40.0625
1999-06-25,40.0625
1999-06-28,40.125
1999-06-29,39.3125
1999-06-30,35.0625
1999-07-01,37.3125
1999-07-02,38.1875
1999-07-06,38.125
1999-07-07,37.5
1999-07-08,37.125
1999-07-09,35.9375
1999-07-12,35.1875
1999-07-13,35.25
1999-07-14,34.375
1999-07-15,35.0
1999-07-16,34.0625
1999-07-19,34.125
1999-07-20,33.375
1999-07-21,34.0
1999-07-22,36.0
1999-07-23,34.625
1999-07-26,34.875
1999-07-27,34.875
1999-07-28,34.625
1999-07-29,34.0
1999-07-30,34.4375
1999-08-02,34.0
1999-08-03,33.5
1999-08-04,32.0625
1999-08-05,34.5
1999-08-06,34.125
1999-08-09,35.1875
1999-08-10,34.25
1999-08-11,35.25
1999-08-12,37.25
1999-08-13,38.625
1999-08-16,39.125
1999-08-17,38.4375
1999-08-18,38.375
1999-08-19,38.25
1999-08-20,38.5
1999-08-23,39.8125
1999-08-24,39.75
1999-08-25,40.3125
1999-08-26,38.6875
1999-08-27,38.5
1999-08-30,37.6875
1999-08-31,35.875
1999-09-01,36.4375
1999-09-02,36.3125
1999-09-03,36.75
1999-09-07,36.25
1999-09-08,35.8125
1999-09-09,36.1875
1999-09-10,36.75
1999-09-13,33.0
1999-09-14,33.5
1999-09-15,33.0625
1999-09-16,33.0
1999-09-17,33.0
1999-09-20,32.6875
1999-09-21,31.9375
1999-09-22,31.9375
1999-09-23,30.0625
1999-09-24,29.5625
1999-09-27,29.5625
1999-09-28,29.375
1999-09-29,30.1875
1999-09-30,30.5625
1999-10-01,30.0
1999-10-04,29.9375
1999-10-05,28.875
1999-10-06,27.6875
1999-10-07,27.3125
1999-10-08,29.0
1999-10-11,28.9375
1999-10-12,27.75
1999-10-13,29.3125
1999-10-14,29.0
1999-10-15,29.0625
1999-10-18,29.25
1999-10-19,31.1875
1999-10-20,31.8125
1999-10-21,32.625
1999-10-22,32.375
1999-10-25,32.1875
1999-10-26,31.25
1999-10-27,32.375
1999-10-28,33.25
1999-10-29,31.75
1999-11-01,33.875
1999-11-02,33.25
1999-11-03,34.625
1999-11-04,34.75
1999-11-05,35.8125
1999-11-08,35.3125
1999-11-09,35.625
1999-11-10,36.25
1999-11-11,37.3125
1999-11-12,37.875
1999-11-15,37.4375
1999-11-16,36.6875
1999-11-17,37.3125
1999-11-18,37.875
1999-11-19,37.4375
1999-11-22,36.875
1999-11-23,36.625
1999-11-24,37.1875
1999-11-26,36.875
1999-11-29,36.75
1999-11-30,37.1875
1999-12-01,37.6875
1999-12-02,37.0
1999-12-03,37.4375
1999-12-06,38.8125
1999-12-07,40.6875
1999-12-08,42.25
1999-12-09,41.3125
1999-12-10,39.8125
1999-12-13,38.3125
1999-12-14,36.8125
1999-12-15,36.0625
1999-12-16,34.6875
1999-12-17,35.125
1999-12-20,34.75
1999-12-21,35.0625
1999-12-22,35.8125
1999-12-23,37.9375
1999-12-27,35.6875
1999-12-28,35.0625
1999-12-29,35.5625
1999-12-30,35.75
1999-12-31,35.8125
2000-01-03,35.0
2000-01-04,33.875
2000-01-05,34.5
2000-01-06,35.0
2000-01-07,37.4375
2000-01-10,38.8125
2000-01-11,38.5625
2000-01-12,40.9375
2000-01-13,41.75
2000-01-14,44.625
2000-01-18,42.8125
2000-01-19,43.5625
2000-01-20,42.5
2000-01-21,40.5
2000-01-24,39.125
2000-01-25,38.125
2000-01-26,38.625
2000-01-27,39.6875
2000-01-28,40.25
2000-01-31,40.3125
2000-02-01,41.375
2000-02-02,42.8125
2000-02-03,43.875
2000-02-04,42.375
2000-02-07,43.5
2000-02-08,43.375
2000-02-09,42.4375
2000-02-10,42.375
2000-02-11,40.9375
2000-02-14,43.125
2000-02-15,40.75
2000-02-16,39.25
2000-02-17,39.375
2000-02-18,40.875
2000-02-22,40.5
2000-02-23,40.5625
2000-02-24,39.5
2000-02-25,39.875
2000-02-28,39.9375
2000-02-29,40.0
2000-03-01,38.5625
2000-03-02,37.75
2000-03-03,36.875
2000-03-06,36.5625
2000-03-07,36.25
2000-03-08,35.4375
2000-03-09,38.4375
2000-03-10,37.5625
2000-03-13,38.125
2000-03-14,35.8125
2000-03-15,35.3125
2000-03-16,40.4375
2000-03-17,38.9375
2000-03-20,37.6875
2000-03-21,39.25
2000-03-22,39.0625
2000-03-23,38.4375
2000-03-24,38.4375
2000-03-27,38.9375
2000-03-28,37.5
2000-03-29,37.5
2000-03-30,37.5
2000-03-31,39.6875
2000-04-03,38.9375
2000-04-04,41.125
2000-04-05,45.4375
2000-04-06,44.875
2000-04-07,44.8125
2000-04-10,45.5
2000-04-11,45.125
2000-04-12,46.875
2000-04-13,47.375
2000-04-14,45.25
2000-04-17,44.75
2000-04-18,46.3125
2000-04-19,46.9375
2000-04-20,46.125
2000-04-24,45.0
2000-04-25,46.0625
2000-04-26,44.75
2000-04-27,43.6875
2000-04-28,44.9375
2000-05-01,44.75
2000-05-02,44.0625
2000-05-03,44.0
2000-05-04,44.625
2000-05-05,45.5
2000-05-08,45.9375
2000-05-09,48.9375
2000-05-10,49.9375
2000-05-11,50.5
2000-05-12,49.5
2000-05-15,50.125
2000-05-16,49.5
2000-05-17,48.5625
2000-05-18,48.9375
2000-05-19,49.0625
2000-05-22,50.0625
2000-05-23,49.25
2000-05-24,48.75
2000-05-25,41.5625
2000-05-26,44.1875
2000-05-30,43.25
2000-05-31,44.3125
2000-06-01,45.9375
2000-06-02,44.8125
2000-06-05,45.125
2000-06-06,45.90625
2000-06-07,45.5625
2000-06-08,45.09375
2000-06-09,44.125
2000-06-12,43.09375
2000-06-13,45.6875
2000-06-14,45.75
2000-06-15,47.4375
2000-06-16,47.125
2000-06-19,46.375
2000-06-20,45.90625
2000-06-21,46.65625
2000-06-22,45.28125
2000-06-23,46.53125
2000-06-26,48.15625
2000-06-27,48.40625
2000-06-28,50.359375
2000-06-29,53.96875
2000-06-30,53.75
2000-07-03,52.96875
2000-07-05,53.96875
2000-07-06,54.75
2000-07-07,54.65625
2000-07-10,54.65625
2000-07-11,54.4375
2000-07-12,52.75
2000-07-13,51.78125
2000-07-14,56.03125
2000-07-17,56.71875
2000-07-18,55.4375
2000-07-19,53.875
2000-07-20,53.8125
2000-07-21,55.875
2000-07-24,58.890625
2000-07-25,58.71875
2000-07-26,58.34375
2000-07-27,59.09375
2000-07-28,58.5625
2000-07-31,55.25
2000-08-01,55.5
2000-08-02,54.0625
2000-08-03,52.25
2000-08-04,54.75
2000-08-07,54.4375
2000-08-08,53.484375
2000-08-09,51.9375
2000-08-10,53.15625
2000-08-11,55.03125
2000-08-14,54.03125
2000-08-15,53.09375
2000-08-16,52.46875
2000-08-17,55.21875
2000-08-18,55.71875
2000-08-21,55.4375
2000-08-22,56.4375
2000-08-23,55.0625
2000-08-24,56.5
2000-08-25,60.71875
2000-08-28,59.59375
2000-08-29,59.1875
2000-08-30,60.09375
2000-08-31,61.65625
2000-09-01,63.40625
2000-09-05,63.59375
2000-09-06,65.3125
2000-09-07,69.71875
2000-09-08,69.71875
2000-09-11,68.625
2000-09-12,64.125
2000-09-13,51.0
2000-09-14,54.9375
2000-09-15,55.1875
2000-09-18,56.0
2000-09-19,57.5
2000-09-20,59.125
2000-09-21,59.75
2000-09-22,61.53125
2000-09-25,62.4375
2000-09-26,63.125
2000-09-27,61.4375
2000-09-28,65.0
2000-09-29,65.0
2000-10-02,64.9375
2000-10-03,64.3125
2000-10-04,62.875
2000-10-05,65.8125
2000-10-06,66.0625
2000-10-09,64.875
2000-10-10,66.75
2000-10-11,65.625
2000-10-12,62.9375
2000-10-13,63.625
2000-10-16,63.6875
2000-10-17,64.1875
2000-10-18,62.25
2000-10-19,62.875
2000-10-20,63.9375
2000-10-23,66.0
2000-10-24,65.1875
2000-10-25,64.0
2000-10-26,64.75
2000-10-27,63.1875
2000-10-30,63.375
2000-10-31,62.5625
2000-11-01,59.875
2000-11-02,59.3125
2000-11-03,59.1875
2000-11-06,59.8125
2000-11-07,56.5625
2000-11-08,59.4375
2000-11-09,56.8125
2000-11-10,52.0
2000-11-13,56.9375
2000-11-14,56.5625
2000-11-15,57.0
2000-11-16,56.125
2000-11-17,55.625
2000-11-20,53.875
2000-11-21,51.0625
2000-11-22,48.5
2000-11-24,48.3125
2000-11-27,50.9375
2000-11-28,49.75
2000-11-29,49.6875
2000-11-30,46.0
2000-12-01,45.5625
2000-12-04,44.8125
2000-12-05,45.0
2000-12-06,44.75
2000-12-07,43.25
2000-12-08,44.6875
2000-12-11,45.875
2000-12-12,45.75
2000-12-13,44.875
2000-12-14,44.3125
2000-12-15,43.625
2000-12-18,45.8125
2000-12-19,47.375
2000-12-20,45.1875
2000-12-21,46.3125
2000-12-22,48.0
2000-12-26,49.375
2000-12-27,50.0625
2000-12-28,52.1875
2000-12-29,51.1875
2001-01-02,48.3125
2001-01-03,48.125
2001-01-04,46.75
2001-01-05,46.625
2001-01-08,46.375
2001-01-09,46.75
2001-01-10,44.375
2001-01-11,48.625
2001-01-12,48.3125
2001-01-16,50.25
2001-01-17,48.6875
2001-01-18,47.5625
2001-01-19,48.875
2001-01-22,47.3125
2001-01-23,49.9375
2001-01-24,50.5
2001-01-25,54.5625
2001-01-26,52.8125
2001-01-29,54.599998
2001-01-30,54.09
2001-01-31,52.060001
2001-02-01,54.049999
2001-02-02,52.700001
2001-02-05,53.490002000000004
2001-02-06,53.950001
2001-02-07,52.360001000000004
2001-02-08,53.110001000000004
2001-02-09,52.470001
2001-02-12,54.16
2001-02-13,53.950001
2001-02-14,54.779999
2001-02-15,53.099998
2001-02-16,57.0
2001-02-20,55.599998
2001-02-21,56.0
2001-02-22,55.099998
2001-02-23,52.900002
2001-02-26,55.779999
2001-02-27,55.66
2001-02-28,55.5
2001-03-01,55.0
2001-03-02,56.23
2001-03-05,55.75
2001-03-06,55.700001
2001-03-07,54.16
2001-03-08,55.0
2001-03-09,54.150002
2001-03-12,52.0
2001-03-13,54.5
2001-03-14,55.5
2001-03-15,56.349998
2001-03-16,55.630001
2001-03-19,56.419998
2001-03-20,55.849998
2001-03-21,53.599998
2001-03-22,51.279999
2001-03-23,48.900002
2001-03-26,49.860001000000004
2001-03-27,51.810001
2001-03-28,51.990002000000004
2001-03-29,53.25
2001-03-30,52.599998
2001-04-02,50.889998999999996
2001-04-03,49.009997999999996
2001-04-04,48.849998
2001-04-05,50.59
2001-04-06,50.07
2001-04-09,51.110001000000004
2001-04-10,50.619999
2001-04-11,49.48
2001-04-12,50.470001
2001-04-16,50.82
2001-04-17,51.09
2001-04-18,49.049999
2001-04-19,51.369999
2001-04-20,49.060001
2001-04-23,48.779999
2001-04-24,46.669998
2001-04-25,48.189999
2001-04-26,48.419998
2001-04-27,49.75
2001-04-30,49.799999
2001-05-01,49.91
2001-05-02,48.52
2001-05-03,47.650002
2001-05-04,47.09
2001-05-07,48.48
2001-05-08,49.450001
2001-05-09,50.990002000000004
2001-05-10,52.0
2001-05-11,50.68
2001-05-14,50.720001
2001-05-15,50.59
2001-05-16,52.18
2001-05-17,52.919998
2001-05-18,52.990002000000004
2001-05-21,54.23
2001-05-22,55.549999
2001-05-23,55.900002
2001-05-24,58.75
2001-05-25,58.77
2001-05-29,59.619999
2001-05-30,58.860001000000004
2001-05-31,60.099998
2001-06-01,63.290001000000004
2001-06-04,62.700001
2001-06-05,62.549999
2001-06-06,63.029999
2001-06-07,62.279999
2001-06-08,62.299999
2001-06-11,61.759997999999996
2001-06-12,61.650002
2001-06-13,61.080002
2001-06-14,60.790001000000004
2001-06-15,61.5
2001-06-18,61.560001
2001-06-19,62.080002
2001-06-20,63.43
2001-06-21,63.84
2001-06-22,63.43
2001-06-25,62.48
2001-06-26,61.23
2001-06-27,62.0
2001-06-28,62.77
2001-06-29,61.639998999999996
2001-07-02,61.220001
2001-07-03,61.200001
2001-07-05,60.43
2001-07-06,60.41
2001-07-09,61.299999
2001-07-10,61.639998999999996
2001-07-11,60.439999
2001-07-12,61.529999
2001-07-13,62.740002000000004
2001-07-16,62.220001
2001-07-17,62.900002
2001-07-18,62.02
2001-07-19,62.060001
2001-07-20,61.450001
2001-07-23,61.560001
2001-07-24,60.790001000000004
2001-07-25,63.740002000000004
2001-07-26,64.18
2001-07-27,65.029999
2001-07-30,64.839996
2001-07-31,65.849998
2001-08-01,64.449997
2001-08-02,63.959998999999996
2001-08-03,63.560001
2001-08-06,63.360001000000004
2001-08-07,63.5
2001-08-08,62.200001
2001-08-09,62.119999
2001-08-10,61.849998
2001-08-13,63.330002
2001-08-14,60.5
2001-08-15,57.279999
2001-08-16,57.150002
2001-08-17,57.130001
2001-08-20,55.27
2001-08-21,55.299999
2001-08-22,54.48
2001-08-23,57.290001000000004
2001-08-24,58.23
2001-08-27,58.779999
2001-08-28,57.990002000000004
2001-08-29,57.380001
2001-08-30,56.439999
2001-08-31,56.099998
2001-09-04,56.279999
2001-09-05,57.209998999999996
2001-09-06,56.080002
2001-09-07,55.349998
2001-09-10,55.119999
2001-09-17,53.52
2001-09-18,51.950001
2001-09-19,48.950001
2001-09-20,49.360001000000004
2001-09-21,48.66
2001-09-24,50.049999
2001-09-25,51.48
2001-09-26,51.610001000000004
2001-09-27,53.5
2001-09-28,54.709998999999996
2001-10-01,56.540001000000004
2001-10-02,56.240002000000004
2001-10-03,57.0
2001-10-04,57.25
2001-10-05,57.150002
2001-10-08,57.32
2001-10-09,56.110001000000004
2001-10-10,52.939999
2001-10-11,53.450001
2001-10-12,52.599998
2001-10-15,51.400002
2001-10-16,51.549999
2001-10-17,49.299999
2001-10-18,48.5
2001-10-19,49.810001
2001-10-22,51.16
2001-10-23,48.110001000000004
2001-10-24,47.990002000000004
2001-10-25,48.220001
2001-10-26,50.25
2001-10-29,49.619999
2001-10-30,48.200001
2001-10-31,47.68
2001-11-01,48.080002
2001-11-02,48.02
2001-11-05,48.5
2001-11-06,48.080002
2001-11-07,47.509997999999996
2001-11-08,45.950001
2001-11-09,46.060001
2001-11-12,47.150002
2001-11-13,28.540001
2001-11-14,27.879998999999998
2001-11-15,28.450001
2001-11-16,28.74
2001-11-19,29.059998999999998
2001-11-20,28.709999
2001-11-21,28.33
2001-11-23,28.15
2001-11-26,28.9
2001-11-27,29.43
2001-11-28,28.93
2001-11-29,29.68
2001-11-30,29.93
2001-12-03,29.969998999999998
2001-12-04,29.379998999999998
2001-12-05,30.110001
2001-12-06,31.58
2001-12-07,32.130001
2001-12-10,32.290001000000004
2001-12-11,31.42
2001-12-12,31.549999
2001-12-13,30.870001000000002
2001-12-14,31.08
2001-12-17,30.98
2001-12-18,31.049999
2001-12-19,31.129998999999998
2001-12-20,31.02
2001-12-21,31.040001
2001-12-24,31.049999
2001-12-26,31.469998999999998
2001-12-27,32.0
2001-12-28,32.41
2001-12-31,31.389999
2002-01-02,31.02
2002-01-03,30.93
2002-01-04,30.299999
2002-01-07,30.41
2002-01-08,30.620001000000002
2002-01-09,30.52
2002-01-10,30.67
2002-01-11,30.68
2002-01-14,30.68
2002-01-15,30.450001
2002-01-16,30.5
2002-01-17,30.02
2002-01-18,29.879998999999998
2002-01-22,29.76
2002-01-23,29.92
2002-01-24,29.940001000000002
2002-01-25,30.42
2002-01-28,30.139999
2002-01-29,29.299999
2002-01-30,29.389999
2002-01-31,29.299999
2002-02-01,29.540001
2002-02-04,28.41
2002-02-05,27.690001000000002
2002-02-06,27.08
2002-02-07,27.200001
2002-02-08,27.84
2002-02-11,28.68
2002-02-12,28.73
2002-02-13,29.389999
2002-02-14,29.370001000000002
2002-02-15,29.32
2002-02-19,28.440001000000002
2002-02-20,28.68
2002-02-21,28.93
2002-02-22,28.959999
2002-02-25,28.889999
2002-02-26,29.139999
2002-02-27,29.799999
2002-02-28,29.280001000000002
2002-03-01,29.1
2002-03-04,29.0
2002-03-05,29.049999
2002-03-06,30.549999
2002-03-07,30.16
2002-03-08,30.219998999999998
2002-03-11,31.4
2002-03-12,32.099998
2002-03-13,32.380001
2002-03-14,32.77
2002-03-15,32.060001
2002-03-18,32.810001
2002-03-19,32.66
2002-03-20,31.799999
2002-03-21,31.83
2002-03-22,31.639999
2002-03-25,31.15
2002-03-26,31.110001
2002-03-27,30.74
2002-03-28,27.09
2002-04-01,26.41
2002-04-02,26.860001
2002-04-03,26.629998999999998
2002-04-04,25.549999
2002-04-05,24.200001
2002-04-08,24.1
2002-04-09,24.200001
2002-04-10,24.780001000000002
2002-04-11,24.0
2002-04-12,24.15
2002-04-15,24.120001000000002
2002-04-16,24.67
2002-04-17,24.4
2002-04-18,24.799999
2002-04-19,24.6
2002-04-22,24.33
2002-04-23,24.1
2002-04-24,24.209999
2002-04-25,24.18
2002-04-26,24.620001000000002
2002-04-29,24.370001000000002
2002-04-30,24.6
2002-05-01,24.719998999999998
2002-05-02,24.73
2002-05-03,25.01
2002-05-06,24.530001000000002
2002-05-07,24.15
2002-05-08,25.200001
2002-05-09,24.790001
2002-05-10,24.23
2002-05-13,24.48
2002-05-14,25.18
2002-05-15,25.5
2002-05-16,25.6
2002-05-17,26.6
2002-05-20,26.549999
2002-05-21,26.01
2002-05-22,25.75
2002-05-23,26.18
2002-05-24,26.4
2002-05-28,26.610001
2002-05-29,26.209999
2002-05-30,26.190001000000002
2002-05-31,26.0
2002-06-03,25.91
2002-06-04,26.01
2002-06-05,26.15
2002-06-06,25.85
2002-06-07,25.9
2002-06-10,25.82
2002-06-11,25.129998999999998
2002-06-12,24.389999
2002-06-13,24.66
2002-06-14,25.5
2002-06-17,26.030001000000002
2002-06-18,26.360001
2002-06-19,25.790001
2002-06-20,24.959999
2002-06-21,24.93
2002-06-24,24.370001000000002
2002-06-25,23.77
2002-06-26,24.4
2002-06-27,24.719998999999998
2002-06-28,25.27
2002-07-01,24.139999
2002-07-02,22.450001
2002-07-03,20.889999
2002-07-05,20.299999
2002-07-08,18.9
2002-07-09,19.6
2002-07-10,19.5
2002-07-11,20.01
2002-07-12,20.66
2002-07-15,20.440001000000002
2002-07-16,20.360001
2002-07-17,20.469998999999998
2002-07-18,20.43
2002-07-19,19.969998999999998
2002-07-22,19.129998999999998
2002-07-23,18.620001000000002
2002-07-24,18.799999
2002-07-25,18.889999
2002-07-26,18.77
2002-07-29,19.65
2002-07-30,20.530001000000002
2002-07-31,21.07
2002-08-01,20.34
2002-08-02,20.379998999999998
2002-08-05,19.129998999999998
2002-08-06,19.1
2002-08-07,20.9
2002-08-08,21.49
2002-08-09,21.98
2002-08-12,21.57
2002-08-13,21.620001000000002
2002-08-14,21.73
2002-08-15,21.879998999999998
2002-08-16,21.77
2002-08-19,22.49
2002-08-20,22.41
2002-08-21,22.809998999999998
2002-08-22,23.74
2002-08-23,23.4
2002-08-26,23.940001000000002
2002-08-27,23.280001000000002
2002-08-28,22.76
2002-08-29,23.09
2002-08-30,23.32
2002-09-03,22.18
2002-09-04,23.5
2002-09-05,23.370001000000002
2002-09-06,24.5
2002-09-09,24.450001
2002-09-10,25.299999
2002-09-11,25.559998999999998
2002-09-12,25.73
2002-09-13,25.559998999999998
2002-09-16,25.360001
2002-09-17,25.280001000000002
2002-09-18,25.75
2002-09-19,25.32
2002-09-20,25.129998999999998
2002-09-23,24.799999
2002-09-24,24.26
2002-09-25,24.49
2002-09-26,24.860001
2002-09-27,24.85
2002-09-30,24.51
2002-10-01,25.290001
2002-10-02,24.370001000000002
2002-10-03,24.559998999999998
2002-10-04,23.620001000000002
2002-10-07,23.280001000000002
2002-10-08,23.110001
2002-10-09,22.940001000000002
2002-10-10,22.9
2002-10-11,23.66
