Date,RSG
2000-02-10,6.9166669999999995
2000-02-11,6.7083330000000005
2000-02-14,6.9583330000000005
2000-02-15,7.2916669999999995
2000-02-16,7.2916669999999995
2000-02-17,7.6666669999999995
2000-02-18,7.25
2000-02-22,7.5416669999999995
2000-02-23,7.7083330000000005
2000-02-24,7.5416669999999995
2000-02-25,7.5416669999999995
2000-02-28,7.125
2000-02-29,7.1666669999999995
2000-03-01,7.0833330000000005
2000-03-02,6.9583330000000005
2000-03-03,7.1666669999999995
2000-03-06,7.0833330000000005
2000-03-07,6.875
2000-03-08,6.9166669999999995
2000-03-09,7.4166669999999995
2000-03-10,7.2916669999999995
2000-03-13,7.4166669999999995
2000-03-14,6.9166669999999995
2000-03-15,6.8333330000000005
2000-03-16,7.0
2000-03-17,6.9583330000000005
2000-03-20,7.1666669999999995
2000-03-21,6.9166669999999995
2000-03-22,7.0416669999999995
2000-03-23,7.2083330000000005
2000-03-24,6.875
2000-03-27,7.2916669999999995
2000-03-28,7.25
2000-03-29,7.0833330000000005
2000-03-30,7.0833330000000005
2000-03-31,7.2916669999999995
2000-04-03,7.9583330000000005
2000-04-04,7.75
2000-04-05,7.7916669999999995
2000-04-06,8.291667
2000-04-07,8.625
2000-04-10,8.625
2000-04-11,8.5
2000-04-12,8.208333
2000-04-13,8.333333
2000-04-14,8.125
2000-04-17,8.291667
2000-04-18,8.375
2000-04-19,8.166667
2000-04-20,8.291667
2000-04-24,8.416667
2000-04-25,8.458333
2000-04-26,8.708333
2000-04-27,8.833333
2000-04-28,9.125
2000-05-01,9.333333
2000-05-02,9.333333
2000-05-03,9.041667
2000-05-04,9.125
2000-05-05,9.333333
2000-05-08,9.25
2000-05-09,9.25
2000-05-10,9.333333
2000-05-11,10.833333
2000-05-12,10.875
2000-05-15,10.833333
2000-05-16,10.583333
2000-05-17,10.791667
2000-05-18,10.458333
2000-05-19,10.166667
2000-05-22,9.958333
2000-05-23,9.708333
2000-05-24,9.791667
2000-05-25,10.458333
2000-05-26,11.0
2000-05-30,11.125
2000-05-31,11.0
2000-06-01,10.708333
2000-06-02,10.708333
2000-06-05,10.166667
2000-06-06,9.708333
2000-06-07,9.5
2000-06-08,9.666667
2000-06-09,9.875
2000-06-12,9.833333
2000-06-13,9.291667
2000-06-14,9.458333
2000-06-15,9.583333
2000-06-16,9.375
2000-06-19,9.583333
2000-06-20,9.541667
2000-06-21,9.583333
2000-06-22,9.375
2000-06-23,9.333333
2000-06-26,9.5
2000-06-27,9.458333
2000-06-28,9.583333
2000-06-29,10.541667
2000-06-30,10.604167
2000-07-03,10.75
2000-07-05,10.666667
2000-07-06,10.708333
2000-07-07,10.958333
2000-07-10,10.5
2000-07-11,10.333333
2000-07-12,10.958333
2000-07-13,10.833333
2000-07-14,11.041667
2000-07-17,11.166667
2000-07-18,11.375
2000-07-19,10.666667
2000-07-20,10.625
2000-07-21,10.875
2000-07-24,10.583333
2000-07-25,11.166667
2000-07-26,11.416667
2000-07-27,11.0
2000-07-28,11.166667
2000-07-31,11.166667
2000-08-01,11.166667
2000-08-02,11.125
2000-08-03,10.416667
2000-08-04,10.333333
2000-08-07,11.25
2000-08-08,11.0
2000-08-09,10.916667
2000-08-10,11.0
2000-08-11,11.333333
2000-08-14,11.5
2000-08-15,11.208333
2000-08-16,11.208333
2000-08-17,11.083333
2000-08-18,10.333333
2000-08-21,11.0
2000-08-22,10.791667
2000-08-23,10.583333
2000-08-24,10.583333
2000-08-25,10.5
2000-08-28,10.333333
2000-08-29,10.291667
2000-08-30,10.083333
2000-08-31,9.75
2000-09-01,10.25
2000-09-05,10.291667
2000-09-06,10.416667
2000-09-07,10.75
2000-09-08,10.875
2000-09-11,10.958333
2000-09-12,11.0
2000-09-13,10.625
2000-09-14,10.25
2000-09-15,10.0
2000-09-18,9.875
2000-09-19,9.833333
2000-09-20,9.916667
2000-09-21,9.916667
2000-09-22,9.333333
2000-09-25,9.291667
2000-09-26,9.041667
2000-09-27,8.541667
2000-09-28,8.625
2000-09-29,8.75
2000-10-02,8.875
2000-10-03,9.041667
2000-10-04,9.041667
2000-10-05,9.041667
2000-10-06,9.083333
2000-10-09,8.666667
2000-10-10,8.708333
2000-10-11,8.75
2000-10-12,8.333333
2000-10-13,8.291667
2000-10-16,8.125
2000-10-17,8.125
2000-10-18,7.7916669999999995
2000-10-19,7.5416669999999995
2000-10-20,7.9583330000000005
2000-10-23,8.0
2000-10-24,8.083333
2000-10-25,8.083333
2000-10-26,7.5833330000000005
2000-10-27,7.6666669999999995
2000-10-30,7.9166669999999995
2000-10-31,8.958333
2000-11-01,9.0
2000-11-02,9.083333
2000-11-03,9.208333
2000-11-06,9.166667
2000-11-07,9.625
2000-11-08,9.875
2000-11-09,9.916667
2000-11-10,9.75
2000-11-13,9.791667
2000-11-14,9.791667
2000-11-15,10.083333
2000-11-16,10.25
2000-11-17,10.166667
2000-11-20,10.0
2000-11-21,10.291667
2000-11-22,10.041667
2000-11-24,10.208333
2000-11-27,10.041667
2000-11-28,9.791667
2000-11-29,9.625
2000-11-30,9.708333
2000-12-01,9.916667
2000-12-04,10.25
2000-12-05,10.458333
2000-12-06,10.333333
2000-12-07,10.291667
2000-12-08,10.25
2000-12-11,10.083333
2000-12-12,9.916667
2000-12-13,9.875
2000-12-14,9.708333
2000-12-15,9.75
2000-12-18,10.166667
2000-12-19,10.458333
2000-12-20,10.166667
2000-12-21,10.666667
2000-12-22,10.666667
2000-12-26,10.416667
2000-12-27,10.708333
2000-12-28,11.083333
2000-12-29,11.458333
2001-01-02,11.041667
2001-01-03,10.75
2001-01-04,10.916667
2001-01-05,11.208333
2001-01-08,11.416667
2001-01-09,11.041667
2001-01-10,10.875
2001-01-11,10.666667
2001-01-12,10.583333
2001-01-16,10.833333
2001-01-17,10.5
2001-01-18,10.625
2001-01-19,10.541667
2001-01-22,10.541667
2001-01-23,10.458333
2001-01-24,10.583333
2001-01-25,10.541667
2001-01-26,10.5
2001-01-29,10.58
2001-01-30,9.7
2001-01-31,9.166667
2001-02-01,9.426666
2001-02-02,9.773334
2001-02-05,9.866667
2001-02-06,10.333333
2001-02-07,10.333333
2001-02-08,10.066667
2001-02-09,10.366667
2001-02-12,10.586667
2001-02-13,10.673333
2001-02-14,10.66
2001-02-15,10.666667
2001-02-16,10.66
2001-02-20,10.78
2001-02-21,10.746667
2001-02-22,10.793333
2001-02-23,10.78
2001-02-26,10.833333
2001-02-27,10.833333
2001-02-28,11.093333
2001-03-01,11.266666
2001-03-02,11.406667
2001-03-05,11.533334
2001-03-06,11.52
2001-03-07,11.653334
2001-03-08,12.26
2001-03-09,12.273334
2001-03-12,12.506667
2001-03-13,12.566667
2001-03-14,12.3
2001-03-15,12.0
2001-03-16,12.166667
2001-03-19,12.12
2001-03-20,12.24
2001-03-21,12.033334
2001-03-22,11.36
2001-03-23,11.666667
2001-03-26,11.866667
2001-03-27,11.653334
2001-03-28,11.973333
2001-03-29,12.673333
2001-03-30,12.5
2001-04-02,12.166667
2001-04-03,11.86
2001-04-04,12.0
2001-04-05,12.066667
2001-04-06,12.1
2001-04-09,12.273334
2001-04-10,12.333333
2001-04-11,12.406667
2001-04-12,12.573334
2001-04-16,12.553333
2001-04-17,12.266666
2001-04-18,12.2
2001-04-19,12.233334
2001-04-20,11.9
2001-04-23,12.0
2001-04-24,11.966666
2001-04-25,12.066667
2001-04-26,12.533334
2001-04-27,12.706667
2001-04-30,12.0
2001-05-01,12.666667
2001-05-02,12.413333
2001-05-03,12.286667
2001-05-04,12.013333
2001-05-07,12.173333
2001-05-08,12.273334
2001-05-09,12.4
2001-05-10,12.433333
2001-05-11,12.353333000000001
2001-05-14,12.36
2001-05-15,12.786667
2001-05-16,12.993333
2001-05-17,12.753333
2001-05-18,12.666667
2001-05-21,12.5
2001-05-22,12.306666
2001-05-23,11.966666
2001-05-24,11.966666
2001-05-25,11.813334
2001-05-29,11.933333
2001-05-30,11.873333
2001-05-31,12.253333
2001-06-01,12.533334
2001-06-04,12.673333
2001-06-05,12.7
2001-06-06,12.446667
2001-06-07,12.633333
2001-06-08,12.56
2001-06-11,12.693334
2001-06-12,12.6
2001-06-13,12.8
2001-06-14,12.766666
2001-06-15,12.653334
2001-06-18,12.66
2001-06-19,12.866667
2001-06-20,13.026667
2001-06-21,13.033334
2001-06-22,12.866667
2001-06-25,12.646666999999999
2001-06-26,12.64
2001-06-27,12.766666
2001-06-28,13.113334
2001-06-29,13.233334
2001-07-02,13.2
2001-07-03,13.166667000000002
2001-07-05,13.3
2001-07-06,13.266666
2001-07-09,13.5
2001-07-10,13.346666
2001-07-11,13.62
2001-07-12,13.766666
2001-07-13,13.866667000000001
2001-07-16,13.466666
2001-07-17,13.386666
2001-07-18,13.366667000000001
2001-07-19,13.333332999999998
2001-07-20,13.333332999999998
2001-07-23,13.266666
2001-07-24,12.406667
2001-07-25,12.593333
2001-07-26,12.566667
2001-07-27,12.673333
2001-07-30,12.933333
2001-07-31,13.266666
2001-08-01,13.3
2001-08-02,12.966666
2001-08-03,13.333332999999998
2001-08-06,13.2
2001-08-07,13.133332999999999
2001-08-08,13.14
2001-08-09,13.02
2001-08-10,13.433333
2001-08-13,13.566667
2001-08-14,13.466666
2001-08-15,13.326667
2001-08-16,13.313334
2001-08-17,13.2
2001-08-20,13.293332999999999
2001-08-21,13.326667
2001-08-22,13.226666
2001-08-23,13.146667
2001-08-24,13.053333
2001-08-27,13.333332999999998
2001-08-28,13.373332999999999
2001-08-29,13.493332999999998
2001-08-30,13.266666
2001-08-31,13.233334
2001-09-04,13.333332999999998
2001-09-05,13.38
2001-09-06,13.3
2001-09-07,12.833333
2001-09-10,12.733334
2001-09-17,11.933333
2001-09-18,11.48
2001-09-19,11.233334
2001-09-20,10.84
2001-09-21,11.0
2001-09-24,11.293333
2001-09-25,11.366667
2001-09-26,10.746667
2001-09-27,11.2
2001-09-28,10.8
2001-10-01,10.72
2001-10-02,11.066667
2001-10-03,11.333333
2001-10-04,11.393333
2001-10-05,11.246667
2001-10-08,11.08
2001-10-09,11.24
2001-10-10,11.466666
2001-10-11,11.686666
2001-10-12,11.606667
2001-10-15,11.266666
2001-10-16,11.853333000000001
2001-10-17,11.766666
2001-10-18,11.806666
2001-10-19,11.566667
2001-10-22,11.3
2001-10-23,11.333333
2001-10-24,11.426666
2001-10-25,11.606667
2001-10-26,11.7
2001-10-29,11.293333
2001-10-30,11.166667
2001-10-31,10.92
2001-11-01,10.7
2001-11-02,10.3
2001-11-05,10.54
2001-11-06,11.033334
2001-11-07,11.306666
2001-11-08,11.173333
2001-11-09,11.353333000000001
2001-11-12,11.1
2001-11-13,11.333333
2001-11-14,11.52
2001-11-15,11.906667
2001-11-16,12.206667
2001-11-19,12.173333
2001-11-20,12.133333
2001-11-21,11.853333000000001
2001-11-23,11.933333
2001-11-26,11.88
2001-11-27,11.666667
2001-11-28,11.533334
2001-11-29,11.326667
2001-11-30,11.5
2001-12-03,11.533334
2001-12-04,11.34
2001-12-05,11.366667
2001-12-06,12.346666
2001-12-07,12.453333
2001-12-10,12.233334
2001-12-11,12.02
2001-12-12,11.873333
2001-12-13,12.7
2001-12-14,12.9
2001-12-17,13.173333
2001-12-18,13.233334
2001-12-19,12.9
2001-12-20,13.0
2001-12-21,13.566667
2001-12-24,13.566667
2001-12-26,13.393332999999998
2001-12-27,13.433333
2001-12-28,13.5
2001-12-31,13.313334
2002-01-02,13.326667
2002-01-03,13.146667
2002-01-04,12.966666
2002-01-07,13.133332999999999
2002-01-08,13.02
2002-01-09,12.88
2002-01-10,12.666667
2002-01-11,12.866667
2002-01-14,12.946667
2002-01-15,13.0
2002-01-16,13.026667
2002-01-17,12.993333
2002-01-18,12.893333
2002-01-22,12.926666
2002-01-23,12.92
2002-01-24,12.886666
2002-01-25,12.966666
2002-01-28,12.666667
2002-01-29,12.666667
2002-01-30,12.22
2002-01-31,11.6
2002-02-01,11.32
2002-02-04,11.166667
2002-02-05,11.26
2002-02-06,11.253333
2002-02-07,11.3
2002-02-08,11.32
2002-02-11,11.333333
2002-02-12,11.253333
2002-02-13,11.22
2002-02-14,11.533334
2002-02-15,11.666667
2002-02-19,11.573334
2002-02-20,11.633333
2002-02-21,11.6
2002-02-22,11.726666
2002-02-25,11.58
2002-02-26,11.593333
2002-02-27,12.08
2002-02-28,11.966666
2002-03-01,12.093333
2002-03-04,12.393333
2002-03-05,12.3
2002-03-06,12.4
2002-03-07,12.366667
2002-03-08,12.066667
2002-03-11,12.053333
2002-03-12,11.746667
2002-03-13,11.6
2002-03-14,11.68
2002-03-15,11.58
2002-03-18,11.56
2002-03-19,12.4
2002-03-20,12.4
2002-03-21,12.266666
2002-03-22,12.46
2002-03-25,12.533334
2002-03-26,12.9
2002-03-27,12.513333
2002-03-28,12.453333
2002-04-01,12.733334
2002-04-02,12.666667
2002-04-03,12.713333
2002-04-04,12.56
2002-04-05,12.6
2002-04-08,12.88
2002-04-09,12.546667
2002-04-10,12.853333000000001
2002-04-11,12.786667
2002-04-12,12.8
2002-04-15,12.893333
2002-04-16,12.926666
2002-04-17,12.746667
2002-04-18,12.653334
2002-04-19,12.733334
2002-04-22,12.733334
2002-04-23,12.78
2002-04-24,12.686666
2002-04-25,12.653334
2002-04-26,12.666667
2002-04-29,12.533334
2002-04-30,13.2
2002-05-01,12.933333
2002-05-02,13.0
2002-05-03,13.0
2002-05-06,12.913333
2002-05-07,12.946667
2002-05-08,13.193334
2002-05-09,13.12
2002-05-10,13.426666
2002-05-13,13.546667000000001
2002-05-14,13.766666
2002-05-15,13.926666
2002-05-16,13.713332999999999
2002-05-17,13.9
2002-05-20,13.833332999999998
2002-05-21,13.746667
2002-05-22,13.36
2002-05-23,13.86
2002-05-24,13.6
2002-05-28,14.1
2002-05-29,14.026667000000002
2002-05-30,14.08
2002-05-31,14.013333
2002-06-03,14.02
2002-06-04,13.693334
2002-06-05,13.986667
2002-06-06,14.066667
2002-06-07,14.24
2002-06-10,14.26
2002-06-11,14.1
2002-06-12,14.38
2002-06-13,14.106667000000002
2002-06-14,13.766666
2002-06-17,14.1
2002-06-18,14.08
2002-06-19,13.84
2002-06-20,13.666667000000002
2002-06-21,13.666667000000002
2002-06-24,13.433333
2002-06-25,13.2
2002-06-26,12.913333
2002-06-27,12.82
2002-06-28,12.713333
2002-07-01,12.846666
2002-07-02,12.646666999999999
2002-07-03,12.666667
2002-07-05,13.166667000000002
2002-07-08,12.866667
2002-07-09,12.786667
2002-07-10,12.6
2002-07-11,12.24
2002-07-12,12.146666999999999
2002-07-15,12.3
2002-07-16,12.573334
2002-07-17,12.76
2002-07-18,12.473333
2002-07-19,12.133333
2002-07-22,11.633333
2002-07-23,11.106667
2002-07-24,11.453333
2002-07-25,11.34
2002-07-26,11.34
2002-07-29,11.78
2002-07-30,11.733334
2002-07-31,11.733334
2002-08-01,12.386666
2002-08-02,12.56
2002-08-05,12.186666
2002-08-06,12.633333
2002-08-07,12.9
2002-08-08,13.5
2002-08-09,13.666667000000002
2002-08-12,13.486667
2002-08-13,13.44
2002-08-14,13.486667
2002-08-15,13.853333
2002-08-16,13.766666
2002-08-19,13.8
2002-08-20,13.846666
2002-08-21,13.986667
2002-08-22,13.98
2002-08-23,13.633332999999999
2002-08-26,13.88
2002-08-27,13.733334
2002-08-28,13.466666
2002-08-29,13.733334
2002-08-30,13.733334
2002-09-03,13.226666
2002-09-04,13.42
2002-09-05,12.94
2002-09-06,13.233334
2002-09-09,13.306666
2002-09-10,13.393332999999998
2002-09-11,13.3
2002-09-12,12.866667
2002-09-13,12.833333
2002-09-16,13.006667
2002-09-17,12.96
2002-09-18,12.813334
2002-09-19,12.626667
2002-09-20,12.666667
2002-09-23,12.66
2002-09-24,12.426666
2002-09-25,12.786667
2002-09-26,12.746667
2002-09-27,12.586667
2002-09-30,12.533334
2002-10-01,13.253333
2002-10-02,13.093333
2002-10-03,13.32
2002-10-04,12.826667
2002-10-07,12.526667
2002-10-08,12.893333
2002-10-09,12.76
2002-10-10,13.093333
2002-10-11,13.133332999999999
2002-10-14,13.153334
2002-10-15,13.34
2002-10-16,12.94
2002-10-17,12.993333
2002-10-18,13.106667
2002-10-21,13.1
2002-10-22,12.993333
2002-10-23,12.96
2002-10-24,13.1
2002-10-25,13.166667000000002
2002-10-28,13.2
2002-10-29,13.8
2002-10-30,13.733334
2002-10-31,13.72
2002-11-01,14.12
2002-11-04,14.18
2002-11-05,13.926666
2002-11-06,14.266666
2002-11-07,14.3
2002-11-08,14.3
2002-11-11,14.326667
2002-11-12,14.313334
2002-11-13,14.333332999999998
2002-11-14,14.4
2002-11-15,14.7
2002-11-18,14.74
2002-11-19,14.24
2002-11-20,13.966666
2002-11-21,14.033334
2002-11-22,14.166667000000002
2002-11-25,14.126667000000001
2002-11-26,13.733334
2002-11-27,14.32
2002-11-29,14.333332999999998
2002-12-02,14.266666
2002-12-03,13.88
2002-12-04,14.006667000000002
2002-12-05,14.093333
2002-12-06,14.2
2002-12-09,13.773334
2002-12-10,13.5
2002-12-11,13.46
2002-12-12,13.666667000000002
2002-12-13,13.433333
2002-12-16,13.666667000000002
2002-12-17,14.0
2002-12-18,14.0
2002-12-19,13.673333
2002-12-20,13.88
2002-12-23,14.186666
2002-12-24,14.0
2002-12-26,13.866667000000001
2002-12-27,13.833332999999998
2002-12-30,13.9
2002-12-31,13.986667
2003-01-02,13.993332999999998
2003-01-03,14.033334
2003-01-06,13.92
2003-01-07,13.78
2003-01-08,13.526667000000002
2003-01-09,13.833332999999998
2003-01-10,13.766666
2003-01-13,13.72
2003-01-14,13.786667000000001
2003-01-15,13.733334
