Date,STI
1985-11-11,9.0
1985-11-12,9.25
1985-11-13,9.3125
1985-11-14,9.28125
1985-11-15,9.4375
1985-11-18,9.6875
1985-11-19,9.625
1985-11-20,9.625
1985-11-21,9.71875
1985-11-22,9.875
1985-11-25,9.71875
1985-11-26,9.78125
1985-11-27,9.875
1985-11-29,9.875
1985-12-02,9.90625
1985-12-03,9.8125
1985-12-04,9.84375
1985-12-05,9.625
1985-12-06,9.625
1985-12-09,9.75
1985-12-10,9.6875
1985-12-11,9.5625
1985-12-12,9.59375
1985-12-13,9.65625
1985-12-16,9.53125
1985-12-17,9.375
1985-12-18,9.4375
1985-12-19,9.4375
1985-12-20,9.5625
1985-12-23,9.53125
1985-12-24,9.5
1985-12-26,9.375
1985-12-27,9.3125
1985-12-30,9.28125
1985-12-31,9.5625
1986-01-02,9.34375
1986-01-03,9.4375
1986-01-06,9.5625
1986-01-07,9.40625
1986-01-08,9.40625
1986-01-09,9.28125
1986-01-10,9.28125
1986-01-13,9.375
1986-01-14,9.21875
1986-01-15,9.09375
1986-01-16,9.09375
1986-01-17,9.0
1986-01-20,8.9375
1986-01-21,8.75
1986-01-22,8.84375
1986-01-23,8.78125
1986-01-24,8.71875
1986-01-27,8.75
1986-01-28,8.8125
1986-01-29,8.8125
1986-01-30,8.90625
1986-01-31,8.90625
1986-02-03,9.0
1986-02-04,9.21875
1986-02-05,9.5
1986-02-06,9.5
1986-02-07,9.5
1986-02-10,9.65625
1986-02-11,9.53125
1986-02-12,9.8125
1986-02-13,9.78125
1986-02-14,9.71875
1986-02-18,9.8125
1986-02-19,9.6875
1986-02-20,9.5
1986-02-21,9.5
1986-02-24,9.5625
1986-02-25,9.5625
1986-02-26,9.5
1986-02-27,9.8125
1986-02-28,10.03125
1986-03-03,9.875
1986-03-04,10.03125
1986-03-05,9.875
1986-03-06,10.0625
1986-03-07,10.09375
1986-03-10,10.4375
1986-03-11,10.5625
1986-03-12,10.4375
1986-03-13,10.53125
1986-03-14,10.625
1986-03-17,10.75
1986-03-18,10.90625
1986-03-19,10.84375
1986-03-20,10.78125
1986-03-21,10.8125
1986-03-24,10.75
1986-03-25,10.65625
1986-03-26,10.71875
1986-03-27,10.625
1986-03-31,10.6875
1986-04-01,10.6875
1986-04-02,10.40625
1986-04-03,10.625
1986-04-04,10.6875
1986-04-07,10.59375
1986-04-08,10.78125
1986-04-09,11.0
1986-04-10,11.1875
1986-04-11,11.09375
1986-04-14,11.0625
1986-04-15,11.5
1986-04-16,11.625
1986-04-17,11.6875
1986-04-18,11.9375
1986-04-21,12.0625
1986-04-22,12.21875
1986-04-23,12.0
1986-04-24,12.09375
1986-04-25,12.1875
1986-04-28,12.03125
1986-04-29,12.09375
1986-04-30,12.0
1986-05-01,11.8125
1986-05-02,11.875
1986-05-05,12.0625
1986-05-06,12.0625
1986-05-07,12.0
1986-05-08,11.96875
1986-05-09,12.0625
1986-05-12,12.0
1986-05-13,11.9375
1986-05-14,11.8125
1986-05-15,11.65625
1986-05-16,11.6875
1986-05-19,11.75
1986-05-20,11.6875
1986-05-21,11.6875
1986-05-22,11.9375
1986-05-23,11.78125
1986-05-27,11.8125
1986-05-28,11.9375
1986-05-29,11.90625
1986-05-30,11.875
1986-06-02,11.84375
1986-06-03,11.78125
1986-06-04,11.75
1986-06-05,11.75
1986-06-06,11.875
1986-06-09,11.75
1986-06-10,11.875
1986-06-11,12.125
1986-06-12,12.21875
1986-06-13,12.34375
1986-06-16,12.5
1986-06-17,12.53125
1986-06-18,12.53125
1986-06-19,12.53125
1986-06-20,12.375
1986-06-23,12.53125
1986-06-24,12.6875
1986-06-25,12.8125
1986-06-26,12.90625
1986-06-27,12.90625
1986-06-30,13.15625
1986-07-01,13.4375
1986-07-02,13.375
1986-07-03,13.5
1986-07-07,13.5
1986-07-08,13.125
1986-07-09,13.25
1986-07-10,13.28125
1986-07-11,13.46875
1986-07-14,13.34375
1986-07-15,13.25
1986-07-16,13.25
1986-07-17,13.1875
1986-07-18,12.8125
1986-07-21,12.9375
1986-07-22,12.75
1986-07-23,12.8125
1986-07-24,12.4375
1986-07-25,12.375
1986-07-28,12.375
1986-07-29,11.9375
1986-07-30,11.875
1986-07-31,11.625
1986-08-01,11.9375
1986-08-04,11.875
1986-08-05,12.1875
1986-08-06,12.1875
1986-08-07,12.1875
1986-08-08,11.625
1986-08-11,12.125
1986-08-12,11.75
1986-08-13,12.0625
1986-08-14,12.1875
1986-08-15,11.875
1986-08-18,12.1875
1986-08-19,12.125
1986-08-20,11.9375
1986-08-21,12.0
1986-08-22,12.0
1986-08-25,12.0625
1986-08-26,12.25
1986-08-27,12.3125
1986-08-28,12.25
1986-08-29,12.0
1986-09-02,11.625
1986-09-03,11.8125
1986-09-04,11.8125
1986-09-05,11.625
1986-09-08,11.4375
1986-09-09,11.1875
1986-09-10,11.0
1986-09-11,10.625
1986-09-12,10.5625
1986-09-15,10.8125
1986-09-16,10.6875
1986-09-17,10.75
1986-09-18,10.875
1986-09-19,10.8125
1986-09-22,10.875
1986-09-23,10.875
1986-09-24,10.9375
1986-09-25,10.875
1986-09-26,10.8125
1986-09-29,10.8125
1986-09-30,10.6875
1986-10-01,10.625
1986-10-02,10.6875
1986-10-03,10.625
1986-10-06,10.625
1986-10-07,10.625
1986-10-08,10.625
1986-10-09,10.625
1986-10-10,10.6875
1986-10-13,10.6875
1986-10-14,10.6875
1986-10-15,10.9375
1986-10-16,10.8125
1986-10-17,10.6875
1986-10-20,10.5
1986-10-21,10.5625
1986-10-22,10.5625
1986-10-23,10.6875
1986-10-24,10.8125
1986-10-27,10.75
1986-10-28,10.6875
1986-10-29,10.6875
1986-10-30,10.625
1986-10-31,10.5625
1986-11-03,10.4375
1986-11-04,10.5
1986-11-05,10.5
1986-11-06,10.5
1986-11-07,10.5
1986-11-10,10.5
1986-11-11,10.5
1986-11-12,10.5
1986-11-13,10.5625
1986-11-14,10.4375
1986-11-17,10.375
1986-11-18,10.4375
1986-11-19,10.375
1986-11-20,10.4375
1986-11-21,10.5
1986-11-24,10.5
1986-11-25,10.3125
1986-11-26,10.25
1986-11-28,10.3125
1986-12-01,10.25
1986-12-02,10.5
1986-12-03,10.625
1986-12-04,11.0625
1986-12-05,11.0
1986-12-08,10.9375
1986-12-09,11.0
1986-12-10,11.0
1986-12-11,11.0
1986-12-12,10.9375
1986-12-15,11.0
1986-12-16,11.0625
1986-12-17,11.0
1986-12-18,11.0
1986-12-19,11.0
1986-12-22,10.8125
1986-12-23,10.3125
1986-12-24,10.3125
1986-12-26,10.3125
1986-12-29,10.125
1986-12-30,9.9375
1986-12-31,10.0
1987-01-02,10.25
1987-01-05,10.875
1987-01-06,11.125
1987-01-07,11.125
1987-01-08,11.25
1987-01-09,11.5
1987-01-12,11.75
1987-01-13,11.4375
1987-01-14,11.5625
1987-01-15,11.5
1987-01-16,11.375
1987-01-19,11.5
1987-01-20,11.4375
1987-01-21,11.375
1987-01-22,11.125
1987-01-23,11.1875
1987-01-26,11.25
1987-01-27,11.375
1987-01-28,11.0625
1987-01-29,10.8125
1987-01-30,11.125
1987-02-02,10.875
1987-02-03,11.125
1987-02-04,11.1875
1987-02-05,11.4375
1987-02-06,11.375
1987-02-09,11.375
1987-02-10,11.625
1987-02-11,11.5625
1987-02-12,11.625
1987-02-13,11.5
1987-02-17,11.4375
1987-02-18,11.625
1987-02-19,11.8125
1987-02-20,11.75
1987-02-23,11.9375
1987-02-24,12.125
1987-02-25,12.3125
1987-02-26,12.5
1987-02-27,12.75
1987-03-02,13.0625
1987-03-03,12.75
1987-03-04,12.5
1987-03-05,12.5
1987-03-06,12.4375
1987-03-09,12.6875
1987-03-10,13.0
1987-03-11,12.875
1987-03-12,13.0
1987-03-13,13.0625
1987-03-16,13.1875
1987-03-17,13.25
1987-03-18,13.3125
1987-03-19,12.875
1987-03-20,12.875
1987-03-23,12.9375
1987-03-24,12.9375
1987-03-25,12.75
1987-03-26,12.5625
1987-03-27,12.3125
1987-03-30,12.3125
1987-03-31,12.3125
1987-04-01,12.0625
1987-04-02,12.25
1987-04-03,12.5
1987-04-06,12.5625
1987-04-07,12.6875
1987-04-08,12.5625
1987-04-09,12.5
1987-04-10,12.375
1987-04-13,12.3125
1987-04-14,11.625
1987-04-15,11.8125
1987-04-16,11.375
1987-04-20,11.625
1987-04-21,11.5625
1987-04-22,11.875
1987-04-23,12.1875
1987-04-24,11.8125
1987-04-27,11.75
1987-04-28,12.0
1987-04-29,11.875
1987-04-30,12.125
1987-05-01,11.875
1987-05-04,11.6875
1987-05-05,11.5
1987-05-06,11.75
1987-05-07,11.625
1987-05-08,11.9375
1987-05-11,11.8125
1987-05-12,11.5
1987-05-13,11.625
1987-05-14,11.75
1987-05-15,11.75
1987-05-18,11.5
1987-05-19,11.5
1987-05-20,11.125
1987-05-21,11.0625
1987-05-22,11.0
1987-05-26,11.25
1987-05-27,11.5
1987-05-28,11.625
1987-05-29,11.5
1987-06-01,11.5
1987-06-02,11.5
1987-06-03,11.5
1987-06-04,11.625
1987-06-05,11.5
1987-06-08,11.625
1987-06-09,11.875
1987-06-10,11.75
1987-06-11,11.75
1987-06-12,12.0625
1987-06-15,12.4375
1987-06-16,12.6875
1987-06-17,12.875
1987-06-18,12.625
1987-06-19,12.625
1987-06-22,12.5625
1987-06-23,12.4375
1987-06-24,12.5625
1987-06-25,12.875
1987-06-26,12.75
1987-06-29,12.875
1987-06-30,12.6875
1987-07-01,12.4375
1987-07-02,12.5625
1987-07-06,12.1875
1987-07-07,11.875
1987-07-08,12.125
1987-07-09,12.1875
1987-07-10,12.1875
1987-07-13,12.125
1987-07-14,12.0625
1987-07-15,11.9375
1987-07-16,11.9375
1987-07-17,11.9375
1987-07-20,11.8125
1987-07-21,11.875
1987-07-22,12.0
1987-07-23,11.875
1987-07-24,11.75
1987-07-27,12.0
1987-07-28,12.1875
1987-07-29,12.375
1987-07-30,12.75
1987-07-31,12.625
1987-08-03,12.9375
1987-08-04,12.875
1987-08-05,12.6875
1987-08-06,12.9375
1987-08-07,13.0
1987-08-10,13.0
1987-08-11,13.4375
1987-08-12,13.875
1987-08-13,13.625
1987-08-14,13.625
1987-08-17,13.75
1987-08-18,13.625
1987-08-19,13.4375
1987-08-20,13.5
1987-08-21,13.375
1987-08-24,13.375
1987-08-25,13.4375
1987-08-26,13.1875
1987-08-27,13.0
1987-08-28,12.5
1987-08-31,12.375
1987-09-01,12.375
1987-09-02,12.25
1987-09-03,12.125
1987-09-04,11.9375
1987-09-08,11.75
1987-09-09,12.1875
1987-09-10,12.4375
1987-09-11,12.1875
1987-09-14,12.375
1987-09-15,12.4375
1987-09-16,12.25
1987-09-17,12.0
1987-09-18,12.5
1987-09-21,12.4375
1987-09-22,12.5
1987-09-23,12.375
1987-09-24,12.125
1987-09-25,12.0625
1987-09-28,12.4375
1987-09-29,12.375
1987-09-30,12.0
1987-10-01,12.25
1987-10-02,12.5
1987-10-05,12.375
1987-10-06,12.0
1987-10-07,12.0
1987-10-08,11.8125
1987-10-09,12.0
1987-10-12,11.6875
1987-10-13,11.9375
1987-10-14,11.75
1987-10-15,11.9375
1987-10-16,11.375
1987-10-19,10.4375
1987-10-20,9.5
1987-10-21,10.625
1987-10-22,10.375
1987-10-23,10.1875
1987-10-26,9.5625
1987-10-27,9.625
1987-10-28,9.4375
1987-10-29,9.75
1987-10-30,10.1875
1987-11-02,10.25
1987-11-03,10.0
1987-11-04,10.125
1987-11-05,10.0
1987-11-06,10.0625
1987-11-09,9.9375
1987-11-10,9.5
1987-11-11,9.5625
1987-11-12,9.6875
1987-11-13,9.5625
1987-11-16,9.75
1987-11-17,9.6875
1987-11-18,9.9375
1987-11-19,9.5625
1987-11-20,9.6875
1987-11-23,9.6875
1987-11-24,9.625
1987-11-25,9.875
1987-11-27,10.0
1987-11-30,9.625
1987-12-01,9.625
1987-12-02,9.625
1987-12-03,9.5
1987-12-04,9.5
1987-12-07,9.1875
1987-12-08,8.8125
1987-12-09,8.9375
1987-12-10,9.375
1987-12-11,9.375
1987-12-14,9.375
1987-12-15,9.625
1987-12-16,9.5
1987-12-17,9.4375
1987-12-18,9.375
1987-12-21,9.375
1987-12-22,9.5625
1987-12-23,9.375
1987-12-24,9.25
1987-12-28,9.0
1987-12-29,9.125
1987-12-30,9.3125
1987-12-31,9.125
1988-01-04,9.5
1988-01-05,9.875
1988-01-06,9.6875
1988-01-07,9.9375
1988-01-08,9.6875
1988-01-11,9.75
1988-01-12,9.75
1988-01-13,9.875
1988-01-14,9.875
1988-01-15,10.375
1988-01-18,10.625
1988-01-19,10.5625
1988-01-20,10.5
1988-01-21,10.5625
1988-01-22,10.875
1988-01-25,10.8125
1988-01-26,10.8125
1988-01-27,11.0
1988-01-28,10.875
1988-01-29,11.25
1988-02-01,11.625
1988-02-02,11.875
1988-02-03,11.9375
1988-02-04,11.9375
1988-02-05,12.0625
1988-02-08,11.8125
1988-02-09,11.6875
1988-02-10,11.625
1988-02-11,11.5
1988-02-12,11.25
1988-02-16,11.375
1988-02-17,11.5
1988-02-18,11.0
1988-02-19,10.9375
1988-02-22,10.9375
1988-02-23,11.0
1988-02-24,11.0
1988-02-25,11.1875
1988-02-26,11.4375
1988-02-29,11.5625
1988-03-01,11.375
1988-03-02,11.3125
1988-03-03,11.25
1988-03-04,11.25
1988-03-07,11.125
1988-03-08,11.3125
1988-03-09,11.3125
1988-03-10,10.9375
1988-03-11,11.0
1988-03-14,11.0
1988-03-15,11.3125
1988-03-16,11.375
1988-03-17,11.4375
1988-03-18,11.375
1988-03-21,11.375
1988-03-22,11.0625
1988-03-23,11.3125
1988-03-24,11.3125
1988-03-25,11.1875
1988-03-28,10.8125
1988-03-29,10.875
1988-03-30,10.5
1988-03-31,10.5
1988-04-04,10.375
1988-04-05,10.625
1988-04-06,11.0
1988-04-07,11.0625
1988-04-08,11.375
1988-04-11,11.3125
1988-04-12,11.0
1988-04-13,10.875
1988-04-14,10.5
1988-04-15,10.625
1988-04-18,10.3125
1988-04-19,10.375
1988-04-20,10.25
1988-04-21,10.0625
1988-04-22,9.9375
1988-04-25,10.125
1988-04-26,10.25
1988-04-27,10.25
1988-04-28,10.0625
1988-04-29,10.0
1988-05-02,9.9375
1988-05-03,10.0625
1988-05-04,10.125
1988-05-05,10.6875
1988-05-06,11.0625
1988-05-09,11.25
1988-05-10,11.25
1988-05-11,11.125
1988-05-12,10.875
1988-05-13,10.875
1988-05-16,10.875
1988-05-17,10.625
1988-05-18,10.6875
1988-05-19,10.8125
1988-05-20,10.6875
1988-05-23,10.5625
1988-05-24,10.5625
1988-05-25,10.75
1988-05-26,10.6875
1988-05-27,10.5625
1988-05-31,11.0
1988-06-01,11.4375
1988-06-02,11.125
1988-06-03,11.0625
1988-06-06,10.9375
1988-06-07,10.875
1988-06-08,11.3125
1988-06-09,11.4375
1988-06-10,11.3125
1988-06-13,11.4375
1988-06-14,11.5625
1988-06-15,11.875
1988-06-16,11.75
1988-06-17,11.75
1988-06-20,11.75
1988-06-21,11.875
1988-06-22,12.125
1988-06-23,11.875
1988-06-24,11.875
1988-06-27,11.6875
1988-06-28,11.875
1988-06-29,11.5
1988-06-30,11.75
1988-07-01,11.4375
1988-07-05,11.3125
1988-07-06,11.25
1988-07-07,11.1875
1988-07-08,11.0625
1988-07-11,11.0
1988-07-12,10.9375
1988-07-13,10.875
1988-07-14,10.8125
1988-07-15,10.75
1988-07-18,10.6875
1988-07-19,10.5625
1988-07-20,10.625
1988-07-21,10.5625
1988-07-22,10.4375
1988-07-25,10.5
1988-07-26,10.5625
1988-07-27,10.4375
1988-07-28,10.6875
1988-07-29,11.3125
1988-08-01,11.1875
1988-08-02,11.0
1988-08-03,11.125
1988-08-04,10.875
1988-08-05,10.9375
1988-08-08,11.0
1988-08-09,10.8125
1988-08-10,10.625
1988-08-11,10.6875
1988-08-12,10.625
1988-08-15,10.5625
1988-08-16,10.6875
1988-08-17,10.75
1988-08-18,10.5625
1988-08-19,10.75
1988-08-22,10.5625
1988-08-23,10.75
1988-08-24,10.875
1988-08-25,10.875
1988-08-26,10.9375
1988-08-29,11.0625
1988-08-30,11.0625
1988-08-31,11.0625
1988-09-01,11.0
1988-09-02,11.1875
1988-09-06,11.5625
1988-09-07,11.625
1988-09-08,11.4375
1988-09-09,11.375
1988-09-12,11.3125
1988-09-13,11.4375
1988-09-14,11.5625
1988-09-15,11.625
1988-09-16,11.9375
1988-09-19,11.6875
1988-09-20,11.75
1988-09-21,11.625
1988-09-22,11.75
1988-09-23,11.625
1988-09-26,11.3125
1988-09-27,11.25
1988-09-28,11.3125
1988-09-29,11.75
1988-09-30,11.5
1988-10-03,11.4375
1988-10-04,11.25
1988-10-05,11.125
1988-10-06,11.0625
1988-10-07,11.3125
1988-10-10,11.1875
1988-10-11,10.875
1988-10-12,11.0
1988-10-13,10.875
1988-10-14,10.75
1988-10-17,10.8125
1988-10-18,11.0625
1988-10-19,10.9375
1988-10-20,11.125
1988-10-21,11.3125
1988-10-24,10.875
1988-10-25,10.6875
1988-10-26,10.875
1988-10-27,10.625
1988-10-28,10.75
1988-10-31,10.75
1988-11-01,10.6875
1988-11-02,10.625
1988-11-03,10.5625
1988-11-04,10.4375
1988-11-07,10.375
1988-11-08,10.5625
1988-11-09,10.625
1988-11-10,10.6875
1988-11-11,10.375
1988-11-14,10.3125
1988-11-15,10.375
1988-11-16,10.3125
1988-11-17,10.25
1988-11-18,10.3125
1988-11-21,10.3125
1988-11-22,10.375
1988-11-23,10.4375
1988-11-25,10.25
1988-11-28,10.25
1988-11-29,10.5
1988-11-30,10.4375
1988-12-01,10.375
1988-12-02,10.25
1988-12-05,10.375
1988-12-06,10.625
1988-12-07,10.5
1988-12-08,10.5625
1988-12-09,10.5
1988-12-12,10.4375
1988-12-13,10.4375
1988-12-14,10.3125
1988-12-15,10.125
1988-12-16,10.125
1988-12-19,10.125
1988-12-20,10.0625
1988-12-21,9.9375
1988-12-22,10.125
1988-12-23,10.3125
1988-12-27,10.0
1988-12-28,10.0625
1988-12-29,10.0625
1988-12-30,9.9375
1989-01-03,10.0
1989-01-04,10.0
1989-01-05,10.0625
1989-01-06,10.125
1989-01-09,10.0625
1989-01-10,10.25
1989-01-11,10.25
1989-01-12,10.3125
1989-01-13,10.5
1989-01-16,10.3125
1989-01-17,10.3125
1989-01-18,10.375
1989-01-19,10.4375
1989-01-20,10.5
1989-01-23,10.4375
1989-01-24,10.75
1989-01-25,10.6875
1989-01-26,10.625
1989-01-27,10.625
1989-01-30,10.625
1989-01-31,10.625
1989-02-01,10.5625
1989-02-02,10.5625
1989-02-03,10.625
1989-02-06,10.625
1989-02-07,10.9375
1989-02-08,10.9375
1989-02-09,10.8125
1989-02-10,10.75
1989-02-13,10.9375
1989-02-14,10.8125
1989-02-15,10.8125
1989-02-16,10.8125
1989-02-17,11.0
1989-02-21,11.0
1989-02-22,10.6875
1989-02-23,10.75
1989-02-24,10.5
1989-02-27,10.4375
1989-02-28,10.5
1989-03-01,10.5625
1989-03-02,10.5625
1989-03-03,10.5625
1989-03-06,10.625
1989-03-07,10.5
1989-03-08,10.5
1989-03-09,10.625
1989-03-10,10.5625
1989-03-13,10.625
1989-03-14,10.5625
1989-03-15,10.6875
1989-03-16,10.75
1989-03-17,10.375
1989-03-20,10.4375
1989-03-21,10.4375
1989-03-22,10.4375
1989-03-23,10.5625
1989-03-27,10.625
1989-03-28,10.5
1989-03-29,10.4375
1989-03-30,10.4375
1989-03-31,10.9375
1989-04-03,10.875
1989-04-04,10.875
1989-04-05,11.1875
1989-04-06,11.0
1989-04-07,11.0
1989-04-10,11.125
1989-04-11,10.875
1989-04-12,10.875
1989-04-13,10.5625
1989-04-14,10.9375
1989-04-17,10.8125
1989-04-18,11.1875
1989-04-19,11.0625
1989-04-20,11.0
1989-04-21,11.4375
1989-04-24,11.3125
1989-04-25,11.0625
1989-04-26,11.0625
1989-04-27,11.0
1989-04-28,11.0
1989-05-01,11.25
1989-05-02,11.375
1989-05-03,11.4375
1989-05-04,11.375
1989-05-05,11.3125
1989-05-08,11.375
1989-05-09,11.3125
1989-05-10,11.25
1989-05-11,11.125
1989-05-12,11.1875
1989-05-15,11.4375
1989-05-16,11.5625
1989-05-17,11.5
1989-05-18,11.625
1989-05-19,11.9375
1989-05-22,12.0
1989-05-23,11.875
1989-05-24,11.9375
1989-05-25,12.0
1989-05-26,12.0
1989-05-30,11.9375
1989-05-31,12.0
1989-06-01,11.9375
1989-06-02,11.9375
1989-06-05,12.125
1989-06-06,12.25
1989-06-07,12.5
1989-06-08,12.6875
1989-06-09,12.75
1989-06-12,12.75
1989-06-13,12.625
1989-06-14,12.375
1989-06-15,12.0
1989-06-16,12.0625
1989-06-19,12.1875
1989-06-20,12.0
1989-06-21,12.0625
1989-06-22,12.0625
1989-06-23,12.3125
1989-06-26,12.3125
1989-06-27,12.3125
1989-06-28,12.25
1989-06-29,12.0
1989-06-30,12.0
1989-07-03,11.875
1989-07-05,11.9375
1989-07-06,11.9375
1989-07-07,12.0625
1989-07-10,11.9375
1989-07-11,12.1875
1989-07-12,12.125
1989-07-13,12.1875
1989-07-14,12.375
1989-07-17,12.1875
1989-07-18,12.1875
1989-07-19,12.25
1989-07-20,12.3125
1989-07-21,12.25
1989-07-24,12.1875
1989-07-25,12.125
1989-07-26,12.25
1989-07-27,12.125
1989-07-28,12.3125
1989-07-31,12.375
1989-08-01,12.1875
1989-08-02,12.375
1989-08-03,12.25
1989-08-04,12.25
1989-08-07,12.8125
1989-08-08,12.8125
1989-08-09,12.6875
1989-08-10,12.875
1989-08-11,12.625
1989-08-14,12.625
1989-08-15,12.5
1989-08-16,12.625
1989-08-17,12.4375
1989-08-18,12.8125
1989-08-21,12.4375
1989-08-22,12.5
1989-08-23,12.625
1989-08-24,12.75
1989-08-25,12.8125
1989-08-28,12.75
1989-08-29,12.5
1989-08-30,12.5
1989-08-31,12.6875
1989-09-01,12.8125
1989-09-05,12.8125
1989-09-06,12.5625
1989-09-07,12.6875
1989-09-08,12.8125
1989-09-11,12.5625
1989-09-12,12.5
1989-09-13,12.5625
1989-09-14,12.75
1989-09-15,12.9375
1989-09-18,13.125
1989-09-19,12.9375
1989-09-20,12.875
1989-09-21,12.6875
1989-09-22,12.8125
1989-09-25,13.0
1989-09-26,12.6875
1989-09-27,12.875
1989-09-28,12.8125
1989-09-29,12.8125
1989-10-02,13.25
1989-10-03,13.1875
1989-10-04,13.1875
1989-10-05,13.4375
1989-10-06,13.1875
1989-10-09,13.25
1989-10-10,12.75
1989-10-11,12.5625
1989-10-12,12.5625
1989-10-13,11.375
1989-10-16,11.75
1989-10-17,11.6875
1989-10-18,11.6875
1989-10-19,11.6875
1989-10-20,11.6875
1989-10-23,11.75
1989-10-24,11.375
1989-10-25,11.5
1989-10-26,11.4375
1989-10-27,11.4375
1989-10-30,11.4375
1989-10-31,11.625
1989-11-01,11.5
1989-11-02,11.375
1989-11-03,11.375
1989-11-06,11.4375
1989-11-07,11.375
1989-11-08,11.4375
1989-11-09,11.375
1989-11-10,11.4375
1989-11-13,11.4375
1989-11-14,11.1875
1989-11-15,11.25
1989-11-16,11.375
1989-11-17,11.1875
1989-11-20,11.0625
1989-11-21,11.0
1989-11-22,11.0
1989-11-24,11.1875
1989-11-27,11.1875
1989-11-28,11.1875
1989-11-29,11.25
1989-11-30,11.4375
1989-12-01,11.375
1989-12-04,11.0625
1989-12-05,11.0625
1989-12-06,11.125
1989-12-07,11.0
1989-12-08,11.0625
1989-12-11,11.1875
1989-12-12,11.0625
1989-12-13,11.1875
1989-12-14,11.125
1989-12-15,11.25
1989-12-18,10.8125
1989-12-19,10.6875
1989-12-20,10.875
1989-12-21,11.1875
1989-12-22,11.1875
1989-12-26,11.1875
1989-12-27,11.375
1989-12-28,11.3125
1989-12-29,11.4375
1990-01-02,11.375
1990-01-03,11.3125
1990-01-04,11.3125
1990-01-05,11.3125
1990-01-08,11.3125
1990-01-09,11.1875
1990-01-10,11.0
1990-01-11,11.3125
1990-01-12,10.9375
1990-01-15,10.9375
1990-01-16,11.0625
1990-01-17,10.9375
1990-01-18,10.875
1990-01-19,10.6875
1990-01-22,10.5
1990-01-23,10.5
1990-01-24,10.5
1990-01-25,10.1875
1990-01-26,10.3125
1990-01-29,10.5625
1990-01-30,10.5
1990-01-31,10.4375
1990-02-01,10.3125
1990-02-02,10.4375
1990-02-05,10.4375
1990-02-06,10.25
1990-02-07,10.375
1990-02-08,10.25
1990-02-09,10.375
1990-02-12,10.3125
1990-02-13,10.4375
1990-02-14,10.4375
1990-02-15,10.625
1990-02-16,10.8125
1990-02-20,10.6875
1990-02-21,10.8125
1990-02-22,10.75
1990-02-23,10.6875
1990-02-26,10.875
1990-02-27,10.875
1990-02-28,10.9375
1990-03-01,10.9375
1990-03-02,10.75
1990-03-05,10.5625
1990-03-06,10.75
1990-03-07,10.625
1990-03-08,10.75
1990-03-09,10.5625
1990-03-12,10.625
1990-03-13,10.4375
1990-03-14,10.4375
1990-03-15,10.5
1990-03-16,10.4375
1990-03-19,10.5
1990-03-20,10.5625
1990-03-21,10.4375
1990-03-22,10.5
1990-03-23,10.5625
1990-03-26,10.5
1990-03-27,10.625
1990-03-28,10.5
1990-03-29,10.5625
1990-03-30,10.5625
1990-04-02,10.5
1990-04-03,10.6875
1990-04-04,10.625
1990-04-05,10.5
1990-04-06,10.4375
1990-04-09,10.625
1990-04-10,10.875
1990-04-11,10.9375
1990-04-12,10.9375
1990-04-16,10.625
1990-04-17,10.75
1990-04-18,10.375
1990-04-19,10.4375
