Date,DBI
2010-06-03,13.48
2010-06-04,12.61
2010-06-07,12.16
2010-06-08,12.555
2010-06-09,12.555
2010-06-10,13.21
2010-06-11,13.335
2010-06-14,13.535
2010-06-15,13.605
2010-06-16,13.325
2010-06-17,13.01
2010-06-18,12.61
2010-06-21,12.345
2010-06-22,12.1
2010-06-23,11.94
2010-06-24,11.845
2010-06-25,12.065
2010-06-28,12.24
2010-06-29,11.17
2010-06-30,11.23
2010-07-01,11.05
2010-07-02,11.14
2010-07-06,10.96
2010-07-07,11.01
2010-07-08,11.05
2010-07-09,11.455
2010-07-12,11.41
2010-07-13,11.75
2010-07-14,12.025
2010-07-15,12.09
2010-07-16,11.605
2010-07-19,11.52
2010-07-20,11.965
2010-07-21,12.09
2010-07-22,12.695
2010-07-23,13.355
2010-07-26,13.57
2010-07-27,13.54
2010-07-28,13.48
2010-07-29,13.425
2010-07-30,13.305
2010-08-02,13.6
2010-08-03,12.845
2010-08-04,13.93
2010-08-05,13.645
2010-08-06,13.32
2010-08-09,13.21
2010-08-10,12.885
2010-08-11,12.255
2010-08-12,12.305
2010-08-13,11.86
2010-08-16,11.785
2010-08-17,12.13
2010-08-18,12.6
2010-08-19,12.505
2010-08-20,12.87
2010-08-23,12.625
2010-08-24,12.35
2010-08-25,12.14
2010-08-26,11.885
2010-08-27,12.16
2010-08-30,11.895
2010-08-31,11.875
2010-09-01,12.335
2010-09-02,11.855
2010-09-03,12.095
2010-09-07,11.665
2010-09-08,11.945
2010-09-09,11.85
2010-09-10,12.33
2010-09-13,13.265
2010-09-14,13.385
2010-09-15,13.535
2010-09-16,13.38
2010-09-17,13.905
2010-09-20,14.33
2010-09-21,13.685
2010-09-22,13.41
2010-09-23,13.84
2010-09-24,14.545
2010-09-27,14.8
2010-09-28,14.745
2010-09-29,14.675
2010-09-30,14.35
2010-10-01,14.985
2010-10-04,14.635
2010-10-05,14.81
2010-10-06,14.58
2010-10-07,14.915
2010-10-08,15.39
2010-10-11,15.595
2010-10-12,15.485
2010-10-13,15.65
2010-10-14,15.475
2010-10-15,15.65
2010-10-18,16.15
2010-10-19,16.030001000000002
2010-10-20,16.059998999999998
2010-10-21,15.595
2010-10-22,15.9
2010-10-25,16.48
2010-10-26,16.545
2010-10-27,16.674999
2010-10-28,16.575001
2010-10-29,16.635
2010-11-01,16.684998999999998
2010-11-02,16.790001
2010-11-03,17.395
2010-11-04,18.139999
2010-11-05,19.165001
2010-11-08,19.174999
2010-11-09,18.59
2010-11-10,18.795
2010-11-11,18.92
2010-11-12,18.360001
2010-11-15,18.465
2010-11-16,17.815001000000002
2010-11-17,18.75
2010-11-18,18.985001
2010-11-19,19.299999
2010-11-22,19.924999
2010-11-23,19.635
2010-11-24,19.594998999999998
2010-11-26,19.440001000000002
2010-11-29,19.545
2010-11-30,19.549999
2010-12-01,19.725
2010-12-02,20.084999
2010-12-03,19.959999
2010-12-06,19.370001000000002
2010-12-07,20.105
2010-12-08,19.77
2010-12-09,19.635
2010-12-10,19.475
2010-12-13,19.075001
2010-12-14,19.235001
2010-12-15,19.385
2010-12-16,19.725
2010-12-17,19.745001000000002
2010-12-20,19.745001000000002
2010-12-21,19.965
2010-12-22,19.375
2010-12-23,19.415001
2010-12-27,19.475
2010-12-28,19.389999
2010-12-29,19.33
2010-12-30,19.26
2010-12-31,19.549999
2011-01-03,19.26
2011-01-04,18.254998999999998
2011-01-05,18.025
2011-01-06,17.51
2011-01-07,17.745001000000002
2011-01-10,17.209999
2011-01-11,16.955
2011-01-12,17.565001000000002
2011-01-13,17.545
2011-01-14,17.764999
2011-01-18,16.940001000000002
2011-01-19,16.530001000000002
2011-01-20,17.35
2011-01-21,17.42
2011-01-24,17.565001000000002
2011-01-25,17.379998999999998
2011-01-26,17.465
2011-01-27,17.285
2011-01-28,16.639999
2011-01-31,16.645
2011-02-01,17.200001
2011-02-02,17.15
2011-02-03,17.775
2011-02-04,17.575001
2011-02-07,17.84
2011-02-08,18.115
2011-02-09,20.83
2011-02-10,20.540001
2011-02-11,20.525
2011-02-14,20.33
2011-02-15,19.709999
2011-02-16,20.305
2011-02-17,20.5
2011-02-18,20.440001000000002
2011-02-22,19.995001000000002
2011-02-23,19.66
2011-02-24,19.700001
2011-02-25,19.9
2011-02-28,20.305
2011-03-01,19.799999
2011-03-02,20.0
2011-03-03,20.360001
2011-03-04,20.57
2011-03-07,19.860001
2011-03-08,20.565001000000002
2011-03-09,20.65
2011-03-10,20.35
2011-03-11,20.65
2011-03-14,20.605
2011-03-15,19.125
2011-03-16,19.549999
2011-03-17,20.09
2011-03-18,19.200001
2011-03-21,19.115
2011-03-22,18.74
2011-03-23,18.834999
2011-03-24,19.68
2011-03-25,19.360001
2011-03-28,19.355
2011-03-29,19.594998999999998
2011-03-30,20.275
2011-03-31,19.98
2011-04-01,20.735001
2011-04-04,20.530001000000002
2011-04-05,21.565001000000002
2011-04-06,21.735001
2011-04-07,22.025
2011-04-08,21.485001
2011-04-11,21.725
2011-04-12,21.385
2011-04-13,21.49
2011-04-14,21.360001
2011-04-15,21.969998999999998
2011-04-18,21.895
2011-04-19,22.065001000000002
2011-04-20,22.76
2011-04-21,22.68
2011-04-25,22.965
2011-04-26,22.965
2011-04-27,23.84
2011-04-28,23.860001
2011-04-29,23.74
2011-05-02,23.58
2011-05-03,23.0
2011-05-04,21.905001000000002
2011-05-05,22.075001
2011-05-06,22.084999
2011-05-09,22.275
2011-05-10,22.514999
2011-05-11,22.375
2011-05-12,22.264999
2011-05-13,22.5
2011-05-16,22.115
2011-05-17,21.965
2011-05-18,22.049999
2011-05-19,22.195
2011-05-20,21.655001000000002
2011-05-23,21.594998999999998
2011-05-24,25.235001
2011-05-25,24.615
2011-05-26,24.959999
2011-05-27,25.665001
2011-05-31,25.075001
2011-06-01,24.27
2011-06-02,23.844998999999998
2011-06-03,23.74
2011-06-06,22.785
2011-06-07,23.309998999999998
2011-06-08,22.865
2011-06-09,23.870001000000002
2011-06-10,23.305
2011-06-13,23.405001000000002
2011-06-14,24.025
2011-06-15,23.360001
2011-06-16,23.25
2011-06-17,23.475
2011-06-20,24.15
2011-06-21,24.969998999999998
2011-06-22,24.610001
2011-06-23,25.445
2011-06-24,24.745001000000002
2011-06-27,24.735001
2011-06-28,24.950001
2011-06-29,25.549999
2011-06-30,25.305
2011-07-01,25.73
2011-07-05,25.934998999999998
2011-07-06,26.205
2011-07-07,27.295
2011-07-08,27.370001000000002
2011-07-11,26.495001000000002
2011-07-12,26.559998999999998
2011-07-13,27.084999
2011-07-14,26.785
2011-07-15,27.129998999999998
2011-07-18,26.84
2011-07-19,27.525
2011-07-20,27.58
2011-07-21,27.370001000000002
2011-07-22,27.655001000000002
2011-07-25,27.110001
2011-07-26,27.0
2011-07-27,26.455
2011-07-28,26.66
2011-07-29,26.49
2011-08-01,27.08
2011-08-02,25.555
2011-08-03,26.690001000000002
2011-08-04,23.99
2011-08-05,24.18
2011-08-08,21.41
2011-08-09,23.76
2011-08-10,22.85
2011-08-11,22.725
2011-08-12,22.790001
2011-08-15,22.799999
2011-08-16,22.035
2011-08-17,21.65
2011-08-18,19.91
2011-08-19,18.905001000000002
2011-08-22,18.915001
2011-08-23,20.665001
2011-08-24,21.299999
2011-08-25,21.57
2011-08-26,22.485001
2011-08-29,23.605
2011-08-30,23.549999
2011-08-31,23.205
2011-09-01,22.73
2011-09-02,22.129998999999998
2011-09-06,22.450001
2011-09-07,23.379998999999998
2011-09-08,22.715
2011-09-09,22.275
2011-09-12,22.450001
2011-09-13,23.040001
2011-09-14,23.725
2011-09-15,23.75
2011-09-16,23.334999
2011-09-19,23.924999
2011-09-20,23.045
2011-09-21,22.434998999999998
2011-09-22,21.83
2011-09-23,22.52
2011-09-26,23.684998999999998
2011-09-27,23.865
2011-09-28,23.33
2011-09-29,23.434998999999998
2011-09-30,23.09
2011-10-03,22.5
2011-10-04,23.76
2011-10-05,24.225
2011-10-06,24.695
2011-10-07,24.674999
2011-10-10,25.615
2011-10-11,25.195
2011-10-12,25.315001000000002
2011-10-13,25.059998999999998
2011-10-14,25.695
2011-10-17,24.889999
2011-10-18,25.195
2011-10-19,25.389999
2011-10-20,25.674999
2011-10-21,26.15
2011-10-24,26.705
2011-10-25,26.025
2011-10-26,26.08
2011-10-27,26.885
2011-10-28,26.790001
2011-10-31,26.17
2011-11-01,25.99
2011-11-02,26.295
2011-11-03,26.01
2011-11-04,26.514999
2011-11-07,25.424999
2011-11-08,24.969998999999998
2011-11-09,24.129998999999998
2011-11-10,24.209999
2011-11-11,25.530001000000002
2011-11-14,24.754998999999998
2011-11-15,24.82
2011-11-16,22.73
2011-11-17,22.355
2011-11-18,22.4
2011-11-21,22.424999
2011-11-22,22.610001
2011-11-23,21.92
2011-11-25,21.485001
2011-11-28,22.514999
2011-11-29,21.975
2011-11-30,22.5
2011-12-01,22.844998999999998
2011-12-02,23.025
2011-12-05,23.385
2011-12-06,23.82
2011-12-07,23.870001000000002
2011-12-08,23.66
2011-12-09,24.325001
2011-12-12,24.004998999999998
2011-12-13,22.9
2011-12-14,22.27
2011-12-15,22.355
2011-12-16,22.525
2011-12-19,22.33
2011-12-20,22.525
2011-12-21,22.040001
2011-12-22,21.799999
2011-12-23,22.275
2011-12-27,22.379998999999998
2011-12-28,22.030001000000002
2011-12-29,22.280001000000002
2011-12-30,22.105
2012-01-03,21.135
2012-01-04,20.955
2012-01-05,22.120001000000002
2012-01-06,21.32
2012-01-09,21.32
2012-01-10,24.055
2012-01-11,23.415001
2012-01-12,23.195
2012-01-13,23.295
2012-01-17,23.59
2012-01-18,24.209999
2012-01-19,24.275
2012-01-20,24.145
2012-01-23,24.305
2012-01-24,24.540001
2012-01-25,24.870001000000002
2012-01-26,24.51
2012-01-27,24.745001000000002
2012-01-30,24.705
2012-01-31,24.985001
2012-02-01,25.305
2012-02-02,24.924999
2012-02-03,25.23
2012-02-06,25.610001
2012-02-07,25.65
2012-02-08,25.780001000000002
2012-02-09,25.68
2012-02-10,25.465
2012-02-13,25.535
2012-02-14,25.42
2012-02-15,25.875
2012-02-16,26.334999
2012-02-17,26.75
2012-02-21,26.639999
2012-02-22,26.6
2012-02-23,27.030001000000002
2012-02-24,26.844998999999998
2012-02-27,27.879998999999998
2012-02-28,28.219998999999998
2012-02-29,28.200001
2012-03-01,28.280001000000002
2012-03-02,27.495001000000002
2012-03-05,27.495001000000002
2012-03-06,26.855
2012-03-07,27.18
2012-03-08,27.485001
2012-03-09,27.695
2012-03-12,27.58
2012-03-13,28.084999
2012-03-14,27.815001000000002
2012-03-15,28.35
2012-03-16,27.75
2012-03-19,27.165001
2012-03-20,28.065001000000002
2012-03-21,27.709999
2012-03-22,27.485001
2012-03-23,27.370001000000002
2012-03-26,27.375
2012-03-27,27.459999
2012-03-28,27.605
2012-03-29,27.355
2012-03-30,27.385
2012-04-02,27.995001000000002
2012-04-03,28.205
2012-04-04,27.424999
2012-04-05,27.26
2012-04-09,26.77
2012-04-10,26.125
2012-04-11,26.745001000000002
2012-04-12,27.1
2012-04-13,27.105
2012-04-16,27.375
2012-04-17,27.695
2012-04-18,28.309998999999998
2012-04-19,28.08
2012-04-20,28.094998999999998
2012-04-23,27.370001000000002
2012-04-24,27.01
2012-04-25,27.975
2012-04-26,29.049999
2012-04-27,28.74
2012-04-30,28.129998999999998
2012-05-01,28.219998999999998
2012-05-02,29.1
2012-05-03,28.66
2012-05-04,28.379998999999998
2012-05-07,28.360001
2012-05-08,27.575001
2012-05-09,27.959999
2012-05-10,27.785
2012-05-11,27.67
2012-05-14,27.715
2012-05-15,27.725
2012-05-16,27.84
2012-05-17,27.139999
2012-05-18,27.475
2012-05-21,27.9
2012-05-22,30.615
2012-05-23,30.76
2012-05-24,30.695
2012-05-25,30.584999
2012-05-29,30.610001
2012-05-30,29.85
2012-05-31,29.84
2012-06-01,28.629998999999998
2012-06-04,28.665001
2012-06-05,28.895
2012-06-06,29.325001
2012-06-07,28.84
2012-06-08,28.715
2012-06-11,28.559998999999998
2012-06-12,29.375
2012-06-13,28.775
2012-06-14,28.825001
2012-06-15,29.4
2012-06-18,26.065001000000002
2012-06-19,26.235001
2012-06-20,26.610001
2012-06-21,26.389999
2012-06-22,26.525
2012-06-25,26.275
2012-06-26,26.6
2012-06-27,26.879998999999998
2012-06-28,26.74
2012-06-29,27.200001
2012-07-02,27.639999
2012-07-03,27.605
2012-07-05,28.27
2012-07-06,27.969998999999998
2012-07-09,27.725
2012-07-10,27.610001
2012-07-11,27.6
2012-07-12,27.629998999999998
2012-07-13,27.995001000000002
2012-07-16,27.68
2012-07-17,27.615
2012-07-18,27.99
2012-07-19,28.200001
2012-07-20,27.65
2012-07-23,27.83
2012-07-24,27.725
2012-07-25,27.709999
2012-07-26,28.5
2012-07-27,29.68
2012-07-30,29.815001000000002
2012-07-31,29.559998999999998
2012-08-01,29.200001
2012-08-02,29.24
2012-08-03,29.309998999999998
2012-08-06,29.49
2012-08-07,30.004998999999998
2012-08-08,29.975
2012-08-09,29.52
2012-08-10,29.51
2012-08-13,29.620001000000002
2012-08-14,29.525
2012-08-15,29.25
2012-08-16,30.215
2012-08-17,31.32
2012-08-20,30.615
2012-08-21,32.25
2012-08-22,32.165001000000004
2012-08-23,32.099998
2012-08-24,32.209998999999996
2012-08-27,32.384997999999996
2012-08-28,32.27
2012-08-29,32.535
2012-08-30,32.27
2012-08-31,32.259997999999996
2012-09-04,32.325001
2012-09-05,32.084998999999996
2012-09-06,32.584998999999996
2012-09-07,32.395
2012-09-10,32.514998999999996
2012-09-11,31.92
2012-09-12,32.049999
2012-09-13,32.790001000000004
2012-09-14,32.605
2012-09-17,32.59
2012-09-18,32.200001
2012-09-19,32.965
2012-09-20,32.965
2012-09-21,33.459998999999996
2012-09-24,32.865002000000004
2012-09-25,32.525002
2012-09-26,32.68
2012-09-27,33.299999
2012-09-28,33.360001000000004
2012-10-01,32.875
2012-10-02,32.825001
2012-10-03,33.27
2012-10-04,33.900002
2012-10-05,34.195
2012-10-08,34.305
2012-10-09,33.900002
2012-10-10,34.009997999999996
2012-10-11,34.165001000000004
2012-10-12,33.310001
2012-10-15,33.514998999999996
2012-10-16,33.209998999999996
2012-10-17,32.75
2012-10-18,31.809998999999998
2012-10-19,30.985001
2012-10-22,30.93
2012-10-23,31.129998999999998
2012-10-24,30.905001000000002
2012-10-25,31.155001000000002
2012-10-26,30.66
2012-10-31,31.295
2012-11-01,31.549999
2012-11-02,31.375
2012-11-05,31.264999
2012-11-06,31.245001000000002
2012-11-07,30.959999
2012-11-08,30.174999
2012-11-09,30.08
2012-11-12,30.235001
2012-11-13,30.235001
2012-11-14,29.870001000000002
2012-11-15,29.195
2012-11-16,29.575001
2012-11-19,31.145
2012-11-20,33.900002
2012-11-21,33.59
2012-11-23,34.060001
2012-11-26,34.130001
2012-11-27,33.84
2012-11-28,34.02
2012-11-29,34.215
2012-11-30,34.014998999999996
2012-12-03,33.895
2012-12-04,35.259997999999996
2012-12-05,33.785
2012-12-06,34.099998
2012-12-07,33.529999
2012-12-10,32.810001
2012-12-11,32.744999
2012-12-12,32.285
2012-12-13,31.940001000000002
2012-12-14,32.16
2012-12-17,32.279999
2012-12-18,32.630001
2012-12-19,32.994999
2012-12-20,32.709998999999996
2012-12-21,32.435001
2012-12-24,32.404999
2012-12-26,31.825001
2012-12-27,31.934998999999998
2012-12-28,32.154999
2012-12-31,32.845001
2013-01-02,33.075001
2013-01-03,33.389998999999996
2013-01-04,33.715
2013-01-07,32.799999
2013-01-08,32.959998999999996
2013-01-09,33.029999
2013-01-10,32.84
2013-01-11,32.689999
2013-01-14,32.93
2013-01-15,33.599998
2013-01-16,33.715
2013-01-17,33.669998
2013-01-18,34.080002
2013-01-22,33.845001
2013-01-23,33.895
2013-01-24,33.845001
2013-01-25,34.174999
2013-01-28,33.830002
2013-01-29,33.439999
2013-01-30,33.195
2013-01-31,33.465
2013-02-01,33.775002
2013-02-04,33.439999
2013-02-05,33.834998999999996
2013-02-06,34.040001000000004
2013-02-07,33.965
2013-02-08,34.294998
2013-02-11,33.955002
2013-02-12,33.939999
2013-02-13,33.93
2013-02-14,34.005001
2013-02-15,33.744999
2013-02-19,34.439999
2013-02-20,33.794998
2013-02-21,33.540001000000004
2013-02-22,33.645
2013-02-25,32.994999
2013-02-26,32.810001
2013-02-27,33.514998999999996
2013-02-28,33.845001
2013-03-01,33.82
2013-03-04,34.025002
2013-03-05,34.224998
2013-03-06,34.215
2013-03-07,33.990002000000004
2013-03-08,33.860001000000004
2013-03-11,34.674999
2013-03-12,33.785
2013-03-13,34.169998
2013-03-14,34.27
2013-03-15,33.805
2013-03-18,33.525002
2013-03-19,31.450001
2013-03-20,32.049999
2013-03-21,31.695
2013-03-22,32.849998
2013-03-25,32.209998999999996
2013-03-26,31.674999
2013-03-27,31.85
2013-03-28,31.9
2013-04-01,31.455
2013-04-02,32.07
2013-04-03,31.98
2013-04-04,32.599998
2013-04-05,32.665001000000004
2013-04-08,32.77
2013-04-09,32.799999
2013-04-10,33.084998999999996
2013-04-11,33.799999
2013-04-12,33.57
2013-04-15,32.830002
2013-04-16,33.005001
2013-04-17,32.215
2013-04-18,31.629998999999998
2013-04-19,31.745001000000002
2013-04-22,31.635
2013-04-23,31.719998999999998
2013-04-24,31.655001000000002
2013-04-25,32.41
2013-04-26,32.305
2013-04-29,32.455002
2013-04-30,33.060001
2013-05-01,32.375
2013-05-02,31.75
2013-05-03,32.830002
2013-05-06,32.525002
2013-05-07,33.009997999999996
2013-05-08,33.235001000000004
2013-05-09,33.935001
2013-05-10,34.404999
2013-05-13,34.459998999999996
2013-05-14,35.119999
2013-05-15,34.970001
2013-05-16,34.525002
2013-05-17,34.779999
2013-05-20,34.93
2013-05-21,34.93
2013-05-22,34.634997999999996
2013-05-23,34.965
2013-05-24,34.59
2013-05-28,34.990002000000004
2013-05-29,36.240002000000004
2013-05-30,37.055
2013-05-31,36.994999
2013-06-03,36.77
2013-06-04,37.105
2013-06-05,36.860001000000004
2013-06-06,36.75
2013-06-07,36.5
2013-06-10,36.950001
2013-06-11,36.915001000000004
2013-06-12,36.950001
2013-06-13,37.325001
2013-06-14,37.205002
2013-06-17,37.075001
2013-06-18,37.200001
2013-06-19,36.855
2013-06-20,36.18
2013-06-21,36.360001000000004
2013-06-24,35.950001
2013-06-25,36.564999
2013-06-26,36.790001000000004
2013-06-27,37.185001
2013-06-28,36.735001000000004
2013-07-01,37.650002
2013-07-02,38.125
2013-07-03,38.044998
2013-07-05,38.490002000000004
2013-07-08,38.974998
2013-07-09,39.035
2013-07-10,39.174999
2013-07-11,39.415001000000004
2013-07-12,39.490002000000004
2013-07-15,39.235001000000004
2013-07-16,39.084998999999996
2013-07-17,38.919998
2013-07-18,39.209998999999996
2013-07-19,38.799999
2013-07-22,38.605
2013-07-23,37.900002
2013-07-24,37.744999
2013-07-25,37.98
2013-07-26,38.215
2013-07-29,38.02
2013-07-30,37.970001
2013-07-31,37.895
2013-08-01,38.709998999999996
2013-08-02,38.5
2013-08-05,38.779999
2013-08-06,40.625
2013-08-07,40.215
2013-08-08,40.349998
2013-08-09,40.285
2013-08-12,40.435001
2013-08-13,40.810001
2013-08-14,40.220001
2013-08-15,39.794998
2013-08-16,39.369999
2013-08-19,39.419998
2013-08-20,40.185001
2013-08-21,39.924999
2013-08-22,40.139998999999996
2013-08-23,40.400002
2013-08-26,40.66
2013-08-27,43.875
2013-08-28,42.869999
2013-08-29,43.119999
2013-08-30,43.044998
2013-09-03,42.619999
2013-09-04,42.889998999999996
2013-09-05,42.849998
2013-09-06,42.544998
2013-09-09,42.564999
2013-09-10,42.505001
2013-09-11,42.400002
2013-09-12,41.794998
2013-09-13,41.439999
2013-09-16,41.610001000000004
2013-09-17,41.634997999999996
2013-09-18,42.625
2013-09-19,42.25
2013-09-20,42.580002
2013-09-23,42.380001
2013-09-24,42.470001
2013-09-25,42.275002
2013-09-26,42.540001000000004
2013-09-27,42.310001
2013-09-30,42.66
2013-10-01,42.825001
2013-10-02,42.645
2013-10-03,42.384997999999996
2013-10-04,42.400002
2013-10-07,42.744999
2013-10-08,42.450001
2013-10-09,42.305
2013-10-10,42.325001
2013-10-11,42.32
2013-10-14,42.465
2013-10-15,42.0
2013-10-16,40.875
2013-10-17,40.75
2013-10-18,40.325001
2013-10-21,40.34
2013-10-22,40.310001
2013-10-23,40.805
2013-10-24,41.860001000000004
2013-10-25,42.465
2013-10-28,43.424999
2013-10-29,43.264998999999996
2013-10-30,43.395
2013-10-31,43.834998999999996
2013-11-01,43.720001
2013-11-04,44.040001000000004
2013-11-05,44.939999
2013-11-06,44.299999
2013-11-07,43.700001
2013-11-08,44.439999
2013-11-11,44.880001
2013-11-12,45.259997999999996
2013-11-13,45.84
2013-11-14,46.290001000000004
2013-11-15,46.34
2013-11-18,46.639998999999996
2013-11-19,45.75
2013-11-20,46.130001
2013-11-21,46.580002
2013-11-22,46.509997999999996
2013-11-25,47.220001
2013-11-26,44.950001
2013-11-27,44.939999
2013-11-29,44.830002
2013-12-02,44.470001
2013-12-03,44.32
2013-12-04,44.349998
2013-12-05,44.110001000000004
2013-12-06,43.0
2013-12-09,42.869999
2013-12-10,42.470001
2013-12-11,42.849998
2013-12-12,42.950001
2013-12-13,42.93
2013-12-16,42.369999
2013-12-17,41.799999
2013-12-18,42.549999
2013-12-19,41.75
2013-12-20,41.880001
2013-12-23,42.189999
2013-12-24,42.529999
2013-12-26,42.509997999999996
2013-12-27,42.459998999999996
2013-12-30,42.73
2013-12-31,42.73
2014-01-02,43.099998
2014-01-03,43.209998999999996
2014-01-06,42.59
2014-01-07,42.41
2014-01-08,41.650002
2014-01-09,41.07
2014-01-10,39.700001
2014-01-13,38.669998
2014-01-14,38.849998
2014-01-15,39.200001
2014-01-16,38.830002
2014-01-17,38.639998999999996
2014-01-21,38.150002
2014-01-22,37.790001000000004
2014-01-23,37.5
2014-01-24,37.139998999999996
2014-01-27,37.59
2014-01-28,37.889998999999996
2014-01-29,37.439999
2014-01-30,38.0
2014-01-31,37.650002
2014-02-03,36.860001000000004
2014-02-04,37.450001
2014-02-05,37.330002
2014-02-06,38.110001000000004
2014-02-07,37.52
2014-02-10,37.880001
2014-02-11,39.299999
2014-02-12,38.5
2014-02-13,38.599998
2014-02-14,38.060001
2014-02-18,37.68
2014-02-19,37.27
2014-02-20,37.040001000000004
2014-02-21,37.48
2014-02-24,37.389998999999996
2014-02-25,38.240002000000004
2014-02-26,39.169998
2014-02-27,39.209998999999996
2014-02-28,38.48
2014-03-03,38.549999
2014-03-04,39.0
2014-03-05,39.349998
2014-03-06,39.619999
2014-03-07,40.98
2014-03-10,40.93
2014-03-11,40.860001000000004
2014-03-12,40.310001
2014-03-13,39.580002
2014-03-14,39.529999
2014-03-17,39.990002000000004
2014-03-18,38.900002
2014-03-19,37.790001000000004
2014-03-20,37.830002
2014-03-21,37.580002
2014-03-24,36.900002
2014-03-25,35.549999
2014-03-26,35.25
2014-03-27,35.18
2014-03-28,35.439999
2014-03-31,35.860001000000004
2014-04-01,37.0
2014-04-02,37.369999
2014-04-03,37.549999
2014-04-04,36.900002
2014-04-07,36.049999
2014-04-08,36.09
2014-04-09,36.150002
2014-04-10,35.169998
2014-04-11,34.459998999999996
2014-04-14,34.650002
2014-04-15,34.68
2014-04-16,34.119999
2014-04-17,33.900002
2014-04-21,33.900002
2014-04-22,34.639998999999996
2014-04-23,34.139998999999996
2014-04-24,34.09
2014-04-25,33.41
2014-04-28,32.700001
2014-04-29,33.639998999999996
2014-04-30,33.389998999999996
2014-05-01,33.630001
2014-05-02,33.669998
2014-05-05,33.490002000000004
2014-05-06,32.860001000000004
2014-05-07,32.830002
2014-05-08,33.189999
2014-05-09,33.299999
2014-05-12,34.709998999999996
2014-05-13,34.720001
2014-05-14,34.610001000000004
2014-05-15,34.389998999999996
2014-05-16,34.700001
2014-05-19,34.57
2014-05-20,33.240002000000004
2014-05-21,32.470001
2014-05-22,33.389998999999996
2014-05-23,32.93
2014-05-27,32.52
2014-05-28,23.620001000000002
2014-05-29,24.73
2014-05-30,25.049999
2014-06-02,25.24
2014-06-03,25.799999
2014-06-04,25.860001
2014-06-05,26.280001000000002
2014-06-06,27.0
2014-06-09,27.620001000000002
2014-06-10,27.540001
2014-06-11,27.469998999999998
2014-06-12,27.08
2014-06-13,27.32
2014-06-16,27.379998999999998
2014-06-17,28.219998999999998
2014-06-18,28.18
2014-06-19,27.83
2014-06-20,27.639999
2014-06-23,28.0
2014-06-24,28.0
2014-06-25,27.719998999999998
2014-06-26,27.6
2014-06-27,27.889999
2014-06-30,27.940001000000002
2014-07-01,28.059998999999998
2014-07-02,27.68
2014-07-03,28.66
2014-07-07,28.26
2014-07-08,27.879998999999998
2014-07-09,28.0
2014-07-10,27.559998999999998
2014-07-11,27.610001
2014-07-14,27.4
2014-07-15,27.290001
2014-07-16,26.75
2014-07-17,26.950001
2014-07-18,27.66
2014-07-21,27.65
2014-07-22,27.66
2014-07-23,27.49
2014-07-24,27.57
2014-07-25,27.16
2014-07-28,26.34
2014-07-29,26.209999
2014-07-30,26.620001000000002
2014-07-31,26.59
2014-08-01,26.48
2014-08-04,27.290001
2014-08-05,27.360001
2014-08-06,27.4
2014-08-07,26.82
2014-08-08,27.67
2014-08-11,27.459999
2014-08-12,27.360001
2014-08-13,27.6
2014-08-14,27.469998999999998
2014-08-15,26.75
2014-08-18,27.309998999999998
2014-08-19,28.33
2014-08-20,28.209999
2014-08-21,28.24
2014-08-22,28.4
2014-08-25,28.370001000000002
2014-08-26,30.99
2014-08-27,31.440001000000002
2014-08-28,31.01
2014-08-29,30.940001000000002
2014-09-02,30.950001
2014-09-03,30.58
2014-09-04,30.059998999999998
2014-09-05,30.07
2014-09-08,30.559998999999998
2014-09-09,30.27
2014-09-10,30.139999
2014-09-11,30.370001000000002
2014-09-12,30.440001000000002
2014-09-15,30.02
2014-09-16,30.620001000000002
2014-09-17,30.65
2014-09-18,30.84
2014-09-19,30.969998999999998
2014-09-22,30.51
2014-09-23,30.02
2014-09-24,30.27
2014-09-25,30.129998999999998
2014-09-26,30.700001
2014-09-29,30.4
2014-09-30,30.110001
2014-10-01,29.809998999999998
2014-10-02,30.41
2014-10-03,31.219998999999998
2014-10-06,30.32
2014-10-07,29.469998999999998
2014-10-08,30.219998999999998
2014-10-09,29.719998999999998
2014-10-10,30.07
2014-10-13,29.74
2014-10-14,30.34
2014-10-15,30.68
2014-10-16,30.360001
2014-10-17,29.969998999999998
2014-10-20,30.16
2014-10-21,30.83
2014-10-22,30.540001
2014-10-23,30.860001
2014-10-24,30.639999
2014-10-27,30.6
2014-10-28,31.26
2014-10-29,31.07
2014-10-30,30.1
2014-10-31,29.65
2014-11-03,29.780001000000002
2014-11-04,29.99
2014-11-05,30.23
2014-11-06,31.43
2014-11-07,31.190001000000002
2014-11-10,31.01
2014-11-11,30.690001000000002
2014-11-12,31.43
2014-11-13,31.940001000000002
2014-11-14,31.879998999999998
2014-11-17,31.360001
2014-11-18,31.34
2014-11-19,32.07
2014-11-20,32.939999
2014-11-21,33.25
2014-11-24,33.650002
2014-11-25,34.380001
2014-11-26,34.650002
2014-11-28,35.48
2014-12-01,34.360001000000004
2014-12-02,34.110001000000004
2014-12-03,35.02
2014-12-04,34.799999
2014-12-05,34.650002
2014-12-08,34.889998999999996
2014-12-09,34.790001000000004
2014-12-10,34.869999
2014-12-11,35.049999
2014-12-12,35.599998
2014-12-15,36.18
2014-12-16,36.02
2014-12-17,36.130001
2014-12-18,35.93
2014-12-19,35.610001000000004
2014-12-22,35.709998999999996
2014-12-23,36.040001000000004
2014-12-24,36.0
2014-12-26,36.389998999999996
2014-12-29,37.279999
