Date,BP
1987-01-13,14.25
1987-01-14,14.28125
1987-01-15,14.0625
1987-01-16,14.09375
1987-01-19,14.125
1987-01-20,14.3125
1987-01-21,14.1875
1987-01-22,14.25
1987-01-23,14.25
1987-01-26,14.21875
1987-01-27,14.1875
1987-01-28,13.875
1987-01-29,14.0
1987-01-30,13.9375
1987-02-02,14.15625
1987-02-03,14.125
1987-02-04,15.125
1987-02-05,15.3125
1987-02-06,15.125
1987-02-09,15.1875
1987-02-10,15.0
1987-02-11,14.75
1987-02-12,14.40625
1987-02-13,14.71875
1987-02-17,14.71875
1987-02-18,14.65625
1987-02-19,14.25
1987-02-20,14.0
1987-02-23,13.875
1987-02-24,13.625
1987-02-25,13.5
1987-02-26,13.78125
1987-02-27,13.84375
1987-03-02,13.65625
1987-03-03,14.0625
1987-03-04,14.1875
1987-03-05,14.46875
1987-03-06,14.875
1987-03-09,14.75
1987-03-10,14.8125
1987-03-11,14.78125
1987-03-12,15.03125
1987-03-13,15.15625
1987-03-16,15.46875
1987-03-17,16.09375
1987-03-18,15.9375
1987-03-19,16.0625
1987-03-20,16.0625
1987-03-23,16.625
1987-03-24,16.65625
1987-03-25,16.21875
1987-03-26,17.84375
1987-03-27,17.625
1987-03-30,17.5625
1987-03-31,17.5625
1987-04-01,17.71875
1987-04-02,17.6875
1987-04-03,17.65625
1987-04-06,17.8125
1987-04-07,17.875
1987-04-08,17.75
1987-04-09,17.75
1987-04-10,17.75
1987-04-13,17.6875
1987-04-14,17.625
1987-04-15,17.59375
1987-04-16,17.65625
1987-04-20,17.625
1987-04-21,17.65625
1987-04-22,17.625
1987-04-23,17.75
1987-04-24,17.9375
1987-04-27,18.03125
1987-04-28,18.34375
1987-04-29,18.375
1987-04-30,18.46875
1987-05-01,18.5
1987-05-04,18.28125
1987-05-05,18.34375
1987-05-06,18.40625
1987-05-07,18.4375
1987-05-08,18.46875
1987-05-11,18.46875
1987-05-12,18.625
1987-05-13,18.5
1987-05-14,18.5625
1987-05-15,18.5625
1987-05-18,18.65625
1987-05-19,18.59375
1987-05-20,18.5
1987-05-21,18.6875
1987-05-22,18.46875
1987-05-26,18.5
1987-05-27,18.40625
1987-05-28,18.46875
1987-05-29,18.46875
1987-06-01,18.46875
1987-06-02,18.46875
1987-06-03,18.59375
1987-06-04,18.59375
1987-06-05,18.53125
1987-06-08,18.625
1987-06-09,18.625
1987-06-10,18.65625
1987-06-11,18.65625
1987-06-12,18.6875
1987-06-15,18.65625
1987-06-16,18.625
1987-06-17,18.6875
1987-06-18,18.6875
1987-06-19,18.6875
1987-06-22,18.75
1987-06-23,18.71875
1987-06-24,18.71875
1987-06-25,18.8125
1987-06-26,18.71875
1987-06-29,18.75
1987-06-30,18.75
1987-07-01,19.0
1987-07-02,19.25
1987-07-06,19.59375
1987-07-07,19.78125
1987-07-08,19.75
1987-07-09,19.8125
1987-07-10,19.5
1987-07-13,19.34375
1987-07-14,19.59375
1987-07-15,19.625
1987-07-16,20.09375
1987-07-17,19.625
1987-07-20,19.09375
1987-07-21,18.78125
1987-07-22,18.375
1987-07-23,18.25
1987-07-24,17.96875
1987-07-27,17.8125
1987-07-28,18.375
1987-07-29,18.65625
1987-07-30,18.53125
1987-07-31,18.5625
1987-08-03,19.0625
1987-08-04,19.25
1987-08-05,19.0625
1987-08-06,18.375
1987-08-07,17.71875
1987-08-10,17.90625
1987-08-11,17.65625
1987-08-12,17.8125
1987-08-13,18.1875
1987-08-14,17.8125
1987-08-17,17.25
1987-08-18,17.1875
1987-08-19,17.4375
1987-08-20,17.46875
1987-08-21,17.46875
1987-08-24,17.1875
1987-08-25,17.5
1987-08-26,18.09375
1987-08-27,18.40625
1987-08-28,18.34375
1987-08-31,18.78125
1987-09-01,18.84375
1987-09-02,18.75
1987-09-03,18.84375
1987-09-04,18.25
1987-09-08,18.1875
1987-09-09,17.9375
1987-09-10,18.0
1987-09-11,18.03125
1987-09-14,17.875
1987-09-15,17.9375
1987-09-16,18.03125
1987-09-17,18.53125
1987-09-18,18.71875
1987-09-21,18.28125
1987-09-22,18.4375
1987-09-23,18.46875
1987-09-24,18.125
1987-09-25,18.375
1987-09-28,18.4375
1987-09-29,18.4375
1987-09-30,18.40625
1987-10-01,18.3125
1987-10-02,18.21875
1987-10-05,18.3125
1987-10-06,18.21875
1987-10-07,18.28125
1987-10-08,18.15625
1987-10-09,18.0
1987-10-12,17.9375
1987-10-13,17.75
1987-10-14,17.4375
1987-10-15,17.28125
1987-10-16,17.0
1987-10-19,15.0625
1987-10-20,14.375
1987-10-21,14.53125
1987-10-22,13.9375
1987-10-23,13.9375
1987-10-26,13.125
1987-10-27,12.875
1987-10-28,13.3125
1987-10-29,13.9375
1987-10-30,13.375
1987-11-02,13.40625
1987-11-03,12.78125
1987-11-04,12.96875
1987-11-05,13.375
1987-11-06,13.0625
1987-11-09,12.84375
1987-11-10,13.15625
1987-11-11,13.34375
1987-11-12,13.375
1987-11-13,13.09375
1987-11-16,13.15625
1987-11-17,13.71875
1987-11-18,13.5
1987-11-19,13.34375
1987-11-20,13.40625
1987-11-23,13.5
1987-11-24,13.71875
1987-11-25,13.59375
1987-11-27,13.59375
1987-11-30,13.34375
1987-12-01,13.125
1987-12-02,12.84375
1987-12-03,12.75
1987-12-04,12.96875
1987-12-07,13.25
1987-12-08,13.3125
1987-12-09,13.4375
1987-12-10,13.34375
1987-12-11,13.75
1987-12-14,13.5
1987-12-15,13.34375
1987-12-16,13.1875
1987-12-17,12.9375
1987-12-18,13.0625
1987-12-21,13.8125
1987-12-22,13.875
1987-12-23,14.3125
1987-12-24,14.34375
1987-12-28,14.0
1987-12-29,13.84375
1987-12-30,14.1875
1987-12-31,13.96875
1988-01-04,14.5625
1988-01-05,14.375
1988-01-06,14.53125
1988-01-07,14.53125
1988-01-08,13.875
1988-01-11,14.125
1988-01-12,13.875
1988-01-13,13.875
1988-01-14,13.75
1988-01-15,13.5625
1988-01-18,13.6875
1988-01-19,13.4375
1988-01-20,13.25
1988-01-21,13.59375
1988-01-22,13.84375
1988-01-25,13.75
1988-01-26,13.6875
1988-01-27,13.65625
1988-01-28,14.1875
1988-01-29,14.03125
1988-02-01,13.6875
1988-02-02,13.75
1988-02-03,13.53125
1988-02-04,13.6875
1988-02-05,13.46875
1988-02-08,13.375
1988-02-09,13.625
1988-02-10,13.65625
1988-02-11,13.625
1988-02-12,13.59375
1988-02-16,13.5625
1988-02-17,13.5625
1988-02-18,13.5
1988-02-19,13.34375
1988-02-22,13.5625
1988-02-23,13.71875
1988-02-24,13.5
1988-02-25,13.65625
1988-02-26,13.59375
1988-02-29,13.28125
1988-03-01,13.28125
1988-03-02,13.5
1988-03-03,13.375
1988-03-04,13.4375
1988-03-07,13.90625
1988-03-08,14.21875
1988-03-09,14.25
1988-03-10,15.15625
1988-03-11,15.21875
1988-03-14,14.875
1988-03-15,14.875
1988-03-16,14.875
1988-03-17,14.78125
1988-03-18,15.25
1988-03-21,15.21875
1988-03-22,14.96875
1988-03-23,15.0625
1988-03-24,14.8125
1988-03-25,14.5
1988-03-28,14.6875
1988-03-29,14.875
1988-03-30,14.6875
1988-03-31,14.8125
1988-04-04,14.71875
1988-04-05,14.65625
1988-04-06,14.75
1988-04-07,14.84375
1988-04-08,15.0
1988-04-11,15.46875
1988-04-12,15.3125
1988-04-13,15.5
1988-04-14,15.28125
1988-04-15,15.40625
1988-04-18,15.84375
1988-04-19,15.75
1988-04-20,15.59375
1988-04-21,15.5625
1988-04-22,15.34375
1988-04-25,15.25
1988-04-26,15.5625
1988-04-27,15.53125
1988-04-28,15.5
1988-04-29,15.4375
1988-05-02,15.21875
1988-05-03,15.375
1988-05-04,15.0
1988-05-05,15.0
1988-05-06,15.09375
1988-05-09,15.09375
1988-05-10,15.1875
1988-05-11,15.03125
1988-05-12,15.0
1988-05-13,15.15625
1988-05-16,15.15625
1988-05-17,14.90625
1988-05-18,14.625
1988-05-19,14.75
1988-05-20,14.75
1988-05-23,14.65625
1988-05-24,14.875
1988-05-25,14.8125
1988-05-26,14.65625
1988-05-27,14.5625
1988-05-31,14.65625
1988-06-01,14.625
1988-06-02,14.375
1988-06-03,14.5625
1988-06-06,14.78125
1988-06-07,14.65625
1988-06-08,14.75
1988-06-09,14.65625
1988-06-10,14.875
1988-06-13,14.59375
1988-06-14,14.5
1988-06-15,14.5
1988-06-16,14.25
1988-06-17,14.1875
1988-06-20,14.15625
1988-06-21,14.3125
1988-06-22,14.125
1988-06-23,13.90625
1988-06-24,13.53125
1988-06-27,13.09375
1988-06-28,13.4375
1988-06-29,13.3125
1988-06-30,13.125
1988-07-01,13.03125
1988-07-05,13.4375
1988-07-06,13.5625
1988-07-07,13.65625
1988-07-08,13.65625
1988-07-11,13.625
1988-07-12,13.375
1988-07-13,13.34375
1988-07-14,13.3125
1988-07-15,13.03125
1988-07-18,13.1875
1988-07-19,13.21875
1988-07-20,13.625
1988-07-21,13.59375
1988-07-22,13.4375
1988-07-25,13.5
1988-07-26,13.34375
1988-07-27,13.40625
1988-07-28,13.46875
1988-07-29,13.5
1988-08-01,13.4375
1988-08-02,13.375
1988-08-03,13.34375
1988-08-04,13.21875
1988-08-05,13.03125
1988-08-08,13.15625
1988-08-09,13.1875
1988-08-10,12.9375
1988-08-11,13.34375
1988-08-12,13.25
1988-08-15,13.09375
1988-08-16,13.1875
1988-08-17,13.09375
1988-08-18,13.09375
1988-08-19,13.1875
1988-08-22,12.6875
1988-08-23,12.59375
1988-08-24,12.65625
1988-08-25,12.375
1988-08-26,12.3125
1988-08-29,12.3125
1988-08-30,12.28125
1988-08-31,12.1875
1988-09-01,12.09375
1988-09-02,12.375
1988-09-06,12.625
1988-09-07,12.28125
1988-09-08,12.1875
1988-09-09,12.1875
1988-09-12,12.21875
1988-09-13,12.28125
1988-09-14,12.28125
1988-09-15,12.53125
1988-09-16,12.5625
1988-09-19,12.53125
1988-09-20,12.65625
1988-09-21,12.6875
1988-09-22,12.5625
1988-09-23,12.53125
1988-09-26,12.53125
1988-09-27,12.59375
1988-09-28,12.4375
1988-09-29,12.625
1988-09-30,12.4375
1988-10-03,12.3125
1988-10-04,12.21875
1988-10-05,12.25
1988-10-06,12.375
1988-10-07,12.4375
1988-10-10,12.4375
1988-10-11,12.375
1988-10-12,12.28125
1988-10-13,12.40625
1988-10-14,12.75
1988-10-17,13.09375
1988-10-18,13.0625
1988-10-19,13.0
1988-10-20,13.09375
1988-10-21,13.09375
1988-10-24,12.875
1988-10-25,12.90625
1988-10-26,13.0625
1988-10-27,13.09375
1988-10-28,13.125
1988-10-31,13.0
1988-11-01,13.125
1988-11-02,13.1875
1988-11-03,13.34375
1988-11-04,13.1875
1988-11-07,13.25
1988-11-08,13.40625
1988-11-09,13.4375
1988-11-10,13.59375
1988-11-11,13.28125
1988-11-14,13.375
1988-11-15,13.4375
1988-11-16,13.3125
1988-11-17,13.46875
1988-11-18,13.4375
1988-11-21,13.25
1988-11-22,13.375
1988-11-23,13.59375
1988-11-25,13.71875
1988-11-28,13.59375
1988-11-29,13.53125
1988-11-30,13.59375
1988-12-01,13.5625
1988-12-02,13.46875
1988-12-05,13.71875
1988-12-06,13.71875
1988-12-07,13.53125
1988-12-08,13.53125
1988-12-09,13.6875
1988-12-12,13.84375
1988-12-13,13.75
1988-12-14,14.03125
1988-12-15,14.0
1988-12-16,14.03125
1988-12-19,14.0625
1988-12-20,13.75
1988-12-21,13.6875
1988-12-22,13.375
1988-12-23,13.40625
1988-12-27,13.4375
1988-12-28,13.34375
1988-12-29,13.4375
1988-12-30,13.4375
1989-01-03,13.625
1989-01-04,13.59375
1989-01-05,13.46875
1989-01-06,13.46875
1989-01-09,13.5
1989-01-10,13.46875
1989-01-11,13.6875
1989-01-12,13.84375
1989-01-13,13.8125
1989-01-16,13.875
1989-01-17,13.78125
1989-01-18,13.90625
1989-01-19,13.96875
1989-01-20,14.34375
1989-01-23,14.25
1989-01-24,14.34375
1989-01-25,14.21875
1989-01-26,14.3125
1989-01-27,14.375
1989-01-30,14.625
1989-01-31,14.75
1989-02-01,14.625
1989-02-02,14.46875
1989-02-03,14.375
1989-02-06,14.125
1989-02-07,14.375
1989-02-08,14.3125
1989-02-09,14.40625
1989-02-10,14.34375
1989-02-13,14.3125
1989-02-14,14.53125
1989-02-15,14.65625
1989-02-16,14.5
1989-02-17,14.53125
1989-02-21,14.4375
1989-02-22,14.28125
1989-02-23,14.34375
1989-02-24,14.25
1989-02-27,14.25
1989-02-28,14.15625
1989-03-01,14.0
1989-03-02,14.1875
1989-03-03,14.34375
1989-03-06,14.4375
1989-03-07,14.4375
1989-03-08,14.34375
1989-03-09,14.34375
1989-03-10,14.15625
1989-03-13,14.28125
1989-03-14,14.5625
1989-03-15,15.03125
1989-03-16,15.40625
1989-03-17,15.125
1989-03-20,14.9375
1989-03-21,15.09375
1989-03-22,15.0
1989-03-23,14.96875
1989-03-27,14.9375
1989-03-28,14.8125
1989-03-29,14.84375
1989-03-30,14.53125
1989-03-31,14.65625
1989-04-03,14.59375
1989-04-04,14.75
1989-04-05,14.6875
1989-04-06,14.5
1989-04-07,14.34375
1989-04-10,14.21875
1989-04-11,14.1875
1989-04-12,14.15625
1989-04-13,13.84375
1989-04-14,14.1875
1989-04-17,14.40625
1989-04-18,14.625
1989-04-19,14.75
1989-04-20,14.65625
1989-04-21,14.6875
1989-04-24,14.65625
1989-04-25,14.34375
1989-04-26,14.53125
1989-04-27,14.71875
1989-04-28,14.75
1989-05-01,14.71875
1989-05-02,14.5625
1989-05-03,14.40625
1989-05-04,14.34375
1989-05-05,14.34375
1989-05-08,14.0625
1989-05-09,14.0
1989-05-10,13.9375
1989-05-11,13.96875
1989-05-12,14.15625
1989-05-15,14.09375
1989-05-16,14.0
1989-05-17,13.96875
1989-05-18,14.03125
1989-05-19,14.09375
1989-05-22,14.03125
1989-05-23,13.75
1989-05-24,13.90625
1989-05-25,14.0625
1989-05-26,13.9375
1989-05-30,13.78125
1989-05-31,13.9375
1989-06-01,13.90625
1989-06-02,13.84375
1989-06-05,13.5625
1989-06-06,13.71875
1989-06-07,13.84375
1989-06-08,13.875
1989-06-09,13.78125
1989-06-12,13.78125
1989-06-13,13.6875
1989-06-14,13.625
1989-06-15,13.8125
1989-06-16,13.75
1989-06-19,13.8125
1989-06-20,13.75
1989-06-21,13.84375
1989-06-22,13.9375
1989-06-23,14.03125
1989-06-26,13.9375
1989-06-27,14.25
1989-06-28,14.28125
1989-06-29,14.03125
1989-06-30,14.03125
1989-07-03,14.34375
1989-07-05,14.46875
1989-07-06,14.46875
1989-07-07,14.71875
1989-07-10,14.6875
1989-07-11,14.90625
1989-07-12,14.90625
1989-07-13,14.875
1989-07-14,14.75
1989-07-17,14.9375
1989-07-18,14.9375
1989-07-19,15.15625
1989-07-20,15.125
1989-07-21,15.125
1989-07-24,15.0
1989-07-25,14.9375
1989-07-26,15.0625
1989-07-27,15.15625
1989-07-28,15.0625
1989-07-31,15.0625
1989-08-01,15.0
1989-08-02,14.96875
1989-08-03,14.6875
1989-08-04,14.71875
1989-08-07,14.71875
1989-08-08,14.78125
1989-08-09,14.71875
1989-08-10,14.6875
1989-08-11,14.46875
1989-08-14,14.34375
1989-08-15,14.28125
1989-08-16,14.40625
1989-08-17,14.1875
1989-08-18,14.3125
1989-08-21,13.96875
1989-08-22,14.0
1989-08-23,14.15625
1989-08-24,14.34375
1989-08-25,14.53125
1989-08-28,14.5
1989-08-29,14.53125
1989-08-30,14.5625
1989-08-31,14.46875
1989-09-01,14.46875
1989-09-05,14.46875
1989-09-06,14.46875
1989-09-07,14.78125
1989-09-08,14.96875
1989-09-11,14.84375
1989-09-12,14.96875
1989-09-13,15.25
1989-09-14,15.125
1989-09-15,14.96875
1989-09-18,15.21875
1989-09-19,15.0625
1989-09-20,15.09375
1989-09-21,15.09375
1989-09-22,15.0
1989-09-25,15.125
1989-09-26,14.96875
1989-09-27,14.9375
1989-09-28,14.71875
1989-09-29,14.8125
1989-10-02,14.84375
1989-10-03,15.0
1989-10-04,14.875
1989-10-05,14.84375
1989-10-06,14.78125
1989-10-09,14.46875
1989-10-10,14.375
1989-10-11,14.46875
1989-10-12,14.53125
1989-10-13,14.25
1989-10-16,14.21875
1989-10-17,14.09375
1989-10-18,14.28125
1989-10-19,14.5
1989-10-20,14.40625
1989-10-23,14.4375
1989-10-24,14.3125
1989-10-25,14.40625
1989-10-26,13.75
1989-10-27,13.84375
1989-10-30,14.03125
1989-10-31,14.1875
1989-11-01,14.25
1989-11-02,14.1875
1989-11-03,14.21875
1989-11-06,14.15625
1989-11-07,14.375
1989-11-08,14.46875
1989-11-09,14.3125
1989-11-10,14.375
1989-11-13,14.375
1989-11-14,14.46875
1989-11-15,14.4375
1989-11-16,14.40625
1989-11-17,14.3125
1989-11-20,14.1875
1989-11-21,14.3125
1989-11-22,14.46875
1989-11-24,14.625
1989-11-27,14.6875
1989-11-28,14.78125
1989-11-29,14.65625
1989-11-30,14.6875
1989-12-01,14.8125
1989-12-04,14.84375
1989-12-05,14.90625
1989-12-06,15.0625
1989-12-07,15.28125
1989-12-08,15.71875
1989-12-11,15.78125
1989-12-12,16.25
1989-12-13,16.25
1989-12-14,15.96875
1989-12-15,15.9375
1989-12-18,15.75
1989-12-19,15.8125
1989-12-20,16.0
1989-12-21,15.96875
1989-12-22,16.0625
1989-12-26,16.125
1989-12-27,16.28125
1989-12-28,16.21875
1989-12-29,16.34375
1990-01-02,16.34375
1990-01-03,16.375
1990-01-04,16.4375
1990-01-05,16.53125
1990-01-08,16.65625
1990-01-09,16.5625
1990-01-10,16.40625
1990-01-11,16.65625
1990-01-12,16.34375
1990-01-15,16.3125
1990-01-16,16.46875
1990-01-17,16.28125
1990-01-18,16.125
1990-01-19,16.15625
1990-01-22,15.71875
1990-01-23,15.78125
1990-01-24,15.6875
1990-01-25,15.90625
1990-01-26,16.34375
1990-01-29,16.75
1990-01-30,16.75
1990-01-31,17.1875
1990-02-01,17.46875
1990-02-02,17.5
1990-02-05,17.5625
1990-02-06,17.5
1990-02-07,17.40625
1990-02-08,17.3125
1990-02-09,17.21875
1990-02-12,17.03125
1990-02-13,17.25
1990-02-14,17.375
1990-02-15,17.6875
1990-02-16,17.53125
1990-02-20,17.5
1990-02-21,17.40625
1990-02-22,17.46875
1990-02-23,17.125
1990-02-26,17.21875
1990-02-27,17.21875
1990-02-28,17.125
1990-03-01,17.0
1990-03-02,17.03125
1990-03-05,16.625
1990-03-06,16.71875
1990-03-07,16.65625
1990-03-08,16.875
1990-03-09,16.28125
1990-03-12,16.09375
1990-03-13,15.96875
1990-03-14,16.125
1990-03-15,16.375
1990-03-16,16.53125
1990-03-19,16.28125
1990-03-20,16.125
1990-03-21,15.90625
1990-03-22,15.9375
1990-03-23,16.09375
1990-03-26,16.375
1990-03-27,16.34375
1990-03-28,16.375
1990-03-29,16.1875
1990-03-30,16.1875
1990-04-02,15.75
1990-04-03,15.9375
1990-04-04,15.78125
1990-04-05,15.6875
1990-04-06,15.59375
1990-04-09,15.625
1990-04-10,15.5625
1990-04-11,15.5
1990-04-12,15.65625
1990-04-16,15.625
1990-04-17,15.65625
1990-04-18,15.5625
1990-04-19,15.5
1990-04-20,15.53125
1990-04-23,15.375
1990-04-24,15.46875
1990-04-25,15.40625
1990-04-26,15.25
1990-04-27,15.0
1990-04-30,15.03125
1990-05-01,15.0625
1990-05-02,15.3125
1990-05-03,15.5
1990-05-04,15.96875
1990-05-07,16.0
1990-05-08,15.96875
1990-05-09,15.96875
1990-05-10,15.6875
1990-05-11,16.0
1990-05-14,16.34375
1990-05-15,16.375
1990-05-16,16.625
1990-05-17,16.875
1990-05-18,16.65625
1990-05-21,16.21875
1990-05-22,16.5625
1990-05-23,16.40625
1990-05-24,16.25
1990-05-25,16.09375
1990-05-29,16.4375
1990-05-30,16.75
1990-05-31,16.65625
1990-06-01,16.78125
1990-06-04,16.71875
1990-06-05,16.5
1990-06-06,16.3125
1990-06-07,16.28125
1990-06-08,16.21875
1990-06-11,16.3125
1990-06-12,16.65625
1990-06-13,16.78125
1990-06-14,16.75
1990-06-15,16.8125
1990-06-18,16.625
1990-06-19,16.75
1990-06-20,16.75
1990-06-21,16.875
1990-06-22,16.71875
1990-06-25,16.8125
1990-06-26,16.875
1990-06-27,16.75
1990-06-28,16.65625
1990-06-29,16.625
1990-07-02,16.71875
1990-07-03,16.90625
1990-07-05,16.84375
1990-07-06,17.09375
1990-07-09,17.21875
1990-07-10,17.15625
1990-07-11,17.34375
1990-07-12,17.90625
1990-07-13,18.0
1990-07-16,18.03125
1990-07-17,17.90625
1990-07-18,17.8125
1990-07-19,17.96875
1990-07-20,18.0625
1990-07-23,18.0625
1990-07-24,18.65625
1990-07-25,18.53125
1990-07-26,18.28125
1990-07-27,18.375
1990-07-30,18.46875
1990-07-31,18.625
1990-08-01,18.9375
1990-08-02,19.9375
1990-08-03,20.25
1990-08-06,20.5
1990-08-07,20.28125
1990-08-08,20.15625
1990-08-09,19.96875
1990-08-10,20.0625
1990-08-13,20.21875
1990-08-14,20.53125
1990-08-15,20.40625
1990-08-16,21.0625
1990-08-17,21.5
1990-08-20,21.21875
1990-08-21,21.15625
1990-08-22,21.1875
1990-08-23,21.0
1990-08-24,20.28125
1990-08-27,19.75
1990-08-28,20.375
1990-08-29,20.25
1990-08-30,20.1875
1990-08-31,20.53125
1990-09-04,20.71875
1990-09-05,21.125
1990-09-06,21.125
1990-09-07,20.78125
1990-09-10,20.40625
1990-09-11,20.3125
1990-09-12,20.59375
1990-09-13,20.5625
1990-09-14,20.65625
1990-09-17,20.90625
1990-09-18,20.9375
1990-09-19,20.71875
1990-09-20,20.625
1990-09-21,20.375
1990-09-24,20.34375
1990-09-25,20.0
1990-09-26,19.5625
1990-09-27,19.40625
1990-09-28,19.3125
1990-10-01,19.4375
1990-10-02,19.375
1990-10-03,19.78125
1990-10-04,20.0625
1990-10-05,20.65625
1990-10-08,20.9375
1990-10-09,20.96875
1990-10-10,20.78125
1990-10-11,20.6875
1990-10-12,20.34375
1990-10-15,19.96875
1990-10-16,19.78125
1990-10-17,19.8125
1990-10-18,19.875
1990-10-19,19.71875
1990-10-22,19.46875
1990-10-23,19.59375
1990-10-24,19.78125
1990-10-25,19.8125
1990-10-26,19.75
1990-10-29,19.6875
1990-10-30,19.5
1990-10-31,19.375
1990-11-01,19.34375
1990-11-02,19.53125
1990-11-05,20.0
1990-11-06,19.875
1990-11-07,19.84375
1990-11-08,19.625
1990-11-09,19.84375
1990-11-12,19.6875
1990-11-13,19.53125
1990-11-14,19.28125
1990-11-15,19.09375
1990-11-16,19.09375
1990-11-19,19.375
1990-11-20,19.40625
1990-11-21,19.625
1990-11-23,19.90625
1990-11-26,19.90625
1990-11-27,20.4375
1990-11-28,20.0625
1990-11-29,20.0
1990-11-30,20.0625
1990-12-03,19.8125
1990-12-04,19.65625
1990-12-05,19.34375
1990-12-06,19.15625
1990-12-07,19.21875
1990-12-10,18.9375
1990-12-11,18.625
1990-12-12,18.5625
1990-12-13,18.6875
1990-12-14,18.71875
1990-12-17,18.8125
1990-12-18,19.28125
1990-12-19,19.25
1990-12-20,19.0
1990-12-21,18.9375
1990-12-24,18.90625
1990-12-26,19.15625
1990-12-27,19.1875
1990-12-28,19.25
1990-12-31,19.21875
1991-01-02,19.25
1991-01-03,18.9375
1991-01-04,18.6875
1991-01-07,18.53125
1991-01-08,18.375
1991-01-09,18.375
1991-01-10,18.1875
1991-01-11,18.28125
1991-01-14,18.3125
1991-01-15,18.34375
1991-01-16,18.125
1991-01-17,17.8125
1991-01-18,17.46875
1991-01-21,17.28125
1991-01-22,17.53125
1991-01-23,17.53125
1991-01-24,17.5
1991-01-25,17.5
1991-01-28,17.5
1991-01-29,17.5625
1991-01-30,17.5625
1991-01-31,17.84375
1991-02-01,17.875
1991-02-04,17.875
1991-02-05,18.09375
1991-02-06,18.59375
1991-02-07,18.9375
1991-02-08,18.84375
1991-02-11,19.03125
1991-02-12,18.6875
1991-02-13,18.40625
1991-02-14,18.25
1991-02-15,18.15625
1991-02-19,18.5
1991-02-20,18.625
1991-02-21,18.90625
1991-02-22,18.8125
1991-02-25,18.75
1991-02-26,18.625
1991-02-27,19.1875
1991-02-28,19.25
1991-03-01,19.1875
1991-03-04,18.9375
1991-03-05,19.0625
1991-03-06,18.875
1991-03-07,18.9375
1991-03-08,19.125
1991-03-11,19.03125
1991-03-12,19.125
1991-03-13,18.78125
1991-03-14,18.65625
1991-03-15,18.21875
1991-03-18,17.90625
1991-03-19,17.90625
1991-03-20,17.96875
1991-03-21,18.09375
1991-03-22,17.875
1991-03-25,17.5
1991-03-26,17.53125
1991-03-27,17.6875
1991-03-28,17.34375
1991-04-01,17.5
1991-04-02,17.84375
1991-04-03,17.71875
1991-04-04,17.8125
1991-04-05,17.6875
1991-04-08,17.65625
1991-04-09,17.75
1991-04-10,17.75
1991-04-11,18.375
1991-04-12,18.6875
1991-04-15,18.9375
1991-04-16,18.9375
1991-04-17,19.03125
1991-04-18,18.5625
1991-04-19,18.09375
1991-04-22,17.84375
1991-04-23,18.125
1991-04-24,17.84375
1991-04-25,17.59375
1991-04-26,17.625
1991-04-29,17.65625
1991-04-30,17.8125
1991-05-01,18.25
1991-05-02,18.375
1991-05-03,18.09375
1991-05-06,18.21875
1991-05-07,18.375
1991-05-08,17.90625
1991-05-09,18.125
1991-05-10,17.8125
1991-05-13,17.53125
1991-05-14,17.375
1991-05-15,17.1875
1991-05-16,17.28125
1991-05-17,16.84375
1991-05-20,16.96875
1991-05-21,17.4375
1991-05-22,17.21875
1991-05-23,17.0625
1991-05-24,16.8125
1991-05-28,17.03125
1991-05-29,17.0
1991-05-30,17.09375
1991-05-31,17.03125
1991-06-03,17.34375
1991-06-04,17.3125
1991-06-05,17.1875
1991-06-06,17.1875
1991-06-07,17.03125
1991-06-10,17.03125
1991-06-11,17.03125
1991-06-12,16.5625
1991-06-13,16.5
1991-06-14,16.6875
1991-06-17,16.625
1991-06-18,16.53125
1991-06-19,16.46875
1991-06-20,16.5
1991-06-21,16.5
1991-06-24,16.4375
1991-06-25,16.46875
1991-06-26,16.375
1991-06-27,16.34375
1991-06-28,16.15625
1991-07-01,16.21875
1991-07-02,16.09375
1991-07-03,16.0
1991-07-05,16.4375
1991-07-08,16.59375
1991-07-09,16.59375
1991-07-10,16.875
1991-07-11,16.8125
1991-07-12,17.40625
1991-07-15,17.59375
1991-07-16,17.375
1991-07-17,17.875
1991-07-18,17.9375
1991-07-19,17.90625
1991-07-22,17.75
1991-07-23,17.71875
1991-07-24,17.8125
1991-07-25,17.53125
1991-07-26,17.625
1991-07-29,17.75
1991-07-30,17.65625
1991-07-31,17.65625
1991-08-01,17.59375
1991-08-02,17.84375
1991-08-05,17.78125
1991-08-06,17.84375
1991-08-07,17.875
1991-08-08,17.6875
1991-08-09,17.28125
1991-08-12,17.53125
1991-08-13,17.5
1991-08-14,17.5
1991-08-15,17.125
1991-08-16,17.09375
1991-08-19,16.6875
1991-08-20,17.0625
1991-08-21,17.28125
1991-08-22,17.5
1991-08-23,17.71875
1991-08-26,17.71875
1991-08-27,17.625
1991-08-28,17.84375
1991-08-29,18.0
1991-08-30,17.9375
1991-09-03,17.90625
1991-09-04,17.875
1991-09-05,17.90625
1991-09-06,18.03125
1991-09-09,18.0625
1991-09-10,17.96875
1991-09-11,18.0
1991-09-12,18.0
1991-09-13,17.75
1991-09-16,17.5
1991-09-17,17.34375
1991-09-18,17.4375
1991-09-19,17.5
1991-09-20,17.4375
1991-09-23,17.40625
1991-09-24,17.3125
1991-09-25,17.5625
1991-09-26,17.71875
1991-09-27,17.71875
1991-09-30,17.96875
1991-10-01,18.03125
