Date,ALSN
2012-03-15,23.4
2012-03-16,24.549999
2012-03-19,24.85
2012-03-20,24.799999
2012-03-21,24.25
2012-03-22,23.469998999999998
2012-03-23,23.52
2012-03-26,24.0
2012-03-27,24.0
2012-03-28,24.0
2012-03-29,23.93
2012-03-30,23.879998999999998
2012-04-02,24.59
2012-04-03,25.02
2012-04-04,24.110001
2012-04-05,24.219998999999998
2012-04-09,23.34
2012-04-10,22.5
2012-04-11,21.85
2012-04-12,22.110001
2012-04-13,22.35
2012-04-16,22.780001000000002
2012-04-17,22.83
2012-04-18,22.870001000000002
2012-04-19,22.030001000000002
2012-04-20,21.209999
2012-04-23,21.9
2012-04-24,20.91
2012-04-25,20.84
2012-04-26,20.5
2012-04-27,21.389999
2012-04-30,20.9
2012-05-01,21.1
2012-05-02,20.879998999999998
2012-05-03,20.040001
2012-05-04,19.5
2012-05-07,19.43
2012-05-08,19.389999
2012-05-09,19.49
2012-05-10,19.98
2012-05-11,20.0
2012-05-14,19.26
2012-05-15,19.200001
2012-05-16,18.870001000000002
2012-05-17,18.17
2012-05-18,18.25
2012-05-21,18.5
2012-05-22,18.77
2012-05-23,18.799999
2012-05-24,18.290001
2012-05-25,17.75
2012-05-29,18.73
2012-05-30,18.65
2012-05-31,18.469998999999998
2012-06-01,18.25
2012-06-04,18.57
2012-06-05,18.68
2012-06-06,19.370001000000002
2012-06-07,19.35
2012-06-08,19.0
2012-06-11,18.23
2012-06-12,18.110001
2012-06-13,18.389999
2012-06-14,18.49
2012-06-15,18.82
2012-06-18,18.41
2012-06-19,19.190001000000002
2012-06-20,18.66
2012-06-21,18.25
2012-06-22,17.48
2012-06-25,16.49
2012-06-26,16.6
2012-06-27,16.889999
2012-06-28,17.0
2012-06-29,17.559998999999998
2012-07-02,17.58
2012-07-03,18.549999
2012-07-05,18.68
2012-07-06,18.389999
2012-07-09,18.4
2012-07-10,17.629998999999998
2012-07-11,17.15
2012-07-12,16.209999
2012-07-13,16.35
2012-07-16,16.4
2012-07-17,16.75
2012-07-18,16.9
2012-07-19,16.879998999999998
2012-07-20,17.35
2012-07-23,17.709999
2012-07-24,16.879998999999998
2012-07-25,16.950001
2012-07-26,17.85
2012-07-27,18.09
2012-07-30,18.389999
2012-07-31,18.809998999999998
2012-08-01,17.83
2012-08-02,17.450001
2012-08-03,17.700001
2012-08-06,17.379998999999998
2012-08-07,17.879998999999998
2012-08-08,18.51
2012-08-09,18.74
2012-08-10,19.02
2012-08-13,19.059998999999998
2012-08-14,19.309998999999998
2012-08-15,19.059998999999998
2012-08-16,19.200001
2012-08-17,19.290001
2012-08-20,19.129998999999998
2012-08-21,19.110001
2012-08-22,19.41
2012-08-23,19.34
2012-08-24,19.16
2012-08-27,19.219998999999998
2012-08-28,18.950001
2012-08-29,18.870001000000002
2012-08-30,18.120001000000002
2012-08-31,17.77
2012-09-04,17.51
2012-09-05,17.52
2012-09-06,18.01
2012-09-07,19.02
2012-09-10,19.4
2012-09-11,18.879998999999998
2012-09-12,19.42
2012-09-13,19.66
2012-09-14,20.4
2012-09-17,19.940001000000002
2012-09-18,19.290001
2012-09-19,19.43
2012-09-20,19.42
2012-09-21,19.5
2012-09-24,19.48
2012-09-25,19.5
2012-09-26,19.530001000000002
2012-09-27,20.08
2012-09-28,20.120001000000002
2012-10-01,20.67
2012-10-02,20.25
2012-10-03,20.01
2012-10-04,19.91
2012-10-05,19.969998999999998
2012-10-08,19.51
2012-10-09,19.15
2012-10-10,18.26
2012-10-11,18.4
2012-10-12,18.67
2012-10-15,18.9
2012-10-16,18.959999
2012-10-17,19.52
2012-10-18,19.5
2012-10-19,19.58
2012-10-22,18.799999
2012-10-23,19.4
2012-10-24,19.51
2012-10-25,19.68
2012-10-26,19.450001
2012-10-31,20.190001000000002
2012-11-01,20.629998999999998
2012-11-02,20.76
2012-11-05,21.129998999999998
2012-11-06,21.309998999999998
2012-11-07,21.09
2012-11-08,21.35
2012-11-09,21.51
2012-11-12,21.6
2012-11-13,21.58
2012-11-14,21.52
2012-11-15,20.799999
2012-11-16,21.0
2012-11-19,20.84
2012-11-20,20.639999
2012-11-21,21.02
2012-11-23,21.02
2012-11-26,20.75
2012-11-27,20.549999
2012-11-28,20.959999
2012-11-29,21.0
2012-11-30,20.790001
2012-12-03,20.280001000000002
2012-12-04,20.120001000000002
2012-12-05,19.57
2012-12-06,19.540001
2012-12-07,19.41
2012-12-10,19.280001000000002
2012-12-11,19.84
2012-12-12,19.99
2012-12-13,19.799999
2012-12-14,19.629998999999998
2012-12-17,19.99
2012-12-18,20.120001000000002
2012-12-19,20.02
2012-12-20,20.17
2012-12-21,20.540001
2012-12-24,20.549999
2012-12-26,20.209999
2012-12-27,20.77
2012-12-28,20.33
2012-12-31,20.42
2013-01-02,20.799999
2013-01-03,20.59
2013-01-04,20.85
2013-01-07,20.74
2013-01-08,20.52
2013-01-09,20.639999
2013-01-10,20.51
2013-01-11,20.68
2013-01-14,20.57
2013-01-15,20.5
2013-01-16,20.49
2013-01-17,20.65
2013-01-18,20.82
2013-01-22,20.799999
2013-01-23,20.85
2013-01-24,21.0
2013-01-25,21.629998999999998
2013-01-28,21.940001000000002
2013-01-29,22.09
2013-01-30,22.129998999999998
2013-01-31,22.280001000000002
2013-02-01,22.620001000000002
2013-02-04,22.33
2013-02-05,23.1
2013-02-06,23.02
2013-02-07,22.99
2013-02-08,23.639999
2013-02-11,23.549999
2013-02-12,23.809998999999998
2013-02-13,23.790001
2013-02-14,23.73
2013-02-15,23.969998999999998
2013-02-19,23.75
2013-02-20,23.77
2013-02-21,22.76
2013-02-22,22.51
2013-02-25,22.49
2013-02-26,22.360001
2013-02-27,22.99
2013-02-28,23.1
2013-03-01,23.049999
2013-03-04,23.219998999999998
2013-03-05,23.530001000000002
2013-03-06,22.969998999999998
2013-03-07,23.110001
2013-03-08,23.440001000000002
2013-03-11,23.309998999999998
2013-03-12,23.280001000000002
2013-03-13,23.450001
2013-03-14,23.6
2013-03-15,23.799999
2013-03-18,23.709999
2013-03-19,23.66
2013-03-20,23.76
2013-03-21,23.34
2013-03-22,23.5
2013-03-25,23.58
2013-03-26,23.6
2013-03-27,23.790001
2013-03-28,24.01
2013-04-01,23.379998999999998
2013-04-02,23.57
2013-04-03,22.969998999999998
2013-04-04,22.309998999999998
2013-04-05,22.440001000000002
2013-04-08,22.42
2013-04-09,22.950001
2013-04-10,23.309998999999998
2013-04-11,23.83
2013-04-12,23.790001
2013-04-15,22.17
2013-04-16,21.5
2013-04-17,21.16
2013-04-18,22.1
2013-04-19,22.25
2013-04-22,22.709999
2013-04-23,22.610001
2013-04-24,22.67
2013-04-25,22.610001
2013-04-26,22.700001
2013-04-29,22.65
2013-04-30,22.809998999999998
2013-05-01,22.469998999999998
2013-05-02,22.389999
2013-05-03,22.889999
2013-05-06,23.110001
2013-05-07,23.379998999999998
2013-05-08,23.540001
2013-05-09,23.35
2013-05-10,23.549999
2013-05-13,23.389999
2013-05-14,23.530001000000002
2013-05-15,23.540001
2013-05-16,23.440001000000002
2013-05-17,24.26
2013-05-20,24.209999
2013-05-21,24.27
2013-05-22,23.629998999999998
2013-05-23,23.780001000000002
2013-05-24,24.02
2013-05-28,23.83
2013-05-29,24.25
2013-05-30,24.4
2013-05-31,23.799999
2013-06-03,23.17
2013-06-04,23.23
2013-06-05,23.48
2013-06-06,23.23
2013-06-07,23.530001000000002
2013-06-10,23.51
2013-06-11,23.040001
2013-06-12,22.889999
2013-06-13,23.27
2013-06-14,23.07
2013-06-17,23.280001000000002
2013-06-18,23.440001000000002
2013-06-19,23.17
2013-06-20,22.6
2013-06-21,22.530001000000002
2013-06-24,22.27
2013-06-25,22.5
2013-06-26,22.65
2013-06-27,23.24
2013-06-28,23.08
2013-07-01,23.1
2013-07-02,23.139999
2013-07-03,23.540001
2013-07-05,23.969998999999998
2013-07-08,24.139999
2013-07-09,24.43
2013-07-10,24.5
2013-07-11,24.66
2013-07-12,24.5
2013-07-15,24.48
2013-07-16,23.620001000000002
2013-07-17,23.65
2013-07-18,24.120001000000002
2013-07-19,24.17
2013-07-22,24.219998999999998
2013-07-23,24.190001000000002
2013-07-24,23.51
2013-07-25,23.700001
2013-07-26,23.65
2013-07-29,24.01
2013-07-30,23.76
2013-07-31,23.76
2013-08-01,23.85
2013-08-02,24.030001000000002
2013-08-05,23.83
2013-08-06,22.59
2013-08-07,22.77
2013-08-08,22.75
2013-08-09,22.67
2013-08-12,22.6
2013-08-13,22.940001000000002
2013-08-14,22.75
2013-08-15,22.290001
2013-08-16,22.35
2013-08-19,22.35
2013-08-20,22.41
2013-08-21,22.4
2013-08-22,22.68
2013-08-23,22.549999
2013-08-26,22.620001000000002
2013-08-27,22.33
2013-08-28,22.389999
2013-08-29,22.34
2013-08-30,22.51
2013-09-03,22.360001
2013-09-04,23.129998999999998
2013-09-05,23.73
2013-09-06,23.799999
2013-09-09,24.01
2013-09-10,24.26
2013-09-11,24.690001000000002
2013-09-12,24.360001
2013-09-13,24.309998999999998
2013-09-16,24.66
2013-09-17,24.75
2013-09-18,25.030001000000002
2013-09-19,24.780001000000002
2013-09-20,24.92
2013-09-23,24.41
2013-09-24,24.530001000000002
2013-09-25,24.76
2013-09-26,24.82
2013-09-27,25.110001
2013-09-30,25.049999
2013-10-01,24.98
2013-10-02,24.99
2013-10-03,24.639999
2013-10-04,24.84
2013-10-07,24.84
2013-10-08,24.74
2013-10-09,24.450001
2013-10-10,24.74
2013-10-11,25.01
2013-10-14,24.950001
2013-10-15,24.84
2013-10-16,24.91
2013-10-17,25.219998999999998
2013-10-18,25.280001000000002
2013-10-21,25.51
2013-10-22,25.84
2013-10-23,25.610001
2013-10-24,25.58
2013-10-25,25.530001000000002
2013-10-28,25.139999
2013-10-29,23.93
2013-10-30,23.82
2013-10-31,24.35
2013-11-01,23.959999
2013-11-04,23.99
2013-11-05,24.209999
2013-11-06,23.99
2013-11-07,23.98
2013-11-08,24.07
2013-11-11,23.98
2013-11-12,24.82
2013-11-13,25.299999
2013-11-14,25.65
2013-11-15,26.09
2013-11-18,26.200001
2013-11-19,26.35
2013-11-20,26.93
2013-11-21,26.879998999999998
2013-11-22,26.98
2013-11-25,27.0
2013-11-26,26.969998999999998
2013-11-27,27.34
2013-11-29,27.219998999999998
2013-12-02,27.08
2013-12-03,27.030001000000002
2013-12-04,27.02
2013-12-05,27.24
2013-12-06,27.959999
2013-12-09,28.040001
2013-12-10,27.41
2013-12-11,25.969998999999998
2013-12-12,26.15
2013-12-13,26.32
2013-12-16,27.049999
2013-12-17,27.09
2013-12-18,27.209999
2013-12-19,26.99
2013-12-20,27.5
2013-12-23,27.49
2013-12-24,27.58
2013-12-26,27.4
2013-12-27,27.290001
2013-12-30,27.139999
2013-12-31,27.610001
2014-01-02,27.040001
2014-01-03,27.07
2014-01-06,26.940001000000002
2014-01-07,27.309998999999998
2014-01-08,27.030001000000002
2014-01-09,26.879998999999998
2014-01-10,27.059998999999998
2014-01-13,26.459999
2014-01-14,27.09
2014-01-15,27.299999
2014-01-16,28.5
2014-01-17,28.48
2014-01-21,28.57
2014-01-22,28.92
2014-01-23,28.870001000000002
2014-01-24,27.85
2014-01-27,28.09
2014-01-28,28.6
2014-01-29,28.48
2014-01-30,28.49
2014-01-31,28.73
2014-02-03,28.17
2014-02-04,28.5
2014-02-05,28.379998999999998
2014-02-06,28.77
2014-02-07,29.309998999999998
2014-02-10,29.1
2014-02-11,29.530001000000002
2014-02-12,29.639999
2014-02-13,29.690001000000002
2014-02-14,30.610001
2014-02-18,30.23
2014-02-19,30.09
2014-02-20,30.620001000000002
2014-02-21,30.48
2014-02-24,30.5
2014-02-25,29.41
2014-02-26,29.67
2014-02-27,29.59
2014-02-28,29.780001000000002
2014-03-03,29.790001
2014-03-04,30.16
2014-03-05,30.030001000000002
2014-03-06,29.940001000000002
2014-03-07,29.950001
2014-03-10,29.889999
2014-03-11,29.91
2014-03-12,29.84
2014-03-13,28.809998999999998
2014-03-14,28.629998999999998
2014-03-17,29.049999
2014-03-18,29.530001000000002
2014-03-19,29.299999
2014-03-20,29.379998999999998
2014-03-21,29.290001
2014-03-24,29.24
2014-03-25,29.15
2014-03-26,29.360001
2014-03-27,29.450001
2014-03-28,29.780001000000002
2014-03-31,29.940001000000002
2014-04-01,30.790001
2014-04-02,30.57
2014-04-03,30.559998999999998
2014-04-04,30.0
2014-04-07,29.27
2014-04-08,29.049999
2014-04-09,29.559998999999998
2014-04-10,28.889999
2014-04-11,28.719998999999998
2014-04-14,28.950001
2014-04-15,29.08
2014-04-16,29.610001
2014-04-17,30.99
2014-04-21,31.120001000000002
2014-04-22,30.0
2014-04-23,30.24
2014-04-24,30.309998999999998
2014-04-25,29.950001
2014-04-28,29.73
2014-04-29,29.99
2014-04-30,29.84
2014-05-01,30.450001
2014-05-02,30.4
2014-05-05,30.17
2014-05-06,29.799999
2014-05-07,29.639999
2014-05-08,29.360001
2014-05-09,28.85
2014-05-12,29.66
2014-05-13,29.98
2014-05-14,29.99
2014-05-15,29.43
2014-05-16,29.370001000000002
2014-05-19,29.690001000000002
2014-05-20,29.58
2014-05-21,30.299999
2014-05-22,30.440001000000002
2014-05-23,30.809998999999998
2014-05-27,30.98
2014-05-28,30.75
2014-05-29,31.1
2014-05-30,30.969998999999998
2014-06-02,30.85
2014-06-03,30.620001000000002
2014-06-04,30.41
2014-06-05,30.41
