Date,ALSN
2014-06-06,30.51
2014-06-09,30.52
2014-06-10,30.360001
2014-06-11,30.469998999999998
2014-06-12,30.08
2014-06-13,30.459999
2014-06-16,30.290001
2014-06-17,30.32
2014-06-18,30.889999
2014-06-19,30.92
2014-06-20,31.1
2014-06-23,30.85
2014-06-24,30.610001
2014-06-25,30.950001
2014-06-26,31.01
2014-06-27,30.85
2014-06-30,31.1
2014-07-01,31.389999
2014-07-02,31.450001
2014-07-03,31.66
2014-07-07,31.549999
2014-07-08,31.15
2014-07-09,31.16
2014-07-10,31.1
2014-07-11,31.139999
2014-07-14,31.6
2014-07-15,31.459999
2014-07-16,31.77
2014-07-17,31.530001000000002
2014-07-18,31.950001
2014-07-21,31.959999
2014-07-22,31.76
2014-07-23,32.060001
2014-07-24,31.67
2014-07-25,31.219998999999998
2014-07-28,30.610001
2014-07-29,30.01
2014-07-30,29.889999
2014-07-31,29.280001000000002
2014-08-01,29.68
2014-08-04,29.870001000000002
2014-08-05,29.4
2014-08-06,29.08
2014-08-07,29.040001
2014-08-08,29.469998999999998
2014-08-11,29.709999
2014-08-12,29.57
2014-08-13,30.24
2014-08-14,29.950001
2014-08-15,29.76
2014-08-18,30.5
2014-08-19,30.58
2014-08-20,30.860001
2014-08-21,30.59
2014-08-22,30.6
2014-08-25,30.690001000000002
2014-08-26,30.6
2014-08-27,30.4
2014-08-28,30.32
2014-08-29,30.68
2014-09-02,30.73
2014-09-03,30.559998999999998
2014-09-04,30.290001
2014-09-05,30.42
2014-09-08,30.110001
2014-09-09,30.07
2014-09-10,29.99
2014-09-11,29.91
2014-09-12,29.639999
2014-09-15,29.33
2014-09-16,29.41
2014-09-17,29.719998999999998
2014-09-18,29.92
2014-09-19,29.75
2014-09-22,29.200001
2014-09-23,29.75
2014-09-24,29.77
2014-09-25,29.18
2014-09-26,29.440001000000002
2014-09-29,29.08
2014-09-30,28.49
2014-10-01,28.379998999999998
2014-10-02,28.129998999999998
2014-10-03,28.389999
2014-10-06,28.209999
2014-10-07,27.74
2014-10-08,28.219998999999998
2014-10-09,27.530001000000002
2014-10-10,27.440001000000002
2014-10-13,26.549999
2014-10-14,27.08
2014-10-15,27.33
2014-10-16,28.299999
2014-10-17,28.639999
2014-10-20,28.799999
2014-10-21,29.16
2014-10-22,29.08
2014-10-23,29.51
2014-10-24,29.65
2014-10-27,29.68
2014-10-28,31.809998999999998
2014-10-29,31.889999
2014-10-30,32.110001000000004
2014-10-31,32.48
2014-11-03,32.779999
2014-11-04,32.650002
2014-11-05,32.860001000000004
2014-11-06,33.66
2014-11-07,33.52
2014-11-10,33.599998
2014-11-11,33.639998999999996
2014-11-12,33.57
2014-11-13,33.209998999999996
2014-11-14,33.369999
2014-11-17,33.68
2014-11-18,33.75
2014-11-19,33.450001
2014-11-20,33.48
2014-11-21,33.59
2014-11-24,34.200001
2014-11-25,34.380001
2014-11-26,34.049999
2014-11-28,32.889998999999996
2014-12-01,32.299999
2014-12-02,32.599998
2014-12-03,33.610001000000004
2014-12-04,33.419998
2014-12-05,33.610001000000004
2014-12-08,33.18
2014-12-09,33.200001
2014-12-10,32.459998999999996
2014-12-11,32.849998
2014-12-12,32.459998999999996
2014-12-15,33.619999
2014-12-16,33.080002
2014-12-17,33.740002000000004
2014-12-18,33.610001000000004
2014-12-19,33.52
2014-12-22,33.549999
2014-12-23,33.889998999999996
2014-12-24,33.939999
2014-12-26,34.099998
2014-12-29,34.169998
2014-12-30,34.130001
2014-12-31,33.900002
2015-01-02,33.849998
2015-01-05,32.740002000000004
2015-01-06,32.439999
2015-01-07,33.279999
2015-01-08,33.310001
2015-01-09,33.259997999999996
2015-01-12,32.970001
2015-01-13,32.360001000000004
2015-01-14,32.0
2015-01-15,31.16
2015-01-16,31.370001000000002
2015-01-20,31.459999
2015-01-21,31.889999
2015-01-22,32.279999
2015-01-23,32.32
2015-01-26,32.779999
2015-01-27,32.5
2015-01-28,32.18
2015-01-29,32.389998999999996
2015-01-30,31.32
2015-02-02,31.83
2015-02-03,32.630001
2015-02-04,32.360001000000004
2015-02-05,32.41
2015-02-06,32.150002
2015-02-09,32.5
2015-02-10,31.35
2015-02-11,31.139999
2015-02-12,31.639999
2015-02-13,31.879998999999998
2015-02-17,31.969998999999998
2015-02-18,32.099998
2015-02-19,32.130001
2015-02-20,32.139998999999996
2015-02-23,32.200001
2015-02-24,32.080002
2015-02-25,32.009997999999996
2015-02-26,32.18
2015-02-27,31.82
2015-03-02,32.23
2015-03-03,32.349998
2015-03-04,31.73
2015-03-05,31.52
2015-03-06,31.540001
2015-03-09,31.469998999999998
2015-03-10,31.25
2015-03-11,31.209999
2015-03-12,31.610001
2015-03-13,31.299999
2015-03-16,31.35
2015-03-17,31.74
2015-03-18,32.57
2015-03-19,32.189999
2015-03-20,32.189999
2015-03-23,32.07
2015-03-24,32.639998999999996
2015-03-25,31.940001000000002
2015-03-26,31.370001000000002
2015-03-27,31.559998999999998
2015-03-30,31.860001
2015-03-31,31.940001000000002
2015-04-01,31.379998999999998
2015-04-02,31.76
2015-04-06,31.959999
2015-04-07,31.83
2015-04-08,32.0
2015-04-09,32.25
2015-04-10,31.950001
2015-04-13,32.040001000000004
2015-04-14,31.719998999999998
2015-04-15,32.02
2015-04-16,31.799999
2015-04-17,31.540001
2015-04-20,32.0
2015-04-21,32.049999
2015-04-22,32.310001
2015-04-23,31.99
2015-04-24,31.940001000000002
2015-04-27,32.099998
2015-04-28,30.889999
2015-04-29,30.620001000000002
2015-04-30,30.68
2015-05-01,31.1
2015-05-04,31.35
2015-05-05,30.73
2015-05-06,31.040001
2015-05-07,31.040001
2015-05-08,31.370001000000002
2015-05-11,31.49
2015-05-12,31.23
2015-05-13,31.200001
2015-05-14,31.299999
2015-05-15,31.620001000000002
2015-05-18,31.719998999999998
2015-05-19,31.32
2015-05-20,31.27
2015-05-21,31.48
2015-05-22,31.530001000000002
2015-05-26,31.190001000000002
2015-05-27,31.23
2015-05-28,30.879998999999998
2015-05-29,30.6
2015-06-01,30.59
2015-06-02,30.67
2015-06-03,30.68
2015-06-04,30.530001000000002
2015-06-05,30.52
2015-06-08,30.5
2015-06-09,30.27
2015-06-10,30.540001
2015-06-11,30.709999
2015-06-12,30.629998999999998
2015-06-15,30.24
2015-06-16,30.190001000000002
2015-06-17,30.08
2015-06-18,30.42
2015-06-19,30.34
2015-06-22,30.450001
2015-06-23,30.290001
2015-06-24,30.059998999999998
2015-06-25,29.65
2015-06-26,29.85
2015-06-29,29.209999
2015-06-30,29.26
2015-07-01,29.26
2015-07-02,29.139999
2015-07-06,29.040001
2015-07-07,29.15
2015-07-08,29.0
2015-07-09,29.110001
2015-07-10,29.16
2015-07-13,29.49
2015-07-14,29.58
2015-07-15,29.379998999999998
2015-07-16,29.32
2015-07-17,29.32
2015-07-20,29.18
2015-07-21,29.16
2015-07-22,28.99
2015-07-23,29.01
2015-07-24,28.530001000000002
2015-07-27,28.370001000000002
2015-07-28,29.360001
2015-07-29,29.379998999999998
2015-07-30,29.030001000000002
2015-07-31,29.18
2015-08-03,28.9
2015-08-04,28.75
2015-08-05,29.360001
2015-08-06,29.459999
2015-08-07,29.41
2015-08-10,29.91
2015-08-11,29.42
2015-08-12,29.57
2015-08-13,29.25
2015-08-14,29.459999
2015-08-17,29.870001000000002
2015-08-18,29.639999
2015-08-19,29.719998999999998
2015-08-20,29.09
2015-08-21,28.52
2015-08-24,28.25
2015-08-25,28.26
2015-08-26,28.98
2015-08-27,29.379998999999998
2015-08-28,29.24
2015-08-31,28.6
2015-09-01,27.74
2015-09-02,27.99
2015-09-03,28.059998999999998
2015-09-04,27.49
2015-09-08,28.23
2015-09-09,28.1
2015-09-10,28.24
2015-09-11,28.18
2015-09-14,27.959999
2015-09-15,28.629998999999998
2015-09-16,28.940001000000002
2015-09-17,28.67
2015-09-18,28.08
2015-09-21,28.01
2015-09-22,26.790001
2015-09-23,26.51
2015-09-24,26.200001
2015-09-25,26.200001
2015-09-28,26.120001000000002
2015-09-29,26.200001
2015-09-30,26.690001000000002
2015-10-01,26.469998999999998
2015-10-02,26.76
2015-10-05,27.690001000000002
2015-10-06,28.09
2015-10-07,28.59
2015-10-08,28.950001
2015-10-09,28.690001000000002
2015-10-12,28.610001
2015-10-13,28.459999
2015-10-14,28.35
2015-10-15,28.07
2015-10-16,27.76
2015-10-19,27.84
2015-10-20,28.08
2015-10-21,27.84
2015-10-22,28.200001
2015-10-23,28.4
2015-10-26,28.74
2015-10-27,28.08
2015-10-28,28.66
2015-10-29,28.32
2015-10-30,28.700001
2015-11-02,29.280001000000002
2015-11-03,29.09
2015-11-04,28.68
2015-11-05,28.43
2015-11-06,28.0
2015-11-09,27.879998999999998
2015-11-10,27.719998999999998
2015-11-11,27.73
2015-11-12,26.85
2015-11-13,27.01
2015-11-16,27.370001000000002
2015-11-17,27.110001
2015-11-18,27.68
2015-11-19,27.700001
2015-11-20,27.700001
2015-11-23,27.84
2015-11-24,27.77
2015-11-25,27.790001
2015-11-27,27.85
2015-11-30,27.959999
2015-12-01,27.84
2015-12-02,27.42
2015-12-03,26.700001
2015-12-04,27.07
2015-12-07,26.639999
2015-12-08,26.120001000000002
2015-12-09,25.98
2015-12-10,25.85
2015-12-11,25.110001
2015-12-14,24.639999
2015-12-15,25.049999
2015-12-16,25.690001000000002
2015-12-17,25.440001000000002
2015-12-18,25.290001
2015-12-21,25.34
2015-12-22,25.790001
2015-12-23,26.43
2015-12-24,26.299999
2015-12-28,26.08
2015-12-29,26.15
2015-12-30,26.01
2015-12-31,25.889999
2016-01-04,25.49
2016-01-05,25.6
2016-01-06,25.23
2016-01-07,24.33
2016-01-08,23.91
2016-01-11,23.77
2016-01-12,23.66
2016-01-13,23.469998999999998
2016-01-14,23.559998999999998
2016-01-15,23.35
2016-01-19,23.030001000000002
2016-01-20,22.610001
2016-01-21,22.75
2016-01-22,22.709999
2016-01-25,22.469998999999998
2016-01-26,23.23
2016-01-27,23.01
2016-01-28,23.23
2016-01-29,23.790001
2016-02-01,23.93
2016-02-02,23.34
2016-02-03,23.059998999999998
2016-02-04,23.77
2016-02-05,23.780001000000002
2016-02-08,23.559998999999998
2016-02-09,22.99
2016-02-10,22.08
2016-02-11,21.58
2016-02-12,22.17
2016-02-16,22.75
2016-02-17,23.59
2016-02-18,22.92
2016-02-19,23.030001000000002
2016-02-22,23.459999
2016-02-23,22.9
2016-02-24,23.0
2016-02-25,23.290001
2016-02-26,23.549999
2016-02-29,23.68
2016-03-01,23.66
2016-03-02,24.559998999999998
2016-03-03,25.059998999999998
2016-03-04,25.379998999999998
2016-03-07,25.6
2016-03-08,24.879998999999998
2016-03-09,25.040001
2016-03-10,24.76
2016-03-11,25.48
2016-03-14,25.67
2016-03-15,25.700001
2016-03-16,26.309998999999998
2016-03-17,26.360001
2016-03-18,26.459999
2016-03-21,26.58
2016-03-22,26.75
2016-03-23,26.700001
2016-03-24,26.559998999999998
2016-03-28,26.629998999999998
2016-03-29,26.83
2016-03-30,26.870001000000002
2016-03-31,26.98
2016-04-01,27.02
2016-04-04,26.77
2016-04-05,26.42
2016-04-06,26.5
2016-04-07,26.0
2016-04-08,26.190001000000002
2016-04-11,26.34
2016-04-12,26.49
2016-04-13,27.23
2016-04-14,27.1
2016-04-15,27.129998999999998
2016-04-18,27.209999
2016-04-19,27.66
2016-04-20,27.559998999999998
2016-04-21,27.559998999999998
2016-04-22,28.34
2016-04-25,27.950001
2016-04-26,28.59
2016-04-27,28.959999
2016-04-28,28.91
2016-04-29,28.809998999999998
2016-05-02,28.73
2016-05-03,28.639999
2016-05-04,27.91
2016-05-05,27.860001
2016-05-06,27.85
2016-05-09,27.629998999999998
2016-05-10,28.25
2016-05-11,28.07
2016-05-12,27.889999
2016-05-13,27.559998999999998
2016-05-16,27.74
2016-05-17,28.110001
2016-05-18,27.65
2016-05-19,26.99
2016-05-20,27.120001000000002
2016-05-23,27.040001
2016-05-24,27.450001
2016-05-25,27.91
2016-05-26,27.75
2016-05-27,27.709999
2016-05-31,28.09
2016-06-01,28.559998999999998
2016-06-02,28.77
2016-06-03,28.41
2016-06-06,28.690001000000002
2016-06-07,28.879998999999998
2016-06-08,29.129998999999998
2016-06-09,28.940001000000002
2016-06-10,28.34
2016-06-13,28.110001
2016-06-14,27.299999
2016-06-15,27.35
2016-06-16,27.450001
2016-06-17,27.76
2016-06-20,28.129998999999998
2016-06-21,27.950001
2016-06-22,27.969998999999998
2016-06-23,28.559998999999998
2016-06-24,27.620001000000002
2016-06-27,26.57
2016-06-28,27.41
2016-06-29,28.01
2016-06-30,28.23
2016-07-01,28.540001
2016-07-05,27.950001
2016-07-06,27.68
2016-07-07,27.76
2016-07-08,28.360001
2016-07-11,28.469998999999998
2016-07-12,28.940001000000002
2016-07-13,28.709999
2016-07-14,28.98
2016-07-15,29.110001
2016-07-18,29.129998999999998
2016-07-19,29.01
2016-07-20,29.870001000000002
2016-07-21,29.709999
2016-07-22,29.790001
2016-07-25,29.639999
2016-07-26,30.120001000000002
2016-07-27,30.41
2016-07-28,28.67
2016-07-29,28.82
2016-08-01,28.530001000000002
2016-08-02,27.93
2016-08-03,27.98
2016-08-04,28.25
2016-08-05,28.459999
2016-08-08,28.360001
2016-08-09,28.18
2016-08-10,28.280001000000002
2016-08-11,28.26
2016-08-12,28.24
2016-08-15,28.58
2016-08-16,28.27
2016-08-17,27.469998999999998
2016-08-18,27.639999
2016-08-19,27.77
2016-08-22,27.82
2016-08-23,27.99
2016-08-24,27.780001000000002
2016-08-25,28.0
2016-08-26,27.780001000000002
2016-08-29,28.08
2016-08-30,28.07
2016-08-31,27.74
2016-09-01,27.65
2016-09-02,27.83
2016-09-06,27.719998999999998
2016-09-07,27.76
2016-09-08,27.870001000000002
2016-09-09,27.309998999999998
2016-09-12,27.5
2016-09-13,26.9
2016-09-14,26.98
2016-09-15,27.27
2016-09-16,27.25
2016-09-19,27.280001000000002
2016-09-20,27.389999
2016-09-21,27.76
2016-09-22,28.0
2016-09-23,27.75
2016-09-26,27.620001000000002
2016-09-27,27.74
2016-09-28,28.23
2016-09-29,28.040001
2016-09-30,28.68
2016-10-03,28.32
2016-10-04,28.309998999999998
2016-10-05,28.66
2016-10-06,28.57
2016-10-07,28.469998999999998
2016-10-10,28.35
2016-10-11,28.1
2016-10-12,28.16
