Date,BAX
1981-10-27,3.8541809999999996
1981-10-28,3.8541809999999996
1981-10-29,3.823347
1981-10-30,3.877306
1981-11-02,4.023765
1981-11-03,4.04689
1981-11-04,4.00064
1981-11-05,3.946681
1981-11-06,3.869597
1981-11-09,3.931264
1981-11-10,3.962098
1981-11-11,3.9775150000000004
1981-11-12,3.962098
1981-11-13,3.9158480000000004
1981-11-16,3.9158480000000004
1981-11-17,4.039182
1981-11-18,4.070015
1981-11-19,4.100848
1981-11-20,4.085432
1981-11-23,3.946681
1981-11-24,3.9004309999999998
1981-11-25,4.008348000000001
1981-11-27,4.085432
1981-11-30,4.070015
1981-12-01,4.070015
1981-12-02,4.054598
1981-12-03,4.070015
1981-12-04,4.100848
1981-12-07,4.023765
1981-12-08,3.9775150000000004
1981-12-09,4.070015
1981-12-10,4.039182
1981-12-11,4.023765
1981-12-14,3.9158480000000004
1981-12-15,3.9158480000000004
1981-12-16,3.9158480000000004
1981-12-17,3.946681
1981-12-18,4.054598
1981-12-21,3.946681
1981-12-22,3.9929309999999996
1981-12-23,4.023765
1981-12-24,3.9775150000000004
1981-12-28,4.008348000000001
1981-12-29,4.039182
1981-12-30,4.054598
1981-12-31,4.131682
1982-01-04,4.224182
1982-01-05,4.070015
1982-01-06,3.9775150000000004
1982-01-07,4.116265
1982-01-08,4.100848
1982-01-11,3.931264
1982-01-12,4.039182
1982-01-13,3.962098
1982-01-14,4.054598
1982-01-15,4.116265
1982-01-18,4.208766000000001
1982-01-19,4.100848
1982-01-20,4.116265
1982-01-21,4.116265
1982-01-22,4.147099
1982-01-25,4.147099
1982-01-26,4.131682
1982-01-27,4.162515
1982-01-28,4.316682
1982-01-29,4.440016
1982-02-01,4.316682
1982-02-02,4.270432
1982-02-03,4.100848
1982-02-04,4.1933489999999995
1982-02-05,4.362933
1982-02-08,4.255016
1982-02-09,4.131682
1982-02-10,4.239599
1982-02-11,4.224182
1982-02-12,4.301266
1982-02-16,4.347516000000001
1982-02-17,4.440016
1982-02-18,4.47085
1982-02-19,4.378349
1982-02-22,4.285849
1982-02-23,4.255016
1982-02-24,4.285849
1982-02-25,4.316682
1982-02-26,4.316682
1982-03-01,4.285849
1982-03-02,4.270432
1982-03-03,4.285849
1982-03-04,4.239599
1982-03-05,4.131682
1982-03-08,4.162515
1982-03-09,4.085432
1982-03-10,4.008348000000001
1982-03-11,3.931264
1982-03-12,3.8541809999999996
1982-03-15,3.9929309999999996
1982-03-16,3.9929309999999996
1982-03-17,4.008348000000001
1982-03-18,4.070015
1982-03-19,4.116265
1982-03-22,4.224182
1982-03-23,4.224182
1982-03-24,4.147099
1982-03-25,4.131682
1982-03-26,4.085432
1982-03-29,4.070015
1982-03-30,4.008348000000001
1982-03-31,3.946681
1982-04-01,4.085432
1982-04-02,4.162515
1982-04-05,4.1933489999999995
1982-04-06,4.224182
1982-04-07,4.285849
1982-04-08,4.270432
1982-04-12,4.1933489999999995
1982-04-13,4.270432
1982-04-14,4.1933489999999995
1982-04-15,4.239599
1982-04-16,4.208766000000001
1982-04-19,4.239599
1982-04-20,4.239599
1982-04-21,4.085432
1982-04-22,4.116265
1982-04-23,4.162515
1982-04-26,4.255016
1982-04-27,4.285849
1982-04-28,4.316682
1982-04-29,4.3320989999999995
1982-04-30,4.4246
1982-05-03,4.4246
1982-05-04,4.47085
1982-05-05,4.4091830000000005
1982-05-06,4.486267
1982-05-07,4.47085
1982-05-10,4.4091830000000005
1982-05-11,4.486267
1982-05-12,4.47085
1982-05-13,4.47085
1982-05-14,4.440016
1982-05-17,4.440016
1982-05-18,4.393766
1982-05-19,4.3320989999999995
1982-05-20,4.393766
1982-05-21,4.378349
1982-05-24,4.362933
1982-05-25,4.378349
1982-05-26,4.255016
1982-05-27,4.285849
1982-05-28,4.1933489999999995
1982-06-01,4.177932
1982-06-02,4.255016
1982-06-03,4.224182
1982-06-04,4.1933489999999995
1982-06-07,4.177932
1982-06-08,4.131682
1982-06-09,4.039182
1982-06-10,4.162515
1982-06-11,4.270432
1982-06-14,4.239599
1982-06-15,4.239599
1982-06-16,4.224182
1982-06-17,4.177932
1982-06-18,4.177932
1982-06-21,4.162515
1982-06-22,4.208766000000001
1982-06-23,4.3320989999999995
1982-06-24,4.285849
1982-06-25,4.316682
1982-06-28,4.4091830000000005
1982-06-29,4.440016
1982-06-30,4.486267
1982-07-01,4.393766
1982-07-02,4.285849
1982-07-06,4.347516000000001
1982-07-07,4.301266
