Date,EGN
2012-06-18,43.290001000000004
2012-06-19,43.880001
2012-06-20,43.279999
2012-06-21,41.200001
2012-06-22,42.400002
2012-06-25,40.849998
2012-06-26,41.139998999999996
2012-06-27,42.330002
2012-06-28,43.27
2012-06-29,45.130001
2012-07-02,45.080002
2012-07-03,46.43
2012-07-05,46.419998
2012-07-06,45.830002
2012-07-09,45.84
2012-07-10,44.66
2012-07-11,45.32
2012-07-12,45.16
2012-07-13,46.349998
2012-07-16,47.07
2012-07-17,47.360001000000004
2012-07-18,47.459998999999996
2012-07-19,47.41
2012-07-20,47.450001
2012-07-23,46.970001
2012-07-24,46.16
2012-07-25,46.41
2012-07-26,49.84
2012-07-27,51.580002
2012-07-30,51.740002000000004
2012-07-31,51.209998999999996
2012-08-01,51.209998999999996
2012-08-02,49.549999
2012-08-03,51.34
2012-08-06,51.310001
2012-08-07,52.490002000000004
2012-08-08,52.669998
2012-08-09,52.360001000000004
2012-08-10,52.439999
2012-08-13,51.439999
2012-08-14,52.18
2012-08-15,52.630001
2012-08-16,52.619999
2012-08-17,52.209998999999996
2012-08-20,52.650002
2012-08-21,52.470001
2012-08-22,52.279999
2012-08-23,51.209998999999996
2012-08-24,51.59
2012-08-27,51.450001
2012-08-28,51.490002000000004
2012-08-29,51.560001
2012-08-30,50.91
2012-08-31,51.049999
2012-09-04,51.91
2012-09-05,51.849998
2012-09-06,52.400002
2012-09-07,52.610001000000004
2012-09-10,52.5
2012-09-11,53.310001
2012-09-12,53.029999
2012-09-13,54.099998
2012-09-14,55.5
2012-09-17,54.09
2012-09-18,53.549999
2012-09-19,53.41
2012-09-20,53.490002000000004
2012-09-21,53.419998
2012-09-24,52.849998
2012-09-25,52.02
2012-09-26,51.169998
2012-09-27,52.040001000000004
2012-09-28,52.41
2012-10-01,51.639998999999996
2012-10-02,51.82
2012-10-03,51.32
2012-10-04,52.0
2012-10-05,51.43
2012-10-08,51.389998999999996
2012-10-09,51.889998999999996
2012-10-10,51.380001
2012-10-11,51.529999
2012-10-12,50.689999
2012-10-15,51.029999
2012-10-16,52.650002
2012-10-17,53.779999
2012-10-18,54.130001
2012-10-19,53.950001
2012-10-22,53.150002
2012-10-23,51.57
2012-10-24,51.040001000000004
2012-10-25,47.48
2012-10-26,47.099998
2012-10-31,46.650002
2012-11-01,46.75
2012-11-02,46.009997999999996
2012-11-05,46.189999
2012-11-06,46.450001
2012-11-07,44.32
2012-11-08,43.470001
2012-11-09,43.43
2012-11-12,43.16
2012-11-13,43.130001
2012-11-14,42.529999
2012-11-15,42.209998999999996
2012-11-16,42.389998999999996
2012-11-19,43.57
2012-11-20,44.119999
2012-11-21,44.139998999999996
2012-11-23,44.439999
2012-11-26,43.759997999999996
2012-11-27,43.509997999999996
2012-11-28,44.040001000000004
2012-11-29,44.259997999999996
2012-11-30,44.529999
2012-12-03,44.5
2012-12-04,44.189999
2012-12-05,44.779999
2012-12-06,44.849998
2012-12-07,44.84
2012-12-10,45.880001
2012-12-11,45.549999
2012-12-12,45.240002000000004
2012-12-13,45.150002
2012-12-14,44.369999
2012-12-17,44.599998
2012-12-18,45.299999
2012-12-19,46.0
2012-12-20,45.450001
2012-12-21,45.279999
2012-12-24,44.529999
2012-12-26,44.27
2012-12-27,44.009997999999996
2012-12-28,43.900002
2012-12-31,45.09
