Date,SLM
1983-09-23,0.284217
1983-09-26,0.29272600000000004
1983-09-27,0.294428
1983-09-28,0.326764
1983-09-29,0.338677
1983-09-30,0.32506199999999996
1983-10-03,0.33527399999999996
1983-10-04,0.350591
1983-10-05,0.34718699999999997
1983-10-06,0.357398
1983-10-07,0.355696
1983-10-10,0.357398
1983-10-11,0.350591
1983-10-12,0.33187
1983-10-13,0.33527399999999996
1983-10-14,0.338677
1983-10-17,0.35399400000000003
1983-10-18,0.343783
1983-10-19,0.352292
1983-10-20,0.357398
1983-10-21,0.352292
1983-10-24,0.34718699999999997
1983-10-25,0.348889
1983-10-26,0.35399400000000003
1983-10-27,0.35399400000000003
1983-10-28,0.35399400000000003
1983-10-31,0.35399400000000003
1983-11-01,0.352292
1983-11-02,0.355696
1983-11-03,0.350591
1983-11-04,0.34718699999999997
1983-11-07,0.345485
1983-11-08,0.343783
1983-11-09,0.34718699999999997
1983-11-10,0.348889
1983-11-11,0.35399400000000003
1983-11-14,0.3591
1983-11-15,0.36761
1983-11-16,0.374417
1983-11-17,0.377821
1983-11-18,0.38803200000000004
1983-11-21,0.38633
1983-11-22,0.369311
1983-11-23,0.372715
1983-11-25,0.37101300000000004
1983-11-28,0.374417
1983-11-29,0.374417
1983-11-30,0.376119
1983-12-01,0.377821
1983-12-02,0.376119
1983-12-05,0.372715
1983-12-06,0.36761
1983-12-07,0.36761
1983-12-08,0.35399400000000003
1983-12-09,0.34718699999999997
1983-12-12,0.34718699999999997
1983-12-13,0.345485
1983-12-14,0.340379
1983-12-15,0.340379
1983-12-16,0.34208099999999997
1983-12-19,0.336975
1983-12-20,0.338677
1983-12-21,0.340379
1983-12-22,0.338677
1983-12-23,0.340379
1983-12-27,0.340379
1983-12-28,0.343783
1983-12-29,0.340379
1983-12-30,0.340379
1984-01-03,0.348889
1984-01-04,0.350591
1984-01-05,0.35399400000000003
1984-01-06,0.362504
1984-01-09,0.365908
1984-01-10,0.376119
1984-01-11,0.377821
1984-01-12,0.38633
1984-01-13,0.381225
1984-01-16,0.379523
1984-01-17,0.376119
1984-01-18,0.374417
1984-01-19,0.374417
1984-01-20,0.37101300000000004
1984-01-23,0.37101300000000004
1984-01-24,0.36761
1984-01-25,0.362504
1984-01-26,0.364206
1984-01-27,0.348889
1984-01-30,0.338677
1984-01-31,0.338677
1984-02-01,0.338677
1984-02-02,0.340379
1984-02-03,0.34208099999999997
1984-02-06,0.31655300000000003
1984-02-07,0.321658
1984-02-08,0.319956
1984-02-09,0.321658
1984-02-10,0.31485100000000005
1984-02-13,0.31485100000000005
1984-02-14,0.311447
1984-02-15,0.302937
1984-02-16,0.294428
1984-02-17,0.29272600000000004
1984-02-21,0.294428
1984-02-22,0.29613
1984-02-23,0.29613
1984-02-24,0.304639
1984-02-27,0.318255
1984-02-28,0.31655300000000003
1984-02-29,0.321658
1984-03-01,0.32506199999999996
1984-03-02,0.348889
1984-03-05,0.333572
1984-03-06,0.319956
1984-03-07,0.321658
1984-03-08,0.326764
1984-03-09,0.328466
1984-03-12,0.336975
1984-03-13,0.338677
1984-03-14,0.338677
1984-03-15,0.340379
1984-03-16,0.345485
1984-03-19,0.338677
1984-03-20,0.338677
1984-03-21,0.336975
1984-03-22,0.33187
1984-03-23,0.33016799999999996
1984-03-26,0.326764
1984-03-27,0.33016799999999996
1984-03-28,0.33187
1984-03-29,0.336975
1984-03-30,0.340379
1984-04-02,0.343783
1984-04-03,0.338677
1984-04-04,0.340379
1984-04-05,0.340379
1984-04-06,0.338677
1984-04-09,0.34208099999999997
1984-04-10,0.340379
1984-04-11,0.336975
1984-04-12,0.333572
1984-04-13,0.33016799999999996
1984-04-16,0.33187
1984-04-17,0.340379
1984-04-18,0.336975
1984-04-19,0.33527399999999996
1984-04-23,0.336975
1984-04-24,0.336975
1984-04-25,0.333572
1984-04-26,0.33187
1984-04-27,0.326764
1984-04-30,0.326764
1984-05-01,0.32506199999999996
1984-05-02,0.333572
1984-05-03,0.328466
1984-05-04,0.32506199999999996
1984-05-07,0.319956
1984-05-08,0.31485100000000005
1984-05-09,0.308043
1984-05-10,0.31485100000000005
1984-05-11,0.318255
1984-05-14,0.31655300000000003
1984-05-15,0.319956
1984-05-16,0.32506199999999996
1984-05-17,0.31314899999999996
1984-05-18,0.311447
1984-05-21,0.31655300000000003
1984-05-22,0.31655300000000003
1984-05-23,0.318255
1984-05-24,0.311447
1984-05-25,0.311447
1984-05-29,0.306341
1984-05-30,0.302937
1984-05-31,0.321658
1984-06-01,0.32506199999999996
1984-06-04,0.333572
1984-06-05,0.33527399999999996
1984-06-06,0.336975
1984-06-07,0.336975
1984-06-08,0.333572
1984-06-11,0.326764
1984-06-12,0.32336
1984-06-13,0.319956
1984-06-14,0.309745
1984-06-15,0.309745
1984-06-18,0.318255
1984-06-19,0.318255
1984-06-20,0.31655300000000003
1984-06-21,0.326764
1984-06-22,0.32336
1984-06-25,0.326764
1984-06-26,0.33016799999999996
1984-06-27,0.33016799999999996
1984-06-28,0.33016799999999996
1984-06-29,0.328466
1984-07-02,0.33187
1984-07-03,0.333572
1984-07-05,0.338677
1984-07-06,0.338677
1984-07-09,0.333572
1984-07-10,0.343783
1984-07-11,0.348889
1984-07-12,0.357398
1984-07-13,0.3591
1984-07-16,0.355696
1984-07-17,0.35399400000000003
1984-07-18,0.35399400000000003
1984-07-19,0.360802
1984-07-20,0.362504
1984-07-23,0.355696
1984-07-24,0.34718699999999997
1984-07-25,0.340379
1984-07-26,0.348889
1984-07-27,0.364206
1984-07-30,0.3591
1984-07-31,0.362504
1984-08-01,0.37101300000000004
1984-08-02,0.384628
1984-08-03,0.39484
1984-08-06,0.389734
1984-08-07,0.39484
1984-08-08,0.415263
1984-08-09,0.43058
1984-08-10,0.427176
1984-08-13,0.41185900000000003
1984-08-14,0.40334899999999996
1984-08-15,0.418666
1984-08-16,0.418666
1984-08-17,0.415263
1984-08-20,0.41356099999999996
1984-08-21,0.42547399999999996
1984-08-22,0.416965
1984-08-23,0.42547399999999996
1984-08-24,0.420368
1984-08-27,0.416965
1984-08-28,0.420368
1984-08-29,0.416965
1984-08-30,0.41185900000000003
1984-08-31,0.401647
1984-09-04,0.401647
1984-09-05,0.398244
1984-09-06,0.408455
1984-09-07,0.405051
1984-09-10,0.408455
1984-09-11,0.42547399999999996
1984-09-12,0.42207
1984-09-13,0.42547399999999996
1984-09-14,0.415263
1984-09-17,0.42207
1984-09-18,0.42207
1984-09-19,0.433983
1984-09-20,0.44759899999999997
1984-09-21,0.439089
1984-09-24,0.420368
1984-09-25,0.42377200000000004
1984-09-26,0.428878
1984-09-27,0.439089
1984-09-28,0.428878
1984-10-01,0.42547399999999996
1984-10-02,0.42207
1984-10-03,0.401647
1984-10-04,0.40334899999999996
1984-10-05,0.41185900000000003
1984-10-08,0.410157
1984-10-09,0.41185900000000003
1984-10-10,0.408455
1984-10-11,0.40675300000000003
1984-10-12,0.408455
1984-10-15,0.41185900000000003
1984-10-16,0.42207
1984-10-17,0.420368
1984-10-18,0.444195
1984-10-19,0.449301
1984-10-22,0.444195
1984-10-23,0.456108
1984-10-24,0.462916
1984-10-25,0.461214
1984-10-26,0.449301
1984-10-29,0.452704
1984-10-30,0.43738699999999997
1984-10-31,0.43568500000000004
1984-11-01,0.428878
1984-11-02,0.43568500000000004
1984-11-05,0.439089
1984-11-06,0.45100200000000007
1984-11-07,0.433983
1984-11-08,0.43228199999999994
1984-11-09,0.43738699999999997
1984-11-12,0.444195
1984-11-13,0.449301
1984-11-14,0.44759899999999997
1984-11-15,0.43568500000000004
1984-11-16,0.401647
1984-11-19,0.399946
1984-11-20,0.401647
1984-11-21,0.40675300000000003
1984-11-23,0.415263
1984-11-26,0.408455
1984-11-27,0.398244
1984-11-28,0.391436
1984-11-29,0.377821
1984-11-30,0.37101300000000004
1984-12-03,0.372715
1984-12-04,0.369311
1984-12-05,0.35399400000000003
1984-12-06,0.340379
1984-12-07,0.345485
1984-12-10,0.352292
1984-12-11,0.369311
1984-12-12,0.369311
1984-12-13,0.36761
1984-12-14,0.365908
1984-12-17,0.357398
1984-12-18,0.365908
1984-12-19,0.362504
1984-12-20,0.374417
1984-12-21,0.37101300000000004
1984-12-24,0.364206
1984-12-26,0.364206
1984-12-27,0.34718699999999997
1984-12-28,0.350591
1984-12-31,0.360802
1985-01-02,0.350591
1985-01-03,0.34718699999999997
1985-01-04,0.357398
1985-01-07,0.355696
1985-01-08,0.362504
1985-01-09,0.364206
1985-01-10,0.393138
1985-01-11,0.398244
1985-01-14,0.40675300000000003
1985-01-15,0.401647
1985-01-16,0.38633
1985-01-17,0.391436
1985-01-18,0.38803200000000004
