Date,BIVV
2017-01-17,44.57
2017-01-18,44.380001
2017-01-19,43.32
2017-01-20,42.830002
2017-01-23,42.200001
2017-01-24,41.82
2017-01-25,42.150002
2017-01-26,43.73
2017-01-27,44.68
2017-01-30,43.990002000000004
2017-01-31,45.0
2017-02-01,44.450001
2017-02-02,44.98
2017-02-03,44.380001
2017-02-06,42.830002
2017-02-07,44.439999
2017-02-08,42.959998999999996
2017-02-09,42.400002
2017-02-10,43.419998
2017-02-13,44.369999
2017-02-14,44.509997999999996
2017-02-15,44.099998
2017-02-16,44.099998
2017-02-17,47.450001
2017-02-21,48.200001
2017-02-22,47.759997999999996
2017-02-23,49.560001
2017-02-24,50.959998999999996
2017-02-27,50.59
2017-02-28,52.080002
2017-03-01,53.41
2017-03-02,52.810001
2017-03-03,52.509997999999996
2017-03-06,52.41
2017-03-07,51.119999
2017-03-08,52.860001000000004
2017-03-09,53.57
2017-03-10,52.990002000000004
2017-03-13,52.119999
2017-03-14,51.43
2017-03-15,51.450001
2017-03-16,50.709998999999996
2017-03-17,49.369999
2017-03-20,49.169998
2017-03-21,48.970001
2017-03-22,51.299999
2017-03-23,50.470001
2017-03-24,50.299999
2017-03-27,50.919998
2017-03-28,52.139998999999996
2017-03-29,53.220001
2017-03-30,52.740002000000004
2017-03-31,54.459998999999996
2017-04-03,53.68
2017-04-04,54.75
2017-04-05,53.689999
2017-04-06,55.389998999999996
2017-04-07,56.880001
2017-04-10,56.34
2017-04-11,56.900002
2017-04-12,56.709998999999996
2017-04-13,56.830002
2017-04-17,56.279999
2017-04-18,56.049999
2017-04-19,55.990002000000004
2017-04-20,57.619999
2017-04-21,57.18
2017-04-24,58.189999
2017-04-25,57.779999
2017-04-26,57.939999
2017-04-27,58.09
2017-04-28,58.810001
2017-05-01,59.040001000000004
2017-05-02,57.48
2017-05-03,55.98
2017-05-04,55.23
2017-05-05,56.220001
2017-05-08,55.540001000000004
2017-05-09,55.950001
2017-05-10,56.529999
2017-05-11,55.040001000000004
2017-05-12,55.080002
2017-05-15,55.82
2017-05-16,55.220001
2017-05-17,51.900002
2017-05-18,53.810001
2017-05-19,54.860001000000004
2017-05-22,54.689999
2017-05-23,52.5
2017-05-24,54.299999
2017-05-25,54.990002000000004
2017-05-26,56.73
2017-05-30,55.82
2017-05-31,55.09
2017-06-01,56.16
2017-06-02,58.119999
2017-06-05,57.459998999999996
2017-06-06,57.830002
2017-06-07,57.400002
2017-06-08,57.360001000000004
2017-06-09,56.98
2017-06-12,55.240002000000004
2017-06-13,58.25
2017-06-14,57.419998
2017-06-15,56.540001000000004
2017-06-16,58.23
2017-06-19,60.529999
2017-06-20,61.130001
2017-06-21,61.060001
2017-06-22,60.970001
2017-06-23,62.57
2017-06-26,60.799999
2017-06-27,60.290001000000004
2017-06-28,59.82
2017-06-29,60.290001000000004
2017-06-30,60.169998
2017-07-03,62.139998999999996
2017-07-05,61.93
2017-07-06,61.220001
2017-07-07,60.310001
2017-07-10,62.130001
2017-07-11,61.77
2017-07-12,61.950001
2017-07-13,60.779999
2017-07-14,60.610001000000004
2017-07-17,60.900002
2017-07-18,60.509997999999996
2017-07-19,61.029999
2017-07-20,62.779999
2017-07-21,63.220001
2017-07-24,63.619999
2017-07-25,63.720001
2017-07-26,63.450001
2017-07-27,61.98
2017-07-28,62.529999
2017-07-31,61.970001
2017-08-01,60.889998999999996
2017-08-02,61.23
2017-08-03,61.209998999999996
2017-08-04,58.75
2017-08-07,60.68
2017-08-08,59.389998999999996
2017-08-09,59.07
2017-08-10,56.509997999999996
2017-08-11,58.080002
2017-08-14,57.900002
2017-08-15,57.209998999999996
2017-08-16,57.18
2017-08-17,55.009997999999996
2017-08-18,55.049999
2017-08-21,54.779999
2017-08-22,56.34
2017-08-23,55.220001
2017-08-24,55.599998
2017-08-25,55.610001000000004
2017-08-28,56.490002000000004
2017-08-29,56.560001
2017-08-30,56.009997999999996
2017-08-31,56.689999
2017-09-01,55.959998999999996
2017-09-05,55.610001000000004
2017-09-06,56.419998
2017-09-07,56.740002000000004
2017-09-08,57.080002
2017-09-11,56.619999
2017-09-12,57.139998999999996
2017-09-13,56.459998999999996
2017-09-14,56.439999
2017-09-15,55.18
2017-09-18,56.110001000000004
2017-09-19,56.389998999999996
2017-09-20,56.790001000000004
2017-09-21,56.009997999999996
2017-09-22,56.610001000000004
2017-09-25,56.66
2017-09-26,56.580002
2017-09-27,57.25
2017-09-28,56.75
2017-09-29,57.07
2017-10-02,58.09
2017-10-03,57.73
2017-10-04,57.580002
2017-10-05,57.41
2017-10-06,58.93
2017-10-09,58.860001000000004
2017-10-10,59.880001
2017-10-11,59.040001000000004
2017-10-12,59.169998
2017-10-13,58.66
2017-10-16,59.16
2017-10-17,60.07
2017-10-18,59.959998999999996
2017-10-19,59.73
2017-10-20,60.220001
2017-10-23,58.919998
2017-10-24,59.279999
2017-10-25,58.73
2017-10-26,57.25
2017-10-27,55.84
2017-10-30,55.84
2017-10-31,56.5
2017-11-01,54.650002
2017-11-02,53.650002
2017-11-03,54.009997999999996
2017-11-06,52.849998
2017-11-07,53.41
2017-11-08,54.139998999999996
2017-11-09,53.669998
2017-11-10,53.66
2017-11-13,53.91
2017-11-14,54.389998999999996
2017-11-15,55.18
2017-11-16,55.290001000000004
2017-11-17,56.110001000000004
2017-11-20,50.759997999999996
2017-11-21,50.720001
2017-11-22,50.240002000000004
2017-11-24,50.57
