Date,RTN
1981-12-31,9.34375
1982-01-04,9.1875
1982-01-05,8.8125
1982-01-06,8.84375
1982-01-07,8.84375
1982-01-08,8.75
1982-01-11,8.53125
1982-01-12,8.75
1982-01-13,8.75
1982-01-14,8.8125
1982-01-15,8.78125
1982-01-18,8.875
1982-01-19,8.625
1982-01-20,8.6875
1982-01-21,8.625
1982-01-22,8.625
1982-01-25,8.625
1982-01-26,8.6875
1982-01-27,8.59375
1982-01-28,9.125
1982-01-29,9.0625
1982-02-01,8.6875
1982-02-02,8.9375
1982-02-03,8.8125
1982-02-04,8.90625
1982-02-05,9.09375
1982-02-08,8.90625
1982-02-09,8.8125
1982-02-10,8.9375
1982-02-11,8.90625
1982-02-12,8.78125
1982-02-16,8.6875
1982-02-17,8.5625
1982-02-18,8.625
1982-02-19,8.59375
1982-02-22,7.78125
1982-02-23,7.96875
1982-02-24,7.75
1982-02-25,7.90625
1982-02-26,7.875
1982-03-01,8.03125
1982-03-02,8.0625
1982-03-03,7.875
1982-03-04,7.84375
1982-03-05,7.625
1982-03-08,7.625
1982-03-09,7.71875
1982-03-10,7.78125
1982-03-11,7.40625
1982-03-12,7.3125
1982-03-15,7.3125
1982-03-16,7.28125
1982-03-17,7.34375
1982-03-18,7.78125
1982-03-19,8.0
1982-03-22,8.28125
1982-03-23,8.375
1982-03-24,8.03125
1982-03-25,8.09375
1982-03-26,8.125
1982-03-29,8.1875
1982-03-30,8.1875
1982-03-31,8.0625
1982-04-01,8.0625
1982-04-02,8.375
1982-04-05,8.4375
1982-04-06,8.15625
1982-04-07,8.25
1982-04-08,8.53125
1982-04-12,8.75
1982-04-13,8.65625
1982-04-14,8.75
1982-04-15,8.90625
1982-04-16,9.09375
1982-04-19,8.9375
1982-04-20,8.84375
1982-04-21,8.9375
1982-04-22,9.0625
1982-04-23,9.125
1982-04-26,9.03125
1982-04-27,8.90625
1982-04-28,8.5625
1982-04-29,8.4375
1982-04-30,8.59375
1982-05-03,8.75
1982-05-04,9.125
1982-05-05,9.1875
1982-05-06,9.28125
1982-05-07,9.375
1982-05-10,9.15625
1982-05-11,9.09375
1982-05-12,9.0
1982-05-13,8.9375
1982-05-14,8.84375
1982-05-17,8.8125
1982-05-18,8.75
1982-05-19,8.65625
1982-05-20,8.6875
1982-05-21,8.71875
1982-05-24,8.65625
1982-05-25,8.59375
1982-05-26,8.1875
1982-05-27,8.125
1982-05-28,8.1875
1982-06-01,8.4375
1982-06-02,8.4375
1982-06-03,8.53125
1982-06-04,8.40625
1982-06-07,8.4375
1982-06-08,8.375
1982-06-09,8.5
1982-06-10,8.46875
1982-06-11,8.65625
1982-06-14,8.625
1982-06-15,8.6875
1982-06-16,8.625
1982-06-17,8.5625
1982-06-18,8.40625
1982-06-21,8.375
1982-06-22,8.6875
1982-06-23,8.96875
1982-06-24,9.125
1982-06-25,9.125
1982-06-28,9.125
1982-06-29,9.0
1982-06-30,9.09375
1982-07-01,8.875
1982-07-02,8.84375
1982-07-06,8.90625
1982-07-07,9.15625
1982-07-08,9.6875
1982-07-09,9.71875
1982-07-12,9.75
1982-07-13,10.0625
1982-07-14,9.75
1982-07-15,9.8125
1982-07-16,9.65625
1982-07-19,9.8125
1982-07-20,9.96875
1982-07-21,9.90625
1982-07-22,9.96875
1982-07-23,9.9375
1982-07-26,10.0
1982-07-27,9.84375
1982-07-28,9.65625
1982-07-29,9.8125
1982-07-30,9.65625
1982-08-02,9.9375
1982-08-03,9.84375
1982-08-04,9.5625
1982-08-05,9.28125
1982-08-06,9.03125
1982-08-09,9.125
1982-08-10,9.0625
1982-08-11,9.09375
1982-08-12,8.96875
1982-08-13,8.65625
1982-08-16,8.875
1982-08-17,9.59375
1982-08-18,9.5625
1982-08-19,9.5625
1982-08-20,10.0
1982-08-23,10.125
1982-08-24,9.90625
1982-08-25,9.90625
1982-08-26,10.375
1982-08-27,10.25
1982-08-30,10.4375
1982-08-31,10.71875
1982-09-01,10.4375
1982-09-02,11.0
1982-09-03,11.25
1982-09-07,11.0
1982-09-08,10.8125
1982-09-09,10.6875
1982-09-10,10.84375
1982-09-13,11.03125
1982-09-14,11.375
1982-09-15,11.40625
1982-09-16,11.3125
1982-09-17,11.15625
1982-09-20,11.0
1982-09-21,10.6875
1982-09-22,10.78125
1982-09-23,11.3125
1982-09-24,10.875
1982-09-27,10.90625
1982-09-28,10.65625
1982-09-29,10.375
1982-09-30,10.21875
1982-10-01,10.40625
1982-10-04,10.5625
1982-10-05,10.5625
1982-10-06,11.0625
1982-10-07,11.25
1982-10-08,11.3125
1982-10-11,11.0
1982-10-12,10.75
1982-10-13,10.96875
1982-10-14,10.96875
1982-10-15,10.84375
1982-10-18,11.28125
1982-10-19,11.875
1982-10-20,12.25
1982-10-21,12.34375
1982-10-22,12.0
1982-10-25,11.4375
1982-10-26,11.46875
1982-10-27,11.5
1982-10-28,11.34375
1982-10-29,10.9375
1982-11-01,11.25
1982-11-02,11.4375
1982-11-03,12.03125
1982-11-04,12.0625
1982-11-05,12.0625
1982-11-08,11.8125
1982-11-09,11.875
1982-11-10,11.40625
1982-11-11,11.25
1982-11-12,10.9375
1982-11-15,10.375
1982-11-16,10.125
1982-11-17,10.34375
1982-11-18,10.5625
1982-11-19,10.03125
1982-11-22,9.84375
1982-11-23,9.6875
1982-11-24,10.125
1982-11-26,10.3125
1982-11-29,10.59375
1982-11-30,11.3125
1982-12-01,11.21875
1982-12-02,11.28125
1982-12-03,11.25
1982-12-06,11.6875
1982-12-07,12.0
1982-12-08,11.84375
1982-12-09,11.28125
1982-12-10,11.34375
1982-12-13,11.375
1982-12-14,11.3125
1982-12-15,11.0625
1982-12-16,10.9375
1982-12-17,11.375
1982-12-20,11.3125
1982-12-21,11.25
1982-12-22,11.1875
1982-12-23,11.75
1982-12-27,11.71875
1982-12-28,11.3125
1982-12-29,11.25
1982-12-30,11.1875
1982-12-31,11.1875
1983-01-03,10.6875
1983-01-04,11.09375
1983-01-05,10.875
1983-01-06,11.09375
1983-01-07,11.5
1983-01-10,11.78125
1983-01-11,11.25
1983-01-12,11.34375
1983-01-13,11.375
1983-01-14,11.625
1983-01-17,11.8125
1983-01-18,12.0
1983-01-19,11.84375
1983-01-20,12.0
1983-01-21,11.96875
1983-01-24,11.625
1983-01-25,11.78125
1983-01-26,11.75
1983-01-27,11.96875
1983-01-28,11.875
1983-01-31,11.9375
1983-02-01,11.75
1983-02-02,11.8125
1983-02-03,11.9375
1983-02-04,12.25
1983-02-07,12.375
1983-02-08,12.1875
1983-02-09,11.96875
1983-02-10,12.125
1983-02-11,12.3125
1983-02-14,12.6875
1983-02-15,12.46875
1983-02-16,12.34375
1983-02-17,12.25
1983-02-18,12.375
1983-02-22,12.40625
1983-02-23,12.8125
1983-02-24,13.09375
1983-02-25,13.0625
1983-02-28,12.78125
1983-03-01,12.90625
1983-03-02,12.84375
1983-03-03,12.75
1983-03-04,12.8125
1983-03-07,12.75
1983-03-08,12.46875
1983-03-09,12.6875
1983-03-10,12.5625
1983-03-11,12.5
1983-03-14,12.4375
1983-03-15,12.5
1983-03-16,12.40625
1983-03-17,12.59375
1983-03-18,12.75
1983-03-21,12.8125
1983-03-22,12.78125
1983-03-23,12.875
1983-03-24,13.03125
1983-03-25,13.3125
1983-03-28,13.5
1983-03-29,13.46875
1983-03-30,13.4375
1983-03-31,13.21875
1983-04-04,13.0625
1983-04-05,13.09375
1983-04-06,12.875
1983-04-07,12.875
1983-04-08,12.78125
1983-04-11,13.03125
1983-04-12,12.90625
1983-04-13,13.03125
1983-04-14,13.15625
1983-04-15,13.09375
1983-04-18,13.0
1983-04-19,12.8125
1983-04-20,12.75
1983-04-21,12.4375
1983-04-22,12.375
1983-04-25,11.8125
1983-04-26,12.1875
1983-04-27,12.0625
1983-04-28,12.125
1983-04-29,12.84375
1983-05-02,12.5625
1983-05-03,12.4375
1983-05-04,12.4375
1983-05-05,12.71875
1983-05-06,12.84375
1983-05-09,12.75
1983-05-10,12.84375
1983-05-11,12.875
1983-05-12,12.90625
1983-05-13,12.96875
1983-05-16,12.90625
1983-05-17,12.96875
1983-05-18,12.8125
1983-05-19,12.875
1983-05-20,12.46875
1983-05-23,12.75
1983-05-24,12.90625
1983-05-25,12.75
1983-05-26,13.3125
1983-05-27,13.28125
1983-05-31,13.0
1983-06-01,12.96875
1983-06-02,12.96875
1983-06-03,13.21875
1983-06-06,13.5625
1983-06-07,13.75
1983-06-08,13.65625
1983-06-09,13.625
1983-06-10,13.5625
1983-06-13,13.71875
1983-06-14,14.25
1983-06-15,13.75
1983-06-16,13.25
1983-06-17,12.84375
1983-06-20,12.71875
1983-06-21,13.3125
1983-06-22,13.3125
1983-06-23,13.1875
1983-06-24,13.1875
1983-06-27,12.84375
1983-06-28,12.6875
1983-06-29,12.75
1983-06-30,12.625
1983-07-01,12.5
1983-07-05,12.40625
1983-07-06,12.5625
1983-07-07,12.4375
1983-07-08,12.46875
1983-07-11,12.5
1983-07-12,12.125
1983-07-13,12.0
1983-07-14,11.84375
1983-07-15,11.71875
1983-07-18,11.5625
1983-07-19,11.8125
1983-07-20,12.375
1983-07-21,12.21875
1983-07-22,12.21875
1983-07-25,12.21875
1983-07-26,12.40625
1983-07-27,12.5
1983-07-28,12.125
1983-07-29,11.75
1983-08-01,12.0
1983-08-02,12.09375
1983-08-03,12.46875
1983-08-04,12.4375
1983-08-05,12.3125
1983-08-08,11.96875
1983-08-09,11.90625
1983-08-10,11.8125
1983-08-11,11.75
1983-08-12,11.65625
1983-08-15,11.78125
1983-08-16,11.71875
1983-08-17,12.0
1983-08-18,12.5
1983-08-19,12.53125
1983-08-22,12.46875
1983-08-23,12.15625
1983-08-24,12.09375
1983-08-25,11.9375
1983-08-26,11.9375
1983-08-29,11.8125
1983-08-30,11.875
1983-08-31,11.9375
1983-09-01,11.96875
1983-09-02,12.3125
1983-09-06,12.4375
1983-09-07,12.5
1983-09-08,12.375
1983-09-09,12.3125
1983-09-12,12.15625
1983-09-13,12.125
1983-09-14,12.15625
1983-09-15,12.125
1983-09-16,12.0625
1983-09-19,12.25
1983-09-20,12.0
1983-09-21,11.96875
1983-09-22,12.09375
1983-09-23,12.09375
1983-09-26,12.125
1983-09-27,12.0
1983-09-28,11.84375
1983-09-29,11.78125
1983-09-30,11.875
1983-10-03,11.6875
1983-10-04,11.40625
1983-10-05,11.78125
1983-10-06,12.5
1983-10-07,12.25
1983-10-10,12.125
1983-10-11,11.875
1983-10-12,11.71875
1983-10-13,12.0625
1983-10-14,11.90625
1983-10-17,11.8125
1983-10-18,11.375
1983-10-19,10.875
1983-10-20,11.15625
1983-10-21,11.3125
1983-10-24,11.34375
1983-10-25,11.25
1983-10-26,11.09375
1983-10-27,11.1875
1983-10-28,10.90625
1983-10-31,10.90625
1983-11-01,11.125
1983-11-02,11.375
1983-11-03,11.15625
1983-11-04,10.9375
1983-11-07,10.84375
1983-11-08,10.75
1983-11-09,10.96875
1983-11-10,11.0
1983-11-11,11.34375
1983-11-14,11.40625
1983-11-15,11.125
1983-11-16,11.21875
1983-11-17,11.25
1983-11-18,11.25
1983-11-21,11.34375
1983-11-22,11.3125
1983-11-23,11.3125
1983-11-25,11.15625
1983-11-28,11.25
1983-11-29,11.3125
1983-11-30,10.9375
1983-12-01,10.6875
1983-12-02,10.5
1983-12-05,10.6875
1983-12-06,11.0
1983-12-07,10.96875
1983-12-08,10.6875
1983-12-09,10.5
1983-12-12,10.78125
1983-12-13,11.03125
1983-12-14,11.09375
1983-12-15,10.9375
1983-12-16,11.15625
1983-12-19,11.0
1983-12-20,11.0
1983-12-21,11.15625
1983-12-22,11.0625
1983-12-23,11.0
1983-12-27,10.96875
1983-12-28,10.96875
1983-12-29,10.84375
1983-12-30,10.78125
1984-01-03,10.90625
1984-01-04,11.0
1984-01-05,11.15625
1984-01-06,11.3125
1984-01-09,11.75
1984-01-10,11.5625
1984-01-11,11.71875
1984-01-12,11.90625
1984-01-13,11.90625
1984-01-16,12.15625
1984-01-17,12.09375
1984-01-18,12.0
1984-01-19,11.9375
1984-01-20,11.625
1984-01-23,11.625
1984-01-24,11.5
1984-01-25,11.25
1984-01-26,11.28125
1984-01-27,11.46875
1984-01-30,11.25
1984-01-31,11.15625
1984-02-01,11.125
1984-02-02,11.0625
1984-02-03,10.8125
1984-02-06,10.75
1984-02-07,10.6875
1984-02-08,10.25
1984-02-09,10.3125
1984-02-10,10.5
1984-02-13,10.28125
1984-02-14,10.46875
1984-02-15,10.375
1984-02-16,10.25
1984-02-17,10.28125
1984-02-21,10.0625
1984-02-22,9.84375
1984-02-23,9.78125
1984-02-24,10.0625
1984-02-27,10.09375
1984-02-28,9.8125
1984-02-29,9.84375
1984-03-01,9.625
1984-03-02,9.6875
1984-03-05,9.625
1984-03-06,9.5
1984-03-07,9.4375
1984-03-08,9.59375
1984-03-09,9.5
1984-03-12,9.59375
1984-03-13,9.4375
1984-03-14,9.3125
1984-03-15,9.28125
1984-03-16,9.3125
1984-03-19,9.15625
1984-03-20,9.125
1984-03-21,9.1875
1984-03-22,8.96875
1984-03-23,9.0
1984-03-26,9.0625
1984-03-27,9.15625
1984-03-28,9.34375
1984-03-29,9.71875
1984-03-30,9.59375
1984-04-02,9.625
1984-04-03,9.46875
1984-04-04,9.4375
1984-04-05,9.21875
1984-04-06,9.21875
1984-04-09,9.375
1984-04-10,9.3125
1984-04-11,9.125
1984-04-12,9.375
1984-04-13,9.46875
1984-04-16,9.625
1984-04-17,9.71875
1984-04-18,9.71875
1984-04-19,9.9375
1984-04-23,9.75
1984-04-24,9.625
1984-04-25,9.8125
1984-04-26,10.0625
1984-04-27,9.84375
1984-04-30,9.875
1984-05-01,9.875
1984-05-02,10.0625
1984-05-03,10.15625
1984-05-04,9.78125
1984-05-07,9.90625
1984-05-08,9.6875
1984-05-09,9.6875
1984-05-10,9.65625
1984-05-11,9.5625
1984-05-14,9.6875
1984-05-15,9.625
1984-05-16,9.625
1984-05-17,9.3125
1984-05-18,9.21875
1984-05-21,9.15625
1984-05-22,9.125
1984-05-23,9.25
1984-05-24,8.9375
1984-05-25,8.875
1984-05-29,8.96875
1984-05-30,8.9375
1984-05-31,8.84375
1984-06-01,9.03125
1984-06-04,9.21875
1984-06-05,9.28125
1984-06-06,9.46875
1984-06-07,9.375
1984-06-08,9.375
1984-06-11,9.34375
1984-06-12,9.4375
1984-06-13,9.375
1984-06-14,9.34375
1984-06-15,9.34375
1984-06-18,9.53125
1984-06-19,9.6875
1984-06-20,10.125
1984-06-21,9.875
1984-06-22,9.875
1984-06-25,9.78125
1984-06-26,9.625
1984-06-27,9.53125
1984-06-28,9.5625
1984-06-29,9.5
1984-07-02,9.46875
1984-07-03,9.59375
1984-07-05,9.5
1984-07-06,9.59375
1984-07-09,9.71875
1984-07-10,9.8125
1984-07-11,9.78125
1984-07-12,9.65625
1984-07-13,9.71875
1984-07-16,9.4375
1984-07-17,9.25
1984-07-18,9.0625
1984-07-19,9.0625
1984-07-20,9.03125
1984-07-23,8.9375
1984-07-24,8.875
1984-07-25,8.875
1984-07-26,9.0
1984-07-27,9.0625
1984-07-30,9.0
1984-07-31,9.25
1984-08-01,9.53125
1984-08-02,9.9375
1984-08-03,10.375
1984-08-06,10.375
1984-08-07,10.375
1984-08-08,10.15625
1984-08-09,10.46875
1984-08-10,10.28125
1984-08-13,10.4375
1984-08-14,10.3125
1984-08-15,10.125
1984-08-16,10.3125
1984-08-17,10.375
1984-08-20,10.5625
1984-08-21,10.6875
1984-08-22,10.96875
1984-08-23,11.03125
1984-08-24,10.90625
1984-08-27,10.9375
1984-08-28,10.96875
1984-08-29,11.0625
1984-08-30,11.0
1984-08-31,10.78125
1984-09-04,10.875
1984-09-05,10.75
1984-09-06,10.53125
1984-09-07,10.53125
1984-09-10,10.53125
1984-09-11,10.59375
1984-09-12,10.5
1984-09-13,10.65625
1984-09-14,10.84375
1984-09-17,11.0
1984-09-18,10.9375
1984-09-19,10.8125
1984-09-20,10.71875
1984-09-21,10.375
1984-09-24,10.3125
1984-09-25,10.1875
1984-09-26,10.125
1984-09-27,10.15625
1984-09-28,10.15625
1984-10-01,10.15625
1984-10-02,10.28125
1984-10-03,10.125
1984-10-04,10.3125
1984-10-05,10.125
1984-10-08,10.0625
1984-10-09,10.09375
1984-10-10,10.09375
1984-10-11,10.0625
1984-10-12,10.375
1984-10-15,10.25
1984-10-16,10.0625
1984-10-17,10.125
1984-10-18,10.46875
1984-10-19,10.5
1984-10-22,10.4375
1984-10-23,10.5
1984-10-24,10.65625
1984-10-25,10.4375
1984-10-26,10.4375
1984-10-29,10.46875
1984-10-30,10.6875
1984-10-31,10.5625
1984-11-01,10.40625
1984-11-02,10.25
1984-11-05,10.3125
1984-11-06,10.375
1984-11-07,10.28125
1984-11-08,10.09375
1984-11-09,10.03125
1984-11-12,9.9375
1984-11-13,9.90625
1984-11-14,9.96875
1984-11-15,9.96875
1984-11-16,9.875
1984-11-19,9.71875
1984-11-20,9.8125
1984-11-21,9.90625
1984-11-23,10.03125
1984-11-26,9.90625
1984-11-27,9.875
1984-11-28,9.71875
1984-11-29,9.5
1984-11-30,9.40625
1984-12-03,9.25
1984-12-04,9.3125
1984-12-05,9.28125
1984-12-06,9.3125
1984-12-07,9.3125
1984-12-10,9.5625
1984-12-11,9.59375
1984-12-12,9.625
1984-12-13,9.53125
1984-12-14,9.5625
1984-12-17,9.6875
1984-12-18,10.28125
1984-12-19,10.40625
1984-12-20,10.375
1984-12-21,10.1875
1984-12-24,10.25
1984-12-26,10.15625
1984-12-27,10.0625
1984-12-28,10.3125
1984-12-31,10.03125
1985-01-02,10.09375
1985-01-03,10.09375
1985-01-04,9.96875
1985-01-07,10.0625
1985-01-08,10.25
1985-01-09,10.25
1985-01-10,10.46875
1985-01-11,10.5625
1985-01-14,10.9375
1985-01-15,10.8125
1985-01-16,10.875
1985-01-17,10.8125
1985-01-18,10.75
1985-01-21,11.03125
1985-01-22,11.0625
1985-01-23,11.25
1985-01-24,11.125
1985-01-25,11.21875
1985-01-28,11.375
1985-01-29,11.625
1985-01-30,11.6875
1985-01-31,11.65625
1985-02-01,11.65625
1985-02-04,11.5625
1985-02-05,11.46875
1985-02-06,11.46875
1985-02-07,11.71875
1985-02-08,11.75
1985-02-11,11.53125
1985-02-12,11.65625
1985-02-13,12.03125
1985-02-14,12.0625
1985-02-15,11.84375
1985-02-19,11.96875
1985-02-20,11.8125
1985-02-21,11.5
1985-02-22,11.5
1985-02-25,11.59375
1985-02-26,11.71875
1985-02-27,11.71875
1985-02-28,11.6875
1985-03-01,11.78125
1985-03-04,11.78125
1985-03-05,11.6875
1985-03-06,11.5625
1985-03-07,11.34375
1985-03-08,11.375
1985-03-11,11.34375
1985-03-12,11.28125
1985-03-13,11.21875
1985-03-14,11.1875
