Date,AB
1992-12-30,9.03125
1992-12-31,9.09375
1993-01-04,9.0625
1993-01-05,8.96875
1993-01-06,8.90625
1993-01-07,8.59375
1993-01-08,8.53125
1993-01-11,8.59375
1993-01-12,8.5625
1993-01-13,8.46875
1993-01-14,8.53125
1993-01-15,9.0625
1993-01-18,8.8125
1993-01-19,8.96875
1993-01-20,8.9375
1993-01-21,8.875
1993-01-22,8.875
1993-01-25,9.0625
1993-01-26,9.0625
1993-01-27,9.6875
1993-01-28,9.96875
1993-01-29,9.84375
1993-02-01,9.96875
1993-02-02,10.21875
1993-02-03,10.28125
1993-02-04,10.40625
1993-02-05,10.15625
1993-02-08,10.15625
1993-02-09,10.21875
1993-02-10,10.40625
1993-02-11,10.5625
1993-02-12,10.25
1993-02-16,9.875
1993-02-17,9.625
1993-02-18,9.65625
1993-02-19,9.71875
1993-02-22,9.75
1993-02-23,9.5625
1993-02-24,9.6875
1993-02-25,9.71875
1993-02-26,9.75
1993-03-01,9.65625
1993-03-02,9.75
1993-03-03,9.96875
1993-03-04,9.96875
1993-03-05,10.1875
1993-03-08,10.28125
1993-03-09,10.9375
1993-03-10,10.875
1993-03-11,10.75
1993-03-12,10.84375
1993-03-15,10.65625
1993-03-16,11.5625
1993-03-17,11.125
1993-03-18,11.1875
1993-03-19,11.0
1993-03-22,10.9375
1993-03-23,11.0
1993-03-24,11.25
1993-03-25,11.1875
1993-03-26,11.125
1993-03-29,11.0625
1993-03-30,10.9375
1993-03-31,10.6875
1993-04-01,10.6875
1993-04-02,10.3125
1993-04-05,10.3125
1993-04-06,9.8125
1993-04-07,10.1875
1993-04-08,10.4375
1993-04-12,10.5
1993-04-13,10.25
1993-04-14,10.375
1993-04-15,10.4375
1993-04-16,10.25
1993-04-19,10.375
1993-04-20,10.0
1993-04-21,10.0625
1993-04-22,10.5
1993-04-23,10.1875
1993-04-26,9.875
1993-04-27,9.875
1993-04-28,9.8125
1993-04-29,9.9375
1993-04-30,9.9375
1993-05-03,10.0
1993-05-04,9.8125
1993-05-05,9.9375
1993-05-06,9.9375
1993-05-07,9.9375
1993-05-10,9.875
1993-05-11,9.9375
1993-05-12,9.9375
1993-05-13,9.875
1993-05-14,9.8125
1993-05-17,9.5625
1993-05-18,9.5
1993-05-19,9.4375
1993-05-20,9.25
1993-05-21,9.5
1993-05-24,9.4375
1993-05-25,9.8125
1993-05-26,9.8125
1993-05-27,9.8125
1993-05-28,9.75
1993-06-01,10.125
1993-06-02,9.875
1993-06-03,10.0
1993-06-04,9.8125
1993-06-07,9.9375
1993-06-08,9.5
1993-06-09,9.6875
1993-06-10,10.0625
1993-06-11,10.0
1993-06-14,10.1875
1993-06-15,10.3125
1993-06-16,10.5625
1993-06-17,10.625
1993-06-18,10.5625
1993-06-21,10.6875
1993-06-22,10.9375
1993-06-23,10.625
1993-06-24,10.625
1993-06-25,10.75
1993-06-28,10.8125
1993-06-29,10.9375
1993-06-30,11.0
1993-07-01,11.0
1993-07-02,10.75
1993-07-06,10.75
1993-07-07,10.6875
1993-07-08,10.625
1993-07-09,10.4375
1993-07-12,10.4375
1993-07-13,10.5
1993-07-14,10.5
1993-07-15,10.3125
1993-07-16,10.4375
1993-07-19,10.375
1993-07-20,10.3125
1993-07-21,11.0
1993-07-22,10.6875
1993-07-23,10.5625
1993-07-26,10.5
1993-07-27,11.0
1993-07-28,11.1875
1993-07-29,11.125
1993-07-30,11.25
1993-08-02,11.0
1993-08-03,10.8125
1993-08-04,10.75
1993-08-05,10.5625
1993-08-06,10.6875
1993-08-09,10.6875
1993-08-10,10.6875
1993-08-11,10.8125
1993-08-12,10.75
1993-08-13,10.9375
1993-08-16,10.875
1993-08-17,10.875
1993-08-18,10.8125
1993-08-19,11.25
1993-08-20,11.25
1993-08-23,11.0625
1993-08-24,11.1875
1993-08-25,11.125
1993-08-26,11.0625
1993-08-27,11.0625
1993-08-30,11.3125
1993-08-31,11.0
1993-09-01,11.375
1993-09-02,11.25
1993-09-03,11.25
1993-09-07,11.0
1993-09-08,11.0625
1993-09-09,11.25
1993-09-10,11.375
1993-09-13,11.625
1993-09-14,11.625
1993-09-15,11.625
1993-09-16,12.125
1993-09-17,12.0625
1993-09-20,11.75
1993-09-21,11.6875
1993-09-22,12.0625
1993-09-23,12.3125
1993-09-24,12.5625
1993-09-27,12.75
1993-09-28,12.75
1993-09-29,12.75
1993-09-30,12.625
1993-10-01,12.6875
1993-10-04,12.6875
1993-10-05,12.625
1993-10-06,12.6875
1993-10-07,12.6875
1993-10-08,12.9375
1993-10-11,13.375
1993-10-12,13.4375
1993-10-13,13.6875
1993-10-14,13.4375
1993-10-15,13.5625
1993-10-18,13.625
1993-10-19,13.375
1993-10-20,13.5625
1993-10-21,13.5
1993-10-22,13.4375
1993-10-25,13.5
1993-10-26,13.3125
1993-10-27,13.3125
1993-10-28,13.4375
1993-10-29,13.25
1993-11-01,13.4375
1993-11-02,13.375
1993-11-03,13.25
1993-11-04,12.875
1993-11-05,12.6875
1993-11-08,12.4375
1993-11-09,12.5
1993-11-10,12.25
1993-11-11,12.3125
1993-11-12,12.25
1993-11-15,12.125
1993-11-16,11.875
1993-11-17,11.625
1993-11-18,12.0
1993-11-19,11.9375
1993-11-22,11.9375
1993-11-23,12.4375
1993-11-24,12.75
1993-11-26,12.75
1993-11-29,12.625
1993-11-30,12.75
1993-12-01,12.625
1993-12-02,12.6875
1993-12-03,12.875
1993-12-06,13.0625
1993-12-07,12.875
1993-12-08,12.875
1993-12-09,13.1875
1993-12-10,12.9375
1993-12-13,13.0
1993-12-14,12.9375
1993-12-15,12.875
1993-12-16,13.0
1993-12-17,13.0625
1993-12-20,12.9375
1993-12-21,12.9375
1993-12-22,13.0625
1993-12-23,13.1875
1993-12-27,13.125
1993-12-28,13.375
1993-12-29,13.625
1993-12-30,13.75
1993-12-31,13.6875
1994-01-03,13.1875
1994-01-04,13.0
1994-01-05,12.75
1994-01-06,12.8125
1994-01-07,12.875
1994-01-10,12.8125
1994-01-11,12.875
1994-01-12,13.1875
1994-01-13,13.3125
1994-01-14,12.875
1994-01-17,12.625
1994-01-18,12.625
1994-01-19,12.6875
1994-01-20,12.3125
1994-01-21,12.625
1994-01-24,12.5625
1994-01-25,12.5625
1994-01-26,12.25
1994-01-27,12.4375
1994-01-28,12.6875
1994-01-31,12.9375
1994-02-01,12.9375
1994-02-02,13.25
1994-02-03,13.25
1994-02-04,13.0625
1994-02-07,12.625
1994-02-08,13.0625
1994-02-09,12.6875
1994-02-10,12.4375
1994-02-11,12.5
1994-02-14,12.1875
1994-02-15,12.1875
1994-02-16,12.1875
1994-02-17,12.1875
1994-02-18,12.0625
1994-02-22,12.0
1994-02-23,11.9375
1994-02-24,11.8125
1994-02-25,11.75
1994-02-28,11.9375
1994-03-01,11.8125
1994-03-02,11.625
1994-03-03,11.75
1994-03-04,11.5625
1994-03-07,11.6875
1994-03-08,11.6875
1994-03-09,11.75
1994-03-10,11.875
1994-03-11,11.8125
1994-03-14,12.5625
1994-03-15,13.1875
1994-03-16,13.0625
1994-03-17,13.0
1994-03-18,13.25
1994-03-21,12.25
1994-03-22,12.375
1994-03-23,12.5
1994-03-24,12.5625
1994-03-25,12.5
1994-03-28,12.125
1994-03-29,11.375
1994-03-30,10.8125
1994-03-31,11.8125
1994-04-04,11.25
1994-04-05,11.375
1994-04-06,11.375
1994-04-07,11.375
1994-04-08,11.0
1994-04-11,11.0625
1994-04-12,11.0
1994-04-13,10.5
1994-04-14,10.5625
1994-04-15,10.625
1994-04-18,10.5
1994-04-19,10.3125
1994-04-20,10.375
1994-04-21,10.75
1994-04-22,10.625
1994-04-25,10.875
1994-04-26,10.8125
1994-04-28,10.625
1994-04-29,10.75
1994-05-02,10.625
1994-05-03,10.125
1994-05-04,10.25
1994-05-05,10.5
1994-05-06,10.375
1994-05-09,9.9375
1994-05-10,9.9375
1994-05-11,9.5
1994-05-12,9.375
1994-05-13,9.3125
1994-05-16,9.125
1994-05-17,9.375
1994-05-18,9.875
1994-05-19,10.0625
1994-05-20,10.0625
1994-05-23,10.0625
1994-05-24,9.875
1994-05-25,10.0
1994-05-26,10.125
1994-05-27,10.0625
1994-05-31,10.125
1994-06-01,10.25
1994-06-02,10.5625
1994-06-03,10.625
1994-06-06,10.6875
1994-06-07,10.5
1994-06-08,10.625
1994-06-09,10.6875
1994-06-10,10.75
1994-06-13,10.6875
1994-06-14,10.875
1994-06-15,10.9375
1994-06-16,10.9375
1994-06-17,10.75
1994-06-20,10.125
1994-06-21,10.125
1994-06-22,10.1875
1994-06-23,9.9375
1994-06-24,9.8125
1994-06-27,9.8125
1994-06-28,10.0
1994-06-29,10.25
1994-06-30,10.125
1994-07-01,10.3125
1994-07-05,10.1875
1994-07-06,10.25
1994-07-07,10.25
1994-07-08,10.25
1994-07-11,10.0625
1994-07-12,10.0625
1994-07-13,10.25
1994-07-14,10.3125
1994-07-15,10.3125
1994-07-18,10.5625
1994-07-19,10.5
1994-07-20,10.375
1994-07-21,10.375
1994-07-22,10.5
1994-07-25,10.1875
1994-07-26,9.9375
1994-07-27,9.9375
1994-07-28,10.0
1994-07-29,9.8125
1994-08-01,9.9375
1994-08-02,9.9375
1994-08-03,9.9375
1994-08-04,9.875
1994-08-05,10.0
1994-08-08,10.0
1994-08-09,10.0
1994-08-10,10.0625
1994-08-11,10.0625
1994-08-12,10.375
1994-08-15,10.375
1994-08-16,10.4375
1994-08-17,10.6875
1994-08-18,10.375
1994-08-19,10.5
1994-08-22,10.5625
1994-08-23,10.4375
1994-08-24,10.5
1994-08-25,10.6875
1994-08-26,10.75
1994-08-29,11.0625
1994-08-30,11.0625
1994-08-31,11.125
1994-09-01,10.8125
1994-09-02,10.875
1994-09-06,10.75
1994-09-07,10.6875
1994-09-08,10.6875
1994-09-09,10.6875
1994-09-12,10.75
1994-09-13,10.625
1994-09-14,10.5
1994-09-15,10.75
1994-09-16,10.6875
1994-09-19,10.8125
1994-09-20,10.5
1994-09-21,10.375
1994-09-22,10.125
1994-09-23,10.0
1994-09-26,10.125
1994-09-27,10.1875
1994-09-28,10.3125
1994-09-29,10.4375
1994-09-30,10.625
1994-10-03,10.5
1994-10-04,10.1875
1994-10-05,10.125
1994-10-06,10.125
1994-10-07,10.1875
1994-10-10,10.25
1994-10-11,10.1875
1994-10-12,10.3125
1994-10-13,10.1875
1994-10-14,10.375
1994-10-17,10.5
1994-10-18,10.5
1994-10-19,10.5
1994-10-20,10.5
1994-10-21,10.4375
1994-10-24,10.5
1994-10-25,10.3125
1994-10-26,10.3125
1994-10-27,10.4375
1994-10-28,10.6875
1994-10-31,10.5
1994-11-01,10.4375
1994-11-02,10.375
1994-11-03,10.375
1994-11-04,10.3125
1994-11-07,10.0
1994-11-08,9.875
1994-11-09,9.875
1994-11-10,9.75
1994-11-11,9.625
1994-11-14,9.4375
1994-11-15,9.25
1994-11-16,9.1875
1994-11-17,9.375
1994-11-18,9.375
1994-11-21,9.125
1994-11-22,8.875
1994-11-23,9.125
1994-11-25,9.25
1994-11-28,9.3125
1994-11-29,9.4375
1994-11-30,9.375
1994-12-01,9.0625
1994-12-02,9.1875
1994-12-05,9.3125
1994-12-06,9.25
1994-12-07,9.1875
1994-12-08,8.9375
1994-12-09,8.875
1994-12-12,8.875
1994-12-13,8.6875
1994-12-14,8.625
1994-12-15,9.0
1994-12-16,9.1875
1994-12-19,9.0
1994-12-20,9.125
1994-12-21,9.125
1994-12-22,8.625
1994-12-23,8.625
1994-12-27,8.625
1994-12-28,8.8125
1994-12-29,9.0
1994-12-30,9.3125
1995-01-03,8.6875
1995-01-04,8.75
1995-01-05,8.8125
1995-01-06,8.875
1995-01-09,8.9375
1995-01-10,8.875
1995-01-11,8.875
1995-01-12,8.875
1995-01-13,9.0
1995-01-16,9.375
1995-01-17,9.3125
1995-01-18,9.3125
1995-01-19,9.375
1995-01-20,9.0625
1995-01-23,8.9375
1995-01-24,9.0625
1995-01-25,8.625
1995-01-26,8.0625
1995-01-27,8.5
1995-01-30,8.375
1995-01-31,8.5
1995-02-01,8.3125
1995-02-02,8.125
1995-02-03,8.875
1995-02-06,9.3125
1995-02-07,9.25
1995-02-08,9.0
1995-02-09,9.1875
1995-02-10,9.125
1995-02-13,9.0
1995-02-14,8.875
1995-02-15,8.9375
1995-02-16,8.875
1995-02-17,8.9375
1995-02-21,8.875
1995-02-22,8.8125
1995-02-23,9.0625
1995-02-24,9.0625
1995-02-27,8.875
1995-02-28,9.0625
1995-03-01,9.125
1995-03-02,9.0
1995-03-03,8.875
1995-03-06,8.875
1995-03-07,8.6875
1995-03-08,8.875
1995-03-09,8.875
1995-03-10,8.875
1995-03-13,8.8125
1995-03-14,8.875
1995-03-15,8.75
1995-03-16,8.75
1995-03-17,8.4375
1995-03-20,8.3125
1995-03-21,8.0625
1995-03-22,8.3125
1995-03-23,8.4375
1995-03-24,8.25
1995-03-27,8.4375
1995-03-28,8.3125
1995-03-29,8.5625
1995-03-30,8.5625
1995-03-31,8.625
1995-04-03,8.6875
1995-04-04,8.625
1995-04-05,8.875
1995-04-06,8.875
1995-04-07,8.875
1995-04-10,9.0
1995-04-11,9.25
1995-04-12,9.5
1995-04-13,9.3125
1995-04-17,9.5
1995-04-18,9.6875
1995-04-19,9.75
1995-04-20,9.9375
1995-04-21,9.6875
1995-04-24,9.625
1995-04-25,9.6875
1995-04-26,9.3125
1995-04-27,9.125
1995-04-28,9.375
1995-05-01,9.25
1995-05-02,9.1875
1995-05-03,9.3125
1995-05-04,9.25
1995-05-05,9.1875
1995-05-08,9.5
1995-05-09,9.5
1995-05-10,9.375
1995-05-11,9.1875
1995-05-12,8.9375
1995-05-15,8.8125
1995-05-16,9.0625
1995-05-17,9.4375
1995-05-18,9.375
1995-05-19,9.4375
1995-05-22,9.25
1995-05-23,9.3125
1995-05-24,9.5
1995-05-25,9.5
1995-05-26,9.5625
1995-05-30,9.75
1995-05-31,9.8125
1995-06-01,9.8125
1995-06-02,9.875
1995-06-05,10.0625
1995-06-06,10.0
1995-06-07,9.875
1995-06-08,9.6875
1995-06-09,9.5
1995-06-12,9.375
1995-06-13,9.4375
1995-06-14,9.4375
1995-06-15,9.75
1995-06-16,9.625
1995-06-19,9.5
1995-06-20,9.5
1995-06-21,10.0
1995-06-22,9.8125
1995-06-23,9.8125
1995-06-26,9.5625
1995-06-27,9.625
1995-06-28,9.5625
1995-06-29,9.5625
1995-06-30,9.5
1995-07-03,9.5625
1995-07-05,9.4375
1995-07-06,9.5
1995-07-07,9.5
1995-07-10,9.5
1995-07-11,9.5
1995-07-12,9.5
1995-07-13,9.4375
1995-07-14,9.25
1995-07-17,9.3125
1995-07-18,9.4375
1995-07-19,9.0625
1995-07-20,8.875
1995-07-21,8.875
1995-07-24,8.875
1995-07-25,9.1875
1995-07-26,9.0625
1995-07-27,9.5
1995-07-28,9.4375
1995-07-31,9.5
1995-08-01,9.375
1995-08-02,9.375
1995-08-03,9.3125
1995-08-04,9.375
1995-08-07,9.3125
1995-08-08,9.3125
1995-08-09,9.3125
1995-08-10,9.25
1995-08-11,9.125
1995-08-14,9.3125
1995-08-15,9.375
1995-08-16,9.4375
1995-08-17,9.375
1995-08-18,9.4375
1995-08-21,9.5
1995-08-22,9.5
1995-08-23,9.5625
1995-08-24,9.5625
1995-08-25,9.5625
1995-08-28,9.5
1995-08-29,9.5
1995-08-30,9.5
1995-08-31,9.5
1995-09-01,9.5625
1995-09-05,9.5625
1995-09-06,9.4375
1995-09-07,9.4375
1995-09-08,9.5625
1995-09-11,9.5625
1995-09-12,9.5625
1995-09-13,9.5
1995-09-14,9.6875
1995-09-15,9.75
1995-09-18,9.8125
1995-09-19,9.9375
1995-09-20,10.25
1995-09-21,9.9375
1995-09-22,10.125
1995-09-25,10.0625
1995-09-26,9.875
1995-09-27,9.75
1995-09-28,9.8125
1995-09-29,9.75
1995-10-02,9.8125
1995-10-03,9.9375
1995-10-04,9.875
1995-10-05,9.8125
1995-10-06,10.0625
1995-10-09,9.8125
1995-10-10,9.8125
1995-10-11,9.8125
1995-10-12,9.9375
1995-10-13,10.125
1995-10-16,10.1875
1995-10-17,10.125
1995-10-18,10.0625
1995-10-19,10.3125
1995-10-20,10.1875
1995-10-23,10.1875
1995-10-24,10.6875
1995-10-25,10.75
1995-10-26,10.25
1995-10-27,10.5625
1995-10-30,10.5625
1995-10-31,10.5
1995-11-01,10.9375
1995-11-02,10.875
1995-11-03,10.6875
1995-11-06,10.6875
1995-11-07,10.625
1995-11-08,10.6875
1995-11-09,10.875
1995-11-10,10.625
1995-11-13,10.3125
1995-11-14,10.375
1995-11-15,10.25
1995-11-16,10.625
1995-11-17,10.5625
1995-11-20,10.625
1995-11-21,10.75
1995-11-22,10.8125
1995-11-24,10.875
1995-11-27,11.0
1995-11-28,11.0625
1995-11-29,11.0
1995-11-30,10.9375
1995-12-01,11.0625
1995-12-04,11.0625
1995-12-05,11.125
1995-12-06,11.1875
1995-12-07,11.25
1995-12-08,11.125
1995-12-11,11.125
1995-12-12,11.0625
1995-12-13,11.0625
1995-12-14,11.125
1995-12-15,11.625
1995-12-18,11.3125
1995-12-19,11.25
1995-12-20,11.1875
1995-12-21,11.1875
1995-12-22,11.25
1995-12-26,11.3125
1995-12-27,11.25
1995-12-28,11.25
1995-12-29,11.5625
1996-01-02,11.1875
1996-01-03,11.0625
1996-01-04,11.0
1996-01-05,11.0
1996-01-08,11.0625
1996-01-09,11.3125
1996-01-10,11.0
1996-01-11,10.875
1996-01-12,11.0
1996-01-15,11.1875
1996-01-16,11.1875
1996-01-17,11.0625
1996-01-18,11.25
1996-01-19,11.3125
1996-01-22,11.1875
1996-01-23,11.0625
1996-01-24,11.0625
1996-01-25,11.0
1996-01-26,11.125
1996-01-29,11.0625
1996-01-30,11.125
1996-01-31,11.375
1996-02-01,11.4375
1996-02-02,11.5625
1996-02-05,11.625
1996-02-06,11.875
1996-02-07,11.75
1996-02-08,11.9375
1996-02-09,11.9375
1996-02-12,12.125
1996-02-13,11.875
1996-02-14,11.75
1996-02-15,11.9375
1996-02-16,11.9375
1996-02-20,11.75
1996-02-21,11.875
1996-02-22,12.125
1996-02-23,12.1875
1996-02-26,12.25
1996-02-27,12.125
1996-02-28,12.25
1996-02-29,12.25
1996-03-01,12.25
1996-03-04,12.375
1996-03-05,12.4375
1996-03-06,12.3125
1996-03-07,12.5
1996-03-08,11.9375
1996-03-11,11.875
1996-03-12,11.875
1996-03-13,11.875
1996-03-14,12.1875
1996-03-15,12.25
1996-03-18,12.1875
1996-03-19,12.25
1996-03-20,12.4375
1996-03-21,12.4375
1996-03-22,12.6875
1996-03-25,12.5
1996-03-26,12.75
1996-03-27,12.625
1996-03-28,12.6875
1996-03-29,12.25
1996-04-01,12.5
1996-04-02,12.5625
1996-04-03,12.375
1996-04-04,12.3125
1996-04-08,12.1875
1996-04-09,12.0
1996-04-10,12.0625
1996-04-11,11.8125
1996-04-12,11.875
1996-04-15,11.9375
1996-04-16,11.875
1996-04-17,11.8125
1996-04-18,11.75
1996-04-19,12.0
1996-04-22,12.0625
1996-04-23,12.0625
1996-04-24,12.125
1996-04-25,12.125
1996-04-26,12.0625
1996-04-29,12.125
1996-04-30,12.125
1996-05-01,12.125
1996-05-02,12.125
1996-05-03,12.25
1996-05-06,11.9375
1996-05-07,12.0
1996-05-08,12.0
1996-05-09,11.9375
1996-05-10,11.9375
1996-05-13,12.25
1996-05-14,12.0
1996-05-15,11.9375
1996-05-16,11.9375
1996-05-17,11.875
1996-05-20,11.6875
1996-05-21,11.6875
1996-05-22,11.9375
1996-05-23,11.9375
1996-05-24,11.9375
1996-05-28,11.9375
1996-05-29,11.9375
1996-05-30,12.0
1996-05-31,12.0
1996-06-03,11.875
1996-06-04,12.0
1996-06-05,11.9375
1996-06-06,11.8125
1996-06-07,11.75
1996-06-10,11.8125
1996-06-11,11.9375
1996-06-12,12.0
1996-06-13,12.0
1996-06-14,11.9375
1996-06-17,11.8125
1996-06-18,12.0625
1996-06-19,12.0625
1996-06-20,12.125
1996-06-21,12.0
1996-06-24,11.8125
1996-06-25,12.1875
1996-06-26,12.125
1996-06-27,12.125
1996-06-28,12.0
1996-07-01,12.125
1996-07-02,12.3125
1996-07-03,12.375
1996-07-05,12.1875
1996-07-08,12.1875
1996-07-09,12.1875
1996-07-10,12.1875
1996-07-11,11.875
1996-07-12,11.9375
1996-07-15,11.625
1996-07-16,11.5625
1996-07-17,12.125
1996-07-18,12.125
1996-07-19,12.375
1996-07-22,12.3125
1996-07-23,12.3125
1996-07-24,12.0625
1996-07-25,12.25
1996-07-26,12.25
1996-07-29,12.3125
1996-07-30,12.375
1996-07-31,12.5
1996-08-01,12.5
1996-08-02,12.5625
1996-08-05,12.5625
1996-08-06,12.625
1996-08-07,12.625
1996-08-08,12.6875
1996-08-09,12.5625
1996-08-12,12.625
1996-08-13,12.4375
1996-08-14,12.5
1996-08-15,12.4375
1996-08-16,12.5625
1996-08-19,12.5
1996-08-20,12.5
1996-08-21,12.4375
1996-08-22,12.5625
1996-08-23,12.5625
1996-08-26,12.5625
1996-08-27,12.625
1996-08-28,12.5
1996-08-29,12.4375
1996-08-30,12.375
1996-09-03,12.5
1996-09-04,12.5
1996-09-05,12.5
1996-09-06,12.5
1996-09-09,12.5
1996-09-10,12.25
1996-09-11,12.4375
1996-09-12,12.4375
1996-09-13,12.5
1996-09-16,12.5625
1996-09-17,12.5
1996-09-18,12.375
1996-09-19,12.4375
1996-09-20,12.625
1996-09-23,12.625
1996-09-24,12.5625
1996-09-25,12.5625
1996-09-26,12.75
1996-09-27,13.0
1996-09-30,13.0
1996-10-01,13.0
1996-10-02,13.1875
1996-10-03,13.1875
1996-10-04,13.4375
1996-10-07,13.3125
1996-10-08,13.1875
1996-10-09,13.25
1996-10-10,13.25
1996-10-11,13.125
1996-10-14,13.1875
1996-10-15,13.125
1996-10-16,13.25
1996-10-17,13.1875
1996-10-18,13.375
1996-10-21,13.5625
1996-10-22,13.8125
1996-10-23,13.875
1996-10-24,13.9375
1996-10-25,13.875
1996-10-28,13.75
1996-10-29,13.875
1996-10-30,13.75
1996-10-31,13.9375
1996-11-01,14.0
1996-11-04,13.5625
1996-11-05,13.875
1996-11-06,13.375
1996-11-07,13.6875
1996-11-08,14.0
1996-11-11,13.6875
1996-11-12,13.5
1996-11-13,13.4375
1996-11-14,13.375
1996-11-15,13.3125
1996-11-18,13.3125
1996-11-19,13.9375
1996-11-20,14.3125
1996-11-21,14.1875
1996-11-22,14.4375
1996-11-25,14.3125
1996-11-26,14.375
1996-11-27,14.3125
1996-11-29,14.125
1996-12-02,14.0
1996-12-03,14.0625
1996-12-04,13.8125
1996-12-05,13.5625
1996-12-06,13.4375
1996-12-09,13.4375
1996-12-10,13.375
1996-12-11,13.25
1996-12-12,13.0625
1996-12-13,13.0
1996-12-16,12.5625
1996-12-17,12.6875
1996-12-18,13.0
1996-12-19,13.375
1996-12-20,13.25
1996-12-23,13.3125
1996-12-24,13.3125
1996-12-26,13.4375
1996-12-27,13.375
1996-12-30,13.3125
1996-12-31,13.3125
1997-01-02,13.0625
1997-01-03,13.0625
1997-01-06,13.0
1997-01-07,13.25
1997-01-08,13.4375
1997-01-09,13.6875
1997-01-10,13.5625
1997-01-13,13.6875
1997-01-14,13.875
1997-01-15,13.8125
1997-01-16,13.8125
1997-01-17,14.125
1997-01-20,14.5
1997-01-21,14.6875
1997-01-22,14.625
1997-01-23,14.4375
1997-01-24,14.3125
1997-01-27,14.125
1997-01-28,14.0
1997-01-29,14.1875
1997-01-30,14.1875
1997-01-31,14.1875
1997-02-03,14.25
1997-02-04,14.5
1997-02-05,14.375
1997-02-06,14.5
1997-02-07,14.9375
1997-02-10,14.6875
1997-02-11,14.875
1997-02-12,14.9375
1997-02-13,14.875
1997-02-14,14.9375
1997-02-18,14.875
1997-02-19,14.9375
1997-02-20,14.9375
1997-02-21,14.5625
1997-02-24,14.4375
1997-02-25,14.625
1997-02-26,14.625
1997-02-27,14.5625
1997-02-28,14.0
1997-03-03,14.0
1997-03-04,14.1875
1997-03-05,14.3125
1997-03-06,14.1875
1997-03-07,14.25
1997-03-10,14.375
1997-03-11,14.375
1997-03-12,14.375
1997-03-13,14.0
1997-03-14,14.125
1997-03-17,13.875
1997-03-18,13.125
1997-03-19,13.125
1997-03-20,13.0
1997-03-21,12.9375
1997-03-24,12.9375
1997-03-25,12.9375
1997-03-26,12.8125
1997-03-27,12.8125
1997-03-31,12.3125
1997-04-01,12.1875
1997-04-02,12.3125
1997-04-03,12.5
1997-04-04,12.625
1997-04-07,12.6875
1997-04-08,12.875
1997-04-09,13.0625
1997-04-10,13.25
1997-04-11,12.9375
1997-04-14,13.0625
1997-04-15,13.0625
1997-04-16,13.3125
1997-04-17,13.375
1997-04-18,13.6875
1997-04-21,13.3125
1997-04-22,13.5
1997-04-23,13.4375
1997-04-24,13.4375
1997-04-25,13.4375
1997-04-28,13.5
1997-04-29,13.625
1997-04-30,13.6875
1997-05-01,13.625
1997-05-02,13.4375
1997-05-05,13.25
1997-05-06,12.9375
1997-05-07,12.9375
1997-05-08,12.875
1997-05-09,12.375
1997-05-12,12.3125
1997-05-13,12.25
1997-05-14,12.25
1997-05-15,12.4375
1997-05-16,12.5
1997-05-19,12.875
1997-05-20,13.0625
1997-05-21,13.0
1997-05-22,12.8125
1997-05-23,12.8125
1997-05-27,12.75
1997-05-28,12.75
1997-05-29,12.5625
1997-05-30,12.625
1997-06-02,12.4375
1997-06-03,13.125
1997-06-04,13.1875
1997-06-05,13.0625
1997-06-06,13.125
1997-06-09,13.0
1997-06-10,13.125
1997-06-11,13.1875
1997-06-12,13.375
1997-06-13,13.4375
1997-06-16,13.375
1997-06-17,13.5625
1997-06-18,13.625
1997-06-19,13.6875
1997-06-20,13.75
1997-06-23,13.5625
1997-06-24,13.625
1997-06-25,13.4375
1997-06-26,14.3125
1997-06-27,14.71875
1997-06-30,14.625
1997-07-01,14.75
1997-07-02,15.0
1997-07-03,15.09375
1997-07-07,15.25
1997-07-08,15.65625
1997-07-09,15.625
1997-07-10,15.53125
1997-07-11,15.375
1997-07-14,15.15625
1997-07-15,15.375
1997-07-16,15.40625
1997-07-17,15.28125
1997-07-18,15.25
1997-07-21,14.96875
1997-07-22,15.03125
1997-07-23,15.375
1997-07-24,15.71875
1997-07-25,15.65625
1997-07-28,15.9375
1997-07-29,16.03125
1997-07-30,16.375
1997-07-31,17.375
1997-08-01,16.5
1997-08-04,16.75
1997-08-05,16.6875
1997-08-06,17.375
1997-08-07,17.3125
1997-08-08,17.0625
1997-08-11,17.25
1997-08-12,16.6875
1997-08-13,16.4375
1997-08-14,16.75
1997-08-15,16.28125
1997-08-18,16.375
1997-08-19,17.0
1997-08-20,17.0
1997-08-21,16.625
1997-08-22,16.5625
1997-08-25,16.8125
1997-08-26,16.71875
1997-08-27,16.75
1997-08-28,16.6875
1997-08-29,16.90625
1997-09-02,16.96875
1997-09-03,17.03125
1997-09-04,16.96875
1997-09-05,17.03125
1997-09-08,17.4375
1997-09-09,17.4375
1997-09-10,17.5625
1997-09-11,17.5
1997-09-12,17.5625
1997-09-15,17.625
1997-09-16,18.0
1997-09-17,18.40625
1997-09-18,18.15625
1997-09-19,18.09375
1997-09-22,18.21875
1997-09-23,18.4375
1997-09-24,18.34375
1997-09-25,18.5625
1997-09-26,18.65625
1997-09-29,18.71875
1997-09-30,18.75
1997-10-01,18.78125
1997-10-02,19.1875
1997-10-03,19.3125
1997-10-06,19.21875
1997-10-07,19.1875
1997-10-08,19.09375
1997-10-09,18.875
1997-10-10,18.65625
1997-10-13,18.59375
1997-10-14,18.65625
1997-10-15,18.0
1997-10-16,17.34375
1997-10-17,16.96875
