Date,HE
1984-05-01,8.8125
1984-05-02,8.84375
1984-05-03,8.8125
1984-05-04,8.65625
1984-05-07,8.65625
1984-05-08,8.59375
1984-05-09,8.625
1984-05-10,8.53125
1984-05-11,8.40625
1984-05-14,8.4375
1984-05-15,8.28125
1984-05-16,8.34375
1984-05-17,8.34375
1984-05-18,8.25
1984-05-21,8.1875
1984-05-22,8.15625
1984-05-23,8.15625
1984-05-24,8.0
1984-05-25,8.0625
1984-05-29,8.0625
1984-05-30,7.875
1984-05-31,7.9375
1984-06-01,7.9375
1984-06-04,7.9375
1984-06-05,8.0625
1984-06-06,8.0625
1984-06-07,8.125
1984-06-08,8.125
1984-06-11,8.125
1984-06-12,8.0625
1984-06-13,8.125
1984-06-14,8.125
1984-06-15,8.125
1984-06-18,8.0625
1984-06-19,8.0
1984-06-20,8.125
1984-06-21,8.0625
1984-06-22,8.0625
1984-06-25,8.0
1984-06-26,8.0
1984-06-27,8.0
1984-06-28,7.9375
1984-06-29,7.9375
1984-07-02,8.0
1984-07-03,7.9375
1984-07-05,8.0625
1984-07-06,8.0
1984-07-09,8.0
1984-07-10,8.0625
1984-07-11,8.0625
1984-07-12,8.0
1984-07-13,8.0
1984-07-16,7.9375
1984-07-17,8.0
1984-07-18,7.9375
1984-07-19,7.875
1984-07-20,7.9375
1984-07-23,7.9375
1984-07-24,8.0
1984-07-25,8.0
1984-07-26,8.0
1984-07-27,8.0625
1984-07-30,8.1875
1984-07-31,8.1875
1984-08-01,8.1875
1984-08-02,8.3125
1984-08-03,8.6875
1984-08-06,8.375
1984-08-07,8.5
1984-08-08,8.4375
1984-08-09,8.4375
1984-08-10,8.5625
1984-08-13,8.3125
1984-08-14,8.375
1984-08-15,8.25
1984-08-16,8.3125
1984-08-17,8.375
1984-08-20,8.3125
1984-08-21,8.375
1984-08-22,8.25
1984-08-23,8.25
1984-08-24,8.125
1984-08-27,8.25
1984-08-28,8.25
1984-08-29,8.25
1984-08-30,8.25
1984-08-31,8.1875
1984-09-04,8.1875
1984-09-05,8.125
1984-09-06,8.25
1984-09-07,8.3125
1984-09-10,8.9375
1984-09-11,8.8125
1984-09-12,8.9375
1984-09-13,8.875
1984-09-14,8.9375
1984-09-17,9.0
1984-09-18,8.9375
1984-09-19,8.9375
1984-09-20,8.875
1984-09-21,8.8125
1984-09-24,8.875
1984-09-25,8.9375
1984-09-26,8.875
1984-09-27,8.8125
1984-09-28,8.6875
1984-10-01,8.625
1984-10-02,8.6875
1984-10-03,8.875
1984-10-04,8.9375
1984-10-05,8.9375
1984-10-08,8.875
1984-10-09,8.9375
1984-10-10,9.25
1984-10-11,9.25
1984-10-12,9.25
1984-10-15,9.4375
1984-10-16,9.4375
1984-10-17,9.625
1984-10-18,9.6875
1984-10-19,10.0625
1984-10-22,10.0625
1984-10-23,10.3125
1984-10-24,10.375
1984-10-25,10.25
1984-10-26,10.125
1984-10-29,10.0625
1984-10-30,10.0
1984-10-31,10.0
1984-11-01,10.0625
1984-11-02,9.9375
1984-11-05,10.125
1984-11-06,10.0625
1984-11-07,10.0
1984-11-08,10.0
1984-11-09,10.125
1984-11-12,10.125
1984-11-13,10.0
1984-11-14,10.0
1984-11-15,10.0625
1984-11-16,10.0
1984-11-19,10.0625
1984-11-20,10.0625
1984-11-21,10.0625
1984-11-23,10.1875
1984-11-26,10.3125
1984-11-27,10.3125
1984-11-28,10.375
1984-11-29,10.5
1984-11-30,10.375
1984-12-03,10.25
1984-12-04,10.375
1984-12-05,10.3125
1984-12-06,10.4375
1984-12-07,10.5
1984-12-10,10.375
1984-12-11,10.25
1984-12-12,10.3125
1984-12-13,10.3125
1984-12-14,10.25
1984-12-17,10.3125
1984-12-18,10.375
1984-12-19,10.4375
1984-12-20,10.5
1984-12-21,10.5
1984-12-24,10.5625
1984-12-26,10.625
1984-12-27,10.5625
1984-12-28,10.5625
1984-12-31,10.5
1985-01-02,10.375
1985-01-03,10.375
1985-01-04,10.375
1985-01-07,10.375
1985-01-08,10.5
1985-01-09,10.625
1985-01-10,10.8125
1985-01-11,10.875
1985-01-14,10.9375
1985-01-15,11.0
1985-01-16,11.0625
1985-01-17,11.25
1985-01-18,11.3125
1985-01-21,11.5
1985-01-22,11.875
1985-01-23,11.8125
1985-01-24,11.375
1985-01-25,11.3125
1985-01-28,11.25
1985-01-29,11.3125
1985-01-30,11.4375
1985-01-31,11.375
1985-02-01,11.4375
1985-02-04,11.4375
1985-02-05,11.25
1985-02-06,11.125
1985-02-07,11.375
1985-02-08,11.375
1985-02-11,11.125
1985-02-12,11.125
1985-02-13,11.0
1985-02-14,11.0625
1985-02-15,10.8125
1985-02-19,10.9375
1985-02-20,10.875
1985-02-21,10.625
1985-02-22,10.3125
1985-02-25,10.125
1985-02-26,10.0
1985-02-27,10.1875
1985-02-28,10.25
1985-03-01,10.25
1985-03-04,10.25
1985-03-05,10.1875
1985-03-06,10.0625
1985-03-07,9.9375
1985-03-08,9.875
1985-03-11,9.9375
1985-03-12,10.0
1985-03-13,10.0625
1985-03-14,10.0625
1985-03-15,10.1875
1985-03-18,10.125
1985-03-19,10.3125
1985-03-20,10.125
1985-03-21,10.1875
1985-03-22,10.1875
1985-03-25,10.125
1985-03-26,10.0625
1985-03-27,10.125
1985-03-28,10.3125
1985-03-29,10.5
1985-04-01,10.625
1985-04-02,10.6875
1985-04-03,10.6875
1985-04-04,10.8125
1985-04-08,10.8125
1985-04-09,10.75
1985-04-10,10.75
1985-04-11,10.625
1985-04-12,10.8125
1985-04-15,11.0
1985-04-16,11.0
1985-04-17,11.0625
1985-04-18,10.9375
1985-04-19,10.8125
1985-04-22,11.0
1985-04-23,11.125
1985-04-24,11.125
1985-04-25,11.125
1985-04-26,11.125
1985-04-29,11.0625
1985-04-30,11.0625
1985-05-01,11.0625
1985-05-02,11.0
1985-05-03,10.875
1985-05-06,10.625
1985-05-07,10.5625
1985-05-08,11.0625
1985-05-09,11.3125
1985-05-10,11.375
1985-05-13,11.3125
1985-05-14,11.1875
1985-05-15,11.1875
1985-05-16,11.25
1985-05-17,11.3125
1985-05-20,11.3125
1985-05-21,11.3125
1985-05-22,11.25
1985-05-23,11.0625
1985-05-24,11.0625
1985-05-28,11.125
1985-05-29,11.0625
1985-05-30,11.0625
1985-05-31,11.0625
1985-06-03,11.3125
1985-06-04,11.625
1985-06-05,11.5625
1985-06-06,11.625
1985-06-07,11.625
1985-06-10,11.8125
1985-06-11,11.8125
1985-06-12,12.0
1985-06-13,11.875
1985-06-14,12.0625
1985-06-17,11.875
1985-06-18,12.0
1985-06-19,12.0625
1985-06-20,12.0
1985-06-21,12.0
1985-06-24,11.8125
1985-06-25,11.75
1985-06-26,11.875
1985-06-27,11.75
1985-06-28,11.75
1985-07-01,11.6875
1985-07-02,11.75
1985-07-03,11.75
1985-07-05,11.8125
1985-07-08,11.9375
1985-07-09,11.9375
1985-07-10,12.0
1985-07-11,12.125
1985-07-12,12.0625
1985-07-15,12.1875
1985-07-16,12.375
1985-07-17,12.5625
1985-07-18,12.5625
1985-07-19,12.5
1985-07-22,12.4375
1985-07-23,12.1875
1985-07-24,11.6875
1985-07-25,11.6875
1985-07-26,11.6875
1985-07-29,11.25
1985-07-30,11.1875
1985-07-31,11.375
1985-08-01,11.3125
1985-08-02,11.25
1985-08-05,10.5625
1985-08-06,10.5625
1985-08-07,10.5625
1985-08-08,10.625
1985-08-09,10.5
1985-08-12,10.3125
1985-08-13,10.5
1985-08-14,10.5
1985-08-15,10.5
1985-08-16,10.5
1985-08-19,10.3125
1985-08-20,10.5
1985-08-21,10.4375
1985-08-22,10.5
1985-08-23,10.5625
1985-08-26,10.4375
1985-08-27,10.4375
1985-08-28,10.4375
1985-08-29,10.625
1985-08-30,10.75
1985-09-03,10.75
1985-09-04,10.6875
1985-09-05,10.8125
1985-09-06,10.875
1985-09-09,11.0
1985-09-10,10.875
1985-09-11,10.8125
1985-09-12,10.5
1985-09-13,10.5
1985-09-16,10.5
1985-09-17,10.5625
1985-09-18,10.625
1985-09-19,10.5625
1985-09-20,10.5625
1985-09-23,10.5
1985-09-24,10.3125
1985-09-25,10.3125
1985-09-26,10.1875
1985-09-30,10.125
1985-10-01,10.25
1985-10-02,10.4375
1985-10-03,10.4375
1985-10-04,10.375
1985-10-07,10.4375
1985-10-08,10.5
1985-10-09,10.5
1985-10-10,10.5625
1985-10-11,10.6875
1985-10-14,10.625
1985-10-15,10.625
1985-10-16,10.6875
1985-10-17,10.75
1985-10-18,10.875
1985-10-21,10.875
1985-10-22,10.9375
1985-10-23,10.875
1985-10-24,10.9375
1985-10-25,10.9375
1985-10-28,10.9375
1985-10-29,10.875
1985-10-30,10.9375
1985-10-31,11.0
1985-11-01,11.0625
1985-11-04,11.1875
1985-11-05,10.8125
1985-11-06,10.875
1985-11-07,10.9375
1985-11-08,10.9375
1985-11-11,11.0
1985-11-12,11.25
1985-11-13,11.125
1985-11-14,11.1875
1985-11-15,11.25
1985-11-18,11.25
1985-11-19,11.25
1985-11-20,11.125
1985-11-21,11.25
1985-11-22,11.3125
1985-11-25,11.375
1985-11-26,11.75
1985-11-27,11.75
1985-11-29,11.625
1985-12-02,11.4375
1985-12-03,11.5625
1985-12-04,11.875
1985-12-05,11.9375
1985-12-06,12.0
1985-12-09,12.0625
1985-12-10,12.1875
1985-12-11,12.25
1985-12-12,12.375
1985-12-13,12.125
1985-12-16,12.25
1985-12-17,12.375
1985-12-18,12.375
1985-12-19,12.3125
1985-12-20,12.4375
1985-12-23,12.5
1985-12-24,12.4375
1985-12-26,12.5
1985-12-27,12.4375
1985-12-30,12.625
1985-12-31,12.5625
1986-01-02,12.4375
1986-01-03,12.5
1986-01-06,12.5625
1986-01-07,12.75
1986-01-08,12.9375
1986-01-09,12.375
1986-01-10,12.3125
1986-01-13,12.375
1986-01-14,12.3125
1986-01-15,12.3125
1986-01-16,12.3125
1986-01-17,12.4375
1986-01-20,12.375
1986-01-21,12.4375
1986-01-22,12.5
1986-01-23,12.5625
1986-01-24,12.875
1986-01-27,13.1875
1986-01-28,13.4375
1986-01-29,13.25
1986-01-30,13.375
1986-01-31,13.4375
1986-02-03,13.375
1986-02-04,13.3125
1986-02-05,13.375
1986-02-06,13.4375
1986-02-07,13.5625
1986-02-10,13.5625
1986-02-11,13.5
1986-02-12,13.5625
1986-02-13,13.5625
1986-02-14,13.8125
1986-02-18,14.0625
1986-02-19,14.125
1986-02-20,13.9375
1986-02-21,14.0625
1986-02-24,14.375
1986-02-25,14.375
1986-02-26,14.5
1986-02-27,14.625
1986-02-28,14.875
1986-03-03,15.0625
1986-03-04,15.1875
1986-03-05,14.75
1986-03-06,14.9375
1986-03-07,14.9375
1986-03-10,14.75
1986-03-11,14.8125
1986-03-12,14.8125
1986-03-13,14.8125
1986-03-14,14.9375
1986-03-17,14.5
1986-03-18,14.3125
1986-03-19,14.0
1986-03-20,13.9375
1986-03-21,14.0
1986-03-24,13.875
1986-03-25,14.0
1986-03-26,14.125
1986-03-27,14.375
1986-03-31,14.375
1986-04-01,14.625
1986-04-02,14.625
1986-04-03,14.5625
1986-04-04,14.375
1986-04-07,14.1875
1986-04-08,14.5
1986-04-09,14.5
1986-04-10,14.625
1986-04-11,14.625
1986-04-14,14.6875
1986-04-15,14.6875
1986-04-16,15.0
1986-04-17,15.1875
1986-04-18,15.125
1986-04-21,15.5
1986-04-22,15.375
1986-04-23,15.25
1986-04-24,15.25
1986-04-25,15.125
1986-04-28,15.0625
1986-04-29,14.875
1986-04-30,14.6875
1986-05-01,14.75
1986-05-02,14.75
1986-05-05,14.625
1986-05-06,14.625
1986-05-07,14.75
1986-05-08,14.9375
1986-05-09,15.0
1986-05-12,15.0
1986-05-13,14.75
1986-05-14,14.9375
1986-05-15,14.75
1986-05-16,14.5
1986-05-19,14.4375
1986-05-20,14.3125
1986-05-21,14.375
1986-05-22,14.5
1986-05-23,14.5
1986-05-27,14.625
1986-05-28,14.625
1986-05-29,14.5
1986-05-30,14.5
1986-06-02,14.5
1986-06-03,14.5625
1986-06-04,14.5
1986-06-05,14.625
1986-06-06,14.8125
1986-06-09,14.625
1986-06-10,14.625
1986-06-11,14.75
1986-06-12,14.75
1986-06-13,14.5625
1986-06-16,14.5
1986-06-17,14.5
1986-06-18,14.625
1986-06-19,14.75
1986-06-20,14.5
1986-06-23,14.75
1986-06-24,14.8125
1986-06-25,15.125
1986-06-26,15.0625
1986-06-27,15.5
1986-06-30,15.6875
1986-07-01,16.0
1986-07-02,16.0625
1986-07-03,16.0625
1986-07-07,15.9375
1986-07-08,15.4375
1986-07-09,15.625
1986-07-10,16.0
1986-07-11,16.5
1986-07-14,16.4375
1986-07-15,16.625
1986-07-16,17.125
1986-07-17,17.5
1986-07-18,17.4375
1986-07-21,17.25
1986-07-22,17.0
1986-07-23,17.1875
1986-07-24,17.375
1986-07-25,17.6875
1986-07-28,17.625
1986-07-29,17.4375
1986-07-30,17.125
1986-07-31,16.875
1986-08-01,16.9375
1986-08-04,16.875
1986-08-05,16.75
1986-08-06,16.5
1986-08-07,16.5625
1986-08-08,16.5625
1986-08-11,16.75
1986-08-12,16.875
1986-08-13,16.9375
1986-08-14,17.0
1986-08-15,17.0
1986-08-18,17.0
1986-08-19,17.125
1986-08-20,17.25
1986-08-21,17.1875
1986-08-22,17.125
1986-08-25,16.9375
1986-08-26,16.8125
1986-08-27,16.75
1986-08-28,16.625
1986-08-29,16.5625
1986-09-02,16.625
1986-09-03,16.5
1986-09-04,16.5625
1986-09-05,16.625
1986-09-08,16.375
1986-09-09,16.5
1986-09-10,16.375
1986-09-11,15.9375
1986-09-12,15.3125
1986-09-15,15.5625
1986-09-16,15.5625
1986-09-17,16.0
1986-09-18,16.0625
1986-09-19,15.875
1986-09-22,15.875
1986-09-23,15.875
1986-09-24,15.9375
1986-09-25,16.0625
1986-09-26,16.1875
1986-09-29,16.0625
1986-09-30,15.875
1986-10-01,15.9375
1986-10-02,15.9375
1986-10-03,15.9375
1986-10-06,16.0625
1986-10-07,16.1875
1986-10-08,16.125
1986-10-09,16.4375
1986-10-10,16.4375
1986-10-13,16.375
1986-10-14,16.4375
1986-10-15,16.5
1986-10-16,16.875
1986-10-17,16.8125
1986-10-20,16.5625
1986-10-21,16.625
1986-10-22,16.5
1986-10-23,16.6875
1986-10-24,16.5625
1986-10-27,16.625
1986-10-28,16.8125
1986-10-29,16.75
1986-10-30,16.875
1986-10-31,16.8125
1986-11-03,16.75
1986-11-04,16.625
1986-11-05,16.375
1986-11-06,16.3125
1986-11-07,16.375
1986-11-10,16.4375
1986-11-11,16.3125
1986-11-12,16.3125
1986-11-13,16.25
1986-11-14,16.25
1986-11-17,15.75
1986-11-18,15.5
1986-11-19,16.0
1986-11-20,16.3125
1986-11-21,16.25
1986-11-24,16.25
1986-11-25,16.1875
1986-11-26,16.0625
1986-11-28,15.9375
1986-12-01,15.75
1986-12-02,16.0625
1986-12-03,16.125
1986-12-04,16.375
1986-12-05,16.3125
1986-12-08,16.3125
1986-12-09,16.25
1986-12-10,16.75
1986-12-11,16.5
1986-12-12,16.4375
1986-12-15,16.3125
1986-12-16,16.3125
1986-12-17,16.25
1986-12-18,16.1875
1986-12-19,16.0
1986-12-22,15.875
1986-12-23,15.8125
1986-12-24,16.125
1986-12-26,16.25
1986-12-29,16.0
1986-12-30,16.0
1986-12-31,15.75
1987-01-02,16.0625
1987-01-05,16.5625
1987-01-06,16.75
1987-01-07,16.75
1987-01-08,16.8125
1987-01-09,16.9375
1987-01-12,16.9375
1987-01-13,16.8125
1987-01-14,16.8125
1987-01-15,16.75
1987-01-16,16.8125
1987-01-19,16.8125
1987-01-20,16.8125
1987-01-21,16.5625
1987-01-22,16.5
1987-01-23,16.25
1987-01-26,16.4375
1987-01-27,16.5625
1987-01-28,16.4375
1987-01-29,16.375
1987-01-30,16.4375
1987-02-02,16.6875
1987-02-03,16.625
1987-02-04,16.875
1987-02-05,16.875
1987-02-06,16.75
1987-02-09,16.75
1987-02-10,16.6875
1987-02-11,16.6875
1987-02-12,16.6875
1987-02-13,16.75
1987-02-17,16.75
1987-02-18,16.5
1987-02-19,16.3125
1987-02-20,16.375
1987-02-23,16.3125
1987-02-24,16.25
1987-02-25,16.25
1987-02-26,16.3125
1987-02-27,16.25
1987-03-02,16.4375
1987-03-03,16.4375
1987-03-04,16.4375
1987-03-05,16.375
1987-03-06,16.4375
1987-03-09,16.1875
1987-03-10,16.25
1987-03-11,16.125
1987-03-12,16.25
1987-03-13,16.125
1987-03-16,15.9375
1987-03-17,15.75
1987-03-18,15.25
1987-03-19,15.3125
1987-03-20,15.625
1987-03-23,15.75
1987-03-24,16.125
1987-03-25,16.125
1987-03-26,16.3125
1987-03-27,16.4375
1987-03-30,16.1875
1987-03-31,16.25
1987-04-01,16.25
1987-04-02,16.25
1987-04-03,16.25
1987-04-06,16.0625
1987-04-07,16.1875
1987-04-08,16.0
1987-04-09,15.625
1987-04-10,14.9375
1987-04-13,14.3125
1987-04-14,14.25
1987-04-15,14.5
1987-04-16,15.1875
1987-04-20,15.1875
1987-04-21,15.25
1987-04-22,15.25
1987-04-23,15.25
1987-04-24,15.1875
1987-04-27,15.0625
1987-04-28,15.0625
1987-04-29,15.0625
1987-04-30,15.0625
1987-05-01,15.0
1987-05-04,14.875
1987-05-05,15.0
1987-05-06,14.9375
1987-05-07,14.9375
1987-05-08,14.875
1987-05-11,14.8125
1987-05-12,14.875
1987-05-13,14.6875
1987-05-14,14.5625
1987-05-15,14.25
1987-05-18,14.125
1987-05-19,13.5
1987-05-20,13.5625
1987-05-21,13.5
1987-05-22,13.5625
1987-05-26,13.625
1987-05-27,13.9375
1987-05-28,14.0
1987-05-29,14.5
1987-06-01,14.5
1987-06-02,14.125
1987-06-03,14.25
1987-06-04,14.3125
1987-06-05,14.4375
1987-06-08,14.4375
1987-06-09,14.25
1987-06-10,14.25
1987-06-11,13.875
1987-06-12,14.0625
1987-06-15,14.0625
1987-06-16,14.0625
1987-06-17,14.125
1987-06-18,14.3125
1987-06-19,14.3125
1987-06-22,14.3125
1987-06-23,14.25
1987-06-24,14.25
1987-06-25,14.375
1987-06-26,14.4375
1987-06-29,14.4375
1987-06-30,14.4375
1987-07-01,14.5
1987-07-02,14.4375
1987-07-06,14.625
1987-07-07,14.75
1987-07-08,14.625
1987-07-09,14.5625
1987-07-10,14.625
1987-07-13,14.625
1987-07-14,14.625
1987-07-15,14.5625
1987-07-16,14.5625
1987-07-17,14.6875
1987-07-20,14.5625
1987-07-21,14.5
1987-07-22,14.4375
1987-07-23,14.1875
1987-07-24,14.1875
1987-07-27,14.3125
1987-07-28,14.4375
1987-07-29,14.5
1987-07-30,14.5
1987-07-31,14.4375
1987-08-03,14.375
1987-08-04,14.1875
1987-08-05,14.125
1987-08-06,14.125
1987-08-07,14.25
1987-08-10,14.25
1987-08-11,14.1875
1987-08-12,14.25
1987-08-13,14.375
1987-08-14,14.3125
1987-08-17,14.375
1987-08-18,14.375
1987-08-19,14.4375
1987-08-20,14.625
1987-08-21,14.6875
1987-08-24,14.6875
1987-08-25,14.6875
1987-08-26,14.8125
1987-08-27,14.8125
1987-08-28,14.5
1987-08-31,14.6875
1987-09-01,14.8125
1987-09-02,14.9375
1987-09-03,14.9375
1987-09-04,14.9375
1987-09-08,14.625
1987-09-09,14.5625
1987-09-10,14.3125
1987-09-11,14.5
1987-09-14,14.4375
1987-09-15,14.4375
1987-09-16,14.5625
1987-09-17,14.4375
1987-09-18,14.25
1987-09-21,14.125
1987-09-22,14.125
1987-09-23,14.0
1987-09-24,13.9375
1987-09-25,14.0625
1987-09-28,14.25
1987-09-29,14.125
1987-09-30,14.125
1987-10-01,14.125
1987-10-02,14.125
1987-10-05,13.9375
1987-10-06,14.0
1987-10-07,14.125
1987-10-08,14.25
1987-10-09,14.0
1987-10-12,13.875
1987-10-13,14.0625
1987-10-14,14.125
1987-10-15,14.25
1987-10-16,13.875
1987-10-19,12.0
1987-10-20,12.25
1987-10-21,13.75
1987-10-22,13.0
1987-10-23,13.125
1987-10-26,12.75
1987-10-27,13.5
1987-10-28,13.3125
1987-10-29,13.375
1987-10-30,12.9375
1987-11-02,12.875
1987-11-03,13.0
1987-11-04,12.6875
1987-11-05,13.5
1987-11-06,13.6875
1987-11-09,13.5
1987-11-10,13.125
1987-11-11,13.25
1987-11-12,13.3125
1987-11-13,13.4375
1987-11-16,13.75
1987-11-17,13.8125
1987-11-18,13.8125
1987-11-19,13.8125
1987-11-20,13.875
1987-11-23,13.625
1987-11-24,13.75
1987-11-25,13.75
1987-11-27,13.625
1987-11-30,13.375
1987-12-01,13.1875
1987-12-02,13.375
1987-12-03,13.1875
1987-12-04,12.75
1987-12-07,12.625
1987-12-08,13.125
1987-12-09,13.375
1987-12-10,13.3125
1987-12-11,13.0625
1987-12-14,13.25
1987-12-15,13.25
1987-12-16,13.375
1987-12-17,13.3125
1987-12-18,13.3125
1987-12-21,13.625
1987-12-22,13.5
1987-12-23,13.625
1987-12-24,13.5
1987-12-28,13.125
1987-12-29,13.125
1987-12-30,13.1875
1987-12-31,12.9375
1988-01-04,13.1875
1988-01-05,13.625
1988-01-06,13.8125
1988-01-07,13.8125
1988-01-08,13.5625
1988-01-11,13.25
1988-01-12,13.25
1988-01-13,13.5
1988-01-14,13.5
1988-01-15,13.8125
1988-01-18,13.625
1988-01-19,13.75
1988-01-20,13.75
1988-01-21,13.6875
1988-01-22,13.875
1988-01-25,14.0
1988-01-26,14.25
1988-01-27,14.3125
1988-01-28,14.625
1988-01-29,14.8125
1988-02-01,14.875
1988-02-02,15.125
1988-02-03,14.9375
1988-02-04,14.8125
1988-02-05,15.0625
1988-02-08,15.0
1988-02-09,14.8125
1988-02-10,14.875
1988-02-11,14.875
1988-02-12,14.875
1988-02-16,14.75
1988-02-17,14.75
1988-02-18,14.75
1988-02-19,14.75
1988-02-22,14.9375
1988-02-23,14.9375
1988-02-24,14.9375
1988-02-25,14.75
1988-02-26,14.8125
1988-02-29,14.9375
1988-03-01,14.9375
1988-03-02,14.8125
1988-03-03,14.8125
1988-03-04,14.875
1988-03-07,14.9375
1988-03-08,15.0
1988-03-09,15.0
1988-03-10,15.125
1988-03-11,15.5
1988-03-14,15.875
1988-03-15,15.875
1988-03-16,16.125
1988-03-17,16.375
1988-03-18,16.0
1988-03-21,16.0625
1988-03-22,16.1875
1988-03-23,16.0625
1988-03-24,15.9375
1988-03-25,15.6875
1988-03-28,15.8125
1988-03-29,15.9375
1988-03-30,16.0
1988-03-31,15.875
1988-04-04,15.8125
1988-04-05,15.625
1988-04-06,15.875
1988-04-07,16.0
1988-04-08,16.125
1988-04-11,16.1875
1988-04-12,16.4375
1988-04-13,16.75
1988-04-14,16.5
1988-04-15,16.0625
1988-04-18,15.75
1988-04-19,16.0625
1988-04-20,16.125
1988-04-21,16.0
1988-04-22,16.125
1988-04-25,16.125
1988-04-26,16.0625
1988-04-27,15.9375
1988-04-28,15.875
1988-04-29,16.125
1988-05-02,15.9375
1988-05-03,16.0
1988-05-04,15.8125
1988-05-05,15.6875
1988-05-06,15.6875
1988-05-09,15.5625
1988-05-10,15.5
1988-05-11,15.5
1988-05-12,15.5
1988-05-13,15.625
1988-05-16,15.8125
1988-05-17,15.9375
1988-05-18,15.875
1988-05-19,15.8125
1988-05-20,15.75
1988-05-23,15.5625
1988-05-24,15.5
1988-05-25,15.5
1988-05-26,15.625
1988-05-27,15.5625
1988-05-31,15.375
1988-06-01,15.75
1988-06-02,15.6875
1988-06-03,15.875
1988-06-06,15.625
1988-06-07,15.625
1988-06-08,15.625
1988-06-09,15.5625
1988-06-10,15.6875
1988-06-13,15.5625
1988-06-14,15.4375
1988-06-15,15.5
1988-06-16,15.5625
1988-06-17,15.5
1988-06-20,15.5625
1988-06-21,15.5
1988-06-22,15.5625
1988-06-23,15.625
1988-06-24,15.6875
1988-06-27,15.5
1988-06-28,15.5625
1988-06-29,15.5
1988-06-30,15.4375
1988-07-01,15.25
1988-07-05,15.125
1988-07-06,14.9375
1988-07-07,14.6875
1988-07-08,14.75
1988-07-11,14.8125
1988-07-12,14.6875
1988-07-13,14.75
1988-07-14,14.625
1988-07-15,14.5625
1988-07-18,14.4375
1988-07-19,14.25
1988-07-20,14.375
1988-07-21,14.3125
1988-07-22,14.25
1988-07-25,14.125
1988-07-26,14.3125
1988-07-27,14.125
1988-07-28,14.0625
1988-07-29,14.3125
1988-08-01,14.125
1988-08-02,14.1875
1988-08-03,14.25
1988-08-04,14.1875
1988-08-05,14.125
1988-08-08,14.125
1988-08-09,14.125
1988-08-10,14.1875
1988-08-11,14.25
1988-08-12,14.25
1988-08-15,14.1875
1988-08-16,14.25
1988-08-17,14.25
1988-08-18,14.3125
1988-08-19,14.375
1988-08-22,14.1875
1988-08-23,14.3125
1988-08-24,14.375
1988-08-25,14.3125
1988-08-26,14.3125
1988-08-29,14.375
1988-08-30,14.3125
1988-08-31,14.375
1988-09-01,14.375
1988-09-02,14.5
1988-09-06,14.375
1988-09-07,14.5
1988-09-08,14.375
1988-09-09,14.3125
1988-09-12,14.4375
1988-09-13,14.4375
1988-09-14,14.5
1988-09-15,14.4375
1988-09-16,14.4375
1988-09-19,14.5
1988-09-20,14.375
1988-09-21,14.3125
1988-09-22,14.3125
1988-09-23,14.3125
1988-09-26,14.3125
1988-09-27,14.25
1988-09-28,14.375
1988-09-29,14.5
1988-09-30,14.5
1988-10-03,14.5
1988-10-04,14.5
1988-10-05,14.5625
1988-10-06,14.5625
1988-10-07,14.625
1988-10-10,14.875
1988-10-11,14.875
1988-10-12,14.875
1988-10-13,14.875
1988-10-14,14.875
1988-10-17,14.875
1988-10-18,14.875
1988-10-19,14.8125
1988-10-20,14.9375
1988-10-21,14.875
1988-10-24,14.875
1988-10-25,14.875
1988-10-26,14.875
1988-10-27,14.8125
1988-10-28,14.875
1988-10-31,14.25
1988-11-01,14.4375
1988-11-02,14.5
1988-11-03,14.5625
1988-11-04,14.5625
1988-11-07,14.4375
1988-11-08,14.625
1988-11-09,14.625
1988-11-10,14.625
1988-11-11,14.5
1988-11-14,14.5
1988-11-15,14.5
1988-11-16,14.375
1988-11-17,14.3125
1988-11-18,14.4375
1988-11-21,14.375
1988-11-22,14.375
1988-11-23,14.375
1988-11-25,14.3125
1988-11-28,14.4375
1988-11-29,14.375
1988-11-30,14.3125
1988-12-01,14.4375
1988-12-02,14.5
1988-12-05,14.5625
1988-12-06,14.5625
1988-12-07,14.625
1988-12-08,14.5625
1988-12-09,14.625
1988-12-12,14.6875
1988-12-13,14.625
1988-12-14,14.625
1988-12-15,14.6875
1988-12-16,14.625
1988-12-19,14.75
1988-12-20,14.625
1988-12-21,14.625
1988-12-22,14.75
1988-12-23,14.75
1988-12-27,14.6875
1988-12-28,14.75
1988-12-29,14.75
1988-12-30,14.8125
1989-01-03,14.75
1989-01-04,14.875
1989-01-05,14.9375
1989-01-06,14.9375
1989-01-09,15.0625
1989-01-10,15.0
1989-01-11,14.9375
1989-01-12,14.9375
1989-01-13,14.9375
1989-01-16,15.0
1989-01-17,15.0
1989-01-18,15.25
1989-01-19,15.25
1989-01-20,15.125
1989-01-23,15.0
1989-01-24,15.125
1989-01-25,15.1875
1989-01-26,15.1875
1989-01-27,15.1875
1989-01-30,15.1875
1989-01-31,15.4375
1989-02-01,15.4375
1989-02-02,15.375
1989-02-03,15.3125
1989-02-06,15.3125
1989-02-07,15.375
1989-02-08,15.3125
1989-02-09,15.25
1989-02-10,15.0625
1989-02-13,14.9375
1989-02-14,15.0625
1989-02-15,15.375
1989-02-16,15.3125
1989-02-17,15.25
1989-02-21,15.375
1989-02-22,15.1875
1989-02-23,15.0
1989-02-24,15.0
1989-02-27,15.0625
1989-02-28,14.75
