Date,BIG
1990-07-02,3.52
1990-07-03,3.44
1990-07-05,3.36
1990-07-06,3.28
1990-07-09,3.2
1990-07-10,3.28
1990-07-11,3.36
1990-07-12,3.36
1990-07-13,3.36
1990-07-16,3.44
1990-07-17,3.36
1990-07-18,3.2
1990-07-19,3.28
1990-07-20,3.2
1990-07-23,3.12
1990-07-24,3.12
1990-07-25,3.28
1990-07-26,3.36
1990-07-27,3.28
1990-07-30,3.2
1990-07-31,3.28
1990-08-01,3.36
1990-08-02,3.2
1990-08-03,3.12
1990-08-06,2.96
1990-08-07,3.04
1990-08-08,3.2
1990-08-09,3.2
1990-08-10,3.28
1990-08-13,3.2
1990-08-14,3.12
1990-08-15,3.2
1990-08-16,3.12
1990-08-17,2.88
1990-08-20,3.04
1990-08-21,2.96
1990-08-22,3.12
1990-08-23,2.8
1990-08-24,2.96
1990-08-27,3.12
1990-08-28,3.04
1990-08-29,3.12
1990-08-30,3.12
1990-08-31,3.12
1990-09-04,3.12
1990-09-05,3.2
1990-09-06,3.2
1990-09-07,3.12
1990-09-10,2.96
1990-09-11,3.04
1990-09-12,3.04
1990-09-13,3.04
1990-09-14,2.96
1990-09-17,3.04
1990-09-18,2.96
1990-09-19,2.96
1990-09-20,2.96
1990-09-21,2.96
1990-09-24,2.72
1990-09-25,2.56
1990-09-26,2.56
1990-09-27,2.4
1990-09-28,2.56
1990-10-01,2.56
1990-10-02,2.72
1990-10-03,2.64
1990-10-04,2.48
1990-10-05,2.4
1990-10-08,2.24
1990-10-09,2.16
1990-10-10,2.16
1990-10-11,2.08
1990-10-12,2.0
1990-10-15,2.08
1990-10-16,2.08
1990-10-17,1.92
1990-10-18,2.24
1990-10-19,2.4
1990-10-22,2.56
1990-10-23,2.48
1990-10-24,2.56
1990-10-25,2.64
1990-10-26,2.48
1990-10-29,2.4
1990-10-30,2.24
1990-10-31,2.16
1990-11-01,2.16
1990-11-02,2.16
1990-11-05,2.24
1990-11-06,2.32
1990-11-07,2.24
1990-11-08,2.24
1990-11-09,2.24
1990-11-12,2.24
1990-11-13,2.32
1990-11-14,2.24
1990-11-15,2.24
1990-11-16,2.4
1990-11-19,2.24
1990-11-20,2.4
1990-11-21,2.4
1990-11-23,2.4
1990-11-26,2.4
1990-11-27,2.56
1990-11-28,2.4
1990-11-29,2.4
1990-11-30,2.56
1990-12-03,2.56
1990-12-04,2.48
1990-12-05,2.56
1990-12-06,2.4
1990-12-07,2.24
1990-12-10,2.16
1990-12-11,2.16
1990-12-12,2.16
1990-12-13,2.24
1990-12-14,2.24
1990-12-17,2.08
1990-12-18,2.0
1990-12-19,2.48
1990-12-20,2.48
1990-12-21,2.4
1990-12-24,2.24
1990-12-26,2.24
1990-12-27,2.48
1990-12-28,2.48
1990-12-31,2.64
1991-01-02,2.48
1991-01-03,2.48
1991-01-04,2.32
1991-01-07,2.24
1991-01-08,2.32
1991-01-09,2.24
1991-01-10,2.32
1991-01-11,2.32
1991-01-14,2.32
1991-01-15,2.16
1991-01-16,2.32
1991-01-17,2.48
1991-01-18,2.56
1991-01-21,2.48
1991-01-22,2.32
1991-01-23,2.16
1991-01-24,2.24
1991-01-25,2.32
1991-01-28,2.32
1991-01-29,2.24
1991-01-30,2.24
1991-01-31,2.32
1991-02-01,2.32
1991-02-04,2.32
1991-02-05,2.32
1991-02-06,2.32
1991-02-07,2.24
1991-02-08,2.48
1991-02-11,2.48
1991-02-12,2.32
1991-02-13,2.48
1991-02-14,2.4
1991-02-15,2.56
1991-02-19,2.56
1991-02-20,2.48
1991-02-21,2.48
1991-02-22,2.48
1991-02-25,2.48
1991-02-26,2.4
1991-02-27,2.48
1991-02-28,2.48
1991-03-01,2.48
1991-03-04,2.8
1991-03-05,2.72
1991-03-06,2.56
1991-03-07,2.72
1991-03-08,2.64
1991-03-11,2.72
1991-03-12,2.56
1991-03-13,2.8
1991-03-14,2.8
1991-03-15,2.8
1991-03-18,2.64
1991-03-19,2.72
1991-03-20,2.8
1991-03-21,2.88
1991-03-22,2.8
1991-03-25,2.8
1991-03-26,2.88
1991-03-27,2.96
1991-03-28,3.2
1991-04-01,3.2
1991-04-02,3.12
1991-04-03,3.52
1991-04-04,3.68
1991-04-05,3.52
1991-04-08,3.44
1991-04-09,3.36
1991-04-10,3.44
1991-04-11,3.36
1991-04-12,3.44
1991-04-15,3.52
1991-04-16,3.76
1991-04-17,3.6
1991-04-18,3.6
1991-04-19,3.52
1991-04-22,3.44
1991-04-23,3.44
1991-04-24,3.44
1991-04-25,3.44
1991-04-26,3.44
1991-04-29,3.52
1991-04-30,3.6
1991-05-01,3.84
1991-05-02,4.0
1991-05-03,3.92
1991-05-06,3.84
1991-05-07,3.76
1991-05-08,3.92
1991-05-09,3.84
1991-05-10,3.68
1991-05-13,3.68
1991-05-14,3.68
1991-05-15,3.6
1991-05-16,3.6
1991-05-17,3.6
1991-05-20,3.84
1991-05-21,3.84
1991-05-22,4.16
1991-05-23,4.24
1991-05-24,4.08
1991-05-28,3.92
1991-05-29,4.16
1991-05-30,4.16
1991-05-31,4.08
1991-06-03,4.32
1991-06-04,4.24
1991-06-05,4.24
1991-06-06,4.24
1991-06-07,4.4
1991-06-10,4.48
1991-06-11,4.48
1991-06-12,4.4
1991-06-13,4.4
1991-06-14,4.56
1991-06-17,4.64
1991-06-18,4.8
1991-06-19,4.56
1991-06-20,4.72
1991-06-21,4.88
1991-06-24,4.72
1991-06-25,4.8
1991-06-26,4.72
1991-06-27,4.72
1991-06-28,4.64
1991-07-01,4.64
1991-07-02,4.56
1991-07-03,4.56
1991-07-05,4.64
1991-07-08,4.8
1991-07-09,4.88
1991-07-10,5.04
1991-07-11,4.96
1991-07-12,4.96
1991-07-15,4.96
1991-07-16,5.04
1991-07-17,5.04
1991-07-18,5.2
1991-07-19,5.12
1991-07-22,5.28
1991-07-23,4.96
1991-07-24,4.8
1991-07-25,4.96
1991-07-26,5.12
1991-07-29,5.04
1991-07-30,5.04
1991-07-31,5.12
1991-08-01,5.04
1991-08-02,5.04
1991-08-05,5.12
1991-08-06,5.04
1991-08-07,5.04
1991-08-08,4.8
1991-08-09,4.64
1991-08-12,4.72
1991-08-13,4.8
1991-08-14,4.88
1991-08-15,4.8
1991-08-16,4.72
1991-08-19,4.56
1991-08-20,4.56
1991-08-21,5.28
1991-08-22,5.12
1991-08-23,5.12
1991-08-26,5.04
1991-08-27,4.96
1991-08-28,4.96
1991-08-29,5.2
1991-08-30,5.28
1991-09-03,5.36
1991-09-04,5.2
1991-09-05,5.12
1991-09-06,5.12
1991-09-09,5.2
1991-09-10,5.2
1991-09-11,5.28
1991-09-12,5.6
1991-09-13,5.76
1991-09-16,5.76
1991-09-17,5.76
1991-09-18,5.84
1991-09-19,5.84
1991-09-20,5.92
1991-09-23,5.84
1991-09-24,5.76
1991-09-25,5.76
1991-09-26,5.68
1991-09-27,5.76
1991-09-30,5.76
1991-10-01,5.92
1991-10-02,6.0
1991-10-03,6.24
1991-10-04,6.48
1991-10-07,6.4
1991-10-08,6.24
1991-10-09,6.08
1991-10-10,6.08
1991-10-11,6.0
1991-10-14,6.0
1991-10-15,6.16
1991-10-16,6.4
1991-10-17,6.48
1991-10-18,6.48
1991-10-21,6.4
1991-10-22,6.4
1991-10-23,6.32
1991-10-24,6.32
1991-10-25,6.4
1991-10-28,6.4
1991-10-29,6.72
1991-10-30,6.88
1991-10-31,7.04
1991-11-01,6.88
1991-11-04,6.72
1991-11-05,6.72
1991-11-06,6.88
1991-11-07,7.12
1991-11-08,7.2
1991-11-11,7.2
1991-11-12,7.68
1991-11-13,7.68
1991-11-14,7.6
1991-11-15,6.8
1991-11-18,7.2
1991-11-19,7.04
1991-11-20,6.96
1991-11-21,6.88
1991-11-22,6.72
1991-11-25,6.64
1991-11-26,6.4
1991-11-27,6.72
1991-11-29,6.72
1991-12-02,6.56
1991-12-03,6.64
1991-12-04,6.64
1991-12-05,6.56
1991-12-06,6.56
1991-12-09,5.92
1991-12-10,6.0
1991-12-11,6.0
1991-12-12,6.08
1991-12-13,6.48
1991-12-16,6.48
1991-12-17,6.4
1991-12-18,6.32
1991-12-19,6.16
1991-12-20,6.08
1991-12-23,6.16
1991-12-24,5.92
1991-12-26,6.48
1991-12-27,6.32
1991-12-30,6.72
1991-12-31,7.2
1992-01-02,7.52
1992-01-03,7.36
1992-01-06,7.6
1992-01-07,7.68
1992-01-08,7.52
1992-01-09,7.52
1992-01-10,7.68
1992-01-13,7.68
1992-01-14,8.32
1992-01-15,8.8
1992-01-16,8.64
1992-01-17,8.64
1992-01-20,8.4
1992-01-21,7.92
1992-01-22,8.24
1992-01-23,8.16
1992-01-24,8.16
1992-01-27,8.08
1992-01-28,8.32
1992-01-29,8.16
1992-01-30,8.64
1992-01-31,8.32
1992-02-03,8.56
1992-02-04,8.88
1992-02-05,8.88
1992-02-06,9.2
1992-02-07,8.96
1992-02-10,8.8
1992-02-11,8.4
1992-02-12,8.64
1992-02-13,8.64
1992-02-14,8.48
1992-02-18,8.64
1992-02-19,8.56
1992-02-20,8.8
1992-02-21,8.56
1992-02-24,8.64
1992-02-25,9.44
1992-02-26,9.36
1992-02-27,9.12
1992-02-28,9.36
1992-03-02,9.76
1992-03-03,9.84
1992-03-04,9.6
1992-03-05,9.36
1992-03-06,9.52
1992-03-09,9.28
1992-03-10,9.52
1992-03-11,9.68
1992-03-12,9.68
1992-03-13,9.84
1992-03-16,9.92
1992-03-17,10.24
1992-03-18,10.24
1992-03-19,10.4
1992-03-20,10.16
1992-03-23,10.24
1992-03-24,10.4
1992-03-25,10.4
1992-03-26,10.08
1992-03-27,9.84
1992-03-30,9.84
1992-03-31,9.92
1992-04-01,10.4
1992-04-02,10.32
1992-04-03,9.92
1992-04-06,10.08
1992-04-07,9.84
1992-04-08,9.52
1992-04-09,9.76
1992-04-10,10.0
1992-04-13,9.76
1992-04-14,9.6
1992-04-15,10.0
1992-04-16,9.6
1992-04-20,9.36
1992-04-21,9.12
1992-04-22,9.04
1992-04-23,8.8
1992-04-24,8.32
1992-04-27,8.4
1992-04-28,8.24
1992-04-29,8.64
1992-04-30,8.88
1992-05-01,9.04
1992-05-04,8.8
1992-05-05,8.72
1992-05-06,8.96
1992-05-07,8.96
1992-05-08,8.88
1992-05-11,8.96
1992-05-12,8.88
1992-05-13,9.12
1992-05-14,9.2
1992-05-15,9.44
1992-05-18,9.68
1992-05-19,9.6
1992-05-20,9.36
1992-05-21,9.2
1992-05-22,9.44
1992-05-26,9.28
1992-05-27,9.36
1992-05-28,9.52
1992-05-29,9.92
1992-06-01,9.84
1992-06-02,9.92
1992-06-03,9.44
1992-06-04,9.36
1992-06-05,9.44
1992-06-08,9.36
1992-06-09,9.04
1992-06-10,8.56
1992-06-11,8.08
1992-06-12,8.16
1992-06-15,8.56
1992-06-16,8.48
1992-06-17,7.76
1992-06-18,8.0
1992-06-19,8.16
1992-06-22,7.68
1992-06-23,7.6
1992-06-24,7.36
1992-06-25,7.36
1992-06-26,7.52
1992-06-29,7.04
1992-06-30,7.44
1992-07-01,7.92
1992-07-02,7.68
1992-07-06,7.52
1992-07-07,7.04
1992-07-08,6.96
1992-07-09,7.84
1992-07-10,7.68
1992-07-13,8.0
1992-07-14,8.0
1992-07-15,7.76
1992-07-16,7.84
1992-07-17,8.0
1992-07-20,7.76
1992-07-21,7.92
1992-07-22,7.84
1992-07-23,7.92
1992-07-24,7.84
1992-07-27,7.6
1992-07-28,7.76
1992-07-29,7.68
1992-07-30,7.36
1992-07-31,7.28
1992-08-03,7.2
1992-08-04,7.2
1992-08-05,6.88
1992-08-06,6.64
1992-08-07,6.88
1992-08-10,6.72
1992-08-11,6.48
1992-08-12,6.8
1992-08-13,7.04
1992-08-14,7.68
1992-08-17,7.68
1992-08-18,7.36
1992-08-19,7.36
1992-08-20,7.36
1992-08-21,7.44
1992-08-24,7.52
1992-08-25,7.68
1992-08-26,7.92
1992-08-27,7.84
1992-08-28,7.84
1992-08-31,8.08
1992-09-01,8.0
1992-09-02,8.0
1992-09-03,8.4
1992-09-04,8.16
1992-09-08,7.92
1992-09-09,8.56
1992-09-10,8.72
1992-09-11,9.2
1992-09-14,8.96
1992-09-15,8.56
1992-09-16,8.72
1992-09-17,8.48
1992-09-18,8.64
1992-09-21,8.96
1992-09-22,8.96
1992-09-23,8.96
1992-09-24,9.28
1992-09-25,8.88
1992-09-28,8.96
1992-09-29,9.2
1992-09-30,9.2
1992-10-01,9.28
1992-10-02,9.04
1992-10-05,9.04
1992-10-06,9.6
1992-10-07,9.52
1992-10-08,9.52
1992-10-09,9.44
1992-10-12,9.6
1992-10-13,9.92
1992-10-14,10.24
1992-10-15,10.4
1992-10-16,10.24
1992-10-19,10.48
1992-10-20,10.16
1992-10-21,10.24
1992-10-22,10.64
1992-10-23,10.24
1992-10-26,10.32
1992-10-27,10.4
1992-10-28,10.72
1992-10-29,10.88
1992-10-30,10.88
1992-11-02,10.8
1992-11-03,10.88
1992-11-04,11.04
1992-11-05,10.96
1992-11-06,11.12
1992-11-09,11.2
1992-11-10,11.2
1992-11-11,11.36
1992-11-12,11.36
1992-11-13,11.36
1992-11-16,11.28
1992-11-17,11.12
1992-11-18,11.04
1992-11-19,11.36
1992-11-20,11.28
1992-11-23,11.36
1992-11-24,11.6
1992-11-25,11.52
1992-11-27,11.28
1992-11-30,11.44
1992-12-01,11.44
1992-12-02,10.88
1992-12-03,10.8
1992-12-04,10.72
1992-12-07,10.72
1992-12-08,10.72
1992-12-09,10.32
1992-12-10,10.56
1992-12-11,10.88
1992-12-14,10.64
1992-12-15,10.48
1992-12-16,10.32
1992-12-17,10.64
1992-12-18,11.2
1992-12-21,10.96
1992-12-22,11.2
1992-12-23,11.44
1992-12-24,11.44
1992-12-28,11.2
1992-12-29,11.52
1992-12-30,11.6
1992-12-31,11.52
1993-01-04,11.44
1993-01-05,11.44
1993-01-06,11.28
1993-01-07,11.28
1993-01-08,11.12
1993-01-11,11.36
1993-01-12,11.28
1993-01-13,11.36
1993-01-14,10.88
1993-01-15,10.96
1993-01-18,10.96
1993-01-19,10.8
1993-01-20,10.88
1993-01-21,10.88
1993-01-22,10.72
1993-01-25,11.12
1993-01-26,11.04
1993-01-27,10.88
1993-01-28,10.88
1993-01-29,10.96
1993-02-01,10.88
1993-02-02,11.28
1993-02-03,12.0
1993-02-04,11.84
1993-02-05,11.92
1993-02-08,11.84
1993-02-09,12.0
1993-02-10,11.84
1993-02-11,12.0
1993-02-12,12.24
1993-02-16,11.84
1993-02-17,11.76
1993-02-18,11.84
1993-02-19,12.08
1993-02-22,12.4
1993-02-23,11.12
1993-02-24,11.44
1993-02-25,11.12
1993-02-26,11.12
1993-03-01,11.2
1993-03-02,11.04
1993-03-03,11.36
1993-03-04,11.44
1993-03-05,11.6
1993-03-08,11.44
1993-03-09,11.52
1993-03-10,11.52
1993-03-11,11.36
1993-03-12,11.44
1993-03-15,11.28
1993-03-16,11.28
1993-03-17,10.88
1993-03-18,10.56
1993-03-19,10.48
1993-03-22,10.4
1993-03-23,10.16
1993-03-24,10.16
1993-03-25,10.0
1993-03-26,10.16
1993-03-29,10.24
1993-03-30,10.4
1993-03-31,10.48
1993-04-01,10.32
1993-04-02,10.24
1993-04-05,10.0
1993-04-06,9.84
1993-04-07,9.84
1993-04-08,9.84
1993-04-12,9.84
1993-04-13,9.68
1993-04-14,9.52
1993-04-15,9.28
1993-04-16,9.28
1993-04-19,9.52
1993-04-20,9.44
1993-04-21,9.44
1993-04-22,9.84
1993-04-23,9.68
1993-04-26,9.6
1993-04-27,9.84
1993-04-28,9.92
1993-04-29,9.76
1993-04-30,9.68
1993-05-03,9.6
1993-05-04,9.68
1993-05-05,10.32
1993-05-06,10.56
1993-05-07,10.24
1993-05-10,10.64
1993-05-11,11.04
1993-05-12,11.12
1993-05-13,10.8
1993-05-14,10.72
1993-05-17,10.4
1993-05-18,10.08
1993-05-19,11.12
1993-05-20,11.2
1993-05-21,11.68
1993-05-24,11.68
1993-05-25,11.76
1993-05-26,12.08
1993-05-27,12.4
1993-05-28,12.16
1993-06-01,12.16
1993-06-02,12.08
1993-06-03,12.08
1993-06-04,11.76
1993-06-07,11.52
1993-06-08,11.2
1993-06-09,11.44
1993-06-10,11.52
1993-06-11,11.44
1993-06-14,11.52
1993-06-15,11.28
1993-06-16,10.8
1993-06-17,10.88
1993-06-18,10.8
1993-06-21,10.64
1993-06-22,10.32
1993-06-23,10.4
1993-06-24,10.4
1993-06-25,10.64
1993-06-28,10.8
1993-06-29,11.04
1993-06-30,11.36
1993-07-01,11.28
1993-07-02,11.36
1993-07-06,11.04
1993-07-07,10.88
1993-07-08,10.88
1993-07-09,11.36
1993-07-12,11.36
1993-07-13,11.28
1993-07-14,11.12
1993-07-15,11.04
1993-07-16,10.96
1993-07-19,10.88
1993-07-20,10.56
1993-07-21,10.16
1993-07-22,10.48
1993-07-23,10.48
1993-07-26,10.16
1993-07-27,10.0
1993-07-28,10.08
1993-07-29,10.32
1993-07-30,10.72
1993-08-02,10.56
1993-08-03,10.88
1993-08-04,10.96
1993-08-05,11.04
1993-08-06,10.96
1993-08-09,11.04
1993-08-10,10.96
1993-08-11,11.12
1993-08-12,11.04
1993-08-13,10.96
1993-08-16,11.04
1993-08-17,11.36
1993-08-18,11.6
1993-08-19,11.52
1993-08-20,11.52
1993-08-23,11.28
1993-08-24,11.6
1993-08-25,11.52
1993-08-26,11.44
1993-08-27,11.2
1993-08-30,11.04
1993-08-31,10.88
1993-09-01,10.8
1993-09-02,11.04
1993-09-03,11.04
1993-09-07,10.8
1993-09-08,10.88
1993-09-09,10.88
1993-09-10,10.88
1993-09-13,10.72
1993-09-14,10.72
1993-09-15,10.72
1993-09-16,10.64
1993-09-17,10.8
1993-09-20,10.8
1993-09-21,10.8
1993-09-22,11.36
1993-09-23,11.68
1993-09-24,11.68
1993-09-27,11.92
1993-09-28,12.08
1993-09-29,12.48
1993-09-30,12.56
1993-10-01,12.72
1993-10-04,12.72
1993-10-05,13.04
1993-10-06,13.12
1993-10-07,13.12
1993-10-08,13.44
1993-10-11,13.28
1993-10-12,13.36
1993-10-13,13.44
1993-10-14,13.6
1993-10-15,13.44
1993-10-18,13.44
1993-10-19,13.76
1993-10-20,12.88
1993-10-21,12.96
1993-10-22,13.52
1993-10-25,14.08
1993-10-26,13.28
1993-10-27,13.36
1993-10-28,13.12
1993-10-29,12.96
1993-11-01,12.8
1993-11-02,12.56
1993-11-03,12.32
1993-11-04,12.08
1993-11-05,12.16
1993-11-08,12.96
1993-11-09,13.2
1993-11-10,13.2
1993-11-11,13.2
1993-11-12,13.28
1993-11-15,13.2
1993-11-16,13.68
1993-11-17,13.44
1993-11-18,13.52
1993-11-19,13.6
1993-11-22,12.96
1993-11-23,13.36
1993-11-24,13.6
1993-11-26,13.28
1993-11-29,13.36
1993-11-30,13.52
1993-12-01,14.08
1993-12-02,14.24
1993-12-03,13.92
1993-12-06,13.76
1993-12-07,13.6
1993-12-08,13.12
1993-12-09,13.52
1993-12-10,13.2
1993-12-13,13.28
1993-12-14,12.96
1993-12-15,12.88
1993-12-16,13.36
1993-12-17,13.6
1993-12-20,13.76
1993-12-21,13.52
1993-12-22,13.6
1993-12-23,13.68
1993-12-27,13.68
1993-12-28,13.76
1993-12-29,12.72
1993-12-30,12.72
1993-12-31,12.72
1994-01-03,12.8
1994-01-04,12.56
1994-01-05,12.16
1994-01-06,12.48
1994-01-07,12.4
1994-01-10,12.64
1994-01-11,12.4
1994-01-12,12.16
1994-01-13,12.24
1994-01-14,12.08
1994-01-17,11.76
1994-01-18,11.52
1994-01-19,11.2
1994-01-20,11.92
1994-01-21,11.84
1994-01-24,11.68
1994-01-25,11.76
1994-01-26,11.76
1994-01-27,12.08
1994-01-28,12.0
1994-01-31,11.6
1994-02-01,11.68
1994-02-02,11.36
1994-02-03,12.16
1994-02-04,12.32
1994-02-07,11.92
1994-02-08,12.24
1994-02-09,12.4
1994-02-10,12.4
1994-02-11,12.32
1994-02-14,12.48
1994-02-15,12.0
1994-02-16,11.76
1994-02-17,12.08
1994-02-18,12.08
1994-02-22,12.0
1994-02-23,12.24
1994-02-24,12.16
1994-02-25,12.48
1994-02-28,12.48
1994-03-01,12.72
1994-03-02,12.16
1994-03-03,12.0
1994-03-04,11.92
1994-03-07,12.08
1994-03-08,12.24
1994-03-09,11.84
1994-03-10,12.0
1994-03-11,12.08
1994-03-14,11.84
1994-03-15,12.0
1994-03-16,11.92
1994-03-17,11.84
1994-03-18,11.92
1994-03-21,12.08
1994-03-22,12.0
1994-03-23,12.16
1994-03-24,11.76
1994-03-25,11.76
1994-03-28,11.76
1994-03-29,11.6
1994-03-30,11.28
1994-03-31,11.04
1994-04-04,11.04
1994-04-05,11.84
1994-04-06,11.76
1994-04-07,12.08
1994-04-08,12.16
1994-04-11,12.24
1994-04-12,12.24
1994-04-13,12.0
1994-04-14,11.84
1994-04-15,12.0
1994-04-18,11.84
1994-04-19,11.68
1994-04-20,11.44
1994-04-21,11.36
1994-04-22,11.2
1994-04-25,11.2
1994-04-26,11.04
1994-04-28,11.04
1994-04-29,11.04
1994-05-02,10.56
1994-05-03,10.4
1994-05-04,10.4
1994-05-05,10.24
1994-05-06,10.0
1994-05-09,9.92
1994-05-10,9.52
1994-05-11,9.52
1994-05-12,9.6
1994-05-13,9.6
1994-05-16,10.08
1994-05-17,10.0
1994-05-18,10.24
1994-05-19,10.16
1994-05-20,10.16
1994-05-23,10.24
1994-05-24,9.52
1994-05-25,9.28
1994-05-26,9.12
1994-05-27,9.28
1994-05-31,9.2
1994-06-01,8.88
1994-06-02,9.28
1994-06-03,8.96
1994-06-06,8.96
1994-06-07,9.36
1994-06-08,8.96
1994-06-09,8.64
1994-06-10,8.56
1994-06-13,8.64
1994-06-14,8.88
1994-06-15,8.8
1994-06-16,9.2
1994-06-17,9.12
1994-06-20,8.8
1994-06-21,8.72
1994-06-22,8.16
1994-06-23,8.08
1994-06-24,7.76
1994-06-27,7.68
1994-06-28,7.52
1994-06-29,7.76
1994-06-30,7.84
1994-07-01,7.84
1994-07-05,7.92
1994-07-06,7.84
1994-07-07,7.92
1994-07-08,8.0
1994-07-11,7.84
1994-07-12,7.84
1994-07-13,7.44
1994-07-14,7.6
1994-07-15,7.44
1994-07-18,7.76
1994-07-19,7.76
1994-07-20,7.76
1994-07-21,7.92
1994-07-22,7.68
1994-07-25,7.84
1994-07-26,7.92
1994-07-27,7.68
1994-07-28,7.6
1994-07-29,7.84
1994-08-01,7.68
1994-08-02,7.68
1994-08-03,7.6
1994-08-04,7.84
1994-08-05,7.84
1994-08-08,7.92
1994-08-09,7.92
1994-08-10,8.24
1994-08-11,8.88
1994-08-12,8.96
1994-08-15,8.8
1994-08-16,9.44
1994-08-17,9.6
1994-08-18,9.68
1994-08-19,9.36
1994-08-22,9.52
1994-08-23,9.52
1994-08-24,9.6
1994-08-25,9.68
1994-08-26,10.08
1994-08-29,10.0
1994-08-30,10.56
1994-08-31,10.56
1994-09-01,10.72
1994-09-02,10.56
1994-09-06,10.8
1994-09-07,10.56
1994-09-08,10.72
1994-09-09,10.48
1994-09-12,10.72
1994-09-13,10.72
1994-09-14,10.64
1994-09-15,10.88
1994-09-16,10.88
1994-09-19,10.88
1994-09-20,10.8
1994-09-21,10.56
1994-09-22,10.56
1994-09-23,10.48
1994-09-26,10.32
1994-09-27,10.56
1994-09-28,10.32
1994-09-29,10.64
1994-09-30,10.48
1994-10-03,10.72
1994-10-04,10.56
1994-10-05,10.32
1994-10-06,10.64
1994-10-07,10.88
1994-10-10,10.96
1994-10-11,11.2
1994-10-12,11.28
1994-10-13,11.6
1994-10-14,11.44
1994-10-17,11.52
1994-10-18,11.44
1994-10-19,11.44
1994-10-20,11.2
1994-10-21,10.96
1994-10-24,11.12
1994-10-25,10.96
1994-10-26,10.8
1994-10-27,10.88
1994-10-28,11.44
1994-10-31,11.6
1994-11-01,11.04
1994-11-02,11.04
1994-11-03,10.96
1994-11-04,10.96
1994-11-07,11.12
1994-11-08,11.36
1994-11-09,11.44
1994-11-10,11.2
1994-11-11,11.12
1994-11-14,11.36
1994-11-15,11.36
1994-11-16,11.12
1994-11-17,11.28
1994-11-18,11.28
1994-11-21,10.88
1994-11-22,10.88
1994-11-23,10.4
1994-11-25,10.48
1994-11-28,11.04
1994-11-29,10.96
1994-11-30,11.2
1994-12-01,10.8
1994-12-02,10.88
1994-12-05,10.48
1994-12-06,10.56
1994-12-07,10.56
1994-12-08,10.08
1994-12-09,10.48
1994-12-12,10.88
1994-12-13,10.96
1994-12-14,11.2
1994-12-15,11.28
1994-12-16,11.2
1994-12-19,11.04
1994-12-20,10.72
1994-12-21,11.36
1994-12-22,11.52
1994-12-23,11.44
1994-12-27,11.12
1994-12-28,11.6
1994-12-29,11.68
1994-12-30,11.92
1995-01-03,12.0
1995-01-04,12.24
1995-01-05,11.92
1995-01-06,11.84
1995-01-09,11.44
1995-01-10,11.52
1995-01-11,11.44
1995-01-12,11.2
1995-01-13,11.2
1995-01-16,11.2
1995-01-17,11.2
1995-01-18,11.28
1995-01-19,11.28
1995-01-20,11.36
1995-01-23,11.36
1995-01-24,11.44
1995-01-25,11.6
1995-01-26,11.76
1995-01-27,11.84
1995-01-30,11.76
1995-01-31,11.84
1995-02-01,11.92
1995-02-02,11.92
1995-02-03,11.92
1995-02-06,11.92
1995-02-07,11.76
1995-02-08,12.0
1995-02-09,11.84
1995-02-10,11.92
1995-02-13,11.92
1995-02-14,11.76
1995-02-15,12.0
1995-02-16,12.0
1995-02-17,11.84
1995-02-21,12.08
1995-02-22,11.92
1995-02-23,11.84
1995-02-24,11.76
1995-02-27,12.0
1995-02-28,12.16
1995-03-01,12.16
1995-03-02,12.08
1995-03-03,12.0
1995-03-06,11.92
1995-03-07,12.16
1995-03-08,12.24
1995-03-09,12.16
1995-03-10,12.08
1995-03-13,12.4
1995-03-14,12.24
1995-03-15,12.64
1995-03-16,12.64
1995-03-17,12.64
1995-03-20,12.56
1995-03-21,12.64
1995-03-22,12.56
1995-03-23,12.56
1995-03-24,12.56
1995-03-27,12.64
1995-03-28,12.56
1995-03-29,12.64
1995-03-30,13.04
1995-03-31,12.88
1995-04-03,13.04
1995-04-04,13.2
1995-04-05,13.2
1995-04-06,13.28
1995-04-07,13.2
1995-04-10,13.04
1995-04-11,12.96
1995-04-12,12.8
1995-04-13,12.8
1995-04-17,12.72
1995-04-18,12.48
1995-04-19,12.24
1995-04-20,12.08
1995-04-21,12.16
1995-04-24,12.16
1995-04-25,10.4
1995-04-26,11.2
1995-04-27,10.88
1995-04-28,10.96
1995-05-01,10.32
1995-05-02,10.24
1995-05-03,10.48
1995-05-04,10.64
1995-05-05,10.64
1995-05-08,10.64
1995-05-09,10.64
1995-05-10,10.8
1995-05-11,11.12
1995-05-12,11.36
1995-05-15,11.52
1995-05-16,11.76
1995-05-17,11.84
1995-05-18,11.68
1995-05-19,11.68
1995-05-22,11.68
1995-05-23,11.84
1995-05-24,11.68
1995-05-25,11.52
1995-05-26,11.52
1995-05-30,11.76
1995-05-31,12.0
1995-06-01,11.92
1995-06-02,12.32
1995-06-05,12.32
1995-06-06,12.64
1995-06-07,12.72
1995-06-08,12.8
1995-06-09,12.64
1995-06-12,12.56
1995-06-13,12.64
1995-06-14,12.8
1995-06-15,12.8
1995-06-16,12.64
1995-06-19,12.88
1995-06-20,12.56
1995-06-21,12.56
1995-06-22,12.88
1995-06-23,12.8
1995-06-26,12.8
1995-06-27,12.8
1995-06-28,12.88
1995-06-29,13.12
1995-06-30,13.36
1995-07-03,13.6
1995-07-05,13.92
1995-07-06,13.84
1995-07-07,14.16
1995-07-10,13.92
1995-07-11,13.92
1995-07-12,14.08
