Date,ITUB
2002-02-25,1.690959
2002-02-26,1.745054
2002-02-27,1.74305
2002-02-28,1.721012
2002-03-01,1.6829450000000001
2002-03-04,1.694966
2002-03-05,1.6068120000000001
2002-03-06,1.590784
2002-03-07,1.614826
2002-03-08,1.612822
2002-03-11,1.6024040000000002
2002-03-12,1.636464
2002-03-13,1.626847
2002-03-14,1.638868
2002-03-15,1.647684
2002-03-18,1.6669169999999998
2002-03-19,1.6589029999999998
2002-03-20,1.659704
2002-03-21,1.598798
2002-03-22,1.589582
2002-03-25,1.578763
2002-03-26,1.595192
2002-03-27,1.62284
2002-03-28,1.6068120000000001
2002-04-01,1.650889
2002-04-02,1.630854
2002-04-03,1.570749
2002-04-04,1.618833
2002-04-05,1.6348610000000001
2002-04-08,1.636865
2002-04-09,1.6889560000000001
2002-04-10,1.753068
2002-04-11,1.7310290000000002
2002-04-12,1.7150009999999998
2002-04-15,1.65169
2002-04-16,1.62284
2002-04-17,1.62284
2002-04-18,1.62284
2002-04-19,1.626847
2002-04-22,1.612822
2002-04-23,1.6068120000000001
2002-04-24,1.604808
2002-04-25,1.5727520000000001
2002-04-26,1.568745
2002-04-29,1.578763
2002-04-30,1.598798
2002-05-01,1.596794
2002-05-02,1.538693
2002-05-03,1.498623
2002-05-06,1.482594
2002-05-07,1.488605
2002-05-08,1.5126469999999999
2002-05-09,1.428099
2002-05-10,1.416479
2002-05-13,1.35437
2002-05-14,1.364388
2002-05-15,1.414475
2002-05-16,1.462559
2002-05-17,1.4485350000000001
2002-05-20,1.437315
2002-05-21,1.440521
2002-05-22,1.406461
2002-05-23,1.415677
2002-05-24,1.409667
2002-05-28,1.390433
2002-05-29,1.418482
2002-05-30,1.426496
2002-05-31,1.3924370000000001
2002-06-03,1.3884299999999998
2002-06-04,1.347959
2002-06-05,1.320311
2002-06-06,1.216128
2002-06-07,1.2341600000000001
2002-06-10,1.2982719999999999
2002-06-11,1.24017
2002-06-12,1.1780620000000002
2002-06-13,1.198097
2002-06-14,1.141598
2002-06-17,1.192086
2002-06-18,1.201703
2002-06-19,1.139995
2002-06-20,1.065865
2002-06-21,1.033809
2002-06-24,1.07989
2002-06-25,1.11996
2002-06-26,1.0838969999999999
2002-06-27,1.105134
2002-06-28,1.1219629999999998
2002-07-01,1.101928
2002-07-02,1.1083399999999999
2002-07-03,1.097921
2002-07-05,1.041823
2002-07-08,1.069872
2002-07-09,1.082695
2002-07-10,1.063862
2002-07-11,1.109542
2002-07-12,1.150012
2002-07-15,1.1219629999999998
2002-07-16,1.129977
2002-07-17,1.141598
2002-07-18,1.1860760000000001
2002-07-19,1.170048
2002-07-22,1.0838969999999999
2002-07-23,1.027799
2002-07-24,1.0077639999999999
2002-07-25,0.8975709999999999
2002-07-26,0.8454799999999999
2002-07-29,0.765339
2002-07-30,0.692812
2002-07-31,0.712847
2002-08-01,0.7777609999999999
2002-08-02,0.887553
2002-08-05,0.81743
2002-08-06,0.8835459999999999
2002-08-07,0.9717
2002-08-08,1.021788
2002-08-09,0.9296270000000001
2002-08-12,0.8334590000000001
2002-08-13,0.793388
2002-08-14,0.767343
2002-08-15,0.753318
2002-08-16,0.781367
2002-08-19,0.794991
2002-08-20,0.7793640000000001
2002-08-21,0.799399
2002-08-22,0.825845
2002-08-23,0.833859
2002-08-26,0.895567
2002-08-27,0.9176059999999999
2002-08-28,0.9119959999999999
2002-08-29,0.935637
2002-08-30,0.975707
2002-09-03,0.93163
2002-09-04,0.909993
2002-09-05,0.875131
2002-09-06,0.843476
2002-09-09,0.8707239999999999
2002-09-10,0.879539
2002-09-11,0.923216
2002-09-12,0.911595
2002-09-13,0.9067870000000001
2002-09-16,0.8498870000000001
2002-09-17,0.81142
2002-09-18,0.762935
2002-09-19,0.749311
2002-09-20,0.787378
2002-09-23,0.701628
2002-09-24,0.6599550000000001
2002-09-25,0.665164
2002-09-26,0.633108
2002-09-27,0.5890310000000001
2002-09-30,0.627498
2002-10-01,0.711245
2002-10-02,0.69722
2002-10-03,0.7276729999999999
2002-10-04,0.72006
2002-10-07,0.681192
2002-10-08,0.6731779999999999
2002-10-09,0.621087
2002-10-10,0.611069
2002-10-11,0.63431
2002-10-14,0.621087
2002-10-15,0.612271
2002-10-16,0.5970449999999999
2002-10-17,0.649937
2002-10-18,0.643125
2002-10-21,0.637115
2002-10-22,0.6491359999999999
2002-10-23,0.722464
2002-10-24,0.763336
2002-10-25,0.807814
2002-10-28,0.773353
2002-10-29,0.776158
2002-10-30,0.849086
2002-10-31,0.8883549999999999
2002-11-01,0.884748
2002-11-04,0.879539
2002-11-05,0.840671
2002-11-06,0.783371
2002-11-07,0.824242
2002-11-08,0.839068
2002-11-11,0.8575010000000001
2002-11-12,0.853894
2002-11-13,0.819434
2002-11-14,0.8254450000000001
2002-11-15,0.824242
2002-11-18,0.8534940000000001
2002-11-19,0.844678
2002-11-20,0.855497
2002-11-21,0.8695219999999999
2002-11-22,0.8454799999999999
2002-11-25,0.843476
2002-11-26,0.8314549999999999
2002-11-27,0.8334590000000001
2002-11-29,0.840671
2002-12-02,0.8895569999999999
2002-12-03,0.8454799999999999
2002-12-04,0.835462
2002-12-05,0.792988
2002-12-06,0.8306540000000001
2002-12-09,0.8014020000000001
2002-12-10,0.793388
2002-12-11,0.8374659999999999
2002-12-12,0.847483
2002-12-13,0.8374659999999999
2002-12-16,0.8787379999999999
2002-12-17,0.880341
2002-12-18,0.9176059999999999
2002-12-19,0.985725
2002-12-20,1.003757
2002-12-23,0.981718
2002-12-24,0.979715
2002-12-26,0.9348360000000001
2002-12-27,0.9460559999999999
2002-12-30,0.964889
2002-12-31,0.9536690000000001
2003-01-02,0.966892
2003-01-03,0.9937389999999999
2003-01-06,1.058653
2003-01-07,1.047032
2003-01-08,1.013774
2003-01-09,1.0286
2003-01-10,1.034611
2003-01-13,1.037816
2003-01-14,1.046231
2003-01-15,1.021788
2003-01-16,1.041823
2003-01-17,1.008565
2003-01-21,0.933634
2003-01-22,0.861107
2003-01-23,0.8615079999999999
2003-01-24,0.852292
2003-01-27,0.8374659999999999
2003-01-28,0.8410719999999999
2003-01-29,0.8743299999999999
