Date,NEM
1980-10-09,14.633332999999999
1980-10-10,14.433333
1980-10-13,14.5
1980-10-14,14.3
1980-10-15,14.5
1980-10-16,15.1
1980-10-17,15.466666
1980-10-20,15.266666
1980-10-21,15.266666
1980-10-22,14.833332999999998
1980-10-23,14.6
1980-10-24,14.566667
1980-10-27,14.8
1980-10-28,14.6
1980-10-29,14.766666
1980-10-30,14.6
1980-10-31,14.233334
1980-11-03,13.933333
1980-11-05,14.333332999999998
1980-11-06,13.333332999999998
1980-11-07,12.7
1980-11-10,13.0
1980-11-11,13.0
1980-11-12,13.333332999999998
1980-11-13,13.4
1980-11-14,13.566667
1980-11-17,13.733334
1980-11-18,14.266666
1980-11-19,14.533334
1980-11-20,14.8
1980-11-21,14.533334
1980-11-24,14.4
1980-11-25,14.466666
1980-11-26,14.733334
1980-11-28,14.6
1980-12-01,14.666667000000002
1980-12-02,14.533334
1980-12-03,14.8
1980-12-04,14.766666
1980-12-05,14.666667000000002
1980-12-08,14.133332999999999
1980-12-09,14.0
1980-12-10,13.733334
1980-12-11,12.933333
1980-12-12,13.4
1980-12-15,13.4
1980-12-16,13.133332999999999
1980-12-17,12.966666
1980-12-18,12.866667
1980-12-19,12.833333
1980-12-22,12.933333
1980-12-23,12.866667
1980-12-24,12.933333
1980-12-26,12.8
1980-12-29,12.266666
1980-12-30,12.1
1980-12-31,12.4
1981-01-02,12.466666
1981-01-05,12.8
1981-01-06,12.9
1981-01-07,12.4
1981-01-08,11.9
1981-01-09,11.966666
1981-01-12,11.633333
1981-01-13,11.9
1981-01-14,11.933333
1981-01-15,11.733334
1981-01-16,11.966666
1981-01-19,12.266666
1981-01-20,11.966666
1981-01-21,12.833333
1981-01-22,12.433333
1981-01-23,12.466666
1981-01-26,12.166667
1981-01-27,12.366667
1981-01-28,13.666667000000002
1981-01-29,13.566667
1981-01-30,13.2
1981-02-02,12.466666
1981-02-03,12.6
1981-02-04,12.6
1981-02-05,12.6
1981-02-06,12.5
1981-02-09,12.333333
1981-02-10,12.3
1981-02-11,12.266666
1981-02-12,12.266666
1981-02-13,12.533334
1981-02-17,12.4
1981-02-18,12.733334
1981-02-19,12.666667
1981-02-20,12.466666
1981-02-23,12.3
1981-02-24,12.166667
1981-02-25,11.966666
1981-02-26,12.2
1981-02-27,12.533334
1981-03-02,12.166667
1981-03-03,12.0
1981-03-04,11.866667
1981-03-05,12.0
1981-03-06,12.466666
1981-03-09,13.066667
1981-03-10,12.6
1981-03-11,13.333332999999998
1981-03-12,14.533334
1981-03-13,15.266666
1981-03-16,14.833332999999998
1981-03-17,14.7
1981-03-18,14.7
1981-03-19,16.466667
1981-03-20,16.133333
1981-03-23,15.933333
1981-03-24,15.6
1981-03-25,15.666667000000002
1981-03-26,15.733334
1981-03-27,16.166666
1981-03-30,15.9
1981-03-31,16.533333
1981-04-01,16.966667
1981-04-02,16.799999
1981-04-03,16.833334
1981-04-06,16.700001
1981-04-07,16.799999
1981-04-08,16.866667
1981-04-09,17.466667
1981-04-10,17.666666
1981-04-13,16.333334
1981-04-14,15.4
1981-04-15,16.200001
1981-04-16,16.533333
1981-04-20,16.466667
1981-04-21,16.433332
1981-04-22,16.0
1981-04-23,15.9
1981-04-24,16.466667
1981-04-27,16.666666
1981-04-28,18.233334
1981-04-29,18.433332
1981-04-30,18.066668
1981-05-01,17.966667
1981-05-04,17.066668
1981-05-05,17.6
1981-05-06,17.233334
1981-05-07,17.299999
1981-05-08,17.933332
1981-05-11,17.433332
1981-05-12,17.533333
1981-05-13,17.799999
1981-05-14,18.0
1981-05-15,18.266666
1981-05-18,17.933332
1981-05-19,17.5
1981-05-20,17.233334
1981-05-21,16.866667
1981-05-22,16.733334
1981-05-26,16.466667
1981-05-27,16.866667
1981-05-28,16.299999
1981-05-29,16.266666
1981-06-01,16.266666
1981-06-02,16.566668
1981-06-03,16.666666
1981-06-04,17.1
1981-06-05,16.700001
1981-06-08,16.700001
1981-06-09,16.266666
1981-06-10,16.6
1981-06-11,16.766666
1981-06-12,17.0
1981-06-15,16.733334
1981-06-16,16.266666
1981-06-17,16.233334
1981-06-18,16.133333
1981-06-19,15.9
1981-06-22,15.333332999999998
1981-06-23,15.7
1981-06-24,15.8
1981-06-25,15.866667000000001
1981-06-26,16.133333
1981-06-29,16.733334
1981-06-30,17.533333
1981-07-01,18.033333
1981-07-02,17.566668
1981-07-06,16.966667
1981-07-07,16.933332
1981-07-08,16.933332
1981-07-09,17.1
1981-07-10,17.466667
1981-07-13,17.799999
1981-07-14,17.766666
1981-07-15,18.6
1981-07-16,18.700001
1981-07-17,18.266666
1981-07-20,18.0
1981-07-21,17.9
1981-07-22,17.933332
1981-07-23,17.866667
1981-07-24,17.799999
1981-07-27,17.9
1981-07-28,17.666666
1981-07-29,17.733334
1981-07-30,17.799999
1981-07-31,17.866667
1981-08-03,18.0
1981-08-04,18.333334
1981-08-05,18.533333
1981-08-06,19.366667
1981-08-07,18.9
1981-08-10,18.9
1981-08-11,19.200001
1981-08-12,19.9
1981-08-13,20.666666
1981-08-14,20.799999
1981-08-17,19.933332
1981-08-18,19.5
1981-08-19,19.266666
1981-08-20,18.799999
1981-08-21,18.333334
1981-08-24,17.6
1981-08-25,17.266666
1981-08-26,17.433332
1981-08-27,17.066668
1981-08-28,17.033333
1981-08-31,16.033333
1981-09-01,16.1
1981-09-02,16.033333
1981-09-03,15.533334
1981-09-04,15.266666
1981-09-08,14.366667000000001
1981-09-09,14.9
1981-09-10,16.0
1981-09-11,16.466667
1981-09-14,16.333334
1981-09-15,15.833332999999998
1981-09-16,15.866667000000001
1981-09-17,16.0
1981-09-18,16.133333
1981-09-21,16.0
1981-09-22,15.666667000000002
1981-09-23,14.833332999999998
1981-09-24,14.666667000000002
1981-09-25,13.733334
1981-09-28,13.666667000000002
1981-09-29,13.666667000000002
1981-09-30,13.933333
1981-10-01,15.5
1981-10-02,15.666667000000002
1981-10-05,15.366667000000001
1981-10-06,15.633332999999999
1981-10-07,17.4
1981-10-08,17.466667
1981-10-09,17.333334
1981-10-12,17.133333
1981-10-13,16.966667
1981-10-14,16.166666
1981-10-15,16.566668
1981-10-16,16.266666
1981-10-19,15.433333
1981-10-20,15.2
1981-10-21,14.3
1981-10-22,13.066667
1981-10-23,12.266666
1981-10-26,12.033334
1981-10-27,12.3
1981-10-28,12.466666
1981-10-29,12.3
1981-10-30,12.6
1981-11-02,12.833333
1981-11-03,12.566667
1981-11-04,12.533334
1981-11-05,12.466666
1981-11-06,12.533334
1981-11-09,12.0
1981-11-10,12.166667
1981-11-11,12.3
1981-11-12,12.7
1981-11-13,12.8
1981-11-16,12.533334
1981-11-17,12.733334
1981-11-18,12.666667
1981-11-19,12.8
1981-11-20,12.933333
1981-11-23,12.866667
1981-11-24,13.233334
1981-11-25,13.033334
1981-11-27,13.0
1981-11-30,13.166667000000002
1981-12-01,12.966666
1981-12-02,12.433333
1981-12-03,12.566667
1981-12-04,12.433333
1981-12-07,12.133333
1981-12-08,12.066667
1981-12-09,12.3
1981-12-10,12.233334
1981-12-11,11.9
1981-12-14,11.666667
1981-12-15,11.633333
1981-12-16,11.766666
1981-12-17,11.766666
1981-12-18,11.833333
1981-12-21,11.8
1981-12-22,11.833333
1981-12-23,11.733334
1981-12-24,11.766666
1981-12-28,11.7
1981-12-29,11.433333
1981-12-30,11.5
1981-12-31,11.5
1982-01-04,11.6
1982-01-05,11.2
1982-01-06,10.9
1982-01-07,10.8
1982-01-08,10.8
1982-01-11,10.466666
1982-01-12,10.233334
1982-01-13,9.866667
1982-01-14,9.966666
1982-01-15,10.066667
1982-01-18,9.733334
1982-01-19,9.466666
1982-01-20,9.466666
1982-01-21,9.5
1982-01-22,9.7
1982-01-25,9.733334
1982-01-26,9.6
1982-01-27,9.633333
1982-01-28,9.933333
1982-01-29,10.133333
1982-02-01,9.9
1982-02-02,10.266666
1982-02-03,10.366667
1982-02-04,10.066667
1982-02-05,9.8
1982-02-08,9.7
1982-02-09,9.4
1982-02-10,9.533334
1982-02-11,9.7
1982-02-12,9.733334
1982-02-16,9.6
1982-02-17,9.433333
1982-02-18,9.466666
1982-02-19,9.533334
1982-02-22,9.666667
1982-02-23,9.533334
1982-02-24,9.466666
1982-02-25,9.466666
1982-02-26,9.333333
1982-03-01,9.233334
1982-03-02,9.233334
1982-03-03,8.933333
1982-03-04,8.666667
1982-03-05,8.5
1982-03-08,8.2
1982-03-09,8.2
1982-03-10,8.033334
1982-03-11,8.033334
1982-03-12,7.8333330000000005
1982-03-15,7.966667
1982-03-16,8.1
1982-03-17,8.166667
1982-03-18,8.533334
1982-03-19,8.566667
1982-03-22,8.9
1982-03-23,9.2
1982-03-24,9.166667
1982-03-25,9.1
1982-03-26,8.966666
1982-03-29,8.8
1982-03-30,8.7
1982-03-31,8.8
1982-04-01,9.166667
1982-04-02,9.366667
1982-04-05,9.566667
1982-04-06,9.433333
1982-04-07,9.5
1982-04-08,9.6
1982-04-12,9.566667
1982-04-13,9.733334
1982-04-14,9.966666
1982-04-15,10.1
1982-04-16,10.066667
1982-04-19,9.9
1982-04-20,9.833333
1982-04-21,9.833333
1982-04-22,9.866667
1982-04-23,10.0
1982-04-26,10.0
1982-04-27,10.1
1982-04-28,9.666667
1982-04-29,9.266666
1982-04-30,9.2
1982-05-03,9.2
1982-05-04,9.466666
1982-05-05,9.533334
1982-05-06,9.5
1982-05-07,9.366667
1982-05-10,9.233334
1982-05-11,9.433333
1982-05-12,9.333333
1982-05-13,9.266666
1982-05-14,9.333333
1982-05-17,9.3
1982-05-18,9.333333
1982-05-19,9.333333
1982-05-20,9.233334
1982-05-21,9.233334
1982-05-24,9.2
1982-05-25,9.133333
1982-05-26,9.1
1982-05-27,9.0
1982-05-28,8.9
1982-06-01,8.666667
1982-06-02,8.533334
1982-06-03,8.7
1982-06-04,8.7
1982-06-07,8.5
1982-06-08,8.433333
1982-06-09,8.433333
1982-06-10,8.4
1982-06-11,8.466666
1982-06-14,8.366667
1982-06-15,8.266666
1982-06-16,8.233334
1982-06-17,7.8333330000000005
1982-06-18,7.6666669999999995
1982-06-21,7.4
1982-06-22,7.866667
1982-06-23,7.866667
1982-06-24,7.9
1982-06-25,8.166667
1982-06-28,8.3
1982-06-29,8.333333
1982-06-30,8.633333
1982-07-01,8.7
1982-07-02,8.733334
1982-07-06,8.6
1982-07-07,8.133333
1982-07-08,8.0
1982-07-09,8.233334
1982-07-12,8.7
1982-07-13,8.9
1982-07-14,8.5
1982-07-15,8.633333
1982-07-16,8.5
1982-07-19,8.533334
1982-07-20,8.766666
1982-07-21,9.1
1982-07-22,9.3
1982-07-23,9.5
1982-07-26,9.2
1982-07-27,9.133333
1982-07-28,8.866667
1982-07-29,8.6
1982-07-30,8.633333
1982-08-02,8.9
1982-08-03,9.233334
1982-08-04,9.1
1982-08-05,9.066667
1982-08-06,9.266666
1982-08-09,9.066667
1982-08-10,9.133333
1982-08-11,9.066667
1982-08-12,8.866667
1982-08-13,8.9
1982-08-16,9.1
1982-08-17,9.433333
1982-08-18,9.533334
1982-08-19,9.6
1982-08-20,10.233334
1982-08-23,10.666667
1982-08-24,10.966666
1982-08-25,11.133333
1982-08-26,11.233334
1982-08-27,11.066667
1982-08-30,11.133333
1982-08-31,11.333333
1982-09-01,11.366667
1982-09-02,11.533334
1982-09-03,11.9
1982-09-07,12.133333
1982-09-08,12.133333
1982-09-09,11.933333
1982-09-10,12.133333
1982-09-13,11.9
1982-09-14,11.733334
1982-09-15,11.533334
1982-09-16,11.4
1982-09-17,11.6
1982-09-20,11.533334
1982-09-21,11.766666
1982-09-22,11.7
1982-09-23,11.2
1982-09-24,10.533334
1982-09-27,10.333333
1982-09-28,10.133333
1982-09-29,9.733334
1982-09-30,9.7
1982-10-01,10.033334
1982-10-04,10.033334
1982-10-05,10.266666
1982-10-06,10.5
1982-10-07,11.033334
1982-10-08,11.166667
1982-10-11,11.566667
1982-10-12,11.866667
1982-10-13,12.0
1982-10-14,12.066667
1982-10-15,12.033334
1982-10-18,11.9
1982-10-19,12.0
1982-10-20,11.9
1982-10-21,11.766666
1982-10-22,11.466666
1982-10-25,10.866667
1982-10-26,11.0
1982-10-27,11.066667
1982-10-28,10.733334
1982-10-29,10.666667
1982-11-01,11.033334
1982-11-02,11.133333
1982-11-03,11.266666
1982-11-04,11.766666
1982-11-05,11.833333
1982-11-08,11.433333
1982-11-09,11.333333
1982-11-10,11.633333
1982-11-11,11.766666
1982-11-12,11.866667
1982-11-15,11.833333
1982-11-16,11.733334
1982-11-17,11.866667
1982-11-18,11.866667
1982-11-19,11.6
1982-11-22,11.2
1982-11-23,10.933333
1982-11-24,10.933333
1982-11-26,11.266666
1982-11-29,11.433333
1982-11-30,12.133333
1982-12-01,12.466666
1982-12-02,12.6
1982-12-03,12.766666
1982-12-06,13.166667000000002
1982-12-07,13.233334
1982-12-08,12.866667
1982-12-09,12.733334
1982-12-10,12.866667
1982-12-13,13.3
1982-12-14,12.933333
1982-12-15,12.666667
1982-12-16,12.733334
1982-12-17,13.0
1982-12-20,13.066667
1982-12-21,13.566667
1982-12-22,13.766666
1982-12-23,13.833332999999998
1982-12-27,14.3
1982-12-28,14.266666
1982-12-29,14.566667
1982-12-30,14.733334
1982-12-31,14.666667000000002
1983-01-03,14.433333
1983-01-04,14.366667000000001
1983-01-05,14.533334
1983-01-06,15.366667000000001
1983-01-07,15.6
1983-01-10,16.466667
1983-01-11,15.866667000000001
1983-01-12,16.166666
1983-01-13,15.9
1983-01-14,15.6
1983-01-17,15.166667000000002
1983-01-18,15.2
1983-01-19,15.066667
1983-01-20,14.833332999999998
1983-01-21,14.666667000000002
1983-01-24,14.133332999999999
1983-01-25,14.466666
1983-01-26,14.533334
1983-01-27,14.933333
1983-01-28,15.366667000000001
1983-01-31,15.8
1983-02-01,15.2
1983-02-02,15.133332999999999
1983-02-03,15.066667
1983-02-04,15.066667
1983-02-07,15.2
1983-02-08,15.0
1983-02-09,15.1
1983-02-10,15.533334
1983-02-11,15.433333
1983-02-14,15.5
1983-02-15,15.3
1983-02-16,15.333332999999998
1983-02-17,15.066667
1983-02-18,14.966666
1983-02-22,14.533334
1983-02-23,14.066667
1983-02-24,14.933333
1983-02-25,14.4
1983-02-28,13.466666
1983-03-01,13.733334
1983-03-02,13.766666
1983-03-03,14.066667
1983-03-04,14.133332999999999
1983-03-07,14.2
1983-03-08,14.066667
1983-03-09,14.133332999999999
1983-03-10,14.0
1983-03-11,13.833332999999998
1983-03-14,14.033334
1983-03-15,13.766666
1983-03-16,13.533334
1983-03-17,13.333332999999998
1983-03-18,13.3
1983-03-21,13.233334
1983-03-22,13.166667000000002
1983-03-23,13.133332999999999
1983-03-24,13.2
1983-03-25,13.3
1983-03-28,13.133332999999999
1983-03-29,13.233334
1983-03-30,13.433333
1983-03-31,13.8
1983-04-04,14.133332999999999
1983-04-05,14.266666
1983-04-06,14.3
1983-04-07,14.4
1983-04-08,14.333332999999998
1983-04-11,14.633332999999999
1983-04-12,14.666667000000002
1983-04-13,14.6
1983-04-14,14.866667000000001
1983-04-15,14.533334
1983-04-18,14.666667000000002
1983-04-19,14.3
1983-04-20,14.533334
1983-04-21,14.4
1983-04-22,14.233334
1983-04-25,14.4
1983-04-26,14.666667000000002
1983-04-27,14.533334
1983-04-28,14.533334
1983-04-29,14.4
1983-05-02,14.266666
1983-05-03,14.466666
1983-05-04,14.633332999999999
1983-05-05,14.533334
1983-05-06,14.766666
1983-05-09,14.866667000000001
1983-05-10,15.4
1983-05-11,15.066667
1983-05-12,14.866667000000001
1983-05-13,14.9
1983-05-16,14.8
1983-05-17,15.133332999999999
1983-05-18,15.333332999999998
1983-05-19,15.4
1983-05-20,15.133332999999999
1983-05-23,15.366667000000001
1983-05-24,15.833332999999998
1983-05-25,15.833332999999998
1983-05-26,15.666667000000002
1983-05-27,15.266666
1983-05-31,15.2
1983-06-01,15.066667
1983-06-02,15.066667
1983-06-03,15.333332999999998
1983-06-06,15.066667
1983-06-07,14.866667000000001
1983-06-08,14.933333
1983-06-09,15.4
1983-06-10,15.333332999999998
1983-06-13,15.5
1983-06-14,15.266666
1983-06-15,15.266666
1983-06-16,14.9
1983-06-17,14.7
1983-06-20,14.666667000000002
1983-06-21,14.866667000000001
1983-06-22,14.933333
1983-06-23,14.833332999999998
1983-06-24,14.8
1983-06-27,14.533334
1983-06-28,14.166667000000002
1983-06-29,14.1
1983-06-30,14.0
1983-07-01,14.433333
1983-07-05,14.266666
1983-07-06,14.466666
1983-07-07,14.933333
1983-07-08,14.733334
1983-07-11,15.066667
1983-07-12,14.866667000000001
1983-07-13,14.933333
1983-07-14,14.733334
1983-07-15,14.4
1983-07-18,14.2
1983-07-19,14.4
1983-07-20,14.933333
1983-07-21,15.066667
1983-07-22,15.1
1983-07-25,15.333332999999998
1983-07-26,15.566667
1983-07-27,15.6
1983-07-28,15.533334
1983-07-29,15.433333
1983-08-01,15.333332999999998
1983-08-02,15.5
1983-08-03,15.466666
1983-08-04,15.266666
1983-08-05,15.4
1983-08-08,15.233334
1983-08-09,15.2
1983-08-10,15.266666
1983-08-11,15.166667000000002
1983-08-12,15.2
1983-08-15,15.466666
1983-08-16,15.566667
1983-08-17,15.666667000000002
1983-08-18,15.4
1983-08-19,15.3
1983-08-22,15.366667000000001
1983-08-23,15.4
1983-08-24,15.266666
1983-08-25,15.333332999999998
1983-08-26,15.666667000000002
1983-08-29,16.233334
1983-08-30,16.033333
1983-08-31,15.833332999999998
1983-09-01,15.633332999999999
1983-09-02,15.8
1983-09-06,16.1
1983-09-07,15.6
1983-09-08,15.533334
1983-09-09,15.666667000000002
1983-09-12,15.4
1983-09-13,14.9
1983-09-14,14.733334
1983-09-15,14.4
1983-09-16,14.266666
1983-09-19,14.433333
1983-09-20,14.5
1983-09-21,14.266666
1983-09-22,14.033334
1983-09-23,14.1
1983-09-26,14.266666
1983-09-27,14.133332999999999
1983-09-28,14.066667
1983-09-29,13.333332999999998
1983-09-30,12.866667
1983-10-03,12.466666
1983-10-04,12.5
1983-10-05,12.6
1983-10-06,12.533334
1983-10-07,13.066667
1983-10-10,13.233334
1983-10-11,13.166667000000002
1983-10-12,13.2
1983-10-13,13.366667000000001
1983-10-14,13.466666
1983-10-17,13.233334
1983-10-18,13.066667
1983-10-19,13.166667000000002
1983-10-20,12.7
1983-10-21,12.533334
1983-10-24,13.433333
1983-10-25,13.2
1983-10-26,13.1
1983-10-27,12.8
1983-10-28,12.8
1983-10-31,12.566667
1983-11-01,12.433333
1983-11-02,12.533334
1983-11-03,12.4
1983-11-04,12.466666
1983-11-07,12.3
1983-11-08,12.4
1983-11-09,12.533334
1983-11-10,13.066667
1983-11-11,13.133332999999999
1983-11-14,13.5
1983-11-15,13.666667000000002
1983-11-16,13.4
1983-11-17,13.333332999999998
1983-11-18,13.266666
1983-11-21,13.333332999999998
1983-11-22,13.5
1983-11-23,13.533334
1983-11-25,13.6
1983-11-28,13.966666
1983-11-29,14.133332999999999
1983-11-30,14.5
1983-12-01,14.533334
1983-12-02,14.4
1983-12-05,14.6
1983-12-06,14.433333
1983-12-07,14.5
1983-12-08,14.4
1983-12-09,14.066667
1983-12-12,13.9
1983-12-13,13.933333
1983-12-14,14.066667
1983-12-15,13.766666
1983-12-16,13.8
1983-12-19,13.666667000000002
1983-12-20,13.566667
1983-12-21,13.433333
1983-12-22,13.666667000000002
1983-12-23,13.533334
1983-12-27,13.533334
1983-12-28,13.533334
1983-12-29,13.533334
1983-12-30,13.533334
1984-01-03,13.466666
1984-01-04,13.4
1984-01-05,13.4
1984-01-06,12.933333
1984-01-09,12.866667
1984-01-10,12.733334
1984-01-11,12.733334
1984-01-12,12.733334
1984-01-13,12.666667
1984-01-16,12.633333
1984-01-17,12.666667
1984-01-18,12.633333
1984-01-19,12.733334
1984-01-20,12.666667
1984-01-23,12.6
1984-01-24,12.6
1984-01-25,12.466666
1984-01-26,12.933333
1984-01-27,12.5
1984-01-30,12.3
1984-01-31,12.533334
1984-02-01,12.9
1984-02-02,13.333332999999998
1984-02-03,13.366667000000001
1984-02-06,13.233334
1984-02-07,13.033334
1984-02-08,12.666667
1984-02-09,12.4
1984-02-10,12.333333
1984-02-13,12.266666
1984-02-14,12.333333
1984-02-15,12.466666
1984-02-16,12.466666
1984-02-17,12.4
1984-02-21,12.766666
1984-02-22,13.4
1984-02-23,13.933333
1984-02-24,14.2
1984-02-27,14.533334
1984-02-28,14.333332999999998
1984-02-29,14.2
1984-03-01,13.933333
1984-03-02,14.333332999999998
1984-03-05,14.466666
1984-03-06,14.433333
1984-03-07,14.2
1984-03-08,14.266666
1984-03-09,14.266666
1984-03-12,14.233334
1984-03-13,14.4
1984-03-14,14.066667
1984-03-15,14.0
1984-03-16,13.866667000000001
1984-03-19,13.666667000000002
1984-03-20,13.533334
1984-03-21,13.6
1984-03-22,13.733334
1984-03-23,13.733334
1984-03-26,13.6
1984-03-27,13.6
1984-03-28,13.866667000000001
1984-03-29,13.833332999999998
1984-03-30,13.666667000000002
1984-04-02,13.8
1984-04-03,13.633332999999999
1984-04-04,13.633332999999999
1984-04-05,13.433333
1984-04-06,13.5
1984-04-09,13.7
1984-04-10,13.633332999999999
1984-04-11,13.733334
1984-04-12,13.833332999999998
1984-04-13,13.466666
1984-04-16,13.466666
1984-04-17,13.4
1984-04-18,13.366667000000001
1984-04-19,13.2
1984-04-23,13.333332999999998
1984-04-24,13.2
1984-04-25,13.066667
1984-04-26,12.9
1984-04-27,12.933333
1984-04-30,12.766666
1984-05-01,12.8
1984-05-02,12.833333
1984-05-03,12.933333
1984-05-04,12.866667
1984-05-07,12.9
1984-05-08,12.9
1984-05-09,12.733334
1984-05-10,12.7
1984-05-11,12.4
1984-05-14,12.133333
1984-05-15,11.933333
1984-05-16,11.766666
1984-05-17,12.066667
1984-05-18,11.933333
1984-05-21,11.966666
1984-05-22,12.066667
1984-05-23,12.066667
1984-05-24,11.833333
1984-05-25,11.8
1984-05-29,11.7
1984-05-30,11.333333
1984-05-31,10.766666
1984-06-01,11.333333
1984-06-04,11.133333
1984-06-05,11.1
1984-06-06,11.166667
1984-06-07,11.066667
1984-06-08,10.8
1984-06-11,10.433333
1984-06-12,10.4
1984-06-13,10.3
1984-06-14,10.266666
1984-06-15,9.966666
1984-06-18,10.2
1984-06-19,10.166667
1984-06-20,10.0
1984-06-21,9.9
1984-06-22,9.833333
1984-06-25,9.8
1984-06-26,9.733334
1984-06-27,9.733334
1984-06-28,9.733334
1984-06-29,9.866667
1984-07-02,9.933333
1984-07-03,9.766666
1984-07-05,9.066667
1984-07-06,9.066667
1984-07-09,9.066667
1984-07-10,9.066667
1984-07-11,9.066667
1984-07-12,8.8
1984-07-13,9.266666
1984-07-16,9.4
1984-07-17,9.433333
1984-07-18,9.133333
1984-07-19,9.066667
1984-07-20,8.8
1984-07-23,8.733334
1984-07-24,8.533334
1984-07-25,8.533334
1984-07-26,8.4
1984-07-27,8.666667
1984-07-30,8.5
1984-07-31,8.6
1984-08-01,8.566667
1984-08-02,9.066667
1984-08-03,9.8
1984-08-06,9.4
1984-08-07,9.2
1984-08-08,8.733334
1984-08-09,8.933333
1984-08-10,9.666667
1984-08-13,9.933333
1984-08-14,10.233334
1984-08-15,10.4
1984-08-16,10.2
1984-08-17,10.133333
1984-08-20,10.133333
1984-08-21,9.733334
1984-08-22,9.8
1984-08-23,9.8
1984-08-24,9.766666
1984-08-27,9.566667
1984-08-28,9.8
1984-08-29,10.133333
1984-08-30,10.1
1984-08-31,10.266666
1984-09-04,10.1
1984-09-05,10.133333
1984-09-06,10.3
1984-09-07,10.066667
1984-09-10,9.966666
1984-09-11,9.866667
1984-09-12,9.8
1984-09-13,9.7
1984-09-14,9.466666
1984-09-17,9.266666
1984-09-18,9.333333
1984-09-19,9.2
1984-09-20,9.4
1984-09-21,9.666667
1984-09-24,9.666667
1984-09-25,9.6
1984-09-26,9.533334
1984-09-27,9.566667
1984-09-28,9.466666
1984-10-01,9.6
1984-10-02,9.6
1984-10-03,9.8
1984-10-04,9.9
1984-10-05,9.866667
1984-10-08,9.8
1984-10-09,9.7
1984-10-10,9.433333
1984-10-11,9.366667
1984-10-12,9.333333
1984-10-15,9.333333
1984-10-16,9.333333
1984-10-17,9.3
1984-10-18,9.4
1984-10-19,9.433333
1984-10-22,9.333333
1984-10-23,9.533334
