Date,INSP
2018-05-03,24.98
2018-05-04,24.469998999999998
2018-05-07,24.049999
2018-05-08,24.139999
2018-05-09,24.049999
2018-05-10,25.51
2018-05-11,26.74
2018-05-14,29.4
2018-05-15,32.099998
2018-05-16,32.240002000000004
2018-05-17,33.380001
2018-05-18,33.540001000000004
2018-05-21,33.450001
2018-05-22,32.84
2018-05-23,32.200001
2018-05-24,32.700001
2018-05-25,30.610001
2018-05-29,28.17
2018-05-30,29.75
2018-05-31,30.0
2018-06-01,30.84
2018-06-04,29.629998999999998
2018-06-05,30.9
2018-06-06,30.870001000000002
2018-06-07,32.970001
2018-06-08,33.959998999999996
2018-06-11,35.150002
2018-06-12,32.860001000000004
2018-06-13,34.57
2018-06-14,35.27
2018-06-15,36.459998999999996
2018-06-18,35.18
2018-06-19,37.66
2018-06-20,38.950001
2018-06-21,39.119999
2018-06-22,39.5
2018-06-25,38.740002000000004
2018-06-26,38.259997999999996
2018-06-27,36.32
2018-06-28,36.169998
2018-06-29,35.66
2018-07-02,37.810001
2018-07-03,36.799999
2018-07-05,38.52
2018-07-06,37.209998999999996
2018-07-09,37.07
2018-07-10,45.130001
2018-07-11,43.540001000000004
2018-07-12,43.0
2018-07-13,41.93
2018-07-16,43.02
2018-07-17,43.970001
2018-07-18,43.110001000000004
2018-07-19,44.23
2018-07-20,42.220001
2018-07-23,41.950001
2018-07-24,41.32
2018-07-25,43.209998999999996
2018-07-26,44.59
2018-07-27,41.200001
2018-07-30,42.73
2018-07-31,44.799999
2018-08-01,45.450001
2018-08-02,45.990002000000004
2018-08-03,46.459998999999996
2018-08-06,46.389998999999996
2018-08-07,46.400002
2018-08-08,45.540001000000004
2018-08-09,46.779999
2018-08-10,46.330002
2018-08-13,48.060001
2018-08-14,48.150002
2018-08-15,49.619999
2018-08-16,54.009997999999996
2018-08-17,52.139998999999996
2018-08-20,49.790001000000004
2018-08-21,51.369999
2018-08-22,53.040001000000004
2018-08-23,52.990002000000004
2018-08-24,52.959998999999996
2018-08-27,53.889998999999996
