Date,ASH
1980-03-17,6.036739
1980-03-18,6.203106
1980-03-19,6.131806
1980-03-20,5.9416720000000005
1980-03-21,5.894139
1980-03-24,5.585172
1980-03-25,5.561405000000001
1980-03-26,5.490105000000001
1980-03-27,5.276205
1980-03-28,5.418805
1980-03-31,5.846605
1980-04-01,6.821039999999999
1980-04-02,6.702205999999999
1980-04-03,6.440773
1980-04-07,6.108039
1980-04-08,6.274406
1980-04-09,6.369473
1980-04-10,6.440773
1980-04-11,6.583373
1980-04-14,6.440773
1980-04-15,6.3219389999999995
1980-04-16,6.036739
1980-04-17,5.9416720000000005
1980-04-18,5.9179059999999994
1980-04-21,5.894139
1980-04-22,6.179339
1980-04-23,6.226872
1980-04-24,6.203106
1980-04-25,6.250639
1980-04-28,6.298172
1980-04-29,6.345706
1980-04-30,6.274406
1980-05-01,6.226872
1980-05-02,6.250639
1980-05-05,6.179339
1980-05-06,6.298172
1980-05-07,6.559606
1980-05-08,6.559606
1980-05-09,6.53584
1980-05-12,6.417006
1980-05-13,6.345706
1980-05-14,6.488306
1980-05-15,6.53584
1980-05-16,6.512073
1980-05-19,6.46454
1980-05-20,6.512073
1980-05-21,6.512073
1980-05-22,6.53584
1980-05-23,6.749739999999999
1980-05-27,6.892339999999999
1980-05-28,7.03494
1980-05-29,7.367673
1980-05-30,7.272607000000001
1980-06-02,7.201307000000001
1980-06-03,7.130007000000001
1980-06-04,7.225072999999999
1980-06-05,7.320139999999999
1980-06-06,7.272607000000001
1980-06-09,7.4152070000000005
1980-06-10,7.4865070000000005
1980-06-11,7.438974000000001
1980-06-12,7.4865070000000005
1980-06-13,7.367673
1980-06-16,7.438974000000001
1980-06-17,7.4152070000000005
1980-06-18,7.391439999999999
1980-06-19,7.225072999999999
1980-06-20,7.153772999999999
1980-06-23,7.201307000000001
1980-06-24,7.17754
1980-06-25,7.2488399999999995
1980-06-26,7.320139999999999
1980-06-27,7.296373
1980-06-30,7.201307000000001
1980-07-01,7.296373
1980-07-02,7.320139999999999
1980-07-03,7.343907000000001
1980-07-07,7.4152070000000005
1980-07-08,7.391439999999999
1980-07-09,7.17754
1980-07-10,7.10624
1980-07-11,7.130007000000001
1980-07-14,7.225072999999999
1980-07-15,7.225072999999999
1980-07-16,7.153772999999999
1980-07-17,7.153772999999999
1980-07-18,7.17754
1980-07-21,7.058707000000001
1980-07-22,7.011172999999999
1980-07-23,6.916107000000001
1980-07-24,7.058707000000001
1980-07-25,6.96364
1980-07-28,6.892339999999999
1980-07-29,6.868573
1980-07-30,6.892339999999999
1980-07-31,6.844807
1980-08-01,6.96364
1980-08-04,6.916107000000001
1980-08-05,6.844807
1980-08-06,6.844807
1980-08-07,6.868573
1980-08-08,6.654673
1980-08-11,6.844807
1980-08-12,6.773505999999999
1980-08-13,6.702205999999999
1980-08-14,6.821039999999999
1980-08-15,6.725973
1980-08-18,6.725973
1980-08-19,6.678439999999999
1980-08-20,6.749739999999999
1980-08-21,6.821039999999999
1980-08-22,7.011172999999999
1980-08-25,7.17754
1980-08-26,7.367673
1980-08-27,7.272607000000001
1980-08-28,7.17754
1980-08-29,7.058707000000001
1980-09-02,7.03494
1980-09-03,7.438974000000001
1980-09-04,7.438974000000001
1980-09-05,7.367673
1980-09-08,7.343907000000001
1980-09-09,7.391439999999999
1980-09-10,7.4865070000000005
1980-09-11,7.391439999999999
1980-09-12,7.4152070000000005
1980-09-15,7.438974000000001
1980-09-16,7.534039999999999
1980-09-17,7.700407000000001
1980-09-18,7.7954740000000005
1980-09-19,7.557807
1980-09-22,7.557807
1980-09-23,7.534039999999999
1980-09-24,7.462739999999999
1980-09-25,7.2488399999999995
1980-09-26,7.320139999999999
1980-09-29,7.2488399999999995
1980-09-30,7.2488399999999995
1980-10-01,7.225072999999999
1980-10-02,7.2488399999999995
1980-10-03,7.4152070000000005
1980-10-06,7.652874000000001
1980-10-07,7.4865070000000005
1980-10-08,7.462739999999999
1980-10-09,7.367673
1980-10-10,7.343907000000001
1980-10-13,7.605339999999999
1980-10-14,7.557807
1980-10-15,7.605339999999999
1980-10-16,7.534039999999999
1980-10-17,7.438974000000001
1980-10-20,7.510274000000001
1980-10-21,7.510274000000001
1980-10-22,7.4865070000000005
1980-10-23,7.343907000000001
1980-10-24,7.296373
1980-10-27,7.2488399999999995
1980-10-28,7.2488399999999995
1980-10-29,7.296373
1980-10-30,7.17754
1980-10-31,7.058707000000001
1980-11-03,6.916107000000001
1980-11-05,7.03494
1980-11-06,7.011172999999999
1980-11-07,7.058707000000001
1980-11-10,7.225072999999999
1980-11-11,7.2488399999999995
1980-11-12,7.391439999999999
1980-11-13,7.4865070000000005
1980-11-14,7.510274000000001
1980-11-17,7.510274000000001
1980-11-18,7.866774
1980-11-19,8.080674
1980-11-20,8.437175
1980-11-21,8.247041000000001
1980-11-24,8.389641000000001
1980-11-25,8.342108
1980-11-26,8.460941
1980-11-28,8.484708
1980-12-01,8.437175
1980-12-02,8.460941
1980-12-03,8.365874
1980-12-04,8.294575
1980-12-05,7.652874000000001
1980-12-08,7.130007000000001
1980-12-09,7.296373
1980-12-10,7.03494
1980-12-11,7.201307000000001
1980-12-12,7.130007000000001
1980-12-15,7.17754
1980-12-16,7.225072999999999
1980-12-17,7.320139999999999
1980-12-18,7.343907000000001
1980-12-19,7.510274000000001
1980-12-22,7.843008
1980-12-23,8.056908
1980-12-24,7.914308
1980-12-26,7.914308
1980-12-29,7.7241740000000005
1980-12-30,7.7241740000000005
1980-12-31,7.7241740000000005
1981-01-02,7.557807
1981-01-05,7.462739999999999
1981-01-06,7.320139999999999
1981-01-07,7.011172999999999
1981-01-08,6.821039999999999
1981-01-09,6.916107000000001
1981-01-12,6.868573
1981-01-13,6.916107000000001
1981-01-14,6.821039999999999
1981-01-15,6.773505999999999
1981-01-16,6.749739999999999
1981-01-19,6.821039999999999
1981-01-20,6.678439999999999
1981-01-21,6.678439999999999
1981-01-22,6.583373
1981-01-23,6.060506
1981-01-26,5.704005
1981-01-27,5.799072
1981-01-28,5.989205999999999
1981-01-29,6.012972
1981-01-30,5.9416720000000005
1981-02-02,5.822839
1981-02-03,5.799072
1981-02-04,5.846605
1981-02-05,5.989205999999999
1981-02-06,6.036739
1981-02-09,6.012972
1981-02-10,5.9179059999999994
1981-02-11,5.870372
1981-02-12,5.846605
1981-02-13,5.822839
1981-02-17,5.799072
1981-02-18,5.775305
1981-02-19,5.656472
1981-02-20,5.656472
1981-02-23,5.775305
1981-02-24,5.846605
1981-02-25,5.846605
1981-02-26,5.727772
1981-02-27,5.561405000000001
1981-03-02,5.6327050000000005
1981-03-03,5.6327050000000005
1981-03-04,5.799072
1981-03-05,5.965439
1981-03-06,6.012972
1981-03-09,6.131806
1981-03-10,6.417006
1981-03-11,7.343907000000001
1981-03-12,7.03494
1981-03-13,6.987407000000001
1981-03-16,6.821039999999999
1981-03-17,7.058707000000001
1981-03-18,7.4152070000000005
1981-03-19,7.343907000000001
1981-03-20,7.938074
1981-03-23,7.771708
1981-03-24,7.391439999999999
1981-03-25,7.581574000000001
1981-03-26,7.17754
1981-03-27,6.96364
1981-03-30,6.9398729999999995
1981-03-31,6.9398729999999995
1981-04-01,6.844807
1981-04-02,6.773505999999999
1981-04-03,6.821039999999999
1981-04-06,6.654673
1981-04-07,6.702205999999999
1981-04-08,6.654673
1981-04-09,6.607139999999999
1981-04-10,6.512073
1981-04-13,6.369473
1981-04-14,6.250639
1981-04-15,6.417006
1981-04-16,6.298172
1981-04-20,6.274406
1981-04-21,6.179339
1981-04-22,5.989205999999999
1981-04-23,6.060506
1981-04-24,6.084272
1981-04-27,5.989205999999999
1981-04-28,6.3219389999999995
1981-04-29,6.226872
1981-04-30,6.369473
