Date,AMBA
2014-01-23,31.059998999999998
2014-01-24,29.790001
2014-01-27,31.200001
2014-01-28,31.370001000000002
2014-01-29,31.870001000000002
2014-01-30,32.41
2014-01-31,32.029999
2014-02-03,30.379998999999998
2014-02-04,29.540001
2014-02-05,27.09
2014-02-06,25.950001
2014-02-07,27.27
2014-02-10,28.110001
2014-02-11,29.459999
2014-02-12,28.91
2014-02-13,29.9
2014-02-14,29.969998999999998
2014-02-18,31.26
2014-02-19,30.879998999999998
2014-02-20,31.65
2014-02-21,31.84
2014-02-24,31.57
2014-02-25,31.09
2014-02-26,32.52
2014-02-27,33.91
2014-02-28,33.450001
2014-03-03,33.099998
2014-03-04,34.849998
2014-03-05,34.68
2014-03-06,34.029999
2014-03-07,31.5
2014-03-10,31.25
2014-03-11,29.290001
2014-03-12,29.67
2014-03-13,28.68
2014-03-14,27.91
2014-03-17,28.17
2014-03-18,29.65
2014-03-19,28.690001000000002
2014-03-20,29.040001
2014-03-21,27.879998999999998
2014-03-24,27.77
2014-03-25,28.709999
2014-03-26,26.84
2014-03-27,26.24
2014-03-28,26.370001000000002
2014-03-31,26.709999
2014-04-01,26.84
2014-04-02,26.559998999999998
2014-04-03,27.23
2014-04-04,27.040001
2014-04-07,26.41
2014-04-08,26.809998999999998
2014-04-09,27.389999
2014-04-10,27.139999
2014-04-11,26.389999
2014-04-14,26.389999
2014-04-15,26.85
2014-04-16,26.66
2014-04-17,27.24
2014-04-21,27.42
2014-04-22,27.9
2014-04-23,27.799999
2014-04-24,27.65
2014-04-25,26.34
2014-04-28,25.280001000000002
2014-04-29,25.459999
2014-04-30,24.85
2014-05-01,24.83
2014-05-02,24.74
2014-05-05,23.809998999999998
2014-05-06,23.01
2014-05-07,22.870001000000002
2014-05-08,22.27
2014-05-09,22.49
2014-05-12,23.34
2014-05-13,23.809998999999998
2014-05-14,23.51
2014-05-15,23.68
2014-05-16,24.049999
2014-05-19,24.780001000000002
2014-05-20,23.24
2014-05-21,24.17
2014-05-22,25.120001000000002
2014-05-23,25.9
2014-05-27,26.51
2014-05-28,26.68
2014-05-29,26.58
2014-05-30,25.940001000000002
2014-06-02,24.91
2014-06-03,24.65
2014-06-04,24.870001000000002
2014-06-05,25.799999
2014-06-06,26.610001
2014-06-09,26.719998999999998
2014-06-10,26.450001
2014-06-11,26.790001
2014-06-12,26.940001000000002
2014-06-13,26.799999
2014-06-16,27.559998999999998
2014-06-17,28.91
2014-06-18,28.93
2014-06-19,29.209999
2014-06-20,29.74
2014-06-23,30.440001000000002
2014-06-24,31.27
2014-06-25,32.299999
2014-06-26,31.040001
2014-06-27,31.110001
2014-06-30,31.18
2014-07-01,31.530001000000002
2014-07-02,32.970001
2014-07-03,32.639998999999996
2014-07-07,31.93
2014-07-08,30.549999
2014-07-09,31.32
2014-07-10,30.83
2014-07-11,30.700001
2014-07-14,31.200001
2014-07-15,30.540001
2014-07-16,30.23
2014-07-17,29.57
2014-07-18,30.01
2014-07-21,29.610001
2014-07-22,29.950001
2014-07-23,29.639999
2014-07-24,30.27
2014-07-25,29.49
2014-07-28,28.5
2014-07-29,28.610001
2014-07-30,29.65
2014-07-31,28.610001
2014-08-01,28.67
2014-08-04,28.139999
2014-08-05,28.309998999999998
2014-08-06,28.18
2014-08-07,28.65
2014-08-08,28.73
2014-08-11,29.4
2014-08-12,29.09
2014-08-13,29.67
2014-08-14,29.969998999999998
2014-08-15,29.139999
2014-08-18,30.110001
2014-08-19,30.77
2014-08-20,31.26
2014-08-21,30.98
2014-08-22,31.83
2014-08-25,33.07
2014-08-26,33.07
2014-08-27,33.119999
2014-08-28,32.82
2014-08-29,34.25
2014-09-02,35.25
2014-09-03,35.720001
2014-09-04,35.77
2014-09-05,36.900002
2014-09-08,38.919998
2014-09-09,37.689999
2014-09-10,37.43
2014-09-11,37.5
2014-09-12,36.869999
2014-09-15,34.419998
2014-09-16,37.02
2014-09-17,37.549999
2014-09-18,40.259997999999996
2014-09-19,38.75
2014-09-22,39.59
2014-09-23,40.98
2014-09-24,41.099998
2014-09-25,39.73
2014-09-26,41.790001000000004
2014-09-29,44.470001
2014-09-30,43.669998
2014-10-01,41.509997999999996
2014-10-02,42.099998
2014-10-03,42.049999
2014-10-06,43.75
2014-10-07,41.790001000000004
2014-10-08,43.779999
2014-10-09,41.880001
2014-10-10,36.419998
2014-10-13,35.240002000000004
2014-10-14,35.66
2014-10-15,38.599998
2014-10-16,38.759997999999996
2014-10-17,38.439999
2014-10-20,39.18
2014-10-21,41.459998999999996
2014-10-22,40.59
2014-10-23,41.380001
2014-10-24,41.200001
2014-10-27,39.529999
2014-10-28,41.439999
2014-10-29,42.349998
2014-10-30,41.799999
2014-10-31,44.290001000000004
2014-11-03,47.560001
2014-11-04,45.48
2014-11-05,44.709998999999996
2014-11-06,46.009997999999996
2014-11-07,47.139998999999996
2014-11-10,49.209998999999996
2014-11-11,49.189999
2014-11-12,49.389998999999996
2014-11-13,47.740002000000004
2014-11-14,47.84
2014-11-17,48.779999
2014-11-18,49.669998
2014-11-19,49.709998999999996
2014-11-20,50.599998
2014-11-21,49.630001
2014-11-24,51.509997999999996
2014-11-25,51.189999
2014-11-26,54.849998
2014-11-28,55.0
2014-12-01,50.689999
2014-12-02,53.099998
2014-12-03,56.23
2014-12-04,55.630001
2014-12-05,54.689999
2014-12-08,51.040001000000004
2014-12-09,52.509997999999996
2014-12-10,51.119999
2014-12-11,47.970001
2014-12-12,46.330002
2014-12-15,46.130001
2014-12-16,45.779999
2014-12-17,46.720001
2014-12-18,48.560001
2014-12-19,47.849998
2014-12-22,50.790001000000004
2014-12-23,51.330002
2014-12-24,52.049999
2014-12-26,55.939999
2014-12-29,54.040001000000004
2014-12-30,52.400002
2014-12-31,50.720001
2015-01-02,51.02
2015-01-05,50.669998
2015-01-06,52.880001
2015-01-07,60.0
2015-01-08,60.0
2015-01-09,61.830002
2015-01-12,61.900002
2015-01-13,60.27
2015-01-14,57.950001
2015-01-15,53.610001000000004
2015-01-16,56.459998999999996
2015-01-20,59.220001
2015-01-21,59.110001000000004
2015-01-22,58.400002
2015-01-23,56.48
2015-01-26,57.84
2015-01-27,57.82
2015-01-28,57.0
2015-01-29,56.68
2015-01-30,55.310001
2015-02-02,56.610001000000004
2015-02-03,56.720001
2015-02-04,56.52
2015-02-05,59.209998999999996
2015-02-06,56.02
2015-02-09,55.580002
2015-02-10,56.25
2015-02-11,54.84
2015-02-12,55.169998
2015-02-13,50.709998999999996
2015-02-17,52.650002
2015-02-18,51.68
2015-02-19,51.369999
2015-02-20,51.75
2015-02-23,54.91
2015-02-24,57.700001
2015-02-25,56.639998999999996
2015-02-26,58.009997999999996
2015-02-27,57.389998999999996
2015-03-02,61.650002
2015-03-03,63.049999
2015-03-04,67.489998
2015-03-05,64.389999
2015-03-06,64.220001
2015-03-09,66.309998
2015-03-10,66.660004
2015-03-11,67.620003
2015-03-12,67.519997
2015-03-13,68.440002
2015-03-16,69.269997
2015-03-17,67.809998
2015-03-18,68.480003
2015-03-19,69.25
2015-03-20,72.389999
2015-03-23,72.25
2015-03-24,72.720001
2015-03-25,69.559998
2015-03-26,68.510002
2015-03-27,70.349998
2015-03-30,74.610001
2015-03-31,75.709999
2015-04-01,73.970001
2015-04-02,74.0
2015-04-06,73.660004
2015-04-07,72.809998
2015-04-08,74.379997
2015-04-09,75.209999
2015-04-10,75.800003
2015-04-13,75.260002
2015-04-14,74.870003
2015-04-15,74.66999799999999
2015-04-16,74.599998
2015-04-17,72.839996
2015-04-20,74.559998
2015-04-21,74.389999
2015-04-22,74.57
2015-04-23,73.449997
2015-04-24,72.129997
2015-04-27,70.629997
2015-04-28,72.010002
2015-04-29,75.370003
2015-04-30,73.150002
2015-05-01,76.050003
2015-05-04,75.400002
2015-05-05,72.519997
2015-05-06,73.470001
2015-05-07,73.279999
2015-05-08,72.07
2015-05-11,71.83000200000001
2015-05-12,72.900002
2015-05-13,73.110001
2015-05-14,75.900002
2015-05-15,79.860001
2015-05-18,81.43
2015-05-19,83.58000200000001
2015-05-20,86.25
2015-05-21,83.290001
2015-05-22,83.68
2015-05-26,87.199997
2015-05-27,89.879997
2015-05-28,88.959999
2015-05-29,90.209999
2015-06-01,94.519997
2015-06-02,92.209999
2015-06-03,95.660004
2015-06-04,100.370003
2015-06-05,103.33000200000001
2015-06-08,108.75
2015-06-09,114.040001
2015-06-10,112.940002
2015-06-11,111.5
2015-06-12,118.160004
2015-06-15,117.489998
2015-06-16,117.849998
2015-06-17,122.230003
2015-06-18,126.699997
2015-06-19,119.349998
2015-06-22,94.360001
2015-06-23,102.300003
2015-06-24,101.599998
2015-06-25,104.730003
2015-06-26,101.57
2015-06-29,100.809998
2015-06-30,102.690002
2015-07-01,101.879997
2015-07-02,101.209999
2015-07-06,101.910004
2015-07-07,100.860001
2015-07-08,97.449997
2015-07-09,96.75
2015-07-10,99.610001
2015-07-13,99.150002
2015-07-14,107.480003
2015-07-15,106.209999
2015-07-16,108.16999799999999
2015-07-17,111.120003
2015-07-20,117.720001
2015-07-21,118.18
2015-07-22,122.5
2015-07-23,122.989998
2015-07-24,124.230003
2015-07-27,119.449997
2015-07-28,119.260002
2015-07-29,117.720001
2015-07-30,115.800003
2015-07-31,115.870003
2015-08-03,113.099998
2015-08-04,114.650002
2015-08-05,115.050003
2015-08-06,113.279999
2015-08-07,114.980003
2015-08-10,118.209999
2015-08-11,112.940002
2015-08-12,110.050003
2015-08-13,109.160004
2015-08-14,108.620003
2015-08-17,108.720001
2015-08-18,105.32
2015-08-19,104.639999
2015-08-20,97.040001
2015-08-21,89.760002
2015-08-24,87.58000200000001
2015-08-25,87.0
2015-08-26,89.459999
2015-08-27,90.82
2015-08-28,96.309998
2015-08-31,95.629997
2015-09-01,89.610001
2015-09-02,81.980003
2015-09-03,73.150002
2015-09-04,73.239998
2015-09-08,72.870003
2015-09-09,68.470001
2015-09-10,70.190002
2015-09-11,64.410004
2015-09-14,66.83000200000001
2015-09-15,71.360001
2015-09-16,70.82
2015-09-17,73.68
2015-09-18,71.459999
2015-09-21,66.940002
2015-09-22,66.800003
2015-09-23,62.59
2015-09-24,63.900002
2015-09-25,58.360001000000004
2015-09-28,55.040001000000004
2015-09-29,55.630001
2015-09-30,57.790001000000004
2015-10-01,57.93
2015-10-02,58.919998
2015-10-05,60.259997999999996
2015-10-06,61.689999
2015-10-07,61.810001
2015-10-08,56.16
2015-10-09,57.169998
2015-10-12,57.48
2015-10-13,56.369999
2015-10-14,55.59
2015-10-15,57.240002000000004
2015-10-16,56.389998999999996
2015-10-19,57.27
2015-10-20,56.82
2015-10-21,53.619999
2015-10-22,52.0
2015-10-23,53.240002000000004
2015-10-26,52.169998
2015-10-27,54.209998999999996
2015-10-28,56.5
2015-10-29,50.380001
2015-10-30,49.439999
2015-11-02,51.84
2015-11-03,56.959998999999996
2015-11-04,57.02
2015-11-05,54.779999
2015-11-06,54.310001
2015-11-09,56.91
2015-11-10,56.630001
2015-11-11,55.349998
2015-11-12,52.389998999999996
2015-11-13,50.349998
2015-11-16,50.849998
2015-11-17,52.759997999999996
2015-11-18,53.419998
2015-11-19,54.98
2015-11-20,58.470001
2015-11-23,54.849998
2015-11-24,56.32
2015-11-25,58.27
2015-11-27,58.470001
2015-11-30,62.810001
2015-12-01,59.709998999999996
2015-12-02,60.459998999999996
2015-12-03,57.880001
2015-12-04,56.93
2015-12-07,54.549999
2015-12-08,56.470001
2015-12-09,55.990002000000004
2015-12-10,59.0
2015-12-11,57.630001
2015-12-14,56.330002
2015-12-15,57.540001000000004
2015-12-16,56.849998
2015-12-17,56.59
2015-12-18,57.57
2015-12-21,58.52
2015-12-22,57.689999
2015-12-23,59.630001
2015-12-24,58.580002
2015-12-28,58.389998999999996
2015-12-29,57.759997999999996
2015-12-30,56.630001
2015-12-31,55.740002000000004
2016-01-04,54.139998999999996
2016-01-05,54.57
2016-01-06,55.41
2016-01-07,50.34
2016-01-08,45.0
2016-01-11,42.57
2016-01-12,44.5
2016-01-13,44.59
2016-01-14,41.93
2016-01-15,39.549999
2016-01-19,37.07
2016-01-20,39.330002
2016-01-21,37.330002
2016-01-22,38.209998999999996
2016-01-25,37.080002
2016-01-26,37.220001
2016-01-27,36.43
2016-01-28,37.41
2016-01-29,39.68
2016-02-01,38.200001
2016-02-02,36.860001000000004
2016-02-03,37.43
2016-02-04,39.349998
2016-02-05,37.43
2016-02-08,35.040001000000004
2016-02-09,34.639998999999996
2016-02-10,36.450001
2016-02-11,36.299999
2016-02-12,39.07
2016-02-16,41.73
2016-02-17,42.84
2016-02-18,42.439999
2016-02-19,42.59
2016-02-22,44.310001
2016-02-23,43.419998
2016-02-24,45.060001
2016-02-25,43.580002
2016-02-26,44.080002
2016-02-29,46.400002
2016-03-01,45.939999
2016-03-02,45.259997999999996
2016-03-03,46.240002000000004
2016-03-04,42.110001000000004
2016-03-07,41.360001000000004
2016-03-08,37.889998999999996
2016-03-09,39.389998999999996
2016-03-10,38.43
2016-03-11,39.200001
2016-03-14,40.259997999999996
2016-03-15,37.669998
2016-03-16,37.610001000000004
2016-03-17,38.990002000000004
2016-03-18,39.919998
2016-03-21,39.150002
2016-03-22,40.75
2016-03-23,39.939999
2016-03-24,40.790001000000004
2016-03-28,40.709998999999996
2016-03-29,44.5
2016-03-30,44.279999
2016-03-31,44.700001
2016-04-01,44.419998
2016-04-04,44.240002000000004
2016-04-05,44.310001
2016-04-06,44.580002
2016-04-07,44.610001000000004
2016-04-08,44.02
2016-04-11,43.639998999999996
2016-04-12,41.970001
2016-04-13,44.889998999999996
2016-04-14,45.02
2016-04-15,44.389998999999996
2016-04-18,44.369999
2016-04-19,43.639998999999996
2016-04-20,43.849998
2016-04-21,43.549999
2016-04-22,44.57
2016-04-25,41.959998999999996
2016-04-26,42.279999
2016-04-27,42.43
2016-04-28,41.919998
2016-04-29,41.099998
2016-05-02,40.400002
2016-05-03,38.209998999999996
2016-05-04,37.52
2016-05-05,38.009997999999996
2016-05-06,38.27
2016-05-09,38.259997999999996
2016-05-10,38.419998
2016-05-11,38.220001
2016-05-12,35.380001
2016-05-13,36.380001
2016-05-16,37.16
2016-05-17,37.029999
2016-05-18,37.779999
2016-05-19,37.669998
2016-05-20,38.650002
2016-05-23,39.599998
2016-05-24,40.759997999999996
2016-05-25,40.77
2016-05-26,40.919998
2016-05-27,41.130001
2016-05-31,41.34
2016-06-01,41.540001000000004
2016-06-02,42.48
2016-06-03,46.470001
2016-06-06,46.549999
2016-06-07,48.470001
2016-06-08,51.939999
2016-06-09,52.290001000000004
2016-06-10,51.41
2016-06-13,50.830002
2016-06-14,51.73
2016-06-15,52.419998
2016-06-16,52.77
2016-06-17,52.639998999999996
2016-06-20,52.93
2016-06-21,51.900002
2016-06-22,51.400002
2016-06-23,52.310001
2016-06-24,49.540001000000004
2016-06-27,49.330002
2016-06-28,50.25
2016-06-29,50.130001
2016-06-30,50.810001
2016-07-01,50.68
2016-07-05,49.43
2016-07-06,51.029999
2016-07-07,52.23
2016-07-08,53.790001000000004
2016-07-11,54.59
2016-07-12,54.869999
2016-07-13,54.669998
2016-07-14,54.389998999999996
2016-07-15,55.02
2016-07-18,57.439999
2016-07-19,57.5
2016-07-20,57.380001
2016-07-21,56.310001
2016-07-22,56.049999
2016-07-25,57.389998999999996
2016-07-26,58.66
2016-07-27,58.0
2016-07-28,57.73
2016-07-29,57.98
2016-08-01,58.849998
2016-08-02,56.560001
2016-08-03,56.759997999999996
2016-08-04,57.75
2016-08-05,58.59
2016-08-08,59.25
2016-08-09,61.080002
2016-08-10,60.099998
2016-08-11,61.799999
2016-08-12,64.089996
2016-08-15,66.089996
2016-08-16,65.849998
2016-08-17,66.099998
2016-08-18,63.639998999999996
2016-08-19,65.010002
2016-08-22,65.839996
2016-08-23,67.860001
2016-08-24,68.510002
2016-08-25,68.559998
2016-08-26,68.980003
2016-08-29,70.540001
2016-08-30,72.18
2016-08-31,72.040001
2016-09-01,71.779999
2016-09-02,66.989998
2016-09-06,68.879997
2016-09-07,67.110001
2016-09-08,67.650002
2016-09-09,63.509997999999996
2016-09-12,66.309998
2016-09-13,65.83000200000001
2016-09-14,67.110001
2016-09-15,68.849998
2016-09-16,68.199997
2016-09-19,68.400002
2016-09-20,66.209999
2016-09-21,67.459999
2016-09-22,68.150002
2016-09-23,67.050003
2016-09-26,66.32
2016-09-27,68.639999
2016-09-28,68.769997
2016-09-29,70.870003
2016-09-30,73.610001
2016-10-03,73.910004
2016-10-04,73.050003
2016-10-05,72.540001
2016-10-06,71.480003
2016-10-07,69.839996
2016-10-10,69.089996
2016-10-11,63.91
2016-10-12,63.009997999999996
2016-10-13,63.200001
2016-10-14,62.689999
2016-10-17,62.740002000000004
2016-10-18,64.360001
2016-10-19,63.59
2016-10-20,62.860001000000004
2016-10-21,62.439999
2016-10-24,63.040001000000004
2016-10-25,62.740002000000004
2016-10-26,62.5
2016-10-27,61.389998999999996
2016-10-28,61.279999
2016-10-31,61.369999
2016-11-01,61.349998
2016-11-02,56.799999
2016-11-03,56.27
2016-11-04,57.91
2016-11-07,58.630001
2016-11-08,56.939999
2016-11-09,57.27
2016-11-10,57.509997999999996
2016-11-11,59.66
2016-11-14,60.040001000000004
2016-11-15,62.200001
2016-11-16,61.75
2016-11-17,62.220001
2016-11-18,61.880001
2016-11-21,62.16
2016-11-22,62.279999
2016-11-23,65.360001
2016-11-25,63.310001
2016-11-28,63.619999
2016-11-29,62.59
2016-11-30,61.52
2016-12-01,61.389998999999996
2016-12-02,54.470001
2016-12-05,57.060001
2016-12-06,57.209998999999996
2016-12-07,56.669998
2016-12-08,55.580002
2016-12-09,54.459998999999996
2016-12-12,53.049999
2016-12-13,53.73
2016-12-14,54.09
2016-12-15,54.689999
2016-12-16,54.009997999999996
2016-12-19,54.529999
2016-12-20,54.830002
2016-12-21,54.599998
2016-12-22,54.34
2016-12-23,55.459998999999996
2016-12-27,54.619999
2016-12-28,54.110001000000004
2016-12-29,54.27
2016-12-30,54.130001
2017-01-03,52.540001000000004
2017-01-04,53.619999
2017-01-05,56.34
2017-01-06,54.619999
2017-01-09,53.77
2017-01-10,53.709998999999996
2017-01-11,51.0
2017-01-12,50.810001
2017-01-13,51.639998999999996
2017-01-17,49.57
2017-01-18,49.419998
2017-01-19,48.650002
2017-01-20,48.860001000000004
2017-01-23,48.59
2017-01-24,50.990002000000004
2017-01-25,52.049999
2017-01-26,51.0
2017-01-27,50.07
2017-01-30,49.779999
2017-01-31,49.610001000000004
2017-02-01,50.040001000000004
2017-02-02,50.549999
2017-02-03,51.580002
2017-02-06,52.049999
2017-02-07,53.630001
2017-02-08,53.759997999999996
2017-02-09,54.810001
2017-02-10,54.52
2017-02-13,54.299999
2017-02-14,55.049999
2017-02-15,55.779999
2017-02-16,55.240002000000004
2017-02-17,55.470001
2017-02-21,57.709998999999996
2017-02-22,57.639998999999996
2017-02-23,57.029999
2017-02-24,58.73
2017-02-27,59.779999
2017-02-28,58.950001
2017-03-01,56.34
2017-03-02,56.720001
2017-03-03,55.599998
2017-03-06,55.619999
2017-03-07,53.919998
2017-03-08,53.98
2017-03-09,53.029999
2017-03-10,52.799999
2017-03-13,56.669998
2017-03-14,55.950001
2017-03-15,55.709998999999996
2017-03-16,55.98
2017-03-17,56.34
2017-03-20,57.639998999999996
2017-03-21,55.130001
2017-03-22,54.580002
2017-03-23,54.389998999999996
2017-03-24,54.689999
2017-03-27,56.060001
2017-03-28,55.799999
2017-03-29,55.400002
2017-03-30,55.540001000000004
2017-03-31,54.709998999999996
2017-04-03,55.139998999999996
2017-04-04,54.209998999999996
2017-04-05,54.73
2017-04-06,54.900002
2017-04-07,54.529999
2017-04-10,53.860001000000004
2017-04-11,53.049999
2017-04-12,51.639998999999996
2017-04-13,50.709998999999996
2017-04-17,50.450001
2017-04-18,50.369999
2017-04-19,52.02
2017-04-20,52.799999
2017-04-21,53.349998
2017-04-24,54.849998
2017-04-25,55.84
2017-04-26,55.439999
2017-04-27,56.950001
2017-04-28,56.220001
2017-05-01,57.450001
2017-05-02,57.450001
2017-05-03,56.860001000000004
2017-05-04,57.060001
2017-05-05,58.240002000000004
2017-05-08,57.43
2017-05-09,57.98
2017-05-10,59.560001
2017-05-11,59.73
2017-05-12,59.919998
2017-05-15,61.619999
2017-05-16,63.59
